통합_대학별_취업현황,,,,,,,,,,,,,,,,,,,,,,
기준년도,학교명,졸업자,취업률(%),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2010,가야대학교,43,64.1,,,,,,,,,,,,,,,,,,,
,신라대학교,"1,957",55.6,,,,,,,,,,,,,,,,,,,
,아신대학교,250,0,,,,,,,,,,,,,,,,,,,
,아주대학교,"2,005",68.4,,,,,,,,,,,,,,,,,,,
,안양대학교,"1,080",48.2,,,,,,,,,,,,,,,,,,,
,안양대학교 _제2캠퍼스,83,42.3,,,,,,,,,,,,,,,,,,,
,연세대학교,"4,212",65.5,,,,,,,,,,,,,,,,,,,
,연세대학교(미래) _분교,"1,705",64.4,,,,,,,,,,,,,,,,,,,
,영남대학교,"5,245",51.1,,,,,,,,,,,,,,,,,,,
,영남신학대학교,128,45.5,,,,,,,,,,,,,,,,,,,
,영산대학교,336,63.1,,,,,,,,,,,,,,,,,,,
,영산대학교 _제2캠퍼스,293,53.6,,,,,,,,,,,,,,,,,,,
,영산대학교(산업대),286,46.3,,,,,,,,,,,,,,,,,,,
,영산대학교(산업대) _제2캠퍼스,312,50.7,,,,,,,,,,,,,,,,,,,
,영산선학대학교,9,0,,,,,,,,,,,,,,,,,,,
,예수대학교,133,70.8,,,,,,,,,,,,,,,,,,,
,예원예술대학교,297,59.7,,,,,,,,,,,,,,,,,,,
,용인대학교,"1,372",46,,,,,,,,,,,,,,,,,,,
,우석대학교,"1,722",52,,,,,,,,,,,,,,,,,,,
,우송대학교,22,100,,,,,,,,,,,,,,,,,,,
,우송대학교(산업대),"1,560",64.5,,,,,,,,,,,,,,,,,,,
,울산과학기술원,0,0,,,,,,,,,,,,,,,,,,,
,울산대학교,"2,930",56.8,,,,,,,,,,,,,,,,,,,
,원광대학교,"3,713",45.2,,,,,,,,,,,,,,,,,,,
,위덕대학교,501,63.1,,,,,,,,,,,,,,,,,,,
,유원대학교,558,63.2,,,,,,,,,,,,,,,,,,,
,을지대학교,214,82.3,,,,,,,,,,,,,,,,,,,
,을지대학교 _제2캠퍼스,"1,011",73.1,,,,,,,,,,,,,,,,,,,
,이화여자대학교,"3,324",51.4,,,,,,,,,,,,,,,,,,,
,인제대학교,"2,017",56.9,,,,,,,,,,,,,,,,,,,
,인제대학교 _제2캠퍼스,240,85.3,,,,,,,,,,,,,,,,,,,
,인천가톨릭대학교,27,0,,,,,,,,,,,,,,,,,,,
,인천가톨릭대학교 _제2캠퍼스,48,47.1,,,,,,,,,,,,,,,,,,,
,인천대학교,"1,460",54.8,,,,,,,,,,,,,,,,,,,
,인하대학교,"3,932",64.6,,,,,,,,,,,,,,,,,,,
,장로회신학대학교,147,0,,,,,,,,,,,,,,,,,,,
,전남대학교,"3,675",49.6,,,,,,,,,,,,,,,,,,,
,전남대학교 _제2캠퍼스,701,50,,,,,,,,,,,,,,,,,,,
,전북대학교,"3,904",52.3,,,,,,,,,,,,,,,,,,,
,전주교육대학교,416,63,,,,,,,,,,,,,,,,,,,
,전주대학교,"2,194",48.1,,,,,,,,,,,,,,,,,,,
,제주교육대학교,143,47.8,,,,,,,,,,,,,,,,,,,
,제주대학교,"2,000",50.9,,,,,,,,,,,,,,,,,,,
,조선대학교,"4,770",51.5,,,,,,,,,,,,,,,,,,,
,중부대학교,"1,446",53.4,,,,,,,,,,,,,,,,,,,
,중앙대학교,"2,996",61.6,,,,,,,,,,,,,,,,,,,
,중앙대학교(안성) _분교,"2,219",41.1,,,,,,,,,,,,,,,,,,,
,중앙승가대학교,89,0,,,,,,,,,,,,,,,,,,,
,진주교육대학교,486,56.5,,,,,,,,,,,,,,,,,,,
,진주산업대학교(산업대),"1,449",67.4,,,,,,,,,,,,,,,,,,,
,차의과학대학교,124,68.1,,,,,,,,,,,,,,,,,,,
,청운대학교,"1,085",59.7,,,,,,,,,,,,,,,,,,,
,청주교육대학교,421,58.4,,,,,,,,,,,,,,,,,,,
,청주대학교,"3,041",46.6,,,,,,,,,,,,,,,,,,,
,초당대학교(산업대),"1,025",62.6,,,,,,,,,,,,,,,,,,,
,총신대학교,357,43.3,,,,,,,,,,,,,,,,,,,
,추계예술대학교,301,19.2,,,,,,,,,,,,,,,,,,,
,춘천교육대학교,539,47.9,,,,,,,,,,,,,,,,,,,
,충남대학교,"4,138",51.3,,,,,,,,,,,,,,,,,,,
,충북대학교,"3,350",49.3,,,,,,,,,,,,,,,,,,,
,칼빈대학교,93,45,,,,,,,,,,,,,,,,,,,
,탐라대학교,114,46.9,,,,,,,,,,,,,,,,,,,
,평택대학교,809,45.3,,,,,,,,,,,,,,,,,,,
,포항공과대학교,308,59.4,,,,,,,,,,,,,,,,,,,
,한경대학교(산업대),"1,524",68.2,,,,,,,,,,,,,,,,,,,
,한국과학기술원,771,45.7,,,,,,,,,,,,,,,,,,,
,한국교원대학교,532,43.6,,,,,,,,,,,,,,,,,,,
,한국교통대학교(산업대),"2,047",62.7,,,,,,,,,,,,,,,,,,,
,한국국제대학교,672,57.1,,,,,,,,,,,,,,,,,,,
,한국기술교육대학교,773,79.6,,,,,,,,,,,,,,,,,,,
,한국산업기술대학교(산업대),"1,195",74.9,,,,,,,,,,,,,,,,,,,
,한국성서대학교,206,60.5,,,,,,,,,,,,,,,,,,,
,한국예술종합학교,415,26.5,,,,,,,,,,,,,,,,,,,
,한국외국어대학교,"1,628",62,,,,,,,,,,,,,,,,,,,
,한국외국어대학교(용인) _분교,"1,430",51.1,,,,,,,,,,,,,,,,,,,
,한국전통문화대학교(각종),129,61.5,,,,,,,,,,,,,,,,,,,
,한국체육대학교,534,46.5,,,,,,,,,,,,,,,,,,,
,한국침례신학대학교,365,49.5,,,,,,,,,,,,,,,,,,,
,한국항공대학교,"1,034",74,,,,,,,,,,,,,,,,,,,
,한남대학교,"2,300",46.5,,,,,,,,,,,,,,,,,,,
,한동대학교,772,57.6,,,,,,,,,,,,,,,,,,,
,한라대학교,559,58.2,,,,,,,,,,,,,,,,,,,
,한려대학교(산업대),259,77.7,,,,,,,,,,,,,,,,,,,
,한림대학교,"1,572",54.2,,,,,,,,,,,,,,,,,,,
,한민학교,222,47.7,,,,,,,,,,,,,,,,,,,
,한밭대학교(산업대),"2,241",71.4,,,,,,,,,,,,,,,,,,,
,한북대학교,101,63.9,,,,,,,,,,,,,,,,,,,
,한서대학교,"1,573",55.8,,,,,,,,,,,,,,,,,,,
,한성대학교,"1,454",49.4,,,,,,,,,,,,,,,,,,,
,한세대학교,536,50.2,,,,,,,,,,,,,,,,,,,
,한신대학교,"1,099",50.1,,,,,,,,,,,,,,,,,,,
,한양대학교,"3,712",64.4,,,,,,,,,,,,,,,,,,,
,한양대학교(ERICA) _분교,"2,119",55.7,,,,,,,,,,,,,,,,,,,
,한일장신대학교,338,39.4,,,,,,,,,,,,,,,,,,,
,한중대학교,310,73.3,,,,,,,,,,,,,,,,,,,
,협성대학교,848,48.3,,,,,,,,,,,,,,,,,,,
,호남대학교,"1,616",59,,,,,,,,,,,,,,,,,,,
,호남신학대학교,156,42.6,,,,,,,,,,,,,,,,,,,
,호서대학교,"2,528",54.3,,,,,,,,,,,,,,,,,,,
,호원대학교,"1,315",60.5,,,,,,,,,,,,,,,,,,,
,홍익대학교,"2,386",61.6,,,,,,,,,,,,,,,,,,,
,홍익대학교(세종) _분교,"1,348",48.3,,,,,,,,,,,,,,,,,,,
,화성의과학대학교,19,52.6,,,,,,,,,,,,,,,,,,,
2012,가야대학교,1,0,,,,,,,,,,,,,,,,,,,
,가야대학교 _제2캠퍼스,552,54.7,,,,,,,,,,,,,,,,,,,
,가천대학교,"2,851",50.3,,,,,,,,,,,,,,,,,,,
,가천의과학대학교,926,56.9,,,,,,,,,,,,,,,,,,,
,가톨릭관동대학교,"1,469",64,,,,,,,,,,,,,,,,,,,
,가톨릭꽃동네대학교,102,55.1,,,,,,,,,,,,,,,,,,,
,가톨릭대학교,"1,436",52.9,,,,,,,,,,,,,,,,,,,
,가톨릭대학교 _제2캠퍼스,173,88.3,,,,,,,,,,,,,,,,,,,
,가톨릭대학교 _제3캠퍼스,57,0,,,,,,,,,,,,,,,,,,,
,감리교신학대학교,201,0,,,,,,,,,,,,,,,,,,,
,강남대학교,"1,801",53.8,,,,,,,,,,,,,,,,,,,
,강서대학교,314,67.3,,,,,,,,,,,,,,,,,,,
,강원대학교,"3,411",48,,,,,,,,,,,,,,,,,,,
,강원대학교 _제2캠퍼스,"1,055",55.1,,,,,,,,,,,,,,,,,,,
,건국대학교,"3,102",59,,,,,,,,,,,,,,,,,,,
,건국대학교(글로컬) _분교,"1,660",50.2,,,,,,,,,,,,,,,,,,,
,건양대학교,"1,486",72.7,,,,,,,,,,,,,,,,,,,
,건양대학교 _제2캠퍼스,380,86.6,,,,,,,,,,,,,,,,,,,
,경기대학교,"2,622",51.2,,,,,,,,,,,,,,,,,,,
,경기대학교 _제2캠퍼스,417,52.2,,,,,,,,,,,,,,,,,,,
,경남대학교,"2,840",59.5,,,,,,,,,,,,,,,,,,,
,경동대학교,604,67.7,,,,,,,,,,,,,,,,,,,
,경북대학교,"4,291",56.4,,,,,,,,,,,,,,,,,,,
,경북대학교 _제2캠퍼스,994,52.6,,,,,,,,,,,,,,,,,,,
,경상국립대학교,"3,257",46.2,,,,,,,,,,,,,,,,,,,
,경성대학교,"2,957",61.7,,,,,,,,,,,,,,,,,,,
,경운대학교(산업대),"1,019",64,,,,,,,,,,,,,,,,,,,
,경인교육대학교,423,73.7,,,,,,,,,,,,,,,,,,,
,경인교육대학교 _제2캠퍼스,405,64.2,,,,,,,,,,,,,,,,,,,
,경일대학교,919,60.4,,,,,,,,,,,,,,,,,,,
,경희대학교,"5,357",54.7,,,,,,,,,,,,,,,,,,,
,계명대학교,"5,083",53.5,,,,,,,,,,,,,,,,,,,
,고려대학교,"4,322",66.5,,,,,,,,,,,,,,,,,,,
,고려대학교(세종) _분교,"1,423",47.6,,,,,,,,,,,,,,,,,,,
,고신대학교,745,64.6,,,,,,,,,,,,,,,,,,,
,공주교육대학교,502,69.8,,,,,,,,,,,,,,,,,,,
,광신대학교,149,50.9,,,,,,,,,,,,,,,,,,,
,광운대학교,"1,672",61,,,,,,,,,,,,,,,,,,,
,광주가톨릭대학교,23,0,,,,,,,,,,,,,,,,,,,
,광주교육대학교,457,69,,,,,,,,,,,,,,,,,,,
,광주대학교,"1,116",67.7,,,,,,,,,,,,,,,,,,,
,광주대학교(산업대),59,57.4,,,,,,,,,,,,,,,,,,,
,광주여자대학교,956,61.6,,,,,,,,,,,,,,,,,,,
,국립강릉원주대학교,"1,313",50.9,,,,,,,,,,,,,,,,,,,
,국립강릉원주대학교 _제2캠퍼스,355,58,,,,,,,,,,,,,,,,,,,
,국립경국대학교,"1,457",50.5,,,,,,,,,,,,,,,,,,,
,국립공주대학교,"3,209",50.3,,,,,,,,,,,,,,,,,,,
,국립군산대학교,"1,599",52.2,,,,,,,,,,,,,,,,,,,
,국립금오공과대학교,"1,385",70,,,,,,,,,,,,,,,,,,,
,국립목포대학교,"1,486",46.8,,,,,,,,,,,,,,,,,,,
,국립목포해양대학교,467,81.8,,,,,,,,,,,,,,,,,,,
,국립부경대학교,"3,674",53.3,,,,,,,,,,,,,,,,,,,
,국립순천대학교,"1,490",46.6,,,,,,,,,,,,,,,,,,,
,국립창원대학교,"1,770",56.8,,,,,,,,,,,,,,,,,,,
,국립한국해양대학교,"1,479",69.8,,,,,,,,,,,,,,,,,,,
,국민대학교,"3,161",49.3,,,,,,,,,,,,,,,,,,,
,극동대학교,798,62.9,,,,,,,,,,,,,,,,,,,
,금강대학교,67,54.9,,,,,,,,,,,,,,,,,,,
,나사렛대학교,"1,165",55.7,,,,,,,,,,,,,,,,,,,
,남부대학교,462,69.3,,,,,,,,,,,,,,,,,,,
,남서울대학교(산업대),"2,382",54.2,,,,,,,,,,,,,,,,,,,
,단국대학교,"2,375",50.4,,,,,,,,,,,,,,,,,,,
,단국대학교(천안) _분교,"2,742",47.4,,,,,,,,,,,,,,,,,,,
,대구가톨릭대학교,"2,709",56.7,,,,,,,,,,,,,,,,,,,
,대구교육대학교,523,58.4,,,,,,,,,,,,,,,,,,,
,대구대학교,"4,143",58.3,,,,,,,,,,,,,,,,,,,
,대구예술대학교,205,36,,,,,,,,,,,,,,,,,,,
,대구외국어대학교,80,64.1,,,,,,,,,,,,,,,,,,,
,대구한의대학교,"1,455",59.1,,,,,,,,,,,,,,,,,,,
,대신대학교,142,47,,,,,,,,,,,,,,,,,,,
,대전가톨릭대학교,22,0,,,,,,,,,,,,,,,,,,,
,대전대학교,"1,892",64.5,,,,,,,,,,,,,,,,,,,
,대전신학교,83,0,,,,,,,,,,,,,,,,,,,
,대진대학교,"1,749",50.6,,,,,,,,,,,,,,,,,,,
,덕성여자대학교,"1,188",48.2,,,,,,,,,,,,,,,,,,,
,동국대학교,"2,827",56.6,,,,,,,,,,,,,,,,,,,
,동국대학교(WISE) _분교,"1,884",59.4,,,,,,,,,,,,,,,,,,,
,동덕여자대학교,"1,597",55.9,,,,,,,,,,,,,,,,,,,
,동명대학교,796,64,,,,,,,,,,,,,,,,,,,
,동명정보대학교,421,57.5,,,,,,,,,,,,,,,,,,,
,동서대학교,"2,288",59.2,,,,,,,,,,,,,,,,,,,
,동신대학교,"1,330",65.4,,,,,,,,,,,,,,,,,,,
,동아대학교,"4,487",46.7,,,,,,,,,,,,,,,,,,,
,동양대학교,672,55.6,,,,,,,,,,,,,,,,,,,
,동의대학교,"3,663",56,,,,,,,,,,,,,,,,,,,
,루터대학교,97,61.5,,,,,,,,,,,,,,,,,,,
,명지대학교,"1,646",54.1,,,,,,,,,,,,,,,,,,,
,명지대학교 _제2캠퍼스,"1,518",45.5,,,,,,,,,,,,,,,,,,,
,목원대학교,"1,852",54.7,,,,,,,,,,,,,,,,,,,
,목포가톨릭대학교,149,73.4,,,,,,,,,,,,,,,,,,,
,배재대학교,"1,992",43.1,,,,,,,,,,,,,,,,,,,
,백석대학교,"2,681",51.5,,,,,,,,,,,,,,,,,,,
,부산가톨릭대학교,"1,066",60,,,,,,,,,,,,,,,,,,,
,부산대학교,"4,566",52,,,,,,,,,,,,,,,,,,,
,부산외국어대학교,"1,851",58.9,,,,,,,,,,,,,,,,,,,
,부산장신대학교,49,62.1,,,,,,,,,,,,,,,,,,,
,삼육대학교,"1,109",60.6,,,,,,,,,,,,,,,,,,,
,상명대학교,"1,478",62.4,,,,,,,,,,,,,,,,,,,
,상명대학교(천안) _분교,"1,439",59.7,,,,,,,,,,,,,,,,,,,
,상주대학교,13,53.8,,,,,,,,,,,,,,,,,,,
,상지대학교,"1,667",58.2,,,,,,,,,,,,,,,,,,,
,서강대학교,"1,793",68.7,,,,,,,,,,,,,,,,,,,
,서경대학교,"1,374",54.7,,,,,,,,,,,,,,,,,,,
,서남대학교,301,74.3,,,,,,,,,,,,,,,,,,,
,서남대학교 _제2캠퍼스,75,62.2,,,,,,,,,,,,,,,,,,,
,서울과학기술대학교(산업대),"2,977",72.1,,,,,,,,,,,,,,,,,,,
,서울교육대학교,498,54.7,,,,,,,,,,,,,,,,,,,
,서울기독대학교,120,50.6,,,,,,,,,,,,,,,,,,,
,서울대학교,"3,466",61,,,,,,,,,,,,,,,,,,,
,서울시립대학교,"1,846",63.8,,,,,,,,,,,,,,,,,,,
,서울신학대학교,514,57.2,,,,,,,,,,,,,,,,,,,
,서울여자대학교,"1,708",49.7,,,,,,,,,,,,,,,,,,,
,서울장신대학교,131,34.3,,,,,,,,,,,,,,,,,,,
,서울한영대학교,152,47.1,,,,,,,,,,,,,,,,,,,
,서원대학교,"1,368",54.4,,,,,,,,,,,,,,,,,,,
,선문대학교,"1,712",58.6,,,,,,,,,,,,,,,,,,,
,성결대학교,"1,225",58.1,,,,,,,,,,,,,,,,,,,
,성공회대학교,496,43.4,,,,,,,,,,,,,,,,,,,
,성균관대학교,"4,283",68.9,,,,,,,,,,,,,,,,,,,
,성신여자대학교,"2,250",47.7,,,,,,,,,,,,,,,,,,,
,세명대학교,"1,693",55.6,,,,,,,,,,,,,,,,,,,
,세종대학교,"2,572",47.1,,,,,,,,,,,,,,,,,,,
,세한대학교,987,64.7,,,,,,,,,,,,,,,,,,,
,수원가톨릭대학교,36,0,,,,,,,,,,,,,,,,,,,
,수원대학교,"2,530",46.2,,,,,,,,,,,,,,,,,,,
,숙명여자대학교,"2,230",55.4,,,,,,,,,,,,,,,,,,,
,순천향대학교,"2,620",52.5,,,,,,,,,,,,,,,,,,,
,숭실대학교,"2,551",59.3,,,,,,,,,,,,,,,,,,,
,신경주대학교,781,54.8,,,,,,,,,,,,,,,,,,,
,신라대학교,"2,085",61.2,,,,,,,,,,,,,,,,,,,
,아신대학교,199,0,,,,,,,,,,,,,,,,,,,
,아주대학교,"2,065",64,,,,,,,,,,,,,,,,,,,
,안양대학교,"1,010",48.3,,,,,,,,,,,,,,,,,,,
,안양대학교 _제2캠퍼스,118,60,,,,,,,,,,,,,,,,,,,
,연세대학교,"4,245",65.2,,,,,,,,,,,,,,,,,,,
,연세대학교(미래) _분교,"1,757",59.5,,,,,,,,,,,,,,,,,,,
,영남대학교,"5,371",55.6,,,,,,,,,,,,,,,,,,,
,영남신학대학교,139,50,,,,,,,,,,,,,,,,,,,
,영산대학교,393,77.2,,,,,,,,,,,,,,,,,,,
,영산대학교 _제2캠퍼스,385,69.5,,,,,,,,,,,,,,,,,,,
,영산대학교(산업대),219,59.2,,,,,,,,,,,,,,,,,,,
,영산대학교(산업대) _제2캠퍼스,191,71.8,,,,,,,,,,,,,,,,,,,
,영산선학대학교,12,0,,,,,,,,,,,,,,,,,,,
,예수대학교,124,67.8,,,,,,,,,,,,,,,,,,,
,예원예술대학교,211,47.3,,,,,,,,,,,,,,,,,,,
,용인대학교,"1,403",46.6,,,,,,,,,,,,,,,,,,,
,우석대학교,"1,742",62,,,,,,,,,,,,,,,,,,,
,우송대학교,32,82.8,,,,,,,,,,,,,,,,,,,
,우송대학교(산업대),"1,656",69.2,,,,,,,,,,,,,,,,,,,
,울산과학기술원,1,0,,,,,,,,,,,,,,,,,,,
,울산대학교,"2,823",51.6,,,,,,,,,,,,,,,,,,,
,원광대학교,"3,439",66.6,,,,,,,,,,,,,,,,,,,
,위덕대학교,565,61.6,,,,,,,,,,,,,,,,,,,
,유원대학교,514,80.8,,,,,,,,,,,,,,,,,,,
,을지대학교,244,75.4,,,,,,,,,,,,,,,,,,,
,을지대학교 _제2캠퍼스,"1,195",68.4,,,,,,,,,,,,,,,,,,,
,이화여자대학교,"3,285",54.4,,,,,,,,,,,,,,,,,,,
,인제대학교,"1,990",55.1,,,,,,,,,,,,,,,,,,,
,인제대학교 _제2캠퍼스,264,83.9,,,,,,,,,,,,,,,,,,,
,인천가톨릭대학교,21,0,,,,,,,,,,,,,,,,,,,
,인천가톨릭대학교 _제2캠퍼스,66,52.7,,,,,,,,,,,,,,,,,,,
,인천대학교,"1,475",54.2,,,,,,,,,,,,,,,,,,,
,인하대학교,"3,981",65.4,,,,,,,,,,,,,,,,,,,
,장로회신학대학교,176,0,,,,,,,,,,,,,,,,,,,
,전남대학교,"3,889",47.3,,,,,,,,,,,,,,,,,,,
,전남대학교 _제2캠퍼스,689,51.2,,,,,,,,,,,,,,,,,,,
,전북대학교,"3,900",55,,,,,,,,,,,,,,,,,,,
,전주교육대학교,392,74.3,,,,,,,,,,,,,,,,,,,
,전주대학교,"1,777",54.8,,,,,,,,,,,,,,,,,,,
,제주교육대학교,139,64.7,,,,,,,,,,,,,,,,,,,
,제주대학교,"2,018",47.7,,,,,,,,,,,,,,,,,,,
,조선대학교,"4,803",57.3,,,,,,,,,,,,,,,,,,,
,중부대학교,"1,464",58.1,,,,,,,,,,,,,,,,,,,
,중앙대학교,"3,011",62.9,,,,,,,,,,,,,,,,,,,
,중앙대학교 _제2캠퍼스,"2,158",41.1,,,,,,,,,,,,,,,,,,,
,중앙승가대학교,68,0,,,,,,,,,,,,,,,,,,,
,진주교육대학교,470,59,,,,,,,,,,,,,,,,,,,
,진주산업대학교(산업대),"1,338",67.6,,,,,,,,,,,,,,,,,,,
,차의과학대학교,136,67.4,,,,,,,,,,,,,,,,,,,
,청운대학교,"1,319",61.6,,,,,,,,,,,,,,,,,,,
,청주교육대학교,416,68.3,,,,,,,,,,,,,,,,,,,
,청주대학교,"3,009",47.8,,,,,,,,,,,,,,,,,,,
,초당대학교(산업대),"1,015",64.3,,,,,,,,,,,,,,,,,,,
,총신대학교,435,57.4,,,,,,,,,,,,,,,,,,,
,추계예술대학교,299,16.4,,,,,,,,,,,,,,,,,,,
,춘천교육대학교,456,67,,,,,,,,,,,,,,,,,,,
,충남대학교,"3,999",54.1,,,,,,,,,,,,,,,,,,,
,충북대학교,"3,478",55.1,,,,,,,,,,,,,,,,,,,
,칼빈대학교,104,60.9,,,,,,,,,,,,,,,,,,,
,탐라대학교,154,49.4,,,,,,,,,,,,,,,,,,,
,평택대학교,824,57.2,,,,,,,,,,,,,,,,,,,
,포항공과대학교,303,50.5,,,,,,,,,,,,,,,,,,,
,한경대학교(산업대),"1,358",63.1,,,,,,,,,,,,,,,,,,,
,한국과학기술원,828,37.1,,,,,,,,,,,,,,,,,,,
,한국교원대학교,585,43.7,,,,,,,,,,,,,,,,,,,
,한국교통대학교(산업대),"1,961",57.4,,,,,,,,,,,,,,,,,,,
,한국국제대학교,617,75.7,,,,,,,,,,,,,,,,,,,
,한국기술교육대학교,709,82.9,,,,,,,,,,,,,,,,,,,
,한국산업기술대학교(산업대),"1,388",77.1,,,,,,,,,,,,,,,,,,,
,한국성서대학교,197,62.5,,,,,,,,,,,,,,,,,,,
,한국예술종합학교,465,18.6,,,,,,,,,,,,,,,,,,,
,한국외국어대학교,"1,665",61.7,,,,,,,,,,,,,,,,,,,
,한국외국어대학교(용인) _분교,"1,496",49.2,,,,,,,,,,,,,,,,,,,
,한국전통문화대학교(각종),97,36.2,,,,,,,,,,,,,,,,,,,
,한국체육대학교,558,53.9,,,,,,,,,,,,,,,,,,,
,한국침례신학대학교,386,49,,,,,,,,,,,,,,,,,,,
,한국항공대학교,953,74.9,,,,,,,,,,,,,,,,,,,
,한남대학교,"2,519",55.8,,,,,,,,,,,,,,,,,,,
,한동대학교,778,57.9,,,,,,,,,,,,,,,,,,,
,한라대학교,586,58.6,,,,,,,,,,,,,,,,,,,
,한려대학교(산업대),199,76.9,,,,,,,,,,,,,,,,,,,
,한림대학교,"1,872",51.7,,,,,,,,,,,,,,,,,,,
,한민학교,206,42.7,,,,,,,,,,,,,,,,,,,
,한밭대학교(산업대),"2,213",69.9,,,,,,,,,,,,,,,,,,,
,한북대학교,130,63.5,,,,,,,,,,,,,,,,,,,
,한서대학교,"1,688",54.8,,,,,,,,,,,,,,,,,,,
,한성대학교,"1,440",51.4,,,,,,,,,,,,,,,,,,,
,한세대학교,517,61.4,,,,,,,,,,,,,,,,,,,
,한신대학교,"1,160",56.9,,,,,,,,,,,,,,,,,,,
,한양대학교,"3,757",62.7,,,,,,,,,,,,,,,,,,,
,한양대학교(ERICA) _분교,"2,193",53.6,,,,,,,,,,,,,,,,,,,
,한일장신대학교,325,38.9,,,,,,,,,,,,,,,,,,,
,한중대학교,335,66.2,,,,,,,,,,,,,,,,,,,
,협성대학교,902,60,,,,,,,,,,,,,,,,,,,
,호남대학교,"1,527",57.5,,,,,,,,,,,,,,,,,,,
,호남신학대학교,142,20.5,,,,,,,,,,,,,,,,,,,
,호서대학교,"2,706",55.3,,,,,,,,,,,,,,,,,,,
,호원대학교,"1,053",64.4,,,,,,,,,,,,,,,,,,,
,홍익대학교,"2,328",57.9,,,,,,,,,,,,,,,,,,,
,홍익대학교(세종) _분교,"1,461",48.8,,,,,,,,,,,,,,,,,,,
,화성의과학대학교,37,54.5,,,,,,,,,,,,,,,,,,,
2013,가야대학교 _제2캠퍼스,552,70.7,,,,,,,,,,,,,,,,,,,
,가천대학교,"3,249",54.8,,,,,,,,,,,,,,,,,,,
,가톨릭관동대학교,"1,455",60.3,,,,,,,,,,,,,,,,,,,
,가톨릭꽃동네대학교,124,55.6,,,,,,,,,,,,,,,,,,,
,가톨릭대학교,"1,439",49.9,,,,,,,,,,,,,,,,,,,
,가톨릭대학교 _제2캠퍼스,120,85.3,,,,,,,,,,,,,,,,,,,
,가톨릭대학교 _제3캠퍼스,39,0,,,,,,,,,,,,,,,,,,,
,감리교신학대학교,220,0,,,,,,,,,,,,,,,,,,,
,강남대학교,"1,697",53.3,,,,,,,,,,,,,,,,,,,
,강서대학교,432,56.9,,,,,,,,,,,,,,,,,,,
,강원대학교,"2,966",45.8,,,,,,,,,,,,,,,,,,,
,강원대학교 _제2캠퍼스,"1,149",53.4,,,,,,,,,,,,,,,,,,,
,건국대학교,"3,367",58.4,,,,,,,,,,,,,,,,,,,
,건국대학교(글로컬) _분교,"1,658",46.9,,,,,,,,,,,,,,,,,,,
,건양대학교,"1,316",69,,,,,,,,,,,,,,,,,,,
,건양대학교 _제2캠퍼스,458,86.3,,,,,,,,,,,,,,,,,,,
,경기대학교,"2,407",53.2,,,,,,,,,,,,,,,,,,,
,경기대학교 _제2캠퍼스,479,54.6,,,,,,,,,,,,,,,,,,,
,경남대학교,"2,863",55,,,,,,,,,,,,,,,,,,,
,경동대학교,567,62.9,,,,,,,,,,,,,,,,,,,
,경북대학교,"5,814",51.2,,,,,,,,,,,,,,,,,,,
,경상국립대학교,"3,111",46.6,,,,,,,,,,,,,,,,,,,
,경성대학교,"2,926",50.9,,,,,,,,,,,,,,,,,,,
,경운대학교(산업대),"1,137",63,,,,,,,,,,,,,,,,,,,
,경인교육대학교,406,75.4,,,,,,,,,,,,,,,,,,,
,경인교육대학교 _제2캠퍼스,401,74.4,,,,,,,,,,,,,,,,,,,
,경일대학교,814,67,,,,,,,,,,,,,,,,,,,
,경희대학교,"5,506",52.5,,,,,,,,,,,,,,,,,,,
,계명대학교,"5,050",52.2,,,,,,,,,,,,,,,,,,,
,고려대학교,"4,043",69.1,,,,,,,,,,,,,,,,,,,
,고려대학교(세종) _분교,"1,333",50.1,,,,,,,,,,,,,,,,,,,
,고신대학교,796,60.6,,,,,,,,,,,,,,,,,,,
,공주교육대학교,503,76.2,,,,,,,,,,,,,,,,,,,
,광신대학교,166,65.8,,,,,,,,,,,,,,,,,,,
,광운대학교,"1,664",62.6,,,,,,,,,,,,,,,,,,,
,광주가톨릭대학교,23,0,,,,,,,,,,,,,,,,,,,
,광주교육대학교,440,78.6,,,,,,,,,,,,,,,,,,,
,광주대학교,"1,159",57,,,,,,,,,,,,,,,,,,,
,광주대학교(산업대),46,51.1,,,,,,,,,,,,,,,,,,,
,광주여자대학교,988,62.6,,,,,,,,,,,,,,,,,,,
,국립강릉원주대학교,"1,245",49.5,,,,,,,,,,,,,,,,,,,
,국립강릉원주대학교 _제2캠퍼스,413,52.4,,,,,,,,,,,,,,,,,,,
,국립경국대학교,"1,335",49.5,,,,,,,,,,,,,,,,,,,
,국립공주대학교,"3,253",50.3,,,,,,,,,,,,,,,,,,,
,국립군산대학교,"1,565",49.6,,,,,,,,,,,,,,,,,,,
,국립금오공과대학교,"1,238",70.1,,,,,,,,,,,,,,,,,,,
,국립목포대학교,"1,564",45.3,,,,,,,,,,,,,,,,,,,
,국립목포해양대학교,520,84.8,,,,,,,,,,,,,,,,,,,
,국립부경대학교,"3,566",52.6,,,,,,,,,,,,,,,,,,,
,국립순천대학교,"1,407",49.1,,,,,,,,,,,,,,,,,,,
,국립창원대학교,"1,739",54.8,,,,,,,,,,,,,,,,,,,
