기준년도,학교명,졸업자,취업률
2016,영산대학교 _제2캠퍼스,718,64.1
2016,영산대학교(산업대),8,62.5
2016,영산대학교(산업대) _제2캠퍼스,3,33.3
2016,영산선학대학교,19,0.0
2016,예수대학교,151,80.8
2016,예원예술대학교,113,50.0
2016,예원예술대학교 _제2캠퍼스,88,46.8
2016,용인대학교,1415,64.3
2016,우석대학교,1696,62.9
2016,우송대학교,2042,72.0
2016,우송대학교(산업대),1,100.0
2016,울산과학기술원,509,61.6
2016,울산대학교,3144,60.4
2016,원광대학교,3606,62.0
2016,위덕대학교,705,66.8
2016,유원대학교,731,70.6
2016,을지대학교,226,86.8
2016,을지대학교 _제2캠퍼스,1188,79.6
2016,이화여자대학교,3504,63.0
2016,인제대학교,2150,63.5
2016,인제대학교 _제2캠퍼스,249,89.4
2016,인천가톨릭대학교,21,0.0
2016,인천가톨릭대학교 _제2캠퍼스,160,69.4
2016,인천대학교,2980,67.7
2016,인하대학교,3830,68.3
2016,장로회신학대학교,160,0.0
2016,전남대학교,3682,58.6
2016,전남대학교 _제2캠퍼스,645,60.8
2016,전북대학교,4373,53.1
2016,전주교육대학교,308,64.1
2016,전주대학교,2402,59.6
2016,제주국제대학교,181,71.4
2016,제주대학교,2103,58.7
2016,조선대학교,4667,60.1
2016,중부대학교,1605,66.6
2016,중앙대학교,3495,70.2
2016,중앙대학교 _제2캠퍼스,1797,62.5
2016,중앙승가대학교,60,0.0
2016,중원대학교,442,69.4
2016,진주교육대학교,347,91.5
2016,진주산업대학교(산업대),593,57.8
2016,차의과학대학교,263,76.0
2016,청운대학교,1432,69.3
2016,청주교육대학교,318,94.0
2016,청주대학교,2685,62.9
2016,초당대학교,561,82.1
2016,초당대학교(산업대),253,71.0
2016,총신대학교,482,66.6
2016,추계예술대학교,288,44.7
2016,춘천교육대학교,354,86.0
2016,충남대학교,3976,58.3
2016,충북대학교,3519,58.0
2016,칼빈대학교,109,71.4
2016,탐라대학교,11,50.0
2016,평택대학교,995,61.7
2016,포항공과대학교,322,57.4
2016,한경국립대학교,237,67.6
2016,한경대학교(산업대),856,62.1
2016,한국공학대학교,333,83.1
2016,한국과학기술원,867,64.5
2016,한국교원대학교,564,56.3
2016,한국교통대학교(산업대),455,57.3
2016,한국국제대학교,788,67.4
2016,한국기술교육대학교,853,85.1
2016,한국산업기술대학교(산업대),1141,73.7
2016,한국성서대학교,289,70.2
2016,한국예술종합학교,460,56.6
2016,한국외국어대학교,4177,64.1
2016,한국전통문화대학교(일반),121,58.0
2016,한국체육대학교,553,67.3
2016,한국침례신학대학교,364,54.2
2016,한국항공대학교,933,72.7
2016,한남대학교,2589,63.2
2016,한동대학교,845,61.0
2016,한라대학교,889,65.9
2016,한려대학교,147,74.5
2016,한림대학교,2039,65.4
2016,한밭대학교(산업대),1152,59.8
2016,한북대학교,376,63.7
2016,한서대학교,1706,71.1
2016,한성대학교,1593,62.6
2016,한세대학교,592,74.0
2016,한신대학교,1140,62.0
2016,한양대학교,3696,72.7
2016,한양대학교(ERICA) _분교,2343,66.3
2016,한일장신대학교,200,59.1
2016,한중대학교,343,65.5
2016,협성대학교,1046,64.6
2016,호남대학교,1555,70.0
2016,호남신학대학교,116,48.8
2016,호서대학교,2983,69.3
2016,호원대학교,1107,75.0
2016,홍익대학교,2834,64.0
2016,홍익대학교 _제2캠퍼스,1618,67.0
2016,화성의과학대학교,172,61.3
2017,가야대학교(김해),603,75.6
2017,가천대학교,4269,65.1
2017,가톨릭관동대학교,2080,60.9
2017,가톨릭꽃동네대학교,109,61.5
2017,가톨릭대학교,1685,59.3
2017,가톨릭대학교 _제2캠퍼스,92,82.4
2017,가톨릭대학교 _제3캠퍼스,55,0.0
2017,감리교신학대학교,196,0.0
2017,강남대학교,1633,61.7
2017,강서대학교,308,62.0
2017,강원대학교,3386,55.5
2017,강원대학교 _제2캠퍼스,1351,67.1
2017,건국대학교,3676,60.9
2017,건국대학교(글로컬) _분교,1954,62.5
2017,건양대학교,972,72.6
2017,건양대학교 _제2캠퍼스,800,84.7
2017,경기대학교,2772,62.7
2017,경기대학교 _제2캠퍼스,440,60.3
2017,경남과학기술대학교,892,66.4
2017,경남대학교,2895,55.4
2017,경동대학교,814,72.7
2017,경동대학교 _제3캠퍼스,427,89.7
2017,경동대학교 _제4캠퍼스,10,100.0
2017,경북대학교,5321,55.2
2017,경상국립대학교,3407,48.8
2017,경성대학교,2992,58.6
2017,경운대학교,662,76.9
2017,경운대학교(산업대),516,66.1
2017,경인교육대학교 _제2캠퍼스,646,73.2
2017,경일대학교,1442,65.5
2017,경희대학교,5693,63.8
2017,계명대학교,5397,57.7
2017,고려대학교,4483,68.1
2017,고려대학교(세종) _분교,1840,62.7
2017,고신대학교,808,65.6
2017,공주교육대학교,380,77.7
2017,광신대학교,102,57.8
2017,광운대학교,2020,60.6
2017,광주가톨릭대학교,17,0.0
2017,광주과학기술원,73,40.0
2017,광주교육대학교,353,81.6
2017,광주대학교,1682,62.0
2017,광주여자대학교,941,67.2
2017,국립강릉원주대학교,1290,56.7
2017,국립강릉원주대학교 _제2캠퍼스,474,62.4
2017,국립경국대학교,1545,49.6
2017,국립공주대학교,3316,56.5
2017,국립군산대학교,1763,63.0
2017,국립금오공과대학교,1526,63.1
2017,국립목포대학교,1537,59.2
2017,국립목포해양대학교,578,82.3
2017,국립부경대학교,3823,54.4
2017,국립순천대학교,1714,53.6
2017,국립창원대학교,2452,56.3
2017,국립한국교통대학교,1998,64.3
2017,국립한국해양대학교,1660,68.8
2017,국립한밭대학교,969,65.6
2017,국민대학교,3405,64.7
2017,극동대학교,901,67.2
2017,금강대학교,85,61.2
2017,김천대학교,891,73.4
2017,나사렛대학교,1247,65.6
2017,남부대학교,691,68.5
2017,남서울대학교,1294,69.5
2017,남서울대학교(산업대),1047,64.9
2017,단국대학교,2773,62.9
2017,단국대학교 _제2캠퍼스,3084,64.3
2017,대구가톨릭대학교,3277,59.8
2017,대구교육대학교,433,82.1
2017,대구대학교,4612,53.9
2017,대구예술대학교,282,55.7
2017,대구외국어대학교,58,57.9
2017,대구한의대학교,1697,68.5
2017,대신대학교,83,51.7
2017,대전가톨릭대학교,14,0.0
2017,대전대학교,2070,66.8
2017,대전신학대학교,56,0.0
2017,대진대학교,1669,64.8
2017,덕성여자대학교,1306,59.1
2017,동국대학교,3114,67.3
2017,동국대학교(WISE) _분교,1768,61.9
2017,동덕여자대학교,1814,62.5
2017,동명대학교,1893,67.9
2017,동서대학교,2364,66.9
2017,동신대학교,1579,70.9
2017,동아대학교,4645,57.1
2017,동양대학교,842,60.2
2017,동의대학교,3505,61.7
2017,루터대학교,106,71.6
2017,명지대학교,1576,64.9
2017,명지대학교 _제2캠퍼스,1744,58.8
2017,목원대학교,1880,58.4
2017,목포가톨릭대학교,148,81.6
2017,배재대학교,2002,61.4
2017,백석대학교,3013,65.3
2017,부산가톨릭대학교,1017,73.3
2017,부산교육대학교,390,74.4
2017,부산대학교,4525,57.3
2017,부산외국어대학교,2036,58.6
2017,부산장신대학교,66,48.8
2017,삼육대학교,1396,63.8
2017,상명대학교,1609,62.6
2017,상명대학교 _제2캠퍼스,1477,65.7
2017,상지대학교,1739,62.1
2017,서강대학교,1799,67.3
2017,서경대학교,1469,66.2
2017,서남대학교,237,81.0
2017,서남대학교 _제2캠퍼스,188,60.3
2017,서울과학기술대학교,889,65.2
2017,서울과학기술대학교(산업대),1746,66.0
2017,서울교육대학교,388,48.4
2017,서울기독대학교,126,47.0
2017,서울대학교,3273,68.3
2017,서울시립대학교,1991,64.2
2017,서울신학대학교,488,62.2
2017,서울여자대학교,1824,58.8
2017,서울장신대학교,127,59.7
2017,서울한영대학교,175,57.0
2017,서원대학교,1491,54.0
2017,선문대학교,2061,69.5
2017,성결대학교,1214,60.0
2017,성공회대학교,513,64.1
2017,성균관대학교,4227,75.1
2017,성신여자대학교,2432,62.1
2017,세명대학교,1897,66.4
2017,세종대학교,2596,64.9
2017,세한대학교,702,62.9
2017,송원대학교,429,72.0
2017,수원가톨릭대학교,43,0.0
2017,수원대학교,2280,63.0
2017,숙명여자대학교,2635,63.0
2017,순복음총회신학교,51,37.5
2017,순천향대학교,2476,68.0
2017,숭실대학교,3034,66.5
2017,신경주대학교,588,58.0
2017,신라대학교,2168,62.7
2017,신한대학교 _제2캠퍼스,108,89.6
2017,아신대학교,181,0.0
2017,아주대학교,2441,68.3
2017,안양대학교,983,62.4
2017,안양대학교 _제2캠퍼스,97,57.1
2017,연세대학교,4229,68.7
2017,연세대학교(미래) _분교,1807,64.6
2017,영남대학교,5350,54.8
2017,영남신학대학교,98,61.9
2017,영산대학교,627,67.5
2017,영산대학교 _제2캠퍼스,831,60.0
2017,영산선학대학교,8,0.0
2017,예수대학교,153,78.1
2017,예원예술대학교,90,53.2
2017,예원예술대학교 _제2캠퍼스,109,59.4
2017,용인대학교,1394,64.6
2017,우석대학교,1632,61.9
2017,우송대학교,2157,70.7
2017,울산과학기술원,636,64.5
2017,울산대학교,3221,55.2
2017,원광대학교,3562,58.7
2017,위덕대학교,620,65.5
2017,유원대학교,787,69.6
2017,을지대학교,198,88.5
2017,을지대학교 _제2캠퍼스,1044,77.1
2017,이화여자대학교,3429,62.7
2017,인제대학교,2204,62.1
2017,인제대학교 _제2캠퍼스,249,86.7
2017,인천가톨릭대학교,16,0.0
2017,인천가톨릭대학교 _제2캠퍼스,204,65.1
2017,인천대학교,2999,66.0
2017,인하대학교,3981,66.8
2017,장로회신학대학교,134,0.0
2017,전남대학교,3840,57.5
2017,전남대학교 _제2캠퍼스,625,56.3
2017,전북대학교,4227,53.8
2017,전주교육대학교,294,56.1
2017,전주대학교,2510,56.2
2017,제주국제대학교,304,78.7
2017,제주대학교,2018,61.1
2017,조선대학교,4470,56.8
2017,중부대학교,1608,66.4
2017,중앙대학교,3577,67.8
2017,중앙대학교 _제2캠퍼스,1786,60.9
2017,중앙승가대학교,56,9.5
2017,중원대학교,478,70.7
2017,진주교육대학교,325,78.5
2017,진주산업대학교(산업대),357,57.8
2017,차의과학대학교,291,81.4
2017,창신대학교,280,74.1
2017,청운대학교,1511,70.2
2017,청주교육대학교,313,75.1
2017,청주대학교,3021,62.1
2017,초당대학교,590,77.8
2017,초당대학교(산업대),181,69.3
2017,총신대학교,493,64.9
2017,추계예술대학교,255,46.6
2017,춘천교육대학교,335,77.9
2017,충남대학교,4158,56.7
2017,충북대학교,3397,57.4
2017,칼빈대학교,97,81.5
2017,평택대학교,886,59.5
2017,포항공과대학교,297,56.6
2017,한경국립대학교,536,64.0
2017,한경대학교(산업대),739,64.1
2017,한국공학대학교,664,74.0
2017,한국과학기술원,793,55.3
2017,한국교원대학교,560,49.8
2017,한국국제대학교,839,65.5
2017,한국기술교육대학교,912,80.2
2017,한국산업기술대학교(산업대),1038,72.6
2017,한국성서대학교,217,76.8
2017,한국예술종합학교,526,57.0
2017,한국외국어대학교,3844,60.1
2017,한국전통문화대학교,145,62.5
2017,한국체육대학교,539,66.2
2017,한국침례신학대학교,353,47.2
2017,한국항공대학교,1010,68.4
2017,한남대학교,2719,61.0
2017,한동대학교,842,62.8
2017,한라대학교,830,63.2
2017,한려대학교,170,69.1
2017,한림대학교,1856,63.2
2017,한밭대학교(산업대),872,59.6
2017,한북대학교,390,63.4
2017,한서대학교,1723,67.1
2017,한성대학교,1490,62.6
2017,한세대학교,587,69.4
2017,한신대학교,1139,59.7
2017,한양대학교,3673,69.6
2017,한양대학교(ERICA) _분교,2463,66.3
2017,한일장신대학교,193,56.7
2017,한중대학교,317,65.7
2017,협성대학교,1016,63.1
2017,호남대학교,1799,69.2
2017,호남신학대학교,122,31.6
2017,호서대학교,2966,69.5
2017,호원대학교,1263,73.5
2017,홍익대학교,2737,64.2
2017,홍익대학교 _제2캠퍼스,1507,64.6
2017,화성의과학대학교,182,62.9
2018,가야대학교(김해),555,76.1
2018,가천대학교,3877,66.5
2018,가톨릭관동대학교,1734,64.4
2018,가톨릭꽃동네대학교,115,64.5
2018,가톨릭대학교,1591,58.4
2018,가톨릭대학교 _제2캠퍼스,76,87.5
2018,가톨릭대학교 _제3캠퍼스,43,0.0
2018,감리교신학대학교,178,0.0
2018,강남대학교,1597,62.1
2018,강서대학교,265,68.2
2018,강원대학교,3168,57.5
2018,강원대학교 _제2캠퍼스,1352,66.0
2018,건국대학교,3399,64.5
2018,건국대학교(글로컬) _분교,1905,62.6
2018,건양대학교,931,71.1
2018,건양대학교 _제2캠퍼스,850,83.9
2018,경기대학교,2754,64.0
2018,경기대학교 _제2캠퍼스,487,61.2
2018,경남과학기술대학교,1146,64.5
2018,경남대학교,2714,59.1
2018,경동대학교,868,77.6
2018,경동대학교 _제3캠퍼스,483,89.3
2018,경동대학교 _제4캠퍼스,203,84.0
2018,경북대학교,5182,56.8
2018,경상국립대학교,3273,52.6
2018,경성대학교,2854,61.3
2018,경운대학교,951,75.9
2018,경운대학교(산업대),186,61.3
2018,경인교육대학교 _제2캠퍼스,622,60.0
2018,경일대학교,1461,64.5
2018,경희대학교,5462,68.3
2018,계명대학교,5010,57.2
2018,고려대학교,4427,70.3
2018,고려대학교(세종) _분교,1624,63.0
2018,고신대학교,831,71.5
2018,공주교육대학교,381,68.4
2018,광신대학교,109,62.5
2018,광운대학교,1822,64.9
2018,광주가톨릭대학교,21,0.0
2018,광주과학기술원,110,24.2
2018,광주교육대학교,348,78.5
2018,광주대학교,1678,68.1
2018,광주여자대학교,984,66.6
2018,국립강릉원주대학교,1299,57.3
2018,국립강릉원주대학교 _제2캠퍼스,433,70.5
2018,국립경국대학교,1320,55.4
2018,국립공주대학교,3295,59.1
2018,국립군산대학교,1687,64.1
2018,국립금오공과대학교,1481,64.4
2018,국립목포대학교,1501,62.1
2018,국립목포해양대학교,565,80.6
2018,국립부경대학교,3694,55.9
2018,국립순천대학교,1546,53.2
2018,국립창원대학교,2080,58.0
2018,국립한국교통대학교,1958,63.7
2018,국립한국해양대학교,1505,68.4
2018,국립한밭대학교,1365,64.8
2018,국민대학교,3132,67.0
2018,극동대학교,841,66.9
2018,금강대학교,102,52.2
2018,김천대학교,879,70.8
2018,나사렛대학교,1252,63.3
2018,남부대학교,764,72.5
2018,남서울대학교,1850,68.3
2018,남서울대학교(산업대),502,71.7
2018,단국대학교,2388,64.5
2018,단국대학교 _제2캠퍼스,2804,65.2
2018,대구가톨릭대학교,2861,61.6
2018,대구경북과학기술원,96,60.0
2018,대구교육대학교,407,76.1
2018,대구대학교,4278,56.5
2018,대구예술대학교,283,49.2
2018,대구한의대학교,1372,70.6
2018,대신대학교,74,43.2
2018,대전가톨릭대학교,25,0.0
2018,대전대학교,1842,67.6
2018,대전신학대학교,52,0.0
2018,대진대학교,1694,66.0
2018,덕성여자대학교,1145,62.0
2018,동국대학교,2993,67.4
2018,동국대학교(WISE) _분교,1668,61.4
2018,동덕여자대학교,1610,62.4
2018,동명대학교,1697,71.8
2018,동서대학교,2279,65.0
2018,동신대학교,1554,70.4
2018,동아대학교,4415,57.7
2018,동양대학교,886,62.4
2018,동의대학교,3509,62.9
2018,루터대학교,94,62.3
2018,명지대학교,1514,69.6
2018,명지대학교 _제2캠퍼스,1617,63.0
2018,목원대학교,1847,60.1
2018,목포가톨릭대학교,165,80.6
2018,배재대학교,1900,62.9
2018,백석대학교,2898,66.3
2018,부산가톨릭대학교,904,78.0
2018,부산교육대학교,380,70.3
2018,부산대학교,4379,59.6
2018,부산외국어대학교,1899,58.1
2018,부산장신대학교,59,47.4
2018,삼육대학교,1202,67.2
2018,상명대학교,1742,64.3
2018,상명대학교 _제2캠퍼스,1449,64.4
2018,상지대학교,1595,64.2
2018,서강대학교,1642,70.4
2018,서경대학교,1405,70.2
2018,서울과학기술대학교,1339,66.7
2018,서울과학기술대학교(산업대),1449,68.0
2018,서울교육대학교,365,48.1
2018,서울기독대학교,114,59.1
2018,서울대학교,3166,70.1
2018,서울시립대학교,1920,68.5
2018,서울신학대학교,490,63.5
2018,서울여자대학교,1576,58.8
2018,서울장신대학교,113,53.8
2018,서울한영대학교,173,54.8
2018,서원대학교,1682,53.8
2018,선문대학교,1977,69.8
2018,성결대학교,1095,65.3
2018,성공회대학교,478,64.3
2018,성균관대학교,4114,77.0
2018,성신여자대학교,2286,59.6
2018,세명대학교,1794,66.8
2018,세종대학교,2588,64.2
2018,세한대학교,659,68.0
2018,송원대학교,504,68.9
2018,수원가톨릭대학교,39,0.0
2018,수원대학교,2463,61.8
2018,숙명여자대학교,2353,64.4
2018,순복음총회신학교,51,41.7
2018,순천향대학교,2493,68.7
2018,숭실대학교,2707,69.7
2018,신경주대학교,381,61.4
2018,신라대학교,2017,63.7
2018,신한대학교,273,70.3
2018,신한대학교 _제2캠퍼스,1173,76.5
2018,아신대학교,167,0.0
2018,아주대학교,2189,71.6
2018,안양대학교,1045,65.2
2018,안양대학교 _제2캠퍼스,98,58.2
2018,연세대학교,4156,70.1
2018,연세대학교(미래) _분교,1736,66.7
2018,영남대학교,5008,55.0
2018,영남신학대학교,91,54.2
2018,영산대학교,587,68.3
2018,영산대학교 _제2캠퍼스,748,62.1
2018,영산선학대학교,11,0.0
2018,예수대학교,144,74.5
2018,예원예술대학교,80,48.6
2018,예원예술대학교 _제2캠퍼스,106,47.5
2018,용인대학교,1446,66.7
2018,우석대학교,1589,64.0
2018,우송대학교,2101,71.8
2018,울산과학기술원,704,72.6
2018,울산대학교,2966,56.4
2018,원광대학교,3268,63.9
2018,위덕대학교,681,64.2
2018,유원대학교,824,68.2
2018,을지대학교,190,85.2
2018,을지대학교 _제2캠퍼스,1028,74.7
2018,이화여자대학교,3293,62.1
2018,인제대학교,2011,61.4
2018,인제대학교 _제2캠퍼스,248,88.6
2018,인천가톨릭대학교,14,0.0
2018,인천가톨릭대학교 _제2캠퍼스,183,66.9
2018,인천대학교,2855,67.2
2018,인하대학교,3657,71.4
2018,장로회신학대학교,177,0.0
2018,전남대학교,3767,60.8
2018,전남대학교 _제2캠퍼스,591,56.8
2018,전북대학교,4121,54.7
2018,전주교육대학교,296,71.2
2018,전주대학교,2437,61.5
2018,제주국제대학교,253,66.8
2018,제주대학교,1970,59.5
2018,조선대학교,4401,57.9
2018,중부대학교,1627,63.2
2018,중앙대학교,3574,69.7
2018,중앙대학교 _제2캠퍼스,1648,59.3
2018,중앙승가대학교,55,22.0
2018,중원대학교,568,69.6
2018,진주교육대학교,344,73.0
2018,차의과학대학교,392,74.2
2018,창신대학교,315,74.8
2018,청운대학교,1575,70.1
2018,청주교육대학교,300,78.0
2018,청주대학교,2846,64.2
2018,초당대학교,649,78.8
2018,초당대학교(산업대),67,60.6
2018,총신대학교,521,61.5
2018,추계예술대학교,350,49.8
2018,춘천교육대학교,349,73.1
2018,충남대학교,3976,61.3
2018,충북대학교,3310,57.5
2018,칼빈대학교,108,75.8
2018,평택대학교,872,61.7
2018,포항공과대학교,325,63.5
2018,한경국립대학교,740,66.9
2018,한경대학교(산업대),434,67.5
2018,한국공학대학교,1106,72.4
2018,한국과학기술원,740,59.6
2018,한국교원대학교,573,55.1
2018,한국국제대학교,817,67.4
2018,한국기술교육대학교,931,81.3
2018,한국산업기술대학교(산업대),663,73.3
2018,한국성서대학교,242,72.9
2018,한국예술종합학교,474,56.6
2018,한국외국어대학교,3516,63.7
2018,한국전통문화대학교,122,54.2
2018,한국체육대학교,497,70.8
2018,한국침례신학대학교,385,55.8
2018,한국항공대학교,977,71.2
2018,한남대학교,2496,62.7
2018,한동대학교,877,68.4
2018,한라대학교,820,68.6
2018,한려대학교,116,74.8
2018,한림대학교,1907,62.6
2018,한밭대학교(산업대),442,67.2
2018,한북대학교,13,83.3
2018,한서대학교,1638,69.0
2018,한성대학교,1452,64.7
2018,한세대학교,582,70.3
2018,한신대학교,1051,62.4
2018,한양대학교,3511,73.4
2018,한양대학교(ERICA) _분교,2075,69.1
2018,한일장신대학교,195,63.2
2018,협성대학교,965,64.1
2018,호남대학교,1782,66.1
2018,호남신학대학교,112,51.1
2018,호서대학교,2825,67.8
2018,호원대학교,1324,73.7
2018,홍익대학교,2573,68.2
2018,홍익대학교 _제2캠퍼스,1367,66.6
2018,화성의과학대학교,163,62.4
2019,가야대학교(김해),610,77.0
2019,가천대학교,3863,67.2
2019,가톨릭관동대학교,1863,56.3
2019,가톨릭꽃동네대학교,112,75.0
2019,가톨릭대학교,1616,61.3
2019,가톨릭대학교 _제2캠퍼스,88,88.2
2019,가톨릭대학교 _제3캠퍼스,41,0.0
2019,감리교신학대학교,187,0.0
2019,강남대학교,1574,60.0
2019,강서대학교,288,67.0
2019,강원대학교,3044,55.5
2019,강원대학교 _제2캠퍼스,1344,65.4
2019,건국대학교,3274,65.8
2019,건국대학교(글로컬) _분교,1755,63.1
2019,건양대학교,906,68.4
2019,건양대학교 _제2캠퍼스,898,80.9
2019,경기대학교,2693,60.7
2019,경기대학교 _제2캠퍼스,497,63.4
2019,경남과학기술대학교,1085,59.1
2019,경남대학교,2963,56.6
2019,경동대학교,759,77.4
2019,경동대학교 _제3캠퍼스,564,87.6
2019,경동대학교 _제4캠퍼스,267,78.8
2019,경북대학교,5198,57.8
2019,경상국립대학교,3197,50.2
2019,경성대학교,2834,58.5
2019,경운대학교,1027,65.9
2019,경인교육대학교 _제2캠퍼스,649,55.4
2019,경일대학교,1255,62.6
2019,경희대학교,5812,67.4
2019,계명대학교,4859,55.3
2019,고려대학교,4345,73.3
2019,고려대학교(세종) _분교,1479,63.5
2019,고신대학교,806,72.9
2019,공주교육대학교,375,66.7
2019,광신대학교,125,61.0
2019,광운대학교,1905,60.6
2019,광주가톨릭대학교,20,0.0
2019,광주과학기술원,134,36.4
2019,광주교육대학교,346,69.6
2019,광주대학교,1573,64.5
2019,광주여자대학교,892,66.1
2019,국립강릉원주대학교,1339,55.7
2019,국립강릉원주대학교 _제2캠퍼스,429,64.3
2019,국립경국대학교,1433,53.0
2019,국립공주대학교,3093,58.2
2019,국립군산대학교,1620,60.8
2019,국립금오공과대학교,1490,60.8
2019,국립목포대학교,1423,61.5
2019,국립목포해양대학교,552,82.0
2019,국립부경대학교,3805,53.0
2019,국립순천대학교,1611,57.7
2019,국립창원대학교,1791,53.9
2019,국립한국교통대학교,2048,62.5
2019,국립한국해양대학교,1543,69.9
2019,국립한밭대학교,1942,57.3
2019,국민대학교,3108,67.0
2019,극동대학교,845,65.6
2019,금강대학교,102,47.1
2019,김천대학교,873,72.3
2019,나사렛대학교,1231,62.9
2019,남부대학교,776,72.4
2019,남서울대학교,2251,67.1
2019,단국대학교,2707,62.9
2019,단국대학교 _제2캠퍼스,2813,65.2
2019,대구가톨릭대학교,2905,57.4
2019,대구경북과학기술원,131,41.2
2019,대구교육대학교,411,76.3
2019,대구대학교,4116,51.7
2019,대구예술대학교,268,51.8
2019,대구한의대학교,1710,65.3
2019,대신대학교,100,61.2
2019,대전가톨릭대학교,12,0.0
2019,대전대학교,1902,65.7
2019,대전신학대학교,37,0.0
2019,대진대학교,1644,66.2
2019,덕성여자대학교,1218,58.9
2019,동국대학교,3027,69.0
2019,동국대학교(WISE) _분교,1681,60.1
2019,동덕여자대학교,1621,66.6
2019,동명대학교,1716,67.7
2019,동서대학교,2234,62.5
2019,동신대학교,1527,66.9
2019,동아대학교,4351,54.7
2019,동양대학교,780,65.6
2019,동의대학교,3493,59.1
2019,루터대학교,78,70.1
2019,명지대학교,1615,64.0
2019,명지대학교 _제2캠퍼스,1566,59.8
2019,목원대학교,1782,60.2
2019,목포가톨릭대학교,143,89.4
2019,배재대학교,1798,65.2
2019,백석대학교,2900,67.0
2019,부산가톨릭대학교,1013,74.0
2019,부산교육대학교,395,66.4
2019,부산대학교,4569,58.6
2019,부산외국어대학교,1958,57.4
2019,부산장신대학교,68,45.5
2019,삼육대학교,1324,64.5
2019,상명대학교,1589,62.1
2019,상명대학교 _제2캠퍼스,1380,64.1
2019,상지대학교,1429,64.2
2019,서강대학교,1502,73.7
2019,서경대학교,1337,69.0
2019,서울과학기술대학교,2039,66.2
2019,서울교육대학교,370,48.1
2019,서울기독대학교,87,50.0
2019,서울대학교,3313,70.9
2019,서울시립대학교,1951,70.0
2019,서울신학대학교,460,60.9
2019,서울여자대학교,1645,59.6
2019,서울장신대학교,105,51.0
2019,서울한영대학교,163,58.7
2019,서원대학교,1472,56.9
2019,선문대학교,2113,69.0
2019,성결대학교,1004,62.1
2019,성공회대학교,450,56.4
2019,성균관대학교,3925,78.6
2019,성신여자대학교,2050,56.5
2019,세명대학교,1724,65.5
2019,세종대학교,2584,63.6
2019,세한대학교,745,68.7
2019,송원대학교,587,71.4
2019,수원가톨릭대학교,21,0.0
2019,수원대학교,2168,61.9
2019,숙명여자대학교,2376,62.5
2019,순복음총회신학교,56,40.0
2019,순천향대학교,2425,68.1
2019,숭실대학교,2838,68.6
2019,신경주대학교,355,57.4
2019,신라대학교,2061,59.3
2019,신한대학교,321,68.1
2019,신한대학교 _제2캠퍼스,1315,71.6
2019,아신대학교,146,0.0
2019,아주대학교,2184,70.4
2019,안양대학교,970,62.5
2019,안양대학교 _제2캠퍼스,94,55.7
2019,연세대학교,3921,72.5
2019,연세대학교(미래) _분교,1607,67.2
2019,영남대학교,5075,54.0
2019,영남신학대학교,94,78.9
2019,영산대학교,541,74.1
2019,영산대학교 _제2캠퍼스,715,63.1
2019,영산선학대학교,15,0.0
2019,예수대학교,144,72.9
2019,예원예술대학교,100,52.8
2019,예원예술대학교 _제2캠퍼스,103,45.8
2019,용인대학교,1375,67.2
2019,우석대학교,1424,64.6
2019,우송대학교,2034,68.3
2019,울산과학기술원,729,71.8
2019,울산대학교,2794,56.5
2019,원광대학교,3279,61.2
2019,위덕대학교,561,62.3
2019,유원대학교,830,68.4
2019,을지대학교,179,90.3
2019,을지대학교 _제2캠퍼스,1086,77.5
2019,이화여자대학교,3086,63.4
2019,인제대학교,1970,61.3
2019,인제대학교 _제2캠퍼스,238,90.2
2019,인천가톨릭대학교,22,0.0
2019,인천가톨릭대학교 _제2캠퍼스,159,61.1
2019,인천대학교,2814,64.9
2019,인하대학교,3703,70.0
2019,장로회신학대학교,163,0.0
2019,전남대학교,3886,60.1
2019,전남대학교 _제2캠퍼스,634,53.7
2019,전북대학교,3890,57.3
2019,전주교육대학교,292,60.5
2019,전주대학교,2458,60.6
2019,제주국제대학교,242,75.7
2019,제주대학교,2080,57.4
2019,조선대학교,4392,53.5
2019,중부대학교,1709,63.1
2019,중앙대학교,3574,72.4
2019,중앙대학교 _제2캠퍼스,1554,65.0
2019,중앙승가대학교,44,22.2
2019,중원대학교,745,62.3
2019,진주교육대학교,336,70.3
2019,차의과학대학교,471,70.9
2019,창신대학교,342,70.0
2019,청운대학교,1487,68.5
2019,청주교육대학교,304,67.9
2019,청주대학교,2655,64.2
2019,초당대학교,722,74.8
2019,총신대학교,450,66.7
2019,추계예술대학교,258,48.0
2019,춘천교육대학교,346,61.3
2019,충남대학교,3922,61.1
2019,충북대학교,3231,57.0
2019,칼빈대학교,95,87.8
2019,평택대학교,957,60.2
2019,포항공과대학교,318,74.1
2019,한경국립대학교,1282,66.8
2019,한국공학대학교,1736,70.5
2019,한국과학기술원,796,67.7
2019,한국교원대학교,579,51.1
2019,한국국제대학교,703,64.6
2019,한국기술교육대학교,901,84.7
2019,한국산업기술대학교(산업대),0,0.0
2019,한국성서대학교,246,71.6
2019,한국예술종합학교,469,56.9
2019,한국외국어대학교,3569,65.2
2019,한국전통문화대학교,130,53.5
2019,한국체육대학교,573,67.1
2019,한국침례신학대학교,363,53.1
2019,한국항공대학교,919,65.7
2019,한남대학교,2305,61.1
2019,한동대학교,826,69.9
2019,한라대학교,823,67.6
2019,한려대학교,147,74.3
2019,한림대학교,1647,63.6
