기준년도,학교명,졸업자,취업률
2013,대신대학교,124,42.9
2013,대전가톨릭대학교,42,0.0
2013,대전대학교,1980,64.2
2013,대전신학교,23,0.0
2013,대전신학대학교,22,0.0
2013,대진대학교,1777,53.4
2013,덕성여자대학교,1205,46.6
2013,동국대학교,2925,60.1
2013,동국대학교(WISE) _분교,1851,51.9
2013,동덕여자대학교,1538,50.4
2013,동명대학교,1080,66.5
2013,동명정보대학교,308,61.3
2013,동서대학교,2184,59.1
2013,동신대학교,1342,66.7
2013,동아대학교,4185,52.0
2013,동양대학교,696,60.8
2013,동의대학교,3339,55.0
2013,루터대학교,101,57.8
2013,명지대학교,1549,54.2
2013,명지대학교 _제2캠퍼스,1481,51.0
2013,목원대학교,1731,58.7
2013,목포가톨릭대학교,145,75.4
2013,배재대학교,1814,60.0
2013,백석대학교,2968,49.5
2013,부산가톨릭대학교,1006,62.8
2013,부산교육대학교,512,62.9
2013,부산대학교,4339,52.6
2013,부산외국어대학교,1619,53.6
2013,부산장신대학교,72,68.6
2013,삼육대학교,1134,58.4
2013,상명대학교,1407,54.0
2013,상명대학교(천안) _분교,1385,46.2
2013,상지대학교,1783,60.8
2013,서강대학교,1781,66.2
2013,서경대학교,1405,60.3
2013,서남대학교,282,68.6
2013,서남대학교 _제2캠퍼스,120,57.6
2013,서울과학기술대학교(산업대),3304,67.2
2013,서울교육대학교,528,68.4
2013,서울기독대학교,146,58.3
2013,서울대학교,3465,61.3
2013,서울시립대학교,1682,63.1
2013,서울신학대학교,518,57.0
2013,서울여자대학교,1688,45.5
2013,서울장신대학교,127,27.1
2013,서울한영대학교,167,55.4
2013,서원대학교,1449,43.2
2013,선문대학교,1806,59.5
2013,성결대학교,1168,53.9
2013,성공회대학교,511,47.1
2013,성균관대학교,4095,69.3
2013,성신여자대학교,2340,45.7
2013,세명대학교,1625,59.1
2013,세종대학교,2398,60.5
2013,세한대학교,708,65.8
2013,수원가톨릭대학교,45,0.0
2013,수원대학교,2296,44.5
2013,숙명여자대학교,2058,54.8
2013,순천향대학교,2519,54.0
2013,숭실대학교,2578,61.0
2013,신경주대학교,733,56.4
2013,신라대학교,2075,50.1
2013,아신대학교,163,0.0
2013,아주대학교,2168,61.6
2013,안양대학교,1005,54.8
2013,안양대학교 _제2캠퍼스,93,58.0
2013,연세대학교,4088,64.2
2013,연세대학교(미래) _분교,1720,59.0
2013,영남대학교,5113,51.5
2013,영남신학대학교,109,32.0
2013,영산대학교,413,68.0
2013,영산대학교 _제2캠퍼스,439,62.3
2013,영산대학교(산업대),107,46.7
2013,영산대학교(산업대) _제2캠퍼스,111,58.2
2013,영산선학대학교,15,0.0
2013,예수대학교,155,76.0
2013,예원예술대학교,198,31.7
2013,용인대학교,1273,47.0
2013,우석대학교,1693,54.6
2013,우송대학교,1424,72.9
2013,우송대학교(산업대),365,64.5
2013,울산과학기술원,175,65.0
2013,울산대학교,2909,54.2
2013,원광대학교,3451,58.3
2013,위덕대학교,536,65.4
2013,유원대학교,559,75.7
2013,을지대학교,204,76.5
2013,을지대학교 _제2캠퍼스,1240,69.4
2013,이화여자대학교,3151,50.0
2013,인제대학교,2013,54.2
2013,인제대학교 _제2캠퍼스,264,80.0
2013,인천가톨릭대학교,26,0.0
2013,인천가톨릭대학교 _제2캠퍼스,93,42.2
2013,인천대학교,1586,58.5
2013,인하대학교,3941,63.2
2013,장로회신학대학교,162,0.0
2013,전남대학교,3695,47.4
2013,전남대학교 _제2캠퍼스,667,47.9
2013,전북대학교,4021,49.7
2013,전주교육대학교,415,70.6
2013,전주대학교,2231,56.5
2013,제주대학교,1943,52.8
2013,조선대학교,4208,52.6
2013,중부대학교,1466,58.4
2013,중앙대학교,2949,60.0
2013,중앙대학교 _제2캠퍼스,2074,39.7
2013,중앙승가대학교,56,0.0
2013,중원대학교,90,55.9
2013,진주교육대학교,466,71.8
2013,진주산업대학교(산업대),1152,68.1
2013,차의과학대학교,116,65.1
2013,청운대학교,1280,69.1
2013,청주교육대학교,420,72.3
2013,청주대학교,3071,50.6
2013,초당대학교(산업대),890,66.9
2013,총신대학교,385,57.6
2013,추계예술대학교,305,19.2
2013,춘천교육대학교,433,76.6
2013,충남대학교,3757,49.2
2013,충북대학교,3079,53.0
2013,칼빈대학교,88,48.0
2013,탐라대학교,155,56.7
2013,평택대학교,821,50.9
2013,포항공과대학교,287,57.6
2013,한경대학교(산업대),1338,59.1
2013,한국과학기술원,838,49.4
2013,한국교원대학교,548,48.2
2013,한국교통대학교(산업대),1807,55.1
2013,한국국제대학교,663,68.2
2013,한국기술교육대학교,669,81.8
2013,한국산업기술대학교(산업대),1482,76.9
2013,한국성서대학교,244,63.9
2013,한국예술종합학교,434,20.0
2013,한국외국어대학교,1686,60.0
2013,한국외국어대학교(용인) _분교,1563,51.1
2013,한국전통문화대학교(각종),99,48.8
2013,한국체육대학교,547,50.5
2013,한국침례신학대학교,300,48.8
2013,한국항공대학교,1016,73.1
2013,한남대학교,2358,52.4
2013,한동대학교,752,53.7
2013,한라대학교,632,56.5
2013,한려대학교(산업대),196,61.1
2013,한림대학교,1695,56.6
2013,한밭대학교(산업대),2108,66.2
2013,한북대학교,147,59.3
2013,한서대학교,1719,56.9
2013,한성대학교,1617,49.2
2013,한세대학교,559,54.4
2013,한신대학교,1058,52.4
2013,한양대학교,3691,62.6
2013,한양대학교(ERICA) _분교,2211,54.1
2013,한일장신대학교,300,55.2
2013,한중대학교,391,68.2
2013,협성대학교,874,59.6
2013,호남대학교,1421,57.6
2013,호남신학대학교,142,33.3
2013,호서대학교,2853,58.5
2013,호원대학교,1215,77.7
2013,홍익대학교,2404,56.1
2013,홍익대학교(세종) _분교,1309,47.7
2013,화성의과학대학교,76,37.0
2014,가야대학교(김해),610,70.9
2014,가천대학교,3461,56.6
2014,가톨릭관동대학교,1762,59.1
2014,가톨릭꽃동네대학교,121,60.7
2014,가톨릭대학교,1583,47.0
2014,가톨릭대학교 _제2캠퍼스,166,71.1
2014,가톨릭대학교 _제3캠퍼스,62,0.0
2014,감리교신학대학교,189,0.0
2014,강남대학교,1654,51.8
2014,강서대학교,285,53.2
2014,강원대학교,2933,45.4
2014,강원대학교 _제2캠퍼스,1267,54.1
2014,건국대학교,3644,53.1
2014,건국대학교(글로컬) _분교,1681,47.1
2014,건양대학교,1239,70.6
2014,건양대학교 _제2캠퍼스,480,84.3
2014,경기대학교,2362,53.6
2014,경기대학교 _제2캠퍼스,540,47.5
2014,경남과학기술대학교,3,50.0
2014,경남대학교,2769,52.5
2014,경동대학교,592,65.0
2014,경북대학교,4995,49.7
2014,경상국립대학교,2987,46.8
2014,경성대학교,2611,56.5
2014,경운대학교(산업대),1131,63.6
2014,경인교육대학교,371,72.2
2014,경인교육대학교 _제2캠퍼스,387,77.4
2014,경일대학교,1072,65.0
2014,경희대학교,5433,50.6
2014,계명대학교,5032,52.1
2014,고려대학교,4071,69.3
2014,고려대학교(세종) _분교,1250,48.3
2014,고신대학교,791,59.4
2014,공주교육대학교,452,71.2
2014,광신대학교,108,53.8
2014,광운대학교,1845,55.3
2014,광주가톨릭대학교,15,0.0
2014,광주과학기술원,54,0.0
2014,광주교육대학교,433,65.5
2014,광주대학교,1214,57.5
2014,광주대학교(산업대),30,58.6
2014,광주여자대학교,970,62.0
2014,국립강릉원주대학교,1333,46.3
2014,국립강릉원주대학교 _제2캠퍼스,453,48.8
2014,국립경국대학교,1431,47.6
2014,국립공주대학교,3290,47.2
2014,국립군산대학교,1652,49.4
2014,국립금오공과대학교,1347,66.6
2014,국립목포대학교,1598,46.6
2014,국립목포해양대학교,590,80.8
2014,국립부경대학교,3834,52.3
2014,국립순천대학교,1462,47.4
2014,국립창원대학교,1662,54.0
2014,국립한국교통대학교,978,52.5
2014,국립한국해양대학교,1400,68.7
2014,국립한밭대학교,72,93.1
2014,국민대학교,3186,53.6
2014,극동대학교,982,54.6
2014,금강대학교,48,50.0
2014,김천대학교,492,65.9
2014,나사렛대학교,1201,58.4
2014,남부대학교,741,69.2
2014,남서울대학교(산업대),2426,54.5
2014,단국대학교,2412,52.1
2014,단국대학교(천안) _분교,2575,50.5
2014,대구가톨릭대학교,2462,61.0
2014,대구교육대학교,518,60.4
2014,대구대학교,4038,52.2
2014,대구예술대학교,210,32.1
2014,대구외국어대학교,74,51.4
2014,대구한의대학교,1214,68.0
2014,대신대학교,103,32.6
2014,대전가톨릭대학교,26,0.0
2014,대전대학교,2005,62.2
2014,대전신학교,19,0.0
2014,대전신학대학교,31,0.0
2014,대진대학교,1672,48.8
2014,덕성여자대학교,1421,45.5
2014,동국대학교,2852,61.3
2014,동국대학교(WISE) _분교,1822,51.8
2014,동덕여자대학교,1697,42.5
2014,동명대학교,1552,67.4
2014,동명정보대학교,148,55.9
2014,동서대학교,2174,57.9
2014,동신대학교,1451,64.2
2014,동아대학교,4611,53.5
2014,동양대학교,780,64.6
2014,동의대학교,3467,55.5
2014,루터대학교,116,51.0
2014,명지대학교,1484,49.2
2014,명지대학교 _제2캠퍼스,1575,44.2
2014,목원대학교,1848,55.7
2014,목포가톨릭대학교,139,72.8
2014,배재대학교,1972,57.1
2014,백석대학교,2999,51.9
2014,부산가톨릭대학교,929,62.2
2014,부산교육대학교,478,68.5
2014,부산대학교,4117,52.0
2014,부산외국어대학교,1624,52.7
2014,부산장신대학교,53,60.0
2014,삼육대학교,1225,53.3
2014,상명대학교,1445,58.4
2014,상명대학교(천안) _분교,1395,51.1
2014,상지대학교,1715,54.7
2014,서강대학교,1777,66.9
2014,서경대학교,1259,59.4
2014,서남대학교,275,68.4
2014,서남대학교 _제2캠퍼스,182,55.2
2014,서울과학기술대학교,124,88.6
2014,서울과학기술대학교(산업대),2381,61.0
2014,서울교육대학교,443,47.4
2014,서울기독대학교,177,43.8
2014,서울대학교,3524,61.0
2014,서울시립대학교,1708,59.4
2014,서울신학대학교,554,53.8
2014,서울여자대학교,1804,46.3
2014,서울장신대학교,133,44.1
2014,서울한영대학교,162,41.2
2014,서원대학교,1267,51.6
2014,선문대학교,1778,65.1
2014,성결대학교,1117,48.8
2014,성공회대학교,480,48.6
2014,성균관대학교,4053,66.5
2014,성신여자대학교,2359,46.7
2014,세명대학교,1751,56.7
2014,세종대학교,2384,57.4
2014,세한대학교,812,62.8
2014,수원가톨릭대학교,47,0.0
2014,수원대학교,2265,41.0
2014,숙명여자대학교,2047,48.3
2014,순복음총회신학교,77,28.6
2014,순천향대학교,2523,57.6
2014,숭실대학교,2980,56.2
2014,신경주대학교,722,53.7
2014,신라대학교,2115,56.7
2014,아신대학교,156,0.0
2014,아주대학교,2184,58.0
2014,안양대학교,942,55.3
2014,안양대학교 _제2캠퍼스,85,51.3
2014,연세대학교,4178,64.1
2014,연세대학교(미래) _분교,1582,58.5
2014,영남대학교,5131,50.8
2014,영남신학대학교,126,48.1
2014,영산대학교,459,68.2
2014,영산대학교 _제2캠퍼스,596,56.1
2014,영산대학교(산업대),46,60.0
2014,영산대학교(산업대) _제2캠퍼스,40,59.0
2014,영산선학대학교,6,0.0
2014,예수대학교,148,74.6
2014,예원예술대학교,221,28.9
2014,용인대학교,1331,44.0
2014,우석대학교,1308,63.8
2014,우송대학교,1711,69.4
2014,우송대학교(산업대),39,48.6
2014,울산과학기술원,286,65.5
2014,울산대학교,3115,53.1
2014,원광대학교,3453,54.2
2014,위덕대학교,614,71.3
2014,유원대학교,564,75.4
2014,을지대학교,245,72.6
2014,을지대학교 _제2캠퍼스,1147,70.8
2014,이화여자대학교,3175,47.5
2014,인제대학교,1999,52.6
2014,인제대학교 _제2캠퍼스,246,87.3
2014,인천가톨릭대학교,27,0.0
2014,인천가톨릭대학교 _제2캠퍼스,123,35.0
2014,인천대학교,3357,56.5
2014,인하대학교,3705,60.2
2014,장로회신학대학교,152,0.0
2014,전남대학교,3521,51.5
2014,전남대학교 _제2캠퍼스,635,50.9
2014,전북대학교,3821,47.1
2014,전주교육대학교,384,58.8
2014,전주대학교,2041,64.1
2014,제주대학교,2062,50.5
2014,조선대학교,4031,55.3
2014,중부대학교,1574,58.9
2014,중앙대학교,2751,55.5
2014,중앙대학교 _제2캠퍼스,1949,38.2
2014,중앙승가대학교,67,0.0
2014,중원대학교,111,63.5
2014,진주교육대학교,409,68.3
2014,진주산업대학교(산업대),1143,60.3
2014,차의과학대학교,139,59.5
2014,청운대학교,1093,65.5
2014,청주교육대학교,389,75.8
2014,청주대학교,3081,47.8
2014,초당대학교,123,91.9
2014,초당대학교(산업대),636,64.3
2014,총신대학교,432,62.7
2014,추계예술대학교,271,17.5
2014,춘천교육대학교,426,68.8
2014,충남대학교,3667,48.5
2014,충북대학교,3081,47.7
2014,칼빈대학교,103,77.4
2014,탐라대학교,122,59.3
2014,평택대학교,849,48.2
2014,포항공과대학교,294,55.9
2014,한경대학교(산업대),1231,55.3
2014,한국과학기술원,900,46.6
2014,한국교원대학교,537,48.3
2014,한국교통대학교(산업대),841,46.3
2014,한국국제대학교,843,61.4
2014,한국기술교육대학교,761,85.9
2014,한국산업기술대학교(산업대),1478,73.1
2014,한국성서대학교,241,61.8
2014,한국예술종합학교,419,21.4
2014,한국외국어대학교,1714,56.8
2014,한국외국어대학교(용인) _분교,1599,51.5
2014,한국전통문화대학교(일반),128,42.3
2014,한국체육대학교,571,45.9
2014,한국침례신학대학교,353,52.4
2014,한국항공대학교,926,67.8
2014,한남대학교,2372,52.6
2014,한동대학교,792,55.0
2014,한라대학교,762,55.7
2014,한려대학교(산업대),182,56.7
2014,한림대학교,1881,55.9
2014,한밭대학교(산업대),1744,60.5
2014,한북대학교,249,55.3
2014,한서대학교,1630,60.8
2014,한성대학교,1636,44.2
2014,한세대학교,537,59.3
2014,한신대학교,1042,50.7
2014,한양대학교,3772,58.7
2014,한양대학교(ERICA) _분교,2216,51.5
2014,한일장신대학교,274,40.3
2014,한중대학교,397,55.9
2014,협성대학교,993,52.9
2014,호남대학교,1546,60.9
2014,호남신학대학교,113,9.4
2014,호서대학교,2666,61.6
2014,호원대학교,1109,73.1
2014,홍익대학교,2289,54.5
2014,홍익대학교(세종) _분교,1349,45.0
2014,화성의과학대학교,141,53.3
2015,가야대학교(김해),604,75.2
2015,가천대학교,4171,67.9
2015,가톨릭관동대학교,1902,59.8
2015,가톨릭꽃동네대학교,115,69.4
2015,가톨릭대학교,1531,61.0
2015,가톨릭대학교 _제2캠퍼스,115,89.4
2015,가톨릭대학교 _제3캠퍼스,66,0.0
2015,감리교신학대학교,234,0.0
2015,강남대학교,1702,64.9
2015,강서대학교,279,61.2
2015,강원대학교,3263,57.0
2015,강원대학교 _제2캠퍼스,1473,64.4
2015,건국대학교,3749,62.9
2015,건국대학교(글로컬) _분교,2124,62.2
2015,건양대학교,1047,78.7
2015,건양대학교 _제2캠퍼스,693,86.5
2015,경기대학교,2473,65.1
2015,경기대학교 _제2캠퍼스,523,66.7
2015,경남과학기술대학교,491,76.8
2015,경남대학교,3078,60.2
2015,경동대학교,655,73.6
2015,경동대학교 _제3캠퍼스,58,91.4
2015,경북대학교,5180,57.7
2015,경상국립대학교,3280,55.1
2015,경성대학교,3024,64.6
2015,경운대학교(산업대),1088,68.2
2015,경인교육대학교 _제2캠퍼스,695,87.6
2015,경일대학교,1141,69.2
2015,경희대학교,5569,64.1
2015,계명대학교,5309,61.3
2015,고려대학교,4215,72.7
2015,고려대학교(세종) _분교,1357,64.9
2015,고신대학교,798,68.3
2015,공주교육대학교,458,85.9
2015,광신대학교,111,60.5
2015,광운대학교,2428,60.6
2015,광주가톨릭대학교,19,0.0
2015,광주과학기술원,68,16.7
2015,광주교육대학교,413,84.1
2015,광주대학교,1551,63.4
2015,광주여자대학교,977,69.6
2015,국립강릉원주대학교,1362,55.0
2015,국립강릉원주대학교 _제2캠퍼스,453,59.9
2015,국립경국대학교,1547,53.4
2015,국립공주대학교,3220,59.1
2015,국립군산대학교,1596,62.4
2015,국립금오공과대학교,1339,76.1
2015,국립목포대학교,1673,57.9
2015,국립목포해양대학교,605,86.1
2015,국립부경대학교,3731,60.0
2015,국립순천대학교,1579,56.6
2015,국립창원대학교,1870,63.9
2015,국립한국교통대학교,1308,65.3
2015,국립한국해양대학교,1547,76.2
2015,국립한밭대학교,32,93.5
2015,국민대학교,3329,63.8
2015,극동대학교,924,66.7
2015,금강대학교,66,49.1
2015,김천대학교,578,75.8
2015,나사렛대학교,1282,67.5
2015,남부대학교,706,72.8
2015,남서울대학교,6,100.0
2015,남서울대학교(산업대),2527,68.1
2015,단국대학교,2819,61.0
2015,단국대학교 _제2캠퍼스,2771,66.2
2015,대구가톨릭대학교,2630,66.0
2015,대구교육대학교,475,83.4
2015,대구대학교,4480,59.2
2015,대구예술대학교,289,50.0
2015,대구외국어대학교,76,67.6
2015,대구한의대학교,1332,71.4
2015,대신대학교,89,43.6
2015,대전가톨릭대학교,13,0.0
2015,대전대학교,2158,67.1
2015,대전신학교,9,0.0
2015,대전신학대학교,52,0.0
2015,대진대학교,1721,65.9
2015,덕성여자대학교,1634,61.9
2015,동국대학교,2922,67.6
2015,동국대학교(WISE) _분교,1898,63.2
2015,동덕여자대학교,1724,61.8
2015,동명대학교,1809,72.7
2015,동명정보대학교,50,80.0
2015,동서대학교,2311,69.3
2015,동신대학교,1351,71.4
2015,동아대학교,4946,62.6
2015,동양대학교,868,62.3
2015,동의대학교,4147,62.1
2015,루터대학교,118,51.5
2015,명지대학교,1695,65.0
2015,명지대학교 _제2캠퍼스,1668,60.5
2015,목원대학교,2041,59.8
2015,목포가톨릭대학교,144,81.9
2015,배재대학교,2190,59.7
2015,백석대학교,3022,65.7
2015,부산가톨릭대학교,1008,77.9
2015,부산교육대학교,435,83.3
2015,부산대학교,4505,58.6
2015,부산외국어대학교,1777,62.3
2015,부산장신대학교,71,68.3
2015,삼육대학교,1393,67.1
2015,상명대학교,1377,65.1
2015,상명대학교(천안) _분교,1519,68.7
2015,상지대학교,1789,65.0
2015,서강대학교,1881,73.4
2015,서경대학교,1377,66.9
2015,서남대학교,240,77.2
2015,서남대학교 _제2캠퍼스,158,62.1
2015,서울과학기술대학교,99,85.6
2015,서울과학기술대학교(산업대),2135,69.8
2015,서울교육대학교,409,78.5
2015,서울기독대학교,126,63.0
2015,서울대학교,3394,70.1
2015,서울시립대학교,1941,65.7
2015,서울신학대학교,497,62.3
2015,서울여자대학교,1853,60.9
2015,서울장신대학교,101,51.0
2015,서울한영대학교,166,65.1
2015,서원대학교,1420,61.8
2015,선문대학교,2016,69.9
2015,성결대학교,1129,64.0
2015,성공회대학교,512,61.9
2015,성균관대학교,4193,74.8
2015,성신여자대학교,2366,62.5
2015,세명대학교,1743,65.8
2015,세종대학교,2412,63.5
2015,세한대학교,731,69.0
2015,수원가톨릭대학교,36,0.0
2015,수원대학교,2642,59.9
2015,숙명여자대학교,2400,62.1
2015,순복음총회신학교,33,40.0
2015,순천향대학교,2694,66.9
2015,숭실대학교,2970,66.3
2015,신경주대학교,756,61.8
2015,신라대학교,2271,62.6
2015,신한대학교 _제2캠퍼스,29,79.3
2015,아신대학교,155,0.0
2015,아주대학교,2267,67.9
2015,안양대학교,1089,66.1
2015,안양대학교 _제2캠퍼스,125,61.0
2015,연세대학교,4298,70.2
2015,연세대학교(미래) _분교,1768,64.9
2015,영남대학교,5589,61.0
2015,영남신학대학교,115,51.9
2015,영산대학교,658,70.3
2015,영산대학교 _제2캠퍼스,719,67.3
2015,영산선학대학교,12,0.0
2015,예수대학교,158,80.6
2015,예원예술대학교,127,45.5
2015,예원예술대학교 _제2캠퍼스,93,37.0
2015,용인대학교,1497,62.0
2015,우석대학교,1833,62.8
2015,우송대학교,1864,70.9
2015,우송대학교(산업대),8,62.5
2015,울산과학기술원,320,63.2
2015,울산대학교,3124,65.1
2015,원광대학교,3607,62.4
2015,위덕대학교,644,68.3
2015,유원대학교,653,69.9
2015,을지대학교,207,88.6
2015,을지대학교 _제2캠퍼스,1164,80.5
2015,이화여자대학교,3322,64.0
2015,인제대학교,2207,63.3
2015,인제대학교 _제2캠퍼스,260,85.9
2015,인천가톨릭대학교,21,0.0
2015,인천가톨릭대학교 _제2캠퍼스,159,66.0
2015,인천대학교,2755,69.1
2015,인하대학교,3932,68.1
2015,장로회신학대학교,177,0.0
2015,전남대학교,3787,61.0
2015,전남대학교 _제2캠퍼스,660,62.7
2015,전북대학교,4134,55.8
2015,전주교육대학교,346,80.5
2015,전주대학교,2260,61.6
2015,제주대학교,2201,60.2
2015,조선대학교,4885,58.9
2015,중부대학교,1595,64.3
2015,중앙대학교,3070,69.4
2015,중앙대학교 _제2캠퍼스,1948,61.7
2015,중앙승가대학교,74,0.0
2015,중원대학교,238,72.2
2015,진주교육대학교,403,93.7
2015,진주산업대학교(산업대),649,64.7
2015,차의과학대학교,226,66.7
2015,청운대학교,1480,69.3
2015,청주교육대학교,343,92.9
2015,청주대학교,3006,61.0
2015,초당대학교,106,93.4
2015,초당대학교(산업대),766,73.4
2015,총신대학교,441,70.9
2015,추계예술대학교,299,38.3
2015,춘천교육대학교,392,86.6
2015,충남대학교,3904,58.2
2015,충북대학교,3320,59.0
2015,칼빈대학교,108,76.9
2015,탐라대학교,100,67.6
2015,평택대학교,897,61.9
2015,포항공과대학교,266,60.5
2015,한경대학교(산업대),1200,63.6
2015,한국공학대학교,1,0.0
2015,한국과학기술원,915,56.3
2015,한국교원대학교,598,51.9
2015,한국교통대학교(산업대),749,61.9
2015,한국국제대학교,835,65.5
2015,한국기술교육대학교,764,86.6
2015,한국산업기술대학교(산업대),1509,74.4
2015,한국성서대학교,300,73.4
2015,한국예술종합학교,431,53.1
2015,한국외국어대학교,3849,63.1
2015,한국전통문화대학교(일반),126,48.6
2015,한국체육대학교,555,65.4
2015,한국침례신학대학교,317,50.3
2015,한국항공대학교,936,71.2
2015,한남대학교,2884,62.6
2015,한동대학교,846,64.2
2015,한라대학교,760,68.0
2015,한려대학교,176,82.4
2015,한림대학교,1941,66.6
2015,한밭대학교(산업대),1814,66.7
2015,한북대학교,330,64.4
2015,한서대학교,1811,70.8
2015,한성대학교,1616,64.8
2015,한세대학교,592,75.3
2015,한신대학교,1128,62.2
2015,한양대학교,3556,68.7
2015,한양대학교(ERICA) _분교,2115,71.1
2015,한일장신대학교,210,55.3
2015,한중대학교,366,69.3
2015,협성대학교,1097,65.2
2015,호남대학교,1473,68.7
2015,호남신학대학교,137,39.7
2015,호서대학교,2848,67.9
2015,호원대학교,1038,77.7
2015,홍익대학교,2641,65.8
2015,홍익대학교(세종) _분교,1460,67.4
2015,화성의과학대학교,144,60.9
2016,가야대학교(김해),596,74.8
2016,가천대학교,4330,68.1
2016,가톨릭관동대학교,1990,59.4
2016,가톨릭꽃동네대학교,140,75.0
2016,가톨릭대학교,1670,59.4
2016,가톨릭대학교 _제2캠퍼스,107,86.0
2016,가톨릭대학교 _제3캠퍼스,39,0.0
2016,감리교신학대학교,219,0.0
2016,강남대학교,1723,64.0
2016,강서대학교,295,67.9
2016,강원대학교,3365,57.4
2016,강원대학교 _제2캠퍼스,1461,66.5
2016,건국대학교,3809,61.7
2016,건국대학교(글로컬) _분교,2081,64.2
2016,건양대학교,1127,76.2
2016,건양대학교 _제2캠퍼스,722,86.4
2016,경기대학교,2971,62.6
2016,경기대학교 _제2캠퍼스,476,61.2
2016,경남과학기술대학교,600,71.2
2016,경남대학교,3076,60.8
2016,경동대학교,818,77.6
2016,경동대학교 _제3캠퍼스,80,94.9
2016,경북대학교,5177,56.3
2016,경상국립대학교,3406,52.3
2016,경성대학교,3018,62.8
2016,경운대학교,585,82.6
2016,경운대학교(산업대),717,72.1
2016,경인교육대학교 _제2캠퍼스,616,87.4
2016,경일대학교,1265,68.9
2016,경희대학교,5439,64.3
2016,계명대학교,5478,59.3
2016,고려대학교,4393,73.8
2016,고려대학교(세종) _분교,1503,64.2
2016,고신대학교,788,67.9
2016,공주교육대학교,381,85.5
2016,광신대학교,101,58.7
2016,광운대학교,2073,63.9
2016,광주가톨릭대학교,18,0.0
2016,광주과학기술원,84,20.0
2016,광주교육대학교,350,87.2
2016,광주대학교,1651,61.7
2016,광주여자대학교,963,71.0
2016,국립강릉원주대학교,1284,58.2
2016,국립강릉원주대학교 _제2캠퍼스,492,63.5
2016,국립경국대학교,1512,53.0
2016,국립공주대학교,3343,59.7
2016,국립군산대학교,1727,63.1
2016,국립금오공과대학교,1466,66.9
2016,국립목포대학교,1539,61.4
2016,국립목포해양대학교,624,84.1
2016,국립부경대학교,4008,59.1
2016,국립순천대학교,1623,55.8
2016,국립창원대학교,1982,60.4
2016,국립한국교통대학교,1713,64.7
2016,국립한국해양대학교,1629,71.5
2016,국립한밭대학교,704,74.4
2016,국민대학교,3538,64.1
2016,극동대학교,952,68.6
2016,금강대학교,68,63.3
2016,김천대학교,765,75.5
2016,나사렛대학교,1284,66.3
2016,남부대학교,671,69.4
2016,남서울대학교,833,73.0
2016,남서울대학교(산업대),1483,66.8
2016,단국대학교,2845,62.4
2016,단국대학교 _제2캠퍼스,3149,64.0
2016,대구가톨릭대학교,3208,63.6
2016,대구교육대학교,395,89.6
2016,대구대학교,4557,57.5
2016,대구예술대학교,269,55.0
2016,대구외국어대학교,69,63.6
2016,대구한의대학교,1446,67.1
2016,대신대학교,77,40.0
2016,대전가톨릭대학교,16,0.0
2016,대전대학교,2095,66.2
2016,대전신학교,10,0.0
2016,대전신학대학교,36,0.0
2016,대진대학교,1770,64.8
2016,덕성여자대학교,1231,61.0
2016,동국대학교,3140,68.2
2016,동국대학교(WISE) _분교,1695,62.0
2016,동덕여자대학교,1928,64.8
2016,동명대학교,2136,68.3
2016,동서대학교,2376,68.5
2016,동신대학교,1602,67.6
2016,동아대학교,4770,59.4
2016,동양대학교,905,66.7
2016,동의대학교,3755,62.2
2016,루터대학교,91,66.7
2016,명지대학교,1645,63.3
2016,명지대학교 _제2캠퍼스,1781,59.8
2016,목원대학교,1931,64.1
2016,목포가톨릭대학교,124,82.9
2016,배재대학교,2112,63.2
2016,백석대학교,3165,65.5
2016,부산가톨릭대학교,1043,74.5
2016,부산교육대학교,392,78.4
2016,부산대학교,4636,56.7
2016,부산외국어대학교,1838,61.8
2016,부산장신대학교,61,52.2
2016,삼육대학교,1348,64.9
2016,상명대학교,1615,64.6
2016,상명대학교 _제2캠퍼스,1483,67.1
2016,상지대학교,1736,64.0
2016,서강대학교,2276,67.1
2016,서경대학교,1448,67.6
2016,서남대학교,210,80.9
2016,서울과학기술대학교,396,76.7
2016,서울과학기술대학교(산업대),1785,66.6
2016,서울교육대학교,372,76.4
2016,서울기독대학교,155,49.6
2016,서울대학교,3375,70.6
2016,서울시립대학교,2102,68.6
2016,서울신학대학교,597,59.5
2016,서울여자대학교,1825,63.9
2016,서울장신대학교,135,47.1
2016,서울한영대학교,169,60.2
2016,서원대학교,1331,59.0
2016,선문대학교,2240,67.5
2016,성결대학교,1256,64.1
2016,성공회대학교,478,64.0
2016,성균관대학교,4417,76.4
2016,성신여자대학교,2409,60.4
2016,세명대학교,2016,67.0
2016,세종대학교,2502,64.2
2016,세한대학교,643,65.1
2016,송원대학교,441,79.0
2016,수원가톨릭대학교,30,0.0
2016,수원대학교,2433,63.0
2016,숙명여자대학교,2528,64.4
2016,순복음총회신학교,35,33.3
2016,순천향대학교,2581,69.5
2016,숭실대학교,3149,69.0
2016,신경주대학교,658,59.4
2016,신라대학교,2216,62.7
2016,신한대학교 _제2캠퍼스,89,95.5
2016,아신대학교,160,0.0
2016,아주대학교,2453,67.9
2016,안양대학교,1235,68.0
2016,안양대학교 _제2캠퍼스,99,54.3
2016,연세대학교,4414,70.1
2016,연세대학교(미래) _분교,1818,66.9
2016,영남대학교,5385,59.0
2016,영남신학대학교,135,51.4
2016,영산대학교,660,67.1
