기준연도,학교명,단과대학,학과,구분,학기,재학생,1인당장학금
2021,인제대학교,문리과대학,한국학부,주간,2학기,11,1618290.9
2021,인제대학교,사회과학대학,가족상담복지·소비자학부,주간,1학기,24,1290294.8
2021,인제대학교,사회과학대학,경영학부,주간,1학기,195,1355593.2
2021,인제대학교,사회과학대학,경영학부,주간,2학기,197,1438835.9
2021,인제대학교,사회과학대학,공공인재학부,주간,1학기,202,1878786.3
2021,인제대학교,사회과학대학,공공인재학부,주간,2학기,195,1982997.1
2021,인제대학교,사회과학대학,국제경상학부,주간,1학기,195,1327748.2
2021,인제대학교,사회과학대학,국제경상학부,주간,2학기,179,1616042.3
2021,인제대학교,사회과학대학,미디어커뮤니케이션학과,주간,1학기,30,2009750.0
2021,인제대학교,사회과학대학,미디어커뮤니케이션학과,주간,2학기,25,2038976.0
2021,인제대학교,사회과학대학,법학과,주간,1학기,19,808710.5
2021,인제대학교,사회과학대학,법학과,주간,2학기,20,993225.0
2021,인제대학교,사회과학대학,보건행정학과,주간,1학기,208,2043947.5
2021,인제대학교,사회과학대학,보건행정학과,주간,2학기,192,1985428.2
2021,인제대학교,사회과학대학,사회복지학과,주간,1학기,163,2264189.1
2021,인제대학교,사회과학대학,사회복지학과,주간,2학기,150,2280614.5
2021,인제대학교,사회과학대학,상담심리치료학과,주간,1학기,144,1521013.0
2021,인제대학교,사회과학대학,상담심리치료학과,주간,2학기,145,1690102.4
2021,인제대학교,사회과학대학,소비자·가족학과,주간,1학기,44,2068391.5
2021,인제대학교,사회과학대학,소비자·가족학과,주간,2학기,68,1695707.9
2021,인제대학교,사회과학대학,스포츠헬스케어학과,주간,1학기,165,2156263.6
2021,인제대학교,사회과학대학,스포츠헬스케어학과,주간,2학기,151,2101461.5
2021,인제대학교,사회과학대학,신문방송학과,주간,1학기,94,1570345.2
2021,인제대학교,사회과학대학,신문방송학과,주간,2학기,86,2112089.5
2021,인제대학교,사회과학대학,유아교육과,주간,1학기,91,1663997.8
2021,인제대학교,사회과학대학,유아교육과,주간,2학기,87,1634911.3
2021,인제대학교,사회과학대학,정치외교학과,주간,1학기,22,1018840.9
2021,인제대학교,사회과학대학,정치외교학과,주간,2학기,18,1542491.7
2021,인제대학교,사회과학대학,특수교육과,주간,1학기,103,1481689.3
2021,인제대학교,사회과학대학,특수교육과,주간,2학기,101,1501408.2
2021,인제대학교,사회과학대학,행정학과,주간,1학기,19,1405889.5
2021,인제대학교,사회과학대학,행정학과,주간,2학기,12,2107910.4
2021,인제대학교,소프트웨어대학,컴퓨터공학부,주간,1학기,164,1574102.7
2021,인제대학교,소프트웨어대학,컴퓨터공학부,주간,2학기,180,1828998.3
2021,인제대학교,소프트웨어대학,컴퓨터시뮬레이션학과,주간,1학기,54,1501507.4
2021,인제대학교,소프트웨어대학,컴퓨터시뮬레이션학과,주간,2학기,59,2135010.7
2021,인제대학교,약학대학,약학과,주간,1학기,147,1519378.0
2021,인제대학교,약학대학,약학과,주간,2학기,146,2045740.5
2021,인제대학교,의과대학,의예과,주간,1학기,212,1008534.7
2021,인제대학교,의과대학,의예과,주간,2학기,209,1080892.8
2021,인제대학교,의과대학,의학과,주간,1학기,406,896815.8
2021,인제대학교,의과대학,의학과,주간,2학기,402,1258280.0
2021,인제대학교,보건의료융합대학,물리치료학과,주간,1학기,175,1866588.4
2021,인제대학교,보건의료융합대학,물리치료학과,주간,2학기,165,2007036.7
2021,인제대학교,보건의료융합대학,보건관리학과,야간,1학기,17,2571882.4
2021,인제대학교,보건의료융합대학,보건관리학과,야간,2학기,17,2392352.9
2021,인제대학교,보건의료융합대학,보건안전공학과,주간,1학기,210,1475547.9
2021,인제대학교,보건의료융합대학,보건안전공학과,주간,2학기,192,1593143.3
2021,인제대학교,보건의료융합대학,산업안전보건학과,야간,1학기,22,2320318.2
2021,인제대학교,보건의료융합대학,산업안전보건학과,야간,2학기,21,2444047.6
2021,인제대학교,보건의료융합대학,생명과학부,주간,1학기,24,1504166.7
2021,인제대학교,보건의료융합대학,생명과학부,주간,2학기,26,1545426.9
2021,인제대학교,보건의료융합대학,의용공학부,주간,1학기,312,1653422.8
2021,인제대학교,보건의료융합대학,의용공학부,주간,2학기,297,1751506.4
2021,인제대학교,보건의료융합대학,임상병리학과,주간,1학기,185,1799595.8
2021,인제대학교,보건의료융합대학,임상병리학과,주간,2학기,184,2102320.5
2021,인제대학교,보건의료융합대학,임상병리학과,야간,1학기,20,2438050.0
2021,인제대학교,보건의료융합대학,임상병리학과,야간,2학기,19,2397105.3
2021,인제대학교,보건의료융합대학,작업치료학과,주간,1학기,142,1740283.3
2021,인제대학교,보건의료융합대학,작업치료학과,주간,2학기,142,1878051.8
2021,인제대학교,BNIT융합대학,나노융합공학부,주간,1학기,286,1830151.3
2021,인제대학교,BNIT융합대학,나노융합공학부,주간,2학기,279,1978001.7
2021,인제대학교,BNIT융합대학,바이오테크놀로지학부,주간,1학기,195,1900875.8
2021,인제대학교,BNIT융합대학,바이오테크놀로지학부,주간,2학기,190,1925666.6
2021,인제대학교,BNIT융합대학,식품생명과학부,주간,1학기,171,1896082.2
2021,인제대학교,BNIT융합대학,식품생명과학부,주간,2학기,169,2002784.4
2021,인제대학교,BNIT융합대학,의생명화학과,주간,1학기,123,2029022.2
2021,인제대학교,BNIT융합대학,의생명화학과,주간,2학기,98,2716454.3
2021,인제대학교,BNIT융합대학,제약공학과,주간,1학기,338,2280262.0
2021,인제대학교,BNIT융합대학,제약공학과,주간,2학기,328,2583458.7
2021,인제대학교,BNIT융합대학,헬스케어IT학과,주간,1학기,126,1691130.4
2021,인제대학교,BNIT융합대학,헬스케어IT학과,주간,2학기,114,1780045.3
2021,인제대학교,i-LAC,국제어문학부,주간,1학기,219,1635463.5
2021,인제대학교,i-LAC,국제어문학부,주간,2학기,211,1954679.6
2021,인제대학교,i-LAC,영어영문학과,주간,1학기,13,755438.5
2021,인제대학교,i-LAC,음악학과,주간,1학기,135,2209328.9
2021,인제대학교,i-LAC,음악학과,주간,2학기,126,2662983.0
2021,인제대학교,i-LAC,인문문화학부,주간,1학기,33,2107030.3
2021,인제대학교,i-LAC,인문문화학부,주간,2학기,32,1347437.5
2021,인제대학교,i-LAC,일어일문학과,주간,1학기,29,1312135.3
2021,인제대학교,i-LAC,일어일문학과,주간,2학기,21,1424739.3
2021,인제대학교,i-LAC,중국학부,주간,1학기,12,792875.0
2021,인제대학교,i-LAC,중국학부,주간,2학기,15,818840.0
2021,인제대학교,AI융합대학,AI융합대학,주간,1학기,49,2227996.9
2021,인제대학교,AI융합대학,AI융합대학,주간,2학기,48,1718857.7
2021,인제대학교,AI융합대학,드론IoT시뮬레이션학부,주간,1학기,16,987656.3
2021,인제대학교,AI융합대학,드론IoT시뮬레이션학부,주간,2학기,14,1662142.9
2021,인제대학교,AI융합대학,컴퓨터공학과,주간,1학기,64,2003007.8
2021,인제대학교,AI융합대학,컴퓨터공학과,주간,2학기,46,1979087.0
2021,인제대학교,AI융합대학,컴퓨터공학부,주간,1학기,41,2069443.9
2021,인제대학교,AI융합대학,컴퓨터공학부,주간,2학기,31,2468093.5
2021,인제대학교,AI융합대학,통계학과,주간,1학기,90,1771399.7
2021,인제대학교,AI융합대학,통계학과,주간,2학기,86,1784654.7
2021,인천가톨릭대학교,신학대학,신학과,주간,1학기,66,3643545.5
2021,인천가톨릭대학교,신학대학,신학과,주간,2학기,67,3835537.3
2021,인천가톨릭대학교 _제2캠퍼스,간호대학,간호학과(4년제),주간,1학기,189,1632241.6
2021,인천가톨릭대학교 _제2캠퍼스,간호대학,간호학과(4년제),주간,2학기,186,1669573.0
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,문화예술콘텐츠학과,주간,1학기,42,1665987.0
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,문화예술콘텐츠학과,주간,2학기,40,1621431.9
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,문화콘텐츠학과,주간,1학기,39,1634820.5
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,문화콘텐츠학과,주간,2학기,34,1526569.4
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,시각디자인학과,주간,1학기,75,1542843.0
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,시각디자인학과,주간,2학기,61,1693828.4
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,융합디자인학과,주간,1학기,101,1222750.0
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,융합디자인학과,주간,2학기,89,1197317.1
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,조형예술학과,주간,1학기,66,985750.0
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,조형예술학과,주간,2학기,62,780573.9
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,환경디자인학과,주간,1학기,73,2082817.1
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,환경디자인학과,주간,2학기,72,1954925.6
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,환경조각과,주간,1학기,26,1828110.6
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,환경조각과,주간,2학기,26,1287814.8
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,회화과,주간,1학기,51,1267029.4
2021,인천가톨릭대학교 _제2캠퍼스,조형예술대학,회화과,주간,2학기,44,1195916.4
2021,인천대학교,경영대학,경영학부,주간,1학기,576,1534857.4
2021,인천대학교,경영대학,경영학부,주간,2학기,543,1609193.4
2021,인천대학교,경영대학,세무회계학과,주간,1학기,145,1710216.8
2021,인천대학교,경영대학,세무회계학과,주간,2학기,141,1754058.8
2021,인천대학교,경영대학,테크노경영학과,야간,1학기,26,579973.1
2021,인천대학교,경영대학,테크노경영학과,야간,2학기,26,654623.1
2021,인천대학교,공과대학,기계・로봇공학전공,주간,1학기,15,1124500.0
2021,인천대학교,공과대학,기계・로봇공학전공,주간,2학기,18,1096264.4
2021,인천대학교,공과대학,기계공학과,주간,1학기,391,1354857.1
2021,인천대학교,공과대학,기계공학과,주간,2학기,353,1743080.4
2021,인천대학교,공과대학,기계공학과,야간,1학기,127,1449246.4
2021,인천대학교,공과대학,기계공학과,야간,2학기,112,1771685.1
2021,인천대학교,공과대학,메카트로닉스공학과,주간,1학기,150,1331044.2
2021,인천대학교,공과대학,메카트로닉스공학과,주간,2학기,145,1587784.9
2021,인천대학교,공과대학,메카트로닉스공학전공,주간,1학기,21,1370976.2
2021,인천대학교,공과대학,메카트로닉스공학전공,주간,2학기,18,1267505.6
2021,인천대학교,공과대학,산업경영공학과,주간,1학기,217,1465412.3
2021,인천대학교,공과대학,산업경영공학과,주간,2학기,191,1774612.0
2021,인천대학교,공과대학,산업경영공학과,야간,1학기,65,1132471.4
2021,인천대학교,공과대학,산업경영공학과,야간,2학기,64,1504224.3
2021,인천대학교,공과대학,신소재공학과,주간,1학기,170,1608049.1
2021,인천대학교,공과대학,신소재공학과,주간,2학기,166,1869820.8
2021,인천대학교,공과대학,안전공학과,주간,1학기,179,1532937.5
2021,인천대학교,공과대학,안전공학과,주간,2학기,163,1916007.1
2021,인천대학교,공과대학,에너지화학공학과,주간,1학기,144,1794992.1
2021,인천대학교,공과대학,에너지화학공학과,주간,2학기,126,2025099.0
2021,인천대학교,공과대학,융합기계공학과,야간,1학기,20,0.0
2021,인천대학교,공과대학,융합기계공학과,야간,2학기,20,0.0
2021,인천대학교,공과대학,자동차공학전공,주간,1학기,13,1687507.7
2021,인천대학교,공과대학,자동차공학전공,주간,2학기,13,976013.1
2021,인천대학교,공과대학,전기공학과,주간,1학기,366,1415240.5
2021,인천대학교,공과대학,전기공학과,주간,2학기,326,1649656.4
2021,인천대학교,공과대학,전자공학과,주간,1학기,386,1432519.6
2021,인천대학교,공과대학,전자공학과,주간,2학기,346,1790331.2
2021,인천대학교,공과대학,전자공학과,야간,1학기,124,1424063.5
2021,인천대학교,공과대학,전자공학과,야간,2학기,109,1715729.2
2021,인천대학교,도시과학대학,건설환경공학부,주간,1학기,170,1583155.0
2021,인천대학교,도시과학대학,건설환경공학부,주간,2학기,161,1785128.8
2021,인천대학교,도시과학대학,건설환경공학전공,주간,1학기,52,1182161.5
2021,인천대학교,도시과학대학,건설환경공학전공,주간,2학기,40,1795954.0
2021,인천대학교,도시과학대학,건축공학전공,주간,1학기,125,1407475.8
2021,인천대학교,도시과학대학,건축공학전공,주간,2학기,120,1739329.6
2021,인천대학교,도시과학대학,도시건설공학과,야간,1학기,21,827733.3
2021,인천대학교,도시과학대학,도시건설공학과,야간,2학기,21,907447.6
2021,인천대학교,도시과학대학,도시건축학부,주간,1학기,87,1075081.9
2021,인천대학교,도시과학대학,도시건축학부,주간,2학기,79,1307395.1
2021,인천대학교,도시과학대학,도시건축학전공,주간,1학기,135,1506273.4
2021,인천대학교,도시과학대학,도시건축학전공,주간,2학기,121,1615875.8
2021,인천대학교,도시과학대학,도시공학과,주간,1학기,133,1474218.6
2021,인천대학교,도시과학대학,도시공학과,주간,2학기,131,1631239.7
2021,인천대학교,도시과학대학,도시시스템공학과,야간,1학기,13,899053.8
2021,인천대학교,도시과학대학,도시시스템공학과,야간,2학기,13,853092.3
2021,인천대학교,도시과학대학,도시행정학과,주간,1학기,111,1466273.6
2021,인천대학교,도시과학대학,도시행정학과,주간,2학기,103,1583300.4
2021,인천대학교,도시과학대학,도시환경공학부,주간,1학기,88,1036971.6
2021,인천대학교,도시과학대학,도시환경공학부,주간,2학기,74,1444587.8
2021,인천대학교,도시과학대학,환경공학전공,주간,1학기,26,1387196.2
2021,인천대학교,도시과학대학,환경공학전공,주간,2학기,18,1582000.0
2021,인천대학교,사범대학,국어교육과,주간,1학기,66,1483389.7
2021,인천대학교,사범대학,국어교육과,주간,2학기,61,1325293.1
2021,인천대학교,사범대학,수학교육과,주간,1학기,75,1353033.0
2021,인천대학교,사범대학,수학교육과,주간,2학기,70,1618135.6
2021,인천대학교,사범대학,역사교육과,주간,1학기,38,2134559.7
2021,인천대학교,사범대학,역사교육과,주간,2학기,30,2523154.5
2021,인천대학교,사범대학,영어교육과,주간,1학기,67,1178017.9
2021,인천대학교,사범대학,영어교육과,주간,2학기,61,1205421.6
2021,인천대학교,사범대학,유아교육과,주간,1학기,88,1730234.1
2021,인천대학교,사범대학,유아교육과,주간,2학기,86,2012470.2
2021,인천대학교,사범대학,윤리교육과,주간,1학기,44,1551610.5
2021,인천대학교,사범대학,윤리교육과,주간,2학기,43,1766116.7
2021,인천대학교,사범대학,일어교육과,주간,1학기,64,1109027.8
2021,인천대학교,사범대학,일어교육과,주간,2학기,62,1506471.8
2021,인천대학교,사범대학,체육교육과,주간,1학기,76,1624182.8
2021,인천대학교,사범대학,체육교육과,주간,2학기,68,2158524.4
2021,인천대학교,사회과학대학,문헌정보학과,주간,1학기,126,1553758.9
2021,인천대학교,사회과학대학,문헌정보학과,주간,2학기,118,1847721.4
2021,인천대학교,사회과학대학,사회복지학과,주간,1학기,143,1723910.5
2021,인천대학교,사회과학대학,사회복지학과,주간,2학기,139,2014991.5
2021,인천대학교,사회과학대학,신문방송학과,주간,1학기,153,1732161.3
2021,인천대학교,사회과학대학,신문방송학과,주간,2학기,134,2039532.6
2021,인천대학교,사회과학대학,창의인재개발학과,주간,1학기,135,1448521.9
2021,인천대학교,사회과학대학,창의인재개발학과,주간,2학기,117,1624828.0
2021,인천대학교,생명과학기술대학,나노바이오전공,주간,1학기,95,1775692.2
2021,인천대학교,생명과학기술대학,나노바이오전공,주간,2학기,95,1879056.2
2021,인천대학교,생명과학기술대학,분자의생명전공,주간,1학기,94,1561534.5
2021,인천대학교,생명과학기술대학,분자의생명전공,주간,2학기,91,1696803.9
2021,인천대학교,생명과학기술대학,생명공학부,주간,1학기,64,1264531.3
2021,인천대학교,생명과학기술대학,생명공학부,주간,2학기,57,1413238.1
2021,인천대학교,생명과학기술대학,생명공학전공,주간,1학기,107,1683020.2
2021,인천대학교,생명과학기술대학,생명공학전공,주간,2학기,92,1894509.9
2021,인천대학교,생명과학기술대학,생명과학부,주간,1학기,60,828780.0
2021,인천대학교,생명과학기술대학,생명과학부,주간,2학기,57,1154537.7
2021,인천대학교,생명과학기술대학,생명과학전공,주간,1학기,89,1389902.1
2021,인천대학교,생명과학기술대학,생명과학전공,주간,2학기,84,1811032.2
2021,인천대학교,예술체육대학,공연예술학과,주간,1학기,124,1421285.0
2021,인천대학교,예술체육대학,공연예술학과,주간,2학기,113,1637493.8
2021,인천대학교,예술체육대학,디자인학부,주간,1학기,234,1573938.8
2021,인천대학교,예술체육대학,디자인학부,주간,2학기,207,1872829.8
2021,인천대학교,예술체육대학,서양화전공,주간,1학기,63,1339381.0
2021,인천대학교,예술체육대학,서양화전공,주간,2학기,61,1690088.9
2021,인천대학교,예술체육대학,운동건강학부,주간,1학기,223,1571771.6
2021,인천대학교,예술체육대학,운동건강학부,주간,2학기,215,1813351.5
2021,인천대학교,예술체육대학,체육학부,주간,1학기,246,1407583.3
2021,인천대학교,예술체육대학,체육학부,주간,2학기,244,1519266.0
2021,인천대학교,예술체육대학,한국화전공,주간,1학기,59,1479521.7
2021,인천대학교,예술체육대학,한국화전공,주간,2학기,54,1749867.6
2021,인천대학교,인문대학,국어국문학과,주간,1학기,140,1672169.1
2021,인천대학교,인문대학,국어국문학과,주간,2학기,120,1799014.9
2021,인천대학교,인문대학,독어독문학과,주간,1학기,149,1483076.5
2021,인천대학교,인문대학,독어독문학과,주간,2학기,126,1651939.7
2021,인천대학교,인문대학,불어불문학과,주간,1학기,142,1603040.0
2021,인천대학교,인문대학,불어불문학과,주간,2학기,131,2099495.2
2021,인천대학교,인문대학,영어영문학과,주간,1학기,224,1254259.8
2021,인천대학교,인문대학,영어영문학과,주간,2학기,203,1381010.9
2021,인천대학교,인문대학,일어일문학과,주간,1학기,153,1372014.4
2021,인천대학교,인문대학,일어일문학과,주간,2학기,144,1626152.3
2021,인천대학교,인문대학,중어중국학과,주간,1학기,242,1596330.1
2021,인천대학교,인문대학,중어중국학과,주간,2학기,201,1845231.1
2021,인천대학교,자연과학대학,물리학과,주간,1학기,175,1427616.4
2021,인천대학교,자연과학대학,물리학과,주간,2학기,158,1624260.4
2021,인천대학교,자연과학대학,소비자아동학과,주간,1학기,57,1506286.1
2021,인천대학교,자연과학대학,소비자아동학과,주간,2학기,50,1917828.7
2021,인천대학교,자연과학대학,수학과,주간,1학기,153,1290051.5
2021,인천대학교,자연과학대학,수학과,주간,2학기,129,1416209.6
2021,인천대학교,자연과학대학,패션산업학과,주간,1학기,207,1273588.6
2021,인천대학교,자연과학대학,패션산업학과,주간,2학기,188,1572665.6
2021,인천대학교,자연과학대학,해양학과,주간,1학기,115,1493238.5
2021,인천대학교,자연과학대학,해양학과,주간,2학기,103,1719839.0
2021,인천대학교,자연과학대학,화학과,주간,1학기,199,1303908.2
2021,인천대학교,자연과학대학,화학과,주간,2학기,186,1539078.2
2021,인천대학교,정보기술대학,임베디드시스템공학과,주간,1학기,189,1559007.1
2021,인천대학교,정보기술대학,임베디드시스템공학과,주간,2학기,178,1969536.9
2021,인천대학교,정보기술대학,정보통신공학과,주간,1학기,318,1387868.6
2021,인천대학교,정보기술대학,정보통신공학과,주간,2학기,303,1689164.5
2021,인천대학교,정보기술대학,컴퓨터공학부,주간,1학기,406,1552614.8
2021,인천대학교,정보기술대학,컴퓨터공학부,주간,2학기,366,1797536.9
2021,인천대학교,정보기술대학,컴퓨터공학부,야간,1학기,135,1624536.1
2021,인천대학교,정보기술대학,컴퓨터공학부,야간,2학기,125,1561514.7
2021,인천대학교,단과대구분없음,동북아국제통상학부,주간,1학기,40,2762100.0
2021,인천대학교,단과대구분없음,동북아국제통상학부,주간,2학기,34,1966382.4
2021,인천대학교,단과대구분없음,동북아통상전공,주간,1학기,100,2396874.8
2021,인천대학교,단과대구분없음,동북아통상전공,주간,2학기,87,3005011.1
2021,인천대학교,단과대구분없음,법학부,주간,1학기,105,1225960.7
2021,인천대학교,단과대구분없음,법학부,주간,2학기,96,1574447.7
2021,인천대학교,단과대구분없음,한국통상전공,주간,1학기,25,4919143.2
2021,인천대학교,단과대구분없음,한국통상전공,주간,2학기,33,3827837.9
2021,인천대학교,글로벌법정경대학,법학부,주간,1학기,155,1647435.8
2021,인천대학교,글로벌법정경대학,법학부,주간,2학기,156,1808058.4
2021,인천대학교,글로벌정경대학,경제학과,주간,1학기,239,1472654.8
2021,인천대학교,글로벌정경대학,경제학과,주간,2학기,209,1672246.5
2021,인천대학교,글로벌정경대학,경제학과,야간,1학기,97,1261042.3
2021,인천대학교,글로벌정경대학,경제학과,야간,2학기,87,1385763.7
2021,인천대학교,글로벌정경대학,글로벌무역물류학과,야간,1학기,40,996600.0
2021,인천대학교,글로벌정경대학,글로벌무역물류학과,야간,2학기,39,1045015.1
2021,인천대학교,글로벌정경대학,무역학부,주간,1학기,475,1349297.0
2021,인천대학교,글로벌정경대학,무역학부,주간,2학기,422,1621554.6
2021,인천대학교,글로벌정경대학,무역학부,야간,1학기,133,1355880.7
2021,인천대학교,글로벌정경대학,무역학부,야간,2학기,118,1526862.3
2021,인천대학교,글로벌정경대학,소비자학과,주간,1학기,105,1311846.2
2021,인천대학교,글로벌정경대학,소비자학과,주간,2학기,82,1765607.7
2021,인천대학교,글로벌정경대학,정치외교학과,주간,1학기,153,1560364.0
2021,인천대학교,글로벌정경대학,정치외교학과,주간,2학기,137,1777713.1
2021,인천대학교,글로벌정경대학,행정학과,주간,1학기,144,1685655.0
2021,인천대학교,글로벌정경대학,행정학과,주간,2학기,156,1679637.5
2021,인하대학교,경영대학,경영학과,주간,1학기,1100,1246703.4
2021,인하대학교,경영대학,경영학과,주간,2학기,970,1429260.4
2021,인하대학교,경영대학,국제통상학과,주간,1학기,555,1440899.7
2021,인하대학교,경영대학,국제통상학과,주간,2학기,493,1518184.0
2021,인하대학교,경영대학,글로벌금융학과,주간,1학기,221,1432465.9
2021,인하대학교,경영대학,글로벌금융학과,주간,2학기,202,1495979.7
2021,인하대학교,경영대학,아태물류학부,주간,1학기,517,1613988.5
2021,인하대학교,경영대학,아태물류학부,주간,2학기,485,1843058.9
2021,인하대학교,공과대학,건축공학전공,주간,1학기,124,1389163.1
2021,인하대학교,공과대학,건축공학전공,주간,2학기,167,1460020.4
2021,인하대학교,공과대학,건축학부,주간,1학기,98,1171016.0
2021,인하대학교,공과대학,건축학전공,주간,1학기,170,1493319.7
2021,인하대학교,공과대학,건축학전공,주간,2학기,193,1569593.3
2021,인하대학교,공과대학,고분자공학과,주간,1학기,262,1347675.6
2021,인하대학교,공과대학,고분자공학과,주간,2학기,237,1555532.3
2021,인하대학교,공과대학,공간정보공학과,주간,1학기,204,1408411.0
2021,인하대학교,공과대학,공간정보공학과,주간,2학기,170,1676463.8
2021,인하대학교,공과대학,기계공학과,주간,1학기,892,1373772.2
2021,인하대학교,공과대학,기계공학과,주간,2학기,799,1604428.1
2021,인하대학교,공과대학,사회인프라공학과,주간,1학기,275,1418860.8
2021,인하대학교,공과대학,사회인프라공학과,주간,2학기,252,1537282.3
2021,인하대학교,공과대학,산업경영공학과,주간,1학기,269,1468284.4
2021,인하대학교,공과대학,산업경영공학과,주간,2학기,255,1449757.0
2021,인하대학교,공과대학,생명공학과,주간,1학기,252,1555392.2
2021,인하대학교,공과대학,생명공학과,주간,2학기,228,1811882.7
2021,인하대학교,공과대학,신소재공학과,주간,1학기,551,1332774.8
2021,인하대학교,공과대학,신소재공학과,주간,2학기,484,1508096.5
2021,인하대학교,공과대학,에너지자원공학과,주간,1학기,125,1353587.4
2021,인하대학교,공과대학,에너지자원공학과,주간,2학기,99,1478194.7
2021,인하대학교,공과대학,전기공학과,주간,1학기,511,1337520.1
2021,인하대학교,공과대학,전기공학과,주간,2학기,454,1468880.9
2021,인하대학교,공과대학,전자공학과,주간,1학기,555,1463545.6
2021,인하대학교,공과대학,전자공학과,주간,2학기,502,1592307.6
2021,인하대학교,공과대학,정보통신공학과,주간,1학기,547,1286379.7
2021,인하대학교,공과대학,정보통신공학과,주간,2학기,507,1366231.7
2021,인하대학교,공과대학,조선해양공학과,주간,1학기,272,1517450.1
2021,인하대학교,공과대학,조선해양공학과,주간,2학기,248,1652671.0
2021,인하대학교,공과대학,항공우주공학과,주간,1학기,321,1631870.7
2021,인하대학교,공과대학,항공우주공학과,주간,2학기,292,1838515.1
2021,인하대학교,공과대학,화학공학과,주간,1학기,642,1474582.6
2021,인하대학교,공과대학,화학공학과,주간,2학기,589,1667027.0
2021,인하대학교,공과대학,환경공학과,주간,1학기,211,1525627.2
2021,인하대학교,공과대학,환경공학과,주간,2학기,182,1502525.7
2021,인하대학교,문과대학,문화콘텐츠문화경영학과,주간,1학기,379,1556408.0
2021,인하대학교,문과대학,문화콘텐츠문화경영학과,주간,2학기,345,1631331.2
2021,인하대학교,문과대학,사학과,주간,1학기,140,1525984.7
2021,인하대학교,문과대학,사학과,주간,2학기,134,1489215.8
2021,인하대학교,문과대학,영어영문학과,주간,1학기,250,1192793.6
2021,인하대학교,문과대학,영어영문학과,주간,2학기,228,1328128.9
2021,인하대학교,문과대학,일본언어문화학과,주간,1학기,198,1420039.3
2021,인하대학교,문과대학,일본언어문화학과,주간,2학기,182,1485249.3
2021,인하대학교,문과대학,중국학과,주간,1학기,232,1330136.3
2021,인하대학교,문과대학,중국학과,주간,2학기,196,1523540.2
2021,인하대학교,문과대학,철학과,주간,1학기,122,1439561.6
2021,인하대학교,문과대학,철학과,주간,2학기,108,1625181.4
2021,인하대학교,문과대학,프랑스언어문화학과,주간,1학기,141,1438897.7
2021,인하대학교,문과대학,프랑스언어문화학과,주간,2학기,131,1345625.0
2021,인하대학교,문과대학,한국어문학과,주간,1학기,187,1493781.6
2021,인하대학교,문과대학,한국어문학과,주간,2학기,156,1575168.6
2021,인하대학교,사범대학,교육학과,주간,1학기,125,1446011.4
2021,인하대학교,사범대학,교육학과,주간,2학기,115,1645592.6
2021,인하대학교,사범대학,국어교육과,주간,1학기,110,1662425.6
2021,인하대학교,사범대학,국어교육과,주간,2학기,96,1783576.8
2021,인하대학교,사범대학,사회교육과,주간,1학기,131,2294847.5
2021,인하대학교,사범대학,사회교육과,주간,2학기,124,2392646.5
2021,인하대학교,사범대학,수학교육과,주간,1학기,123,1648165.7
2021,인하대학교,사범대학,수학교육과,주간,2학기,100,1996469.0
2021,인하대학교,사범대학,영어교육과,주간,1학기,119,1229935.2
2021,인하대학교,사범대학,영어교육과,주간,2학기,96,1403868.1
2021,인하대학교,사범대학,체육교육과,주간,1학기,169,1968938.5
2021,인하대학교,사범대학,체육교육과,주간,2학기,164,2092024.3
2021,인하대학교,사회과학대학,경제학과,주간,1학기,377,1262462.8
2021,인하대학교,사회과학대학,경제학과,주간,2학기,337,1434323.9
2021,인하대학교,사회과학대학,미디어커뮤니케이션학과,주간,1학기,339,1859393.8
2021,인하대학교,사회과학대학,미디어커뮤니케이션학과,주간,2학기,302,1812139.6
2021,인하대학교,사회과학대학,사회복지학과,주간,1학기,128,1608057.9
2021,인하대학교,사회과학대학,사회복지학과,주간,2학기,122,1891073.5
2021,인하대학교,사회과학대학,소비자학과,주간,1학기,121,1718038.2
2021,인하대학교,사회과학대학,소비자학과,주간,2학기,114,1708010.1
2021,인하대학교,사회과학대학,아동심리학과,주간,1학기,161,2021339.6
2021,인하대학교,사회과학대학,아동심리학과,주간,2학기,147,2127907.1
2021,인하대학교,사회과학대학,정치외교학과,주간,1학기,233,1669521.1
2021,인하대학교,사회과학대학,정치외교학과,주간,2학기,198,1767019.5
2021,인하대학교,사회과학대학,행정학과,주간,1학기,314,1436966.3
2021,인하대학교,사회과학대학,행정학과,주간,2학기,320,1374226.6
