기준연도,학교명,단과대학,학과,구분,학기,재학생,1인당장학금
2022,단국대학교 _제2캠퍼스,생명공학대학,의생명공학부,주간,2학기,119,2375619.2
2022,단국대학교 _제2캠퍼스,생명공학대학,제약공학과,주간,1학기,125,2265358.4
2022,단국대학교 _제2캠퍼스,생명공학대학,제약공학과,주간,2학기,124,2158192.9
2022,단국대학교 _제2캠퍼스,생명공학대학,환경원예조경학부,주간,1학기,294,1497067.1
2022,단국대학교 _제2캠퍼스,생명공학대학,환경원예조경학부,주간,2학기,266,1873069.2
2022,단국대학교 _제2캠퍼스,공공인재대학,경영학과,야간,1학기,42,1811761.9
2022,단국대학교 _제2캠퍼스,공공인재대학,경영학과,야간,2학기,37,1951945.9
2022,단국대학교 _제2캠퍼스,공공인재대학,공공관리학과,야간,1학기,58,1108965.5
2022,단국대학교 _제2캠퍼스,공공인재대학,공공관리학과,주간,1학기,71,1452642.0
2022,단국대학교 _제2캠퍼스,공공인재대학,공공관리학과,주간,2학기,64,1822540.6
2022,단국대학교 _제2캠퍼스,공공인재대학,공공관리학과,야간,2학기,57,1146903.5
2022,단국대학교 _제2캠퍼스,공공인재대학,사회복지학과,주간,1학기,75,1944232.7
2022,단국대학교 _제2캠퍼스,공공인재대학,사회복지학과,주간,2학기,76,1877042.0
2022,단국대학교 _제2캠퍼스,공공인재대학,해병대군사학과,주간,1학기,31,1902378.1
2022,단국대학교 _제2캠퍼스,공공인재대학,해병대군사학과,주간,2학기,31,3148740.6
2022,단국대학교 _제2캠퍼스,공공인재대학,환경자원경제학과,주간,1학기,84,1153868.1
2022,단국대학교 _제2캠퍼스,공공인재대학,환경자원경제학과,주간,2학기,71,1351188.2
2022,단국대학교 _제2캠퍼스,융합기술대학,디스플레이공학과,주간,1학기,74,1485496.5
2022,단국대학교 _제2캠퍼스,융합기술대학,디스플레이공학과,주간,2학기,74,2017254.1
2022,단국대학교 _제2캠퍼스,융합기술대학,산업공학과,주간,1학기,57,1810922.8
2022,단국대학교 _제2캠퍼스,융합기술대학,산업공학과,주간,2학기,57,1568014.2
2022,단국대학교 _제2캠퍼스,융합기술대학,식품공학과,주간,1학기,73,1709334.5
2022,단국대학교 _제2캠퍼스,융합기술대학,식품공학과,주간,2학기,73,1716046.3
2022,단국대학교 _제2캠퍼스,융합기술대학,신소재공학과,주간,1학기,84,1877053.0
2022,단국대학교 _제2캠퍼스,융합기술대학,신소재공학과,주간,2학기,70,2152476.6
2022,단국대학교 _제2캠퍼스,융합기술대학,에너지공학과,주간,1학기,65,1664082.8
2022,단국대학교 _제2캠퍼스,융합기술대학,에너지공학과,주간,2학기,63,1970108.1
2022,단국대학교 _제2캠퍼스,융합기술대학,원자력융합공학과,주간,1학기,31,1264795.5
2022,단국대학교 _제2캠퍼스,융합기술대학,원자력융합공학과,주간,2학기,31,1916129.0
2022,단국대학교 _제2캠퍼스,융합기술대학,제약공학과,주간,1학기,48,1779463.5
2022,단국대학교 _제2캠퍼스,융합기술대학,제약공학과,주간,2학기,44,2507825.8
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,공공정책학과,주간,1학기,94,1792614.9
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,공공정책학과,야간,1학기,114,1853616.7
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,공공정책학과,야간,2학기,94,2047357.8
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,공공정책학과,주간,2학기,85,2096962.0
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,물리치료학과,주간,1학기,75,1974250.0
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,물리치료학과,주간,2학기,74,1614009.7
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,보건행정학과,주간,1학기,89,1835820.8
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,보건행정학과,주간,2학기,81,2015165.7
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,사회복지학과,주간,1학기,107,1886647.5
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,사회복지학과,주간,2학기,95,2222442.1
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,심리치료학과,주간,1학기,96,1849722.6
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,심리치료학과,주간,2학기,87,2106460.9
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,임상병리학과,주간,1학기,79,1701550.9
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,임상병리학과,주간,2학기,74,2052672.7
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,치위생학과,주간,1학기,77,1945200.8
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,치위생학과,주간,2학기,80,2197031.6
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,해병대군사학과,주간,1학기,57,2321066.7
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,해병대군사학과,주간,2학기,57,2541548.1
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,환경자원경제학과,주간,1학기,121,1337400.4
2022,단국대학교 _제2캠퍼스,공공·보건과학대학,환경자원경제학과,주간,2학기,110,1456457.8
2022,대구가톨릭대학교,간호대학,간호학과,주간,1학기,442,1978262.7
2022,대구가톨릭대학교,간호대학,간호학과,주간,2학기,440,2264251.1
2022,대구가톨릭대학교,공과대학,건축공학과,주간,1학기,139,2018777.3
2022,대구가톨릭대학교,공과대학,건축공학과,주간,2학기,128,2306394.2
2022,대구가톨릭대학교,공과대학,건축학과,주간,1학기,171,2428183.5
2022,대구가톨릭대학교,공과대학,건축학과,주간,2학기,170,2664381.1
2022,대구가톨릭대학교,공과대학,기계공학전공,주간,1학기,61,1665759.0
2022,대구가톨릭대학교,공과대학,기계공학전공,주간,2학기,70,1815083.5
2022,대구가톨릭대학교,공과대학,기계자동차공학부,주간,1학기,220,1693303.3
2022,대구가톨릭대학교,공과대학,기계자동차공학부,주간,2학기,204,1744070.9
2022,대구가톨릭대학교,공과대학,로봇시스템공학전공,주간,1학기,69,1449575.5
2022,대구가톨릭대학교,공과대학,로봇시스템공학전공,주간,2학기,82,1578324.8
2022,대구가톨릭대학교,공과대학,미래자동차공학전공,주간,1학기,57,1977211.9
2022,대구가톨릭대학교,공과대학,미래자동차공학전공,주간,2학기,71,1816416.9
2022,대구가톨릭대학교,공과대학,소방방재학과,주간,1학기,42,1966164.8
2022,대구가톨릭대학교,공과대학,소방방재학과,주간,2학기,33,2438388.2
2022,대구가톨릭대학교,공과대학,신소재공학전공,주간,1학기,41,1487906.6
2022,대구가톨릭대학교,공과대학,신소재공학전공,주간,2학기,50,1614386.0
2022,대구가톨릭대학교,공과대학,신소재화학공학부,주간,1학기,21,2161904.8
2022,대구가톨릭대학교,공과대학,신소재화학공학부,주간,2학기,23,1533634.8
2022,대구가톨릭대학교,공과대학,자동차공학전공,주간,1학기,16,248750.0
2022,대구가톨릭대학교,공과대학,자동차생산전공,주간,1학기,21,953450.5
2022,대구가톨릭대학교,공과대학,전기공학전공,주간,1학기,200,1613679.5
2022,대구가톨릭대학교,공과대학,전기공학전공,주간,2학기,187,1807265.4
2022,대구가톨릭대학교,공과대학,전자공학전공,주간,1학기,97,2083009.9
2022,대구가톨릭대학교,공과대학,전자공학전공,주간,2학기,86,2396359.4
2022,대구가톨릭대학교,공과대학,전자전기공학부,주간,1학기,90,2144753.3
2022,대구가톨릭대학교,공과대학,전자전기공학부,주간,2학기,83,1799646.1
2022,대구가톨릭대학교,공과대학,제어공학전공,주간,1학기,82,1732037.9
2022,대구가톨릭대학교,공과대학,제어공학전공,주간,2학기,81,2327339.3
2022,대구가톨릭대학교,공과대학,화학공학전공,주간,1학기,140,2132013.4
2022,대구가톨릭대학교,공과대학,화학공학전공,주간,2학기,127,2511382.1
2022,대구가톨릭대학교,디자인대학,금속・주얼리디자인과,주간,1학기,103,3040145.1
2022,대구가톨릭대학교,디자인대학,금속・주얼리디자인과,주간,2학기,127,2582977.0
2022,대구가톨릭대학교,디자인대학,디자인대학,주간,1학기,211,0.0
2022,대구가톨릭대학교,디자인대학,디지털디자인과,주간,1학기,111,2707818.1
2022,대구가톨릭대학교,디자인대학,디지털디자인과,주간,2학기,130,2331164.6
2022,대구가톨릭대학교,디자인대학,산업디자인과,주간,1학기,93,2789686.0
2022,대구가톨릭대학교,디자인대학,산업디자인과,주간,2학기,125,2141952.9
2022,대구가톨릭대학교,디자인대학,시각디자인과,주간,1학기,139,3427199.3
2022,대구가톨릭대학교,디자인대학,시각디자인과,주간,2학기,188,2654238.8
2022,대구가톨릭대학교,디자인대학,인터미디어아트과,주간,1학기,42,3268498.7
2022,대구가톨릭대학교,디자인대학,인터미디어아트과,주간,2학기,60,2881328.7
2022,대구가톨릭대학교,디자인대학,패션디자인과(예체능),주간,1학기,111,2611210.2
2022,대구가톨릭대학교,디자인대학,패션디자인과(예체능),주간,2학기,136,2223305.1
2022,대구가톨릭대학교,사범대학,교육학과,주간,1학기,71,1762526.9
2022,대구가톨릭대학교,사범대학,교육학과,주간,2학기,65,2111019.5
2022,대구가톨릭대학교,사범대학,국어교육과,주간,1학기,82,2068671.7
2022,대구가톨릭대학교,사범대학,국어교육과,주간,2학기,76,2186890.3
2022,대구가톨릭대학교,사범대학,수학교육과,주간,1학기,84,1950615.7
2022,대구가톨릭대학교,사범대학,수학교육과,주간,2학기,79,2262261.7
2022,대구가톨릭대학교,사범대학,역사교육과,주간,1학기,82,2221610.6
2022,대구가톨릭대학교,사범대학,역사교육과,주간,2학기,80,2324983.1
2022,대구가톨릭대학교,사범대학,영어교육과,주간,1학기,93,1647429.4
2022,대구가톨릭대학교,사범대학,영어교육과,주간,2학기,92,1805975.9
2022,대구가톨릭대학교,사범대학,유아교육과,주간,1학기,97,2212921.9
2022,대구가톨릭대학교,사범대학,유아교육과,주간,2학기,100,2374967.6
2022,대구가톨릭대학교,사범대학,지리교육과,주간,1학기,88,2359708.8
2022,대구가톨릭대학교,사범대학,지리교육과,주간,2학기,80,2598028.7
2022,대구가톨릭대학교,사범대학,체육교육과,주간,1학기,130,1693312.8
2022,대구가톨릭대학교,사범대학,체육교육과,주간,2학기,122,1940100.9
2022,대구가톨릭대학교,사회과학대학,가족상담복지학과,주간,1학기,35,2268286.0
2022,대구가톨릭대학교,사회과학대학,가족상담복지학과,주간,2학기,35,2735962.3
2022,대구가톨릭대학교,사회과학대학,경찰행정학과,주간,1학기,178,2811360.1
2022,대구가톨릭대학교,사회과학대학,경찰행정학과,주간,2학기,242,1983685.2
2022,대구가톨릭대학교,사회과학대학,광고홍보전공,주간,1학기,106,1981514.2
2022,대구가톨릭대학교,사회과학대학,광고홍보전공,주간,2학기,102,2555033.7
2022,대구가톨릭대학교,사회과학대학,군사학과,주간,2학기,28,1789108.6
2022,대구가톨릭대학교,사회과학대학,도서관학과,주간,1학기,127,2695104.8
2022,대구가톨릭대학교,사회과학대학,도서관학과,주간,2학기,144,2569406.5
2022,대구가톨릭대학교,사회과학대학,법학과,주간,1학기,84,2345508.9
2022,대구가톨릭대학교,사회과학대학,법학과,주간,2학기,91,2112957.7
2022,대구가톨릭대학교,사회과학대학,사회과학대학,주간,1학기,445,0.0
2022,대구가톨릭대학교,사회과학대학,사회복지학과,주간,1학기,255,2980905.7
2022,대구가톨릭대학교,사회과학대학,사회복지학과,주간,2학기,325,2596080.5
2022,대구가톨릭대학교,사회과학대학,사회학과,주간,1학기,39,1483733.2
2022,대구가톨릭대학교,사회과학대학,사회학과,주간,2학기,33,1990115.2
2022,대구가톨릭대학교,사회과학대학,생활체육학과,주간,1학기,41,1994913.4
2022,대구가톨릭대학교,사회과학대학,생활체육학과,주간,2학기,35,1778389.1
2022,대구가톨릭대학교,사회과학대학,심리학과,주간,1학기,179,2855224.7
2022,대구가톨릭대학교,사회과학대학,심리학과,주간,2학기,250,2122047.6
2022,대구가톨릭대학교,사회과학대학,아동학과,주간,1학기,165,2649851.3
2022,대구가톨릭대학교,사회과학대학,아동학과,주간,2학기,193,2241719.1
2022,대구가톨릭대학교,사회과학대학,언론광고학부,주간,2학기,67,1586590.0
2022,대구가톨릭대학교,사회과학대학,언론영상전공,주간,1학기,142,2089135.7
2022,대구가톨릭대학교,사회과학대학,언론영상전공,주간,2학기,138,2383972.7
2022,대구가톨릭대학교,사회과학대학,정치외교학과,주간,1학기,68,1474509.4
2022,대구가톨릭대학교,사회과학대학,정치외교학과,주간,2학기,69,1521254.3
2022,대구가톨릭대학교,사회과학대학,행정학과,주간,1학기,88,1732912.8
2022,대구가톨릭대학교,사회과학대학,행정학과,주간,2학기,98,1575824.9
2022,대구가톨릭대학교,신학대학,신학부,주간,1학기,18,2286694.4
2022,대구가톨릭대학교,신학대학,신학부,주간,2학기,16,1950687.5
2022,대구가톨릭대학교,신학대학,신학전공,주간,1학기,48,1882916.7
2022,대구가톨릭대학교,신학대학,신학전공,주간,2학기,46,1901717.4
2022,대구가톨릭대학교,약학대학,약학부,주간,1학기,52,2055705.4
2022,대구가톨릭대학교,약학대학,약학부,주간,2학기,53,2540858.3
2022,대구가톨릭대학교,약학대학,약학부(통합6년제),주간,1학기,63,1684555.1
2022,대구가톨릭대학교,약학대학,약학부(통합6년제),주간,2학기,59,2111850.3
2022,대구가톨릭대학교,약학대학,약학전공,주간,1학기,85,1963515.3
2022,대구가톨릭대학교,약학대학,약학전공,주간,2학기,84,2449261.9
2022,대구가톨릭대학교,약학대학,제약학전공,주간,1학기,85,2092150.5
2022,대구가톨릭대학교,약학대학,제약학전공,주간,2학기,85,2259779.8
2022,대구가톨릭대학교,음악ㆍ공연예술대학,관현악과,주간,1학기,65,2542610.4
2022,대구가톨릭대학교,음악ㆍ공연예술대학,관현악과,주간,2학기,68,2275266.0
2022,대구가톨릭대학교,음악ㆍ공연예술대학,무용학과,주간,1학기,40,2092276.3
2022,대구가톨릭대학교,음악ㆍ공연예술대학,무용학과,주간,2학기,36,2434618.3
2022,대구가톨릭대학교,음악ㆍ공연예술대학,성악과,주간,1학기,56,2700564.3
2022,대구가톨릭대학교,음악ㆍ공연예술대학,성악과,주간,2학기,62,2707679.4
2022,대구가톨릭대학교,음악ㆍ공연예술대학,실용음악과,주간,1학기,63,4208883.0
2022,대구가톨릭대학교,음악ㆍ공연예술대학,실용음악과,주간,2학기,87,2453816.6
2022,대구가톨릭대학교,음악ㆍ공연예술대학,예술치료학과,주간,1학기,41,2857404.6
2022,대구가톨릭대학교,음악ㆍ공연예술대학,예술치료학과,주간,2학기,40,3137067.6
2022,대구가톨릭대학교,음악ㆍ공연예술대학,음악・공연예술대학,주간,1학기,63,0.0
2022,대구가톨릭대학교,음악ㆍ공연예술대학,피아노과,주간,1학기,93,2266960.2
2022,대구가톨릭대학교,음악ㆍ공연예술대학,피아노과,주간,2학기,102,1782808.4
2022,대구가톨릭대학교,의과대학,의예과,주간,1학기,85,926643.5
2022,대구가톨릭대학교,의과대학,의예과,주간,2학기,75,1091006.7
2022,대구가톨릭대학교,의과대학,의학과,주간,1학기,164,1111998.5
2022,대구가톨릭대학교,의과대학,의학과,주간,2학기,169,1024826.0
2022,대구가톨릭대학교,글로벌비즈니스대학,IT경영전공,주간,1학기,28,617437.9
2022,대구가톨릭대학교,글로벌비즈니스대학,IT경영전공,주간,2학기,24,720536.3
2022,대구가톨릭대학교,글로벌비즈니스대학,경영학과,주간,1학기,12,0.0
2022,대구가톨릭대학교,글로벌비즈니스대학,경영학과2,주간,1학기,51,3801834.0
2022,대구가톨릭대학교,글로벌비즈니스대학,경영학과2,주간,2학기,105,1576822.7
2022,대구가톨릭대학교,글로벌비즈니스대학,경제금융부동산학과,주간,1학기,97,1286359.2
2022,대구가톨릭대학교,글로벌비즈니스대학,경제금융부동산학과,주간,2학기,83,1732307.6
2022,대구가톨릭대학교,글로벌비즈니스대학,관광경영학과,주간,1학기,109,1931663.3
2022,대구가톨릭대학교,글로벌비즈니스대학,관광경영학과,주간,2학기,115,1585108.4
2022,대구가톨릭대학교,글로벌비즈니스대학,국어국문학전공,주간,1학기,20,1010698.0
2022,대구가톨릭대학교,글로벌비즈니스대학,국어국문학전공,주간,2학기,16,1040573.8
2022,대구가톨릭대학교,글로벌비즈니스대학,글로벌문화콘텐츠학과,주간,1학기,18,4713449.4
2022,대구가톨릭대학교,글로벌비즈니스대학,글로벌문화콘텐츠학과,주간,2학기,41,1543562.2
2022,대구가톨릭대학교,글로벌비즈니스대학,글로벌비즈니스대학,주간,1학기,247,0.0
2022,대구가톨릭대학교,글로벌비즈니스대학,글로벌항공서비스학과,주간,1학기,15,5188968.0
2022,대구가톨릭대학교,글로벌비즈니스대학,글로벌항공서비스학과,주간,2학기,35,1888664.6
2022,대구가톨릭대학교,글로벌비즈니스대학,기업금융전공,주간,1학기,108,2086960.3
2022,대구가톨릭대학교,글로벌비즈니스대학,기업금융전공,주간,2학기,108,2203202.8
2022,대구가톨릭대학교,글로벌비즈니스대학,러시아어과,주간,1학기,59,1168016.2
2022,대구가톨릭대학교,글로벌비즈니스대학,러시아어과,주간,2학기,48,1730419.8
2022,대구가톨릭대학교,글로벌비즈니스대학,무역학과,주간,1학기,158,1786910.6
2022,대구가톨릭대학교,글로벌비즈니스대학,무역학과,주간,2학기,155,1845151.7
2022,대구가톨릭대학교,글로벌비즈니스대학,부동산학과,주간,2학기,22,1466752.7
2022,대구가톨릭대학교,글로벌비즈니스대학,스페인어중남미학과,주간,1학기,74,1801008.8
2022,대구가톨릭대학교,글로벌비즈니스대학,스페인어중남미학과,주간,2학기,64,1632623.4
2022,대구가톨릭대학교,글로벌비즈니스대학,영어학과,주간,1학기,91,1264252.8
2022,대구가톨릭대학교,글로벌비즈니스대학,영어학과,주간,2학기,84,1384692.6
2022,대구가톨릭대학교,글로벌비즈니스대학,외국어자율전공학부,주간,1학기,29,4028265.3
2022,대구가톨릭대학교,글로벌비즈니스대학,외국어자율전공학부,주간,2학기,63,1711120.5
2022,대구가톨릭대학교,글로벌비즈니스대학,일어일문학과,주간,1학기,63,1714724.7
2022,대구가톨릭대학교,글로벌비즈니스대학,일어일문학과,주간,2학기,64,1617517.0
2022,대구가톨릭대학교,글로벌비즈니스대학,중어중국학과,주간,1학기,58,1868002.6
2022,대구가톨릭대학교,글로벌비즈니스대학,중어중국학과,주간,2학기,52,2250076.9
2022,대구가톨릭대학교,글로벌비즈니스대학,한국어교육전공,주간,1학기,17,680882.4
2022,대구가톨릭대학교,글로벌비즈니스대학,한국어문학과,주간,1학기,18,2485454.4
2022,대구가톨릭대학교,글로벌비즈니스대학,한국어문학과,주간,2학기,22,2191505.0
2022,대구가톨릭대학교,글로벌비즈니스대학,호텔경영학과,주간,1학기,48,407708.3
2022,대구가톨릭대학교,글로벌비즈니스대학,호텔컨벤션학과,주간,1학기,101,2179963.6
2022,대구가톨릭대학교,글로벌비즈니스대학,호텔컨벤션학과,주간,2학기,147,1524447.0
2022,대구가톨릭대학교,글로벌비즈니스대학,회계세무전공,주간,1학기,102,1894981.2
2022,대구가톨릭대학교,글로벌비즈니스대학,회계세무전공,주간,2학기,102,1994328.7
2022,대구가톨릭대학교,글로벌비즈니스대학,회계세무학과,주간,1학기,26,3386525.0
2022,대구가톨릭대학교,글로벌비즈니스대학,회계세무학과,주간,2학기,42,1614217.4
2022,대구가톨릭대학교,바이오메디대학,국제의료경영학과,주간,1학기,146,2058618.9
2022,대구가톨릭대학교,바이오메디대학,국제의료경영학과,주간,2학기,154,1869735.5
2022,대구가톨릭대학교,바이오메디대학,물리치료학과,주간,1학기,189,2773697.6
2022,대구가톨릭대학교,바이오메디대학,물리치료학과,주간,2학기,177,3042199.1
2022,대구가톨릭대학교,바이오메디대학,바이오메디대학,주간,1학기,253,0.0
2022,대구가톨릭대학교,바이오메디대학,바이오메디컬학과,주간,1학기,36,3838778.7
2022,대구가톨릭대학교,바이오메디대학,바이오메디컬학과,주간,2학기,56,2258701.1
2022,대구가톨릭대학교,바이오메디대학,방사선학과,주간,1학기,195,2398016.7
2022,대구가톨릭대학교,바이오메디대학,방사선학과,주간,2학기,194,2534862.9
2022,대구가톨릭대학교,바이오메디대학,보건안전학부,주간,2학기,36,1985706.0
2022,대구가톨릭대학교,바이오메디대학,산업보건학전공,주간,1학기,107,1858189.7
2022,대구가톨릭대학교,바이오메디대학,산업보건학전공,주간,2학기,104,2551511.4
2022,대구가톨릭대학교,바이오메디대학,생명공학과,주간,1학기,34,1633841.5
2022,대구가톨릭대학교,바이오메디대학,생명공학과,주간,2학기,33,1628412.1
2022,대구가톨릭대학교,바이오메디대학,생명화학전공,주간,1학기,38,2742476.3
2022,대구가톨릭대학교,바이오메디대학,생명화학전공,주간,2학기,37,2335486.4
2022,대구가톨릭대학교,바이오메디대학,식품공학과,주간,1학기,94,2792279.7
2022,대구가톨릭대학교,바이오메디대학,식품공학과,주간,2학기,105,2726563.0
2022,대구가톨릭대학교,바이오메디대학,식품영양학과,주간,1학기,137,2526719.2
2022,대구가톨릭대학교,바이오메디대학,식품영양학과,주간,2학기,178,2485237.1
2022,대구가톨릭대학교,바이오메디대학,안경광학과,주간,1학기,130,1722897.9
2022,대구가톨릭대학교,바이오메디대학,안경광학과,주간,2학기,122,2162629.6
2022,대구가톨릭대학교,바이오메디대학,언어청각치료학과,주간,1학기,141,2791801.2
2022,대구가톨릭대학교,바이오메디대학,언어청각치료학과,주간,2학기,164,2572993.7
2022,대구가톨릭대학교,바이오메디대학,외식・조리학과,주간,1학기,117,2447229.4
2022,대구가톨릭대학교,바이오메디대학,외식・조리학과,주간,2학기,152,2209916.4
2022,대구가톨릭대학교,바이오메디대학,원예학과,주간,1학기,40,1935994.8
2022,대구가톨릭대학교,바이오메디대학,원예학과,주간,2학기,39,1715327.2
2022,대구가톨릭대학교,바이오메디대학,응용화학전공,주간,1학기,13,2790670.8
2022,대구가톨릭대학교,바이오메디대학,응용화학전공,주간,2학기,13,2636666.2
2022,대구가톨릭대학교,바이오메디대학,의공학과,주간,1학기,142,1930305.0
2022,대구가톨릭대학교,바이오메디대학,의공학과,주간,2학기,135,2154338.4
2022,대구가톨릭대학교,바이오메디대학,의생명과학전공,주간,1학기,56,1560183.8
2022,대구가톨릭대학교,바이오메디대학,의생명과학전공,주간,2학기,57,1959398.2
2022,대구가톨릭대학교,바이오메디대학,제약공학과,주간,1학기,125,3080558.9
2022,대구가톨릭대학교,바이오메디대학,제약공학과,주간,2학기,156,2452800.8
2022,대구가톨릭대학교,바이오메디대학,조경학과,주간,1학기,99,2118676.5
2022,대구가톨릭대학교,바이오메디대학,조경학과,주간,2학기,109,2131058.9
2022,대구가톨릭대학교,바이오메디대학,환경안전학전공,주간,1학기,61,1742981.5
2022,대구가톨릭대학교,바이오메디대학,환경안전학전공,주간,2학기,59,2332775.2
2022,대구가톨릭대학교,소프트웨어융합대학,모바일소프트웨어전공,주간,1학기,78,2047396.2
2022,대구가톨릭대학교,소프트웨어융합대학,모바일소프트웨어전공,주간,2학기,77,2476818.9
2022,대구가톨릭대학교,소프트웨어융합대학,사이버보안전공,주간,1학기,120,2123097.0
2022,대구가톨릭대학교,소프트웨어융합대학,사이버보안전공,주간,2학기,111,2502381.4
2022,대구가톨릭대학교,소프트웨어융합대학,소프트웨어융합전공,주간,1학기,38,2288433.7
2022,대구가톨릭대학교,소프트웨어융합대학,소프트웨어융합전공,주간,2학기,35,2478129.1
2022,대구가톨릭대학교,소프트웨어융합대학,스마트IoT전공,주간,1학기,67,1418637.7
2022,대구가톨릭대학교,소프트웨어융합대학,스마트IoT전공,주간,2학기,57,2071089.1
2022,대구가톨릭대학교,소프트웨어융합대학,인공지능・빅데이터공학전공,주간,1학기,78,2264749.3
2022,대구가톨릭대학교,소프트웨어융합대학,인공지능・빅데이터공학전공,주간,2학기,78,2608037.4
2022,대구가톨릭대학교,소프트웨어융합대학,컴퓨터공학전공,주간,1학기,215,2798052.0
2022,대구가톨릭대학교,소프트웨어융합대학,컴퓨터공학전공,주간,2학기,208,2916887.2
2022,대구가톨릭대학교,소프트웨어융합대학,컴퓨터소프트웨어학부,주간,1학기,164,2927904.1
2022,대구가톨릭대학교,소프트웨어융합대학,컴퓨터소프트웨어학부,주간,2학기,150,2289160.4
2022,대구가톨릭대학교,소프트웨어융합대학,컴퓨터정보학부,주간,1학기,48,2821850.0
2022,대구가톨릭대학교,소프트웨어융합대학,컴퓨터정보학부,주간,2학기,46,1755728.6
2022,대구가톨릭대학교,프란치스코칼리지,국제한국어전공,주간,1학기,13,1756038.5
2022,대구가톨릭대학교,프란치스코칼리지,국제한국어전공,주간,2학기,13,2006809.2
2022,대구가톨릭대학교,프란치스코칼리지,자율전공학부,주간,1학기,54,1795629.6
2022,대구가톨릭대학교,프란치스코칼리지,자율전공학부,주간,2학기,29,1847205.5
2022,대구가톨릭대학교,유스티노자유대학,경찰탐정학과,주간,2학기,41,2281279.8
2022,대구가톨릭대학교,유스티노자유대학,복지서비스학과,주간,2학기,38,2393507.4
2022,대구가톨릭대학교,유스티노자유대학,부동산경영학과,주간,2학기,79,2412765.6
2022,대구가톨릭대학교,유스티노자유대학,상담심리학과,주간,2학기,61,2361761.3
2022,대구가톨릭대학교,유스티노자유대학,유스티노자유대학,주간,1학기,255,2615070.9
2022,대구경북과학기술원,단과대구분없음,기초학부,주간,1학기,782,1396069.8
2022,대구경북과학기술원,단과대구분없음,기초학부,주간,2학기,709,1344795.3
2022,대구교육대학교,단과대구분없음,초등과학교육과(심화과정),주간,1학기,115,1130006.1
2022,대구교육대학교,단과대구분없음,초등과학교육과(심화과정),주간,2학기,114,1121811.4
2022,대구교육대학교,단과대구분없음,초등교육학과(심화과정),주간,1학기,109,1010132.3
2022,대구교육대학교,단과대구분없음,초등교육학과(심화과정),주간,2학기,109,1150163.9
2022,대구교육대학교,단과대구분없음,초등국어교육과(심화과정),주간,1학기,115,1045305.6
2022,대구교육대학교,단과대구분없음,초등국어교육과(심화과정),주간,2학기,112,1060006.3
2022,대구교육대학교,단과대구분없음,초등미술교육과(심화과정),주간,1학기,116,1007602.7
2022,대구교육대학교,단과대구분없음,초등미술교육과(심화과정),주간,2학기,112,988963.8
2022,대구교육대학교,단과대구분없음,초등사회교육과(심화과정),주간,1학기,114,1012001.8
2022,대구교육대학교,단과대구분없음,초등사회교육과(심화과정),주간,2학기,115,1081034.1
2022,대구교육대학교,단과대구분없음,초등수학교육과(심화과정),주간,1학기,208,1108137.4
2022,대구교육대학교,단과대구분없음,초등수학교육과(심화과정),주간,2학기,201,1111414.4
2022,대구교육대학교,단과대구분없음,초등실과교육과(심화과정),주간,1학기,110,1042815.3
2022,대구교육대학교,단과대구분없음,초등실과교육과(심화과정),주간,2학기,109,1053962.1
2022,대구교육대학교,단과대구분없음,초등영어교육과(심화과정),주간,1학기,106,937424.0
2022,대구교육대학교,단과대구분없음,초등영어교육과(심화과정),주간,2학기,106,941780.6
2022,대구교육대학교,단과대구분없음,초등윤리교육과(심화과정),주간,1학기,108,1136495.0
2022,대구교육대학교,단과대구분없음,초등윤리교육과(심화과정),주간,2학기,109,1144485.8
2022,대구교육대학교,단과대구분없음,초등음악교육과(심화과정),주간,1학기,117,1147732.4
2022,대구교육대학교,단과대구분없음,초등음악교육과(심화과정),주간,2학기,111,1059865.3
2022,대구교육대학교,단과대구분없음,초등체육교육과(심화과정),주간,1학기,113,1064888.4
2022,대구교육대학교,단과대구분없음,초등체육교육과(심화과정),주간,2학기,112,1149469.1
2022,대구교육대학교,단과대구분없음,초등컴퓨터교육과(심화과정),주간,1학기,113,996380.5
2022,대구교육대학교,단과대구분없음,초등컴퓨터교육과(심화과정),주간,2학기,111,1032115.6
2022,대구교육대학교,단과대구분없음,특수(통합)교육과(심화과정),주간,1학기,109,1051609.7
2022,대구교육대학교,단과대구분없음,특수(통합)교육과(심화과정),주간,2학기,106,1101451.3
