기준연도,학교명,계열,재학생,1인당장학금
2010,가야대학교,공학계열,49,2278100
2010,가야대학교 _제2캠퍼스,의학계열,172,649000
2010,가야대학교 _제2캠퍼스,자연과학계열,98,1013000
2010,가천대학교,공학계열,122,1641100
2010,가천대학교,공학계열,180,915600
2010,가천의과학대학교,공학계열,26,834300
2010,가천의과학대학교,인문사회계열,46,1341200
2010,가천의과학대학교,의학계열,126,1223100
2010,가톨릭대학교,자연과학계열,176,2497600
2010,가톨릭대학교,자연과학계열,124,774300
2010,가톨릭대학교,공학계열,59,1311500
2010,가톨릭대학교,인문사회계열,98,1328600
2010,가톨릭대학교 _제3캠퍼스,인문사회계열,221,4867100
2010,감리교신학대학교,공학계열,30,1123600
2010,감리교신학대학교,공학계열,211,1247900
2010,감리교신학대학교,공학계열,167,974500
2010,감리교신학대학교,공학계열,107,939500
2010,감리교신학대학교,공학계열,102,2095600
2010,감리교신학대학교,공학계열,159,855400
2010,감리교신학대학교,공학계열,25,931800
2010,감리교신학대학교,자연과학계열,32,404600
2010,감리교신학대학교,공학계열,34,678800
2010,감리교신학대학교,인문사회계열,35,415600
2010,감리교신학대학교,자연과학계열,61,1029500
2010,감리교신학대학교,공학계열,39,298400
2010,강원대학교 _제2캠퍼스,공학계열,102,1997800
2010,강원대학교 _제2캠퍼스,공학계열,35,663600
2010,강원대학교 _제2캠퍼스,공학계열,54,1438300
2010,강원대학교 _제2캠퍼스,공학계열,41,926300
2010,강원대학교 _제2캠퍼스,자연과학계열,86,1849800
2010,강원대학교 _제2캠퍼스,공학계열,160,1654000
2010,강원대학교 _제2캠퍼스,공학계열,124,1508500
2010,강원대학교 _제2캠퍼스,공학계열,22,1821400
2010,강원대학교 _제2캠퍼스,공학계열,17,2760300
2010,건양대학교,공학계열,150,1047500
2010,건양대학교,예체능계열,135,1774400
2010,건양대학교,의학계열,200,1254800
2010,건양대학교 _제2캠퍼스,자연과학계열,103,996700
2010,경남대학교,공학계열,94,705300
2010,경남대학교,공학계열,39,1046700
2010,경남대학교,공학계열,125,757500
2010,경남대학교,공학계열,215,2860600
2010,경북대학교,공학계열,50,980400
2010,경북대학교,자연과학계열,49,1155000
2010,경북대학교,공학계열,81,1343600
2010,경북대학교,인문사회계열,205,832300
2010,경북대학교,자연과학계열,311,1149000
2010,경북대학교,자연과학계열,11,14110800
2010,경북대학교,공학계열,22,440600
2010,경북대학교,공학계열,16,1493100
2010,경북대학교,공학계열,15,1759600
2010,경북대학교,자연과학계열,19,957900
2010,경북대학교,공학계열,30,1117000
2010,경북대학교,의학계열,106,2528600
2010,경상국립대학교,자연과학계열,103,1403000
2010,경상국립대학교,자연과학계열,104,882100
2010,경상국립대학교,인문사회계열,32,870800
2010,경성대학교,공학계열,58,1093600
2010,경성대학교,공학계열,125,2632700
2010,경일대학교,공학계열,40,661800
2010,경일대학교,공학계열,76,635400
2010,경일대학교,예체능계열,77,1005700
2010,경일대학교,공학계열,38,670000
2010,경일대학교,공학계열,260,1040700
2010,경희대학교,공학계열,230,1332200
2010,경희대학교 _분교,공학계열,353,1837600
2010,경희대학교 _분교,의학계열,211,2233100
2010,경희대학교 _분교,공학계열,163,2039000
2010,경희대학교 _분교,인문사회계열,223,526600
2010,경희대학교 _분교,인문사회계열,223,667500
2010,계명대학교,예체능계열,170,1769200
2010,계명대학교,공학계열,30,1703000
2010,계명대학교,자연과학계열,39,269100
2010,계명대학교,자연과학계열,45,669000
2010,계명대학교,자연과학계열,81,941600
2010,계명대학교,공학계열,111,1067300
2010,고려대학교,공학계열,130,2071400
2010,고려대학교,의학계열,130,1555500
2010,고려대학교,예체능계열,129,1743200
2010,고려대학교,공학계열,115,1111300
2010,고려대학교(세종) _분교,인문사회계열,149,799600
2010,광운대학교,자연과학계열,165,128500
2010,광운대학교,공학계열,76,1110500
2010,광운대학교,공학계열,280,1184400
2010,광주교육대학교,자연과학계열,61,764100
2010,광주교육대학교,자연과학계열,184,1040900
2010,국립경국대학교,공학계열,120,931500
2010,국립공주대학교,공학계열,112,775600
2010,국립공주대학교,공학계열,44,1354200
2010,국립공주대학교,공학계열,55,994800
2010,국립공주대학교,자연과학계열,13,333000
2010,국립공주대학교,공학계열,22,892400
2010,국립공주대학교,자연과학계열,83,694600
2010,국립공주대학교,인문사회계열,70,579900
2010,국립군산대학교,공학계열,60,1273200
2010,국립군산대학교,공학계열,101,1430400
2010,국립목포해양대학교,공학계열,826,1757200
2010,국립목포해양대학교,공학계열,823,1650500
2010,국립목포해양대학교,공학계열,114,907700
2010,국립목포해양대학교,공학계열,103,1156600
2010,국립목포해양대학교,공학계열,74,757600
2010,국립목포해양대학교,공학계열,122,1695900
2010,국립목포해양대학교,자연과학계열,172,854800
2010,국립목포해양대학교,공학계열,349,1547200
2010,국립목포해양대학교,공학계열,264,811600
2010,국립목포해양대학교,공학계열,57,733000
2010,국립창원대학교,공학계열,37,985000
2010,국립창원대학교,공학계열,13,355900
2010,국립창원대학교,공학계열,149,1814800
2010,국립한국교통대학교,공학계열,65,616100
2010,국립한국교통대학교,공학계열,69,755800
2010,국립한국해양대학교,공학계열,55,0
2010,국립한국해양대학교,공학계열,193,1476500
2010,국민대학교,공학계열,134,826400
2010,국민대학교,공학계열,247,930400
2010,국민대학교,인문사회계열,260,940900
2010,극동대학교,공학계열,35,1145700
2010,극동대학교,인문사회계열,88,771100
2010,극동대학교,공학계열,96,7476100
2010,남부대학교,자연과학계열,75,731800
2010,남서울대학교(산업대),자연과학계열,213,800500
2010,남서울대학교(산업대),공학계열,30,554400
2010,단국대학교(천안) _분교,공학계열,303,1360200
2010,단국대학교(천안) _분교,공학계열,44,999000
2010,대구대학교,공학계열,69,630800
2010,대구대학교,의학계열,196,325600
2010,대구대학교,의학계열,224,322400
2010,대구외국어대학교,자연과학계열,61,1001500
2010,대구외국어대학교,자연과학계열,68,694400
2010,대구외국어대학교,자연과학계열,166,1093800
2010,대구외국어대학교,의학계열,170,1414000
2010,대구외국어대학교,의학계열,42,1170200
2010,동명대학교,공학계열,79,1044400
2010,동명대학교,공학계열,211,1500300
2010,동명대학교,공학계열,119,1404800
2010,동서대학교,공학계열,38,814800
2010,동신대학교,공학계열,54,2286000
2010,동신대학교,공학계열,85,1839600
2010,동신대학교,공학계열,55,1847700
2010,동신대학교,공학계열,35,2024400
2010,동신대학교,공학계열,122,1288200
2010,동신대학교,공학계열,48,644400
2010,명신대학교,인문사회계열,66,440800
2010,명지대학교 _제2캠퍼스,공학계열,80,1188900
2010,명지대학교 _제2캠퍼스,공학계열,24,1436700
2010,배재대학교,인문사회계열,94,1192000
2010,부산교육대학교,공학계열,202,1181200
2010,부산교육대학교,예체능계열,56,1075200
2010,부산교육대학교,공학계열,37,786200
2010,부산교육대학교,공학계열,93,1901900
2010,부산교육대학교,공학계열,90,1577700
2010,부산교육대학교,공학계열,88,2171800
2010,상명대학교,공학계열,30,1150900
2010,상명대학교,예체능계열,52,1003500
2010,상주대학교,자연과학계열,20,545200
2010,상주대학교,자연과학계열,43,951300
2010,상지대학교,공학계열,194,902700
2010,상지대학교,공학계열,48,790500
2010,상지대학교,공학계열,41,1161100
2010,상지대학교,의학계열,107,1751600
2010,서강대학교,자연과학계열,111,983800
2010,서울과학기술대학교(산업대),공학계열,317,844100
2010,서울과학기술대학교(산업대),공학계열,27,218000
2010,서울과학기술대학교(산업대),공학계열,115,681200
2010,서울교육대학교,자연과학계열,79,0
2010,서울교육대학교,공학계열,118,2320700
2010,서울교육대학교,공학계열,119,2303300
2010,서울교육대학교,자연과학계열,366,920000
2010,서울시립대학교,공학계열,51,1003800
2010,서울시립대학교,공학계열,137,922300
2010,서원대학교,인문사회계열,175,700600
2010,선교청대학교,공학계열,57,629300
2010,성공회대학교,공학계열,126,1098600
2010,성신여자대학교,공학계열,26,5252100
2010,세종대학교,공학계열,81,1293500
2010,세종대학교,자연과학계열,62,904700
2010,세종대학교,자연과학계열,389,729600
2010,세종대학교,공학계열,19,1070700
2010,세한대학교,인문사회계열,96,2175600
2010,세한대학교,인문사회계열,50,1735900
2010,순천향대학교,의학계열,111,1869100
2010,순천향대학교,인문사회계열,68,1285200
2010,신경주대학교,자연과학계열,13,50700
2010,신경주대학교,자연과학계열,37,866300
2010,신경주대학교,자연과학계열,115,1129600
2010,안양대학교,공학계열,38,1183000
2010,안양대학교,인문사회계열,373,58900
2010,연세대학교(미래) _분교,공학계열,42,2036400
2010,연세대학교(미래) _분교,자연과학계열,24,790800
2010,연세대학교(미래) _분교,자연과학계열,69,872900
2010,영산대학교,공학계열,70,901100
2010,영산대학교,자연과학계열,142,471500
2010,영산대학교,자연과학계열,140,533500
2010,영산대학교,자연과학계열,112,429100
2010,예수대학교,예체능계열,152,3867600
2010,예수대학교,예체능계열,140,1539600
2010,우석대학교,자연과학계열,31,992100
2010,우석대학교,인문사회계열,175,824700
2010,우석대학교,자연과학계열,140,1197200
2010,우석대학교,자연과학계열,197,2634000
2010,우석대학교,자연과학계열,44,2191800
2010,우석대학교,자연과학계열,84,1433100
2010,울산과학기술원,공학계열,486,1191400
2010,원광대학교,공학계열,39,1563800
2010,원광대학교,공학계열,56,389100
2010,위덕대학교,자연과학계열,27,535100
2010,위덕대학교,자연과학계열,19,5103700
2010,위덕대학교,공학계열,11,1439200
2010,유원대학교,자연과학계열,104,1407400
2010,유원대학교,자연과학계열,134,1077000
2010,을지대학교 _제2캠퍼스,자연과학계열,38,4725400
2010,을지대학교 _제2캠퍼스,자연과학계열,55,1079400
2010,이화여자대학교,인문사회계열,375,1432700
2010,인제대학교,공학계열,310,1598300
2010,인제대학교,인문사회계열,147,1318900
2010,인제대학교 _제2캠퍼스,공학계열,162,1011600
2010,인하대학교,공학계열,113,642200
2010,인하대학교,공학계열,197,653600
2010,장로회신학대학교,공학계열,442,1143700
2010,장로회신학대학교,공학계열,10,1352100
2010,장로회신학대학교,공학계열,54,778100
2010,전북대학교,공학계열,26,773400
2010,전북대학교,공학계열,27,701500
2010,전북대학교,자연과학계열,110,897700
2010,전북대학교,자연과학계열,156,1336200
2010,전북대학교,공학계열,172,1046300
2010,전북대학교,자연과학계열,58,1129900
2010,전북대학교,공학계열,38,782900
2010,전북대학교,공학계열,38,7914500
2010,전북대학교,공학계열,43,1452700
2010,전북대학교,공학계열,49,912600
2010,전북대학교,자연과학계열,90,1265300
2010,전북대학교,공학계열,91,1357000
2010,전북대학교,자연과학계열,73,944000
2010,제주대학교,공학계열,172,1248100
2010,중부대학교,자연과학계열,76,0
2010,중부대학교,공학계열,84,20600
2010,중앙승가대학교,인문사회계열,64,961900
2010,중원대학교,공학계열,70,5081500
2010,중원대학교,의학계열,118,4989900
2010,진주산업대학교(산업대),공학계열,68,984600
2010,춘천교육대학교,공학계열,131,1114000
2010,춘천교육대학교,공학계열,36,1323200
2010,춘천교육대학교,공학계열,77,858800
2010,춘천교육대학교,공학계열,41,2725000
2010,칼빈대학교,공학계열,47,2683000
2010,평택대학교,인문사회계열,132,1056800
2010,한경대학교(산업대),공학계열,25,312800
2010,한국과학기술원,공학계열,28,14765100
2010,한국교통대학교(산업대),의학계열,19,824700
2010,한국산업기술대학교(산업대),공학계열,31,970900
2010,한국산업기술대학교(산업대),공학계열,17,1702600
2010,한국산업기술대학교(산업대),공학계열,17,1438000
2010,한국산업기술대학교(산업대),공학계열,16,1578600
2010,한국산업기술대학교(산업대),공학계열,13,1894800
2010,한국산업기술대학교(산업대),공학계열,148,1014000
2010,한국산업기술대학교(산업대),인문사회계열,105,515000
2010,한국산업기술대학교(산업대),인문사회계열,37,674000
2010,한국외국어대학교,자연과학계열,25,4106500
2010,한국외국어대학교,공학계열,32,62500
2010,한국외국어대학교,공학계열,16,0
2010,한국체육대학교,예체능계열,128,858800
2010,한남대학교,공학계열,45,444400
2010,한남대학교,공학계열,85,542700
2010,한남대학교,공학계열,99,538400
2010,한남대학교,공학계열,101,649300
2010,한북대학교,공학계열,28,454300
2010,한양대학교,공학계열,83,2205000
2010,한양대학교,공학계열,76,877700
2010,한양대학교,공학계열,113,1715900
2010,한양대학교,공학계열,117,1546200
2010,한양대학교,공학계열,122,1700200
2010,한양대학교,자연과학계열,180,2497800
2010,한양대학교,자연과학계열,45,4176100
2010,협성대학교,예체능계열,125,1840700
2010,협성대학교,자연과학계열,105,1822900
2010,호남신학대학교,예체능계열,139,913000
2010,호남신학대학교,공학계열,86,1500400
2010,호남신학대학교,공학계열,80,1298700
2010,호남신학대학교,인문사회계열,79,1521700
2010,호남신학대학교,공학계열,110,2579200
2010,호남신학대학교,공학계열,227,727500
2010,호남신학대학교,자연과학계열,16,0
2010,호남신학대학교,자연과학계열,150,1737400
2010,홍익대학교,예체능계열,128,2022600
2011,가천대학교,공학계열,74,787400
2011,가천대학교,자연과학계열,97,2793100
2011,강원대학교_제2캠퍼스,공학계열,95,1990800
2011,강원대학교,공학계열,40,1912800
2011,건양대학교,예체능계열,144,2031000
2011,경남과학기술대학교,자연과학계열,26,1090400
2011,경북대학교,공학계열,30,1782400
2011,경북대학교_제2캠퍼스,자연과학계열,72,1049000
2011,경운대학교(산업대),자연과학계열,13,4119600
2011,공주대학교,공학계열,17,717600
2011,공주대학교,자연과학계열,35,3298300
2011,관동대학교,공학계열,20,0
2011,광운대학교,공학계열,25,0
2011,광주교육대학교,공학계열,13,2357500
2011,금오공과대학교,공학계열,75,1071600
2011,남서울대학교(산업대),공학계열,300,1178300
2011,단국대학교,공학계열,34,4058500
2011,동국대학교(경주)_분교,공학계열,210,2238700
2011,동명대학교,공학계열,214,1829700
2011,루터대학교,인문사회계열,28,919100
2011,목포대학교,공학계열,24,34000
2011,부경대학교,공학계열,115,973700
2011,부산대학교,공학계열,38,1043300
2011,부산대학교,자연과학계열,118,1043900
2011,부산외국어대학교,공학계열,38,5688200
2011,서경대학교,공학계열,42,737900
2011,서경대학교,예체능계열,62,1769400
2011,서울신학대학교,공학계열,51,1432200
2011,세명대학교,공학계열,68,855500
2011,순천대학교,공학계열,39,926800
2011,신라대학교,의학계열,39,0
2011,연세대학교,공학계열,59,2650200
2011,연세대학교,자연과학계열,397,1927700
2011,예원예술대학교,예체능계열,64,2651200
2011,우송대학교,자연과학계열,60,2702100
2011,인천대학교,공학계열,17,808600
2011,인천대학교,공학계열,17,183800
2011,전남대학교,공학계열,40,1581900
2011,전북대학교_제2캠퍼스,공학계열,46,593300
2011,전주대학교,자연과학계열,59,5902500
2011,중앙대학교,공학계열,231,1726900
2011,중앙대학교_제2캠퍼스,공학계열,124,2000700
2011,중앙대학교,공학계열,65,2203500
2011,한국교통대학교,공학계열,25,912800
2011,한국교통대학교,공학계열,27,568100
2011,한국국제대학교,공학계열,17,0
2011,한국국제대학교,자연과학계열,52,476000
2011,한국항공대학교,공학계열,82,2102400
2011,한국항공대학교,공학계열,166,1025800
2011,한국항공대학교,공학계열,156,998000
2011,한양대학교,공학계열,37,2992800
2011,한중대학교,인문사회계열,13,5376000
2012,건국대학교,인문사회계열,10,3765900
2012,경남대학교,공학계열,32,2235900
2012,경남대학교,인문사회계열,29,5857500
2012,경남대학교,공학계열,27,1701700
2012,경남대학교,공학계열,21,1699800
2012,경북외국어대학교,인문사회계열,35,2386600
2012,경운대학교,공학계열,41,1709300
2012,경운대학교,인문사회계열,81,3204000
2012,국립공주대학교,공학계열,24,2622400
2012,국립공주대학교,인문사회계열,14,826700
2012,국립공주대학교,공학계열,42,1520600
2012,국립공주대학교,공학계열,84,1766500
2012,국립창원대학교,공학계열,55,1486400
2012,국립한국해양대학교,공학계열,129,1930200
2012,국립한밭대학교,공학계열,25,1691500
2012,국립한밭대학교,공학계열,25,1904800
2012,극동대학교,공학계열,29,2998800
2012,극동대학교,공학계열,31,2202000
2012,극동대학교,인문사회계열,11,9144300
2012,김천대학교,인문사회계열,26,3524000
2012,대구한의대학교,의학계열,16,998100
2012,동국대학교(WISE) _분교,공학계열,117,1321600
2012,동명대학교,공학계열,447,2479400
2012,명지대학교 _제2캠퍼스,인문사회계열,119,2390100
2012,명지대학교 _제2캠퍼스,예체능계열,92,1755700
2012,명지대학교 _제2캠퍼스,예체능계열,76,1804300
2012,명지대학교 _제2캠퍼스,예체능계열,173,2018600
2012,부산대학교,공학계열,38,1480600
2012,상명대학교,공학계열,20,4309700
2012,상명대학교,인문사회계열,89,2241900
2012,상명대학교,공학계열,176,2629400
2012,서울과학기술대학교,공학계열,18,1049000
2012,서울기독대학교,인문사회계열,38,3239900
2012,성결대학교,인문사회계열,133,2731700
2012,세종대학교,자연과학계열,52,2213900
2012,세한대학교,인문사회계열,14,2172200
2012,순복음총회신학교,공학계열,40,2512400
2012,순복음총회신학교,인문사회계열,768,2921700
2012,순복음총회신학교,자연과학계열,411,1953600
2012,순복음총회신학교,예체능계열,22,2950600
2012,순복음총회신학교,의학계열,11,910300
2012,아신대학교,자연과학계열,25,1792800
2012,아신대학교,자연과학계열,31,685500
2012,연세대학교,공학계열,16,17631800
2012,영산대학교 _제2캠퍼스,인문사회계열,130,2353600
2012,영산대학교 _제2캠퍼스,인문사회계열,38,2295400
2012,우송대학교,인문사회계열,40,4207700
2012,위덕대학교,공학계열,92,3062600
2012,위덕대학교,공학계열,21,3315600
2012,위덕대학교,인문사회계열,66,1748400
2012,위덕대학교,공학계열,98,1863700
2012,전주교육대학교,자연과학계열,89,0
2012,전주교육대학교,예체능계열,92,0
2012,전주교육대학교,인문사회계열,201,2089300
2012,제주국제대학교,자연과학계열,17,1174600
2012,제주국제대학교,공학계열,10,1793300
2012,제주국제대학교,의학계열,12,1286900
2012,중앙대학교 _제2캠퍼스,인문사회계열,52,4288600
2012,중앙대학교 _제2캠퍼스,공학계열,25,5005900
2012,중앙대학교 _제2캠퍼스,자연과학계열,20,5298300
2012,중앙대학교 _제2캠퍼스,공학계열,13,4216600
2012,중앙대학교 _제2캠퍼스,자연과학계열,94,2883000
2012,충남대학교,공학계열,32,2092500
2012,충남대학교,인문사회계열,29,0
2012,충남대학교,자연과학계열,11,2567200
2012,충남대학교,자연과학계열,81,2629100
2012,평택대학교,공학계열,20,195200
2012,한국공학대학교,공학계열,18,1245500
2012,한국국제대학교,공학계열,46,574200
2012,한라대학교,의학계열,20,4549000
2012,한신대학교,공학계열,39,1404900
2012,한일장신대학교,인문사회계열,21,3587300
2012,한중대학교,인문사회계열,19,5181500
2012,호서대학교,자연과학계열,33,3057800
2012,호서대학교,예체능계열,28,1137200
2012,호서대학교,인문사회계열,46,2095000
2012,호서대학교,공학계열,44,1556500
2012,호서대학교,공학계열,43,1085900
2012,호서대학교,인문사회계열,40,1471300
2012,호서대학교,의학계열,40,2090700
2012,홍익대학교(세종) _분교,인문사회계열,65,2539300
2012,가야대학교(김해),인문사회계열,269,1980900
2012,가야대학교(김해),의학계열,178,2137300
2012,가야대학교(김해),의학계열,165,1935500
2012,가야대학교(김해),자연과학계열,142,1869900
2012,가천대학교,인문사회계열,18,1658600
2012,가천대학교,공학계열,16,3972300
2012,가천대학교,인문사회계열,50,9379800
2012,가천대학교,자연과학계열,41,1560000
2012,가천대학교,자연과학계열,13,3221200
2012,가천대학교,공학계열,11,2115300
2012,가천대학교,예체능계열,181,2113900
2012,가천대학교,공학계열,188,2473400
2012,가천대학교,공학계열,188,2247700
2012,가천대학교,예체능계열,193,2107600
2012,가천대학교,예체능계열,144,1934300
2012,가천대학교,예체능계열,152,2140700
2012,가천대학교,의학계열,101,2554600
2012,가천대학교,의학계열,92,3085100
2012,가천대학교,의학계열,84,3041700
2012,가천대학교,인문사회계열,125,3943100
2012,가천대학교,의학계열,105,2932600
2012,가천대학교,의학계열,82,2678700
2012,가천대학교,예체능계열,75,2978600
2012,가천대학교,예체능계열,78,2998800
2012,가천대학교,의학계열,77,3527000
2012,가천대학교,자연과학계열,77,2393900
2012,가천대학교,인문사회계열,272,2793300
2012,가천대학교,예체능계열,138,0
2012,가천대학교,인문사회계열,140,2411500
2012,가천대학교,의학계열,151,3382200
2012,가천대학교,의학계열,179,2656500
2012,가천대학교,인문사회계열,67,4677800
2012,가천대학교,인문사회계열,30,5828100
2012,가천대학교,공학계열,29,3370600
2012,가천대학교,인문사회계열,25,6988900
2012,가톨릭대학교,자연과학계열,173,2924800
2012,가톨릭대학교,공학계열,86,2374500
2012,가톨릭대학교,공학계열,62,3617200
2012,가톨릭대학교,인문사회계열,116,1914200
2012,가톨릭대학교,자연과학계열,160,3332200
2012,가톨릭대학교,인문사회계열,137,2208300
2012,가톨릭대학교,자연과학계열,127,2195000
2012,가톨릭대학교 _제3캠퍼스,인문사회계열,239,5084200
2012,감리교신학대학교,인문사회계열,420,2887200
2012,감리교신학대학교,인문사회계열,218,2464400
2012,강남대학교,인문사회계열,64,2512900
2012,강남대학교,공학계열,24,1934600
2012,강남대학교,공학계열,18,2610600
2012,강서대학교,인문사회계열,54,2595800
2012,강서대학교,인문사회계열,133,3147100
2012,강원대학교,자연과학계열,136,1905900
2012,강원대학교,인문사회계열,138,2208700
2012,강원대학교,자연과학계열,124,1547700
2012,강원대학교,공학계열,82,1910300
2012,강원대학교,자연과학계열,113,1916000
2012,강원대학교,공학계열,116,2109700
2012,강원대학교,공학계열,121,1911700
2012,강원대학교,자연과학계열,187,3239400
2012,강원대학교,자연과학계열,148,1883600
2012,강원대학교,인문사회계열,149,2196400
2012,강원대학교,공학계열,157,2462400
2012,강원대학교,공학계열,161,1926000
2012,강원대학교,인문사회계열,70,2049200
2012,강원대학교,공학계열,28,1321900
2012,강원대학교,공학계열,42,1449300
2012,강원대학교 _제2캠퍼스,공학계열,98,4100100
2012,강원대학교 _제2캠퍼스,의학계열,103,4650800
2012,강원대학교 _제2캠퍼스,공학계열,111,1964600
2012,강원대학교 _제2캠퍼스,의학계열,161,3930300
2012,강원대학교 _제2캠퍼스,공학계열,142,1759500
2012,강원대학교 _제2캠퍼스,의학계열,128,3970200
2012,강원대학교 _제2캠퍼스,의학계열,126,4507100
2012,강원대학교 _제2캠퍼스,자연과학계열,125,3425700
2012,강원대학교 _제2캠퍼스,예체능계열,214,2610700
2012,건국대학교,공학계열,189,2233900
2012,건국대학교,자연과학계열,183,2615900
2012,건국대학교,인문사회계열,318,2266100
2012,건국대학교,공학계열,289,2398800
2012,건국대학교,인문사회계열,251,2635100
2012,건국대학교,공학계열,161,2942400
2012,건국대학교,공학계열,11,401900
2012,건국대학교,인문사회계열,10,5360100
2012,건국대학교,자연과학계열,140,2862500
2012,건국대학교,인문사회계열,117,2626800
2012,건국대학교,공학계열,98,2418900
2012,건국대학교(글로컬) _분교,자연과학계열,125,2155100
2012,건국대학교(글로컬) _분교,공학계열,112,2167800
2012,건국대학교(글로컬) _분교,인문사회계열,101,3007900
2012,건국대학교(글로컬) _분교,공학계열,15,2898500
2012,건국대학교(글로컬) _분교,인문사회계열,53,2733200
2012,건국대학교(글로컬) _분교,인문사회계열,50,2807200
2012,건국대학교(글로컬) _분교,공학계열,41,1815200
2012,건국대학교(글로컬) _분교,자연과학계열,29,2133500
2012,건양대학교,의학계열,109,2806600
2012,건양대학교,의학계열,96,3098400
2012,건양대학교,예체능계열,93,2893200
2012,건양대학교,인문사회계열,10,6688500
2012,건양대학교,공학계열,10,6476500
2012,건양대학교,예체능계열,185,3178300
2012,건양대학교,인문사회계열,181,2901600
2012,건양대학교 _제2캠퍼스,의학계열,234,2966500
2012,건양대학교 _제2캠퍼스,의학계열,210,2510300
2012,건양대학교 _제2캠퍼스,의학계열,53,3580400
2012,건양대학교 _제2캠퍼스,의학계열,147,2527300
2012,건양대학교 _제2캠퍼스,의학계열,175,2877400
2012,경기대학교,인문사회계열,188,2471800
2012,경기대학교,공학계열,175,2448200
2012,경기대학교,자연과학계열,244,2627100
2012,경기대학교,인문사회계열,234,2434900
2012,경기대학교,인문사회계열,153,2993500
2012,경기대학교,예체능계열,87,2421800
2012,경기대학교,예체능계열,38,3843800
2012,경기대학교,예체능계열,96,3902700
2012,경기대학교,공학계열,106,4085600
2012,경기대학교,인문사회계열,136,3498900
2012,경기대학교,공학계열,44,3066800
2012,경기대학교 _제2캠퍼스,예체능계열,111,3101000
2012,경남과학기술대학교,자연과학계열,74,2650300
2012,경남과학기술대학교,의학계열,50,1862600
2012,경남과학기술대학교,의학계열,46,2591800
2012,경남과학기술대학교,의학계열,13,2666600
2012,경남과학기술대학교,공학계열,34,1897500
2012,경남과학기술대학교,공학계열,77,1958400
2012,경남과학기술대학교,공학계열,59,2362200
2012,경남과학기술대학교,공학계열,136,2378600
2012,경남과학기술대학교,의학계열,87,2770100
2012,경남대학교,인문사회계열,326,2479900
2012,경남대학교,인문사회계열,133,1561800
2012,경남대학교,자연과학계열,173,2372600
2012,경남대학교,인문사회계열,86,1662200
2012,경동대학교,인문사회계열,40,2620200
2012,경동대학교,인문사회계열,72,2782800
2012,경동대학교,의학계열,78,3416700
2012,경동대학교,의학계열,80,3653100
2012,경동대학교,공학계열,192,3328600
2012,경동대학교,의학계열,179,3226100
2012,경동대학교,예체능계열,130,3241200
2012,경동대학교 _제2캠퍼스,자연과학계열,54,2994000
2012,경동대학교 _제3캠퍼스,의학계열,167,3990800
2012,경북대학교,공학계열,67,2485900
2012,경북대학교,인문사회계열,86,3104800
2012,경북대학교,공학계열,108,2109300
2012,경북대학교,공학계열,52,2835200
2012,경북대학교,공학계열,51,1823600
2012,경북대학교,공학계열,74,2301300
2012,경북대학교,공학계열,74,3311500
2012,경북대학교,예체능계열,209,2616400
2012,경북대학교,인문사회계열,204,2319900
2012,경북대학교,인문사회계열,194,2076600
2012,경북대학교,자연과학계열,135,2743300
2012,경북대학교,자연과학계열,158,2522400
2012,경북대학교,인문사회계열,157,2425300
2012,경북대학교,자연과학계열,50,3088100
2012,경북대학교,공학계열,17,3679400
2012,경북대학교,자연과학계열,11,342700
2012,경북대학교,공학계열,48,3253300
2012,경북대학교,공학계열,48,2769000
2012,경북대학교,자연과학계열,46,1940400
2012,경북대학교,공학계열,42,2678600
2012,경북대학교,공학계열,36,3137100
2012,경북대학교,의학계열,21,3703400
2012,경북대학교,인문사회계열,31,7354400
2012,경북대학교,인문사회계열,36,6811300
2012,경상국립대학교,자연과학계열,82,2171900
2012,경상국립대학교,자연과학계열,75,2005600
2012,경상국립대학교,자연과학계열,70,2248500
2012,경상국립대학교,자연과학계열,68,2127500
2012,경상국립대학교,공학계열,142,2809000
2012,경상국립대학교,자연과학계열,129,2397600
2012,경상국립대학교,자연과학계열,122,2434100
2012,경상국립대학교,인문사회계열,171,2032000
2012,경상국립대학교,인문사회계열,157,2086300
2012,경성대학교,공학계열,195,2322500
2012,경성대학교,자연과학계열,190,2332300
2012,경성대학교,인문사회계열,153,2532000
2012,경성대학교,인문사회계열,53,2772100
2012,경성대학교,인문사회계열,87,2866600
2012,경성대학교,인문사회계열,89,3018600
2012,경성대학교,예체능계열,90,3912800
2012,경성대학교,인문사회계열,95,2242900
2012,경운대학교,인문사회계열,48,3719000
2012,경운대학교,공학계열,50,4593100
2012,경운대학교,공학계열,56,4169100
2012,경운대학교,의학계열,65,2566400
2012,경운대학교,의학계열,92,2335700
2012,경운대학교,인문사회계열,92,3460900
2012,경운대학교,의학계열,19,3512200
2012,경운대학교,인문사회계열,21,6524900
2012,경운대학교(산업대),인문사회계열,24,5051200
2012,경운대학교(산업대),인문사회계열,14,311700
2012,경운대학교(산업대),인문사회계열,13,4713800
2012,경운대학교(산업대),공학계열,79,4033600
2012,경운대학교(산업대),의학계열,86,3255200
2012,경운대학교(산업대),의학계열,86,2286400
2012,경운대학교(산업대),의학계열,88,2534400
2012,경운대학교(산업대),공학계열,93,4201100
2012,경운대학교(산업대),인문사회계열,341,3835400
2012,경운대학교(산업대),자연과학계열,78,3752400
2012,경운대학교(산업대),인문사회계열,33,3666600
