기준년도,학교,계열,학생정원,재학생,전임교원,전임교원1인당학생정원,전임교원1인당재학생
,,인문ㆍ사회계열,"2,021","2,021",69,29.29,29.29
,,예ㆍ체능계열,556,504,19,29.26,26.53
,동의대학교,예ㆍ체능계열,"1,713","1,597",59,29.03,27.07
,,공학계열,"5,003","5,033",174,28.75,28.93
,,자연과학계열,"2,772","2,665",91,30.46,29.29
,,인문ㆍ사회계열,"6,849","7,405",241,28.42,30.73
,,의학계열,264,260,35,7.54,7.43
,루터대학교,인문ㆍ사회계열,505,457,17,29.71,26.88
,,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,명지대학교,인문ㆍ사회계열,707,723,41,17.24,17.63
,,공학계열,"4,541","4,944",177,25.66,27.93
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,590","1,660",56,28.39,29.64
,,자연과학계열,944,975,56,16.86,17.41
,명지대학교 _제2캠퍼스,인문ㆍ사회계열,"6,011","7,686",230,26.13,33.42
,,예ㆍ체능계열,"1,089",826,15,72.6,55.07
,,자연과학계열,70,45,2,35,22.5
,,의학계열,0,0,0,0,0
,,공학계열,206,184,4,51.5,46
,목원대학교,예ㆍ체능계열,"2,445","2,472",78,31.35,31.69
,,인문ㆍ사회계열,"4,307","4,528",135,31.9,33.54
,,자연과학계열,"1,052","1,073",36,29.22,29.81
,,공학계열,"1,412","1,397",52,27.15,26.87
,,의학계열,0,0,0,0,0
,목포가톨릭대학교,인문ㆍ사회계열,160,155,6,26.67,25.83
,,자연과학계열,360,415,12,30,34.58
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,배재대학교,자연과학계열,"1,816","1,882",55,33.02,34.22
,,예ㆍ체능계열,"1,044",956,22,47.45,43.45
,,의학계열,0,0,0,0,0
,,공학계열,"1,847","1,882",55,33.58,34.22
,,인문ㆍ사회계열,"5,087","5,458",189,26.92,28.88
,백석대학교,예ㆍ체능계열,"2,875","2,795",108,26.62,25.88
,,의학계열,0,0,0,0,0
,,자연과학계열,"2,375","2,510",80,29.69,31.38
,,인문ㆍ사회계열,"10,185","10,556",310,32.85,34.05
,,공학계열,0,0,0,0,0
,부산가톨릭대학교,공학계열,400,379,16,25,23.69
,,의학계열,0,0,0,0,0
,,자연과학계열,"2,478","2,809",73,33.95,38.48
,,인문ㆍ사회계열,"1,093","1,053",52,21.02,20.25
,,예ㆍ체능계열,0,0,0,0,0
,부산교육대학교,자연과학계열,841,830,23,36.57,36.09
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,557,575,18,30.94,31.94
,,인문ㆍ사회계열,"1,530","1,473",40,38.25,36.83
,,의학계열,0,0,0,0,0
,부산대학교,자연과학계열,"5,772","5,984",229,25.21,26.13
,,예ㆍ체능계열,"1,908","2,097",61,31.28,34.38
,,인문ㆍ사회계열,"10,761","12,020",361,29.81,33.3
,,공학계열,"9,636","10,446",312,30.88,33.48
,,의학계열,"3,003","2,882",387,7.76,7.45
,부산외국어대학교,공학계열,708,581,23,30.78,25.26
,,예ㆍ체능계열,356,287,3,118.67,95.67
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"7,701","8,798",265,29.06,33.2
,,자연과학계열,30,21,1,30,21
,부산장신대학교,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,698,632,23,30.35,27.48
,삼육대학교,예ㆍ체능계열,768,852,22,34.91,38.73
,,의학계열,0,0,0,0,0
,,공학계열,664,733,21,31.62,34.9
,,자연과학계열,"2,156","2,306",59,36.54,39.08
,,인문ㆍ사회계열,"2,121","2,288",101,21,22.65
,상명대학교,인문ㆍ사회계열,"3,528","4,590",141,25.02,32.55
,,자연과학계열,"1,715","2,020",67,25.6,30.15
,,공학계열,333,390,12,27.75,32.5
,,예ㆍ체능계열,"1,554","1,533",43,36.14,35.65
,,의학계열,0,0,0,0,0
,상명대학교(천안) _분교,인문ㆍ사회계열,"1,422","1,540",63,22.57,24.44
,,자연과학계열,586,591,22,26.64,26.86
,,공학계열,"1,239","1,213",45,27.53,26.96
,,예ㆍ체능계열,"2,603","2,987",87,29.92,34.33
,,의학계열,0,0,0,0,0
,상지대학교,의학계열,283,265,10,28.3,26.5
,,공학계열,"1,141",997,35,32.6,28.49
,,자연과학계열,"2,115","1,924",72,29.38,26.72
,,인문ㆍ사회계열,"4,271","3,611",134,31.87,26.95
,,예ㆍ체능계열,886,795,26,34.08,30.58
,서강대학교,인문ㆍ사회계열,"8,804","8,781",273,32.25,32.16
,,공학계열,"3,011","2,766",97,31.04,28.52
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,"1,214","1,205",64,18.97,18.83
,서경대학교,인문ㆍ사회계열,"2,264","2,621",121,18.71,21.66
,,예ㆍ체능계열,"2,049","2,016",39,52.54,51.69
,,자연과학계열,320,356,12,26.67,29.67
,,공학계열,"1,649","1,865",50,32.98,37.3
,,의학계열,0,0,0,0,0
,서남대학교,의학계열,244,194,81,3.01,2.4
,,인문ㆍ사회계열,900,120,6,150,20
,,공학계열,98,6,0,0,0
,,예ㆍ체능계열,522,111,6,87,18.5
,,자연과학계열,"1,368",633,31,44.13,20.42
,서남대학교 _제2캠퍼스,자연과학계열,685,227,30,22.83,7.57
,,인문ㆍ사회계열,"1,666",237,39,42.72,6.08
,,의학계열,0,0,0,0,0
,,공학계열,520,126,32,16.25,3.94
,,예ㆍ체능계열,301,145,6,50.17,24.17
,서울과학기술대학교,의학계열,0,0,0,0,0
,,공학계열,"7,636","6,877",242,31.55,28.42
,,예ㆍ체능계열,"1,331","1,358",42,31.69,32.33
,,인문ㆍ사회계열,"1,709","1,419",62,27.56,22.89
,,자연과학계열,702,674,23,30.52,29.3
,서울과학기술대학교(산업대),인문ㆍ사회계열,0,253,0,0,0
,,자연과학계열,0,127,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,227,0,0,0
,,공학계열,0,"1,914",0,0,0
,서울교육대학교,인문ㆍ사회계열,"2,825","2,928",96,29.43,30.5
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,324,321,0,0,0
,,자연과학계열,845,709,0,0,0
,,공학계열,0,0,0,0,0
,서울기독대학교,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,204,185,9,22.67,20.56
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,881,663,23,38.3,28.83
,서울대학교,인문ㆍ사회계열,"10,414","12,912",625,16.66,20.66
,,자연과학계열,"8,163","8,664",524,15.58,16.53
,,공학계열,"7,615","8,300",338,22.53,24.56
,,의학계열,"3,356","3,562",667,5.03,5.34
,,예ㆍ체능계열,"1,554","1,900",94,16.53,20.21
,서울시립대학교,공학계열,"4,097","4,536",153,26.78,29.65
,,예ㆍ체능계열,719,737,31,23.19,23.77
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"5,110","6,236",185,27.62,33.71
,,자연과학계열,"1,035","1,105",49,21.12,22.55
,서울신학대학교,예ㆍ체능계열,420,433,15,28,28.87
,,인문ㆍ사회계열,"3,126","3,244",84,37.21,38.62
,,자연과학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,서울여자대학교,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"4,472","4,895",149,30.01,32.85
,,자연과학계열,"2,363","2,537",71,33.28,35.73
,,예ㆍ체능계열,816,849,22,37.09,38.59
,서울장신대학교,예ㆍ체능계열,141,130,8,17.63,16.25
,,의학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,860,878,29,29.66,30.28
,,공학계열,0,0,0,0,0
,서울한영대학교,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,"1,057","1,128",39,27.1,28.92
,,예ㆍ체능계열,69,59,4,17.25,14.75
,,의학계열,0,0,0,0,0
,서원대학교,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"3,725","4,166",139,26.8,29.97
,,예ㆍ체능계열,943,971,32,29.47,30.34
,,자연과학계열,"1,095","1,144",30,36.5,38.13
,,공학계열,"1,407","1,268",35,40.2,36.23
,선문대학교,예ㆍ체능계열,661,616,14,47.21,44
,,인문ㆍ사회계열,"4,925","5,314",171,28.8,31.08
,,의학계열,0,0,0,0,0
,,공학계열,"3,008","2,955",128,23.5,23.09
,,자연과학계열,"1,331","1,376",31,42.94,44.39
,성결대학교,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,"4,041","4,205",153,26.41,27.48
,,공학계열,"1,240","1,246",31,40,40.19
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,771,825,24,32.13,34.38
,성공회대학교,인문ㆍ사회계열,"2,229","2,130",69,32.3,30.87
,,자연과학계열,0,0,0,0,0
,,공학계열,584,567,15,38.93,37.8
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,성균관대학교,의학계열,741,658,478,1.55,1.38
,,예ㆍ체능계열,"1,748","2,066",38,46,54.37
,,공학계열,"7,132","8,611",291,24.51,29.59
,,자연과학계열,"2,911","2,836",195,14.93,14.54
,,인문ㆍ사회계열,"12,835","15,588",424,30.27,36.76
,성신여자대학교,인문ㆍ사회계열,"5,546","5,799",182,30.47,31.86
,,자연과학계열,"2,041","2,169",64,31.89,33.89
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"2,900","2,785",86,33.72,32.38
,,공학계열,0,0,0,0,0
,세명대학교,자연과학계열,"2,220","2,251",66,33.64,34.11
,,인문ㆍ사회계열,"3,924","3,932",136,28.85,28.91
,,공학계열,"1,197","1,166",34,35.21,34.29
,,의학계열,197,191,17,11.59,11.24
,,예ㆍ체능계열,913,919,27,33.81,34.04
,세종대학교,예ㆍ체능계열,"2,228","2,159",31,71.87,69.65
,,의학계열,0,0,0,0,0
,,공학계열,"5,381","6,056",217,24.8,27.91
,,자연과학계열,842,850,41,20.54,20.73
,,인문ㆍ사회계열,"4,575","5,365",158,28.96,33.96
,세한대학교,의학계열,0,0,0,0,0
,,자연과학계열,860,837,26,33.08,32.19
,,인문ㆍ사회계열,"1,578","1,671",67,23.55,24.94
,,공학계열,295,226,8,36.88,28.25
,,예ㆍ체능계열,"1,780","1,574",46,38.7,34.22
,세한대학교 _제2캠퍼스,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,송원대학교,공학계열,690,452,31,22.26,14.58
,,자연과학계열,737,654,18,40.94,36.33
,,인문ㆍ사회계열,"1,363","1,115",58,23.5,19.22
,,예ㆍ체능계열,483,381,15,32.2,25.4
,,의학계열,0,0,0,0,0
,수원가톨릭대학교,인문ㆍ사회계열,472,224,12,39.33,18.67
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,수원대학교,공학계열,"3,363","3,336",88,38.22,37.91
,,자연과학계열,"1,619","1,597",47,34.45,33.98
,,예ㆍ체능계열,"2,705","2,406",57,47.46,42.21
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"4,131","3,904",202,20.45,19.33
,숙명여자대학교,자연과학계열,"2,721","2,405",94,28.95,25.59
,,공학계열,134,268,17,7.88,15.76
,,인문ㆍ사회계열,"7,936","8,400",294,26.99,28.57
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"2,288","2,219",61,37.51,36.38
,순복음총회신학교,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,52,39,2,26,19.5
,,인문ㆍ사회계열,334,306,13,25.69,23.54
,,자연과학계열,0,0,0,0,0
,순천향대학교,의학계열,613,600,463,1.32,1.3
,,자연과학계열,"2,556","2,541",117,21.85,21.72
,,예ㆍ체능계열,"1,016",937,24,42.33,39.04
,,인문ㆍ사회계열,"4,824","5,175",163,29.6,31.75
,,공학계열,"2,810","2,816",89,31.57,31.64
,숭실대학교,공학계열,"5,871","6,428",181,32.44,35.51
,,자연과학계열,"1,054","1,064",46,22.91,23.13
,,예ㆍ체능계열,274,268,8,34.25,33.5
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"7,044","8,624",259,27.2,33.3
,신경주대학교,의학계열,0,0,0,0,0
,,자연과학계열,"1,135","1,084",38,29.87,28.53
,,인문ㆍ사회계열,"2,504","1,031",72,34.78,14.32
,,공학계열,19,30,6,3.17,5
,,예ㆍ체능계열,588,225,13,45.23,17.31
,신라대학교,예ㆍ체능계열,"1,115","1,099",29,38.45,37.9
,,인문ㆍ사회계열,"5,422","5,892",195,27.81,30.22
,,공학계열,"1,551","1,454",52,29.83,27.96
,,의학계열,0,0,0,0,0
,,자연과학계열,"1,976","2,083",71,27.83,29.34
,신한대학교,의학계열,0,0,0,0,0
,,공학계열,519,581,27,19.22,21.52
,,인문ㆍ사회계열,294,342,8,36.75,42.75
,,예ㆍ체능계열,18,0,0,0,0
,,자연과학계열,303,364,12,25.25,30.33
,신한대학교 _제2캠퍼스,공학계열,210,216,8,26.25,27
,,자연과학계열,"1,170","1,493",54,21.67,27.65
,,인문ㆍ사회계열,"1,455","1,798",74,19.66,24.3
,,예ㆍ체능계열,525,568,21,25,27.05
,,의학계열,0,0,0,0,0
,아신대학교,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"2,014","1,747",60,33.57,29.12
,,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,아주대학교,공학계열,"6,728","7,492",194,34.68,38.62
,,자연과학계열,"1,856","1,873",138,13.45,13.57
,,인문ㆍ사회계열,"5,231","6,453",174,30.06,37.09
,,의학계열,409,397,182,2.25,2.18
,,예ㆍ체능계열,0,0,0,0,0
,안양대학교,예ㆍ체능계열,610,537,19,32.11,28.26
,,의학계열,0,0,0,0,0
,,공학계열,"1,378","1,387",50,27.56,27.74
,,인문ㆍ사회계열,"3,257","2,758",102,31.93,27.04
,,자연과학계열,417,400,8,52.13,50
,안양대학교 _제2캠퍼스,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,280,227,8,35,28.38
,,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,공학계열,280,221,9,31.11,24.56
,연세대학교,예ㆍ체능계열,"1,174","1,409",42,27.95,33.55
,,의학계열,"1,629","2,242",520,3.13,4.31
,,인문ㆍ사회계열,"15,212","18,386",512,29.71,35.91
,,자연과학계열,"5,493","6,062",316,17.38,19.18
,,공학계열,"7,614","8,213",258,29.51,31.83
,연세대학교(미래) _분교,인문ㆍ사회계열,"2,753","3,345",94,29.29,35.59
,,자연과학계열,"2,657","3,196",114,23.31,28.04
,,공학계열,937,"1,163",41,22.85,28.37
,,의학계열,372,423,124,3,3.41
,,예ㆍ체능계열,0,0,0,0,0
,영남대학교,예ㆍ체능계열,"2,542","2,436",54,47.07,45.11
,,의학계열,510,524,133,3.83,3.94
,,공학계열,"6,228","7,445",233,26.73,31.95
,,인문ㆍ사회계열,"10,564","12,004",339,31.16,35.41
,,자연과학계열,"4,658","4,283",184,25.32,23.28
,영남신학대학교,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"1,029",844,33,31.18,25.58
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,영산대학교,예ㆍ체능계열,220,193,4,55,48.25
,,공학계열,998,850,25,39.92,34
,,인문ㆍ사회계열,"1,320","1,433",76,17.37,18.86
,,자연과학계열,659,738,18,36.61,41
,,의학계열,0,0,0,0,0
,영산대학교 _제2캠퍼스,예ㆍ체능계열,"1,197","1,287",39,30.69,33
,,의학계열,0,0,0,0,0
,,자연과학계열,567,674,18,31.5,37.44
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,"1,826","2,263",63,28.98,35.92
,영산대학교(산업대),인문ㆍ사회계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,영산대학교(산업대) _제2캠퍼스,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,영산선학대학교,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,200,38,14,14.29,2.71
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,예수대학교,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,76,77,4,19,19.25
,,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,472,502,20,23.6,25.1
,,의학계열,0,0,0,0,0
,예원예술대학교,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,693,558,40,17.33,13.95
,,인문ㆍ사회계열,192,123,16,12,7.69
,예원예술대학교 _제2캠퍼스,공학계열,0,0,0,0,0
,,예ㆍ체능계열,516,540,18,28.67,30
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,용인대학교,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,"3,617","3,774",97,37.29,38.91
,,자연과학계열,"1,206","1,274",33,36.55,38.61
,,인문ㆍ사회계열,"2,259","2,306",101,22.37,22.83
,우석대학교,의학계열,157,161,12,13.08,13.42
,,공학계열,"1,283","1,224",38,33.76,32.21
,,자연과학계열,"2,278","2,355",72,31.64,32.71
,,인문ㆍ사회계열,"3,338","3,605",105,31.79,34.33
,,예ㆍ체능계열,"1,402","1,325",36,38.94,36.81
,우송대학교,예ㆍ체능계열,939,"1,043",19,49.42,54.89
,,의학계열,0,0,0,0,0
,,자연과학계열,"1,678","1,736",33,50.85,52.61
,,인문ㆍ사회계열,"4,021","4,999",193,20.83,25.9
,,공학계열,"2,143","2,169",49,43.73,44.27
,우송대학교(산업대),인문ㆍ사회계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,울산과학기술원,예ㆍ체능계열,0,0,0,0,0
,,공학계열,"4,213","3,857",189,22.29,20.41
,,자연과학계열,954,813,49,19.47,16.59
,,인문ㆍ사회계열,469,480,28,16.75,17.14
,,의학계열,0,0,0,0,0
,울산대학교,의학계열,786,687,624,1.26,1.1
,,자연과학계열,"2,909","2,783",148,19.66,18.8
,,인문ㆍ사회계열,"4,877","5,104",129,37.81,39.57
,,공학계열,"4,550","5,296",163,27.91,32.49
,,예ㆍ체능계열,"1,429","1,336",38,37.61,35.16
,원광대학교,인문ㆍ사회계열,"7,640","7,924",213,35.87,37.2
,,공학계열,"2,668","2,641",64,41.69,41.27
,,자연과학계열,"4,662","4,343",197,23.66,22.05
,,의학계열,"1,331","1,322",200,6.66,6.61
,,예ㆍ체능계열,"1,974","1,775",48,41.13,36.98
,위덕대학교,예ㆍ체능계열,270,210,7,38.57,30
,,의학계열,0,0,0,0,0
,,공학계열,783,619,27,29,22.93
,,인문ㆍ사회계열,"1,954","1,845",68,28.74,27.13
,,자연과학계열,948,895,28,33.86,31.96
,유원대학교,자연과학계열,"1,477","1,395",40,36.93,34.88
,,인문ㆍ사회계열,"1,675","1,535",60,27.92,25.58
,,예ㆍ체능계열,377,249,12,31.42,20.75
,,의학계열,0,0,0,0,0
,,공학계열,880,665,25,35.2,26.6
,을지대학교,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,42,45,1,42,45
,,자연과학계열,823,844,40,20.58,21.1
,,의학계열,214,245,214,1,1.14
,,예ㆍ체능계열,0,0,0,0,0
,을지대학교 _제2캠퍼스,자연과학계열,"3,188","3,357",97,32.87,34.61
,,인문ㆍ사회계열,800,788,38,21.05,20.74
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,이화여자대학교,예ㆍ체능계열,"4,136","4,358",98,42.2,44.47
,,의학계열,960,758,204,4.71,3.72
,,자연과학계열,"4,419","4,548",179,24.69,25.41
,,공학계열,"1,552","1,585",67,23.16,23.66
,,인문ㆍ사회계열,"12,044","13,507",453,26.59,29.82
,인제대학교,공학계열,"2,213","2,068",74,29.91,27.95
,,자연과학계열,"3,114","3,368",149,20.9,22.6
,,인문ㆍ사회계열,"4,427","4,400",131,33.79,33.59
,,예ㆍ체능계열,986,986,27,36.52,36.52
,,의학계열,236,223,0,0,0
,인제대학교 _제2캠퍼스,의학계열,372,409,606,0.61,0.67
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,,자연과학계열,320,483,13,24.62,37.15
,인천가톨릭대학교,인문ㆍ사회계열,230,153,20,11.5,7.65
,,의학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,인천가톨릭대학교 _제2캠퍼스,인문ㆍ사회계열,0,0,0,0,0
,,자연과학계열,120,113,4,30,28.25
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,690,653,21,32.86,31.1
,,공학계열,0,0,0,0,0
,인천대학교,인문ㆍ사회계열,"5,436","6,135",199,27.32,30.83
,,예ㆍ체능계열,"1,046","1,128",37,28.27,30.49
,,자연과학계열,"1,392","1,515",60,23.2,25.25
,,공학계열,"4,895","5,653",175,27.97,32.3
,,의학계열,0,0,0,0,0
,인하대학교,예ㆍ체능계열,639,611,13,49.15,47
,,의학계열,503,515,156,3.22,3.3
,,공학계열,"7,901","9,726",247,31.99,39.38
,,자연과학계열,"1,750","1,819",133,13.16,13.68
,,인문ㆍ사회계열,"8,828","9,746",290,30.44,33.61
,장로회신학대학교,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,"2,744","2,785",68,40.35,40.96
,,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,327,288,10,32.7,28.8
,전남대학교,예ㆍ체능계열,"1,162","1,305",39,29.79,33.46
,,인문ㆍ사회계열,"8,360","9,197",307,27.23,29.96
,,자연과학계열,"6,368","6,818",267,23.85,25.54
,,공학계열,"4,757","5,189",177,26.88,29.32
,,의학계열,"2,236","2,118",313,7.14,6.77
,전남대학교 _제2캠퍼스,인문ㆍ사회계열,879,794,38,23.13,20.89
,,자연과학계열,"1,291","1,051",57,22.65,18.44
,,공학계열,"1,274","1,077",68,18.74,15.84
,,예ㆍ체능계열,138,65,0,0,0
,,의학계열,0,0,0,0,0
,전북대학교,인문ㆍ사회계열,"7,448","8,337",290,25.68,28.75
,,자연과학계열,"6,280","6,451",241,26.06,26.77
,,공학계열,"6,699","7,447",241,27.8,30.9
,,의학계열,"1,803","1,829",231,7.81,7.92
,,예ㆍ체능계열,"1,093","1,064",32,34.16,33.25
,전주교육대학교,인문ㆍ사회계열,"1,187",683,28,42.39,24.39
,,자연과학계열,375,436,17,22.06,25.65
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,283,405,13,21.77,31.15
,전주대학교,자연과학계열,"2,279","2,340",65,35.06,36
,,의학계열,0,0,0,0,0
,,공학계열,"2,277","2,100",67,33.99,31.34
,,인문ㆍ사회계열,"5,912","6,544",189,31.28,34.62
,,예ㆍ체능계열,"1,704","1,699",47,36.26,36.15
,정석대학,인문ㆍ사회계열,50,46,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,공학계열,150,45,0,0,0
,,의학계열,0,0,0,0,0
,제주국제대학교,자연과학계열,105,40,4,26.25,10
,,인문ㆍ사회계열,"1,828",955,48,38.08,19.9
,,예ㆍ체능계열,801,390,19,42.16,20.53
,,의학계열,0,0,0,0,0
,,공학계열,870,464,23,37.83,20.17
,제주대학교,예ㆍ체능계열,970,936,29,33.45,32.28
