기준년도,설립구분,지역,학교명,대계열,중도탈락률(%),신입생_충원율(%),신입생_경쟁률,신입생_충원율_평균_지역기준,신입생_충원율_표준편차_지역기준,신입생_충원안정성비율_지역기준,전임교원1인당재학생,취업률(%),진로진출률(%),졸업자대비진로성취(%),재학생1인당전임교원,1인당장학금,진학률(%),등록금,수도권여부,신입생_충원율_평균_수도권여부기준,신입생_충원율_편차_수도권여부기준,신입생_충원율_표준편차_수도권여부기준,신입생_충원안정성비율_수도권여부기준,재학생충원율_평균_지역기준_,재학생충원율_표준편차_지역기준_,재학생충원율_편차_지역기준,재학생충원안정성비율_지역기준,재학생충원율_평균_수도권여부기준,재학생충원율_표준편차_수도권여부기준,재학생충원율_편차_수도권여부기준,재학생충원안정성비율_수도권여부기준,재학생충원율,신입생_충원율_편차_지역구분,1인당장학금대비취업률(단위보정)
2015,사립,광주,남부대학교,예체능계열,16.64,96.63,3.26,99.3288,1.2957,0.013,39.15,43.48,52.02,45.12,0.025540275,3812076.104,8.64,7389600,비수도권,97.98565728,-1.355657277,8.211473074,0.165093067,88.35,11.36246955,-6.45,0.567658287,100.882774,23.42239918,-18.98277405,0.81045387,81.9,-2.6988,11.40585833
2015,사립,광주,남부대학교,인문사회계열,6.23,100,6.94,99.635,0.6172,0.0062,26.97,51.97,52.68,47.86,0.037078652,3071968.354,0.71,6416400,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,99.75,14.16060935,3.75,0.264819112,100.882774,23.42239918,2.617225951,0.111740302,103.5,0.365,16.91749198
2015,사립,광주,남부대학교,자연과학계열,5.46,99.28,5.67,99.485,0.3892,0.0039,33.43,55.33,57.45,52.91,0.029910269,3135594.505,2.12,6906909.091,비수도권,97.98565728,1.294342723,8.211473074,0.15762613,100.1333333,6.330455487,5.666666667,0.895143593,100.882774,23.42239918,4.917225951,0.209936903,105.8,-0.205,17.64577655
2015,사립,충남,남서울대학교,공학계열,3.81,100,6.15,95.905,13.7365,0.1432,19.7,,,,0.050773994,4279389.704,,8984000,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,107.84,22.800692,-46.54,2.041166119,100.882774,23.42239918,-39.58277405,1.689953866,61.3,4.095,
2015,사립,충남,남서울대학교,예체능계열,2.98,100,10.03,97.5493,6.5432,0.0671,22,,,,0.045454545,5175387.005,,9114000,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,99.52727273,15.89107239,-28.52727273,1.79517606,100.882774,23.42239918,-29.88277405,1.275820373,71,2.4507,
2015,사립,충남,남서울대학교,인문사회계열,3.19,100,6.31,92.5525,21.4964,0.2323,23.37,,,,0.042797975,4565018.573,,7531333.333,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,109.5230769,15.60502878,-27.22307692,1.744506679,100.882774,23.42239918,-18.58277405,0.7933762,82.3,7.4475,
2015,사립,충남,남서울대학교,자연과학계열,1.68,100,10.99,95.3223,13.974,0.1466,29.68,100,100,100,0.033692722,5122673.045,0,9231428.571,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,101.7545455,7.634050515,-6.554545455,0.858593409,100.882774,23.42239918,-5.682774049,0.242621347,95.2,4.6777,19.52105846
2015,사립,경기,단국대학교,공학계열,2.79,99.38,11.16,99.2791,0.8977,0.009,30.66,63.38,75.49,67.09,0.032616574,2838366.413,12.11,9844333.333,수도권,96.73019455,2.649805447,12.66674819,0.209193821,105.685,19.89417463,11.815,0.593892444,109.0838462,25.57687422,8.416153846,0.32905326,117.5,0.1009,22.32974563
2015,사립,경기,단국대학교,예체능계열,3.35,99.74,15.34,99.5135,1.4148,0.0142,30.47,30.79,43.43,38.15,0.032817628,3475611.006,12.64,9904769.231,수도권,96.73019455,3.009805447,12.66674819,0.23761469,100.7956522,12.68282583,4.004347826,0.315729939,109.0838462,25.57687422,-4.283846154,0.167489042,104.8,0.2265,8.858874007
2015,사립,경기,단국대학교,인문사회계열,2.52,99.82,13.87,96.6897,11.8408,0.1225,35.11,47.38,50.96,48.17,0.028482766,2843433.563,3.58,7646833.333,수도권,96.73019455,3.089805447,12.66674819,0.243930439,112.5354839,39.84026061,24.46451613,0.614065163,109.0838462,25.57687422,27.91615385,1.091460732,137,3.1303,16.66295306
2015,사립,경기,단국대학교,자연과학계열,2.83,98.33,11.15,99.3238,1.1293,0.0114,20.71,34.08,53.21,46.57,0.048275862,3066368.783,19.13,8845142.857,수도권,96.73019455,1.599805447,12.66674819,0.126299617,106.52,11.58613509,23.48,2.026560179,109.0838462,25.57687422,20.91615385,0.817775998,130,-0.9938,11.11412306
2015,사립,충남,단국대학교 _제2캠퍼스,공학계열,3.63,99.38,7.77,95.905,13.7365,0.1432,38.24,53.27,62.79,57.44,0.026153115,2862244.78,9.52,9378833.333,비수도권,97.98565728,1.394342723,8.211473074,0.169804213,107.84,22.800692,39.56,1.73503506,100.882774,23.42239918,46.51722595,1.986014566,147.4,3.475,18.61126636
2015,사립,충남,단국대학교 _제2캠퍼스,예체능계열,3.08,99.71,15.49,97.5493,6.5432,0.0671,29.75,34.87,46.32,41.41,0.033613445,4015892.346,11.45,9449666.667,비수도권,97.98565728,1.724342723,8.211473074,0.209991887,99.52727273,15.89107239,12.07272727,0.759717593,100.882774,23.42239918,10.71722595,0.457563116,111.6,2.1607,8.683001683
2015,사립,충남,단국대학교 _제2캠퍼스,의학계열,0,,,,,,3.31,96.36,97.25,95.54,0.302496329,2680895.896,0.89,10342000,비수도권,,,,,104,1.414213562,1,0.707106781,100.882774,23.42239918,4.117225951,0.175781564,105,,35.94320844
2015,사립,충남,단국대학교 _제2캠퍼스,인문사회계열,2.82,99.74,8.72,92.5525,21.4964,0.2323,32.72,47.2,50.29,48.23,0.030563324,2995599.978,3.09,7421037.037,비수도권,97.98565728,1.754342723,8.211473074,0.213645312,109.5230769,15.60502878,21.27692308,1.363465802,100.882774,23.42239918,29.91722595,1.277291268,130.8,7.1875,15.7564429
2015,사립,충남,단국대학교 _제2캠퍼스,자연과학계열,3.09,99.8,7.29,95.3223,13.974,0.1466,20.3,51.62,68.54,59.32,0.049252192,3210540.412,16.92,9418033.333,비수도권,97.98565728,1.814342723,8.211473074,0.220952161,101.7545455,7.634050515,-1.754545455,0.229831523,100.882774,23.42239918,-0.882774049,0.037689309,100,4.4777,16.07829006
2015,사립,경북,대구가톨릭대학교,공학계열,5.1,100,7.26,96.0533,7.9516,0.0828,35.36,70.22,80.02,71.08,0.028278689,2983608.546,9.8,8265111.111,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,100.7181818,19.731083,15.28181818,0.774504784,100.882774,23.42239918,15.11722595,0.645417484,116,3.9467,23.53525904
2015,사립,경북,대구가톨릭대학교,예체능계열,5.06,100,6.6,97.0308,5.5899,0.0576,33.6,33.04,43.89,40.31,0.029761905,3475085.909,10.85,9277166.667,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,82.13333333,21.73770638,11.06666667,0.509100016,100.882774,23.42239918,-7.682774049,0.328009697,93.2,2.9692,9.50767862
2015,사립,경북,대구가톨릭대학교,의학계열,0,,,,,,1.71,97.87,97.87,97.87,0.584033613,2176100,0,9610000,비수도권,,,,,103.4333333,5.853488988,5.966666667,1.01933508,100.882774,23.42239918,8.517225951,0.363635932,109.4,,44.9749552
2015,사립,경북,대구가톨릭대학교,인문사회계열,4.64,99.7,6.22,91.986,14.7058,0.1599,29.49,48.37,53.9,48.4,0.033914596,3167204.516,5.53,6351906.977,비수도권,97.98565728,1.714342723,8.211473074,0.208774078,100.4769231,25.64033781,12.62307692,0.492313206,100.882774,23.42239918,12.21722595,0.521604378,113.1,7.714,15.27214291
2015,사립,경북,대구가톨릭대학교,자연과학계열,3.52,99.58,7.93,98.7354,1.6904,0.0171,30.48,63.9,70.63,65.47,0.032805956,3388947.788,6.73,8543958.333,비수도권,97.98565728,1.594342723,8.211473074,0.194160379,100.8583333,20.78633547,13.24166667,0.63703709,100.882774,23.42239918,13.21722595,0.564298552,114.1,0.8446,18.85541
2015,특별법법인,대구,대구경북과학기술원,자연과학계열,1.63,101.5,8.38,101.5,0,0,14.21,,,,0.070397112,2865300,,0,비수도권,97.98565728,3.514342723,8.211473074,0.427979571,89.5,,0,,100.882774,23.42239918,-11.38277405,0.485978143,89.5,0,
2015,국립,대구,대구교육대학교,인문사회계열,0.7,100,6.47,99.895,0.1485,0.0015,37.09,70.7,74.49,71.37,0.026963658,2283780.624,3.79,3781000,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,118.6,17.25340546,-12.2,0.707106781,100.882774,23.42239918,5.517225951,0.235553408,106.4,0.105,30.95743928
2015,사립,경북,대구대학교,공학계열,5.62,99.74,8.81,96.0533,7.9516,0.0828,36.2,58.01,63.32,59.32,0.027624309,2971587.816,5.31,8614000,비수도권,97.98565728,1.754342723,8.211473074,0.213645312,100.7181818,19.731083,11.58181818,0.5869834,100.882774,23.42239918,11.41722595,0.487449038,112.3,3.6867,19.52154996
2015,사립,경북,대구대학교,예체능계열,4.41,100,7.83,97.0308,5.5899,0.0576,36.52,44.33,52.04,47.9,0.027382256,3879912.907,7.71,8880000,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,82.13333333,21.73770638,22.36666667,1.028934068,100.882774,23.42239918,3.617225951,0.154434476,104.5,2.9692,11.4255142
2015,사립,경북,대구대학교,인문사회계열,4.63,99.68,6.43,91.986,14.7058,0.1599,32.25,42.41,45.1,43.12,0.03101244,2944886.632,2.69,6428000,비수도권,97.98565728,1.694342723,8.211473074,0.206338462,100.4769231,25.64033781,12.82307692,0.500113416,100.882774,23.42239918,12.41722595,0.530143213,113.3,7.694,14.40123349
2015,사립,경북,대구대학교,자연과학계열,4.56,99.6,7.72,98.7354,1.6904,0.0171,38.95,47.97,54.09,50.72,0.025673669,3399554.196,6.12,8065571.429,비수도권,97.98565728,1.614342723,8.211473074,0.196595995,100.8583333,20.78633547,1.241666667,0.059734755,100.882774,23.42239918,1.217225951,0.051968457,102.1,0.8646,14.1106737
2015,사립,경북,대구예술대학교,예체능계열,14.7,91.92,2.62,97.0308,5.5899,0.0576,30.12,25.32,30.9,29.08,0.033197832,3217212.933,5.58,8932588.235,비수도권,97.98565728,-6.065657277,8.211473074,0.738680773,82.13333333,21.73770638,-3.333333333,0.153343378,100.882774,23.42239918,-22.08277405,0.942805811,78.8,-5.1108,7.87016605
2015,사립,경북,대구한의대학교,공학계열,7.77,99.55,5.95,96.0533,7.9516,0.0828,61.42,64.89,67.85,65.93,0.016282225,3054283.418,2.96,7879529.412,비수도권,97.98565728,1.564342723,8.211473074,0.190506954,100.7181818,19.731083,1.881818182,0.095373284,100.882774,23.42239918,1.717225951,0.073315545,102.6,3.4967,21.24557257
2015,사립,경북,대구한의대학교,예체능계열,8.96,100,5.25,97.0308,5.5899,0.0576,32.18,48.72,52.38,50,0.031073446,3351714.644,3.66,8129333.333,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,82.13333333,21.73770638,17.56666667,0.808119604,100.882774,23.42239918,-1.182774049,0.050497562,99.7,2.9692,14.53584364
2015,사립,경북,대구한의대학교,의학계열,0.68,,,,,,38.29,84.11,85.01,81.98,0.026119403,2460500,0.9,9260000,비수도권,,,,,103.4333333,5.853488988,-5.733333333,0.979472814,100.882774,23.42239918,-3.182774049,0.135885911,97.7,,34.18410892
2015,사립,경북,대구한의대학교,인문사회계열,6.23,100,6.01,91.986,14.7058,0.1599,33.06,57.14,61.21,57.66,0.030248307,2714339.834,4.07,6221565.217,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,100.4769231,25.64033781,7.123076923,0.277807452,100.882774,23.42239918,6.717225951,0.286786418,107.6,8.014,21.05115921
2015,사립,경북,대구한의대학교,자연과학계열,4.98,98.81,7.62,98.7354,1.6904,0.0171,23.56,63.44,69.58,65.36,0.04245283,3516626.278,6.14,7905000,비수도권,97.98565728,0.824342723,8.211473074,0.10038914,100.8583333,20.78633547,1.741666667,0.083789019,100.882774,23.42239918,1.717225951,0.073315545,102.6,0.0746,18.04001761
2015,사립,경북,대신대학교,예체능계열,25.86,87.5,1.38,97.0308,5.5899,0.0576,10.33,11.76,29.15,26.09,0.096774194,3534512.195,17.39,7766000,비수도권,97.98565728,-10.48565728,8.211473074,1.276952038,82.13333333,21.73770638,-23.93333333,1.101005456,100.882774,23.42239918,-42.68277405,1.822305807,58.2,-9.5308,3.327191802
2015,사립,경북,대신대학교,인문사회계열,16.54,49.41,1.21,91.986,14.7058,0.1599,24.33,12.5,26.14,24.24,0.04109589,4103684.615,13.64,6460000,비수도권,97.98565728,-48.57565728,8.211473074,5.915583823,100.4769231,25.64033781,-37.67692308,1.469439418,100.882774,23.42239918,-38.08277405,1.625912604,62.8,-42.576,3.04604305
2015,사립,세종,대전가톨릭대학교,인문사회계열,4.76,37.5,0.65,77.0333,34.2565,0.4447,13.55,0,76.92,76.92,0.073825503,5762800,76.92,6260000,비수도권,97.98565728,-60.48565728,8.211473074,7.365993499,41.9,,0,,100.882774,23.42239918,-58.98277405,2.518220853,41.9,-39.5333,0
2015,사립,대전,대전대학교,공학계열,5.9,99.22,5.28,99.3333,0.2926,0.0029,28.61,53.51,60.72,56.47,0.034958602,3442197.35,7.21,8442571.429,비수도권,97.98565728,1.234342723,8.211473074,0.15031928,101.86,4.027778544,-4.06,1.007999808,100.882774,23.42239918,-3.082774049,0.131616493,97.8,-0.1133,15.54530277
2015,사립,대전,대전대학교,예체능계열,5.68,100,9.14,99.335,0.7073,0.0071,36.6,54.69,58.02,53.33,0.027322404,3723788.631,3.33,7971000,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,98.78333333,8.917716449,-14.08333333,1.579253323,100.882774,23.42239918,-16.18277405,0.690910181,84.7,0.665,14.68665529
2015,사립,대전,대전대학교,의학계열,0.63,,,,,,16.79,87.32,90.02,86.49,0.059574468,2426800,2.7,9350000,비수도권,,,,,116.5333333,9.412934364,-10.63333333,1.129651278,100.882774,23.42239918,5.017225951,0.214206321,105.9,,35.98153948
2015,사립,대전,대전대학교,인문사회계열,5.51,99.21,4.63,95.04,13.2318,0.1392,35.48,47.57,49.77,47.8,0.028186063,3610698.774,2.2,7071870.968,비수도권,97.98565728,1.224342723,8.211473074,0.149101472,105.2142857,13.07700636,-1.114285714,0.085209541,100.882774,23.42239918,3.217225951,0.137356806,104.1,4.17,13.17473514
2015,사립,대전,대전대학교,자연과학계열,2.94,99.51,8.78,99.6743,0.3633,0.0036,32.48,59.42,66.01,61.38,0.030791094,3451680.079,6.59,8163600,비수도권,97.98565728,1.524342723,8.211473074,0.185635721,105.3428571,6.735442857,1.257142857,0.186645909,100.882774,23.42239918,5.717225951,0.244092243,106.6,-0.1643,17.21480515
2015,사립,대전,대전신학대학교,인문사회계열,9.92,62.3,1.13,95.04,13.2318,0.1392,33.5,0,17.31,17.31,0.029850746,4733400,17.31,6556000,비수도권,97.98565728,-35.68565728,8.211473074,4.345828934,105.2142857,13.07700636,-27.31428571,2.088726194,100.882774,23.42239918,-22.98277405,0.981230568,77.9,-32.74,0
2015,사립,경기,대진대학교,공학계열,5.96,98.96,5.6,99.2791,0.8977,0.009,34.6,55.12,61.61,56.97,0.028899278,3366087.095,6.49,8913000,수도권,96.73019455,2.229805447,12.66674819,0.176036139,105.685,19.89417463,-5.785,0.290788641,109.0838462,25.57687422,-9.183846154,0.359068355,99.9,-0.3191,16.3750962
2015,사립,경기,대진대학교,예체능계열,6.87,99.61,10.85,99.5135,1.4148,0.0142,32.32,32.34,39.19,36.01,0.030937216,3430686.898,6.85,8648000,수도권,96.73019455,2.879805447,12.66674819,0.227351598,100.7956522,12.68282583,-7.295652174,0.575238694,109.0838462,25.57687422,-15.58384615,0.609294397,93.5,0.0965,9.426683624
2015,사립,경기,대진대학교,인문사회계열,5.56,98.97,5.56,96.6897,11.8408,0.1225,29.27,53.8,56.62,51.18,0.034162212,3446134.577,2.82,6941000,수도권,96.73019455,2.239805447,12.66674819,0.176825608,112.5354839,39.84026061,-0.935483871,0.023480867,109.0838462,25.57687422,2.516153846,0.098376128,111.6,2.2803,15.61169444
2015,사립,경기,대진대학교,자연과학계열,5.52,97.63,9.02,99.3238,1.1293,0.0114,27.47,51.02,66.15,57.14,0.036405006,3275700.855,15.13,8283750,수도권,96.73019455,0.899805447,12.66674819,0.071036815,106.52,11.58613509,-11.92,1.0288159,109.0838462,25.57687422,-14.48384615,0.566286796,94.6,-1.6938,15.57529282
2015,사립,서울,덕성여자대학교,공학계열,5.37,100,14.97,93.7807,21.8413,0.2329,39.9,54.55,59.72,56.9,0.025062657,3551937.337,5.17,9303000,수도권,96.73019455,3.269805447,12.66674819,0.258140874,117.873913,12.0033411,-7.073913043,0.58932867,109.0838462,25.57687422,1.716153846,0.067097873,110.8,6.2193,15.35781598
2015,사립,서울,덕성여자대학교,예체능계열,3.94,100,8.21,99.15,3.1959,0.0322,33.7,38.46,42.95,41.22,0.029677419,3539626.986,4.49,9387000,수도권,96.73019455,3.269805447,12.66674819,0.258140874,110.1433333,9.019927492,0.556666667,0.061715204,109.0838462,25.57687422,1.616153846,0.063188091,110.7,0.85,10.8655517
2015,사립,서울,덕성여자대학교,인문사회계열,3.33,99.58,13.7,95.8826,13.0627,0.1362,32.84,43.12,48.56,45.82,0.030451866,3198315.872,5.44,6971000,수도권,96.73019455,2.849805447,12.66674819,0.224983193,125.65,19.53776316,1.05,0.053742078,109.0838462,25.57687422,17.61615385,0.688753195,126.7,3.6974,13.48209549
2015,사립,서울,덕성여자대학교,자연과학계열,4.38,99.17,12.47,94.4559,16.4429,0.1741,34,56.63,65.21,60.36,0.029411765,3359278.231,8.58,8436166.667,수도권,96.73019455,2.439805447,12.66674819,0.19261498,110.6115385,9.821011228,-5.611538462,0.571380923,109.0838462,25.57687422,-4.083846154,0.159669478,105,4.7141,16.85778793
2015,사립,서울,동국대학교,공학계열,3.09,99.03,9.09,93.7807,21.8413,0.2329,30.43,72.98,83.56,74.56,0.032867133,2799282.709,10.58,9979200,수도권,96.73019455,2.299805447,12.66674819,0.181562419,117.873913,12.0033411,-4.073913043,0.339398257,109.0838462,25.57687422,4.716153846,0.18439133,113.8,5.2493,26.07096445
2015,사립,서울,동국대학교,예체능계열,3.62,99.53,24.65,99.15,3.1959,0.0322,49.46,28.57,41.69,35.75,0.020219526,3411166.566,13.12,9906500,수도권,96.73019455,2.799805447,12.66674819,0.22103585,110.1433333,9.019927492,12.25666667,1.358843148,109.0838462,25.57687422,13.31615385,0.520632573,122.4,0.38,8.375433872
2015,사립,서울,동국대학교,인문사회계열,3.1,99.63,15.14,95.8826,13.0627,0.1362,37.67,53.06,59.56,49.6,0.026547892,2905075.995,6.5,7620666.667,수도권,96.73019455,2.899805447,12.66674819,0.228930536,125.65,19.53776316,13.25,0.678173847,109.0838462,25.57687422,29.81615385,1.165746588,138.9,3.7474,18.26458244
2015,사립,서울,동국대학교,자연과학계열,3.59,99.37,9.37,94.4559,16.4429,0.1741,17.88,48.4,68.83,57.89,0.055913978,3011933.429,20.43,9091636.364,수도권,96.73019455,2.639805447,12.66674819,0.208404352,110.6115385,9.821011228,2.688461538,0.273745898,109.0838462,25.57687422,4.216153846,0.16484242,113.3,4.9141,16.06941227
2015,사립,경북,동국대학교(WISE),공학계열,5.59,99.69,4.42,96.0533,7.9516,0.0828,,52.63,58.39,55.14,,3162525.767,5.76,9456000,비수도권,97.98565728,1.704342723,8.211473074,0.20755627,,,,,,,,,,3.6367,16.64176164
2015,사립,경북,동국대학교(WISE),예체능계열,4.02,100,6.82,97.0308,5.5899,0.0576,,34.45,46.86,42.34,,4457095.313,12.41,9456000,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,,,,,,,,,,2.9692,7.729249114
2015,사립,경북,동국대학교(WISE),의학계열,0,,,,,,,82.47,83.48,81.82,,2792625.789,1.01,10368000,비수도권,,,,,,,,,,,,,,,29.53134656
2015,사립,경북,동국대학교(WISE),인문사회계열,5.43,99.21,4.15,91.986,14.7058,0.1599,,49.49,53.1,49.4,,3201445.493,3.61,7379314.286,비수도권,97.98565728,1.224342723,8.211473074,0.149101472,,,,,,,,,,7.224,15.45864208
2015,사립,경북,동국대학교(WISE),자연과학계열,4.76,99.7,10.44,98.7354,1.6904,0.0171,,44.1,54.61,49.81,,3258845.712,10.51,8901000,비수도권,97.98565728,1.714342723,8.211473074,0.208774078,,,,,,,,,,0.9646,13.53239886
2015,사립,서울,동덕여자대학교,공학계열,4.1,100,10.16,93.7807,21.8413,0.2329,,49.33,51.93,50.65,,2427140.371,2.6,8314000,수도권,96.73019455,3.269805447,12.66674819,0.258140874,,,,,,,,,,6.2193,20.32432924
2015,사립,서울,동덕여자대학교,예체능계열,4.43,99.35,21.9,99.15,3.1959,0.0322,37.38,33.33,42.99,39.77,0.026755853,3139846.712,9.66,9359882.353,수도권,96.73019455,2.619805447,12.66674819,0.206825415,110.1433333,9.019927492,-7.343333333,0.814123322,109.0838462,25.57687422,-6.283846154,0.24568468,102.8,0.2,10.61516789
2015,사립,서울,동덕여자대학교,인문사회계열,4.12,98.29,10.03,95.8826,13.0627,0.1362,31.76,43.53,48.5,46.34,0.031483871,2471620.305,4.97,6669333.333,수도권,96.73019455,1.559805447,12.66674819,0.123141743,125.65,19.53776316,4.55,0.23288234,109.0838462,25.57687422,21.11615385,0.825595562,130.2,2.4074,17.61192846
2015,사립,서울,동덕여자대학교,자연과학계열,3.21,98.25,8.11,94.4559,16.4429,0.1741,41.85,55.45,68,61.04,0.023897059,2627570,12.55,8432800,수도권,96.73019455,1.519805447,12.66674819,0.119983868,110.6115385,9.821011228,10.28846154,1.047596963,109.0838462,25.57687422,11.81615385,0.461985845,120.9,3.7941,21.10314854
2015,사립,부산,동명대학교,공학계열,6.54,101.9,7.46,100.3325,0.77,0.0077,27.89,72.23,75.32,72.43,0.035859613,4138289.835,3.09,8288000,비수도권,97.98565728,3.914342723,8.211473074,0.476691903,105.275,13.27841966,21.625,1.628582358,100.882774,23.42239918,26.01722595,1.110783987,126.9,1.5675,17.45406989
2015,사립,부산,동명대학교,예체능계열,10.75,100,5.52,100.3011,0.5141,0.0051,35.31,49.12,52.86,48.66,0.028320313,4024934.914,3.74,8154000,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,98.3375,8.788456308,6.3625,0.723961044,100.882774,23.42239918,3.817225951,0.162973311,104.7,-0.3011,12.20392405
2015,사립,부산,동명대학교,인문사회계열,5.73,98.37,6.96,99.692,0.5674,0.0057,34.79,62.59,65.5,60.03,0.028747985,3309536.265,2.91,6225263.158,비수도권,97.98565728,0.384342723,8.211473074,0.046805576,111.2,7.39662085,-1.9,0.256874056,100.882774,23.42239918,8.417225951,0.359366514,109.3,-1.322,18.91201516
2015,사립,부산,동명대학교,자연과학계열,5.13,99.38,11.6,99.903,0.2317,0.0023,36.42,69.05,69.82,67.69,0.027456647,4493398.972,0.77,7886000,비수도권,97.98565728,1.394342723,8.211473074,0.169804213,102.1375,8.446290395,-16.7375,1.981639183,100.882774,23.42239918,-15.48277405,0.661024258,85.4,-0.523,15.3669862
2015,사립,부산,동서대학교,공학계열,5.29,100.25,6.83,100.3325,0.77,0.0077,28.22,59.74,63.65,60.7,0.035439137,3651598.211,3.91,7725750,비수도권,97.98565728,2.264342723,8.211473074,0.275753534,105.275,13.27841966,-4.575,0.344544013,100.882774,23.42239918,-0.182774049,0.007803387,100.7,-0.0825,16.35995982
2015,사립,부산,동서대학교,예체능계열,7.1,100.89,7.75,100.3011,0.5141,0.0051,28.63,58.54,62.1,58.91,0.034923758,3316773.175,3.56,7599562.5,비수도권,97.98565728,2.904342723,8.211473074,0.353693265,98.3375,8.788456308,12.7625,1.452189048,100.882774,23.42239918,10.21722595,0.436216029,111.1,0.5889,17.64968447
2015,사립,부산,동서대학교,인문사회계열,4.11,100.09,7.42,99.692,0.5674,0.0057,39.29,51.39,52.68,50.64,0.02545259,3417133.878,1.29,6147208.333,비수도권,97.98565728,2.104342723,8.211473074,0.256268602,111.2,7.39662085,1.8,0.243354369,100.882774,23.42239918,12.11722595,0.51733496,113,0.398,15.03891912
2015,사립,부산,동서대학교,자연과학계열,2.77,100,11.14,99.903,0.2317,0.0023,28.09,63.03,64.27,63.49,0.035602094,4004378.22,1.24,8056500,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,102.1375,8.446290395,0.5625,0.066597284,100.882774,23.42239918,1.817225951,0.077584962,102.7,0.097,15.74027141
2015,사립,전남,동신대학교,공학계열,6.88,100,3.23,89.955,18.5246,0.2059,24.77,66.33,70.12,66.35,0.04037491,3408189.557,3.79,7700000,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,80.86666667,13.60049019,13.53333333,0.995062174,100.882774,23.42239918,-6.482774049,0.276776687,94.4,10.045,19.46194567
2015,사립,전남,동신대학교,예체능계열,9.72,100,3.28,92.1425,15.715,0.1706,30.74,54.72,62.1,54.92,0.032534247,4200082.51,7.38,7571000,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,83.2,12.9938447,13.8,1.062041322,100.882774,23.42239918,-3.882774049,0.165771833,97,7.8575,13.02831548
2015,사립,전남,동신대학교,의학계열,0,,,,,,12.78,91.43,91.43,91.43,0.078231293,2745700,0,8520000,비수도권,,,,,142.5,,0,,100.882774,23.42239918,41.61722595,1.776813111,142.5,,33.29934079
2015,사립,전남,동신대학교,인문사회계열,7.24,100,4.45,75.4129,34.5094,0.4576,29.69,56.51,58.62,56.24,0.033677893,3454910.346,2.11,6287200,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,79.98333333,34.21914182,25.61666667,0.748606344,100.882774,23.42239918,4.717225951,0.201398068,105.6,24.5871,16.35643022
2015,사립,전남,동신대학교,자연과학계열,4.64,99.83,6.19,91.484,16.5896,0.1813,34.3,70.2,73.73,70.98,0.029157667,3770586.373,3.53,7419666.667,비수도권,97.98565728,1.844342723,8.211473074,0.224605586,102.875,11.21319907,8.725,0.778100874,100.882774,23.42239918,10.71722595,0.457563116,111.6,8.346,18.61779391
2015,사립,부산,동아대학교,공학계열,2.71,99.83,6.81,100.3325,0.77,0.0077,37.46,54.77,61.58,57.74,0.026697531,2810955.613,6.81,8351578.947,비수도권,97.98565728,1.844342723,8.211473074,0.224605586,105.275,13.27841966,16.925,1.274624574,100.882774,23.42239918,21.31722595,0.910121367,122.2,-0.5025,19.484477
2015,사립,부산,동아대학교,예체능계열,5.09,100,7.93,100.3011,0.5141,0.0051,32.76,35.98,45.7,41.7,0.030527693,3545387.208,9.72,7873368.421,비수도권,97.98565728,2.014342723,8.211473074,0.245308327,98.3375,8.788456308,-3.6375,0.413895213,100.882774,23.42239918,-6.182774049,0.263968435,94.7,-0.3011,10.14839787
2015,사립,부산,동아대학교,의학계열,0.79,,,,,,2.78,90.48,90.48,86.36,0.359413203,2098300,0,9734000,비수도권,,,,,101.3333333,2.055075019,-2.133333333,1.038080515,100.882774,23.42239918,-1.682774049,0.071844649,99.2,,43.12062146
2015,사립,부산,동아대학교,인문사회계열,3.37,99.49,4.83,99.692,0.5674,0.0057,33.99,50.67,53.93,51.56,0.029416915,2810850.777,3.26,6338878.788,비수도권,97.98565728,1.504342723,8.211473074,0.183200104,111.2,7.39662085,10,1.351968717,100.882774,23.42239918,20.31722595,0.867427192,121.2,-0.202,18.02657061
2015,사립,부산,동아대학교,자연과학계열,2.52,99.86,6.68,99.903,0.2317,0.0023,23.6,50.11,63.56,56.53,0.042370182,2890588.697,13.45,7500937.5,비수도권,97.98565728,1.874342723,8.211473074,0.228259011,102.1375,8.446290395,-0.7375,0.087316439,100.882774,23.42239918,0.517225951,0.022082535,101.4,-0.043,17.33556907
