기준연도,학교종류,설립구분,지역,상태,학교,계열,학생정원,학생모집정지인원(B),재학생,정원내,정원외,재학생충원율,정원내 재학생 충원율(%){D/(A-B)}X100
2020,대학교,사립,부산,기존,부산가톨릭대학교,자연과학계열,2370,0,2683,2375,308,113.2,100.2
2020,대학교,사립,부산,기존,부산가톨릭대학교,공학계열,400,0,377,375,2,94.3,93.8
2020,교육대학,국립,부산,기존,부산교육대학교,인문ㆍ사회계열,1424,0,694,639,55,48.7,44.9
2020,대학교,국립,부산,기존,부산대학교,인문ㆍ사회계열,5328,0,6756,6005,751,126.8,112.7
2020,대학교,국립,부산,기존,부산대학교,자연과학계열,4218,0,4652,4256,396,110.3,100.9
2020,대학교,국립,부산,기존,부산대학교,예ㆍ체능계열,1260,0,1526,1376,150,121.1,109.2
2020,대학교,국립,부산,기존,부산대학교,공학계열,5948,0,7080,6363,717,119,107
2020,대학교,국립,부산,기존,부산대학교,의학계열,500,0,488,488,0,97.6,97.6
2020,대학교,사립,부산,기존,부산외국어대학교,인문ㆍ사회계열,6216,0,7091,6318,773,114.1,101.6
2020,대학교,사립,부산,기존,부산외국어대학교,예ㆍ체능계열,240,0,253,222,31,105.4,92.5
2020,대학교,사립,부산,기존,부산외국어대학교,공학계열,870,0,744,713,31,85.5,82
2020,대학교,사립,경남,기존,부산장신대학교,인문ㆍ사회계열,253,0,221,215,6,87.4,85
2020,대학교,사립,서울,기존,삼육대학교,인문ㆍ사회계열,1694,0,2057,1806,251,121.4,106.6
2020,대학교,사립,서울,기존,삼육대학교,자연과학계열,1676,0,1936,1706,230,115.5,101.8
2020,대학교,사립,서울,기존,삼육대학교,예ㆍ체능계열,678,0,787,731,56,116.1,107.8
2020,대학교,사립,서울,기존,삼육대학교,공학계열,632,0,737,672,65,116.6,106.3
2020,대학교,사립,서울,기존,상명대학교,인문ㆍ사회계열,2552,0,3610,2579,1031,141.5,101.1
2020,대학교,사립,서울,기존,상명대학교,자연과학계열,881,0,1229,979,250,139.5,111.1
2020,대학교,사립,서울,기존,상명대학교,예ㆍ체능계열,751,0,819,777,42,109.1,103.5
2020,대학교,사립,서울,기존,상명대학교,공학계열,1024,0,886,787,99,86.5,76.9
2020,대학교,사립,충남,기존,상명대학교 _제2캠퍼스,인문ㆍ사회계열,984,0,1136,1023,113,115.4,104
2020,대학교,사립,충남,기존,상명대학교 _제2캠퍼스,자연과학계열,558,0,586,517,69,105,92.7
2020,대학교,사립,충남,기존,상명대학교 _제2캠퍼스,예ㆍ체능계열,1934,0,2482,2147,335,128.3,111
2020,대학교,사립,충남,기존,상명대학교 _제2캠퍼스,공학계열,1744,0,1501,1442,59,86.1,82.7
2020,대학교,사립,강원,기존,상지대학교,인문ㆍ사회계열,3228,0,2959,2764,195,91.7,85.6
2020,대학교,사립,강원,기존,상지대학교,자연과학계열,2026,0,1917,1836,81,94.6,90.6
2020,대학교,사립,강원,기존,상지대학교,예ㆍ체능계열,985,0,886,848,38,89.9,86.1
2020,대학교,사립,강원,기존,상지대학교,공학계열,1017,0,895,841,54,88,82.7
2020,대학교,사립,강원,기존,상지대학교,의학계열,240,0,216,216,0,90,90
2020,대학교,사립,서울,기존,서강대학교,인문ㆍ사회계열,3848,0,5526,4020,1506,143.6,104.5
2020,대학교,사립,서울,기존,서강대학교,자연과학계열,840,0,880,808,72,104.8,96.2
2020,대학교,사립,서울,기존,서강대학교,공학계열,1608,0,1869,1654,215,116.2,102.9
2020,대학교,사립,서울,기존,서경대학교,인문ㆍ사회계열,1538,0,2006,1704,302,130.4,110.8
2020,대학교,사립,서울,기존,서경대학교,자연과학계열,320,0,336,302,34,105,94.4
2020,대학교,사립,서울,기존,서경대학교,예ㆍ체능계열,1716,0,2186,1600,586,127.4,93.2
2020,대학교,사립,서울,기존,서경대학교,공학계열,1600,0,1657,1497,160,103.6,93.6
2020,대학교,국립,서울,기존,서울과학기술대학교,인문ㆍ사회계열,977,0,1583,1172,411,162,120
2020,대학교,국립,서울,기존,서울과학기술대학교,자연과학계열,578,0,671,609,62,116.1,105.4
2020,대학교,국립,서울,기존,서울과학기술대학교,예ㆍ체능계열,1010,0,1332,1196,136,131.9,118.4
2020,대학교,국립,서울,기존,서울과학기술대학교,공학계열,5755,0,7001,6249,752,121.7,108.6
2020,교육대학,국립,서울,기존,서울교육대학교,인문ㆍ사회계열,1420,0,1553,1404,149,109.4,98.9
2020,대학교,사립,서울,기존,서울기독대학교,인문ㆍ사회계열,352,0,320,308,12,90.9,87.5
2020,대학교,사립,서울,기존,서울기독대학교,예ㆍ체능계열,205,0,181,181,0,88.3,88.3
2020,대학교,국립대법인,서울,기존,서울대학교,인문ㆍ사회계열,4612,0,6519,5917,602,141.3,128.3
2020,대학교,국립대법인,서울,기존,서울대학교,자연과학계열,3550,0,4093,3688,405,115.3,103.9
2020,대학교,국립대법인,서울,기존,서울대학교,예ㆍ체능계열,1140,0,1440,1337,103,126.3,117.3
2020,대학교,국립대법인,서울,기존,서울대학교,공학계열,3120,0,3758,3437,321,120.4,110.2
2020,대학교,국립대법인,서울,기존,서울대학교,의학계열,700,0,798,691,107,114,98.7
2020,대학교,공립,서울,기존,서울시립대학교,인문ㆍ사회계열,3094,0,4335,3860,475,140.1,124.8
2020,대학교,공립,서울,기존,서울시립대학교,자연과학계열,656,0,793,729,64,120.9,111.1
2020,대학교,공립,서울,기존,서울시립대학교,예ㆍ체능계열,528,0,644,626,18,122,118.6
2020,대학교,공립,서울,기존,서울시립대학교,공학계열,2510,0,3256,2901,355,129.7,115.6
2020,대학교,사립,경기,기존,서울신학대학교,인문ㆍ사회계열,1661,0,1843,1697,146,111,102.2
2020,대학교,사립,경기,기존,서울신학대학교,예ㆍ체능계열,385,0,375,369,6,97.4,95.8
2020,대학교,사립,서울,기존,서울여자대학교,인문ㆍ사회계열,3528,0,3971,3567,404,112.6,101.1
2020,대학교,사립,서울,기존,서울여자대학교,자연과학계열,2120,0,2405,2215,190,113.4,104.5
2020,대학교,사립,서울,기존,서울여자대학교,예ㆍ체능계열,720,0,765,743,22,106.3,103.2
2020,대학교,사립,경기,기존,서울장신대학교,인문ㆍ사회계열,350,0,384,361,23,109.7,103.1
2020,대학교,사립,경기,기존,서울장신대학교,예ㆍ체능계열,111,0,92,90,2,82.9,81.1
2020,대학교,사립,서울,기존,서울한영대학교,인문ㆍ사회계열,640,0,628,570,58,98.1,89.1
2020,대학교,사립,서울,기존,서울한영대학교,예ㆍ체능계열,80,0,67,67,0,83.8,83.8
2020,대학교,사립,충북,기존,서원대학교,인문ㆍ사회계열,2919,0,3277,2865,412,112.3,98.2
2020,대학교,사립,충북,기존,서원대학교,자연과학계열,1120,0,1183,1126,57,105.6,100.5
2020,대학교,사립,충북,기존,서원대학교,예ㆍ체능계열,794,0,790,733,57,99.5,92.3
2020,대학교,사립,충북,기존,서원대학교,공학계열,1655,0,1610,1572,38,97.3,95
2020,대학교,사립,충남,기존,선문대학교,인문ㆍ사회계열,3104,0,4283,3375,908,138,108.7
2020,대학교,사립,충남,기존,선문대학교,자연과학계열,1028,0,1201,984,217,116.8,95.7
2020,대학교,사립,충남,기존,선문대학교,예ㆍ체능계열,460,0,501,441,60,108.9,95.9
2020,대학교,사립,충남,기존,선문대학교,공학계열,3647,0,3267,3044,223,89.6,83.5
2020,대학교,사립,경기,기존,성결대학교,인문ㆍ사회계열,2920,0,3207,2964,243,109.8,101.5
2020,대학교,사립,경기,기존,성결대학교,예ㆍ체능계열,772,0,912,845,67,118.1,109.5
2020,대학교,사립,경기,기존,성결대학교,공학계열,1220,0,1299,1210,89,106.5,99.2
2020,대학교,사립,서울,기존,성공회대학교,인문ㆍ사회계열,1415,0,1494,1394,100,105.6,98.5
2020,대학교,사립,서울,기존,성공회대학교,공학계열,593,0,618,596,22,104.2,100.5
2020,대학교,사립,서울,기존,성균관대학교,인문ㆍ사회계열,6102,0,10019,6852,3167,164.2,112.3
2020,대학교,사립,서울,기존,성균관대학교,자연과학계열,1644,0,1641,1389,252,99.8,84.5
2020,대학교,사립,서울,기존,성균관대학교,예ㆍ체능계열,1155,0,1539,1275,264,133.2,110.4
2020,대학교,사립,서울,기존,성균관대학교,공학계열,4491,0,5943,4801,1142,132.3,106.9
2020,대학교,사립,서울,기존,성균관대학교,의학계열,136,0,163,159,4,119.9,116.9
2020,대학교,사립,서울,기존,성신여자대학교,인문ㆍ사회계열,3604,0,4097,3714,383,113.7,103.1
2020,대학교,사립,서울,기존,성신여자대학교,자연과학계열,1192,0,1379,1216,163,115.7,102
2020,대학교,사립,서울,기존,성신여자대학교,예ㆍ체능계열,2144,0,2119,2054,65,98.8,95.8
2020,대학교,사립,서울,기존,성신여자대학교,공학계열,1300,0,1273,1131,142,97.9,87
2020,대학교,사립,충북,기존,세명대학교,인문ㆍ사회계열,3010,0,3107,2883,224,103.2,95.8
2020,대학교,사립,충북,기존,세명대학교,자연과학계열,2540,0,2626,2424,202,103.4,95.4
2020,대학교,사립,충북,기존,세명대학교,예ㆍ체능계열,800,0,808,744,64,101,93
2020,대학교,사립,충북,기존,세명대학교,공학계열,1090,0,1089,1037,52,99.9,95.1
2020,대학교,사립,충북,기존,세명대학교,의학계열,160,0,174,160,14,108.8,100
2020,대학교,사립,서울,기존,세종대학교,인문ㆍ사회계열,2332,0,3730,2610,1120,159.9,111.9
2020,대학교,사립,서울,기존,세종대학교,자연과학계열,612,0,707,668,39,115.5,109.2
2020,대학교,사립,서울,기존,세종대학교,예ㆍ체능계열,916,0,1322,1202,120,144.3,131.2
2020,대학교,사립,서울,기존,세종대학교,공학계열,5471,0,6184,5406,778,113,98.8
2020,대학교,사립,전남,기존,세한대학교,인문ㆍ사회계열,1278,0,1506,1469,37,117.8,114.9
2020,대학교,사립,전남,기존,세한대학교,자연과학계열,713,0,742,615,127,104.1,86.3
2020,대학교,사립,전남,기존,세한대학교,예ㆍ체능계열,1361,0,1286,1274,12,94.5,93.6
2020,대학교,사립,전남,기존,세한대학교,공학계열,446,0,380,370,10,85.2,83
2020,대학교,사립,광주,기존,송원대학교,인문ㆍ사회계열,1100,0,1136,998,138,103.3,90.7
2020,대학교,사립,광주,기존,송원대학교,자연과학계열,785,0,770,679,91,98.1,86.5
2020,대학교,사립,광주,기존,송원대학교,예ㆍ체능계열,435,0,413,406,7,94.9,93.3
2020,대학교,사립,광주,기존,송원대학교,공학계열,800,0,661,642,19,82.6,80.3
2020,대학교,사립,경기,기존,수원가톨릭대학교,인문ㆍ사회계열,360,0,121,118,3,33.6,32.8
2020,대학교,사립,경기,기존,수원대학교,인문ㆍ사회계열,2275,0,2688,2258,430,118.2,99.3
2020,대학교,사립,경기,기존,수원대학교,자연과학계열,1165,0,1173,1111,62,100.7,95.4
2020,대학교,사립,경기,기존,수원대학교,예ㆍ체능계열,2235,0,2078,2035,43,93,91.1
2020,대학교,사립,경기,기존,수원대학교,공학계열,3109,0,3094,2879,215,99.5,92.6
2020,대학교,사립,서울,기존,숙명여자대학교,인문ㆍ사회계열,4566,0,5726,4791,935,125.4,104.9
2020,대학교,사립,서울,기존,숙명여자대학교,자연과학계열,1270,0,1372,1233,139,108,97.1
2020,대학교,사립,서울,기존,숙명여자대학교,예ㆍ체능계열,1320,0,1448,1421,27,109.7,107.7
2020,대학교,사립,서울,기존,숙명여자대학교,공학계열,1692,0,1577,1482,95,93.2,87.6
2020,각종학교(대학),사립,충북,기존,순복음총회신학교,인문ㆍ사회계열,280,0,155,153,2,55.4,54.6
