기준연도,학교종류,설립구분,지역,상태,학교,계열,학생정원,학생모집정지인원(B),재학생,정원내,정원외,재학생충원율,정원내 재학생 충원율(%){D/(A-B)}X100
2016,대학교,사립,경북,기존,김천대학교,자연과학계열,2679,0,2585,2308,277,96.5,86.2
2016,대학교,사립,충남,기존,나사렛대학교,예ㆍ체능계열,625,0,690,582,108,110.4,93.1
2016,대학교,사립,충남,기존,나사렛대학교,자연과학계열,1178,0,1151,1021,130,97.7,86.7
2016,대학교,사립,충남,기존,나사렛대학교,인문ㆍ사회계열,3425,0,3647,3228,419,106.5,94.2
2016,대학교,사립,광주,기존,남부대학교,예ㆍ체능계열,450,0,354,338,16,78.7,75.1
2016,대학교,사립,광주,기존,남부대학교,공학계열,250,0,275,196,79,110,78.4
2016,대학교,사립,광주,기존,남부대학교,자연과학계열,1710,0,1750,1511,239,102.3,88.4
2016,대학교,사립,광주,기존,남부대학교,인문ㆍ사회계열,598,0,648,602,46,108.4,100.7
2016,대학교,사립,충남,기존,남서울대학교,공학계열,2550,0,1869,1732,137,73.3,67.9
2016,대학교,사립,충남,기존,남서울대학교,예ㆍ체능계열,1644,0,1426,1373,53,86.7,83.5
2016,대학교,사립,충남,기존,남서울대학교,자연과학계열,680,0,712,621,91,104.7,91.3
2016,대학교,사립,충남,기존,남서울대학교,인문ㆍ사회계열,4661,0,4361,4004,357,93.6,85.9
2016,대학교,사립,경기,기존,단국대학교,자연과학계열,240,0,367,356,11,152.9,148.3
2016,대학교,사립,경기,기존,단국대학교,예ㆍ체능계열,1531,0,1644,1558,86,107.4,101.8
2016,대학교,사립,경기,기존,단국대학교,공학계열,3264,0,3607,3206,401,110.5,98.2
2016,대학교,사립,경기,기존,단국대학교,인문ㆍ사회계열,4472,0,5831,4956,875,130.4,110.8
2016,대학교,사립,충남,기존,단국대학교 _제2캠퍼스,인문ㆍ사회계열,3285,0,4158,3641,517,126.6,110.8
2016,대학교,사립,충남,기존,단국대학교 _제2캠퍼스,의학계열,440,0,450,427,23,102.3,97
2016,대학교,사립,충남,기존,단국대학교 _제2캠퍼스,예ㆍ체능계열,1523,0,1709,1616,93,112.2,106.1
2016,대학교,사립,충남,기존,단국대학교 _제2캠퍼스,자연과학계열,3766,0,3517,3228,289,93.4,85.7
2016,대학교,사립,충남,기존,단국대학교 _제2캠퍼스,공학계열,1185,0,1789,1605,184,151,135.4
2016,대학교,사립,경북,기존,대구가톨릭대학교,의학계열,160,0,170,155,15,106.3,96.9
2016,대학교,사립,경북,기존,대구가톨릭대학교,인문ㆍ사회계열,5367,0,6197,5633,564,115.5,105
2016,대학교,사립,경북,기존,대구가톨릭대학교,예ㆍ체능계열,1621,0,1616,1595,21,99.7,98.4
2016,대학교,사립,경북,기존,대구가톨릭대학교,공학계열,2065,0,2350,2119,231,113.8,102.6
2016,대학교,사립,경북,기존,대구가톨릭대학교,자연과학계열,3178,0,3524,3155,369,110.9,99.3
2016,대학교,특별법법인,대구,기존,대구경북과학기술원,자연과학계열,600,0,533,528,5,88.8,88
2016,교육대학,국립,대구,기존,대구교육대학교,예ㆍ체능계열,333,0,363,334,29,109,100.3
2016,교육대학,국립,대구,기존,대구교육대학교,인문ㆍ사회계열,765,0,831,770,61,108.6,100.7
2016,교육대학,국립,대구,기존,대구교육대학교,자연과학계열,434,0,483,445,38,111.3,102.5
2016,대학교,사립,경북,기존,대구대학교,공학계열,3470,0,3780,3334,446,108.9,96.1
2016,대학교,사립,경북,기존,대구대학교,인문ㆍ사회계열,8787,0,9654,8760,894,109.9,99.7
2016,대학교,사립,경북,기존,대구대학교,자연과학계열,3720,0,3771,3492,279,101.4,93.9
2016,대학교,사립,경북,기존,대구대학교,예ㆍ체능계열,1589,0,1574,1464,110,99.1,92.1
2016,대학교,사립,경북,기존,대구예술대학교,예ㆍ체능계열,1852,0,1432,1400,32,77.3,75.6
2016,대학교,사립,경북,기존,대구외국어대학교,인문ㆍ사회계열,520,31,334,315,19,68.3,64.4
2016,대학교,사립,경북,기존,대구한의대학교,공학계열,664,0,673,637,36,101.4,95.9
2016,대학교,사립,경북,기존,대구한의대학교,의학계열,432,0,442,418,24,102.3,96.8
2016,대학교,사립,경북,기존,대구한의대학교,자연과학계열,2926,0,3058,2832,226,104.5,96.8
2016,대학교,사립,경북,기존,대구한의대학교,예ㆍ체능계열,700,0,700,661,39,100,94.4
2016,대학교,사립,경북,기존,대구한의대학교,인문ㆍ사회계열,1922,0,2200,1900,300,114.5,98.9
2016,대학교,사립,경북,기존,대신대학교,인문ㆍ사회계열,340,8,209,204,5,63,61.4
2016,대학교,사립,경북,기존,대신대학교,예ㆍ체능계열,160,4,92,90,2,59,57.7
2016,대학교,사립,세종,기존,대전가톨릭대학교,인문ㆍ사회계열,160,0,68,64,4,42.5,40
2016,대학교,사립,대전,기존,대전대학교,의학계열,288,0,305,274,31,105.9,95.1
2016,대학교,사립,대전,기존,대전대학교,예ㆍ체능계열,683,0,647,635,12,94.7,93
2016,대학교,사립,대전,기존,대전대학교,공학계열,2173,0,2088,1903,185,96.1,87.6
2016,대학교,사립,대전,기존,대전대학교,자연과학계열,1622,0,1716,1578,138,105.8,97.3
2016,대학교,사립,대전,기존,대전대학교,인문ㆍ사회계열,4635,0,4888,4603,285,105.5,99.3
2016,대학교,사립,대전,기존,대전신학대학교,인문ㆍ사회계열,240,0,185,182,3,77.1,75.8
2016,대학교,사립,경기,기존,대진대학교,공학계열,2263,0,2234,2046,188,98.7,90.4
2016,대학교,사립,경기,기존,대진대학교,자연과학계열,947,0,892,844,48,94.2,89.1
2016,대학교,사립,경기,기존,대진대학교,예ㆍ체능계열,993,0,911,828,83,91.7,83.4
2016,대학교,사립,경기,기존,대진대학교,인문ㆍ사회계열,3470,0,3795,3402,393,109.4,98
2016,대학교,사립,서울,기존,덕성여자대학교,자연과학계열,1280,0,1318,1236,82,103,96.6
2016,대학교,사립,서울,기존,덕성여자대학교,인문ㆍ사회계열,2840,0,3413,3062,351,120.2,107.8
2016,대학교,사립,서울,기존,덕성여자대학교,예ㆍ체능계열,680,0,770,718,52,113.2,105.6
2016,대학교,사립,서울,기존,덕성여자대학교,공학계열,360,0,387,360,27,107.5,100
2016,대학교,사립,서울,기존,동국대학교,공학계열,3304,0,3645,3198,447,110.3,96.8
2016,대학교,사립,서울,기존,동국대학교,자연과학계열,1384,0,1561,1407,154,112.8,101.7
2016,대학교,사립,서울,기존,동국대학교,예ㆍ체능계열,840,0,1018,864,154,121.2,102.9
2016,대학교,사립,서울,기존,동국대학교,인문ㆍ사회계열,5332,0,7346,5689,1657,137.8,106.7
2016,대학교,사립,경북,기존,동국대학교(WISE) _분교,인문ㆍ사회계열,4099,0,4473,3908,565,109.1,95.3
2016,대학교,사립,경북,기존,동국대학교(WISE) _분교,자연과학계열,1451,0,1469,1331,138,101.2,91.7
2016,대학교,사립,경북,기존,동국대학교(WISE) _분교,공학계열,1085,0,1059,960,99,97.6,88.5
2016,대학교,사립,경북,기존,동국대학교(WISE) _분교,예ㆍ체능계열,555,0,584,569,15,105.2,102.5
2016,대학교,사립,경북,기존,동국대학교(WISE) _분교,의학계열,326,0,354,311,43,108.6,95.4
2016,대학교,사립,서울,기존,동덕여자대학교,자연과학계열,1234,0,1332,1149,183,107.9,93.1
2016,대학교,사립,서울,기존,동덕여자대학교,예ㆍ체능계열,2488,0,2483,2398,85,99.8,96.4
2016,대학교,사립,서울,기존,동덕여자대학교,인문ㆍ사회계열,2833,0,3225,2767,458,113.8,97.7
2016,대학교,사립,부산,기존,동명대학교,인문ㆍ사회계열,3198,0,3333,3035,298,104.2,94.9
2016,대학교,사립,부산,기존,동명대학교,공학계열,3130,0,3546,3229,317,113.3,103.2
2016,대학교,사립,부산,기존,동명대학교,자연과학계열,630,0,649,600,49,103,95.2
2016,대학교,사립,부산,기존,동명대학교,예ㆍ체능계열,930,0,909,859,50,97.7,92.4
2016,대학교,사립,부산,기존,동서대학교,공학계열,3080,0,3110,2907,203,101,94.4
2016,대학교,사립,부산,기존,동서대학교,예ㆍ체능계열,1720,0,1877,1771,106,109.1,103
2016,대학교,사립,부산,기존,동서대학교,인문ㆍ사회계열,4603,0,5197,4749,448,112.9,103.2
2016,대학교,사립,부산,기존,동서대학교,자연과학계열,940,0,971,882,89,103.3,93.8
2016,대학교,사립,전남,기존,동신대학교,인문ㆍ사회계열,2365,0,2491,2275,216,105.3,96.2
2016,대학교,사립,전남,기존,동신대학교,의학계열,160,0,226,168,58,141.3,105
2016,대학교,사립,전남,기존,동신대학교,자연과학계열,2255,0,2502,2208,294,111,97.9
2016,대학교,사립,전남,기존,동신대학교,예ㆍ체능계열,585,0,582,559,23,99.5,95.6
2016,대학교,사립,전남,기존,동신대학교,공학계열,1355,0,1291,1207,84,95.3,89.1
2016,대학교,사립,부산,기존,동아대학교,공학계열,4955,0,5813,5132,681,117.3,103.6
2016,대학교,사립,부산,기존,동아대학교,자연과학계열,2778,0,2839,2659,180,102.2,95.7
2016,대학교,사립,부산,기존,동아대학교,의학계열,146,0,149,149,0,102.1,102.1
2016,대학교,사립,부산,기존,동아대학교,예ㆍ체능계열,2169,0,2110,2032,78,97.3,93.7
2016,대학교,사립,부산,기존,동아대학교,인문ㆍ사회계열,7445,0,8931,8044,887,120,108
2016,대학교,사립,경북,기존,동양대학교,공학계열,1865,0,1763,1667,96,94.5,89.4
2016,대학교,사립,경북,기존,동양대학교,예ㆍ체능계열,546,0,500,472,28,91.6,86.4
2016,대학교,사립,경북,기존,동양대학교,자연과학계열,240,0,260,221,39,108.3,92.1
2016,대학교,사립,경북,기존,동양대학교,인문ㆍ사회계열,1751,0,1906,1696,210,108.9,96.9
2016,대학교,사립,부산,기존,동의대학교,인문ㆍ사회계열,6080,0,6647,5977,670,109.3,98.3
2016,대학교,사립,부산,기존,동의대학교,자연과학계열,2590,0,2500,2413,87,96.5,93.2
2016,대학교,사립,부산,기존,동의대학교,의학계열,200,0,193,186,7,96.5,93
2016,대학교,사립,부산,기존,동의대학교,예ㆍ체능계열,1485,0,1393,1365,28,93.8,91.9
2016,대학교,사립,부산,기존,동의대학교,공학계열,4830,0,4860,4482,378,100.6,92.8
2016,대학교,사립,경기,기존,루터대학교,인문ㆍ사회계열,400,0,412,395,17,103,98.8
2016,대학교,사립,경기,기존,명지대학교,예ㆍ체능계열,1478,0,1536,1490,46,103.9,100.8
2016,대학교,사립,경기,기존,명지대학교,자연과학계열,840,0,861,814,47,102.5,96.9
2016,대학교,사립,경기,기존,명지대학교,공학계열,3991,0,4355,3973,382,109.1,99.5
2016,대학교,사립,서울,기존,명지대학교 _제2캠퍼스,공학계열,100,0,97,97,0,97,97
2016,대학교,사립,서울,기존,명지대학교 _제2캠퍼스,인문ㆍ사회계열,4952,0,6883,5629,1254,139,113.7
2016,대학교,사립,대전,기존,목원대학교,예ㆍ체능계열,2246,0,2334,2296,38,103.9,102.2
2016,대학교,사립,대전,기존,목원대학교,인문ㆍ사회계열,3555,0,3880,3573,307,109.1,100.5
2016,대학교,사립,대전,기존,목원대학교,자연과학계열,1006,0,1040,978,62,103.4,97.2
2016,대학교,사립,대전,기존,목원대학교,공학계열,1359,0,1360,1262,98,100.1,92.9
2016,대학교,사립,전남,기존,목포가톨릭대학교,인문ㆍ사회계열,160,0,155,155,0,96.9,96.9
2016,대학교,사립,전남,기존,목포가톨릭대학교,자연과학계열,360,0,415,373,42,115.3,103.6
2016,대학교,사립,대전,기존,배재대학교,공학계열,1727,0,1741,1609,132,100.8,93.2
2016,대학교,사립,대전,기존,배재대학교,인문ㆍ사회계열,4448,0,4860,4430,430,109.3,99.6
2016,대학교,사립,대전,기존,배재대학교,예ㆍ체능계열,975,0,905,891,14,92.8,91.4
2016,대학교,사립,대전,기존,배재대학교,자연과학계열,1740,0,1824,1688,136,104.8,97
2016,대학교,사립,충남,기존,백석대학교,자연과학계열,2332,0,2475,2147,328,106.1,92.1
2016,대학교,사립,충남,기존,백석대학교,인문ㆍ사회계열,6922,0,7393,6834,559,106.8,98.7
2016,대학교,사립,충남,기존,백석대학교,예ㆍ체능계열,2650,0,2610,2473,137,98.5,93.3
2016,대학교,사립,부산,기존,부산가톨릭대학교,인문ㆍ사회계열,1062,0,1025,997,28,96.5,93.9
2016,대학교,사립,부산,기존,부산가톨릭대학교,자연과학계열,2300,0,2637,2228,409,114.7,96.9
2016,대학교,사립,부산,기존,부산가톨릭대학교,공학계열,400,0,379,377,2,94.8,94.3
2016,교육대학,국립,부산,기존,부산교육대학교,예ㆍ체능계열,327,0,374,340,34,114.4,104
2016,교육대학,국립,부산,기존,부산교육대학교,인문ㆍ사회계열,665,0,721,670,51,108.4,100.8
2016,교육대학,국립,부산,기존,부산교육대학교,자연과학계열,432,0,473,431,42,109.5,99.8
2016,대학교,국립,부산,기존,부산대학교,자연과학계열,4480,0,4815,4389,426,107.5,98
2016,대학교,국립,부산,기존,부산대학교,예ㆍ체능계열,1401,0,1569,1443,126,112,103
2016,대학교,국립,부산,기존,부산대학교,인문ㆍ사회계열,5679,0,7222,6278,944,127.2,110.5
2016,대학교,국립,부산,기존,부산대학교,공학계열,6260,0,7881,7056,825,125.9,112.7
2016,대학교,사립,부산,기존,부산외국어대학교,예ㆍ체능계열,310,0,260,244,16,83.9,78.7
2016,대학교,사립,부산,기존,부산외국어대학교,공학계열,685,0,581,546,35,84.8,79.7
2016,대학교,사립,부산,기존,부산외국어대학교,인문ㆍ사회계열,7065,70,8287,7492,795,118.5,107.1
2016,대학교,사립,경남,기존,부산장신대학교,인문ㆍ사회계열,280,0,266,252,14,95,90
2016,대학교,사립,서울,기존,삼육대학교,예ㆍ체능계열,764,0,843,771,72,110.3,100.9
2016,대학교,사립,서울,기존,삼육대학교,공학계열,664,0,733,660,73,110.4,99.4
2016,대학교,사립,서울,기존,삼육대학교,자연과학계열,1749,0,1953,1678,275,111.7,95.9
2016,대학교,사립,서울,기존,삼육대학교,인문ㆍ사회계열,1781,0,2101,1937,164,118,108.8
2016,대학교,사립,서울,기존,상명대학교,인문ㆍ사회계열,2648,0,4053,2794,1259,153.1,105.5
2016,대학교,사립,서울,기존,상명대학교,예ㆍ체능계열,971,0,1014,912,102,104.4,93.9
2016,대학교,사립,서울,기존,상명대학교,자연과학계열,1564,0,1890,1554,336,120.8,99.4
2016,대학교,사립,서울,기존,상명대학교,공학계열,277,0,374,294,80,135,106.1
2016,대학교,사립,충남,기존,상명대학교(천안) _분교,공학계열,1206,0,1198,1079,119,99.3,89.5
2016,대학교,사립,충남,기존,상명대학교(천안) _분교,인문ㆍ사회계열,1419,0,1544,1359,185,108.8,95.8
2016,대학교,사립,충남,기존,상명대학교(천안) _분교,자연과학계열,555,0,591,504,87,106.5,90.8
2016,대학교,사립,충남,기존,상명대학교(천안) _분교,예ㆍ체능계열,2446,0,2831,2549,282,115.7,104.2
2016,대학교,사립,강원,기존,상지대학교,의학계열,240,0,231,226,5,96.3,94.2
2016,대학교,사립,강원,기존,상지대학교,인문ㆍ사회계열,3630,0,3465,3123,342,95.5,86
2016,대학교,사립,강원,기존,상지대학교,자연과학계열,2070,0,1897,1788,109,91.6,86.4
2016,대학교,사립,강원,기존,상지대학교,공학계열,1060,0,935,872,63,88.2,82.3
2016,대학교,사립,강원,기존,상지대학교,예ㆍ체능계열,876,0,786,763,23,89.7,87.1
2016,대학교,사립,서울,기존,서강대학교,자연과학계열,856,0,925,837,88,108.1,97.8
2016,대학교,사립,서울,기존,서강대학교,인문ㆍ사회계열,3980,0,5221,4361,860,131.2,109.6
2016,대학교,사립,서울,기존,서강대학교,공학계열,1684,0,1836,1668,168,109,99
2016,대학교,사립,서울,기존,서경대학교,예ㆍ체능계열,1640,0,1972,1452,520,120.2,88.5
2016,대학교,사립,서울,기존,서경대학교,자연과학계열,320,0,356,315,41,111.3,98.4
2016,대학교,사립,서울,기존,서경대학교,공학계열,1600,0,1823,1659,164,113.9,103.7
2016,대학교,사립,서울,기존,서경대학교,인문ㆍ사회계열,2080,0,2602,2193,409,125.1,105.4
2016,대학교,사립,전북,기존,서남대학교,인문ㆍ사회계열,410,0,30,30,0,7.3,7.3
2016,대학교,사립,전북,기존,서남대학교,예ㆍ체능계열,450,0,98,98,0,21.8,21.8
2016,대학교,사립,전북,기존,서남대학교,자연과학계열,1308,0,612,558,54,46.8,42.7
2016,대학교,사립,전북,기존,서남대학교,의학계열,196,0,194,189,5,99,96.4
2016,대학교,사립,전북,기존,서남대학교,공학계열,74,0,2,2,0,2.7,2.7
2016,대학교,사립,충남,기존,서남대학교 _제2캠퍼스,자연과학계열,685,0,227,217,10,33.1,31.7
2016,대학교,사립,충남,기존,서남대학교 _제2캠퍼스,공학계열,520,0,126,125,1,24.2,24
2016,대학교,사립,충남,기존,서남대학교 _제2캠퍼스,인문ㆍ사회계열,1666,0,237,236,1,14.2,14.2
2016,대학교,사립,충남,기존,서남대학교 _제2캠퍼스,예ㆍ체능계열,301,0,145,136,9,48.2,45.2
2016,대학교,국립,서울,기존,서울과학기술대학교,공학계열,5930,0,5372,4921,451,90.6,83
2016,대학교,국립,서울,기존,서울과학기술대학교,예ㆍ체능계열,1104,0,1215,1060,155,110.1,96
2016,대학교,국립,서울,기존,서울과학기술대학교,자연과학계열,639,0,625,563,62,97.8,88.1
2016,대학교,국립,서울,기존,서울과학기술대학교,인문ㆍ사회계열,1198,0,1062,961,101,88.6,80.2
2016,교육대학,국립,서울,기존,서울교육대학교,인문ㆍ사회계열,1420,0,1545,1423,122,108.8,100.2
2016,대학교,사립,서울,기존,서울기독대학교,예ㆍ체능계열,204,0,185,184,1,90.7,90.2
2016,대학교,사립,서울,기존,서울기독대학교,인문ㆍ사회계열,440,0,404,389,15,91.8,88.4
2016,대학교,국립대법인,서울,기존,서울대학교,예ㆍ체능계열,1140,0,1455,1342,113,127.6,117.7
2016,대학교,국립대법인,서울,기존,서울대학교,의학계열,564,0,677,558,119,120,98.9
2016,대학교,국립대법인,서울,기존,서울대학교,공학계열,3146,0,3877,3544,333,123.2,112.7
2016,대학교,국립대법인,서울,기존,서울대학교,자연과학계열,3534,0,4082,3719,363,115.5,105.2
2016,대학교,국립대법인,서울,기존,서울대학교,인문ㆍ사회계열,4616,0,6420,5782,638,139.1,125.3
2016,대학교,공립,서울,기존,서울시립대학교,인문ㆍ사회계열,3224,0,4357,3954,403,135.1,122.6
2016,대학교,공립,서울,기존,서울시립대학교,자연과학계열,674,0,812,753,59,120.5,111.7
2016,대학교,공립,서울,기존,서울시립대학교,공학계열,2617,0,3387,3017,370,129.4,115.3
2016,대학교,공립,서울,기존,서울시립대학교,예ㆍ체능계열,540,0,591,578,13,109.4,107
2016,대학교,사립,경기,기존,서울신학대학교,예ㆍ체능계열,370,0,382,366,16,103.2,98.9
2016,대학교,사립,경기,기존,서울신학대학교,인문ㆍ사회계열,1790,0,1867,1720,147,104.3,96.1
2016,대학교,사립,서울,기존,서울여자대학교,인문ㆍ사회계열,3770,0,4418,3987,431,117.2,105.8
2016,대학교,사립,서울,기존,서울여자대학교,예ㆍ체능계열,770,0,816,794,22,106,103.1
2016,대학교,사립,서울,기존,서울여자대학교,자연과학계열,2155,0,2390,2162,228,110.9,100.3
2016,대학교,사립,경기,기존,서울장신대학교,예ㆍ체능계열,125,0,114,109,5,91.2,87.2
2016,대학교,사립,경기,기존,서울장신대학교,인문ㆍ사회계열,363,0,381,351,30,105,96.7
2016,대학교,사립,서울,기존,서울한영대학교,예ㆍ체능계열,69,0,59,58,1,85.5,84.1
2016,대학교,사립,서울,기존,서울한영대학교,인문ㆍ사회계열,731,0,693,643,50,94.8,88
2016,대학교,사립,충북,기존,서원대학교,예ㆍ체능계열,925,0,955,903,52,103.2,97.6
2016,대학교,사립,충북,기존,서원대학교,공학계열,1385,0,1258,1202,56,90.8,86.8
2016,대학교,사립,충북,기존,서원대학교,자연과학계열,1070,0,1119,1043,76,104.6,97.5
2016,대학교,사립,충북,기존,서원대학교,인문ㆍ사회계열,3458,0,3989,3577,412,115.4,103.4
2016,대학교,사립,충남,기존,선문대학교,예ㆍ체능계열,628,0,583,546,37,92.8,86.9
2016,대학교,사립,충남,기존,선문대학교,자연과학계열,1101,0,1208,1035,173,109.7,94
2016,대학교,사립,충남,기존,선문대학교,인문ㆍ사회계열,4245,0,4852,4172,680,114.3,98.3
2016,대학교,사립,충남,기존,선문대학교,공학계열,2887,0,2881,2679,202,99.8,92.8
2016,대학교,사립,경기,기존,성결대학교,공학계열,1240,0,1246,1194,52,100.5,96.3
2016,대학교,사립,경기,기존,성결대학교,예ㆍ체능계열,720,0,793,722,71,110.1,100.3
2016,대학교,사립,경기,기존,성결대학교,인문ㆍ사회계열,3160,0,3458,3179,279,109.4,100.6
2016,대학교,사립,서울,기존,성공회대학교,인문ㆍ사회계열,1522,0,1594,1457,137,104.7,95.7
2016,대학교,사립,서울,기존,성공회대학교,공학계열,584,0,567,548,19,97.1,93.8
2016,대학교,사립,서울,기존,성균관대학교,공학계열,4570,0,6077,4914,1163,133,107.5
2016,대학교,사립,서울,기존,성균관대학교,의학계열,120,0,126,122,4,105,101.7
2016,대학교,사립,서울,기존,성균관대학교,인문ㆍ사회계열,6394,0,9862,6996,2866,154.2,109.4
2016,대학교,사립,서울,기존,성균관대학교,자연과학계열,1704,0,1615,1423,192,94.8,83.5
2016,대학교,사립,서울,기존,성균관대학교,예ㆍ체능계열,1222,0,1544,1377,167,126.4,112.7
2016,대학교,사립,서울,기존,성신여자대학교,자연과학계열,1906,0,2054,1814,240,107.8,95.2
2016,대학교,사립,서울,기존,성신여자대학교,인문ㆍ사회계열,4548,0,5226,4644,582,114.9,102.1
2016,대학교,사립,서울,기존,성신여자대학교,예ㆍ체능계열,2254,0,2340,2250,90,103.8,99.8
2016,대학교,사립,충북,기존,세명대학교,인문ㆍ사회계열,3680,0,3713,3398,315,100.9,92.3
2016,대학교,사립,충북,기존,세명대학교,예ㆍ체능계열,900,0,907,839,68,100.8,93.2
2016,대학교,사립,충북,기존,세명대학교,자연과학계열,2180,0,2215,2015,200,101.6,92.4
2016,대학교,사립,충북,기존,세명대학교,의학계열,160,0,167,144,23,104.4,90
2016,대학교,사립,충북,기존,세명대학교,공학계열,1100,0,1084,1020,64,98.5,92.7
2016,대학교,사립,서울,기존,세종대학교,예ㆍ체능계열,1340,8,1555,1395,160,116.7,104.7
2016,대학교,사립,서울,기존,세종대학교,인문ㆍ사회계열,2660,4,3737,2907,830,140.7,109.5
2016,대학교,사립,서울,기존,세종대학교,자연과학계열,746,0,732,686,46,98.1,92
2016,대학교,사립,서울,기존,세종대학교,공학계열,4582,0,5475,4746,729,119.5,103.6
2016,대학교,사립,전남,기존,세한대학교,예ㆍ체능계열,1710,0,1520,1480,40,88.9,86.5
2016,대학교,사립,전남,기존,세한대학교,인문ㆍ사회계열,1505,0,1601,1539,62,106.4,102.3
2016,대학교,사립,전남,기존,세한대학교,자연과학계열,840,0,819,681,138,97.5,81.1
2016,대학교,사립,전남,기존,세한대학교,공학계열,295,0,226,224,2,76.6,75.9
2016,대학교,사립,광주,기존,송원대학교,예ㆍ체능계열,455,0,362,352,10,79.6,77.4
2016,대학교,사립,광주,기존,송원대학교,인문ㆍ사회계열,1335,0,1096,1030,66,82.1,77.2
2016,대학교,사립,광주,기존,송원대학교,공학계열,680,0,445,429,16,65.4,63.1
2016,대학교,사립,광주,기존,송원대학교,자연과학계열,730,0,650,542,108,89,74.2
2016,대학교,사립,경기,기존,수원가톨릭대학교,인문ㆍ사회계열,360,0,143,141,2,39.7,39.2
2016,대학교,사립,경기,기존,수원대학교,공학계열,3045,0,3135,2870,265,103,94.3
2016,대학교,사립,경기,기존,수원대학교,자연과학계열,1499,0,1516,1397,119,101.1,93.2
2016,대학교,사립,경기,기존,수원대학교,인문ㆍ사회계열,2880,0,3178,2729,449,110.3,94.8
2016,대학교,사립,경기,기존,수원대학교,예ㆍ체능계열,2400,0,2203,2176,27,91.8,90.7
2016,대학교,사립,서울,기존,숙명여자대학교,예ㆍ체능계열,1515,0,1597,1557,40,105.4,102.8
2016,대학교,사립,서울,기존,숙명여자대학교,자연과학계열,2010,0,2012,1805,207,100.1,89.8
2016,대학교,사립,서울,기존,숙명여자대학교,공학계열,100,0,246,220,26,246,220
2016,대학교,사립,서울,기존,숙명여자대학교,인문ㆍ사회계열,5487,0,6637,5820,817,121,106.1
2016,각종학교(대학),사립,충북,기존,순복음총회신학교,인문ㆍ사회계열,334,5,306,291,15,93,88.4
2016,각종학교(대학),사립,충북,기존,순복음총회신학교,예ㆍ체능계열,52,0,39,39,0,75,75
2016,대학교,사립,충남,기존,순천향대학교,공학계열,2607,0,2724,2382,342,104.5,91.4
2016,대학교,사립,충남,기존,순천향대학교,인문ㆍ사회계열,3850,0,4383,3877,506,113.8,100.7
2016,대학교,사립,충남,기존,순천향대학교,의학계열,372,0,369,353,16,99.2,94.9
2016,대학교,사립,충남,기존,순천향대학교,자연과학계열,2234,0,2229,2051,178,99.8,91.8
2016,대학교,사립,충남,기존,순천향대학교,예ㆍ체능계열,988,0,911,887,24,92.2,89.8
2016,대학교,사립,서울,기존,숭실대학교,공학계열,4639,0,5288,4698,590,114,101.3
2016,대학교,사립,서울,기존,숭실대학교,자연과학계열,937,0,950,865,85,101.4,92.3
2016,대학교,사립,서울,기존,숭실대학교,예ㆍ체능계열,274,0,268,257,11,97.8,93.8
2016,대학교,사립,서울,기존,숭실대학교,인문ㆍ사회계열,4880,0,6251,5128,1123,128.1,105.1
2016,대학교,사립,경북,기존,신경주대학교,자연과학계열,1120,0,1078,1042,36,96.3,93
2016,대학교,사립,경북,기존,신경주대학교,인문ㆍ사회계열,2278,0,891,840,51,39.1,36.9
2016,대학교,사립,경북,기존,신경주대학교,예ㆍ체능계열,570,0,214,211,3,37.5,37
2016,대학교,사립,부산,기존,신라대학교,인문ㆍ사회계열,4728,0,5330,4613,717,112.7,97.6
2016,대학교,사립,부산,기존,신라대학교,예ㆍ체능계열,980,0,957,905,52,97.7,92.3
2016,대학교,사립,부산,기존,신라대학교,자연과학계열,1931,0,2005,1866,139,103.8,96.6
2016,대학교,사립,부산,기존,신라대학교,공학계열,1449,0,1426,1272,154,98.4,87.8
2016,대학교,사립,경기,기존,신한대학교,인문ㆍ사회계열,210,0,188,147,41,89.5,70
2016,대학교,사립,경기,기존,신한대학교,공학계열,519,0,581,306,275,111.9,59
2016,대학교,사립,경기,기존,신한대학교,자연과학계열,270,0,307,238,69,113.7,88.1
2016,대학교,사립,경기,기존,신한대학교 _제2캠퍼스,인문ㆍ사회계열,1455,0,1962,1148,814,134.8,78.9
2016,대학교,사립,경기,기존,신한대학교 _제2캠퍼스,예ㆍ체능계열,525,0,568,380,188,108.2,72.4
2016,대학교,사립,경기,기존,신한대학교 _제2캠퍼스,공학계열,210,0,236,111,125,112.4,52.9
2016,대학교,사립,경기,기존,신한대학교 _제2캠퍼스,자연과학계열,1170,0,1519,934,585,129.8,79.8
2016,대학교,사립,경기,기존,아신대학교,인문ㆍ사회계열,780,0,780,735,45,100,94.2
2016,대학교,사립,경기,기존,아주대학교,공학계열,4162,0,5074,4554,520,121.9,109.4
2016,대학교,사립,경기,기존,아주대학교,의학계열,120,0,122,115,7,101.7,95.8
2016,대학교,사립,경기,기존,아주대학교,자연과학계열,1115,0,1327,1083,244,119,97.1
2016,대학교,사립,경기,기존,아주대학교,인문ㆍ사회계열,2480,0,3057,2714,343,123.3,109.4
2016,대학교,사립,경기,기존,안양대학교,인문ㆍ사회계열,2204,0,2176,2010,166,98.7,91.2
2016,대학교,사립,경기,기존,안양대학교,예ㆍ체능계열,564,0,500,482,18,88.7,85.5
2016,대학교,사립,경기,기존,안양대학교,자연과학계열,400,0,400,373,27,100,93.3
