기준년도,학교,계열,편제정원,"재학생 충원율(%)
(B/A) × 100"
2011,화성의과학대학교,예ㆍ체능계열,150,64.7
2011,화성의과학대학교,인문ㆍ사회계열,616,60.4
2011,화성의과학대학교,자연과학계열,212,89.2
2010,가야대학교,인문ㆍ사회계열,217,32.3
2010,가야대학교,자연과학계열,70,0
2010,가야대학교 _제2캠퍼스,자연과학계열,938,101.3
2010,가야대학교 _제2캠퍼스,공학계열,115,37.4
2010,가야대학교 _제2캠퍼스,인문ㆍ사회계열,1460,105.5
2010,가천대학교,공학계열,4770,96.7
2010,가천대학교,의학계열,120,104.2
2010,가천대학교,예ㆍ체능계열,1750,98.4
2010,가천대학교,인문ㆍ사회계열,4938,108.2
2010,가천대학교,자연과학계열,1150,85.1
2010,가천의과학대학교,예ㆍ체능계열,331,83.7
2010,가천의과학대학교,공학계열,940,106.2
2010,가천의과학대학교,자연과학계열,1577,122.1
2010,가천의과학대학교,인문ㆍ사회계열,460,120.9
2010,가톨릭관동대학교,인문ㆍ사회계열,5831,84
2010,가톨릭관동대학교,자연과학계열,628,123.2
2010,가톨릭관동대학교,공학계열,1586,68.1
2010,가톨릭관동대학교,의학계열,196,117.3
2010,가톨릭관동대학교,예ㆍ체능계열,1550,74.5
2010,가톨릭꽃동네대학교,자연과학계열,160,96.3
2010,가톨릭꽃동네대학교,인문ㆍ사회계열,320,103.4
2010,가톨릭대학교,인문ㆍ사회계열,3610,118.8
2010,가톨릭대학교,자연과학계열,1280,108
2010,가톨릭대학교,공학계열,1268,106.9
2010,가톨릭대학교,예ㆍ체능계열,208,94.7
2010,가톨릭대학교 _제2캠퍼스,의학계열,278,129.5
2010,가톨릭대학교 _제2캠퍼스,자연과학계열,352,89.5
2010,가톨릭대학교 _제3캠퍼스,인문ㆍ사회계열,320,69.1
2010,감리교신학대학교,인문ㆍ사회계열,800,111.9
2010,강남대학교,인문ㆍ사회계열,4917,116.1
2010,강남대학교,공학계열,1028,100.6
2010,강남대학교,예ㆍ체능계열,691,103.9
2010,강서대학교,인문ㆍ사회계열,1130,108.9
2010,강서대학교,예ㆍ체능계열,190,94.7
2010,강원대학교,인문ㆍ사회계열,4773,118.1
2010,강원대학교,자연과학계열,4906,103.1
2010,강원대학교,공학계열,2844,113.2
2010,강원대학교,의학계열,209,101.9
2010,강원대학교,예ㆍ체능계열,748,105.2
2010,강원대학교 _제2캠퍼스,인문ㆍ사회계열,1242,97.3
2010,강원대학교 _제2캠퍼스,자연과학계열,937,93.6
2010,강원대학교 _제2캠퍼스,공학계열,3509,83.6
2010,강원대학교 _제2캠퍼스,예ㆍ체능계열,946,75.4
2010,건국대학교,인문ㆍ사회계열,4360,156.7
2010,건국대학교,자연과학계열,2822,94.2
2010,건국대학교,공학계열,3316,122.1
2010,건국대학교,의학계열,277,123.5
2010,건국대학교,예ㆍ체능계열,1424,125.8
2010,건국대학교(글로컬) _분교,인문ㆍ사회계열,3085,115.6
2010,건국대학교(글로컬) _분교,자연과학계열,2309,82.4
2010,건국대학교(글로컬) _분교,공학계열,336,234.2
2010,건국대학교(글로컬) _분교,예ㆍ체능계열,1310,113.4
2010,건동대학교,자연과학계열,250,28
2010,건동대학교,공학계열,450,21.3
2010,건동대학교,예ㆍ체능계열,350,58.6
2010,건동대학교,인문ㆍ사회계열,460,27
2010,건양대학교,인문ㆍ사회계열,4133,108.3
2010,건양대학교,자연과학계열,529,97.7
2010,건양대학교,예ㆍ체능계열,12,66.7
2010,건양대학교,공학계열,1805,98.8
2010,건양대학교 _제2캠퍼스,자연과학계열,1183,106.5
2010,건양대학교 _제2캠퍼스,의학계열,196,123.5
2010,경기대학교,인문ㆍ사회계열,5188,119.6
2010,경기대학교,자연과학계열,1254,99
2010,경기대학교,공학계열,2418,105.3
2010,경기대학교,예ㆍ체능계열,1580,109.4
2010,경기대학교 _제2캠퍼스,공학계열,148,85.8
2010,경기대학교 _제2캠퍼스,인문ㆍ사회계열,1588,105.2
2010,경기대학교 _제2캠퍼스,예ㆍ체능계열,440,112.3
2010,경남대학교,자연과학계열,1450,93.2
2010,경남대학교,예ㆍ체능계열,980,104.1
2010,경남대학교,공학계열,3315,93.5
2010,경남대학교,인문ㆍ사회계열,7480,102
2010,경동대학교,인문ㆍ사회계열,2350,75.6
2010,경동대학교,자연과학계열,350,95.1
2010,경동대학교,공학계열,780,70.6
2010,경동대학교,예ㆍ체능계열,120,90.8
2010,경북대학교,공학계열,4724,131.9
2010,경북대학교,자연과학계열,4532,120.3
2010,경북대학교,인문ㆍ사회계열,5680,132.8
2010,경북대학교,의학계열,234,117.9
2010,경북대학교,예ㆍ체능계열,688,103.6
2010,경북대학교 _제2캠퍼스,인문ㆍ사회계열,260,86.2
2010,경북대학교 _제2캠퍼스,자연과학계열,424,95
2010,경북대학교 _제2캠퍼스,예ㆍ체능계열,116,108.6
2010,경북대학교 _제2캠퍼스,공학계열,1344,72.1
2010,경북외국어대학교,인문ㆍ사회계열,600,62.3
2010,경상국립대학교,인문ㆍ사회계열,4616,109.7
2010,경상국립대학교,자연과학계열,3694,105.3
2010,경상국립대학교,공학계열,4370,108.6
2010,경상국립대학교,의학계열,200,108.5
2010,경상국립대학교,예ㆍ체능계열,280,99.6
2010,경성대학교,공학계열,2490,103.4
2010,경성대학교,자연과학계열,1670,86.4
2010,경성대학교,인문ㆍ사회계열,5870,112.4
2010,경성대학교,예ㆍ체능계열,2450,101.9
2010,경운대학교(산업대),인문ㆍ사회계열,2130,91.5
2010,경운대학교(산업대),자연과학계열,1210,100.8
2010,경운대학교(산업대),공학계열,840,83.6
2010,경운대학교(산업대),예ㆍ체능계열,1720,75.8
2010,경인교육대학교,자연과학계열,969,103.3
2010,경인교육대학교,예ㆍ체능계열,778,100.4
2010,경인교육대학교,인문ㆍ사회계열,1522,104.9
2010,경일대학교,공학계열,2867,76.5
2010,경일대학교,인문ㆍ사회계열,2295,80.8
2010,경일대학교,예ㆍ체능계열,783,97.3
2010,경일대학교,자연과학계열,25,116
2010,경희대학교,예ㆍ체능계열,1000,99.3
2010,경희대학교,자연과학계열,2326,120.6
2010,경희대학교,인문ㆍ사회계열,5981,143.8
2010,경희대학교,의학계열,523,105.4
2010,경희대학교 _분교,인문ㆍ사회계열,1720,158
2010,경희대학교 _분교,예ㆍ체능계열,2700,114
2010,경희대학교 _분교,공학계열,4215,114.6
2010,경희대학교 _분교,자연과학계열,1285,124.5
2010,계명대학교,예ㆍ체능계열,3530,108.8
2010,계명대학교,의학계열,304,157.2
2010,계명대학교,공학계열,3312,102.1
2010,계명대학교,인문ㆍ사회계열,10654,120.2
2010,계명대학교,자연과학계열,2372,106.2
2010,고려대학교,의학계열,318,117.9
2010,고려대학교,인문ㆍ사회계열,7777,138.2
2010,고려대학교,자연과학계열,3726,113
2010,고려대학교,공학계열,3211,128.8
2010,고려대학교,예ㆍ체능계열,480,113.3
2010,고려대학교(세종) _분교,예ㆍ체능계열,540,107.2
2010,고려대학교(세종) _분교,인문ㆍ사회계열,3160,117.6
2010,고려대학교(세종) _분교,자연과학계열,870,110.1
2010,고려대학교(세종) _분교,공학계열,1410,123.4
2010,고신대학교,자연과학계열,1677,56.4
2010,고신대학교,인문ㆍ사회계열,1569,139.8
2010,고신대학교,예ㆍ체능계열,522,80.3
2010,고신대학교,의학계열,304,94.1
2010,공주교육대학교,인문ㆍ사회계열,959,104.6
2010,공주교육대학교,예ㆍ체능계열,350,101.7
2010,공주교육대학교,자연과학계열,639,99.8
2010,광신대학교,인문ㆍ사회계열,455,86.4
2010,광신대학교,예ㆍ체능계열,115,65.2
2010,광운대학교,인문ㆍ사회계열,2640,124.9
2010,광운대학교,자연과학계열,600,104
2010,광운대학교,공학계열,3655,118.7
2010,광운대학교,예ㆍ체능계열,160,83.8
2010,광주가톨릭대학교,인문ㆍ사회계열,175,58.9
2010,광주과학기술원,공학계열,100,99
2010,광주교육대학교,인문ㆍ사회계열,1772,46.2
2010,광주대학교,예ㆍ체능계열,1003,93.9
2010,광주대학교,공학계열,859,82.7
2010,광주대학교,자연과학계열,445,89.4
2010,광주대학교,인문ㆍ사회계열,3993,95.2
2010,광주여자대학교,인문ㆍ사회계열,1878,103.7
2010,광주여자대학교,자연과학계열,1886,100.5
2010,광주여자대학교,예ㆍ체능계열,256,77.3
2010,광주여자대학교,공학계열,20,85
2010,국립강릉원주대학교,의학계열,160,99.4
2010,국립강릉원주대학교,인문ㆍ사회계열,2329,107.3
2010,국립강릉원주대학교,공학계열,1083,93.8
2010,국립강릉원주대학교,자연과학계열,2013,90.9
2010,국립강릉원주대학교,예ㆍ체능계열,458,97.8
2010,국립강릉원주대학교 _제2캠퍼스,인문ㆍ사회계열,435,87.6
2010,국립강릉원주대학교 _제2캠퍼스,자연과학계열,280,126.1
2010,국립강릉원주대학교 _제2캠퍼스,공학계열,1133,86.6
2010,국립강릉원주대학교 _제2캠퍼스,예ㆍ체능계열,337,89.9
2010,국립경국대학교,예ㆍ체능계열,444,99.3
2010,국립경국대학교,공학계열,1912,101.2
2010,국립경국대학교,자연과학계열,1960,98.5
2010,국립경국대학교,인문ㆍ사회계열,2044,106.7
2010,국립공주대학교,인문ㆍ사회계열,3482,119
2010,국립공주대학교,예ㆍ체능계열,847,107
2010,국립공주대학교,공학계열,4325,110.8
2010,국립공주대학교,자연과학계열,3694,107.1
2010,국립군산대학교,인문ㆍ사회계열,2112,101.8
2010,국립군산대학교,예ㆍ체능계열,656,101.2
2010,국립군산대학교,공학계열,3135,96.9
2010,국립군산대학교,자연과학계열,1812,89.3
2010,국립금오공과대학교,공학계열,4945,123.1
2010,국립금오공과대학교,자연과학계열,480,101.9
2010,국립목포대학교,인문ㆍ사회계열,2862,116
2010,국립목포대학교,자연과학계열,1408,93.8
2010,국립목포대학교,공학계열,2420,103.8
2010,국립목포대학교,예ㆍ체능계열,480,94.6
2010,국립목포해양대학교,공학계열,2464,98.5
2010,국립부경대학교,인문ㆍ사회계열,3953,131.8
2010,국립부경대학교,자연과학계열,2274,106
2010,국립부경대학교,공학계열,7446,121.2
2010,국립부경대학교,예ㆍ체능계열,480,108.5
2010,국립순천대학교,자연과학계열,2276,91.9
2010,국립순천대학교,인문ㆍ사회계열,2258,116.4
2010,국립순천대학교,공학계열,2055,102.8
2010,국립순천대학교,예ㆍ체능계열,760,105.5
2010,국립창원대학교,인문ㆍ사회계열,3128,115.9
2010,국립창원대학교,자연과학계열,1381,87.5
2010,국립창원대학교,공학계열,2472,117.4
2010,국립창원대학교,예ㆍ체능계열,596,121.6
2010,국립한국교통대학교,자연과학계열,146,106.2
2010,국립한국교통대학교,공학계열,1372,108.1
2010,국립한국교통대학교,예ㆍ체능계열,60,113.3
2010,국립한국교통대학교,인문ㆍ사회계열,523,107.5
2010,국립한국해양대학교,자연과학계열,798,109.4
2010,국립한국해양대학교,인문ㆍ사회계열,1284,117.8
2010,국립한국해양대학교,예ㆍ체능계열,100,110
2010,국립한국해양대학교,공학계열,3425,116.1
2010,국민대학교,예ㆍ체능계열,2126,111.1
2010,국민대학교,공학계열,2983,115.1
2010,국민대학교,자연과학계열,1201,113.2
2010,국민대학교,인문ㆍ사회계열,5677,119.8
2010,극동대학교,자연과학계열,615,93.8
2010,극동대학교,인문ㆍ사회계열,2435,91.7
2010,극동대학교,예ㆍ체능계열,940,84.7
2010,극동대학교,공학계열,410,79.8
2010,금강대학교,인문ㆍ사회계열,400,83.8
2010,김천대학교,인문ㆍ사회계열,345,104.3
2010,김천대학교,자연과학계열,615,108.9
2010,김천대학교,공학계열,40,100
2010,김천대학교,예ㆍ체능계열,30,100
2010,나사렛대학교,자연과학계열,1217,98.2
2010,나사렛대학교,인문ㆍ사회계열,3834,109.6
2010,나사렛대학교,예ㆍ체능계열,345,60.6
2010,남부대학교,인문ㆍ사회계열,777,74.6
2010,남부대학교,자연과학계열,1550,74.3
2010,남부대학교,공학계열,240,70
2010,남부대학교,예ㆍ체능계열,749,61.7
2010,남서울대학교(산업대),인문ㆍ사회계열,5635,101.7
2010,남서울대학교(산업대),자연과학계열,385,93
2010,남서울대학교(산업대),공학계열,2580,91.5
2010,남서울대학교(산업대),예ㆍ체능계열,1920,100.1
2010,단국대학교,예ㆍ체능계열,1470,101.4
2010,단국대학교,공학계열,2680,114.6
2010,단국대학교,자연과학계열,1150,109.6
2010,단국대학교,인문ㆍ사회계열,4270,119.6
2010,단국대학교(천안) _분교,인문ㆍ사회계열,4210,108.4
2010,단국대학교(천안) _분교,자연과학계열,2143,104.9
2010,단국대학교(천안) _분교,공학계열,2147,114.5
2010,단국대학교(천안) _분교,의학계열,440,108.6
2010,단국대학교(천안) _분교,예ㆍ체능계열,1880,102.2
2010,대구가톨릭대학교,인문ㆍ사회계열,6389,102.7
2010,대구가톨릭대학교,자연과학계열,2913,104.8
2010,대구가톨릭대학교,공학계열,1611,112.5
2010,대구가톨릭대학교,예ㆍ체능계열,1537,98
2010,대구가톨릭대학교 _제2캠퍼스,인문ㆍ사회계열,150,71.3
2010,대구가톨릭대학교 _제3캠퍼스,의학계열,160,117.5
2010,대구교육대학교,예ㆍ체능계열,400,107.3
2010,대구교육대학교,자연과학계열,712,102.4
2010,대구교육대학교,인문ㆍ사회계열,978,103.7
2010,대구대학교,인문ㆍ사회계열,9100,109.2
2010,대구대학교,자연과학계열,3304,100.2
2010,대구대학교,공학계열,4018,99.5
2010,대구대학교,예ㆍ체능계열,1760,93.1
2010,대구대학교 _제2캠퍼스,자연과학계열,30,103.3
2010,대구예술대학교,예ㆍ체능계열,1955,60.8
2010,대구외국어대학교,인문ㆍ사회계열,500,75.2
2010,대구외국어대학교,자연과학계열,20,40
2010,대구한의대학교,예ㆍ체능계열,720,87.5
2010,대구한의대학교,의학계열,468,102.1
2010,대구한의대학교,공학계열,839,85.7
2010,대구한의대학교,자연과학계열,2940,97.1
2010,대구한의대학교,인문ㆍ사회계열,2065,102.3
2010,대신대학교,인문ㆍ사회계열,510,79.8
2010,대신대학교,예ㆍ체능계열,150,73.3
2010,대전가톨릭대학교,인문ㆍ사회계열,160,59.4
2010,대전대학교,예ㆍ체능계열,831,82.4
2010,대전대학교,인문ㆍ사회계열,4622,101.9
2010,대전대학교,자연과학계열,1887,97.8
2010,대전대학교,공학계열,2097,84.3
2010,대전대학교,의학계열,312,109.9
2010,대전신학교,인문ㆍ사회계열,240,71.3
2010,대전신학대학교,인문ㆍ사회계열,120,80.8
2010,대진대학교,예ㆍ체능계열,1201,87.3
2010,대진대학교,인문ㆍ사회계열,3455,107.2
2010,대진대학교,자연과학계열,832,93.1
2010,대진대학교,공학계열,2312,93.1
2010,덕성여자대학교,인문ㆍ사회계열,2882,115.7
2010,덕성여자대학교,자연과학계열,1220,105.3
2010,덕성여자대학교,공학계열,364,96.7
2010,덕성여자대학교,예ㆍ체능계열,694,112
2010,동국대학교,인문ㆍ사회계열,5552,138
2010,동국대학교,자연과학계열,1445,101.3
2010,동국대학교,공학계열,3063,119.8
2010,동국대학교,예ㆍ체능계열,910,123.8
2010,동국대학교(WISE) _분교,예ㆍ체능계열,620,90.2
2010,동국대학교(WISE) _분교,인문ㆍ사회계열,4362,110.1
2010,동국대학교(WISE) _분교,자연과학계열,1538,106.8
2010,동국대학교(WISE) _분교,공학계열,1075,85.8
2010,동국대학교(WISE) _분교,의학계열,448,111.2
2010,동덕여자대학교,자연과학계열,1137,102.6
2010,동덕여자대학교,공학계열,143,113.3
2010,동덕여자대학교,예ㆍ체능계열,2560,102.1
2010,동덕여자대학교,인문ㆍ사회계열,2948,117.3
2010,동명대학교,예ㆍ체능계열,1722,52.8
2010,동명대학교,공학계열,4098,67.1
2010,동명대학교,자연과학계열,30,116.7
2010,동명대학교,인문ㆍ사회계열,3110,76.1
2010,동서대학교,예ㆍ체능계열,1880,97.7
2010,동서대학교,공학계열,3580,88.6
2010,동서대학교,자연과학계열,280,98.9
2010,동서대학교,인문ㆍ사회계열,4860,114.8
2010,동신대학교,예ㆍ체능계열,445,71.5
2010,동신대학교,인문ㆍ사회계열,2925,86.9
2010,동신대학교,자연과학계열,2205,97.6
2010,동신대학교,공학계열,1245,81.5
2010,동신대학교,의학계열,160,123.8
2010,동아대학교,예ㆍ체능계열,2224,97.1
2010,동아대학교,의학계열,146,117.1
2010,동아대학교,자연과학계열,2833,97.3
2010,동아대학교,인문ㆍ사회계열,8320,115.4
2010,동아대학교,공학계열,5045,108.9
2010,동양대학교,예ㆍ체능계열,473,67.4
2010,동양대학교,인문ㆍ사회계열,1991,91.8
2010,동양대학교,자연과학계열,25,116
2010,동양대학교,공학계열,2135,70.3
2010,동의대학교,인문ㆍ사회계열,6910,116.3
2010,동의대학교,자연과학계열,2250,93.2
2010,동의대학교,공학계열,5145,96
2010,동의대학교,의학계열,200,91
2010,동의대학교,예ㆍ체능계열,1675,82.6
2010,디지털서울문화예술대학교,인문ㆍ사회계열,1580,89.6
2010,디지털서울문화예술대학교,예ㆍ체능계열,2210,79.4
2010,루터대학교,인문ㆍ사회계열,800,64.1
2010,명신대학교,예ㆍ체능계열,240,55
2010,명신대학교,의학계열,90,52.2
2010,명신대학교,자연과학계열,20,0
2010,명신대학교,인문ㆍ사회계열,450,120.2
2010,명지대학교,공학계열,4380,107.2
2010,명지대학교,자연과학계열,1044,94.3
2010,명지대학교,예ㆍ체능계열,1560,101.9
2010,명지대학교 _제2캠퍼스,인문ㆍ사회계열,5320,123.4
2010,목원대학교,인문ㆍ사회계열,4452,96.7
2010,목원대학교,예ㆍ체능계열,2715,94
2010,목원대학교,공학계열,1566,83.8
2010,목원대학교,자연과학계열,935,87.9
2010,목포가톨릭대학교,자연과학계열,380,113.4
2010,목포가톨릭대학교,인문ㆍ사회계열,180,82.2
2010,배재대학교,공학계열,1600,88.1
2010,배재대학교,자연과학계열,1760,86.6
2010,배재대학교,예ㆍ체능계열,1110,87.2
2010,배재대학교,인문ㆍ사회계열,4890,106.1
2010,백석대학교,인문ㆍ사회계열,8367,102.6
2010,백석대학교,자연과학계열,1815,108
2010,백석대학교,예ㆍ체능계열,2538,93.5
2010,부산가톨릭대학교,인문ㆍ사회계열,1275,84.6
2010,부산가톨릭대학교,자연과학계열,2165,120.3
2010,부산가톨릭대학교,공학계열,440,72
2010,부산교육대학교,인문ㆍ사회계열,929,104.3
2010,부산교육대학교,예ㆍ체능계열,402,104.5
2010,부산교육대학교,자연과학계열,726,102.5
2010,부산대학교,예ㆍ체능계열,1381,108.5
2010,부산대학교,공학계열,6359,120.2
2010,부산대학교,자연과학계열,4413,106.9
2010,부산대학교,인문ㆍ사회계열,6066,124.5
2010,부산디지털대학교,인문ㆍ사회계열,3200,65.7
2010,부산외국어대학교,인문ㆍ사회계열,7650,107.8
2010,부산외국어대학교,공학계열,480,90.6
2010,부산외국어대학교,예ㆍ체능계열,350,86
2010,부산외국어대학교,자연과학계열,120,71.7
2010,부산장신대학교,인문ㆍ사회계열,280,99.6
2010,삼육대학교,예ㆍ체능계열,809,99.1
2010,삼육대학교,공학계열,360,70
2010,삼육대학교,자연과학계열,1973,101.6
2010,삼육대학교,인문ㆍ사회계열,1946,107.8
2010,상명대학교,예ㆍ체능계열,1080,100.4
2010,상명대학교,공학계열,140,147.9
2010,상명대학교,자연과학계열,1650,111.6
2010,상명대학교,인문ㆍ사회계열,2730,126.2
2010,상명대학교(천안) _분교,인문ㆍ사회계열,1720,101.7
2010,상명대학교(천안) _분교,자연과학계열,390,97.7
2010,상명대학교(천안) _분교,공학계열,1080,99.5
2010,상명대학교(천안) _분교,예ㆍ체능계열,2610,114.8
2010,상주대학교,인문ㆍ사회계열,500,108
2010,상주대학교,자연과학계열,256,127.3
2010,상주대학교,공학계열,1337,112.3
2010,상주대학교,예ㆍ체능계열,210,85.2
2010,상지대학교,인문ㆍ사회계열,4110,102.3
2010,상지대학교,자연과학계열,1815,96.2
2010,상지대학교,공학계열,1105,94.2
2010,상지대학교,의학계열,240,103.3
2010,상지대학교,예ㆍ체능계열,994,90
2010,서강대학교,인문ㆍ사회계열,4200,128.6
2010,서강대학교,자연과학계열,856,111.3
2010,서강대학교,공학계열,1564,114
2010,서경대학교,인문ㆍ사회계열,2310,123.9
2010,서경대학교,예ㆍ체능계열,1330,98.3
2010,서경대학교,공학계열,1560,102.7
2010,서경대학교,자연과학계열,440,128
2010,서남대학교,예ㆍ체능계열,1166,8.2
2010,서남대학교,의학계열,196,94.4
2010,서남대학교,공학계열,510,11.4
2010,서남대학교,자연과학계열,2302,34.7
2010,서남대학교,인문ㆍ사회계열,1870,10.6
2010,서남대학교 _제2캠퍼스,인문ㆍ사회계열,2079,25.9
2010,서남대학교 _제2캠퍼스,자연과학계열,131,91.6
2010,서남대학교 _제2캠퍼스,공학계열,148,64.9
2010,서남대학교 _제2캠퍼스,예ㆍ체능계열,124,46.8
2010,서울과학기술대학교(산업대),예ㆍ체능계열,1223,124.9
2010,서울과학기술대학교(산업대),공학계열,8172,113.4
2010,서울과학기술대학교(산업대),자연과학계열,514,109.7
2010,서울과학기술대학교(산업대),인문ㆍ사회계열,923,116.6
2010,서울교육대학교,인문ㆍ사회계열,1961,52.6
2010,서울기독대학교,인문ㆍ사회계열,440,105.7
2010,서울기독대학교,예ㆍ체능계열,240,86.7
2010,서울대학교,인문ㆍ사회계열,4611,142.6
2010,서울대학교,자연과학계열,3496,114.5
2010,서울대학교,예ㆍ체능계열,1140,122.5
2010,서울대학교,의학계열,564,116.3
2010,서울대학교,공학계열,3162,116.9
2010,서울디지털대학교,예ㆍ체능계열,2350,97.7
2010,서울디지털대학교,인문ㆍ사회계열,8750,99.8
2010,서울시립대학교,공학계열,2640,117.4
2010,서울시립대학교,예ㆍ체능계열,548,102.2
2010,서울시립대학교,자연과학계열,680,106.8
2010,서울시립대학교,인문ㆍ사회계열,3318,125.7
2010,서울신학대학교,인문ㆍ사회계열,1820,107.8
2010,서울신학대학교,예ㆍ체능계열,340,105.6
2010,서울여자대학교,예ㆍ체능계열,800,104.4
2010,서울여자대학교,자연과학계열,2200,105
2010,서울여자대학교,인문ㆍ사회계열,3920,117.2
2010,서울장신대학교,예ㆍ체능계열,140,91.4
2010,서울장신대학교,인문ㆍ사회계열,348,114.7
2010,서울한영대학교,예ㆍ체능계열,80,78.8
2010,서울한영대학교,인문ㆍ사회계열,729,95.3
2010,서원대학교,인문ㆍ사회계열,3848,94.6
2010,서원대학교,자연과학계열,1295,93.4
2010,서원대학교,공학계열,800,80.8
2010,서원대학교,예ㆍ체능계열,1065,91
2010,선교청대학교,인문ㆍ사회계열,245,42.4
2010,선교청대학교,예ㆍ체능계열,180,51.7
2010,선문대학교,예ㆍ체능계열,636,84.6
2010,선문대학교,공학계열,2648,87.3
2010,선문대학교,자연과학계열,1242,83.3
2010,선문대학교,인문ㆍ사회계열,4736,104.4
2010,성결대학교,인문ㆍ사회계열,3160,104.7
2010,성결대학교,예ㆍ체능계열,720,116.9
2010,성결대학교,공학계열,1240,95.8
2010,성공회대학교,인문ㆍ사회계열,1400,113.4
2010,성공회대학교,자연과학계열,160,113.1
2010,성공회대학교,공학계열,600,88.2
2010,성균관대학교,예ㆍ체능계열,1197,119.8
2010,성균관대학교,의학계열,80,156.3
2010,성균관대학교,공학계열,4599,131.5
2010,성균관대학교,인문ㆍ사회계열,6667,149.1
2010,성균관대학교,자연과학계열,1684,112.2
2010,성신여자대학교,인문ㆍ사회계열,4935,116.9
2010,성신여자대학교,자연과학계열,2147,107.8
2010,성신여자대학교,예ㆍ체능계열,1794,112.2
2010,세명대학교,예ㆍ체능계열,1240,79.6
2010,세명대학교,의학계열,160,119.4
2010,세명대학교,공학계열,1160,95.7
2010,세명대학교,인문ㆍ사회계열,4180,95.1
2010,세명대학교,자연과학계열,1820,95.9
2010,세종대학교,예ㆍ체능계열,1325,111.8
2010,세종대학교,인문ㆍ사회계열,2700,124.3
2010,세종대학교,자연과학계열,1405,96.3
2010,세종대학교,공학계열,3850,118.6
2010,세한대학교,인문ㆍ사회계열,2165,83.1
2010,세한대학교,자연과학계열,860,107
2010,세한대학교,공학계열,245,66.5
2010,세한대학교,예ㆍ체능계열,1980,66.1
2010,수원가톨릭대학교,인문ㆍ사회계열,360,44.7
2010,수원대학교,인문ㆍ사회계열,2745,118.4
2010,수원대학교,자연과학계열,1545,97.7
2010,수원대학교,공학계열,3690,105.4
2010,수원대학교,예ㆍ체능계열,2500,98.1
2010,숙명여자대학교,인문ㆍ사회계열,5631,121.6
2010,숙명여자대학교,자연과학계열,1961,107.5
2010,숙명여자대학교,예ㆍ체능계열,1520,106.7
2010,순복음총회신학교,인문ㆍ사회계열,200,61
2010,순천향대학교,예ㆍ체능계열,1040,93.4
2010,순천향대학교,인문ㆍ사회계열,4000,126.3
2010,순천향대학교,자연과학계열,2344,95.7
2010,순천향대학교,공학계열,2630,95.2
2010,순천향대학교,의학계열,372,103.8
2010,숭실대학교,예ㆍ체능계열,180,94.4
2010,숭실대학교,공학계열,4574,126.1
2010,숭실대학교,자연과학계열,939,94.1
2010,숭실대학교,인문ㆍ사회계열,5007,121.6
2010,신경주대학교,인문ㆍ사회계열,4158,78.2
2010,신경주대학교,예ㆍ체능계열,485,68
2010,신경주대학교,자연과학계열,500,74.2
2010,신경주대학교,공학계열,565,55.6
2010,신라대학교,인문ㆍ사회계열,5226,107.9
2010,신라대학교,예ㆍ체능계열,1310,91.8
2010,신라대학교,자연과학계열,1852,93.3
2010,신라대학교,공학계열,1412,92.8
2010,아신대학교,인문ㆍ사회계열,880,92.8
2010,아주대학교,의학계열,120,148.3
2010,아주대학교,예ㆍ체능계열,34,114.7
2010,아주대학교,인문ㆍ사회계열,2778,122.9
2010,아주대학교,공학계열,4062,122.8
2010,아주대학교,자연과학계열,1000,107.5
2010,안양대학교,인문ㆍ사회계열,2243,107
2010,안양대학교,자연과학계열,360,103.3
2010,안양대학교,공학계열,1585,99.4
2010,안양대학교,예ㆍ체능계열,280,92.9
2010,안양대학교 _제2캠퍼스,공학계열,280,82.1
2010,안양대학교 _제2캠퍼스,인문ㆍ사회계열,280,81.4
2010,연세대학교,예ㆍ체능계열,888,113.3
2010,연세대학교,의학계열,510,115.1
2010,연세대학교,공학계열,3752,122.2
2010,연세대학교,자연과학계열,2218,133.4
2010,연세대학교,인문ㆍ사회계열,6768,142.5
2010,연세대학교(미래) _분교,의학계열,372,117.2
2010,연세대학교(미래) _분교,공학계열,945,118.1
2010,연세대학교(미래) _분교,자연과학계열,2931,109.9
2010,연세대학교(미래) _분교,인문ㆍ사회계열,2371,124.8
2010,영남대학교,공학계열,5415,124.8
2010,영남대학교,자연과학계열,3675,104.6
2010,영남대학교,의학계열,228,112.3
2010,영남대학교,예ㆍ체능계열,1932,105.9
2010,영남대학교,인문ㆍ사회계열,8854,119.5
2010,영남신학대학교,인문ㆍ사회계열,560,102.7
2010,영산대학교,예ㆍ체능계열,450,55.3
2010,영산대학교,공학계열,640,44.8
2010,영산대학교,자연과학계열,170,72.9
2010,영산대학교,인문ㆍ사회계열,2900,66.5
2010,영산대학교 _제2캠퍼스,인문ㆍ사회계열,1210,83.1
2010,영산대학교 _제2캠퍼스,자연과학계열,570,70.5
2010,영산대학교 _제2캠퍼스,공학계열,60,93.3
2010,영산대학교 _제2캠퍼스,예ㆍ체능계열,800,71.3
2010,영산선학대학교,인문ㆍ사회계열,200,19
2010,예수대학교,자연과학계열,440,107.7
2010,예수대학교,인문ㆍ사회계열,120,60.8
2010,예원예술대학교,인문ㆍ사회계열,121,122.3
2010,예원예술대학교,예ㆍ체능계열,838,121.2
2010,용인대학교,인문ㆍ사회계열,1416,99.6
2010,용인대학교,자연과학계열,1136,107.4
2010,용인대학교,예ㆍ체능계열,3328,106.2
2010,우석대학교,인문ㆍ사회계열,3225,108
