기준년도,학교,계열,편제정원,"재학생 충원율(%)
(B/A) × 100"
2012,우송대학교,자연과학계열,1270,92.7
2012,우송대학교,인문ㆍ사회계열,4148,104.4
2012,울산과학기술원,인문ㆍ사회계열,600,62
2012,울산과학기술원,공학계열,2150,86.3
2012,울산대학교,예ㆍ체능계열,1350,98.5
2012,울산대학교,의학계열,160,95.6
2012,울산대학교,공학계열,4130,128.5
2012,울산대학교,자연과학계열,2060,110.4
2012,울산대학교,인문ㆍ사회계열,4146,117.5
2012,원광대학교,의학계열,994,104.9
2012,원광대학교,인문ㆍ사회계열,7451,105.6
2012,원광대학교,자연과학계열,3774,99.4
2012,원광대학교,공학계열,2578,97.2
2012,원광대학교,예ㆍ체능계열,1974,89.6
2012,원광디지털대학교,예ㆍ체능계열,722,62.2
2012,원광디지털대학교,인문ㆍ사회계열,3272,64.4
2012,원광디지털대학교,자연과학계열,2006,65.1
2012,위덕대학교,예ㆍ체능계열,352,72.7
2012,위덕대학교,공학계열,952,76.4
2012,위덕대학교,자연과학계열,790,82.5
2012,위덕대학교,인문ㆍ사회계열,1461,90.8
2012,유원대학교,예ㆍ체능계열,610,63.4
2012,유원대학교,공학계열,1225,62.8
2012,유원대학교,자연과학계열,995,95.4
2012,유원대학교,인문ㆍ사회계열,1490,74.6
2012,을지대학교,인문ㆍ사회계열,80,103.8
2012,을지대학교,자연과학계열,508,114.8
2012,을지대학교,의학계열,160,111.3
2012,을지대학교 _제2캠퍼스,인문ㆍ사회계열,800,111
2012,을지대학교 _제2캠퍼스,자연과학계열,3188,115.9
2012,이화여자대학교,인문ㆍ사회계열,6088,140.7
2012,이화여자대학교,자연과학계열,2690,112.2
2012,이화여자대학교,공학계열,1078,110.1
2012,이화여자대학교,예ㆍ체능계열,2580,114.7
2012,인제대학교,예ㆍ체능계열,912,94.7
2012,인제대학교,인문ㆍ사회계열,3626,105.3
2012,인제대학교,자연과학계열,2560,111
2012,인제대학교,공학계열,1988,100.7
2012,인제대학교 _제2캠퍼스,의학계열,372,103.5
2012,인제대학교 _제2캠퍼스,자연과학계열,320,158.1
2012,인천가톨릭대학교,인문ㆍ사회계열,135,85.9
2012,인천가톨릭대학교 _제2캠퍼스,예ㆍ체능계열,665,95.5
2012,인천대학교,예ㆍ체능계열,894,144.5
2012,인천대학교,공학계열,3885,159.3
2012,인천대학교,자연과학계열,1182,106.7
2012,인천대학교,인문ㆍ사회계열,3759,142.6
2012,인하대학교,예ㆍ체능계열,560,99.6
2012,인하대학교,공학계열,5915,138.4
2012,인하대학교,자연과학계열,1440,111.5
2012,인하대학교,인문ㆍ사회계열,6245,135.6
2012,장로회신학대학교,인문ㆍ사회계열,400,115.5
2012,장로회신학대학교,예ㆍ체능계열,201,105.5
2012,전남대학교,예ㆍ체능계열,916,107.6
2012,전남대학교,의학계열,448,115.2
2012,전남대학교,공학계열,3298,125.2
2012,전남대학교,자연과학계열,4738,114.3
2012,전남대학교,인문ㆍ사회계열,4694,139.2
2012,전남대학교 _제2캠퍼스,인문ㆍ사회계열,932,92.9
2012,전남대학교 _제2캠퍼스,자연과학계열,1268,101.6
2012,전남대학교 _제2캠퍼스,공학계열,1286,82.1
2012,전남대학교 _제2캠퍼스,예ㆍ체능계열,104,83.7
2012,전북대학교,인문ㆍ사회계열,5186,125.7
2012,전북대학교,자연과학계열,5032,106.9
2012,전북대학교,공학계열,5441,114.6
2012,전북대학교,의학계열,200,101.5
2012,전북대학교,예ㆍ체능계열,764,105.4
2012,전주교육대학교,예ㆍ체능계열,333,109.9
2012,전주교육대학교,자연과학계열,447,108.3
2012,전주교육대학교,인문ㆍ사회계열,567,107.9
2012,전주대학교,예ㆍ체능계열,1706,85.5
2012,전주대학교,공학계열,2232,84.7
2012,전주대학교,인문ㆍ사회계열,5595,115
2012,전주대학교,자연과학계열,1785,100.8
2012,정석대학,공학계열,295,41.4
2012,정석대학,인문ㆍ사회계열,105,43.8
2012,제주국제대학교,공학계열,312,65.7
2012,제주국제대학교,인문ㆍ사회계열,811,59.3
2012,제주국제대학교,자연과학계열,95,44.2
2012,제주국제대학교,예ㆍ체능계열,380,50
2012,제주대학교,예ㆍ체능계열,708,94.9
2012,제주대학교,의학계열,160,115.6
2012,제주대학교,공학계열,1794,94.8
2012,제주대학교,자연과학계열,2664,98
2012,제주대학교,인문ㆍ사회계열,4114,116.7
2012,조선대학교,예ㆍ체능계열,2250,103.1
2012,조선대학교,인문ㆍ사회계열,8163,108.9
2012,조선대학교,자연과학계열,2830,100.3
2012,조선대학교,공학계열,6140,103.7
2012,중부대학교,예ㆍ체능계열,1740,95.6
2012,중부대학교,자연과학계열,1169,99.2
2012,중부대학교,인문ㆍ사회계열,3965,104.2
2012,중부대학교,공학계열,2050,91.9
2012,중앙대학교,인문ㆍ사회계열,5460,138.8
2012,중앙대학교,자연과학계열,1817,103.5
2012,중앙대학교,공학계열,2990,125.8
2012,중앙대학교,의학계열,172,101.7
2012,중앙대학교,예ㆍ체능계열,501,109.4
2012,중앙대학교 _제2캠퍼스,자연과학계열,1124,114.7
2012,중앙대학교 _제2캠퍼스,인문ㆍ사회계열,2943,129.2
2012,중앙대학교 _제2캠퍼스,예ㆍ체능계열,3018,106.9
2012,중앙승가대학교,인문ㆍ사회계열,480,54
2012,중원대학교,인문ㆍ사회계열,895,66.9
2012,중원대학교,예ㆍ체능계열,160,18.1
2012,중원대학교,공학계열,898,54.5
2012,중원대학교,자연과학계열,500,85.6
2012,진주교육대학교,인문ㆍ사회계열,654,107
2012,진주교육대학교,자연과학계열,506,108.5
2012,진주교육대학교,예ㆍ체능계열,381,101.3
2012,차의과학대학교,자연과학계열,550,108.4
2012,차의과학대학교,인문ㆍ사회계열,310,95.2
2012,청운대학교,공학계열,1540,102.9
2012,청운대학교,자연과학계열,320,106.3
2012,청운대학교,인문ㆍ사회계열,3160,108.2
2012,청운대학교,예ㆍ체능계열,700,80.6
2012,청주교육대학교,예ㆍ체능계열,319,106.3
2012,청주교육대학교,자연과학계열,459,107
2012,청주교육대학교,인문ㆍ사회계열,597,109.4
2012,청주대학교,자연과학계열,1414,97.3
2012,청주대학교,인문ㆍ사회계열,6352,118
2012,청주대학교,공학계열,2399,99.3
2012,청주대학교,예ㆍ체능계열,1898,94.4
2012,초당대학교,예ㆍ체능계열,635,78
2012,초당대학교,공학계열,445,75.3
2012,초당대학교,인문ㆍ사회계열,1695,97.6
2012,초당대학교,자연과학계열,1530,105.3
2012,총신대학교,인문ㆍ사회계열,1160,128.6
2012,총신대학교,예ㆍ체능계열,280,95.4
2012,추계예술대학교,인문ㆍ사회계열,260,115
2012,추계예술대학교,예ㆍ체능계열,900,102.4
2012,춘천교육대학교,인문ㆍ사회계열,672,106.1
2012,춘천교육대학교,자연과학계열,517,101.4
2012,춘천교육대학교,예ㆍ체능계열,361,106.1
2012,충남대학교,인문ㆍ사회계열,5024,128.8
2012,충남대학교,자연과학계열,4651,108.8
2012,충남대학교,공학계열,4498,117.9
2012,충남대학교,의학계열,216,124.5
2012,충남대학교,예ㆍ체능계열,965,99.7
2012,충북대학교,인문ㆍ사회계열,3975,121.3
2012,충북대학교,자연과학계열,3690,106
2012,충북대학교,공학계열,4244,114.3
2012,충북대학교,의학계열,284,101.8
2012,충북대학교,예ㆍ체능계열,421,95
2012,칼빈대학교,예ㆍ체능계열,80,73.8
2012,칼빈대학교,인문ㆍ사회계열,360,108.9
2012,평택대학교,예ㆍ체능계열,865,94.1
2012,평택대학교,인문ㆍ사회계열,2345,114.6
2012,평택대학교,자연과학계열,590,97.8
2012,포항공과대학교,자연과학계열,373,115.3
2012,포항공과대학교,공학계열,847,116.2
2012,한경국립대학교,공학계열,2586,106.6
2012,한경국립대학교,인문ㆍ사회계열,843,128.1
2012,한경국립대학교,자연과학계열,1681,107.9
2012,한경국립대학교,예ㆍ체능계열,338,109.8
2012,한국공학대학교,공학계열,5080,121.4
2012,한국공학대학교,인문ㆍ사회계열,440,126.4
2012,한국과학기술원,공학계열,1841,106.1
2012,한국과학기술원,자연과학계열,962,106.2
2012,한국과학기술원,인문ㆍ사회계열,957,106.1
2012,한국교원대학교,인문ㆍ사회계열,1252,108.4
2012,한국교원대학교,자연과학계열,583,105.5
2012,한국교원대학교,공학계열,160,104.4
2012,한국교원대학교,예ㆍ체능계열,240,98.8
2012,한국국제대학교,공학계열,770,83.8
2012,한국국제대학교,예ㆍ체능계열,765,87.7
2012,한국국제대학교,자연과학계열,1068,98.3
2012,한국국제대학교,인문ㆍ사회계열,1869,89.6
2012,한국기술교육대학교,공학계열,3070,113.4
2012,한국기술교육대학교,인문ㆍ사회계열,549,132.8
2012,한국방송통신대학교,자연과학계열,51689,65.3
2012,한국방송통신대학교,인문ㆍ사회계열,191290,66.3
2012,한국성서대학교,자연과학계열,115,100
2012,한국성서대학교,인문ㆍ사회계열,695,126.9
2012,한국성서대학교,공학계열,150,84
2012,한국예술종합학교,예ㆍ체능계열,2232,103.7
2012,한국외국어대학교,인문ㆍ사회계열,6704,134
2012,한국외국어대학교(용인) _분교,인문ㆍ사회계열,4800,122.8
2012,한국외국어대학교(용인) _분교,자연과학계열,1092,108.7
2012,한국외국어대학교(용인) _분교,공학계열,996,120.2
2012,한국전통문화대학교(각종),인문ㆍ사회계열,160,101.3
2012,한국전통문화대학교(각종),공학계열,240,69.2
2012,한국전통문화대학교(각종),예ㆍ체능계열,160,103.1
2012,한국체육대학교,예ㆍ체능계열,2360,104.3
2012,한국침례신학대학교,인문ㆍ사회계열,1340,100
2012,한국침례신학대학교,예ㆍ체능계열,260,88.5
2012,한국항공대학교,자연과학계열,600,133.3
2012,한국항공대학교,공학계열,2400,122.8
2012,한국항공대학교,인문ㆍ사회계열,560,122.9
2012,한남대학교,공학계열,2510,103
2012,한남대학교,자연과학계열,1625,94
2012,한남대학교,인문ㆍ사회계열,6857,107
2012,한남대학교,예ㆍ체능계열,1033,100.4
2012,한동대학교,인문ㆍ사회계열,1858,144.1
2012,한동대학교,자연과학계열,303,93.4
2012,한동대학교,공학계열,879,94.2
2012,한라대학교,인문ㆍ사회계열,1660,99
2012,한라대학교,공학계열,2040,90.5
2012,한라대학교,예ㆍ체능계열,280,86.4
2012,한려대학교,자연과학계열,960,68.5
2012,한려대학교,공학계열,120,6.7
2012,한려대학교,예ㆍ체능계열,60,20
2012,한려대학교,인문ㆍ사회계열,1108,13
2012,한림대학교,인문ㆍ사회계열,3910,126.6
2012,한림대학교,자연과학계열,2187,103
2012,한림대학교,공학계열,820,122
2012,한림대학교,의학계열,304,97
2012,한림대학교,예ㆍ체능계열,291,107.9
2012,한북대학교,예ㆍ체능계열,270,65.9
2012,한북대학교,공학계열,190,75.8
2012,한북대학교,자연과학계열,250,92
2012,한북대학교,인문ㆍ사회계열,1040,78.8
2012,한서대학교,공학계열,2119,105.2
2012,한서대학교,자연과학계열,1424,110.3
2012,한서대학교,인문ㆍ사회계열,1930,109.7
2012,한서대학교,예ㆍ체능계열,1927,98.9
2012,한성대학교,예ㆍ체능계열,1440,115.1
2012,한성대학교,공학계열,1880,108.1
2012,한성대학교,인문ㆍ사회계열,3160,116.7
2012,한세대학교,자연과학계열,50,104
2012,한세대학교,예ㆍ체능계열,739,113
2012,한세대학교,인문ㆍ사회계열,1351,122.3
2012,한세대학교,공학계열,220,115.5
2012,한신대학교,예ㆍ체능계열,160,129.4
2012,한신대학교,공학계열,924,94.4
2012,한신대학교,자연과학계열,384,90.1
2012,한신대학교,인문ㆍ사회계열,3572,113.9
2012,한양대학교,공학계열,4549,134.3
2012,한양대학교,자연과학계열,1613,121.4
2012,한양대학교,인문ㆍ사회계열,4112,145.4
2012,한양대학교,예ㆍ체능계열,1238,108.4
2012,한양대학교,의학계열,220,111.8
2012,한양대학교(ERICA) _분교,인문ㆍ사회계열,2870,125.5
2012,한양대학교(ERICA) _분교,자연과학계열,840,101.4
2012,한양대학교(ERICA) _분교,공학계열,2641,129.6
2012,한양대학교(ERICA) _분교,예ㆍ체능계열,1404,106.2
2012,한일장신대학교,예ㆍ체능계열,200,87
2012,한일장신대학교,인문ㆍ사회계열,1080,84.9
2012,한중대학교,예ㆍ체능계열,775,53.9
2012,한중대학교,공학계열,655,54.7
2012,한중대학교,자연과학계열,470,100
2012,한중대학교,인문ㆍ사회계열,1080,64.5
2012,협성대학교,자연과학계열,160,113.1
2012,협성대학교,공학계열,560,98.4
2012,협성대학교,예ㆍ체능계열,1000,100
2012,협성대학교,인문ㆍ사회계열,2600,115
2012,호남대학교,예ㆍ체능계열,1645,94.4
2012,호남대학교,공학계열,1641,91.4
2012,호남대학교,자연과학계열,1055,107
2012,호남대학교,인문ㆍ사회계열,3211,102.5
2012,호남신학대학교,예ㆍ체능계열,200,95
2012,호남신학대학교,인문ㆍ사회계열,480,86.5
2012,호서대학교,자연과학계열,1210,103.6
2012,호서대학교,공학계열,5080,98.6
2012,호서대학교,예ㆍ체능계열,2105,91.9
2012,호서대학교,인문ㆍ사회계열,4235,106.6
2012,호원대학교,인문ㆍ사회계열,2160,86.2
2012,호원대학교,자연과학계열,810,86.7
2012,호원대학교,공학계열,1450,78.2
2012,호원대학교,예ㆍ체능계열,1400,82.2
2012,홍익대학교,인문ㆍ사회계열,3560,117.2
2012,홍익대학교,자연과학계열,160,111.9
2012,홍익대학교,공학계열,4205,120.2
2012,홍익대학교,예ㆍ체능계열,2000,128.1
2012,홍익대학교(세종) _분교,공학계열,2476,104.7
2012,홍익대학교(세종) _분교,인문ㆍ사회계열,1720,113.8
2012,홍익대학교(세종) _분교,예ㆍ체능계열,1640,122.7
2012,화성의과학대학교,예ㆍ체능계열,185,60
2012,화성의과학대학교,자연과학계열,271,86.3
2012,화성의과학대학교,인문ㆍ사회계열,736,62.4
2011,가야대학교,인문ㆍ사회계열,168,25.6
2011,가야대학교 _제2캠퍼스,인문ㆍ사회계열,1440,99.9
2011,가야대학교 _제2캠퍼스,자연과학계열,1112,95.4
2011,가야대학교 _제2캠퍼스,공학계열,80,32.5
2011,가천대학교,자연과학계열,1075,99.1
2011,가천대학교,공학계열,4785,98
2011,가천대학교,의학계열,120,98.3
2011,가천대학교,예ㆍ체능계열,1740,99.7
2011,가천대학교,인문ㆍ사회계열,5013,119
2011,가천의과학대학교,인문ㆍ사회계열,420,109
2011,가천의과학대학교,자연과학계열,1699,123
2011,가천의과학대학교,예ㆍ체능계열,304,97.4
2011,가천의과학대학교,공학계열,885,96
2011,가톨릭관동대학교,인문ㆍ사회계열,5848,93.3
2011,가톨릭관동대학교,공학계열,1597,79.7
2011,가톨릭관동대학교,의학계열,196,111.7
2011,가톨릭관동대학교,예ㆍ체능계열,1521,74.2
2011,가톨릭관동대학교,자연과학계열,618,167
2011,가톨릭꽃동네대학교,인문ㆍ사회계열,320,102.8
2011,가톨릭꽃동네대학교,자연과학계열,160,96.9
2011,가톨릭대학교,자연과학계열,1300,112.3
2011,가톨릭대학교,인문ㆍ사회계열,3599,119.5
2011,가톨릭대학교,공학계열,1262,109.2
2011,가톨릭대학교,예ㆍ체능계열,208,97.1
2011,가톨릭대학교 _제2캠퍼스,의학계열,185,130.8
2011,가톨릭대학교 _제2캠퍼스,자연과학계열,280,120.7
2011,가톨릭대학교 _제3캠퍼스,인문ㆍ사회계열,320,65.6
2011,감리교신학대학교,인문ㆍ사회계열,800,113.3
2011,강남대학교,예ㆍ체능계열,688,113.2
2011,강남대학교,공학계열,1028,106
2011,강남대학교,인문ㆍ사회계열,4912,117.8
2011,강서대학교,예ㆍ체능계열,180,86.1
2011,강서대학교,인문ㆍ사회계열,1140,122.5
2011,강원대학교,공학계열,2829,113.6
2011,강원대학교,의학계열,160,100
2011,강원대학교,예ㆍ체능계열,758,101.7
2011,강원대학교,자연과학계열,4977,104
2011,강원대학교,인문ㆍ사회계열,4678,116.2
2011,강원대학교 _제2캠퍼스,공학계열,3485,85.6
2011,강원대학교 _제2캠퍼스,자연과학계열,1192,94.8
2011,강원대학교 _제2캠퍼스,인문ㆍ사회계열,1176,102.6
2011,강원대학교 _제2캠퍼스,예ㆍ체능계열,941,81.3
2011,건국대학교,의학계열,276,127.2
2011,건국대학교,공학계열,3316,124.6
2011,건국대학교,자연과학계열,2832,95.7
2011,건국대학교,인문ㆍ사회계열,4267,168.6
2011,건국대학교,예ㆍ체능계열,1477,132.8
2011,건국대학교(글로컬) _분교,인문ㆍ사회계열,3095,124
2011,건국대학교(글로컬) _분교,자연과학계열,2089,76.1
2011,건국대학교(글로컬) _분교,공학계열,516,194.2
2011,건국대학교(글로컬) _분교,예ㆍ체능계열,1340,114.2
2011,건동대학교,예ㆍ체능계열,460,56.7
2011,건동대학교,공학계열,380,26.3
2011,건동대학교,자연과학계열,210,38.6
2011,건동대학교,인문ㆍ사회계열,380,36.3
2011,건양대학교,인문ㆍ사회계열,3825,103.2
2011,건양대학교,자연과학계열,524,96.6
2011,건양대학교,공학계열,1790,94.4
2011,건양대학교 _제2캠퍼스,인문ㆍ사회계열,225,111.6
2011,건양대학교 _제2캠퍼스,자연과학계열,1218,116.3
2011,건양대학교 _제2캠퍼스,의학계열,196,112.8
2011,경기대학교,자연과학계열,1241,100.2
2011,경기대학교,인문ㆍ사회계열,5094,125.4
2011,경기대학교,예ㆍ체능계열,1580,108
2011,경기대학교,공학계열,2493,106.2
2011,경기대학교 _제2캠퍼스,예ㆍ체능계열,440,107
2011,경기대학교 _제2캠퍼스,공학계열,74,90.5
2011,경기대학교 _제2캠퍼스,인문ㆍ사회계열,1662,107.2
2011,경남과학기술대학교,예ㆍ체능계열,120,103.3
2011,경남과학기술대학교,공학계열,2869,99.7
2011,경남과학기술대학교,자연과학계열,1202,100
2011,경남과학기술대학교,인문ㆍ사회계열,1333,107.2
2011,경남대학교,예ㆍ체능계열,955,101
2011,경남대학교,인문ㆍ사회계열,7390,104.8
2011,경남대학교,자연과학계열,1545,93.7
2011,경남대학교,공학계열,3331,95.6
2011,경동대학교,공학계열,590,96.8
2011,경동대학교,자연과학계열,670,75.7
2011,경동대학교,인문ㆍ사회계열,2220,81.7
2011,경동대학교,예ㆍ체능계열,120,95
2011,경북대학교,의학계열,231,110
2011,경북대학교,인문ㆍ사회계열,5590,134.2
2011,경북대학교,자연과학계열,4605,120.2
2011,경북대학교,공학계열,4640,129.7
2011,경북대학교,예ㆍ체능계열,702,102.7
2011,경북대학교 _제2캠퍼스,예ㆍ체능계열,174,95.4
2011,경북대학교 _제2캠퍼스,공학계열,1909,53.3
2011,경북대학교 _제2캠퍼스,자연과학계열,684,80
2011,경북대학교 _제2캠퍼스,인문ㆍ사회계열,390,79
2011,경북외국어대학교,인문ㆍ사회계열,600,64.2
2011,경상국립대학교,자연과학계열,3705,105.1
2011,경상국립대학교,공학계열,4372,112.4
2011,경상국립대학교,의학계열,200,112.5
2011,경상국립대학교,예ㆍ체능계열,280,98.2
2011,경상국립대학교,인문ㆍ사회계열,4589,114.9
2011,경성대학교,예ㆍ체능계열,2440,103.9
2011,경성대학교,공학계열,2570,104.1
2011,경성대학교,자연과학계열,1585,91.9
2011,경성대학교,인문ㆍ사회계열,5885,113.5
2011,경운대학교(산업대),자연과학계열,1385,104.8
2011,경운대학교(산업대),인문ㆍ사회계열,2010,101.3
2011,경운대학교(산업대),공학계열,880,95.3
2011,경운대학교(산업대),예ㆍ체능계열,1625,86
2011,경인교육대학교,예ㆍ체능계열,705,97.9
2011,경인교육대학교,자연과학계열,886,104
2011,경인교육대학교,인문ㆍ사회계열,1452,104.7
2011,경일대학교,인문ㆍ사회계열,2335,84.6
2011,경일대학교,자연과학계열,145,109
2011,경일대학교,공학계열,2992,75.3
2011,경일대학교,예ㆍ체능계열,968,87.3
2011,경희대학교,의학계열,456,111.2
2011,경희대학교,예ㆍ체능계열,1000,97.9
2011,경희대학교,자연과학계열,2386,118.7
2011,경희대학교,인문ㆍ사회계열,5913,150.9
2011,경희대학교 _분교,공학계열,4165,119.3
2011,경희대학교 _분교,예ㆍ체능계열,2680,115.7
2011,경희대학교 _분교,인문ㆍ사회계열,1720,154.4
2011,경희대학교 _분교,자연과학계열,1410,117.3
2011,계명대학교,자연과학계열,2437,105.1
2011,계명대학교,공학계열,3387,102.3
2011,계명대학교,의학계열,304,153
2011,계명대학교,예ㆍ체능계열,3580,105
2011,계명대학교,인문ㆍ사회계열,10464,124.7
2011,고려대학교,공학계열,3232,127.2
2011,고려대학교,자연과학계열,3768,115.6
2011,고려대학교,인문ㆍ사회계열,7626,140.6
2011,고려대학교,예ㆍ체능계열,490,114.9
2011,고려대학교,의학계열,265,122.6
2011,고려대학교(세종) _분교,예ㆍ체능계열,515,103.1
2011,고려대학교(세종) _분교,공학계열,1472,118.5
2011,고려대학교(세종) _분교,자연과학계열,833,114
2011,고려대학교(세종) _분교,인문ㆍ사회계열,3160,116
2011,고신대학교,의학계열,304,96.1
2011,고신대학교,인문ㆍ사회계열,1782,123.6
2011,고신대학교,자연과학계열,1482,65.5
2011,고신대학교,예ㆍ체능계열,504,79.8
2011,공주교육대학교,자연과학계열,597,103.9
2011,공주교육대학교,예ㆍ체능계열,319,108.2
2011,공주교육대학교,인문ㆍ사회계열,904,106.9
2011,광신대학교,인문ㆍ사회계열,450,101.1
2011,광신대학교,예ㆍ체능계열,110,81.8
2011,광운대학교,자연과학계열,600,111
2011,광운대학교,인문ㆍ사회계열,2640,127.7
2011,광운대학교,공학계열,3655,122.4
2011,광운대학교,예ㆍ체능계열,160,91.9
2011,광주가톨릭대학교,인문ㆍ사회계열,170,55.9
2011,광주과학기술원,공학계열,200,98
2011,광주교육대학교,인문ㆍ사회계열,725,106.9
2011,광주교육대학교,예ㆍ체능계열,394,106.6
2011,광주교육대학교,자연과학계열,544,104.6
2011,광주대학교,인문ㆍ사회계열,3810,104
2011,광주대학교,자연과학계열,726,93.4
2011,광주대학교,공학계열,948,82.7
2011,광주대학교,예ㆍ체능계열,1192,81
2011,광주여자대학교,예ㆍ체능계열,226,81.4
2011,광주여자대학교,인문ㆍ사회계열,1789,105.1
2011,광주여자대학교,자연과학계열,1980,104.1
2011,광주여자대학교,공학계열,45,84.4
2011,국립강릉원주대학교,예ㆍ체능계열,457,93.9
2011,국립강릉원주대학교,인문ㆍ사회계열,2334,109.5
2011,국립강릉원주대학교,자연과학계열,2029,91.3
2011,국립강릉원주대학교,공학계열,1075,95.5
2011,국립강릉원주대학교,의학계열,160,95
2011,국립강릉원주대학교 _제2캠퍼스,자연과학계열,285,108.4
2011,국립강릉원주대학교 _제2캠퍼스,공학계열,1125,88.6
2011,국립강릉원주대학교 _제2캠퍼스,예ㆍ체능계열,334,97.6
2011,국립강릉원주대학교 _제2캠퍼스,인문ㆍ사회계열,429,86
2011,국립경국대학교,자연과학계열,1960,98.5
2011,국립경국대학교,공학계열,1904,98.7
2011,국립경국대학교,예ㆍ체능계열,444,95.3
2011,국립경국대학교,인문ㆍ사회계열,2044,106.7
2011,국립공주대학교,예ㆍ체능계열,846,110.5
2011,국립공주대학교,공학계열,4296,113
2011,국립공주대학교,인문ㆍ사회계열,3450,122.8
2011,국립공주대학교,자연과학계열,3687,106.5
2011,국립군산대학교,자연과학계열,1863,92.9
2011,국립군산대학교,인문ㆍ사회계열,2090,105.3
2011,국립군산대학교,공학계열,3116,96.9
2011,국립군산대학교,예ㆍ체능계열,643,97
2011,국립금오공과대학교,인문ㆍ사회계열,200,118
2011,국립금오공과대학교,자연과학계열,480,100.6
2011,국립금오공과대학교,공학계열,4727,126.6
2011,국립목포대학교,예ㆍ체능계열,468,98.5
2011,국립목포대학교,인문ㆍ사회계열,2846,121.1
2011,국립목포대학교,공학계열,2364,107.8
2011,국립목포대학교,자연과학계열,1492,98.6
2011,국립목포해양대학교,공학계열,2464,99.6
2011,국립부경대학교,인문ㆍ사회계열,3952,133.3
2011,국립부경대학교,자연과학계열,2414,103.5
2011,국립부경대학교,공학계열,7281,125
2011,국립부경대학교,예ㆍ체능계열,480,105.6
2011,국립순천대학교,자연과학계열,2194,94.8
2011,국립순천대학교,인문ㆍ사회계열,2286,114.3
2011,국립순천대학교,공학계열,2038,101
2011,국립순천대학교,예ㆍ체능계열,791,102.7
2011,국립창원대학교,예ㆍ체능계열,590,121.7
2011,국립창원대학교,공학계열,2461,116.5
2011,국립창원대학교,자연과학계열,1394,86.7
2011,국립창원대학교,인문ㆍ사회계열,3126,123.2
2011,국립한국교통대학교,인문ㆍ사회계열,1844,102.5
2011,국립한국교통대학교,예ㆍ체능계열,244,104.5
2011,국립한국교통대학교,공학계열,5540,103.1
2011,국립한국교통대학교,자연과학계열,592,105.9
2011,국립한국해양대학교,공학계열,3417,117.1
2011,국립한국해양대학교,자연과학계열,793,111.2
2011,국립한국해양대학교,인문ㆍ사회계열,1280,122.7
2011,국립한국해양대학교,예ㆍ체능계열,100,101
2011,국민대학교,인문ㆍ사회계열,5612,126.4
2011,국민대학교,자연과학계열,1236,114.9
2011,국민대학교,공학계열,2983,121.7
2011,국민대학교,예ㆍ체능계열,2156,106.8
2011,극동대학교,예ㆍ체능계열,945,87
2011,극동대학교,공학계열,435,89.9
2011,극동대학교,자연과학계열,795,98.9
2011,극동대학교,인문ㆍ사회계열,2225,99.3
2011,금강대학교,인문ㆍ사회계열,400,88
2011,김천대학교,예ㆍ체능계열,60,85
2011,김천대학교,공학계열,80,67.5
2011,김천대학교,자연과학계열,1230,90.2
2011,김천대학교,인문ㆍ사회계열,690,86.7
2011,나사렛대학교,예ㆍ체능계열,359,112
2011,나사렛대학교,자연과학계열,1365,96.2
2011,나사렛대학교,인문ㆍ사회계열,3672,110.6
2011,남부대학교,인문ㆍ사회계열,757,94.1
2011,남부대학교,자연과학계열,1620,86.7
2011,남부대학교,공학계열,240,86.7
2011,남부대학교,예ㆍ체능계열,699,76.3
2011,남서울대학교(산업대),예ㆍ체능계열,1840,104.4
2011,남서울대학교(산업대),공학계열,2560,90.2
2011,남서울대학교(산업대),자연과학계열,480,98.5
2011,남서울대학교(산업대),인문ㆍ사회계열,5640,106.6
2011,단국대학교,예ㆍ체능계열,1520,105.3
2011,단국대학교,공학계열,2710,119.5
2011,단국대학교,자연과학계열,1080,107.4
2011,단국대학교,인문ㆍ사회계열,4260,125.9
2011,단국대학교(천안) _분교,예ㆍ체능계열,1900,105.2
2011,단국대학교(천안) _분교,의학계열,440,107.7
2011,단국대학교(천안) _분교,공학계열,2103,117.5
2011,단국대학교(천안) _분교,자연과학계열,2242,106.2
2011,단국대학교(천안) _분교,인문ㆍ사회계열,4135,113.6
2011,대구가톨릭대학교,예ㆍ체능계열,1529,98
2011,대구가톨릭대학교,공학계열,1694,109.2
2011,대구가톨릭대학교,인문ㆍ사회계열,6250,105.6
2011,대구가톨릭대학교,자연과학계열,3127,102.9
2011,대구가톨릭대학교,의학계열,160,111.9
2011,대구교육대학교,예ㆍ체능계열,380,111.1
2011,대구교육대학교,자연과학계열,647,105.3
2011,대구교육대학교,인문ㆍ사회계열,932,104.8
2011,대구대학교,인문ㆍ사회계열,9090,111.5
2011,대구대학교,자연과학계열,3438,102.1
2011,대구대학교,공학계열,3964,103.6
2011,대구대학교,예ㆍ체능계열,1720,96.4
2011,대구예술대학교,예ㆍ체능계열,1940,67.6
2011,대구외국어대학교,인문ㆍ사회계열,520,77.3
2011,대구한의대학교,예ㆍ체능계열,700,85.9
2011,대구한의대학교,의학계열,456,99.6
2011,대구한의대학교,공학계열,844,85.9
2011,대구한의대학교,자연과학계열,2962,97.7
2011,대구한의대학교,인문ㆍ사회계열,2070,99.7
2011,대신대학교,인문ㆍ사회계열,470,81.5
2011,대신대학교,예ㆍ체능계열,165,67.3
2011,대전가톨릭대학교,인문ㆍ사회계열,160,71.3
2011,대전대학교,예ㆍ체능계열,831,83.6
