기준연도,학교명,대학자체대계열,재적학생,중도탈락학생,중도탈락비율(%)
2020.0,유원대학교,공학계열,1193.0,112,9.39
2020.0,유원대학교,예체능계열,479.0,61,12.73
2020.0,유원대학교,인문사회계열,1828.0,170,9.3
2020.0,유원대학교,자연과학계열,1643.0,123,7.49
2020.0,을지대학교,자연과학계열,813.0,17,2.09
2020.0,을지대학교 _제2캠퍼스,자연과학계열,3153.0,82,2.6
2020.0,이화여자대학교,공학계열,1929.0,38,1.97
2020.0,이화여자대학교,예체능계열,2579.0,36,1.4
2020.0,이화여자대학교,인문사회계열,8561.0,162,1.89
2020.0,이화여자대학교,자연과학계열,5085.0,144,2.83
2020.0,인제대학교,공학계열,4449.0,244,5.48
2020.0,인제대학교,예체능계열,131.0,5,3.82
2020.0,인제대학교,인문사회계열,3914.0,249,6.36
2020.0,인제대학교,자연과학계열,3100.0,93,3.0
2020.0,인천가톨릭대학교,인문사회계열,90.0,4,4.44
2020.0,인천가톨릭대학교 _제2캠퍼스,예체능계열,548.0,27,4.93
2020.0,인천가톨릭대학교 _제2캠퍼스,자연과학계열,191.0,4,2.09
2020.0,인천대학교,공학계열,6459.0,257,3.98
2020.0,인천대학교,예체능계열,1379.0,65,4.71
2020.0,인천대학교,인문사회계열,5376.0,202,3.76
2020.0,인천대학교,자연과학계열,1982.0,87,4.39
2020.0,인하대학교,공학계열,11788.0,306,2.6
2020.0,인하대학교,예체능계열,1018.0,37,3.63
2020.0,인하대학교,인문사회계열,8813.0,243,2.76
2020.0,인하대학교,자연과학계열,3758.0,118,3.14
2020.0,장로회신학대학교,인문사회계열,893.0,26,2.91
2020.0,전남대학교,공학계열,5489.0,253,4.61
2020.0,전남대학교,예체능계열,941.0,44,4.68
2020.0,전남대학교,인문사회계열,6922.0,233,3.37
2020.0,전남대학교,자연과학계열,8979.0,286,3.19
2020.0,전남대학교 _제2캠퍼스,공학계열,2944.0,168,5.71
2020.0,전남대학교 _제2캠퍼스,인문사회계열,1161.0,70,6.03
2020.0,전북대학교,공학계열,8532.0,313,3.67
2020.0,전북대학교,예체능계열,795.0,25,3.14
2020.0,전북대학교,인문사회계열,6697.0,246,3.67
2020.0,전북대학교,자연과학계열,8837.0,357,4.04
2020.0,전주교육대학교,예체능계열,310.0,1,0.32
2020.0,전주교육대학교,인문사회계열,509.0,7,1.38
2020.0,전주교육대학교,자연과학계열,395.0,4,1.01
2020.0,전주대학교,공학계열,5351.0,269,5.03
2020.0,전주대학교,예체능계열,37.0,6,16.22
2020.0,전주대학교,인문사회계열,7358.0,418,5.68
2020.0,전주대학교,자연과학계열,2899.0,107,3.69
2020.0,제주국제대학교,공학계열,454.0,60,13.22
2020.0,제주국제대학교,예체능계열,261.0,50,19.16
2020.0,제주국제대학교,인문사회계열,453.0,66,14.57
2020.0,제주국제대학교,자연과학계열,78.0,9,11.54
2020.0,제주대학교,공학계열,3875.0,236,6.09
2020.0,제주대학교,예체능계열,636.0,41,6.45
2020.0,제주대학교,인문사회계열,5442.0,255,4.69
2020.0,제주대학교,자연과학계열,3981.0,182,4.57
2020.0,조선대학교,공학계열,9943.0,465,4.68
2020.0,조선대학교,예체능계열,5748.0,295,5.13
2020.0,조선대학교,인문사회계열,8317.0,440,5.29
2020.0,조선대학교,자연과학계열,3328.0,73,2.19
2020.0,중부대학교,공학계열,2281.0,111,4.87
2020.0,중부대학교,예체능계열,2442.0,150,6.14
2020.0,중부대학교,인문사회계열,5189.0,351,6.76
2020.0,중부대학교,자연과학계열,2226.0,122,5.48
2020.0,중앙대학교,공학계열,5838.0,202,3.46
2020.0,중앙대학교,예체능계열,654.0,11,1.68
2020.0,중앙대학교,인문사회계열,14122.0,366,2.59
2020.0,중앙대학교,자연과학계열,4823.0,156,3.23
2020.0,중앙대학교 _제2캠퍼스,공학계열,239.0,9,3.77
2020.0,중앙대학교 _제2캠퍼스,예체능계열,4748.0,153,3.22
2020.0,중앙대학교 _제2캠퍼스,인문사회계열,193.0,25,12.95
2020.0,중앙대학교 _제2캠퍼스,자연과학계열,1711.0,71,4.15
2020.0,중앙승가대학교,인문사회계열,147.0,12,8.16
2020.0,중원대학교,공학계열,1152.0,91,7.9
2020.0,중원대학교,예체능계열,1502.0,236,15.71
2020.0,중원대학교,인문사회계열,1707.0,303,17.75
2020.0,중원대학교,자연과학계열,1196.0,76,6.35
2020.0,진주교육대학교,예체능계열,349.0,5,1.43
2020.0,진주교육대학교,인문사회계열,563.0,5,0.89
2020.0,진주교육대학교,자연과학계열,459.0,14,3.05
2020.0,차의과학대학교,공학계열,786.0,27,3.44
2020.0,차의과학대학교,자연과학계열,1971.0,67,3.4
2020.0,창신대학교,인문사회계열,829.0,77,9.29
2020.0,창신대학교,자연과학계열,1492.0,53,3.55
2020.0,청운대학교,공학계열,1579.0,83,5.26
2020.0,청운대학교,예체능계열,1449.0,141,9.73
2020.0,청운대학교,인문사회계열,2655.0,207,7.8
2020.0,청운대학교,자연과학계열,1245.0,64,5.14
2020.0,청주교육대학교,예체능계열,315.0,7,2.22
2020.0,청주교육대학교,인문사회계열,515.0,9,1.75
2020.0,청주교육대학교,자연과학계열,404.0,12,2.97
2020.0,청주대학교,공학계열,5413.0,225,4.16
2020.0,청주대학교,예체능계열,1911.0,66,3.45
2020.0,청주대학교,인문사회계열,6486.0,313,4.83
2020.0,청주대학교,자연과학계열,2272.0,63,2.77
2020.0,초당대학교,공학계열,1055.0,100,9.48
2020.0,초당대학교,예체능계열,379.0,67,17.68
2020.0,초당대학교,인문사회계열,1290.0,150,11.63
2020.0,초당대학교,자연과학계열,1366.0,105,7.69
2020.0,총신대학교,예체능계열,328.0,17,5.18
2020.0,총신대학교,인문사회계열,1583.0,71,4.49
2020.0,총신대학교,자연과학계열,101.0,5,4.95
2020.0,추계예술대학교,예체능계열,1096.0,64,5.84
2020.0,추계예술대학교,인문사회계열,216.0,11,5.09
2020.0,추계예술대학교,인문사회계열,133.0,9,6.77
2020.0,춘천교육대학교,예체능계열,341.0,4,1.17
2020.0,춘천교육대학교,인문사회계열,575.0,10,1.74
2020.0,춘천교육대학교,자연과학계열,449.0,11,2.45
2020.0,충남대학교,공학계열,6062.0,205,3.38
2020.0,충남대학교,예체능계열,675.0,23,3.41
2020.0,충남대학교,인문사회계열,7574.0,251,3.31
2020.0,충남대학교,자연과학계열,8761.0,295,3.37
2020.0,충북대학교,공학계열,5965.0,204,3.42
2020.0,충북대학교,예체능계열,236.0,18,7.63
2020.0,충북대학교,인문사회계열,7175.0,267,3.72
2020.0,충북대학교,자연과학계열,4973.0,182,3.66
2020.0,칼빈대학교,예체능계열,58.0,3,5.17
2020.0,칼빈대학교,인문사회계열,619.0,82,13.25
2020.0,평택대학교,공학계열,1347.0,62,4.6
2020.0,평택대학교,예체능계열,705.0,61,8.65
2020.0,평택대학교,인문사회계열,1459.0,165,11.31
2020.0,평택대학교,자연과학계열,864.0,64,7.41
2020.0,포항공과대학교,공학계열,1702.0,17,1.0
2020.0,한경국립대학교,공학계열,3229.0,185,5.73
2020.0,한경국립대학교,예체능계열,55.0,5,9.09
2020.0,한경국립대학교,인문사회계열,1148.0,91,7.93
2020.0,한경국립대학교,자연과학계열,2075.0,110,5.3
2020.0,한국공학대학교,공학계열,7492.0,331,4.42
2020.0,한국공학대학교,예체능계열,586.0,34,5.8
2020.0,한국공학대학교,인문사회계열,882.0,46,5.22
2020.0,한국과학기술원,공학계열,3694.0,101,2.73
2020.0,한국과학기술원,인문사회계열,87.0,6,6.9
2020.0,한국과학기술원,자연과학계열,793.0,38,4.79
2020.0,한국교원대학교,예체능계열,257.0,4,1.56
2020.0,한국교원대학교,인문사회계열,1516.0,28,1.85
2020.0,한국교원대학교,자연과학계열,919.0,25,2.72
2020.0,한국국제대학교,공학계열,526.0,167,31.75
2020.0,한국국제대학교,예체능계열,259.0,66,25.48
2020.0,한국국제대학교,인문사회계열,929.0,132,14.21
2020.0,한국국제대학교,자연과학계열,745.0,74,9.93
2020.0,한국기술교육대학교,공학계열,5775.0,181,3.13
2020.0,한국기술교육대학교,인문사회계열,394.0,39,9.9
2020.0,한국방송통신대학교,인문사회계열,103166.0,24394,23.65
2020.0,한국방송통신대학교,자연과학계열,38915.0,7816,20.08
2020.0,한국성서대학교,공학계열,203.0,11,5.42
2020.0,한국성서대학교,인문사회계열,786.0,36,4.58
2020.0,한국성서대학교,자연과학계열,226.0,4,1.77
2020.0,한국예술종합학교,예체능계열,3220.0,62,1.93
2020.0,한국외국어대학교,공학계열,1754.0,95,5.42
2020.0,한국외국어대학교,인문사회계열,19593.0,691,3.53
2020.0,한국외국어대학교,자연과학계열,2229.0,121,5.43
2020.0,한국전통문화대학교,인문사회계열,445.0,13,2.92
2020.0,한국전통문화대학교,자연과학계열,315.0,6,1.9
2020.0,한국체육대학교,예체능계열,3191.0,71,2.23
2020.0,한국침례신학대학교,예체능계열,255.0,37,14.51
2020.0,한국침례신학대학교,인문사회계열,1319.0,74,5.61
2020.0,한국항공대학교,공학계열,3795.0,143,3.77
2020.0,한국항공대학교,인문사회계열,1982.0,67,3.38
2020.0,한남대학교,공학계열,3897.0,192,4.93
2020.0,한남대학교,예체능계열,636.0,29,4.56
2020.0,한남대학교,인문사회계열,8087.0,418,5.17
2020.0,한남대학교,자연과학계열,2794.0,109,3.9
2020.0,한동대학교,공학계열,2171.0,55,2.53
2020.0,한동대학교,인문사회계열,2874.0,60,2.09
2020.0,한동대학교,자연과학계열,361.0,15,4.16
2020.0,한라대학교,공학계열,2970.0,149,5.02
2020.0,한라대학교,인문사회계열,2292.0,145,6.33
2020.0,한려대학교,예체능계열,62.0,9,14.52
2020.0,한려대학교,자연과학계열,345.0,25,7.25
2020.0,한림대학교,공학계열,1579.0,72,4.56
2020.0,한림대학교,인문사회계열,5911.0,277,4.69
2020.0,한림대학교,자연과학계열,3305.0,133,4.02
2020.0,한서대학교,공학계열,5379.0,262,4.87
2020.0,한서대학교,예체능계열,1118.0,96,8.59
2020.0,한서대학교,인문사회계열,927.0,59,6.36
2020.0,한서대학교,자연과학계열,1814.0,72,3.97
2020.0,한성대학교,공학계열,1526.0,46,3.01
2020.0,한성대학교,예체능계열,1863.0,70,3.76
2020.0,한성대학교,인문사회계열,1911.0,110,5.76
2020.0,한세대학교,공학계열,454.0,25,5.51
2020.0,한세대학교,예체능계열,853.0,51,5.98
2020.0,한세대학교,인문사회계열,1689.0,90,5.33
2020.0,한세대학교,자연과학계열,299.0,8,2.68
2020.0,한신대학교,공학계열,2152.0,80,3.72
2020.0,한신대학교,인문사회계열,5251.0,232,4.42
2020.0,한양대학교,공학계열,8451.0,278,3.29
2020.0,한양대학교,예체능계열,1698.0,41,2.41
2020.0,한양대학교,인문사회계열,8791.0,211,2.4
2020.0,한양대학교,자연과학계열,3735.0,135,3.61
2020.0,한양대학교(ERICA) _분교,공학계열,5428.0,149,2.75
2020.0,한양대학교(ERICA) _분교,예체능계열,1934.0,48,2.48
2020.0,한양대학교(ERICA) _분교,인문사회계열,4383.0,112,2.56
2020.0,한양대학교(ERICA) _분교,자연과학계열,1372.0,48,3.5
2020.0,한일장신대학교,예체능계열,240.0,43,17.92
2020.0,한일장신대학교,인문사회계열,619.0,84,13.57
2020.0,한일장신대학교,자연과학계열,271.0,3,1.11
2020.0,협성대학교,공학계열,1202.0,70,5.82
2020.0,협성대학교,예체능계열,839.0,51,6.08
2020.0,협성대학교,인문사회계열,3549.0,225,6.34
2020.0,호남대학교,예체능계열,1006.0,63,6.26
2020.0,호남대학교,인문사회계열,5684.0,382,6.72
2020.0,호남대학교,자연과학계열,2739.0,143,5.22
2020.0,호남신학대학교,인문사회계열,738.0,49,6.64
2020.0,호서대학교,공학계열,7591.0,325,4.28
2020.0,호서대학교,예체능계열,2056.0,131,6.37
2020.0,호서대학교,인문사회계열,5116.0,262,5.12
2020.0,호서대학교,자연과학계열,1887.0,59,3.13
2020.0,호원대학교,공학계열,1236.0,206,16.67
2020.0,호원대학교,예체능계열,726.0,125,17.22
2020.0,호원대학교,인문사회계열,1232.0,161,13.07
2020.0,호원대학교,자연과학계열,138.0,3,2.17
2020.0,홍익대학교,공학계열,7700.0,306,3.97
2020.0,홍익대학교,예체능계열,4091.0,92,2.25
2020.0,홍익대학교,인문사회계열,4776.0,158,3.31
2020.0,홍익대학교,자연과학계열,828.0,36,4.35
2020.0,홍익대학교 _제2캠퍼스,공학계열,3798.0,217,5.71
2020.0,홍익대학교 _제2캠퍼스,예체능계열,2613.0,78,2.99
2020.0,홍익대학교 _제2캠퍼스,인문사회계열,2060.0,115,5.58
2020.0,화성의과학대학교,공학계열,111.0,16,14.41
2020.0,화성의과학대학교,예체능계열,184.0,26,14.13
2020.0,화성의과학대학교,인문사회계열,454.0,87,19.16
2020.0,화성의과학대학교,자연과학계열,254.0,10,3.94
2021.0,가야대학교(김해),인문사회계열,912.0,126,13.82
2021.0,가야대학교(김해),자연과학계열,1781.0,96,5.39
2021.0,가천대학교,공학계열,7935.0,284,3.58
2021.0,가천대학교,예체능계열,2548.0,105,4.12
2021.0,가천대학교,인문사회계열,10198.0,397,3.89
2021.0,가천대학교,자연과학계열,5007.0,145,2.9
2021.0,가톨릭관동대학교,공학계열,2231.0,135,6.05
2021.0,가톨릭관동대학교,예체능계열,2940.0,199,6.77
2021.0,가톨릭관동대학교,인문사회계열,2526.0,163,6.45
2021.0,가톨릭관동대학교,자연과학계열,2051.0,60,2.93
2021.0,가톨릭꽃동네대학교,인문사회계열,327.0,6,1.83
2021.0,가톨릭꽃동네대학교,자연과학계열,240.0,7,2.92
2021.0,가톨릭대학교,공학계열,2077.0,97,4.67
2021.0,가톨릭대학교,예체능계열,226.0,7,3.1
2021.0,가톨릭대학교,의학계열,220.0,13,5.91
2021.0,가톨릭대학교,인문사회계열,5260.0,144,2.74
2021.0,가톨릭대학교,자연과학계열,1682.0,67,3.98
2021.0,가톨릭대학교 _제2캠퍼스,자연과학계열,964.0,9,0.93
2021.0,가톨릭대학교 _제3캠퍼스,인문사회계열,306.0,10,3.27
2021.0,감리교신학대학교,인문사회계열,1048.0,60,5.73
2021.0,강남대학교,공학계열,2205.0,105,4.76
2021.0,강남대학교,인문사회계열,5006.0,263,5.25
2021.0,강남대학교,자연과학계열,573.0,15,2.62
2021.0,강서대학교,예체능계열,133.0,19,14.29
2021.0,강서대학교,인문사회계열,1421.0,174,12.24
2021.0,강서대학교,자연과학계열,346.0,14,4.05
2021.0,강원대학교,공학계열,4078.0,336,8.24
2021.0,강원대학교,예체능계열,550.0,42,7.64
2021.0,강원대학교,인문사회계열,6100.0,365,5.98
2021.0,강원대학교,자연과학계열,8061.0,390,4.84
2021.0,강원대학교 _제2캠퍼스,공학계열,5018.0,269,5.36
2021.0,강원대학교 _제2캠퍼스,예체능계열,653.0,22,3.37
2021.0,강원대학교 _제2캠퍼스,인문사회계열,879.0,51,5.8
2021.0,강원대학교 _제2캠퍼스,자연과학계열,1726.0,65,3.77
2021.0,건국대학교,공학계열,9223.0,361,3.91
2021.0,건국대학교,예체능계열,1901.0,21,1.1
2021.0,건국대학교,인문사회계열,7867.0,164,2.08
2021.0,건국대학교,자연과학계열,3901.0,139,3.56
2021.0,건국대학교(글로컬) _분교,공학계열,2256.0,104,4.61
2021.0,건국대학교(글로컬) _분교,예체능계열,2307.0,77,3.34
2021.0,건국대학교(글로컬) _분교,인문사회계열,2226.0,103,4.63
2021.0,건국대학교(글로컬) _분교,자연과학계열,2369.0,90,3.8
2021.0,건양대학교,인문사회계열,4242.0,221,5.21
2021.0,건양대학교 _제2캠퍼스,공학계열,1321.0,99,7.49
2021.0,건양대학교 _제2캠퍼스,자연과학계열,2829.0,66,2.33
2021.0,경기대학교,공학계열,6147.0,256,4.16
2021.0,경기대학교,예체능계열,1991.0,91,4.57
2021.0,경기대학교,인문사회계열,7465.0,247,3.31
2021.0,경기대학교 _제2캠퍼스,인문사회계열,2636.0,98,3.72
2021.0,경남과학기술대학교,공학계열,3109.0,152,4.89
2021.0,경남과학기술대학교,인문사회계열,1724.0,78,4.52
2021.0,경남과학기술대학교,자연과학계열,1658.0,65,3.92
2021.0,경남대학교,공학계열,5482.0,355,6.48
2021.0,경남대학교,인문사회계열,6342.0,493,7.77
2021.0,경남대학교,자연과학계열,4022.0,160,3.98
2021.0,경동대학교,공학계열,70.0,12,17.14
2021.0,경동대학교,예체능계열,14.0,3,21.43
2021.0,경동대학교,인문사회계열,913.0,160,17.52
2021.0,경동대학교,자연과학계열,129.0,23,17.83
2021.0,경동대학교 _제3캠퍼스,인문사회계열,16.0,3,18.75
2021.0,경동대학교 _제3캠퍼스,자연과학계열,4590.0,125,2.72
2021.0,경동대학교 _제4캠퍼스,공학계열,1324.0,61,4.61
2021.0,경동대학교 _제4캠퍼스,예체능계열,491.0,37,7.54
2021.0,경동대학교 _제4캠퍼스,인문사회계열,1700.0,80,4.71
2021.0,경동대학교 _제4캠퍼스,자연과학계열,260.0,10,3.85
2021.0,경북대학교,공학계열,10992.0,565,5.14
2021.0,경북대학교,예체능계열,705.0,17,2.41
2021.0,경북대학교,인문사회계열,7323.0,163,2.23
2021.0,경북대학교,자연과학계열,10452.0,461,4.41
2021.0,경상국립대학교,공학계열,5879.0,325,5.53
2021.0,경상국립대학교,인문사회계열,5261.0,241,4.58
2021.0,경상국립대학교,자연과학계열,7188.0,276,3.84
2021.0,경성대학교,공학계열,3872.0,217,5.6
2021.0,경성대학교,예체능계열,2883.0,155,5.38
2021.0,경성대학교,인문사회계열,7891.0,522,6.62
2021.0,경성대학교,자연과학계열,1880.0,80,4.26
2021.0,경운대학교,공학계열,2715.0,329,12.12
2021.0,경운대학교,인문사회계열,1077.0,160,14.86
2021.0,경운대학교,자연과학계열,2239.0,87,3.89
2021.0,경인교육대학교,예체능계열,303.0,5,1.65
2021.0,경인교육대학교,인문사회계열,658.0,15,2.28
2021.0,경인교육대학교,자연과학계열,361.0,11,3.05
2021.0,경인교육대학교 _제2캠퍼스,예체능계열,319.0,1,0.31
2021.0,경인교육대학교 _제2캠퍼스,인문사회계열,653.0,0,0.0
2021.0,경인교육대학교 _제2캠퍼스,자연과학계열,389.0,4,1.03
2021.0,경일대학교,공학계열,4687.0,390,8.32
2021.0,경일대학교,예체능계열,4322.0,322,7.45
2021.0,경일대학교,인문사회계열,98.0,11,11.22
2021.0,경희대학교,공학계열,6448.0,255,3.95
2021.0,경희대학교,예체능계열,5559.0,155,2.79
2021.0,경희대학교,인문사회계열,14507.0,360,2.48
2021.0,경희대학교,자연과학계열,7811.0,315,4.03
2021.0,계명대학교,공학계열,5810.0,283,4.87
2021.0,계명대학교,예체능계열,3963.0,191,4.82
2021.0,계명대학교,인문사회계열,14085.0,700,4.97
2021.0,계명대학교,자연과학계열,4301.0,163,3.79
2021.0,고려대학교,공학계열,6112.0,227,3.71
2021.0,고려대학교,예체능계열,1030.0,14,1.36
2021.0,고려대학교,인문사회계열,11687.0,172,1.47
2021.0,고려대학교,자연과학계열,8429.0,452,5.36
2021.0,고려대학교(세종) _분교,공학계열,3843.0,198,5.15
2021.0,고려대학교(세종) _분교,인문사회계열,5090.0,222,4.36
2021.0,고려대학교(세종) _분교,자연과학계열,158.0,0,0.0
2021.0,고신대학교,인문사회계열,2421.0,255,10.53
2021.0,고신대학교,자연과학계열,2099.0,165,7.86
2021.0,공주교육대학교,자연과학계열,1493.0,73,4.89
2021.0,광신대학교,예체능계열,139.0,17,12.23
2021.0,광신대학교,인문사회계열,421.0,50,11.88
2021.0,광운대학교,공학계열,5873.0,254,4.32
2021.0,광운대학교,인문사회계열,4462.0,178,3.99
2021.0,광운대학교,자연과학계열,994.0,58,5.84
2021.0,광주가톨릭대학교,인문사회계열,128.0,8,6.25
2021.0,광주과학기술원,공학계열,484.0,5,1.03
2021.0,광주과학기술원,인문사회계열,282.0,44,15.6
2021.0,광주과학기술원,자연과학계열,230.0,10,4.35
2021.0,광주교육대학교,예체능계열,328.0,6,1.83
2021.0,광주교육대학교,인문사회계열,592.0,14,2.36
2021.0,광주교육대학교,자연과학계열,439.0,11,2.51
2021.0,광주대학교,공학계열,1934.0,233,12.05
2021.0,광주대학교,예체능계열,207.0,19,9.18
2021.0,광주대학교,인문사회계열,1794.0,208,11.59
2021.0,광주대학교,자연과학계열,2172.0,106,4.88
2021.0,광주여자대학교,공학계열,16.0,3,18.75
2021.0,광주여자대학교,예체능계열,150.0,17,11.33
2021.0,광주여자대학교,인문사회계열,1769.0,75,4.24
2021.0,광주여자대학교,자연과학계열,2055.0,118,5.74
2021.0,국립강릉원주대학교,공학계열,1299.0,89,6.85
2021.0,국립강릉원주대학교,예체능계열,759.0,49,6.46
2021.0,국립강릉원주대학교,인문사회계열,2974.0,149,5.01
2021.0,국립강릉원주대학교,자연과학계열,2655.0,146,5.5
2021.0,국립강릉원주대학교 _제2캠퍼스,공학계열,1883.0,87,4.62
2021.0,국립강릉원주대학교 _제2캠퍼스,인문사회계열,974.0,30,3.08
2021.0,국립경국대학교,공학계열,2354.0,136,5.78
2021.0,국립경국대학교,인문사회계열,2776.0,176,6.34
2021.0,국립경국대학교,자연과학계열,2795.0,145,5.19
2021.0,국립공주대학교,공학계열,5386.0,263,4.88
2021.0,국립공주대학교,예체능계열,944.0,40,4.24
2021.0,국립공주대학교,인문사회계열,4444.0,187,4.21
2021.0,국립공주대학교,자연과학계열,4705.0,135,2.87
2021.0,국립군산대학교,공학계열,5537.0,417,7.53
2021.0,국립군산대학교,예체능계열,420.0,36,8.57
2021.0,국립군산대학교,인문사회계열,2573.0,186,7.23
2021.0,국립군산대학교,자연과학계열,1091.0,81,7.42
2021.0,국립금오공과대학교,공학계열,7445.0,361,4.85
2021.0,국립금오공과대학교,인문사회계열,263.0,19,7.22
2021.0,국립금오공과대학교,자연과학계열,193.0,10,5.18
2021.0,국립목포대학교,공학계열,3235.0,261,8.07
2021.0,국립목포대학교,예체능계열,878.0,93,10.59
2021.0,국립목포대학교,인문사회계열,3350.0,361,10.78
2021.0,국립목포대학교,자연과학계열,1687.0,162,9.6
2021.0,국립목포해양대학교,공학계열,3093.0,150,4.85
2021.0,국립부경대학교,공학계열,10719.0,452,4.22
2021.0,국립부경대학교,인문사회계열,6584.0,257,3.9
2021.0,국립부경대학교,자연과학계열,4157.0,189,4.55
2021.0,국립순천대학교,공학계열,2754.0,183,6.64
2021.0,국립순천대학교,인문사회계열,3160.0,198,6.27
2021.0,국립순천대학교,자연과학계열,3217.0,144,4.48
2021.0,국립창원대학교,공학계열,4050.0,186,4.59
2021.0,국립창원대학교,예체능계열,621.0,32,5.15
2021.0,국립창원대학교,인문사회계열,4141.0,205,4.95
2021.0,국립창원대학교,자연과학계열,1607.0,90,5.6
2021.0,국립한국교통대학교,공학계열,8412.0,403,4.79
2021.0,국립한국교통대학교,인문사회계열,2676.0,147,5.49
2021.0,국립한국해양대학교,공학계열,6124.0,257,4.2
2021.0,국립한국해양대학교,인문사회계열,1797.0,81,4.51
2021.0,국립한밭대학교,공학계열,7240.0,389,5.37
2021.0,국립한밭대학교,인문사회계열,2115.0,155,7.33
2021.0,국민대학교,공학계열,8020.0,279,3.48
2021.0,국민대학교,예체능계열,3547.0,90,2.54
2021.0,국민대학교,인문사회계열,8814.0,302,3.43
2021.0,국민대학교,인문사회계열,319.0,5,1.57
2021.0,국민대학교,자연과학계열,21.0,1,4.76
2021.0,극동대학교,공학계열,1526.0,129,8.45
2021.0,극동대학교,예체능계열,812.0,48,5.91
2021.0,극동대학교,인문사회계열,1070.0,82,7.66
2021.0,극동대학교,자연과학계열,1410.0,62,4.4
2021.0,금강대학교,인문사회계열,422.0,52,12.32
2021.0,김천대학교,공학계열,493.0,63,12.78
2021.0,김천대학교,예체능계열,830.0,100,12.05
2021.0,김천대학교,자연과학계열,2231.0,191,8.56
2021.0,나사렛대학교,공학계열,67.0,3,4.48
2021.0,나사렛대학교,예체능계열,1104.0,63,5.71
2021.0,나사렛대학교,인문사회계열,3845.0,229,5.96
2021.0,나사렛대학교,인문사회계열,18.0,1,5.56
2021.0,나사렛대학교,자연과학계열,1491.0,62,4.16
2021.0,남부대학교,공학계열,438.0,81,18.49
2021.0,남부대학교,예체능계열,319.0,44,13.79
2021.0,남부대학교,인문사회계열,897.0,79,8.81
2021.0,남부대학교,자연과학계열,2052.0,101,4.92
2021.0,남서울대학교,공학계열,3641.0,186,5.11
2021.0,남서울대학교,예체능계열,1413.0,86,6.09
2021.0,남서울대학교,인문사회계열,4159.0,279,6.71
2021.0,남서울대학교,자연과학계열,3170.0,108,3.41
2021.0,단국대학교,공학계열,4952.0,188,3.8
2021.0,단국대학교,예체능계열,1709.0,54,3.16
2021.0,단국대학교,인문사회계열,5324.0,165,3.1
2021.0,단국대학교,자연과학계열,851.0,36,4.23
2021.0,단국대학교 _제2캠퍼스,공학계열,1855.0,101,5.44
2021.0,단국대학교 _제2캠퍼스,예체능계열,2204.0,93,4.22
2021.0,단국대학교 _제2캠퍼스,인문사회계열,2991.0,127,4.25
2021.0,단국대학교 _제2캠퍼스,자연과학계열,3841.0,110,2.86
2021.0,대구가톨릭대학교,공학계열,3338.0,216,6.47
2021.0,대구가톨릭대학교,예체능계열,1228.0,85,6.92
2021.0,대구가톨릭대학교,인문사회계열,8562.0,502,5.86
2021.0,대구가톨릭대학교,자연과학계열,1931.0,49,2.54
2021.0,대구경북과학기술원,자연과학계열,994.0,32,3.22
2021.0,대구교육대학교,예체능계열,364.0,8,2.2
2021.0,대구교육대학교,인문사회계열,689.0,19,2.76
2021.0,대구교육대학교,자연과학계열,569.0,18,3.16
2021.0,대구대학교,공학계열,5387.0,354,6.57
2021.0,대구대학교,예체능계열,1533.0,84,5.48
2021.0,대구대학교,인문사회계열,11464.0,721,6.29
2021.0,대구대학교,자연과학계열,4680.0,187,4.0
2021.0,대구예술대학교,예체능계열,1074.0,139,12.94
2021.0,대구예술대학교,인문사회계열,180.0,23,12.78
2021.0,대구한의대학교,인문사회계열,175.0,26,14.86
2021.0,대구한의대학교,자연과학계열,7871.0,654,8.31
2021.0,대신대학교,예체능계열,192.0,13,6.77
2021.0,대신대학교,인문사회계열,379.0,14,3.69
2021.0,대전가톨릭대학교,인문사회계열,48.0,1,2.08
2021.0,대전대학교,공학계열,3416.0,196,5.74
2021.0,대전대학교,예체능계열,488.0,28,5.74
2021.0,대전대학교,인문사회계열,5819.0,359,6.17
2021.0,대전대학교,자연과학계열,2482.0,88,3.55
2021.0,대전신학대학교,인문사회계열,89.0,7,7.87
2021.0,대진대학교,공학계열,4441.0,227,5.11
2021.0,대진대학교,인문사회계열,5559.0,275,4.95
2021.0,덕성여자대학교,공학계열,1092.0,68,6.23
2021.0,덕성여자대학교,예체능계열,731.0,13,1.78
2021.0,덕성여자대학교,인문사회계열,3787.0,91,2.4
2021.0,덕성여자대학교,자연과학계열,1114.0,29,2.6
2021.0,동국대학교,공학계열,4849.0,162,3.34
2021.0,동국대학교,예체능계열,1181.0,18,1.52
2021.0,동국대학교,인문사회계열,8739.0,180,2.06
2021.0,동국대학교,자연과학계열,3371.0,129,3.83
2021.0,동국대학교(WISE) _분교,공학계열,2731.0,198,7.25
2021.0,동국대학교(WISE) _분교,인문사회계열,6128.0,344,5.61
2021.0,동국대학교(WISE) _분교,자연과학계열,1494.0,38,2.54
2021.0,동덕여자대학교,예체능계열,2258.0,67,2.97
2021.0,동덕여자대학교,인문사회계열,3314.0,101,3.05
2021.0,동덕여자대학교,자연과학계열,1630.0,46,2.82
2021.0,동명대학교,공학계열,6334.0,571,9.01
2021.0,동명대학교,인문사회계열,3358.0,348,10.36
2021.0,동명대학교,자연과학계열,1752.0,107,6.11
2021.0,동서대학교,공학계열,4393.0,245,5.58
