기준년도,학교명,대학자체대계열,재적학생,중도탈락학생,중도탈락비율(%)
2010,남부대학교,공학계열,749,66,8.81
2010,남부대학교,예체능계열,924,85,9.2
2010,남부대학교,인문사회계열,1523,118,7.75
2010,남부대학교,자연과학계열,2137,175,8.19
2010,남서울대학교(산업대),공학계열,5951,374,6.28
2010,남서울대학교(산업대),예체능계열,3882,254,6.54
2010,남서울대학교(산업대),인문사회계열,9553,482,5.05
2010,남서울대학교(산업대),자연과학계열,3375,153,4.53
2010,단국대학교,공학계열,5493,224,4.08
2010,단국대학교,예체능계열,2400,127,5.29
2010,단국대학교,인문사회계열,8524,286,3.36
2010,단국대학교,자연과학계열,2566,62,2.42
2010,단국대학교(천안) _분교,공학계열,5007,186,3.71
2010,단국대학교(천안) _분교,예체능계열,2737,113,4.13
2010,단국대학교(천안) _분교,의학계열,730,5,0.68
2010,단국대학교(천안) _분교,인문사회계열,7054,233,3.3
2010,단국대학교(천안) _분교,자연과학계열,5297,208,3.93
2010,대구가톨릭대학교,공학계열,6255,328,5.24
2010,대구가톨릭대학교,예체능계열,2213,159,7.18
2010,대구가톨릭대학교,의학계열,712,28,3.93
2010,대구가톨릭대학교,인문사회계열,10017,396,3.95
2010,대구가톨릭대학교,자연과학계열,5905,240,4.06
2010,대구교육대학교,예체능계열,446,7,1.57
2010,대구교육대학교,인문사회계열,2103,17,0.81
2010,대구교육대학교,자연과학계열,749,5,0.67
2010,대구대학교,공학계열,9548,437,4.58
2010,대구대학교,예체능계열,2653,127,4.79
2010,대구대학교,인문사회계열,15003,462,3.08
2010,대구대학교,자연과학계열,8470,292,3.45
2010,대구예술대학교,공학계열,116,12,10.34
2010,대구예술대학교,예체능계열,1567,141,9.0
2010,대구예술대학교,인문사회계열,724,56,7.73
2010,대구예술대학교,자연과학계열,52,7,13.46
2010,대구외국어대학교,예체능계열,61,1,1.64
2010,대구외국어대학교,인문사회계열,535,51,9.53
2010,대구외국어대학교,자연과학계열,10,1,10.0
2010,대구한의대학교,공학계열,1889,126,6.67
2010,대구한의대학교,예체능계열,1371,118,8.61
2010,대구한의대학교,의학계열,745,4,0.54
2010,대구한의대학교,인문사회계열,3534,249,7.05
2010,대구한의대학교,자연과학계열,4979,245,4.92
2010,대신대학교,예체능계열,152,10,6.58
2010,대신대학교,인문사회계열,494,37,7.49
2010,대신대학교,자연과학계열,85,6,7.06
2010,대전가톨릭대학교,인문사회계열,174,7,4.02
2010,대전대학교,공학계열,4932,260,5.27
2010,대전대학교,예체능계열,1869,98,5.24
2010,대전대학교,의학계열,541,9,1.66
2010,대전대학교,인문사회계열,7852,370,4.71
2010,대전대학교,자연과학계열,3637,150,4.12
2010,대전신학교,인문사회계열,191,28,14.66
2010,대전신학대학교,인문사회계열,113,5,4.42
2010,대진대학교,공학계열,4447,299,6.72
2010,대진대학교,예체능계열,2452,164,6.69
2010,대진대학교,인문사회계열,5552,312,5.62
2010,대진대학교,자연과학계열,1786,104,5.82
2010,덕성여자대학교,공학계열,909,28,3.08
2010,덕성여자대학교,예체능계열,1085,38,3.5
2010,덕성여자대학교,인문사회계열,4928,137,2.78
2010,덕성여자대학교,자연과학계열,1842,71,3.85
2010,동국대학교,공학계열,5738,135,2.35
2010,동국대학교,예체능계열,1886,55,2.92
2010,동국대학교,인문사회계열,12351,300,2.43
2010,동국대학교,자연과학계열,3696,91,2.46
2010,동국대학교(WISE) _분교,공학계열,2595,97,3.74
2010,동국대학교(WISE) _분교,예체능계열,1046,70,6.69
2010,동국대학교(WISE) _분교,의학계열,716,7,0.98
2010,동국대학교(WISE) _분교,인문사회계열,7396,342,4.62
2010,동국대학교(WISE) _분교,자연과학계열,2772,81,2.92
2010,동덕여자대학교,공학계열,1836,82,4.47
2010,동덕여자대학교,예체능계열,2757,106,3.84
2010,동덕여자대학교,의학계열,166,10,6.02
2010,동덕여자대학교,인문사회계열,4917,222,4.51
2010,동덕여자대학교,자연과학계열,2437,94,3.86
2010,동명대학교,공학계열,6667,490,7.35
2010,동명대학교,예체능계열,2522,223,8.84
2010,동명대학교,인문사회계열,4676,313,6.69
2010,동명대학교,자연과학계열,2311,205,8.87
2010,동명정보대학교,공학계열,1406,153,10.88
2010,동명정보대학교,예체능계열,677,73,10.78
2010,동명정보대학교,인문사회계열,967,66,6.83
2010,동명정보대학교,자연과학계열,492,48,9.76
2010,동서대학교,공학계열,6097,437,7.17
2010,동서대학교,예체능계열,3894,282,7.24
2010,동서대학교,인문사회계열,7861,372,4.73
2010,동서대학교,자연과학계열,2537,129,5.08
2010,동신대학교,공학계열,3276,264,8.06
2010,동신대학교,예체능계열,1462,158,10.81
2010,동신대학교,의학계열,304,4,1.32
2010,동신대학교,인문사회계열,5100,381,7.47
2010,동신대학교,자연과학계열,4910,374,7.62
2010,동아대학교,공학계열,11813,298,2.52
2010,동아대학교,예체능계열,3970,151,3.8
2010,동아대학교,의학계열,223,2,0.9
2010,동아대학교,인문사회계열,13033,298,2.29
2010,동아대학교,자연과학계열,5266,130,2.47
2010,동양대학교,공학계열,2880,243,8.44
2010,동양대학교,예체능계열,724,108,14.92
2010,동양대학교,인문사회계열,2981,189,6.34
2010,동양대학교,자연과학계열,252,27,10.71
2010,동의대학교,공학계열,10521,593,5.64
2010,동의대학교,예체능계열,3358,263,7.83
2010,동의대학교,의학계열,301,2,0.66
2010,동의대학교,인문사회계열,11770,539,4.58
2010,동의대학교,자연과학계열,5285,297,5.62
2010,루터대학교,예체능계열,51,4,7.84
2010,루터대학교,인문사회계열,588,40,6.8
2010,루터대학교,자연과학계열,104,6,5.77
2010,명신대학교,예체능계열,145,34,23.45
2010,명신대학교,인문사회계열,536,104,19.4
2010,명신대학교,자연과학계열,362,103,28.45
2010,명지대학교,공학계열,7941,290,3.65
2010,명지대학교,예체능계열,3117,87,2.79
