기준년도,학교종류,설립구분,상태,지역,학교,대계열,입학정원(A),정원내 모집인원(B),정원내 지원자(C),정원내 입학자(D),충원율(%),경쟁률,충원율_평균,충원율_편차,충원율_표준편차,충원안정성비율,등록금
2014,대학교,사립,기존,서울,광운대학교,예체능계열,40,40,332,40,100.0,8.3,99.5077,0.4923000000000002,1.5532,0.0156088423307945,8091060.0
2014,대학교,사립,기존,서울,광운대학교,인문사회계열,659,659,7467,658,99.85,11.33,97.7282,2.121799999999993,6.9805,0.0714276943604814,7257474.812299999
2014,대학교,사립,기존,서울,광운대학교,자연과학계열,150,150,1816,150,100.0,12.11,98.3815,1.6184999999999974,6.0145,0.0611344612554189,8069300.0
2014,대학교,사립,기존,전남,광주가톨릭대학교,인문사회계열,40,40,32,30,75.0,0.8,68.7243,6.2757000000000005,44.4659,0.6470185945873584,0.0
2014,대학교,특별법법인,기존,광주,광주과학기술원,자연과학계열,170,170,1159,161,94.71,6.82,94.71,0.0,0.0,0.0,2060000.0
2014,교육대학,국립,기존,광주,광주교육대학교,인문사회계열,326,326,2046,326,100.0,6.28,99.92,0.0799999999999983,0.1131,0.0011319055244195,3561568.8939000005
2014,대학교,사립,기존,광주,광주대학교,공학계열,315,315,1438,306,97.14,4.57,98.428,-1.2879999999999967,3.7214,0.0378083472182712,7148774.7744
2014,대학교,사립,기존,광주,광주대학교,예체능계열,308,308,1081,301,97.73,3.51,98.1662,-0.4361999999999995,1.9509,0.0198734391267055,7180216.521600001
2014,대학교,사립,기존,광주,광주대학교,인문사회계열,974,974,4049,967,99.28,4.16,97.7925,1.4874999999999972,4.5276,0.0462980289899532,6237843.4172
2014,대학교,사립,기존,광주,광주대학교,자연과학계열,230,230,1115,227,98.7,4.85,98.9517,-0.2516999999999996,1.4367,0.0145192048241717,7147299.8005
2014,대학교,사립,기존,광주,광주여자대학교,예체능계열,195,195,657,195,100.0,3.37,98.1662,1.8337999999999963,1.9509,0.0198734391267055,7042364.784100001
2014,대학교,사립,기존,광주,광주여자대학교,인문사회계열,400,400,3041,400,100.0,7.6,97.7925,2.207499999999996,4.5276,0.0462980289899532,5919095.5885
2014,대학교,사립,기존,광주,광주여자대학교,자연과학계열,400,400,2272,400,100.0,5.68,98.9517,1.0482999999999976,1.4367,0.0145192048241717,6857260.337199999
2014,대학교,국립,기존,경북,국립경국대학교,공학계열,470,470,2274,467,99.36,4.84,99.595,-0.2349999999999994,0.3323,0.0033365128771524,4207117.9364
2014,대학교,국립,기존,경북,국립경국대학교,예체능계열,111,111,483,110,99.1,4.35,99.1,0.0,0.0,0.0,4242776.6667
2014,대학교,국립,기존,경북,국립경국대학교,인문사회계열,581,581,2595,576,99.14,4.47,99.57,-0.4299999999999926,0.6081,0.00610726122326,3331591.5555
2014,대학교,국립,기존,경북,국립경국대학교,자연과학계열,426,426,1818,422,99.06,4.27,98.905,0.1550000000000011,0.2192,0.0022162681360901,3851895.9477
2014,대학교,사립,기존,서울,국민대학교,공학계열,776,776,8473,774,99.74,10.92,98.4241,1.3158999999999992,7.2552,0.0737136534649542,9143824.7236
2014,대학교,사립,기존,서울,국민대학교,예체능계열,558,558,6348,556,99.64,11.38,99.5077,0.1323000000000007,1.5532,0.0156088423307945,9374498.059099998
2014,대학교,사립,기존,서울,국민대학교,인문사회계열,1325,1325,17331,1320,99.62,13.08,97.7282,1.8918000000000037,6.9805,0.0714276943604814,7326064.474400001
2014,대학교,사립,기존,서울,국민대학교,자연과학계열,324,324,3320,324,100.0,10.25,98.3815,1.6184999999999974,6.0145,0.0611344612554189,8362875.9425
2014,대학교,사립,기존,충북,극동대학교,공학계열,190,190,1372,189,99.47,7.22,99.12,0.3499999999999943,0.7439,0.0075050443906376,8485235.7983
2014,대학교,사립,기존,충북,극동대학교,예체능계열,220,220,1929,219,99.55,8.77,97.6938,1.8562000000000007,4.5564,0.0466396025131584,8240618.7101
2014,대학교,사립,기존,충북,극동대학교,인문사회계열,400,400,3852,398,99.5,9.63,97.2889,2.211100000000002,3.3993,0.0349402655390286,6736302.555
2014,대학교,사립,기존,충북,극동대학교,자연과학계열,235,235,2021,235,100.0,8.6,99.5825,0.417500000000004,0.5877,0.0059016393442622,8047670.4794
2014,대학교,사립,기존,충남,금강대학교,인문사회계열,165,165,361,138,83.64,2.19,93.1,-9.459999999999994,22.3872,0.2404640171858217,6806381.411900001
2014,대학교,사립,기존,경북,김천대학교,공학계열,40,40,130,40,100.0,3.25,93.0758,6.924199999999999,20.5208,0.220474065224258,7689825.0
2014,대학교,사립,기존,경북,김천대학교,인문사회계열,262,262,936,245,93.51,3.57,87.0493,6.460700000000003,18.1442,0.2084359093065653,6874763.0873
2014,대학교,사립,기존,경북,김천대학교,자연과학계열,645,645,2710,615,95.35,4.2,94.8215,0.528499999999994,13.4633,0.141985731084195,7489188.985699999
2014,대학교,사립,기존,충남,나사렛대학교,예체능계열,163,163,1934,163,100.0,11.87,95.3529,4.647099999999995,16.5771,0.1738499825385489,8389643.0023
2014,대학교,사립,기존,충남,나사렛대학교,인문사회계열,886,886,4912,883,99.66,5.54,93.1,6.560000000000002,22.3872,0.2404640171858217,7134917.1543
2014,대학교,사립,기존,충남,나사렛대학교,자연과학계열,260,260,1580,257,98.85,6.08,94.6377,4.212299999999999,17.9744,0.1899285379927872,8475531.1346
2014,대학교,사립,기존,광주,남부대학교,공학계열,70,70,384,73,104.29,5.49,98.428,5.862000000000009,3.7214,0.0378083472182712,7251507.0811
2014,대학교,사립,기존,광주,남부대학교,예체능계열,115,115,335,112,97.39,2.91,98.1662,-0.7762000000000029,1.9509,0.0198734391267055,7284819.8951
2014,대학교,사립,기존,광주,남부대학교,인문사회계열,159,159,1030,158,99.37,6.48,97.7925,1.5775000000000006,4.5276,0.0462980289899532,6148136.0199
2014,대학교,사립,기존,광주,남부대학교,자연과학계열,445,445,2465,442,99.33,5.54,98.9517,0.3782999999999958,1.4367,0.0145192048241717,6767320.8508
2014,대학교,사립,기존,충남,남서울대학교,공학계열,635,635,3671,635,100.0,5.78,94.3186,5.6813999999999965,20.5457,0.2178329618972291,8670463.4135
2014,대학교,사립,기존,충남,남서울대학교,예체능계열,425,425,2556,425,100.0,6.01,95.3529,4.647099999999995,16.5771,0.1738499825385489,8897407.322
2014,대학교,사립,기존,충남,남서울대학교,인문사회계열,1136,1136,6309,1136,100.0,5.55,93.1,6.900000000000006,22.3872,0.2404640171858217,7364686.961
2014,대학교,사립,기존,충남,남서울대학교,자연과학계열,250,250,2588,250,100.0,10.35,94.6377,5.362300000000005,17.9744,0.1899285379927872,9008426.7925
2014,대학교,사립,기존,경기,단국대학교,공학계열,810,800,12307,808,101.0,15.38,99.0709,1.9291000000000051,3.6269,0.0366091354777235,9560855.184700001
2014,대학교,사립,기존,경기,단국대학교,예체능계열,387,387,6076,385,99.48,15.7,98.4996,0.980400000000003,4.878,0.049523043748401,9600862.198
2014,대학교,사립,기존,경기,단국대학교,인문사회계열,1123,1103,18599,1119,101.45,16.86,94.8029,6.647100000000009,14.2625,0.1504437100552831,7620512.951800001
2014,대학교,사립,기존,경기,단국대학교,자연과학계열,60,60,1064,60,100.0,17.73,99.7325,0.2674999999999983,2.0898,0.0209540520893389,8889928.5714
2014,대학교,사립,기존,충남,단국대학교 _제2캠퍼스,공학계열,295,295,4079,294,99.66,13.83,94.3186,5.341399999999993,20.5457,0.2178329618972291,9294699.2424
2014,대학교,사립,기존,충남,단국대학교 _제2캠퍼스,예체능계열,347,347,5401,346,99.71,15.56,95.3529,4.357099999999988,16.5771,0.1738499825385489,9039152.4244
2014,대학교,사립,기존,충남,단국대학교 _제2캠퍼스,인문사회계열,822,822,12300,819,99.64,14.96,93.1,6.540000000000006,22.3872,0.2404640171858217,7251790.456900001
2014,대학교,사립,기존,충남,단국대학교 _제2캠퍼스,자연과학계열,1021,1021,11992,1018,99.71,11.75,94.6377,5.072299999999999,17.9744,0.1899285379927872,9132177.689100001
2014,대학교,사립,기존,경북,대구가톨릭대학교,공학계열,555,555,4135,555,100.0,7.45,93.0758,6.924199999999999,20.5208,0.220474065224258,8160420.195899999
2014,대학교,사립,기존,경북,대구가톨릭대학교,예체능계열,393,393,2274,393,100.0,5.79,91.4192,8.580799999999996,21.6962,0.2373265134676304,8953579.2979
2014,대학교,사립,기존,경북,대구가톨릭대학교,인문사회계열,1374,1374,9176,1367,99.49,6.68,87.0493,12.440699999999993,18.1442,0.2084359093065653,6106120.6006
2014,대학교,사립,기존,경북,대구가톨릭대학교,자연과학계열,760,760,6334,758,99.74,8.33,94.8215,4.9184999999999945,13.4633,0.141985731084195,8296465.2743
2014,대학교,특별법법인,기존,대구,대구경북과학기술원,자연과학계열,200,200,1953,168,84.0,9.76,84.0,0.0,0.0,0.0,3528000.0
2014,교육대학,국립,기존,대구,대구교육대학교,인문사회계열,383,383,1972,382,99.74,5.15,99.11,0.6299999999999955,0.891,0.0089900110987791,3685600.0
2014,대학교,사립,기존,경북,대구대학교,공학계열,802,802,6445,797,99.38,8.04,93.0758,6.3041999999999945,20.5208,0.220474065224258,8377423.6683
2014,대학교,사립,기존,경북,대구대학교,예체능계열,410,410,2542,408,99.51,6.2,91.4192,8.090800000000002,21.6962,0.2373265134676304,8655019.3556
2014,대학교,사립,기존,경북,대구대학교,인문사회계열,2236,2236,15635,2219,99.24,6.99,87.0493,12.190699999999993,18.1442,0.2084359093065653,6169983.1063
2014,대학교,사립,기존,경북,대구대학교,자연과학계열,1085,1085,7283,1079,99.45,6.71,94.8215,4.6285000000000025,13.4633,0.141985731084195,7821255.227599999
2014,대학교,사립,기존,경북,대구예술대학교,예체능계열,433,433,1265,404,93.3,2.92,91.4192,1.8807999999999936,21.6962,0.2373265134676304,8708729.1103
2014,대학교,사립,기존,경북,대구한의대학교,공학계열,302,302,1146,295,97.68,3.79,93.0758,4.604200000000006,20.5208,0.220474065224258,7897745.498299999
2014,대학교,사립,기존,경북,대구한의대학교,예체능계열,130,130,554,129,99.23,4.26,91.4192,7.8108,21.6962,0.2373265134676304,7736779.8264
2014,대학교,사립,기존,경북,대구한의대학교,인문사회계열,532,532,1799,497,93.42,3.38,87.0493,6.370699999999999,18.1442,0.2084359093065653,6064630.2414
2014,대학교,사립,기존,경북,대구한의대학교,자연과학계열,729,729,3406,708,97.12,4.67,94.8215,2.298500000000004,13.4633,0.141985731084195,7714431.2227
2014,대학교,사립,기존,경북,대신대학교,예체능계열,40,38,64,31,81.58,1.68,91.4192,-9.839200000000003,21.6962,0.2373265134676304,7555880.0
2014,대학교,사립,기존,경북,대신대학교,인문사회계열,85,81,131,58,71.6,1.62,87.0493,-15.449300000000008,18.1442,0.2084359093065653,6250070.0
2014,대학교,사립,기존,세종,대전가톨릭대학교,인문사회계열,40,40,23,21,52.5,0.57,82.4233,-29.9233,25.9424,0.3147459516908447,6060000.0
2014,대학교,사립,기존,대전,대전대학교,공학계열,524,524,3253,524,100.0,6.21,99.624,0.3760000000000048,0.5413,0.0054334296956556,8250575.7142
2014,대학교,사립,기존,대전,대전대학교,예체능계열,237,237,1648,235,99.16,6.95,99.8017,-0.6417000000000002,0.3441,0.0034478370608917,7935913.998899999
2014,대학교,사립,기존,대전,대전대학교,인문사회계열,1205,1205,6724,1201,99.67,5.58,96.7212,2.9488000000000056,8.7787,0.0907629351166031,6928805.7336
2014,대학교,사립,기존,대전,대전대학교,자연과학계열,407,407,2747,407,100.0,6.75,99.5314,0.468599999999995,0.6489,0.006519550614178,7951576.285699999
2014,대학교,사립,기존,대전,대전신학대학교,인문사회계열,60,60,86,45,75.0,1.43,96.7212,-21.7212,8.7787,0.0907629351166031,6306593.0
