기준연도,학교명,대계열,등록금
2015,서남대학교 _제2캠퍼스(폐교),공학계열,7397666.667
2015,서남대학교 _제2캠퍼스(폐교),예체능계열,7074000
2015,서남대학교 _제2캠퍼스(폐교),인문사회계열,5854000
2015,서남대학교 _제2캠퍼스(폐교),자연과학계열,7547000
2015,서울과학기술대학교,공학계열,5544073.333
2015,서울과학기술대학교,예체능계열,5634800
2015,서울과학기술대학교,인문사회계열,4594980
2015,서울과학기술대학교,자연과학계열,5562000
2015,서울과학기술대학교(산업대) (폐교),공학계열,4933000
2015,서울교육대학교,인문사회계열,3259000
2015,서울기독대학교,예체능계열,8958600
2015,서울기독대학교,인문사회계열,7227333.333
2015,서울대학교,공학계열,6202142.857
2015,서울대학교,예체능계열,7610777.778
2015,서울대학교,의학계열,9752000
2015,서울대학교,인문사회계열,5137144.444
2015,서울대학교,자연과학계열,6343272.727
2015,서울시립대학교,공학계열,2793000
2015,서울시립대학교,예체능계열,3026750
2015,서울시립대학교,인문사회계열,2136000
2015,서울시립대학교,자연과학계열,2508200
2015,서울신학대학교,예체능계열,9093950
2015,서울신학대학교,인문사회계열,7318033.333
2015,서울여자대학교,공학계열,9029550
2015,서울여자대학교,예체능계열,10004550
2015,서울여자대학교,인문사회계열,7653990
2015,서울여자대학교,자연과학계열,9012542.857
2015,서울장신대학교,예체능계열,10609500
2015,서울장신대학교,인문사회계열,7693100
2015,서울한영대학교,예체능계열,8508000
2015,서울한영대학교,인문사회계열,6969471.429
2015,서원대학교,공학계열,8628977.778
2015,서원대학교,예체능계열,8273162.5
2015,서원대학교,인문사회계열,6895016.667
2015,서원대학교,자연과학계열,7721957.143
2015,선문대학교,공학계열,8591647.059
2015,선문대학교,예체능계열,8066000
2015,선문대학교,인문사회계열,7148967.742
2015,선문대학교,자연과학계열,8420666.667
2015,성결대학교,공학계열,8982000
2015,성결대학교,예체능계열,9627000
2015,성결대학교,인문사회계열,7161230.769
2015,성공회대학교,공학계열,8514000
2015,성공회대학교,인문사회계열,7653444.444
2015,성균관대학교,공학계열,9468000
2015,성균관대학교,예체능계열,9884000
2015,성균관대학교,의학계열,11338000
2015,성균관대학교,인문사회계열,7509571.429
2015,성균관대학교,자연과학계열,8985166.667
2015,성신여자대학교,공학계열,9034000
2015,성신여자대학교,예체능계열,10361384.62
2015,성신여자대학교,인문사회계열,7698400
2015,성신여자대학교,자연과학계열,8932222.222
2015,세명대학교,공학계열,8158000
2015,세명대학교,예체능계열,7809333.333
2015,세명대학교,의학계열,8876000
2015,세명대학교,인문사회계열,6428333.333
2015,세명대학교,자연과학계열,7842000
2015,세종대학교,공학계열,8946000
2015,세종대학교,예체능계열,9460000
2015,세종대학교,인문사회계열,6825000
2015,세종대학교,자연과학계열,7830285.714
2015,세한대학교,공학계열,6968075
2015,세한대학교,예체능계열,6893817.647
2015,세한대학교,인문사회계열,5343850
2015,세한대학교,자연과학계열,6840233.333
2015,세한대학교 _제2캠퍼스(폐교),공학계열,7501000
2015,세한대학교 _제2캠퍼스(폐교),예체능계열,7365000
2015,세한대학교 _제2캠퍼스(폐교),인문사회계열,5983428.571
2015,송원대학교,공학계열,6778450
2015,송원대학교,예체능계열,7027000
2015,송원대학교,인문사회계열,6179600
2015,송원대학교,자연과학계열,6928571.429
2015,수원가톨릭대학교,인문사회계열,5667000
2015,수원대학교,공학계열,8639058.824
2015,수원대학교,예체능계열,8815583.333
2015,수원대학교,인문사회계열,6930764.706
2015,수원대학교,자연과학계열,7983000
2015,숙명여자대학교,공학계열,9287000
2015,숙명여자대학교,예체능계열,10576090.91
2015,숙명여자대학교,인문사회계열,7977454.545
2015,숙명여자대학교,자연과학계열,9422000
2015,순복음총회신학교,예체능계열,7500000
2015,순복음총회신학교,인문사회계열,5875000
2015,순천향대학교,공학계열,9118000
2015,순천향대학교,예체능계열,8682000
2015,순천향대학교,의학계열,10040000
2015,순천향대학교,인문사회계열,7818111.111
2015,순천향대학교,자연과학계열,8667333.333
2015,숭실대학교,공학계열,9532470.588
2015,숭실대학교,예체능계열,9361333.333
2015,숭실대학교,인문사회계열,7951692.308
2015,숭실대학교,자연과학계열,8776800
2015,신경주대학교,공학계열,8078000
2015,신경주대학교,예체능계열,8457230.769
2015,신경주대학교,인문사회계열,6758947.368
2015,신경주대학교,자연과학계열,7567588.889
2015,신라대학교,공학계열,8003181.818
2015,신라대학교,예체능계열,7885444.444
2015,신라대학교,인문사회계열,6050294.118
2015,신라대학교,자연과학계열,7451153.846
2015,신한대학교,공학계열,10668000
2015,신한대학교,인문사회계열,8468000
2015,신한대학교,자연과학계열,10068000
2015,신한대학교 _제2캠퍼스,공학계열,10668000
2015,신한대학교 _제2캠퍼스,예체능계열,10568000
2015,신한대학교 _제2캠퍼스,인문사회계열,8468000
2015,신한대학교 _제2캠퍼스,자연과학계열,10068000
2015,아신대학교,인문사회계열,6770285.714
2015,아주대학교,공학계열,9383818.182
2015,아주대학교,의학계열,11200000
2015,아주대학교,인문사회계열,7638600
2015,아주대학교,자연과학계열,9089333.333
2015,안양대학교,공학계열,9283625
2015,안양대학교,예체능계열,9081333.333
2015,안양대학교,인문사회계열,7610666.667
2015,안양대학교,자연과학계열,8636000
2015,안양대학교 _제2캠퍼스,공학계열,9393000
2015,안양대학교 _제2캠퍼스,인문사회계열,7309333.333
2015,안양대학교 _제2캠퍼스,자연과학계열,8518000
2015,연세대학교,공학계열,10259181.82
2015,연세대학교,예체능계열,10796142.86
2015,연세대학교,의학계열,12104000
2015,연세대학교,인문사회계열,9773400
2015,연세대학교,자연과학계열,10394210.53
2015,연세대학교(미래),공학계열,10309000
2015,연세대학교(미래),예체능계열,9209000
2015,연세대학교(미래),의학계열,12104000
2015,연세대학교(미래),인문사회계열,7753818.182
2015,연세대학교(미래),자연과학계열,8920055.556
2015,영남대학교,공학계열,8710476.19
2015,영남대학교,예체능계열,9405333.333
2015,영남대학교,의학계열,10686000
2015,영남대학교,인문사회계열,6429942.857
2015,영남대학교,자연과학계열,8805913.043
2015,영남신학대학교,인문사회계열,6452440
2015,영산대학교,공학계열,7907000
2015,영산대학교,예체능계열,6781000
2015,영산대학교,인문사회계열,5849666.667
2015,영산대학교,자연과학계열,6818600
2015,영산대학교 _제2캠퍼스,공학계열,7907000
2015,영산대학교 _제2캠퍼스,예체능계열,7257444.444
2015,영산대학교 _제2캠퍼스,인문사회계열,5981000
2015,영산대학교 _제2캠퍼스,자연과학계열,7679000
2015,영산선학대학교,인문사회계열,2150000
2015,예수대학교,인문사회계열,5563000
2015,예수대학교,자연과학계열,7403000
2015,예원예술대학교,예체능계열,8167446.667
2015,예원예술대학교,인문사회계열,6344566.667
2015,예원예술대학교 _제2캠퍼스,예체능계열,8301900
2015,용인대학교,예체능계열,8870526.316
2015,용인대학교,인문사회계열,7617000
2015,용인대학교,자연과학계열,8455000
2015,우석대학교,공학계열,8205000
2015,우석대학교,예체능계열,7654750
2015,우석대학교,의학계열,8051500
2015,우석대학교,인문사회계열,6296786.207
2015,우석대학교,자연과학계열,7538106.667
2015,우송대학교,공학계열,7995333.333
2015,우송대학교,예체능계열,8172740
2015,우송대학교,인문사회계열,7482043.75
2015,우송대학교,자연과학계열,8131244.444
2015,울산과학기술원,공학계열,6318000
2015,울산과학기술원,인문사회계열,5858000
2015,울산과학기술원,자연과학계열,6318000
2015,울산대학교,공학계열,8719271.429
2015,울산대학교,예체능계열,9247566.667
2015,울산대학교,의학계열,10936000
2015,울산대학교,인문사회계열,6449000
2015,울산대학교,자연과학계열,8544085.714
2015,원광대학교,공학계열,8377785.714
2015,원광대학교,예체능계열,8006437.5
2015,원광대학교,의학계열,9750000
2015,원광대학교,인문사회계열,6559593.75
2015,원광대학교,자연과학계열,7976956.522
2015,위덕대학교,공학계열,8174818.182
2015,위덕대학교,예체능계열,8599250
2015,위덕대학교,인문사회계열,6749153.846
2015,위덕대학교,자연과학계열,8330500
2015,유원대학교,공학계열,8478400
2015,유원대학교,예체능계열,8067000
2015,유원대학교,인문사회계열,6748800
2015,유원대학교,자연과학계열,8628000
2015,을지대학교,의학계열,10320500
2015,을지대학교,자연과학계열,9858333.333
2015,을지대학교 _제2캠퍼스,공학계열,9967500
2015,을지대학교 _제2캠퍼스,예체능계열,9448250
2015,을지대학교 _제2캠퍼스,인문사회계열,8508000
2015,을지대학교 _제2캠퍼스,자연과학계열,9294291.667
2015,이화여자대학교,공학계열,9797545.455
2015,이화여자대학교,예체능계열,10823428.57
2015,이화여자대학교,인문사회계열,7793117.647
2015,이화여자대학교,자연과학계열,9570066.667
2015,인제대학교,공학계열,8080642.857
2015,인제대학교,예체능계열,7775800
2015,인제대학교,인문사회계열,6171533.333
2015,인제대학교,자연과학계열,7799658.333
2015,인제대학교 _제2캠퍼스,의학계열,9933500
2015,인제대학교 _제2캠퍼스,자연과학계열,7494500
2015,인천가톨릭대학교,인문사회계열,5186000
2015,인천가톨릭대학교 _제2캠퍼스,예체능계열,8701000
2015,인천가톨릭대학교 _제2캠퍼스,자연과학계열,8941000
2015,인천대학교,공학계열,5664000
2015,인천대학교,예체능계열,5346857.143
2015,인천대학교,인문사회계열,4599846.154
2015,인천대학교,자연과학계열,4967000
2015,인하대학교,공학계열,9132814.815
2015,인하대학교,예체능계열,9254800
2015,인하대학교,인문사회계열,7431851.852
2015,인하대학교,자연과학계열,8712666.667
2015,장로회신학대학교,예체능계열,9201500
2015,장로회신학대학교,인문사회계열,6607500
2015,전남대학교,공학계열,4498235.294
2015,전남대학교,예체능계열,4640333.333
2015,전남대학교,의학계열,5874000
2015,전남대학교,인문사회계열,3625777.778
2015,전남대학교,자연과학계열,4407500
2015,전남대학교 _제2캠퍼스,공학계열,4530000
2015,전남대학교 _제2캠퍼스,예체능계열,4740000
2015,전남대학교 _제2캠퍼스,인문사회계열,3870800
2015,전남대학교 _제2캠퍼스,자연과학계열,4226000
2015,전북대학교,공학계열,4660424.242
2015,전북대학교,예체능계열,4767428.571
2015,전북대학교,의학계열,4850000
2015,전북대학교,인문사회계열,3513575.758
2015,전북대학교,자연과학계열,4497647.059
2015,전주교육대학교,인문사회계열,3440000
2015,전주대학교,공학계열,8460000
2015,전주대학교,예체능계열,8117272.727
2015,전주대학교,인문사회계열,6778000
2015,전주대학교,자연과학계열,7762142.857
2015,정석대학,공학계열,0
2015,정석대학,인문사회계열,0
2015,제주국제대학교,공학계열,7104857.143
2015,제주국제대학교,예체능계열,6822000
2015,제주국제대학교,인문사회계열,6550000
2015,제주국제대학교,자연과학계열,6777000
2015,제주대학교,공학계열,4515964.286
2015,제주대학교,예체능계열,4428875
2015,제주대학교,의학계열,5602000
2015,제주대학교,인문사회계열,3414211.538
2015,제주대학교,자연과학계열,4162434.783
2015,조선대학교,공학계열,8124148.148
2015,조선대학교,예체능계열,7780900
2015,조선대학교,인문사회계열,6446000
2015,조선대학교,자연과학계열,7713521.739
2015,중부대학교,공학계열,8124000
2015,중부대학교,예체능계열,8367846.154
2015,중부대학교,인문사회계열,7097166.667
2015,중부대학교,자연과학계열,7702000
2015,중앙대학교,공학계열,9926909.091
2015,중앙대학교,예체능계열,9849500
2015,중앙대학교,인문사회계열,7719407.407
2015,중앙대학교,자연과학계열,9632750
2015,중앙대학교 _제2캠퍼스,공학계열,9036000
2015,중앙대학교 _제2캠퍼스,예체능계열,10057777.78
2015,중앙대학교 _제2캠퍼스,인문사회계열,6812000
2015,중앙대학교 _제2캠퍼스,자연과학계열,8918000
2015,중앙승가대학교,인문사회계열,1810000
2015,중원대학교,공학계열,8214090.909
2015,중원대학교,예체능계열,7923428.571
2015,중원대학교,인문사회계열,6773076.923
2015,중원대학교,자연과학계열,8296333.333
2015,진주교육대학교,인문사회계열,3622008.333
2015,차의과학대학교,인문사회계열,7713000
2015,차의과학대학교,자연과학계열,8060833.333
2015,창신대학교,공학계열,7720000
2015,창신대학교,예체능계열,7605333.333
2015,창신대학교,인문사회계열,6005000
2015,창신대학교,자연과학계열,6953333.333
2015,청운대학교,공학계열,8019384.615
2015,청운대학교,예체능계열,8435600
2015,청운대학교,인문사회계열,7384000
2015,청운대학교,자연과학계열,8434000
2015,청주교육대학교,인문사회계열,3409000
2015,청주대학교,공학계열,9179857.143
2015,청주대학교,예체능계열,8997500
2015,청주대학교,인문사회계열,7626730.769
2015,청주대학교,자연과학계열,8621583.333
2015,초당대학교,공학계열,7278000
2015,초당대학교,예체능계열,6930666.667
2015,초당대학교,인문사회계열,5868727.273
2015,초당대학교,자연과학계열,7064000
2015,총신대학교,예체능계열,9633000
2015,총신대학교,인문사회계열,7394625
2015,추계예술대학교,예체능계열,9695062.5
2015,추계예술대학교,인문사회계열,7418333.333
2015,춘천교육대학교,인문사회계열,3364016.667
2015,충남대학교,공학계열,4975068.966
2015,충남대학교,예체능계열,4787777.778
2015,충남대학교,의학계열,5616000
2015,충남대학교,인문사회계열,3553031.25
2015,충남대학교,자연과학계열,4397303.125
2015,충북대학교,공학계열,4742117.647
2015,충북대학교,예체능계열,4604666.667
2015,충북대학교,의학계열,7445000
2015,충북대학교,인문사회계열,3690000
2015,충북대학교,자연과학계열,4538468.75
2015,칼빈대학교,예체능계열,8898850
2015,칼빈대학교,인문사회계열,7294366.667
2015,평택대학교,공학계열,8692000
2015,평택대학교,예체능계열,9568000
2015,평택대학교,인문사회계열,7550000
2015,평택대학교,자연과학계열,8482000
2015,포항공과대학교,공학계열,6254000
2015,포항공과대학교,자연과학계열,6254000
2015,한경국립대학교,공학계열,4180466.667
2015,한경국립대학교,예체능계열,4172000
2015,한경국립대학교,인문사회계열,3688500
2015,한경국립대학교,자연과학계열,3991000
2015,한국공학대학교,공학계열,9880000
2015,한국공학대학교,예체능계열,9880000
2015,한국공학대학교,인문사회계열,9067333.333
2015,한국과학기술원,공학계열,7219000
2015,한국교원대학교,공학계열,3600000
2015,한국교원대학교,예체능계열,3801333.333
2015,한국교원대학교,인문사회계열,2874000
2015,한국교원대학교,자연과학계열,3509250
2015,한국국제대학교 (폐교),공학계열,7426571.429
2015,한국국제대학교 (폐교),예체능계열,7150500
2015,한국국제대학교 (폐교),인문사회계열,6022250
2015,한국국제대학교 (폐교),자연과학계열,7203000
2015,한국기술교육대학교,공학계열,4953162.5
2015,한국기술교육대학교,인문사회계열,3551900
2015,한국방송통신대학교,공학계열,1480000
2015,한국방송통신대학교,인문사회계열,789941.1765
2015,한국방송통신대학교,자연과학계열,735500
2015,한국성서대학교,공학계열,8131650
2015,한국성서대학교,인문사회계열,6982680
2015,한국성서대학교,자연과학계열,8131650
2015,한국예술종합학교,공학계열,4882000
2015,한국예술종합학교,예체능계열,4918145.833
2015,한국예술종합학교,인문사회계열,4913500
2015,한국외국어대학교,공학계열,9107333.333
2015,한국외국어대학교,인문사회계열,7448584.27
2015,한국외국어대학교,자연과학계열,8623142.857
2015,한국전통문화대학교(일반),공학계열,3576000
2015,한국전통문화대학교(일반),예체능계열,3497500
2015,한국전통문화대학교(일반),인문사회계열,2811750
2015,한국전통문화대학교(일반),자연과학계열,3705500
2015,한국체육대학교,예체능계열,4249333.333
2015,한국침례신학대학교,예체능계열,8353300
2015,한국침례신학대학교,인문사회계열,6420300
2015,한국항공대학교,공학계열,9738780
2015,한국항공대학교,인문사회계열,7731800
2015,한국항공대학교,자연과학계열,9649900
2015,한남대학교,공학계열,8765562.5
2015,한남대학교,예체능계열,8835400
2015,한남대학교,인문사회계열,6983658.537
2015,한남대학교,자연과학계열,8115787.5
2015,한동대학교,공학계열,7748000
2015,한동대학교,인문사회계열,6402000
2015,한동대학교,자연과학계열,7748000
2015,한라대학교,공학계열,8091750
2015,한라대학교,예체능계열,8398000
2015,한라대학교,인문사회계열,6560000
2015,한려대학교 (폐교),공학계열,6770000
2015,한려대학교 (폐교),예체능계열,6770000
2015,한려대학교 (폐교),인문사회계열,5487285.714
2015,한려대학교 (폐교),자연과학계열,7268750
2015,한림대학교,공학계열,9333000
2015,한림대학교,예체능계열,9029000
2015,한림대학교,의학계열,10356000
2015,한림대학교,인문사회계열,7589072.222
2015,한림대학교,자연과학계열,8946818.182
2015,한밭대학교(산업대) (폐교),공학계열,3626000
2015,한북대학교 (폐교),공학계열,8760000
2015,한북대학교 (폐교),예체능계열,8410000
2015,한북대학교 (폐교),인문사회계열,6980000
2015,한북대학교 (폐교),자연과학계열,8526666.667
2015,한서대학교,공학계열,9007571.429
2015,한서대학교,예체능계열,8736923.077
2015,한서대학교,인문사회계열,7351333.333
2015,한서대학교,자연과학계열,8478428.571
2015,한성대학교,공학계열,9352000
2015,한성대학교,예체능계열,9398545.455
2015,한성대학교,인문사회계열,7300000
2015,한세대학교,공학계열,9775000
2015,한세대학교,예체능계열,10427000
2015,한세대학교,인문사회계열,7996769.231
2015,한세대학교,자연과학계열,9173000
2015,한신대학교,공학계열,9146000
2015,한신대학교,예체능계열,8728000
2015,한신대학교,인문사회계열,7703857.143
2015,한신대학교,자연과학계열,8195000
2015,한양대학교,공학계열,10190476.19
2015,한양대학교,예체능계열,10600400
2015,한양대학교,의학계열,10822000
2015,한양대학교,인문사회계열,8011619.048
2015,한양대학교,자연과학계열,9342800
2015,한양대학교(ERICA) _분교,공학계열,9931687.5
2015,한양대학교(ERICA) _분교,예체능계열,9885076.923
2015,한양대학교(ERICA) _분교,인문사회계열,8003000
2015,한양대학교(ERICA) _분교,자연과학계열,9121375
2015,한일장신대학교,예체능계열,7820000
2015,한일장신대학교,인문사회계열,6026000
2015,한일장신대학교,자연과학계열,6700000
2015,한중대학교 (폐교),공학계열,8055550
2015,한중대학교 (폐교),예체능계열,7792442.857
2015,한중대학교 (폐교),인문사회계열,6405281.818
2015,한중대학교 (폐교),자연과학계열,7604550
2015,협성대학교,공학계열,9368000
2015,협성대학교,예체능계열,9279111.111
2015,협성대학교,인문사회계열,7386000
2015,협성대학교,자연과학계열,9152000
2015,호남대학교,공학계열,7446000
2015,호남대학교,예체능계열,7365111.111
2015,호남대학교,인문사회계열,6410461.111
2015,호남대학교,자연과학계열,7264000
2015,호남신학대학교,예체능계열,8396500
2015,호남신학대학교,인문사회계열,6249000
2015,호서대학교,공학계열,9028000
2015,호서대학교,예체능계열,8930307.692
2015,호서대학교,인문사회계열,7623416.667
2015,호서대학교,자연과학계열,8437400
2015,호원대학교,공학계열,7504971.429
2015,호원대학교,예체능계열,7661036.364
2015,호원대학교,인문사회계열,6419700
2015,호원대학교,자연과학계열,7847275
2015,홍익대학교,공학계열,9980000
2015,홍익대학교,예체능계열,9980000
2015,홍익대학교,인문사회계열,7844000
2015,홍익대학교,자연과학계열,7844000
2015,홍익대학교(세종) _분교(폐교),공학계열,9980000
2015,홍익대학교(세종) _분교(폐교),예체능계열,9980000
2015,홍익대학교(세종) _분교(폐교),인문사회계열,7512000
2015,화성의과학대학교,공학계열,7336000
2015,화성의과학대학교,예체능계열,7199000
2015,화성의과학대학교,인문사회계열,7168400
2015,화성의과학대학교,자연과학계열,9084000
2016,가야대학교(김해),예체능계열,7612000
2016,가야대학교(김해),인문사회계열,6561666.667
2016,가야대학교(김해),자연과학계열,7752285.714
2016,가천대학교,공학계열,9629037.037
2016,가천대학교,예체능계열,9497333.333
2016,가천대학교,의학계열,8914000
2016,가천대학교,인문사회계열,7640000
2016,가천대학교,자연과학계열,9071666.667
2016,가톨릭관동대학교,공학계열,8524565
2016,가톨릭관동대학교,예체능계열,8558956.25
2016,가톨릭관동대학교,의학계열,9850000
2016,가톨릭관동대학교,인문사회계열,6542667.647
2016,가톨릭관동대학교,자연과학계열,8244600
2016,가톨릭꽃동네대학교,인문사회계열,7368000
2016,가톨릭꽃동네대학교,자연과학계열,8546000
2016,가톨릭대학교,공학계열,8870666.667
2016,가톨릭대학교,예체능계열,9442000
2016,가톨릭대학교,인문사회계열,6539333.333
2016,가톨릭대학교,자연과학계열,7644200
2016,가톨릭대학교 _제2캠퍼스,자연과학계열,9564000
2016,가톨릭대학교 _제3캠퍼스,인문사회계열,7002000
2016,감리교신학대학교,인문사회계열,6201250
2016,강남대학교,공학계열,9684142.857
2016,강남대학교,예체능계열,10773333.33
2016,강남대학교,인문사회계열,7684480
2016,강남대학교,자연과학계열,10015000
2016,강서대학교,예체능계열,8764000
2016,강서대학교,인문사회계열,6980100
2016,강서대학교,자연과학계열,9486000
2016,강원대학교,공학계열,4515037.037
2016,강원대학교,예체능계열,4723333.333
2016,강원대학교,의학계열,5758000
2016,강원대학교,인문사회계열,3567222.222
2016,강원대학교,자연과학계열,4279661.017
2016,강원대학교 _제2캠퍼스,공학계열,4517862.069
2016,강원대학교 _제2캠퍼스,예체능계열,4738500
2016,강원대학교 _제2캠퍼스,인문사회계열,3590000
2016,강원대학교 _제2캠퍼스,자연과학계열,4366000
2016,건국대학교,공학계열,10222000
2016,건국대학교,예체능계열,9791333.333
2016,건국대학교,의학계열,10180000
2016,건국대학교,인문사회계열,7797304.348
2016,건국대학교,자연과학계열,9070500
2016,건국대학교(글로컬) _분교,공학계열,9559000
2016,건국대학교(글로컬) _분교,예체능계열,10001000
2016,건국대학교(글로컬) _분교,인문사회계열,7680500
2016,건국대학교(글로컬) _분교,자연과학계열,8896000
2016,건양대학교,공학계열,7613428.571
2016,건양대학교,예체능계열,7310000
2016,건양대학교,인문사회계열,6443500
2016,건양대학교,자연과학계열,7170800
2016,건양대학교 _제2캠퍼스,공학계열,7874000
2016,건양대학교 _제2캠퍼스,의학계열,9546000
2016,건양대학교 _제2캠퍼스,인문사회계열,6051000
2016,건양대학교 _제2캠퍼스,자연과학계열,7861333.333
2016,경기대학교,공학계열,8986846.154
2016,경기대학교,예체능계열,8543250
2016,경기대학교,인문사회계열,6988696.97
2016,경기대학교,자연과학계열,7828500
2016,경기대학교 _제2캠퍼스,예체능계열,8898000
2016,경기대학교 _제2캠퍼스,인문사회계열,6788428.571
2016,경기대학교 _제2캠퍼스,자연과학계열,7179000
2016,경남과학기술대학교 (폐교),공학계열,3993412.5
2016,경남과학기술대학교 (폐교),예체능계열,4124000
2016,경남과학기술대학교 (폐교),인문사회계열,3494500
2016,경남과학기술대학교 (폐교),자연과학계열,3784377.778
2016,경남대학교,공학계열,8015166.667
2016,경남대학교,예체능계열,7983200
2016,경남대학교,인문사회계열,6210230.769
2016,경남대학교,자연과학계열,6859111.111
2016,경동대학교,공학계열,6649350
2016,경동대학교,예체능계열,5756250
2016,경동대학교,인문사회계열,6241752.381
2016,경동대학교,자연과학계열,7270490
2016,경동대학교 _제3캠퍼스,자연과학계열,9173437.5
2016,경동대학교 _제4캠퍼스,공학계열,8432233.333
2016,경동대학교 _제4캠퍼스,예체능계열,8702700
2016,경동대학교 _제4캠퍼스,인문사회계열,7128650
2016,경북대학교,공학계열,4712583.333
2016,경북대학교,예체능계열,4861400
2016,경북대학교,의학계열,5316000
2016,경북대학교,인문사회계열,3751454.545
2016,경북대학교,자연과학계열,4550603.175
2016,경상국립대학교,공학계열,4432000
2016,경상국립대학교,예체능계열,4320000
2016,경상국립대학교,의학계열,5864000
2016,경상국립대학교,인문사회계열,3456969.697
2016,경상국립대학교,자연과학계열,4257230.769
2016,경성대학교,공학계열,7635931.034
2016,경성대학교,예체능계열,7529266.667
2016,경성대학교,인문사회계열,5649200
2016,경성대학교,자연과학계열,7049230.769
2016,경운대학교,공학계열,8660000
2016,경운대학교,예체능계열,8545714.286
2016,경운대학교,인문사회계열,6760000
2016,경운대학교,자연과학계열,8645555.556
2016,경인교육대학교,인문사회계열,3364000
2016,경일대학교,공학계열,8360000
2016,경일대학교,예체능계열,8613000
2016,경일대학교,인문사회계열,6217692.308
2016,경일대학교,자연과학계열,8220000
2016,경희대학교,공학계열,9397692.308
2016,경희대학교,예체능계열,9403666.667
2016,경희대학교,의학계열,9398000
2016,경희대학교,인문사회계열,7284206.897
2016,경희대학교,자연과학계열,9430166.667
2016,계명대학교,공학계열,8871473.684
2016,계명대학교,예체능계열,9259090.909
2016,계명대학교,의학계열,9850000
2016,계명대학교,인문사회계열,6711652.174
2016,계명대학교,자연과학계열,8601733.333
2016,고려대학교,공학계열,10451000
2016,고려대학교,예체능계열,10114000
2016,고려대학교,의학계열,12414000
2016,고려대학교,인문사회계열,8145387.097
2016,고려대학교,자연과학계열,9295000
2016,고려대학교(세종) _분교,공학계열,10708000
2016,고려대학교(세종) _분교,예체능계열,8916000
2016,고려대학교(세종) _분교,인문사회계열,8166142.857
2016,고려대학교(세종) _분교,자연과학계열,9568000
2016,고신대학교,예체능계열,7351275
2016,고신대학교,의학계열,9410000
2016,고신대학교,인문사회계열,6270392.308
2016,고신대학교,자연과학계열,7127100
2016,공주교육대학교,인문사회계열,3603000
2016,광신대학교,예체능계열,7507000
2016,광신대학교,인문사회계열,6065500
2016,광운대학교,공학계열,9168800
2016,광운대학교,예체능계열,8468000
2016,광운대학교,인문사회계열,7378813.043
2016,광운대학교,자연과학계열,8468000
2016,광주가톨릭대학교,인문사회계열,0
2016,광주과학기술원,공학계열,2060000
2016,광주과학기술원,자연과학계열,2060000
2016,광주교육대학교,인문사회계열,3655300
2016,광주대학교,공학계열,7266769.231
2016,광주대학교,예체능계열,7234857.143
2016,광주대학교,인문사회계열,6354600
2016,광주대학교,자연과학계열,7309142.857
2016,광주여자대학교,예체능계열,7028633.333
2016,광주여자대학교,인문사회계열,6097290
2016,광주여자대학교,자연과학계열,6962275
2016,국립강릉원주대학교,공학계열,4700000
2016,국립강릉원주대학교,예체능계열,5272500
2016,국립강릉원주대학교,의학계열,7966000
2016,국립강릉원주대학교,인문사회계열,3644235.294
2016,국립강릉원주대학교,자연과학계열,4546470.588
2016,국립강릉원주대학교 _제2캠퍼스,공학계열,4782000
2016,국립강릉원주대학교 _제2캠퍼스,예체능계열,5442000
2016,국립강릉원주대학교 _제2캠퍼스,인문사회계열,3612500
2016,국립강릉원주대학교 _제2캠퍼스,자연과학계열,4897000
2016,국립경국대학교,공학계열,4323133.333
2016,국립경국대학교,예체능계열,4333666.667
2016,국립경국대학교,인문사회계열,3432111.111
2016,국립경국대학교,자연과학계열,3960307.692
2016,국립공주대학교,공학계열,4294848.485
2016,국립공주대학교,예체능계열,4286714.286
2016,국립공주대학교,인문사회계열,3374484.848
2016,국립공주대학교,자연과학계열,4000848.485
2016,국립군산대학교,공학계열,4350518.519
2016,국립군산대학교,예체능계열,4326800
2016,국립군산대학교,인문사회계열,3532875
2016,국립군산대학교,자연과학계열,4068666.667
2016,국립금오공과대학교,공학계열,3883148.148
2016,국립금오공과대학교,인문사회계열,3574000
2016,국립금오공과대학교,자연과학계열,3625000
2016,국립목포대학교,공학계열,4332000
2016,국립목포대학교,예체능계열,4318666.667
2016,국립목포대학교,인문사회계열,3611200
2016,국립목포대학교,자연과학계열,4214666.667
2016,국립목포해양대학교,공학계열,3607076.923
2016,국립부경대학교,공학계열,4517823.529
2016,국립부경대학교,예체능계열,4428000
2016,국립부경대학교,인문사회계열,3531222.222
2016,국립부경대학교,자연과학계열,4306588.235
2016,국립순천대학교,공학계열,4401000
2016,국립순천대학교,예체능계열,4575600
2016,국립순천대학교,인문사회계열,3491217.391
2016,국립순천대학교,자연과학계열,4255083.333
2016,국립창원대학교,공학계열,4483588.235
2016,국립창원대학교,예체능계열,4485600
2016,국립창원대학교,인문사회계열,3540370.37
2016,국립창원대학교,자연과학계열,4172538.462
2016,국립한국교통대학교,공학계열,4292777.778
2016,국립한국교통대학교,예체능계열,4448333.333
2016,국립한국교통대학교,인문사회계열,3711111.111
2016,국립한국교통대학교,자연과학계열,4305000
2016,국립한국해양대학교,공학계열,3993684.211
2016,국립한국해양대학교,예체능계열,4160000
2016,국립한국해양대학교,인문사회계열,3424444.444
2016,국립한국해양대학교,자연과학계열,4294666.667
2016,국립한밭대학교,공학계열,4673400
2016,국립한밭대학교,예체능계열,4586400
