기준연도,학교종류,설립구분,지역,상태,학교,계열,학생정원,학생모집정지인원(B),재학생,정원내,정원외,재학생충원율,정원내 재학생 충원율(%){D/(A-B)}X100,학교_정규화
2018,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,공학계열,3090,0,2810,2612,198,90.9,84.5,강원대학교 _제2캠퍼스
2018,대학교,사립,서울,기존,건국대학교,자연과학계열,2288,0,2270,2024,246,99.2,88.5,건국대학교
2018,대학교,사립,서울,기존,건국대학교,의학계열,276,0,342,284,58,123.9,102.9,건국대학교
2018,대학교,사립,서울,기존,건국대학교,인문ㆍ사회계열,4070,0,6439,4646,1793,158.2,114.2,건국대학교
2018,대학교,사립,서울,기존,건국대학교,공학계열,4199,0,5194,4669,525,123.7,111.2,건국대학교
2018,대학교,사립,서울,기존,건국대학교,예ㆍ체능계열,1305,0,1663,1438,225,127.4,110.2,건국대학교
2018,대학교,사립,충북,기존,건국대학교(글로컬) _분교,자연과학계열,1415,0,1469,1340,129,103.8,94.7,건국대학교(글로컬) _분교
2018,대학교,사립,충북,기존,건국대학교(글로컬) _분교,예ㆍ체능계열,1635,0,1971,1715,256,120.6,104.9,건국대학교(글로컬) _분교
2018,대학교,사립,충북,기존,건국대학교(글로컬) _분교,인문ㆍ사회계열,2673,0,3261,2746,515,122.0,102.7,건국대학교(글로컬) _분교
2018,대학교,사립,충북,기존,건국대학교(글로컬) _분교,공학계열,930,0,949,874,75,102.0,94.0,건국대학교(글로컬) _분교
2018,대학교,사립,충남,기존,건양대학교,공학계열,669,0,632,590,42,94.5,88.2,건양대학교
2018,대학교,사립,충남,기존,건양대학교,예ㆍ체능계열,155,0,144,144,0,92.9,92.9,건양대학교
2018,대학교,사립,충남,기존,건양대학교,자연과학계열,457,0,470,434,36,102.8,95.0,건양대학교
2018,대학교,사립,충남,기존,건양대학교,인문ㆍ사회계열,2363,0,2722,2429,293,115.2,102.8,건양대학교
2018,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,자연과학계열,1974,0,2121,1928,193,107.4,97.7,건양대학교 _제2캠퍼스
2018,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,공학계열,1090,0,1114,1053,61,102.2,96.6,건양대학교 _제2캠퍼스
2018,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,의학계열,196,0,242,202,40,123.5,103.1,건양대학교 _제2캠퍼스
2018,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,인문ㆍ사회계열,190,0,201,195,6,105.8,102.6,건양대학교 _제2캠퍼스
2018,대학교,사립,경기,기존,경기대학교,공학계열,2474,0,2796,2441,355,113.0,98.7,경기대학교
2018,대학교,사립,경기,기존,경기대학교,예ㆍ체능계열,1472,0,1507,1442,65,102.4,98.0,경기대학교
2018,대학교,사립,경기,기존,경기대학교,인문ㆍ사회계열,5416,0,6137,5356,781,113.3,98.9,경기대학교
2018,대학교,사립,경기,기존,경기대학교,자연과학계열,1193,0,1296,1173,123,108.6,98.3,경기대학교
2018,대학교,사립,서울,기존,경기대학교 _제2캠퍼스,인문ㆍ사회계열,907,0,1558,1102,456,171.8,121.5,경기대학교 _제2캠퍼스
2018,대학교,사립,서울,기존,경기대학교 _제2캠퍼스,예ㆍ체능계열,409,0,472,438,34,115.4,107.1,경기대학교 _제2캠퍼스
2018,대학교,국립,경남,폐교,경남과학기술대학교,공학계열,2054,0,2031,1900,131,98.9,92.5,경상국립대학교
2018,대학교,국립,경남,폐교,경남과학기술대학교,인문ㆍ사회계열,1531,0,1464,1399,65,95.6,91.4,경상국립대학교
2018,대학교,국립,경남,폐교,경남과학기술대학교,자연과학계열,1316,0,1366,1283,83,103.8,97.5,경상국립대학교
2018,대학교,국립,경남,폐교,경남과학기술대학교,예ㆍ체능계열,117,0,101,100,1,86.3,85.5,경상국립대학교
2018,대학교,사립,경남,기존,경남대학교,공학계열,3428,0,3253,3062,191,94.9,89.3,경남대학교
2018,대학교,사립,경남,기존,경남대학교,예ㆍ체능계열,840,0,844,784,60,100.5,93.3,경남대학교
2018,대학교,사립,경남,기존,경남대학교,자연과학계열,1730,0,1801,1679,122,104.1,97.1,경남대학교
2018,대학교,사립,경남,기존,경남대학교,인문ㆍ사회계열,5840,0,6061,5619,442,103.8,96.2,경남대학교
2018,대학교,사립,강원,기존,경동대학교,인문ㆍ사회계열,1421,0,1689,1268,421,118.9,89.2,경동대학교
2018,대학교,사립,강원,기존,경동대학교,공학계열,339,0,435,339,96,128.3,100.0,경동대학교
2018,대학교,사립,강원,기존,경동대학교,자연과학계열,540,0,546,493,53,101.1,91.3,경동대학교
2018,대학교,사립,강원,기존,경동대학교,예ㆍ체능계열,120,0,94,94,0,78.3,78.3,경동대학교
2018,대학교,국립,대구,기존,경북대학교,예ㆍ체능계열,1008,0,1138,1091,47,112.9,108.2,경북대학교
2018,대학교,국립,대구,기존,경북대학교,자연과학계열,6260,0,6656,6009,647,106.3,96.0,경북대학교
2018,대학교,국립,대구,기존,경북대학교,의학계열,568,0,562,533,29,98.9,93.8,경북대학교
2018,대학교,국립,대구,기존,경북대학교,인문ㆍ사회계열,5309,0,6769,5996,773,127.5,112.9,경북대학교
2018,대학교,국립,대구,기존,경북대학교,공학계열,5997,0,7765,6958,807,129.5,116.0,경북대학교
2018,대학교,국립,경남,기존,경상국립대학교,의학계열,352,0,370,334,36,105.1,94.9,경상국립대학교
2018,대학교,국립,경남,기존,경상국립대학교,인문ㆍ사회계열,4322,0,4971,4514,457,115.0,104.4,경상국립대학교
2018,대학교,국립,경남,기존,경상국립대학교,자연과학계열,3660,0,3819,3520,299,104.3,96.2,경상국립대학교
2018,대학교,국립,경남,기존,경상국립대학교,예ㆍ체능계열,279,0,278,278,0,99.6,99.6,경상국립대학교
2018,대학교,국립,경남,기존,경상국립대학교,공학계열,4000,0,4525,4146,379,113.1,103.7,경상국립대학교
2018,대학교,사립,부산,기존,경성대학교,예ㆍ체능계열,2214,0,2263,2132,131,102.2,96.3,경성대학교
2018,대학교,사립,부산,기존,경성대학교,인문ㆍ사회계열,5071,0,5983,5173,810,118.0,102.0,경성대학교
2018,대학교,사립,부산,기존,경성대학교,자연과학계열,1370,0,1386,1301,85,101.2,95.0,경성대학교
2018,대학교,사립,부산,기존,경성대학교,공학계열,2719,0,2816,2544,272,103.6,93.6,경성대학교
2018,교육대학,국립,인천,기존,경인교육대학교,인문ㆍ사회계열,2392,0,682,635,47,28.5,26.5,경인교육대학교
2018,대학교,사립,경북,기존,경일대학교,예ㆍ체능계열,950,0,1070,1015,55,112.6,106.8,경일대학교
2018,대학교,사립,경북,기존,경일대학교,자연과학계열,762,0,823,758,65,108.0,99.5,경일대학교
2018,대학교,사립,경북,기존,경일대학교,인문ㆍ사회계열,1495,0,1650,1495,155,110.4,100.0,경일대학교
2018,대학교,사립,경북,기존,경일대학교,공학계열,3266,0,3294,3077,217,100.9,94.2,경일대학교
2018,대학교,사립,서울,기존,경희대학교,공학계열,3954,0,4554,4122,432,115.2,104.2,경희대학교
2018,대학교,사립,서울,기존,경희대학교,예ㆍ체능계열,3549,0,4366,3733,633,123.0,105.2,경희대학교
2018,대학교,사립,서울,기존,경희대학교,자연과학계열,4134,0,4622,4088,534,111.8,98.9,경희대학교
2018,대학교,사립,서울,기존,경희대학교,의학계열,812,0,791,780,11,97.4,96.1,경희대학교
2018,대학교,사립,서울,기존,경희대학교,인문ㆍ사회계열,7130,0,11730,8036,3694,164.5,112.7,경희대학교
2018,대학교,사립,대구,기존,계명대학교,공학계열,3495,0,3713,3319,394,106.2,95.0,계명대학교
2018,대학교,사립,대구,기존,계명대학교,자연과학계열,2412,0,2566,2328,238,106.4,96.5,계명대학교
2018,대학교,사립,대구,기존,계명대학교,의학계열,304,0,308,297,11,101.3,97.7,계명대학교
2018,대학교,사립,대구,기존,계명대학교,인문ㆍ사회계열,9397,0,11036,9781,1255,117.4,104.1,계명대학교
2018,대학교,사립,대구,기존,계명대학교,예ㆍ체능계열,3399,0,3646,3415,231,107.3,100.5,계명대학교
2018,대학교,사립,서울,기존,고려대학교,공학계열,3512,0,4671,3759,912,133.0,107.0,고려대학교
2018,대학교,사립,서울,기존,고려대학교,예ㆍ체능계열,520,0,628,578,50,120.8,111.2,고려대학교
2018,대학교,사립,서울,기존,고려대학교,자연과학계열,3352,0,3702,3275,427,110.4,97.7,고려대학교
2018,대학교,사립,서울,기존,고려대학교,인문ㆍ사회계열,7640,0,11632,8658,2974,152.3,113.3,고려대학교
2018,대학교,사립,서울,기존,고려대학교,의학계열,424,0,447,417,30,105.4,98.3,고려대학교
2018,대학교,사립,세종,기존,고려대학교(세종) _분교,자연과학계열,867,0,903,817,86,104.2,94.2,고려대학교(세종) _분교
2018,대학교,사립,세종,기존,고려대학교(세종) _분교,공학계열,1670,0,1833,1655,178,109.8,99.1,고려대학교(세종) _분교
2018,대학교,사립,세종,기존,고려대학교(세종) _분교,인문ㆍ사회계열,2823,0,3312,2915,397,117.3,103.3,고려대학교(세종) _분교
2018,대학교,사립,세종,기존,고려대학교(세종) _분교,예ㆍ체능계열,398,0,435,416,19,109.3,104.5,고려대학교(세종) _분교
2018,대학교,사립,부산,기존,고신대학교,인문ㆍ사회계열,1855,0,2099,1951,148,113.2,105.2,고신대학교
2018,대학교,사립,부산,기존,고신대학교,예ㆍ체능계열,290,0,262,257,5,90.3,88.6,고신대학교
2018,대학교,사립,부산,기존,고신대학교,자연과학계열,1247,0,1249,1177,72,100.2,94.4,고신대학교
2018,대학교,사립,부산,기존,고신대학교,의학계열,304,0,316,316,0,103.9,103.9,고신대학교
2018,교육대학,국립,충남,기존,공주교육대학교,인문ㆍ사회계열,1416,0,680,650,30,48.0,45.9,공주교육대학교
2018,대학교,사립,광주,기존,광신대학교,예ㆍ체능계열,136,4,105,105,0,79.5,79.5,광신대학교
2018,대학교,사립,광주,기존,광신대학교,인문ㆍ사회계열,407,16,411,375,36,105.1,95.9,광신대학교
2018,대학교,사립,서울,기존,광운대학교,예ㆍ체능계열,153,0,162,150,12,105.9,98.0,광운대학교
2018,대학교,사립,서울,기존,광운대학교,공학계열,3652,0,4089,3719,370,112.0,101.8,광운대학교
2018,대학교,사립,서울,기존,광운대학교,인문ㆍ사회계열,2486,0,3087,2674,413,124.2,107.6,광운대학교
2018,대학교,사립,서울,기존,광운대학교,자연과학계열,579,0,681,552,129,117.6,95.3,광운대학교
2018,대학교,사립,전남,기존,광주가톨릭대학교,인문ㆍ사회계열,160,0,76,76,0,47.5,47.5,광주가톨릭대학교
2018,대학교,특별법법인,광주,기존,광주과학기술원,자연과학계열,800,0,559,559,0,69.9,69.9,광주과학기술원
2018,교육대학,국립,광주,기존,광주교육대학교,인문ㆍ사회계열,1304,0,796,733,63,61.0,56.2,광주교육대학교
2018,대학교,사립,광주,기존,광주대학교,자연과학계열,890,0,930,834,96,104.5,93.7,광주대학교
2018,대학교,사립,광주,기존,광주대학교,공학계열,1343,0,1374,1308,66,102.3,97.4,광주대학교
2018,대학교,사립,광주,기존,광주대학교,인문ㆍ사회계열,3360,0,3906,3588,318,116.3,106.8,광주대학교
2018,대학교,사립,광주,기존,광주대학교,예ㆍ체능계열,1010,0,1067,1023,44,105.6,101.3,광주대학교
2018,대학교,사립,광주,기존,광주여자대학교,예ㆍ체능계열,120,0,108,107,1,90.0,89.2,광주여자대학교
2018,대학교,사립,광주,기존,광주여자대학교,자연과학계열,1960,0,2021,1850,171,103.1,94.4,광주여자대학교
2018,대학교,사립,광주,기존,광주여자대학교,인문ㆍ사회계열,1500,0,1555,1447,108,103.7,96.5,광주여자대학교
2018,대학교,국립,강원,기존,국립강릉원주대학교,공학계열,856,0,876,810,66,102.3,94.6,국립강릉원주대학교
2018,대학교,국립,강원,기존,국립강릉원주대학교,자연과학계열,1948,0,1908,1782,126,97.9,91.5,국립강릉원주대학교
2018,대학교,국립,강원,기존,국립강릉원주대학교,예ㆍ체능계열,639,0,618,608,10,96.7,95.1,국립강릉원주대학교
2018,대학교,국립,강원,기존,국립강릉원주대학교,의학계열,160,0,168,155,13,105.0,96.9,국립강릉원주대학교
2018,대학교,국립,강원,기존,국립강릉원주대학교,인문ㆍ사회계열,2008,0,2173,1964,209,108.2,97.8,국립강릉원주대학교
2018,대학교,국립,강원,기존,국립강릉원주대학교 _제2캠퍼스,공학계열,1196,0,1289,1192,97,107.8,99.7,국립강릉원주대학교 _제2캠퍼스
2018,대학교,국립,강원,기존,국립강릉원주대학교 _제2캠퍼스,자연과학계열,300,0,316,295,21,105.3,98.3,국립강릉원주대학교 _제2캠퍼스
2018,대학교,국립,강원,기존,국립강릉원주대학교 _제2캠퍼스,인문ㆍ사회계열,484,0,500,474,26,103.3,97.9,국립강릉원주대학교 _제2캠퍼스
2018,대학교,국립,경북,기존,국립경국대학교,예ㆍ체능계열,385,0,368,367,1,95.6,95.3,국립경국대학교
2018,대학교,국립,경북,기존,국립경국대학교,자연과학계열,1928,0,1961,1854,107,101.7,96.2,국립경국대학교
2018,대학교,국립,경북,기존,국립경국대학교,인문ㆍ사회계열,1891,0,1959,1826,133,103.6,96.6,국립경국대학교
2018,대학교,국립,경북,기존,국립경국대학교,공학계열,1752,0,1835,1687,148,104.7,96.3,국립경국대학교
2018,대학교,국립,충남,기존,국립공주대학교,자연과학계열,3527,0,3797,3421,376,107.7,97.0,국립공주대학교
2018,대학교,국립,충남,기존,국립공주대학교,예ㆍ체능계열,937,0,1115,1024,91,119.0,109.3,국립공주대학교
2018,대학교,국립,충남,기존,국립공주대학교,공학계열,3731,0,4569,3584,985,122.5,96.1,국립공주대학교
2018,대학교,국립,충남,기존,국립공주대학교,인문ㆍ사회계열,3122,0,3638,3225,413,116.5,103.3,국립공주대학교
2018,대학교,국립,전북,기존,국립군산대학교,인문ㆍ사회계열,1852,0,1999,1828,171,107.9,98.7,국립군산대학교
2018,대학교,국립,전북,기존,국립군산대학교,공학계열,3155,0,3142,2916,226,99.6,92.4,국립군산대학교
2018,대학교,국립,전북,기존,국립군산대학교,자연과학계열,1645,0,1433,1348,85,87.1,81.9,국립군산대학교
2018,대학교,국립,전북,기존,국립군산대학교,예ㆍ체능계열,461,0,468,456,12,101.5,98.9,국립군산대학교
2018,대학교,국립,경북,기존,국립금오공과대학교,인문ㆍ사회계열,171,0,257,179,78,150.3,104.7,국립금오공과대학교
2018,대학교,국립,경북,기존,국립금오공과대학교,공학계열,4657,0,5520,4923,597,118.5,105.7,국립금오공과대학교
2018,대학교,국립,경북,기존,국립금오공과대학교,자연과학계열,138,0,139,130,9,100.7,94.2,국립금오공과대학교
2018,대학교,국립,전남,기존,국립목포대학교,공학계열,2161,0,2310,2084,226,106.9,96.4,국립목포대학교
2018,대학교,국립,전남,기존,국립목포대학교,예ㆍ체능계열,398,0,422,410,12,106.0,103.0,국립목포대학교
2018,대학교,국립,전남,기존,국립목포대학교,인문ㆍ사회계열,2581,0,2919,2674,245,113.1,103.6,국립목포대학교
2018,대학교,국립,전남,기존,국립목포대학교,자연과학계열,1508,0,1570,1473,97,104.1,97.7,국립목포대학교
2018,대학교,국립,전남,기존,국립목포해양대학교,공학계열,2764,0,2647,2531,116,95.8,91.6,국립목포해양대학교
2018,대학교,국립,부산,기존,국립부경대학교,예ㆍ체능계열,494,0,524,465,59,106.1,94.1,국립부경대학교
2018,대학교,국립,부산,기존,국립부경대학교,자연과학계열,2362,0,2546,2348,198,107.8,99.4,국립부경대학교
2018,대학교,국립,부산,기존,국립부경대학교,공학계열,6721,0,8206,7419,787,122.1,110.4,국립부경대학교
2018,대학교,국립,부산,기존,국립부경대학교,인문ㆍ사회계열,3798,0,5321,4476,845,140.1,117.9,국립부경대학교
2018,대학교,국립,전남,기존,국립순천대학교,자연과학계열,2312,0,2255,2113,142,97.5,91.4,국립순천대학교
2018,대학교,국립,전남,기존,국립순천대학교,인문ㆍ사회계열,1980,0,2239,2031,208,113.1,102.6,국립순천대학교
2018,대학교,국립,전남,기존,국립순천대학교,공학계열,1748,0,1830,1704,126,104.7,97.5,국립순천대학교
2018,대학교,국립,전남,기존,국립순천대학교,예ㆍ체능계열,683,0,683,658,25,100.0,96.3,국립순천대학교
2018,대학교,국립,경남,기존,국립창원대학교,공학계열,2314,0,2715,2456,259,117.3,106.1,국립창원대학교
2018,대학교,국립,경남,기존,국립창원대학교,인문ㆍ사회계열,3093,0,3607,3184,423,116.6,102.9,국립창원대학교
2018,대학교,국립,경남,기존,국립창원대학교,자연과학계열,1119,0,1086,1029,57,97.1,92.0,국립창원대학교
2018,대학교,국립,경남,기존,국립창원대학교,예ㆍ체능계열,673,0,651,647,4,96.7,96.1,국립창원대학교
2018,대학교,국립,충북,기존,국립한국교통대학교,예ㆍ체능계열,407,0,389,363,26,95.6,89.2,국립한국교통대학교
2018,대학교,국립,충북,기존,국립한국교통대학교,자연과학계열,772,0,745,693,52,96.5,89.8,국립한국교통대학교
