기준연도,학교명,대학자체대계열,재적학생,중도탈락학생,중도탈락비율(%),학교명_정규화
2020.0,홍익대학교,인문사회계열,4776.0,158,3.31,홍익대학교
2020.0,홍익대학교,자연과학계열,828.0,36,4.35,홍익대학교
2020.0,화성의과학대학교,공학계열,111.0,16,14.41,화성의과학대학교
2020.0,화성의과학대학교,예체능계열,184.0,26,14.13,화성의과학대학교
2020.0,화성의과학대학교,인문사회계열,454.0,87,19.16,화성의과학대학교
2020.0,화성의과학대학교,자연과학계열,254.0,10,3.94,화성의과학대학교
2021.0,가천대학교,공학계열,7935.0,284,3.58,가천대학교
2021.0,가천대학교,예체능계열,2548.0,105,4.12,가천대학교
2021.0,가천대학교,인문사회계열,10198.0,397,3.89,가천대학교
2021.0,가천대학교,자연과학계열,5007.0,145,2.9,가천대학교
2021.0,가톨릭관동대학교,공학계열,2231.0,135,6.05,가톨릭관동대학교
2021.0,가톨릭관동대학교,예체능계열,2940.0,199,6.77,가톨릭관동대학교
2021.0,가톨릭관동대학교,인문사회계열,2526.0,163,6.45,가톨릭관동대학교
2021.0,가톨릭관동대학교,자연과학계열,2051.0,60,2.93,가톨릭관동대학교
2021.0,가톨릭꽃동네대학교,인문사회계열,327.0,6,1.83,가톨릭꽃동네대학교
2021.0,가톨릭꽃동네대학교,자연과학계열,240.0,7,2.92,가톨릭꽃동네대학교
2021.0,가톨릭대학교,공학계열,2077.0,97,4.67,가톨릭대학교
2021.0,가톨릭대학교,예체능계열,226.0,7,3.1,가톨릭대학교
2021.0,가톨릭대학교,의학계열,220.0,13,5.91,가톨릭대학교
2021.0,가톨릭대학교,인문사회계열,5260.0,144,2.74,가톨릭대학교
2021.0,가톨릭대학교,자연과학계열,1682.0,67,3.98,가톨릭대학교
2021.0,가톨릭대학교 _제2캠퍼스,자연과학계열,964.0,9,0.93,가톨릭대학교 _제2캠퍼스
2021.0,가톨릭대학교 _제3캠퍼스,인문사회계열,306.0,10,3.27,가톨릭대학교 _제3캠퍼스
2021.0,감리교신학대학교,인문사회계열,1048.0,60,5.73,감리교신학대학교
2021.0,강남대학교,공학계열,2205.0,105,4.76,강남대학교
2021.0,강남대학교,인문사회계열,5006.0,263,5.25,강남대학교
2021.0,강남대학교,자연과학계열,573.0,15,2.62,강남대학교
2021.0,강서대학교,예체능계열,133.0,19,14.29,강서대학교
2021.0,강서대학교,인문사회계열,1421.0,174,12.24,강서대학교
2021.0,강서대학교,자연과학계열,346.0,14,4.05,강서대학교
2021.0,강원대학교,공학계열,4078.0,336,8.24,강원대학교
2021.0,강원대학교,예체능계열,550.0,42,7.64,강원대학교
2021.0,강원대학교,인문사회계열,6100.0,365,5.98,강원대학교
2021.0,강원대학교,자연과학계열,8061.0,390,4.84,강원대학교
2021.0,강원대학교 _제2캠퍼스,공학계열,5018.0,269,5.36,강원대학교 _제2캠퍼스
2021.0,강원대학교 _제2캠퍼스,예체능계열,653.0,22,3.37,강원대학교 _제2캠퍼스
2021.0,강원대학교 _제2캠퍼스,인문사회계열,879.0,51,5.8,강원대학교 _제2캠퍼스
2021.0,강원대학교 _제2캠퍼스,자연과학계열,1726.0,65,3.77,강원대학교 _제2캠퍼스
2021.0,건국대학교,공학계열,9223.0,361,3.91,건국대학교
2021.0,건국대학교,예체능계열,1901.0,21,1.1,건국대학교
2021.0,건국대학교,인문사회계열,7867.0,164,2.08,건국대학교
2021.0,건국대학교,자연과학계열,3901.0,139,3.56,건국대학교
2021.0,건국대학교(글로컬) _분교,공학계열,2256.0,104,4.61,건국대학교(글로컬) _분교
2021.0,건국대학교(글로컬) _분교,예체능계열,2307.0,77,3.34,건국대학교(글로컬) _분교
2021.0,건국대학교(글로컬) _분교,인문사회계열,2226.0,103,4.63,건국대학교(글로컬) _분교
2021.0,건국대학교(글로컬) _분교,자연과학계열,2369.0,90,3.8,건국대학교(글로컬) _분교
2021.0,건양대학교,인문사회계열,4242.0,221,5.21,건양대학교
2021.0,건양대학교 _제2캠퍼스,공학계열,1321.0,99,7.49,건양대학교 _제2캠퍼스
2021.0,건양대학교 _제2캠퍼스,자연과학계열,2829.0,66,2.33,건양대학교 _제2캠퍼스
2021.0,경기대학교,공학계열,6147.0,256,4.16,경기대학교
2021.0,경기대학교,예체능계열,1991.0,91,4.57,경기대학교
2021.0,경기대학교,인문사회계열,7465.0,247,3.31,경기대학교
2021.0,경기대학교 _제2캠퍼스,인문사회계열,2636.0,98,3.72,경기대학교 _제2캠퍼스
2021.0,경남과학기술대학교,공학계열,3109.0,152,4.89,경상국립대학교
2021.0,경남과학기술대학교,인문사회계열,1724.0,78,4.52,경상국립대학교
2021.0,경남과학기술대학교,자연과학계열,1658.0,65,3.92,경상국립대학교
2021.0,경남대학교,공학계열,5482.0,355,6.48,경남대학교
2021.0,경남대학교,인문사회계열,6342.0,493,7.77,경남대학교
2021.0,경남대학교,자연과학계열,4022.0,160,3.98,경남대학교
2021.0,경동대학교,공학계열,70.0,12,17.14,경동대학교
2021.0,경동대학교,예체능계열,14.0,3,21.43,경동대학교
2021.0,경동대학교,인문사회계열,913.0,160,17.52,경동대학교
2021.0,경동대학교,자연과학계열,129.0,23,17.83,경동대학교
2021.0,경북대학교,공학계열,10992.0,565,5.14,경북대학교
2021.0,경북대학교,예체능계열,705.0,17,2.41,경북대학교
2021.0,경북대학교,인문사회계열,7323.0,163,2.23,경북대학교
2021.0,경북대학교,자연과학계열,10452.0,461,4.41,경북대학교
2021.0,경상국립대학교,공학계열,5879.0,325,5.53,경상국립대학교
2021.0,경상국립대학교,인문사회계열,5261.0,241,4.58,경상국립대학교
2021.0,경상국립대학교,자연과학계열,7188.0,276,3.84,경상국립대학교
2021.0,경성대학교,공학계열,3872.0,217,5.6,경성대학교
2021.0,경성대학교,예체능계열,2883.0,155,5.38,경성대학교
2021.0,경성대학교,인문사회계열,7891.0,522,6.62,경성대학교
2021.0,경성대학교,자연과학계열,1880.0,80,4.26,경성대학교
2021.0,경인교육대학교,예체능계열,303.0,5,1.65,경인교육대학교
2021.0,경인교육대학교,인문사회계열,658.0,15,2.28,경인교육대학교
2021.0,경인교육대학교,자연과학계열,361.0,11,3.05,경인교육대학교
2021.0,경일대학교,공학계열,4687.0,390,8.32,경일대학교
2021.0,경일대학교,예체능계열,4322.0,322,7.45,경일대학교
2021.0,경일대학교,인문사회계열,98.0,11,11.22,경일대학교
2021.0,경희대학교,공학계열,6448.0,255,3.95,경희대학교
2021.0,경희대학교,예체능계열,5559.0,155,2.79,경희대학교
2021.0,경희대학교,인문사회계열,14507.0,360,2.48,경희대학교
2021.0,경희대학교,자연과학계열,7811.0,315,4.03,경희대학교
2021.0,계명대학교,공학계열,5810.0,283,4.87,계명대학교
2021.0,계명대학교,예체능계열,3963.0,191,4.82,계명대학교
2021.0,계명대학교,인문사회계열,14085.0,700,4.97,계명대학교
2021.0,계명대학교,자연과학계열,4301.0,163,3.79,계명대학교
2021.0,고려대학교,공학계열,6112.0,227,3.71,고려대학교
2021.0,고려대학교,예체능계열,1030.0,14,1.36,고려대학교
2021.0,고려대학교,인문사회계열,11687.0,172,1.47,고려대학교
2021.0,고려대학교,자연과학계열,8429.0,452,5.36,고려대학교
2021.0,고려대학교(세종) _분교,공학계열,3843.0,198,5.15,고려대학교(세종) _분교
2021.0,고려대학교(세종) _분교,인문사회계열,5090.0,222,4.36,고려대학교(세종) _분교
2021.0,고려대학교(세종) _분교,자연과학계열,158.0,0,0.0,고려대학교(세종) _분교
2021.0,고신대학교,인문사회계열,2421.0,255,10.53,고신대학교
2021.0,고신대학교,자연과학계열,2099.0,165,7.86,고신대학교
2021.0,공주교육대학교,자연과학계열,1493.0,73,4.89,공주교육대학교
2021.0,광신대학교,예체능계열,139.0,17,12.23,광신대학교
2021.0,광신대학교,인문사회계열,421.0,50,11.88,광신대학교
2021.0,광운대학교,공학계열,5873.0,254,4.32,광운대학교
2021.0,광운대학교,인문사회계열,4462.0,178,3.99,광운대학교
2021.0,광운대학교,자연과학계열,994.0,58,5.84,광운대학교
2021.0,광주가톨릭대학교,인문사회계열,128.0,8,6.25,광주가톨릭대학교
2021.0,광주과학기술원,공학계열,484.0,5,1.03,광주과학기술원
2021.0,광주과학기술원,인문사회계열,282.0,44,15.6,광주과학기술원
2021.0,광주과학기술원,자연과학계열,230.0,10,4.35,광주과학기술원
2021.0,광주교육대학교,예체능계열,328.0,6,1.83,광주교육대학교
2021.0,광주교육대학교,인문사회계열,592.0,14,2.36,광주교육대학교
2021.0,광주교육대학교,자연과학계열,439.0,11,2.51,광주교육대학교
2021.0,광주대학교,공학계열,1934.0,233,12.05,광주대학교
2021.0,광주대학교,예체능계열,207.0,19,9.18,광주대학교
2021.0,광주대학교,인문사회계열,1794.0,208,11.59,광주대학교
2021.0,광주대학교,자연과학계열,2172.0,106,4.88,광주대학교
2021.0,광주여자대학교,공학계열,16.0,3,18.75,광주여자대학교
2021.0,광주여자대학교,예체능계열,150.0,17,11.33,광주여자대학교
2021.0,광주여자대학교,인문사회계열,1769.0,75,4.24,광주여자대학교
2021.0,광주여자대학교,자연과학계열,2055.0,118,5.74,광주여자대학교
2021.0,국립강릉원주대학교,공학계열,1299.0,89,6.85,국립강릉원주대학교
2021.0,국립강릉원주대학교,예체능계열,759.0,49,6.46,국립강릉원주대학교
2021.0,국립강릉원주대학교,인문사회계열,2974.0,149,5.01,국립강릉원주대학교
2021.0,국립강릉원주대학교,자연과학계열,2655.0,146,5.5,국립강릉원주대학교
2021.0,국립강릉원주대학교 _제2캠퍼스,공학계열,1883.0,87,4.62,국립강릉원주대학교 _제2캠퍼스
2021.0,국립강릉원주대학교 _제2캠퍼스,인문사회계열,974.0,30,3.08,국립강릉원주대학교 _제2캠퍼스
2021.0,국립경국대학교,공학계열,2354.0,136,5.78,국립경국대학교
2021.0,국립경국대학교,인문사회계열,2776.0,176,6.34,국립경국대학교
2021.0,국립경국대학교,자연과학계열,2795.0,145,5.19,국립경국대학교
2021.0,국립공주대학교,공학계열,5386.0,263,4.88,국립공주대학교
2021.0,국립공주대학교,예체능계열,944.0,40,4.24,국립공주대학교
2021.0,국립공주대학교,인문사회계열,4444.0,187,4.21,국립공주대학교
2021.0,국립공주대학교,자연과학계열,4705.0,135,2.87,국립공주대학교
2021.0,국립군산대학교,공학계열,5537.0,417,7.53,국립군산대학교
2021.0,국립군산대학교,예체능계열,420.0,36,8.57,국립군산대학교
2021.0,국립군산대학교,인문사회계열,2573.0,186,7.23,국립군산대학교
2021.0,국립군산대학교,자연과학계열,1091.0,81,7.42,국립군산대학교
2021.0,국립금오공과대학교,공학계열,7445.0,361,4.85,국립금오공과대학교
2021.0,국립금오공과대학교,인문사회계열,263.0,19,7.22,국립금오공과대학교
2021.0,국립금오공과대학교,자연과학계열,193.0,10,5.18,국립금오공과대학교
2021.0,국립목포대학교,공학계열,3235.0,261,8.07,국립목포대학교
2021.0,국립목포대학교,예체능계열,878.0,93,10.59,국립목포대학교
2021.0,국립목포대학교,인문사회계열,3350.0,361,10.78,국립목포대학교
2021.0,국립목포대학교,자연과학계열,1687.0,162,9.6,국립목포대학교
2021.0,국립목포해양대학교,공학계열,3093.0,150,4.85,국립목포해양대학교
2021.0,국립부경대학교,공학계열,10719.0,452,4.22,국립부경대학교
2021.0,국립부경대학교,인문사회계열,6584.0,257,3.9,국립부경대학교
2021.0,국립부경대학교,자연과학계열,4157.0,189,4.55,국립부경대학교
2021.0,국립순천대학교,공학계열,2754.0,183,6.64,국립순천대학교
2021.0,국립순천대학교,인문사회계열,3160.0,198,6.27,국립순천대학교
2021.0,국립순천대학교,자연과학계열,3217.0,144,4.48,국립순천대학교
2021.0,국립창원대학교,공학계열,4050.0,186,4.59,국립창원대학교
2021.0,국립창원대학교,예체능계열,621.0,32,5.15,국립창원대학교
2021.0,국립창원대학교,인문사회계열,4141.0,205,4.95,국립창원대학교
2021.0,국립창원대학교,자연과학계열,1607.0,90,5.6,국립창원대학교
2021.0,국립한국교통대학교,공학계열,8412.0,403,4.79,국립한국교통대학교
2021.0,국립한국교통대학교,인문사회계열,2676.0,147,5.49,국립한국교통대학교
2021.0,국립한국해양대학교,공학계열,6124.0,257,4.2,국립한국해양대학교
2021.0,국립한국해양대학교,인문사회계열,1797.0,81,4.51,국립한국해양대학교
2021.0,국민대학교,공학계열,8020.0,279,3.48,국민대학교
2021.0,국민대학교,예체능계열,3547.0,90,2.54,국민대학교
2021.0,국민대학교,인문사회계열,8814.0,302,3.43,국민대학교
2021.0,국민대학교,인문사회계열,319.0,5,1.57,국민대학교
2021.0,국민대학교,자연과학계열,21.0,1,4.76,국민대학교
2021.0,극동대학교,공학계열,1526.0,129,8.45,극동대학교
2021.0,극동대학교,예체능계열,812.0,48,5.91,극동대학교
2021.0,극동대학교,인문사회계열,1070.0,82,7.66,극동대학교
2021.0,극동대학교,자연과학계열,1410.0,62,4.4,극동대학교
2021.0,금강대학교,인문사회계열,422.0,52,12.32,금강대학교
2021.0,김천대학교,공학계열,493.0,63,12.78,김천대학교
2021.0,김천대학교,예체능계열,830.0,100,12.05,김천대학교
2021.0,김천대학교,자연과학계열,2231.0,191,8.56,김천대학교
2021.0,나사렛대학교,공학계열,67.0,3,4.48,나사렛대학교
2021.0,나사렛대학교,예체능계열,1104.0,63,5.71,나사렛대학교
2021.0,나사렛대학교,인문사회계열,3845.0,229,5.96,나사렛대학교
2021.0,나사렛대학교,인문사회계열,18.0,1,5.56,나사렛대학교
2021.0,나사렛대학교,자연과학계열,1491.0,62,4.16,나사렛대학교
2021.0,남부대학교,공학계열,438.0,81,18.49,남부대학교
2021.0,남부대학교,예체능계열,319.0,44,13.79,남부대학교
2021.0,남부대학교,인문사회계열,897.0,79,8.81,남부대학교
2021.0,남부대학교,자연과학계열,2052.0,101,4.92,남부대학교
2021.0,단국대학교,공학계열,4952.0,188,3.8,단국대학교
2021.0,단국대학교,예체능계열,1709.0,54,3.16,단국대학교
2021.0,단국대학교,인문사회계열,5324.0,165,3.1,단국대학교
2021.0,단국대학교,자연과학계열,851.0,36,4.23,단국대학교
2021.0,대구가톨릭대학교,공학계열,3338.0,216,6.47,대구가톨릭대학교
2021.0,대구가톨릭대학교,예체능계열,1228.0,85,6.92,대구가톨릭대학교
2021.0,대구가톨릭대학교,인문사회계열,8562.0,502,5.86,대구가톨릭대학교
2021.0,대구가톨릭대학교,자연과학계열,1931.0,49,2.54,대구가톨릭대학교
2021.0,대구교육대학교,예체능계열,364.0,8,2.2,대구교육대학교
2021.0,대구교육대학교,인문사회계열,689.0,19,2.76,대구교육대학교
2021.0,대구교육대학교,자연과학계열,569.0,18,3.16,대구교육대학교
2021.0,대구대학교,공학계열,5387.0,354,6.57,대구대학교
2021.0,대구대학교,예체능계열,1533.0,84,5.48,대구대학교
2021.0,대구대학교,인문사회계열,11464.0,721,6.29,대구대학교
2021.0,대구대학교,자연과학계열,4680.0,187,4.0,대구대학교
2021.0,대구예술대학교,예체능계열,1074.0,139,12.94,대구예술대학교
2021.0,대구예술대학교,인문사회계열,180.0,23,12.78,대구예술대학교
2021.0,대구한의대학교,인문사회계열,175.0,26,14.86,대구한의대학교
2021.0,대구한의대학교,자연과학계열,7871.0,654,8.31,대구한의대학교
2021.0,대신대학교,예체능계열,192.0,13,6.77,대신대학교
2021.0,대신대학교,인문사회계열,379.0,14,3.69,대신대학교
2021.0,대전가톨릭대학교,인문사회계열,48.0,1,2.08,대전가톨릭대학교
2021.0,대전대학교,공학계열,3416.0,196,5.74,대전대학교
2021.0,대전대학교,예체능계열,488.0,28,5.74,대전대학교
2021.0,대전대학교,인문사회계열,5819.0,359,6.17,대전대학교
2021.0,대전대학교,자연과학계열,2482.0,88,3.55,대전대학교
2021.0,대전신학대학교,인문사회계열,89.0,7,7.87,대전신학대학교
2021.0,대진대학교,공학계열,4441.0,227,5.11,대진대학교
2021.0,대진대학교,인문사회계열,5559.0,275,4.95,대진대학교
2021.0,덕성여자대학교,공학계열,1092.0,68,6.23,덕성여자대학교
2021.0,덕성여자대학교,예체능계열,731.0,13,1.78,덕성여자대학교
2021.0,덕성여자대학교,인문사회계열,3787.0,91,2.4,덕성여자대학교
2021.0,덕성여자대학교,자연과학계열,1114.0,29,2.6,덕성여자대학교
2021.0,동국대학교,공학계열,4849.0,162,3.34,동국대학교
2021.0,동국대학교,예체능계열,1181.0,18,1.52,동국대학교
2021.0,동국대학교,인문사회계열,8739.0,180,2.06,동국대학교
2021.0,동국대학교,자연과학계열,3371.0,129,3.83,동국대학교
2021.0,동국대학교(WISE) _분교,공학계열,2731.0,198,7.25,동국대학교(WISE) _분교
2021.0,동국대학교(WISE) _분교,인문사회계열,6128.0,344,5.61,동국대학교(WISE) _분교
2021.0,동국대학교(WISE) _분교,자연과학계열,1494.0,38,2.54,동국대학교(WISE) _분교
2021.0,동덕여자대학교,예체능계열,2258.0,67,2.97,동덕여자대학교
2021.0,동덕여자대학교,인문사회계열,3314.0,101,3.05,동덕여자대학교
2021.0,동덕여자대학교,자연과학계열,1630.0,46,2.82,동덕여자대학교
2021.0,동명대학교,공학계열,6334.0,571,9.01,동명대학교
2021.0,동명대학교,인문사회계열,3358.0,348,10.36,동명대학교
2021.0,동명대학교,자연과학계열,1752.0,107,6.11,동명대학교
2021.0,동서대학교,공학계열,4393.0,245,5.58,동서대학교
2021.0,동서대학교,예체능계열,1597.0,88,5.51,동서대학교
2021.0,동서대학교,인문사회계열,5532.0,388,7.01,동서대학교
2021.0,동서대학교,자연과학계열,2058.0,54,2.62,동서대학교
2021.0,동신대학교,공학계열,2249.0,263,11.69,동신대학교
2021.0,동신대학교,인문사회계열,4778.0,512,10.72,동신대학교
2021.0,동신대학교,자연과학계열,1066.0,43,4.03,동신대학교
2021.0,동아대학교,공학계열,8585.0,344,4.01,동아대학교
2021.0,동아대학교,예체능계열,1620.0,84,5.19,동아대학교
2021.0,동아대학교,인문사회계열,9698.0,351,3.62,동아대학교
2021.0,동아대학교,자연과학계열,3673.0,174,4.74,동아대학교
2021.0,동양대학교,공학계열,2180.0,135,6.19,동양대학교
2021.0,동양대학교,예체능계열,1042.0,118,11.32,동양대학교
2021.0,동양대학교,인문사회계열,1649.0,111,6.73,동양대학교
2021.0,동양대학교,자연과학계열,327.0,2,0.61,동양대학교
2021.0,동의대학교,공학계열,9045.0,538,5.95,동의대학교
2021.0,동의대학교,예체능계열,1623.0,126,7.76,동의대학교
2021.0,동의대학교,인문사회계열,7914.0,445,5.62,동의대학교
2021.0,동의대학교,자연과학계열,2001.0,67,3.35,동의대학교
2021.0,루터대학교,인문사회계열,409.0,42,10.27,루터대학교
2021.0,명지대학교,공학계열,5305.0,205,3.86,명지대학교
2021.0,명지대학교,예체능계열,1751.0,72,4.11,명지대학교
2021.0,명지대학교,인문사회계열,661.0,32,4.84,명지대학교
2021.0,명지대학교,자연과학계열,1028.0,52,5.06,명지대학교
2021.0,명지대학교 _제2캠퍼스,공학계열,987.0,38,3.85,명지대학교 _제2캠퍼스
2021.0,명지대학교 _제2캠퍼스,인문사회계열,9680.0,353,3.65,명지대학교 _제2캠퍼스
2021.0,목원대학교,공학계열,1956.0,118,6.03,목원대학교
2021.0,목원대학교,예체능계열,2800.0,160,5.71,목원대학교
2021.0,목원대학교,인문사회계열,3010.0,189,6.28,목원대학교
2021.0,목원대학교,자연과학계열,2177.0,105,4.82,목원대학교
2021.0,목포가톨릭대학교,인문사회계열,142.0,4,2.82,목포가톨릭대학교
2021.0,목포가톨릭대학교,자연과학계열,428.0,13,3.04,목포가톨릭대학교
2021.0,배재대학교,공학계열,2419.0,162,6.7,배재대학교
2021.0,배재대학교,예체능계열,1896.0,128,6.75,배재대학교
2021.0,배재대학교,인문사회계열,4453.0,376,8.44,배재대학교
2021.0,배재대학교,자연과학계열,1691.0,131,7.75,배재대학교
2021.0,백석대학교,공학계열,1641.0,98,5.97,백석대학교
2021.0,백석대학교,예체능계열,3355.0,211,6.29,백석대학교
2021.0,백석대학교,인문사회계열,8068.0,386,4.78,백석대학교
2021.0,백석대학교,자연과학계열,2613.0,81,3.1,백석대학교
2021.0,부산가톨릭대학교,인문사회계열,1084.0,118,10.89,부산가톨릭대학교
2021.0,부산가톨릭대학교,자연과학계열,3454.0,119,3.45,부산가톨릭대학교
2021.0,부산교육대학교,예체능계열,367.0,5,1.36,부산교육대학교
2021.0,부산교육대학교,인문사회계열,704.0,9,1.28,부산교육대학교
2021.0,부산교육대학교,자연과학계열,472.0,15,3.18,부산교육대학교
2021.0,부산대학교,공학계열,9131.0,437,4.79,부산대학교
2021.0,부산대학교,예체능계열,1765.0,60,3.4,부산대학교
2021.0,부산대학교,인문사회계열,7623.0,186,2.44,부산대학교
2021.0,부산대학교,자연과학계열,8844.0,414,4.68,부산대학교
2021.0,부산외국어대학교,공학계열,796.0,43,5.4,부산외국어대학교
2021.0,부산외국어대학교,인문사회계열,8609.0,523,6.08,부산외국어대학교
2021.0,부산장신대학교,인문사회계열,138.0,16,11.59,부산장신대학교
2021.0,부산장신대학교,자연과학계열,95.0,5,5.26,부산장신대학교
2021.0,삼육대학교,공학계열,1952.0,90,4.61,삼육대학교
2021.0,삼육대학교,예체능계열,968.0,49,5.06,삼육대학교
2021.0,삼육대학교,인문사회계열,3663.0,148,4.04,삼육대학교
2021.0,삼육대학교,자연과학계열,543.0,7,1.29,삼육대학교
2021.0,상명대학교,공학계열,2497.0,108,4.33,상명대학교
2021.0,상명대학교,예체능계열,1500.0,87,5.8,상명대학교
2021.0,상명대학교,인문사회계열,4230.0,338,7.99,상명대학교
2021.0,상명대학교,자연과학계열,858.0,52,6.06,상명대학교
2021.0,상지대학교,공학계열,1740.0,121,6.95,상지대학교
2021.0,상지대학교,예체능계열,1239.0,70,5.65,상지대학교
2021.0,상지대학교,인문사회계열,3695.0,257,6.96,상지대학교
2021.0,상지대학교,자연과학계열,2662.0,146,5.48,상지대학교
2021.0,서강대학교,공학계열,2750.0,136,4.95,서강대학교
2021.0,서강대학교,인문사회계열,7803.0,200,2.56,서강대학교
2021.0,서강대학교,자연과학계열,1299.0,98,7.54,서강대학교
2021.0,서경대학교,공학계열,3011.0,143,4.75,서경대학교
2021.0,서경대학교,예체능계열,2796.0,120,4.29,서경대학교
2021.0,서경대학교,인문사회계열,2662.0,131,4.92,서경대학교
2021.0,서울교육대학교,예체능계열,367.0,6,1.63,서울교육대학교
2021.0,서울교육대학교,인문사회계열,738.0,24,3.25,서울교육대학교
2021.0,서울교육대학교,자연과학계열,488.0,23,4.71,서울교육대학교
2021.0,서울기독대학교,예체능계열,113.0,8,7.08,서울기독대학교
2021.0,서울기독대학교,인문사회계열,327.0,36,11.01,서울기독대학교
2021.0,서울대학교,공학계열,5259.0,123,2.34,서울대학교
2021.0,서울대학교,예체능계열,1472.0,10,0.68,서울대학교
2021.0,서울대학교,인문사회계열,6674.0,62,0.93,서울대학교
2021.0,서울대학교,자연과학계열,7922.0,209,2.64,서울대학교
2021.0,서울시립대학교,공학계열,4807.0,186,3.87,서울시립대학교
2021.0,서울시립대학교,예체능계열,803.0,19,2.37,서울시립대학교
2021.0,서울시립대학교,인문사회계열,5360.0,105,1.96,서울시립대학교
2021.0,서울시립대학교,자연과학계열,1134.0,74,6.53,서울시립대학교
2021.0,서울신학대학교,공학계열,39.0,2,5.13,서울신학대학교
2021.0,서울신학대학교,예체능계열,482.0,38,7.88,서울신학대학교
2021.0,서울신학대학교,인문사회계열,2193.0,111,5.06,서울신학대학교
2021.0,서울여자대학교,공학계열,1613.0,46,2.85,서울여자대학교
2021.0,서울여자대학교,예체능계열,552.0,12,2.17,서울여자대학교
2021.0,서울여자대학교,인문사회계열,4321.0,161,3.73,서울여자대학교
2021.0,서울여자대학교,자연과학계열,1445.0,61,4.22,서울여자대학교
2021.0,서울장신대학교,예체능계열,92.0,10,10.87,서울장신대학교
2021.0,서울장신대학교,인문사회계열,425.0,20,4.71,서울장신대학교
2021.0,서울한영대학교,예체능계열,61.0,8,13.11,서울한영대학교
2021.0,서울한영대학교,인문사회계열,783.0,43,5.49,서울한영대학교
2021.0,서원대학교,공학계열,2280.0,136,5.96,서원대학교
2021.0,서원대학교,인문사회계열,4534.0,318,7.01,서원대학교
2021.0,서원대학교,자연과학계열,1609.0,52,3.23,서원대학교
2021.0,선문대학교,공학계열,4476.0,261,5.83,선문대학교
2021.0,선문대학교,인문사회계열,5869.0,335,5.71,선문대학교
2021.0,선문대학교,자연과학계열,2319.0,107,4.61,선문대학교
2021.0,성결대학교,공학계열,1528.0,58,3.8,성결대학교
2021.0,성결대학교,예체능계열,878.0,51,5.81,성결대학교
2021.0,성결대학교,인문사회계열,3606.0,193,5.35,성결대학교
2021.0,성결대학교,자연과학계열,470.0,13,2.77,성결대학교
2021.0,성공회대학교,공학계열,821.0,30,3.65,성공회대학교
2021.0,성공회대학교,인문사회계열,2040.0,106,5.2,성공회대학교
2021.0,성균관대학교,공학계열,7181.0,355,4.94,성균관대학교
2021.0,성균관대학교,예체능계열,1988.0,39,1.96,성균관대학교
2021.0,성균관대학교,인문사회계열,11784.0,234,1.99,성균관대학교
2021.0,성균관대학교,자연과학계열,4029.0,181,4.49,성균관대학교
2021.0,성신여자대학교,공학계열,1798.0,61,3.39,성신여자대학교
2021.0,성신여자대학교,예체능계열,2351.0,71,3.02,성신여자대학교
2021.0,성신여자대학교,인문사회계열,4430.0,176,3.97,성신여자대학교
2021.0,성신여자대학교,자연과학계열,1951.0,81,4.15,성신여자대학교
2021.0,세명대학교,공학계열,2396.0,164,6.84,세명대학교
2021.0,세명대학교,인문사회계열,4886.0,357,7.31,세명대학교
2021.0,세명대학교,자연과학계열,2776.0,89,3.21,세명대학교
2021.0,세종대학교,공학계열,6768.0,357,5.27,세종대학교
2021.0,세종대학교,예체능계열,1578.0,91,5.77,세종대학교
2021.0,세종대학교,인문사회계열,4714.0,224,4.75,세종대학교
2021.0,세종대학교,자연과학계열,1846.0,111,6.01,세종대학교
2021.0,세한대학교,공학계열,458.0,34,7.42,세한대학교
2021.0,세한대학교,예체능계열,240.0,38,15.83,세한대학교
2021.0,세한대학교,인문사회계열,1577.0,191,12.11,세한대학교
2021.0,세한대학교,자연과학계열,818.0,55,6.72,세한대학교
2021.0,수원가톨릭대학교,인문사회계열,181.0,9,4.97,수원가톨릭대학교
2021.0,수원대학교,공학계열,3600.0,152,4.22,수원대학교
2021.0,수원대학교,예체능계열,2041.0,151,7.4,수원대학교
2021.0,수원대학교,인문사회계열,4668.0,214,4.58,수원대학교
2021.0,수원대학교,자연과학계열,1373.0,56,4.08,수원대학교
2021.0,숙명여자대학교,공학계열,2020.0,106,5.25,숙명여자대학교
2021.0,숙명여자대학교,예체능계열,1637.0,30,1.83,숙명여자대학교
2021.0,숙명여자대학교,인문사회계열,6120.0,135,2.21,숙명여자대학교
2021.0,숙명여자대학교,자연과학계열,2288.0,90,3.93,숙명여자대학교
2021.0,순복음총회신학교,예체능계열,34.0,17,50.0,순복음총회신학교
2021.0,순복음총회신학교,인문사회계열,56.0,16,28.57,순복음총회신학교
2021.0,순천향대학교,공학계열,5929.0,282,4.76,순천향대학교
2021.0,순천향대학교,인문사회계열,3959.0,171,4.32,순천향대학교
2021.0,순천향대학교,자연과학계열,4146.0,157,3.79,순천향대학교
2021.0,숭실대학교,공학계열,7857.0,216,2.75,숭실대학교
2021.0,숭실대학교,인문사회계열,10086.0,271,2.69,숭실대학교
2021.0,숭실대학교,자연과학계열,1347.0,65,4.83,숭실대학교
2021.0,신경주대학교,예체능계열,66.0,6,9.09,신경주대학교
2021.0,신경주대학교,인문사회계열,440.0,83,18.86,신경주대학교
2021.0,신경주대학교,자연과학계열,429.0,65,15.15,신경주대학교
2021.0,신라대학교,공학계열,2688.0,319,11.87,신라대학교
