기준년도,학교명_정규화,계열,총재적학생,총탈락자수,중도탈락률(%)
2010,국립한국교통대학교,인문사회계열,225.0,9.036,4.016
2010,국립한국교통대학교,자연과학계열,34.0,7.0040000000000004,20.6
2010,국립한국해양대학교,공학계열,2789.0,88.385,3.1690570096808894
2010,국립한국해양대학교,인문사회계열,1397.0,36.824,2.635934144595562
2010,국립한국해양대학교,자연과학계열,1554.0,47.219,3.0385456885456885
2010,국민대학교,공학계열,4963.0,156.872,3.160830143058634
2010,국민대학교,예체능계열,2129.0,98.907,4.645702207609206
2010,국민대학교,인문사회계열,6307.0,191.22,3.0318693515141906
2010,국민대학교,자연과학계열,1300.0,36.049,2.773
2010,극동대학교,공학계열,677.0,58.17600000000001,8.59320531757755
2010,극동대학교,예체능계열,1080.0,76.995,7.129166666666667
2010,극동대학교,인문사회계열,2018.0,145.18,7.194251734390486
2010,금강대학교,인문사회계열,93.0,3.9989999999999997,4.3
2010,김천대학교,공학계열,40.0,5.0,12.5
2010,김천대학교,예체능계열,30.0,2.0100000000000002,6.7
2010,김천대학교,인문사회계열,190.0,9.019,4.746842105263157
2010,김천대학교,자연과학계열,41.0,2.993,7.3
2010,나사렛대학교,공학계열,313.0,23.9,7.635782747603834
2010,나사렛대학교,예체능계열,731.0,17.987000000000002,2.4606019151846787
2010,나사렛대학교,인문사회계열,2196.0,74.535,3.394125683060109
2010,남부대학교,공학계열,254.0,33.066,13.018110236220473
2010,남부대학교,예체능계열,208.0,14.014,6.737499999999999
2010,남부대학교,의학계열,55.0,4.015,7.3
2010,남부대학교,인문사회계열,684.0,65.116,9.519883040935673
2010,남부대학교,자연과학계열,91.0,6.006,6.6000000000000005
2010,단국대학교,공학계열,3331.0,131.92700000000002,3.9605824076853806
2010,단국대학교,예체능계열,575.0,36.833,6.405739130434783
2010,단국대학교,인문사회계열,6550.0,218.11,3.3299236641221377
2010,단국대학교,자연과학계열,1532.0,62.681000000000004,4.09144908616188
2010,대구가톨릭대학교,공학계열,3676.0,195.633,5.32189880304679
2010,대구가톨릭대학교,예체능계열,806.0,71.904,8.921091811414392
2010,대구가톨릭대학교,의학계열,191.0,0.9550000000000001,0.5
2010,대구가톨릭대학교,인문사회계열,6079.0,226.626,3.7280144760651424
2010,대구가톨릭대학교,자연과학계열,1274.0,69.97200000000001,5.492307692307693
2010,대구교육대학교,인문사회계열,2242.0,16.859,0.7519625334522748
2010,대구대학교,공학계열,5899.0,282.303,4.78560773012375
2010,대구대학교,예체능계열,1332.0,70.99600000000001,5.330030030030031
2010,대구대학교,인문사회계열,11321.0,318.632,2.814521685363484
2010,대구대학교,자연과학계열,2118.0,94.244,4.4496694995278565
2010,대구예술대학교,예체능계열,1018.0,101.882,10.008055009823183
2010,대구예술대학교,인문사회계열,53.0,4.007000000000001,7.560377358490566
2010,대구한의대학교,공학계열,1103.0,91.842,8.326563916591114
2010,대구한의대학교,예체능계열,539.0,41.964,7.785528756957329
2010,대구한의대학교,의학계열,776.0,10.108,1.302577319587629
2010,대구한의대학교,인문사회계열,1828.0,131.101,7.171827133479212
2010,대구한의대학교,자연과학계열,501.0,24.898999999999997,4.969860279441117
2010,대신대학교,공학계열,31.0,10.012999999999998,32.3
2010,대신대학교,예체능계열,152.0,10.032,6.6000000000000005
2010,대신대학교,인문사회계열,98.0,7.98,8.142857142857144
2010,대전대학교,공학계열,2495.0,167.457,6.711703406813626
2010,대전대학교,예체능계열,921.0,52.768,5.72942453854506
2010,대전대학교,의학계열,367.0,6.973,1.9
2010,대전대학교,인문사회계열,5246.0,252.65,4.816050324056424
2010,대전대학교,자연과학계열,842.0,50.102,5.9503562945368165
2010,대진대학교,공학계열,2912.0,190.82299999999998,6.552987637362636
2010,대진대학교,예체능계열,577.0,38.979,6.7554592720970525
2010,대진대학교,인문사회계열,2781.0,146.184,5.256526429341963
2010,대진대학교,자연과학계열,1043.0,65.014,6.233365292425694
2010,덕성여자대학교,공학계열,480.0,19.985000000000003,4.163541666666667
2010,덕성여자대학교,예체능계열,757.0,23.048000000000002,3.044649933949802
2010,덕성여자대학교,인문사회계열,1854.0,45.821,2.471467098166127
2010,덕성여자대학교,자연과학계열,1175.0,37.814,3.218212765957447
2010,동국대학교,공학계열,4418.0,107.151,2.4253282028067
2010,동국대학교,예체능계열,885.0,26.031000000000002,2.94135593220339
2010,동국대학교,인문사회계열,9334.0,208.636,2.2352260552817653
2010,동국대학교,자연과학계열,1513.0,36.108000000000004,2.3865168539325845
2010,동국대학교(WISE) _분교,공학계열,1633.0,70.73400000000001,4.33153704837722
2010,동국대학교(WISE) _분교,예체능계열,1027.0,57.76200000000001,5.624342745861734
2010,동국대학교(WISE) _분교,의학계열,513.0,2.131,0.4153996101364522
2010,동국대학교(WISE) _분교,인문사회계열,3970.0,157.02,3.9551637279596976
2010,동국대학교(WISE) _분교,자연과학계열,666.0,30.884,4.637237237237237
2010,동덕여자대학교,공학계열,772.0,28.874000000000002,3.740155440414508
2010,동덕여자대학교,예체능계열,1381.0,45.868,3.3213613323678497
2010,동덕여자대학교,인문사회계열,2356.0,87.322,3.7063667232597624
2010,동덕여자대학교,자연과학계열,694.0,28.967000000000002,4.173919308357349
2010,동명대학교,공학계열,3931.0,289.966,7.376392775375224
2010,동명대학교,예체능계열,1014.0,97.167,9.582544378698225
2010,동명대학교,인문사회계열,2298.0,164.05700000000002,7.1391209747606625
2010,동서대학교,공학계열,3651.0,258.896,7.091098329224871
2010,동서대학교,예체능계열,2163.0,142.992,6.610818307905686
2010,동서대학교,인문사회계열,3155.0,134.012,4.247606973058637
2010,동서대학교,자연과학계열,25.0,5.0,20.0
2010,동신대학교,공학계열,1512.0,154.927,10.246494708994708
2010,동신대학교,예체능계열,389.0,53.096999999999994,13.64961439588689
2010,동신대학교,의학계열,199.0,0.995,0.5
2010,동신대학교,인문사회계열,3236.0,237.963,7.353615574783684
2010,동신대학교,자연과학계열,230.0,21.973,9.553478260869564
2010,동아대학교,공학계열,8356.0,215.852,2.58319770224988
2010,동아대학교,예체능계열,1566.0,60.895,3.888569604086846
2010,동아대학교,의학계열,175.0,1.05,0.6
2010,동아대학교,인문사회계열,7591.0,152.805,2.0129758925042815
2010,동아대학교,자연과학계열,2688.0,63.33200000000001,2.3561011904761906
2010,동양대학교,공학계열,1701.0,168.039,9.878835978835978
2010,동양대학교,예체능계열,151.0,18.934,12.539072847682121
2010,동양대학교,인문사회계열,1877.0,112.207,5.977996803409695
2010,동양대학교,자연과학계열,215.0,19.974,9.290232558139536
2010,동의대학교,공학계열,6660.0,370.94100000000003,5.5696846846846855
2010,동의대학교,예체능계열,1524.0,130.137,8.539173228346456
2010,동의대학교,의학계열,189.0,0.9450000000000001,0.5
2010,동의대학교,인문사회계열,7603.0,341.225,4.488031040378798
2010,동의대학교,자연과학계열,1725.0,105.774,6.131826086956522
2010,명지대학교,공학계열,6097.0,236.291,3.875528948663277
2010,명지대학교,예체능계열,1716.0,42.043,2.4500582750582747
2010,명지대학교,자연과학계열,1917.0,62.381,3.2540949400104333
2010,명지대학교 _제2캠퍼스,공학계열,397.0,9.925,2.5
2010,명지대학교 _제2캠퍼스,예체능계열,189.0,4.914000000000001,2.6
2010,명지대학교 _제2캠퍼스,인문사회계열,5719.0,133.467,2.33374715859416
2010,목원대학교,공학계열,3234.0,212.586,6.573469387755103
2010,목원대학교,예체능계열,1241.0,60.219,4.8524576954069305
2010,목원대학교,인문사회계열,5351.0,318.959,5.960736310969912
2010,목원대학교,자연과학계열,373.0,31.995999999999995,8.578016085790884
2010,목포가톨릭대학교,인문사회계열,79.0,3.002,3.8
2010,배재대학교,공학계열,2313.0,160.899,6.956290531776912
2010,배재대학교,예체능계열,1159.0,70.096,6.047972389991372
2010,배재대학교,인문사회계열,5908.0,299.989,5.077674339878131
2010,배재대학교,자연과학계열,1000.0,74.82300000000001,7.4823
2010,백석대학교,공학계열,2246.0,172.942,7.7
2010,백석대학교,예체능계열,2493.0,165.688,6.646129161652627
2010,백석대학교,인문사회계열,2970.0,107.028,3.6036363636363635
2010,부산가톨릭대학교,공학계열,359.0,36.129999999999995,10.064066852367686
2010,부산가톨릭대학교,인문사회계열,1686.0,81.10400000000001,4.81043890865955
2010,부산가톨릭대학교,자연과학계열,166.0,11.952000000000002,7.200000000000001
2010,부산교육대학교,인문사회계열,2211.0,20.958000000000002,0.947896879240163
2010,부산대학교,공학계열,7883.0,260.424,3.3036153748572876
2010,부산대학교,예체능계열,1113.0,41.991,3.7727762803234497
2010,부산대학교,의학계열,19.0,0.0,0.0
2010,부산대학교,인문사회계열,8770.0,181.427,2.068722919042189
2010,부산대학교,자연과학계열,4466.0,233.96699999999998,5.23884908195253
2010,부산외국어대학교,공학계열,495.0,44.1,8.90909090909091
2010,부산외국어대학교,예체능계열,502.0,59.236000000000004,11.8
2010,부산외국어대학교,인문사회계열,4048.0,223.541,5.52225790513834
2010,부산장신대학교,인문사회계열,103.0,5.047000000000001,4.900000000000001
2010,삼육대학교,공학계열,728.0,46.107000000000006,6.333379120879122
2010,삼육대학교,예체능계열,1364.0,76.94300000000001,5.640982404692084
2010,삼육대학교,인문사회계열,1132.0,56.113,4.956978798586572
2010,삼육대학교,자연과학계열,878.0,42.886,4.884510250569477
2010,상명대학교,공학계열,665.0,32.146,4.833984962406015
2010,상명대학교,예체능계열,403.0,19.950000000000003,4.9503722084367245
2010,상명대학교,인문사회계열,3865.0,114.716,2.9680724450194047
2010,상명대학교,자연과학계열,994.0,30.845,3.1031187122736417
2010,상지대학교,공학계열,1578.0,60.781,3.8517743979721164
2010,상지대학교,예체능계열,844.0,46.167,5.470023696682465
2010,상지대학교,의학계열,260.0,2.08,0.8
2010,상지대학교,인문사회계열,4058.0,170.028,4.189945786101528
2010,상지대학교,자연과학계열,606.0,24.025000000000002,3.964521452145215
2010,서강대학교,공학계열,1869.0,44.222,2.3660781166399145
2010,서강대학교,인문사회계열,6680.0,103.88000000000001,1.5550898203592816
2010,서강대학교,자연과학계열,1101.0,38.95700000000001,3.538328792007267
2010,서경대학교,공학계열,2723.0,175.486,6.444583180315827
2010,서경대학교,예체능계열,558.0,45.074000000000005,8.077777777777778
2010,서경대학교,인문사회계열,2329.0,123.922,5.32082438814942
2010,서경대학교,자연과학계열,464.0,35.954,7.748706896551724
2010,서울교육대학교,인문사회계열,2139.0,19.833,0.9272089761570826
2010,서울기독대학교,공학계열,249.0,45.069,18.1
2010,서울기독대학교,예체능계열,108.0,19.98,18.5
2010,서울대학교,공학계열,3861.0,54.088,1.4008806008806007
2010,서울대학교,예체능계열,314.0,0.99,0.31528662420382164
2010,서울대학교,의학계열,678.0,3.87,0.5707964601769911
2010,서울대학교,인문사회계열,7111.0,65.25,0.9175924623822248
2010,서울대학교,자연과학계열,3036.0,70.001,2.3056982872200265
2010,서울시립대학교,공학계열,3378.0,95.30799999999999,2.821432800473653
2010,서울시립대학교,예체능계열,152.0,10.944,7.200000000000001
2010,서울시립대학교,인문사회계열,4549.0,98.488,2.165047263134755
2010,서울시립대학교,자연과학계열,1213.0,40.742,3.3587798845836763
2010,서울신학대학교,예체능계열,448.0,28.224,6.3
2010,서울신학대학교,인문사회계열,660.0,29.91,4.531818181818182
2010,서울여자대학교,공학계열,529.0,24.013,4.539319470699433
2010,서울여자대학교,예체능계열,840.0,21.124000000000002,2.514761904761905
2010,서울여자대학교,인문사회계열,2984.0,81.746,2.7394772117962463
2010,서울여자대학교,자연과학계열,1130.0,37.916000000000004,3.355398230088496
2010,서울장신대학교,예체능계열,155.0,11.004999999999999,7.1
2010,서울한영대학교,예체능계열,79.0,7.031000000000001,8.9
2010,서원대학교,공학계열,1339.0,117.968,8.810156833457805
2010,서원대학교,예체능계열,929.0,89.17,9.59849300322928
2010,서원대학교,인문사회계열,4633.0,236.82600000000002,5.111720267645155
2010,서원대학교,자연과학계열,475.0,18.981,3.9960000000000004
2010,선문대학교,공학계열,3350.0,277.136,8.272716417910448
2010,선문대학교,예체능계열,389.0,25.922,6.66375321336761
2010,선문대학교,의학계열,150.0,7.95,5.3
2010,선문대학교,인문사회계열,4368.0,308.782,7.069184981684981
2010,선문대학교,자연과학계열,664.0,44.016,6.628915662650601
2010,성결대학교,공학계열,816.0,57.09400000000001,6.996813725490197
2010,성결대학교,예체능계열,483.0,30.102000000000004,6.232298136645963
2010,성결대학교,인문사회계열,1819.0,74.572,4.099615173172073
2010,성결대학교,자연과학계열,216.0,20.951999999999998,9.7
2010,성공회대학교,공학계열,476.0,24.188000000000002,5.081512605042017
2010,성공회대학교,인문사회계열,618.0,32.934,5.329126213592232
2010,성균관대학교,공학계열,4637.0,107.00800000000001,2.3076989432822947
2010,성균관대학교,예체능계열,677.0,12.928,1.9096011816838996
2010,성균관대학교,의학계열,127.0,0.0,0.0
2010,성균관대학교,인문사회계열,9898.0,147.222,1.4873913922004445
2010,성균관대학교,자연과학계열,2888.0,98.282,3.403116343490305
2010,성신여자대학교,공학계열,765.0,12.854,1.6802614379084966
2010,성신여자대학교,예체능계열,382.0,8.01,2.0968586387434556
2010,성신여자대학교,인문사회계열,3333.0,97.76400000000001,2.9332133213321336
2010,성신여자대학교,자연과학계열,1460.0,62.202,4.260410958904109
2010,세명대학교,공학계열,3462.0,210.574,6.0824378971692665
2010,세명대학교,예체능계열,1188.0,90.84200000000001,7.646632996632998
2010,세명대학교,의학계열,194.0,0.0,0.0
2010,세명대학교,인문사회계열,4421.0,230.90900000000002,5.223003845283873
2010,세명대학교,자연과학계열,658.0,37.772000000000006,5.7404255319148945
2010,세종대학교,공학계열,5776.0,225.06,3.896468144044321
2010,세종대학교,예체능계열,1542.0,50.939,3.3034370946822307
2010,세종대학교,인문사회계열,2689.0,69.955,2.601524730383042
2010,세종대학교,자연과학계열,1508.0,54.072,3.5856763925729442
2010,세한대학교,공학계열,461.0,29.066,6.304989154013015
2010,세한대학교,예체능계열,1019.0,134.204,13.170166830225712
2010,세한대학교,인문사회계열,1637.0,109.26299999999999,6.674587660354306
2010,세한대학교,자연과학계열,80.0,2.016,2.52
2010,수원대학교,공학계열,4262.0,224.113,5.258399812294697
2010,수원대학교,예체능계열,1569.0,111.601,7.112874442319948
2010,수원대학교,인문사회계열,2823.0,107.586,3.8110520722635495
2010,수원대학교,자연과학계열,1850.0,131.02100000000002,7.082216216216216
2010,숙명여자대학교,공학계열,591.0,17.139,2.9
2010,숙명여자대학교,예체능계열,965.0,32.088,3.3251813471502594
2010,숙명여자대학교,인문사회계열,5303.0,136.29000000000002,2.570054686026778
2010,숙명여자대학교,자연과학계열,1049.0,56.977000000000004,5.431553860819829
2010,순천향대학교,공학계열,3312.0,197.38799999999998,5.959782608695652
2010,순천향대학교,예체능계열,827.0,68.039,8.22720677146312
2010,순천향대학교,의학계열,652.0,22.092000000000002,3.3883435582822092
2010,순천향대학교,인문사회계열,4434.0,221.345,4.991993685160126
2010,순천향대학교,자연과학계열,2031.0,105.922,5.215263417035942
2010,숭실대학교,공학계열,7054.0,133.14100000000002,1.8874539268500146
2010,숭실대학교,예체능계열,265.0,10.07,3.8
2010,숭실대학교,인문사회계열,5743.0,139.13,2.422601427825178
2010,숭실대학교,자연과학계열,1519.0,32.757,2.156484529295589
2010,신경주대학교,공학계열,821.0,116.036,14.133495736906212
2010,신경주대학교,예체능계열,309.0,54.979,17.79255663430421
2010,신경주대학교,인문사회계열,3119.0,343.964,11.028021801859571
2010,신라대학교,공학계열,2700.0,219.971,8.147074074074075
2010,신라대학교,예체능계열,1779.0,138.143,7.765205171444632
2010,신라대학교,인문사회계열,4695.0,211.097,4.496208732694356
2010,신라대학교,자연과학계열,580.0,25.158,4.337586206896552
2010,아신대학교,인문사회계열,226.0,16.046,7.1
2010,아주대학교,공학계열,5225.0,153.30599999999998,2.9340861244019134
2010,아주대학교,의학계열,185.0,0.0,0.0
2010,아주대학교,인문사회계열,2047.0,54.139,2.644797264289204
2010,아주대학교,자연과학계열,176.0,5.984,3.4000000000000004
2010,안양대학교,공학계열,1199.0,66.997,5.587739783152627
2010,안양대학교,예체능계열,567.0,49.008,8.643386243386244
2010,안양대학교,인문사회계열,1903.0,111.781,5.873935890698897
2010,안양대학교,자연과학계열,476.0,30.996000000000002,6.511764705882353
2010,안양대학교 _제2캠퍼스,공학계열,185.0,17.944999999999997,9.7
2010,안양대학교 _제2캠퍼스,인문사회계열,365.0,31.852,8.726575342465754
2010,안양대학교 _제2캠퍼스,자연과학계열,186.0,10.044,5.4
2010,연세대학교,공학계열,4722.0,68.28,1.445997458703939
2010,연세대학교,예체능계열,377.0,8.982,2.382493368700265
2010,연세대학교,의학계열,599.0,6.147,1.0262103505843072
2010,연세대학교,인문사회계열,9631.0,69.459,0.7212023673554149
2010,연세대학교,자연과학계열,1817.0,54.923,3.02272977435333
2010,연세대학교(미래) _분교,공학계열,1388.0,37.309,2.6879682997118155
2010,연세대학교(미래) _분교,예체능계열,430.0,11.120000000000001,2.586046511627907
2010,연세대학교(미래) _분교,의학계열,444.0,2.22,0.5
2010,연세대학교(미래) _분교,인문사회계열,3060.0,70.97800000000001,2.3195424836601313
2010,연세대학교(미래) _분교,자연과학계열,1183.0,29.990000000000002,2.535080304311074
2010,영남대학교,공학계열,8119.0,233.068,2.8706490947160983
2010,영남대학교,예체능계열,1459.0,48.895,3.3512679917751886
2010,영남대학교,의학계열,260.0,0.0,0.0
2010,영남대학교,인문사회계열,8277.0,210.589,2.544267246586928
2010,영남대학교,자연과학계열,3388.0,94.822,2.7987603305785127
2010,영남신학대학교,인문사회계열,177.0,7.08,4.0
2010,영산대학교,공학계열,274.0,28.956000000000003,10.567883211678833
2010,영산대학교,인문사회계열,1519.0,124.20800000000001,8.176958525345624
2010,영산대학교 _제2캠퍼스,공학계열,175.0,5.074999999999999,2.8999999999999995
2010,영산대학교 _제2캠퍼스,예체능계열,517.0,59.023,11.416441005802708
2010,영산대학교 _제2캠퍼스,인문사회계열,631.0,60.836000000000006,9.641204437400951
2010,예원예술대학교,공학계열,82.0,1.968,2.4
2010,예원예술대학교,예체능계열,759.0,57.015,7.511857707509882
2010,예원예술대학교,인문사회계열,116.0,15.007000000000001,12.937068965517243
2010,용인대학교,공학계열,738.0,36.824,4.98970189701897
2010,용인대학교,예체능계열,1264.0,70.086,5.544778481012658
2010,용인대학교,인문사회계열,1215.0,53.769000000000005,4.425432098765433
2010,용인대학교,자연과학계열,792.0,27.208000000000002,3.435353535353536
2010,우석대학교,공학계열,1590.0,112.081,7.049119496855346
2010,우석대학교,예체능계열,835.0,92.97200000000001,11.13437125748503
2010,우석대학교,의학계열,367.0,14.993999999999998,4.085558583106266
2010,우석대학교,인문사회계열,3836.0,199.071,5.189546402502606
2010,우석대학교,자연과학계열,709.0,35.874,5.059802538787024
2010,우송대학교,공학계열,879.0,48.791000000000004,5.550739476678044
2010,우송대학교,예체능계열,316.0,9.892,3.1303797468354424
2010,우송대학교,인문사회계열,1611.0,79.90800000000002,4.9601489757914345
2010,울산과학기술원,공학계열,187.0,1.014,0.5422459893048128
2010,울산과학기술원,예체능계열,17.0,0.0,0.0
2010,울산과학기술원,인문사회계열,116.0,1.044,0.9000000000000001
2010,울산과학기술원,자연과학계열,123.0,0.984,0.8
2010,울산대학교,공학계열,6189.0,192.555,3.1112457586039746
2010,울산대학교,예체능계열,1907.0,87.416,4.58395385422129
2010,울산대학교,의학계열,164.0,0.0,0.0
2010,울산대학교,인문사회계열,3077.0,84.313,2.740103997400065
2010,울산대학교,자연과학계열,2530.0,94.933,3.752292490118577
2010,원광대학교,공학계열,5282.0,249.96099999999998,4.732317304051495
2010,원광대학교,예체능계열,1663.0,82.33,4.950691521346963
2010,원광대학교,의학계열,1101.0,1.983,0.1801089918256131
2010,원광대학교,인문사회계열,9011.0,325.78999999999996,3.6154699811341686
2010,원광대학교,자연과학계열,2589.0,83.28,3.2166859791425257
2010,위덕대학교,공학계열,1434.0,154.067,10.743863319386332
2010,위덕대학교,예체능계열,269.0,34.941,12.98921933085502
2010,위덕대학교,인문사회계열,868.0,59.055,6.803571428571428
2010,위덕대학교,자연과학계열,60.0,3.012,5.0200000000000005
2010,유원대학교,공학계열,780.0,51.980000000000004,6.664102564102564
2010,유원대학교,예체능계열,391.0,33.922,8.675703324808183
2010,유원대학교,인문사회계열,1141.0,78.92800000000001,6.917440841367223
2010,유원대학교,자연과학계열,127.0,11.049,8.7
2010,을지대학교,의학계열,193.0,0.0,0.0
2010,을지대학교,인문사회계열,196.0,10.954,5.588775510204082
2010,을지대학교 _제2캠퍼스,공학계열,285.0,10.027000000000001,3.518245614035088
2010,을지대학교 _제2캠퍼스,예체능계열,164.0,10.004,6.1
2010,을지대학교 _제2캠퍼스,인문사회계열,718.0,27.055,3.768105849582173
2010,을지대학교 _제2캠퍼스,자연과학계열,412.0,20.068,4.870873786407767
2010,이화여자대학교,공학계열,1222.0,32.103,2.62708674304419
2010,이화여자대학교,예체능계열,1139.0,13.862,1.2170324846356453
2010,이화여자대학교,인문사회계열,7294.0,69.85900000000001,0.9577598025774612
2010,이화여자대학교,자연과학계열,2446.0,108.87,4.450940310711365
2010,인제대학교,공학계열,3247.0,165.913,5.109732060363413
2010,인제대학교,예체능계열,1167.0,60.748000000000005,5.2054841473864615
2010,인제대학교,인문사회계열,2739.0,84.39399999999999,3.0811975173420953
2010,인제대학교,자연과학계열,671.0,22.990000000000002,3.426229508196722
2010,인천가톨릭대학교,예체능계열,336.0,19.974,5.944642857142857
2010,인천대학교,공학계열,3302.0,133.14600000000002,4.032283464566929
2010,인천대학교,예체능계열,367.0,19.097,5.203542234332426
2010,인천대학교,인문사회계열,3097.0,113.612,3.6684533419438163
2010,인천대학교,자연과학계열,1119.0,33.101,2.9580875781948164
2010,인하대학교,공학계열,8389.0,127.82,1.5236619382524734
2010,인하대학교,예체능계열,759.0,22.77,3.0
2010,인하대학교,의학계열,121.0,0.0,0.0
2010,인하대학교,인문사회계열,5249.0,90.75800000000001,1.7290531529815203
2010,인하대학교,자연과학계열,1705.0,30.006999999999998,1.7599413489736069
2010,장로회신학대학교,예체능계열,291.0,9.894,3.4000000000000004
2010,장로회신학대학교,인문사회계열,327.0,3.924,1.2
2010,전남대학교,공학계열,3737.0,109.852,2.9395772009633396
2010,전남대학교,예체능계열,842.0,20.208000000000002,2.4000000000000004
2010,전남대학교,의학계열,652.0,3.724,0.5711656441717792
2010,전남대학교,인문사회계열,8096.0,185.733,2.29413290513834
2010,전남대학교,자연과학계열,4293.0,164.727,3.8371069182389936
2010,전남대학교 _제2캠퍼스,공학계열,1432.0,126.321,8.821298882681564
2010,전남대학교 _제2캠퍼스,의학계열,328.0,13.120000000000001,4.0
2010,전남대학교 _제2캠퍼스,인문사회계열,1162.0,52.262,4.497590361445783
2010,전남대학교 _제2캠퍼스,자연과학계열,1546.0,87.13300000000001,5.636028460543338
2010,전북대학교,공학계열,8190.0,271.897,3.31986568986569
2010,전북대학교,예체능계열,637.0,36.889,5.79105180533752
2010,전북대학교,의학계열,224.0,1.8990000000000002,0.8477678571428572
2010,전북대학교,인문사회계열,7073.0,158.538,2.2414534143927614
2010,전북대학교,자연과학계열,2324.0,57.86,2.489672977624785
2010,전주교육대학교,인문사회계열,1661.0,13.051,0.7857314870559904
2010,전주대학교,공학계열,2830.0,186.953,6.606113074204948
2010,전주대학교,예체능계열,1656.0,118.24799999999999,7.1405797101449275
2010,전주대학교,인문사회계열,7924.0,402.57,5.080388692579505
2010,전주대학교,자연과학계열,38.0,3.0020000000000002,7.9
2010,제주대학교,공학계열,2655.0,78.132,2.9428248587570627
2010,제주대학교,예체능계열,356.0,15.005,4.214887640449438
2010,제주대학교,의학계열,266.0,0.93,0.34962406015037595
2010,제주대학교,인문사회계열,5694.0,116.936,2.0536705303828593
2010,제주대학교,자연과학계열,2274.0,81.257,3.573306948109059
2010,조선대학교,공학계열,7561.0,397.303,5.254635630207645
2010,조선대학교,예체능계열,2716.0,134.123,4.9382547864506625
2010,조선대학교,의학계열,482.0,3.9650000000000003,0.8226141078838175
2010,조선대학교,인문사회계열,10216.0,399.095,3.9065681284259988
2010,조선대학교,자연과학계열,2612.0,119.826,4.587519142419602
2010,중부대학교,공학계열,2228.0,109.13300000000001,4.898249551166966
2010,중부대학교,예체능계열,1260.0,93.983,7.458968253968254
2010,중부대학교,인문사회계열,3943.0,218.13500000000002,5.532208977935583
2010,중부대학교,자연과학계열,513.0,27.884999999999998,5.435672514619883
2010,중앙대학교,공학계열,4614.0,132.19,2.864976159514521
2010,중앙대학교,의학계열,303.0,0.909,0.3
2010,중앙대학교,인문사회계열,8435.0,163.98100000000002,1.9440545346769416
2010,중앙대학교,자연과학계열,2723.0,86.608,3.1806096217407274
2010,중앙승가대학교,인문사회계열,65.0,0.975,1.5
2010,중원대학교,공학계열,190.0,14.004999999999999,7.371052631578946
2010,진주교육대학교,인문사회계열,1905.0,10.866,0.5703937007874016
2010,차의과학대학교,공학계열,274.0,4.988,1.8204379562043798
2010,차의과학대학교,자연과학계열,76.0,4.028,5.299999999999999
2010,청운대학교,공학계열,1323.0,116.095,8.775132275132275
2010,청운대학교,예체능계열,260.0,17.94,6.9
2010,청운대학교,인문사회계열,3783.0,219.273,5.796272799365583
2010,청운대학교,자연과학계열,450.0,28.002000000000002,6.222666666666667
2010,청주교육대학교,인문사회계열,1724.0,13.847,0.8031902552204175
2010,청주대학교,공학계열,3364.0,155.225,4.6142984542211645
2010,청주대학교,예체능계열,1573.0,63.736000000000004,4.051875397329943
2010,청주대학교,인문사회계열,8670.0,239.922,2.767266435986159
2010,청주대학교,자연과학계열,550.0,20.122,3.6585454545454548
2010,총신대학교,예체능계열,378.0,29.105999999999998,7.7
2010,총신대학교,인문사회계열,836.0,30.097,3.6001196172248804
2010,춘천교육대학교,인문사회계열,1946.0,15.799,0.8118705035971223
2010,충남대학교,공학계열,5721.0,141.933,2.4809124278972203
2010,충남대학교,예체능계열,361.0,19.956,5.52797783933518
2010,충남대학교,의학계열,521.0,2.016,0.3869481765834933
2010,충남대학교,인문사회계열,7938.0,151.976,1.9145376669186192
2010,충남대학교,자연과학계열,4744.0,119.129,2.5111509274873525
2010,충북대학교,공학계열,6539.0,202.567,3.097828414130601
2010,충북대학교,예체능계열,456.0,14.892,3.26578947368421
2010,충북대학교,의학계열,510.0,14.102,2.7650980392156863
2010,충북대학교,인문사회계열,5581.0,137.749,2.46817774592367
2010,충북대학교,자연과학계열,2889.0,123.138,4.2623052959501555
2010,칼빈대학교,예체능계열,78.0,7.9879999999999995,10.24102564102564
2010,칼빈대학교,인문사회계열,18.0,3.006,16.7
2010,칼빈대학교,자연과학계열,12.0,0.996,8.3
2010,평택대학교,공학계열,768.0,72.167,9.396744791666666
2010,평택대학교,예체능계열,771.0,66.117,8.575486381322959
2010,평택대학교,인문사회계열,1746.0,101.917,5.83717067583047
2010,평택대학교,자연과학계열,29.0,4.011,13.831034482758623
2010,포항공과대학교,공학계열,771.0,2.028,0.2630350194552529
2010,포항공과대학교,자연과학계열,653.0,9.08,1.3905053598774884
2010,한국과학기술원,공학계열,1167.0,12.179,1.0436161096829477
2010,한국과학기술원,자연과학계열,810.0,10.030000000000001,1.2382716049382716
2010,한국교원대학교,인문사회계열,2781.0,58.806000000000004,2.114563106796117
2010,한국기술교육대학교,공학계열,3171.0,126.918,4.002459791863766
2010,한국기술교육대학교,예체능계열,257.0,10.023,3.9
2010,한국기술교육대학교,인문사회계열,1045.0,35.53,3.4000000000000004
2010,한국기술교육대학교,자연과학계열,269.0,12.105,4.5
2010,한국방송통신대학교,공학계열,14363.0,3705.654,25.8
2010,한국방송통신대학교,인문사회계열,147530.0,28997.112999999998,19.655062021283808
2010,한국방송통신대학교,자연과학계열,14505.0,2926.456,20.175498104102036
