기준연도,학교명,계열,졸업자(A),진학자(B),진학률(%),학교명_정규화
2013,가천대학교,공학계열,1087,50,4.6,가천대학교
2013,가천대학교,예체능계열,433,28,6.47,가천대학교
2013,가천대학교,의학계열,25,0,0.0,가천대학교
2013,가천대학교,인문사회계열,963,39,4.05,가천대학교
2013,가천대학교,자연과학계열,587,56,9.54,가천대학교
2013,가톨릭관동대학교,공학계열,245,19,7.76,가톨릭관동대학교
2013,가톨릭관동대학교,예체능계열,152,27,17.76,가톨릭관동대학교
2013,가톨릭관동대학교,의학계열,64,0,0.0,가톨릭관동대학교
2013,가톨릭관동대학교,인문사회계열,906,43,4.75,가톨릭관동대학교
2013,가톨릭관동대학교,자연과학계열,74,3,4.05,가톨릭관동대학교
2013,가톨릭꽃동네대학교,공학계열,39,1,2.56,가톨릭꽃동네대학교
2013,가톨릭꽃동네대학교,인문사회계열,85,4,4.71,가톨릭꽃동네대학교
2013,가톨릭대학교,공학계열,161,10,6.21,가톨릭대학교
2013,가톨릭대학교,예체능계열,40,1,2.5,가톨릭대학교
2013,가톨릭대학교,인문사회계열,852,55,6.46,가톨릭대학교
2013,가톨릭대학교,자연과학계열,349,77,22.06,가톨릭대학교
2013,가톨릭대학교 _제2캠퍼스,공학계열,67,0,0.0,가톨릭대학교 _제2캠퍼스
2013,가톨릭대학교 _제2캠퍼스,의학계열,53,0,0.0,가톨릭대학교 _제2캠퍼스
2013,가톨릭대학교 _제3캠퍼스,인문사회계열,39,20,51.28,가톨릭대학교 _제3캠퍼스
2013,감리교신학대학교,인문사회계열,220,89,40.45,감리교신학대학교
2013,강남대학교,공학계열,328,10,3.05,강남대학교
2013,강남대학교,예체능계열,176,19,10.8,강남대학교
2013,강남대학교,인문사회계열,996,21,2.11,강남대학교
2013,강남대학교,자연과학계열,57,2,3.51,강남대학교
2013,강서대학교,예체능계열,28,0,0.0,강서대학교
2013,강서대학교,인문사회계열,168,12,7.14,강서대학교
2013,강원대학교,공학계열,672,83,12.35,강원대학교
2013,강원대학교,예체능계열,179,10,5.59,강원대학교
2013,강원대학교,의학계열,46,3,6.52,강원대학교
2013,강원대학교,인문사회계열,1111,58,5.22,강원대학교
2013,강원대학교,자연과학계열,958,210,21.92,강원대학교
2013,강원대학교 _제2캠퍼스,공학계열,619,25,4.04,강원대학교 _제2캠퍼스
2013,강원대학교 _제2캠퍼스,예체능계열,59,1,1.69,강원대학교 _제2캠퍼스
2013,강원대학교 _제2캠퍼스,인문사회계열,261,4,1.53,강원대학교 _제2캠퍼스
2013,강원대학교 _제2캠퍼스,자연과학계열,210,15,7.14,강원대학교 _제2캠퍼스
2013,건국대학교,공학계열,848,83,9.79,건국대학교
2013,건국대학교,예체능계열,381,25,6.56,건국대학교
2013,건국대학교,의학계열,76,15,19.74,건국대학교
2013,건국대학교,인문사회계열,1335,59,4.42,건국대학교
2013,건국대학교,자연과학계열,727,147,20.22,건국대학교
2013,건국대학교(글로컬) _분교,공학계열,422,25,5.92,건국대학교(글로컬) _분교
2013,건국대학교(글로컬) _분교,예체능계열,184,20,10.87,건국대학교(글로컬) _분교
2013,건국대학교(글로컬) _분교,인문사회계열,706,25,3.54,건국대학교(글로컬) _분교
2013,건국대학교(글로컬) _분교,자연과학계열,337,58,17.21,건국대학교(글로컬) _분교
2013,건양대학교,공학계열,437,21,4.81,건양대학교
2013,건양대학교,예체능계열,109,1,0.92,건양대학교
2013,건양대학교,인문사회계열,448,5,1.12,건양대학교
2013,건양대학교,자연과학계열,322,23,7.14,건양대학교
2013,건양대학교 _제2캠퍼스,공학계열,106,0,0.0,건양대학교 _제2캠퍼스
2013,건양대학교 _제2캠퍼스,의학계열,59,0,0.0,건양대학교 _제2캠퍼스
2013,건양대학교 _제2캠퍼스,인문사회계열,102,2,1.96,건양대학교 _제2캠퍼스
2013,건양대학교 _제2캠퍼스,자연과학계열,164,12,7.32,건양대학교 _제2캠퍼스
2013,경기대학교,공학계열,670,41,6.12,경기대학교
2013,경기대학교,예체능계열,155,8,5.16,경기대학교
2013,경기대학교,인문사회계열,1162,34,2.93,경기대학교
2013,경기대학교,자연과학계열,333,48,14.41,경기대학교
2013,경기대학교 _제2캠퍼스,공학계열,27,3,11.11,경기대학교 _제2캠퍼스
2013,경기대학교 _제2캠퍼스,예체능계열,44,1,2.27,경기대학교 _제2캠퍼스
2013,경기대학교 _제2캠퍼스,인문사회계열,233,4,1.72,경기대학교 _제2캠퍼스
2013,경남대학교,공학계열,656,23,3.51,경남대학교
2013,경남대학교,예체능계열,281,7,2.49,경남대학교
2013,경남대학교,인문사회계열,1671,49,2.93,경남대학교
2013,경남대학교,자연과학계열,255,18,7.06,경남대학교
2013,경동대학교,공학계열,209,5,2.39,경동대학교
2013,경동대학교,예체능계열,56,0,0.0,경동대학교
2013,경동대학교,인문사회계열,272,0,0.0,경동대학교
2013,경동대학교,자연과학계열,30,1,3.33,경동대학교
2013,경북대학교,공학계열,2022,202,9.99,경북대학교
2013,경북대학교,예체능계열,182,28,15.38,경북대학교
2013,경북대학교,의학계열,68,13,19.12,경북대학교
2013,경북대학교,인문사회계열,2028,98,4.83,경북대학교
2013,경북대학교,자연과학계열,1461,270,18.48,경북대학교
2013,경상국립대학교,공학계열,1007,73,7.25,경상국립대학교
2013,경상국립대학교,예체능계열,73,5,6.85,경상국립대학교
2013,경상국립대학교,의학계열,55,9,16.36,경상국립대학교
2013,경상국립대학교,인문사회계열,1080,36,3.33,경상국립대학교
2013,경상국립대학교,자연과학계열,896,144,16.07,경상국립대학교
2013,경성대학교,공학계열,610,23,3.77,경성대학교
2013,경성대학교,예체능계열,451,17,3.77,경성대학교
2013,경성대학교,의학계열,26,1,3.85,경성대학교
2013,경성대학교,인문사회계열,1423,22,1.55,경성대학교
2013,경성대학교,자연과학계열,416,19,4.57,경성대학교
2013,경인교육대학교,공학계열,32,1,3.12,경인교육대학교
2013,경인교육대학교,예체능계열,92,1,1.09,경인교육대학교
2013,경인교육대학교,인문사회계열,225,0,0.0,경인교육대학교
2013,경인교육대학교,자연과학계열,57,0,0.0,경인교육대학교
2013,경일대학교,공학계열,385,11,2.86,경일대학교
2013,경일대학교,예체능계열,133,10,7.52,경일대학교
2013,경일대학교,인문사회계열,218,4,1.83,경일대학교
2013,경일대학교,자연과학계열,15,1,6.67,경일대학교
2013,경희대학교,공학계열,1578,145,9.19,경희대학교
2013,경희대학교,예체능계열,530,71,13.4,경희대학교
2013,경희대학교,의학계열,192,9,4.69,경희대학교
2013,경희대학교,인문사회계열,1992,105,5.27,경희대학교
2013,경희대학교,자연과학계열,1139,250,21.95,경희대학교
2013,계명대학교,공학계열,979,31,3.17,계명대학교
2013,계명대학교,예체능계열,800,82,10.25,계명대학교
2013,계명대학교,의학계열,72,0,0.0,계명대학교
2013,계명대학교,인문사회계열,2208,68,3.08,계명대학교
2013,계명대학교,자연과학계열,508,52,10.24,계명대학교
2013,고려대학교,공학계열,857,219,25.55,고려대학교
2013,고려대학교,예체능계열,129,10,7.75,고려대학교
2013,고려대학교,의학계열,56,1,1.79,고려대학교
2013,고려대학교,인문사회계열,2019,328,16.25,고려대학교
2013,고려대학교,자연과학계열,982,391,39.82,고려대학교
2013,고려대학교(세종) _분교,공학계열,364,61,16.76,고려대학교(세종) _분교
2013,고려대학교(세종) _분교,예체능계열,138,7,5.07,고려대학교(세종) _분교
2013,고려대학교(세종) _분교,인문사회계열,640,29,4.53,고려대학교(세종) _분교
2013,고려대학교(세종) _분교,자연과학계열,191,53,27.75,고려대학교(세종) _분교
2013,고신대학교,공학계열,106,4,3.77,고신대학교
2013,고신대학교,예체능계열,118,7,5.93,고신대학교
2013,고신대학교,의학계열,70,0,0.0,고신대학교
2013,고신대학교,인문사회계열,411,57,13.87,고신대학교
2013,고신대학교,자연과학계열,75,11,14.67,고신대학교
2013,공주교육대학교,공학계열,29,0,0.0,공주교육대학교
2013,공주교육대학교,예체능계열,88,0,0.0,공주교육대학교
2013,공주교육대학교,인문사회계열,307,4,1.3,공주교육대학교
2013,공주교육대학교,자연과학계열,79,0,0.0,공주교육대학교
2013,광신대학교,예체능계열,21,7,33.33,광신대학교
2013,광신대학교,인문사회계열,145,38,26.21,광신대학교
2013,광운대학교,공학계열,821,76,9.26,광운대학교
2013,광운대학교,예체능계열,121,4,3.31,광운대학교
2013,광운대학교,인문사회계열,460,14,3.04,광운대학교
2013,광운대학교,자연과학계열,262,53,20.23,광운대학교
2013,광주가톨릭대학교,인문사회계열,23,8,34.78,광주가톨릭대학교
2013,광주교육대학교,공학계열,36,0,0.0,광주교육대학교
2013,광주교육대학교,예체능계열,104,2,1.92,광주교육대학교
2013,광주교육대학교,인문사회계열,228,4,1.75,광주교육대학교
2013,광주교육대학교,자연과학계열,72,2,2.78,광주교육대학교
2013,광주대학교,공학계열,218,8,3.67,광주대학교
2013,광주대학교,예체능계열,110,8,7.27,광주대학교
2013,광주대학교,인문사회계열,808,35,4.33,광주대학교
2013,광주대학교,자연과학계열,23,0,0.0,광주대학교
2013,광주여자대학교,공학계열,198,0,0.0,광주여자대학교
2013,광주여자대학교,예체능계열,95,2,2.11,광주여자대학교
2013,광주여자대학교,의학계열,28,11,39.29,광주여자대학교
2013,광주여자대학교,인문사회계열,417,12,2.88,광주여자대학교
2013,광주여자대학교,자연과학계열,250,9,3.6,광주여자대학교
2013,국립강릉원주대학교,공학계열,270,22,8.15,국립강릉원주대학교
2013,국립강릉원주대학교,예체능계열,95,11,11.58,국립강릉원주대학교
2013,국립강릉원주대학교,의학계열,42,0,0.0,국립강릉원주대학교
2013,국립강릉원주대학교,인문사회계열,541,23,4.25,국립강릉원주대학교
2013,국립강릉원주대학교,자연과학계열,297,48,16.16,국립강릉원주대학교
2013,국립강릉원주대학교 _제2캠퍼스,공학계열,262,7,2.67,국립강릉원주대학교 _제2캠퍼스
2013,국립강릉원주대학교 _제2캠퍼스,예체능계열,74,3,4.05,국립강릉원주대학교 _제2캠퍼스
2013,국립강릉원주대학교 _제2캠퍼스,인문사회계열,77,1,1.3,국립강릉원주대학교 _제2캠퍼스
2013,국립경국대학교,공학계열,384,18,4.69,국립경국대학교
2013,국립경국대학교,예체능계열,91,10,10.99,국립경국대학교
2013,국립경국대학교,의학계열,25,3,12.0,국립경국대학교
2013,국립경국대학교,인문사회계열,460,13,2.83,국립경국대학교
2013,국립경국대학교,자연과학계열,375,52,13.87,국립경국대학교
2013,국립공주대학교,공학계열,1163,79,6.79,국립공주대학교
2013,국립공주대학교,예체능계열,276,12,4.35,국립공주대학교
2013,국립공주대학교,인문사회계열,955,32,3.35,국립공주대학교
2013,국립공주대학교,자연과학계열,748,115,15.37,국립공주대학교
2013,국립군산대학교,공학계열,531,38,7.16,국립군산대학교
2013,국립군산대학교,예체능계열,103,20,19.42,국립군산대학교
2013,국립군산대학교,의학계열,27,3,11.11,국립군산대학교
2013,국립군산대학교,인문사회계열,502,6,1.2,국립군산대학교
2013,국립군산대학교,자연과학계열,402,33,8.21,국립군산대학교
2013,국립금오공과대학교,공학계열,816,64,7.84,국립금오공과대학교
2013,국립금오공과대학교,인문사회계열,49,1,2.04,국립금오공과대학교
2013,국립금오공과대학교,자연과학계열,163,22,13.5,국립금오공과대학교
2013,국립목포대학교,공학계열,531,32,6.03,국립목포대학교
2013,국립목포대학교,예체능계열,100,18,18.0,국립목포대학교
2013,국립목포대학교,인문사회계열,696,21,3.02,국립목포대학교
2013,국립목포대학교,자연과학계열,237,11,4.64,국립목포대학교
2013,국립목포해양대학교,공학계열,520,10,1.92,국립목포해양대학교
2013,국립부경대학교,공학계열,1576,138,8.76,국립부경대학교
2013,국립부경대학교,예체능계열,106,5,4.72,국립부경대학교
2013,국립부경대학교,의학계열,39,14,35.9,국립부경대학교
2013,국립부경대학교,인문사회계열,1065,25,2.35,국립부경대학교
2013,국립부경대학교,자연과학계열,753,144,19.12,국립부경대학교
2013,국립순천대학교,공학계열,388,23,5.93,국립순천대학교
2013,국립순천대학교,예체능계열,149,11,7.38,국립순천대학교
2013,국립순천대학교,의학계열,12,0,0.0,국립순천대학교
2013,국립순천대학교,인문사회계열,469,15,3.2,국립순천대학교
2013,국립순천대학교,자연과학계열,389,43,11.05,국립순천대학교
2013,국립창원대학교,공학계열,604,74,12.25,국립창원대학교
2013,국립창원대학교,예체능계열,116,18,15.52,국립창원대학교
2013,국립창원대학교,인문사회계열,632,9,1.42,국립창원대학교
2013,국립창원대학교,자연과학계열,278,36,12.95,국립창원대학교
2013,국립한국해양대학교,공학계열,811,66,8.14,국립한국해양대학교
2013,국립한국해양대학교,예체능계열,86,6,6.98,국립한국해양대학교
2013,국립한국해양대학교,인문사회계열,354,11,3.11,국립한국해양대학교
2013,국립한국해양대학교,자연과학계열,178,34,19.1,국립한국해양대학교
2013,국민대학교,공학계열,787,111,14.1,국민대학교
2013,국민대학교,예체능계열,406,62,15.27,국민대학교
2013,국민대학교,인문사회계열,1371,87,6.35,국민대학교
2013,국민대학교,자연과학계열,415,78,18.8,국민대학교
2013,극동대학교,공학계열,160,2,1.25,극동대학교
2013,극동대학교,예체능계열,150,4,2.67,극동대학교
2013,극동대학교,인문사회계열,474,9,1.9,극동대학교
2013,극동대학교,자연과학계열,45,1,2.22,극동대학교
2013,금강대학교,인문사회계열,67,3,4.48,금강대학교
2013,나사렛대학교,공학계열,77,1,1.3,나사렛대학교
2013,나사렛대학교,예체능계열,282,18,6.38,나사렛대학교
2013,나사렛대학교,인문사회계열,760,19,2.5,나사렛대학교
2013,나사렛대학교,자연과학계열,39,0,0.0,나사렛대학교
2013,남부대학교,공학계열,108,2,1.85,남부대학교
2013,남부대학교,예체능계열,159,22,13.84,남부대학교
2013,남부대학교,의학계열,23,2,8.7,남부대학교
2013,남부대학교,인문사회계열,274,14,5.11,남부대학교
2013,남부대학교,자연과학계열,135,21,15.56,남부대학교
2013,단국대학교,공학계열,540,79,14.63,단국대학교
2013,단국대학교,예체능계열,347,46,13.26,단국대학교
2013,단국대학교,인문사회계열,1061,36,3.39,단국대학교
2013,단국대학교,자연과학계열,400,76,19.0,단국대학교
2013,대구가톨릭대학교,공학계열,521,22,4.22,대구가톨릭대학교
2013,대구가톨릭대학교,예체능계열,259,25,9.65,대구가톨릭대학교
2013,대구가톨릭대학교,의학계열,38,0,0.0,대구가톨릭대학교
2013,대구가톨릭대학교,인문사회계열,1286,63,4.9,대구가톨릭대학교
2013,대구가톨릭대학교,자연과학계열,349,48,13.75,대구가톨릭대학교
2013,대구교육대학교,공학계열,30,1,3.33,대구교육대학교
2013,대구교육대학교,예체능계열,108,1,0.93,대구교육대학교
2013,대구교육대학교,인문사회계열,303,3,0.99,대구교육대학교
2013,대구교육대학교,자연과학계열,90,0,0.0,대구교육대학교
2013,대구대학교,공학계열,907,33,3.64,대구대학교
2013,대구대학교,예체능계열,277,18,6.5,대구대학교
2013,대구대학교,인문사회계열,2055,57,2.77,대구대학교
2013,대구대학교,자연과학계열,587,44,7.5,대구대학교
2013,대구예술대학교,공학계열,15,0,0.0,대구예술대학교
2013,대구예술대학교,예체능계열,175,8,4.57,대구예술대학교
2013,대구예술대학교,인문사회계열,22,2,9.09,대구예술대학교
2013,대구한의대학교,공학계열,236,18,7.63,대구한의대학교
2013,대구한의대학교,예체능계열,97,9,9.28,대구한의대학교
2013,대구한의대학교,의학계열,143,4,2.8,대구한의대학교
2013,대구한의대학교,인문사회계열,390,8,2.05,대구한의대학교
2013,대구한의대학교,자연과학계열,459,13,2.83,대구한의대학교
2013,대신대학교,예체능계열,19,1,5.26,대신대학교
2013,대신대학교,인문사회계열,92,21,22.83,대신대학교
2013,대전가톨릭대학교,인문사회계열,42,14,33.33,대전가톨릭대학교
2013,대전대학교,공학계열,433,18,4.16,대전대학교
2013,대전대학교,예체능계열,279,10,3.58,대전대학교
2013,대전대학교,의학계열,85,0,0.0,대전대학교
2013,대전대학교,인문사회계열,849,14,1.65,대전대학교
2013,대전대학교,자연과학계열,300,20,6.67,대전대학교
2013,대전신학대학교,인문사회계열,22,3,13.64,대전신학대학교
2013,대진대학교,공학계열,495,25,5.05,대진대학교
2013,대진대학교,예체능계열,228,9,3.95,대진대학교
2013,대진대학교,인문사회계열,775,17,2.19,대진대학교
2013,대진대학교,자연과학계열,245,24,9.8,대진대학교
2013,덕성여자대학교,공학계열,93,6,6.45,덕성여자대학교
2013,덕성여자대학교,예체능계열,177,18,10.17,덕성여자대학교
2013,덕성여자대학교,인문사회계열,653,34,5.21,덕성여자대학교
2013,덕성여자대학교,자연과학계열,282,30,10.64,덕성여자대학교
2013,동국대학교,공학계열,883,70,7.93,동국대학교
2013,동국대학교,예체능계열,209,38,18.18,동국대학교
2013,동국대학교,인문사회계열,1507,80,5.31,동국대학교
2013,동국대학교,자연과학계열,326,78,23.93,동국대학교
2013,동국대학교(WISE) _분교,공학계열,311,9,2.89,동국대학교(WISE) _분교
2013,동국대학교(WISE) _분교,예체능계열,165,27,16.36,동국대학교(WISE) _분교
2013,동국대학교(WISE) _분교,의학계열,120,2,1.67,동국대학교(WISE) _분교
2013,동국대학교(WISE) _분교,인문사회계열,1069,53,4.96,동국대학교(WISE) _분교
2013,동국대학교(WISE) _분교,자연과학계열,186,22,11.83,동국대학교(WISE) _분교
2013,동덕여자대학교,공학계열,179,2,1.12,동덕여자대학교
2013,동덕여자대학교,예체능계열,461,66,14.32,동덕여자대학교
2013,동덕여자대학교,의학계열,53,0,0.0,동덕여자대학교
2013,동덕여자대학교,인문사회계열,642,35,5.45,동덕여자대학교
2013,동덕여자대학교,자연과학계열,124,16,12.9,동덕여자대학교
2013,동명대학교,공학계열,503,20,3.98,동명대학교
2013,동명대학교,예체능계열,120,4,3.33,동명대학교
2013,동명대학교,인문사회계열,378,7,1.85,동명대학교
2013,동명대학교,자연과학계열,20,3,15.0,동명대학교
2013,동서대학교,공학계열,545,16,2.94,동서대학교
2013,동서대학교,예체능계열,332,11,3.31,동서대학교
2013,동서대학교,인문사회계열,1111,15,1.35,동서대학교
2013,동서대학교,자연과학계열,182,10,5.49,동서대학교
2013,동신대학교,공학계열,356,7,1.97,동신대학교
2013,동신대학교,예체능계열,103,7,6.8,동신대학교
2013,동신대학교,의학계열,50,1,2.0,동신대학교
2013,동신대학교,인문사회계열,613,6,0.98,동신대학교
2013,동신대학교,자연과학계열,215,5,2.33,동신대학교
2013,동아대학교,공학계열,1151,88,7.65,동아대학교
2013,동아대학교,예체능계열,377,33,8.75,동아대학교
2013,동아대학교,의학계열,25,0,0.0,동아대학교
2013,동아대학교,인문사회계열,1562,34,2.18,동아대학교
2013,동아대학교,자연과학계열,740,115,15.54,동아대학교
2013,동양대학교,공학계열,446,6,1.35,동양대학교
2013,동양대학교,예체능계열,37,0,0.0,동양대학교
2013,동양대학교,인문사회계열,170,3,1.76,동양대학교
2013,동양대학교,자연과학계열,43,4,9.3,동양대학교
2013,동의대학교,공학계열,1175,28,2.38,동의대학교
2013,동의대학교,예체능계열,220,21,9.55,동의대학교
2013,동의대학교,의학계열,40,0,0.0,동의대학교
2013,동의대학교,인문사회계열,1338,29,2.17,동의대학교
2013,동의대학교,자연과학계열,418,28,6.7,동의대학교
2013,루터대학교,예체능계열,27,1,3.7,루터대학교
2013,루터대학교,인문사회계열,74,6,8.11,루터대학교
2013,명지대학교,공학계열,827,82,9.92,명지대학교
2013,명지대학교,예체능계열,275,31,11.27,명지대학교
2013,명지대학교,자연과학계열,411,72,17.52,명지대학교
2013,명지대학교 _제2캠퍼스,공학계열,101,2,1.98,명지대학교 _제2캠퍼스
2013,명지대학교 _제2캠퍼스,예체능계열,27,5,18.52,명지대학교 _제2캠퍼스
2013,명지대학교 _제2캠퍼스,인문사회계열,1353,76,5.62,명지대학교 _제2캠퍼스
2013,목원대학교,공학계열,337,9,2.67,목원대학교
2013,목원대학교,예체능계열,417,58,13.91,목원대학교
2013,목원대학교,인문사회계열,786,86,10.94,목원대학교
2013,목원대학교,자연과학계열,191,21,10.99,목원대학교
2013,목포가톨릭대학교,공학계열,110,0,0.0,목포가톨릭대학교
2013,목포가톨릭대학교,인문사회계열,35,0,0.0,목포가톨릭대학교
2013,배재대학교,공학계열,336,17,5.06,배재대학교
2013,배재대학교,예체능계열,127,19,14.96,배재대학교
2013,배재대학교,인문사회계열,1136,78,6.87,배재대학교
2013,배재대학교,자연과학계열,215,32,14.88,배재대학교
2013,백석대학교,공학계열,583,21,3.6,백석대학교
2013,백석대학교,예체능계열,500,20,4.0,백석대학교
2013,백석대학교,인문사회계열,1789,50,2.79,백석대학교
2013,백석대학교,자연과학계열,20,0,0.0,백석대학교
2013,부산가톨릭대학교,공학계열,190,4,2.11,부산가톨릭대학교
2013,부산가톨릭대학교,인문사회계열,292,12,4.11,부산가톨릭대학교
2013,부산가톨릭대학교,자연과학계열,435,7,1.61,부산가톨릭대학교
2013,부산교육대학교,공학계열,32,1,3.12,부산교육대학교
2013,부산교육대학교,예체능계열,101,0,0.0,부산교육대학교
2013,부산교육대학교,인문사회계열,314,5,1.59,부산교육대학교
2013,부산교육대학교,자연과학계열,65,0,0.0,부산교육대학교
2013,부산대학교,공학계열,1505,223,14.82,부산대학교
2013,부산대학교,예체능계열,250,37,14.8,부산대학교
2013,부산대학교,의학계열,2,0,0.0,부산대학교
2013,부산대학교,인문사회계열,1559,107,6.86,부산대학교
2013,부산대학교,자연과학계열,993,239,24.07,부산대학교
2013,부산외국어대학교,공학계열,77,2,2.6,부산외국어대학교
2013,부산외국어대학교,예체능계열,73,3,4.11,부산외국어대학교
2013,부산외국어대학교,인문사회계열,1328,42,3.16,부산외국어대학교
2013,부산외국어대학교,자연과학계열,36,0,0.0,부산외국어대학교
2013,부산장신대학교,인문사회계열,72,18,25.0,부산장신대학교
2013,삼육대학교,공학계열,230,0,0.0,삼육대학교
2013,삼육대학교,예체능계열,222,9,4.05,삼육대학교
2013,삼육대학교,인문사회계열,417,13,3.12,삼육대학교
2013,삼육대학교,자연과학계열,265,27,10.19,삼육대학교
2013,상명대학교,공학계열,144,8,5.56,상명대학교
2013,상명대학교,예체능계열,231,28,12.12,상명대학교
2013,상명대학교,인문사회계열,744,24,3.23,상명대학교
2013,상명대학교,자연과학계열,288,40,13.89,상명대학교
2013,상지대학교,공학계열,536,16,2.99,상지대학교
2013,상지대학교,예체능계열,137,6,4.38,상지대학교
2013,상지대학교,의학계열,69,3,4.35,상지대학교
2013,상지대학교,인문사회계열,579,11,1.9,상지대학교
2013,상지대학교,자연과학계열,286,14,4.9,상지대학교
2013,서강대학교,공학계열,288,101,35.07,서강대학교
2013,서강대학교,인문사회계열,1182,114,9.64,서강대학교
2013,서강대학교,자연과학계열,311,98,31.51,서강대학교
2013,서경대학교,공학계열,376,28,7.45,서경대학교
2013,서경대학교,예체능계열,353,35,9.92,서경대학교
2013,서경대학교,인문사회계열,603,9,1.49,서경대학교
2013,서경대학교,자연과학계열,67,10,14.93,서경대학교
2013,서울교육대학교,공학계열,32,0,0.0,서울교육대학교
2013,서울교육대학교,예체능계열,100,1,1.0,서울교육대학교
2013,서울교육대학교,인문사회계열,360,1,0.28,서울교육대학교
2013,서울교육대학교,자연과학계열,36,0,0.0,서울교육대학교
2013,서울기독대학교,공학계열,48,0,0.0,서울기독대학교
2013,서울기독대학교,예체능계열,14,3,21.43,서울기독대학교
2013,서울기독대학교,인문사회계열,59,2,3.39,서울기독대학교
2013,서울대학교,공학계열,766,293,38.25,서울대학교
2013,서울대학교,예체능계열,262,45,17.18,서울대학교
2013,서울대학교,의학계열,133,14,10.53,서울대학교
2013,서울대학교,인문사회계열,1408,345,24.5,서울대학교
2013,서울대학교,자연과학계열,896,452,50.45,서울대학교
2013,서울시립대학교,공학계열,622,88,14.15,서울시립대학교
2013,서울시립대학교,예체능계열,65,16,24.62,서울시립대학교
2013,서울시립대학교,인문사회계열,687,43,6.26,서울시립대학교
2013,서울시립대학교,자연과학계열,226,35,15.49,서울시립대학교
2013,서울신학대학교,예체능계열,81,6,7.41,서울신학대학교
2013,서울신학대학교,인문사회계열,363,67,18.46,서울신학대학교
2013,서울여자대학교,공학계열,246,39,15.85,서울여자대학교
2013,서울여자대학교,예체능계열,204,8,3.92,서울여자대학교
2013,서울여자대학교,인문사회계열,1010,54,5.35,서울여자대학교
2013,서울여자대학교,자연과학계열,226,23,10.18,서울여자대학교
2013,서울장신대학교,예체능계열,30,2,6.67,서울장신대학교
2013,서울장신대학교,인문사회계열,97,17,17.53,서울장신대학교
2013,서울한영대학교,예체능계열,8,0,0.0,서울한영대학교
2013,서울한영대학교,인문사회계열,116,13,11.21,서울한영대학교
2013,서원대학교,공학계열,210,8,3.81,서원대학교
2013,서원대학교,예체능계열,218,17,7.8,서원대학교
2013,서원대학교,인문사회계열,752,33,4.39,서원대학교
2013,서원대학교,자연과학계열,268,8,2.99,서원대학교
2013,선문대학교,공학계열,531,26,4.9,선문대학교
2013,선문대학교,예체능계열,118,4,3.39,선문대학교
2013,선문대학교,의학계열,16,0,0.0,선문대학교
2013,선문대학교,인문사회계열,916,19,2.07,선문대학교
2013,선문대학교,자연과학계열,207,17,8.21,선문대학교
2013,성결대학교,공학계열,166,2,1.2,성결대학교
2013,성결대학교,예체능계열,138,13,9.42,성결대학교
2013,성결대학교,인문사회계열,559,30,5.37,성결대학교
2013,성결대학교,자연과학계열,36,3,8.33,성결대학교
2013,성공회대학교,공학계열,144,3,2.08,성공회대학교
2013,성공회대학교,인문사회계열,367,10,2.72,성공회대학교
2013,성균관대학교,공학계열,985,230,23.35,성균관대학교
2013,성균관대학교,예체능계열,149,13,8.72,성균관대학교
2013,성균관대학교,의학계열,18,0,0.0,성균관대학교
2013,성균관대학교,인문사회계열,2097,229,10.92,성균관대학교
2013,성균관대학교,자연과학계열,846,224,26.48,성균관대학교
2013,성신여자대학교,공학계열,252,2,0.79,성신여자대학교
2013,성신여자대학교,예체능계열,349,48,13.75,성신여자대학교
2013,성신여자대학교,인문사회계열,1288,60,4.66,성신여자대학교
2013,성신여자대학교,자연과학계열,404,46,11.39,성신여자대학교
2013,세명대학교,공학계열,656,17,2.59,세명대학교
2013,세명대학교,예체능계열,148,6,4.05,세명대학교
2013,세명대학교,의학계열,47,3,6.38,세명대학교
2013,세명대학교,인문사회계열,610,11,1.8,세명대학교
2013,세명대학교,자연과학계열,164,10,6.1,세명대학교
2013,세종대학교,공학계열,804,90,11.19,세종대학교
2013,세종대학교,예체능계열,398,42,10.55,세종대학교
2013,세종대학교,인문사회계열,823,28,3.4,세종대학교
2013,세종대학교,자연과학계열,373,80,21.45,세종대학교
2013,세한대학교,공학계열,141,4,2.84,세한대학교
2013,세한대학교,예체능계열,180,18,10.0,세한대학교
2013,세한대학교,인문사회계열,323,4,1.24,세한대학교
2013,세한대학교,자연과학계열,64,1,1.56,세한대학교
2013,수원가톨릭대학교,인문사회계열,45,32,71.11,수원가톨릭대학교
2013,수원대학교,공학계열,588,29,4.93,수원대학교
2013,수원대학교,예체능계열,447,58,12.98,수원대학교
2013,수원대학교,인문사회계열,656,19,2.9,수원대학교
2013,수원대학교,자연과학계열,411,40,9.73,수원대학교
2013,숙명여자대학교,공학계열,248,16,6.45,숙명여자대학교
2013,숙명여자대학교,예체능계열,304,42,13.82,숙명여자대학교
2013,숙명여자대학교,인문사회계열,1097,84,7.66,숙명여자대학교
2013,숙명여자대학교,자연과학계열,409,75,18.34,숙명여자대학교
2013,순천향대학교,공학계열,529,44,8.32,순천향대학교
2013,순천향대학교,예체능계열,120,5,4.17,순천향대학교
2013,순천향대학교,의학계열,124,2,1.61,순천향대학교
2013,순천향대학교,인문사회계열,1170,18,1.54,순천향대학교
2013,순천향대학교,자연과학계열,503,67,13.32,순천향대학교
2013,숭실대학교,공학계열,1061,109,10.27,숭실대학교
