기준연도,학교명,계열,졸업자(A),진학자(B),진학률(%),학교명_정규화
2017,성균관대학교,인문사회계열,2200,217,9.86,성균관대학교
2017,성균관대학교,자연과학계열,1066,264,24.77,성균관대학교
2017,성신여자대학교,공학계열,188,3,1.6,성신여자대학교
2017,성신여자대학교,예체능계열,379,55,14.51,성신여자대학교
2017,성신여자대학교,인문사회계열,1375,77,5.6,성신여자대학교
2017,성신여자대학교,자연과학계열,466,50,10.73,성신여자대학교
2017,세명대학교,공학계열,665,9,1.35,세명대학교
2017,세명대학교,예체능계열,180,7,3.89,세명대학교
2017,세명대학교,의학계열,56,0,0.0,세명대학교
2017,세명대학교,인문사회계열,903,5,0.55,세명대학교
2017,세명대학교,자연과학계열,212,11,5.19,세명대학교
2017,세종대학교,공학계열,880,86,9.77,세종대학교
2017,세종대학교,예체능계열,339,24,7.08,세종대학교
2017,세종대학교,인문사회계열,859,15,1.75,세종대학교
2017,세종대학교,자연과학계열,424,118,27.83,세종대학교
2017,세한대학교,공학계열,82,1,1.22,세한대학교
2017,세한대학교,예체능계열,179,4,2.23,세한대학교
2017,세한대학교,인문사회계열,314,2,0.64,세한대학교
2017,세한대학교,자연과학계열,68,3,4.41,세한대학교
2017,수원가톨릭대학교,인문사회계열,30,24,80.0,수원가톨릭대학교
2017,수원대학교,공학계열,723,19,2.63,수원대학교
2017,수원대학교,예체능계열,459,19,4.14,수원대학교
2017,수원대학교,인문사회계열,733,15,2.05,수원대학교
2017,수원대학교,자연과학계열,501,33,6.59,수원대학교
2017,숙명여자대학교,공학계열,296,12,4.05,숙명여자대학교
2017,숙명여자대학교,예체능계열,376,50,13.3,숙명여자대학교
2017,숙명여자대학교,인문사회계열,1315,94,7.15,숙명여자대학교
2017,숙명여자대학교,자연과학계열,541,86,15.9,숙명여자대학교
2017,순복음총회신학교,인문사회계열,26,6,23.08,순복음총회신학교
2017,순천향대학교,공학계열,597,40,6.7,순천향대학교
2017,순천향대학교,예체능계열,115,4,3.48,순천향대학교
2017,순천향대학교,의학계열,130,2,1.54,순천향대학교
2017,순천향대학교,인문사회계열,1132,19,1.68,순천향대학교
2017,순천향대학교,자연과학계열,566,85,15.02,순천향대학교
2017,숭실대학교,공학계열,1166,88,7.55,숭실대학교
2017,숭실대학교,예체능계열,36,0,0.0,숭실대학교
2017,숭실대학교,인문사회계열,1606,65,4.05,숭실대학교
2017,숭실대학교,자연과학계열,341,83,24.34,숭실대학교
2017,신경주대학교,공학계열,124,2,1.61,신경주대학교
2017,신경주대학교,예체능계열,27,0,0.0,신경주대학교
2017,신경주대학교,인문사회계열,461,4,0.87,신경주대학교
2017,신경주대학교,자연과학계열,45,0,0.0,신경주대학교
2017,신라대학교,공학계열,509,22,4.32,신라대학교
2017,신라대학교,예체능계열,259,20,7.72,신라대학교
2017,신라대학교,인문사회계열,1044,20,1.92,신라대학교
2017,신라대학교,자연과학계열,369,17,4.61,신라대학교
2017,아신대학교,인문사회계열,144,26,18.06,아신대학교
2017,아주대학교,공학계열,926,135,14.58,아주대학교
2017,아주대학교,의학계열,24,0,0.0,아주대학교
2017,아주대학교,인문사회계열,1013,60,5.92,아주대학교
2017,아주대학교,자연과학계열,406,105,25.86,아주대학교
2017,안양대학교,공학계열,182,8,4.4,안양대학교
2017,안양대학교,예체능계열,108,6,5.56,안양대학교
2017,안양대학교,인문사회계열,639,33,5.16,안양대학교
2017,안양대학교,자연과학계열,184,11,5.98,안양대학교
2017,안양대학교 _제2캠퍼스,공학계열,31,1,3.23,안양대학교 _제2캠퍼스
2017,안양대학교 _제2캠퍼스,인문사회계열,47,0,0.0,안양대학교 _제2캠퍼스
2017,안양대학교 _제2캠퍼스,자연과학계열,21,3,14.29,안양대학교 _제2캠퍼스
2017,연세대학교,공학계열,902,249,27.61,연세대학교
2017,연세대학교,예체능계열,212,41,19.34,연세대학교
2017,연세대학교,의학계열,119,1,0.84,연세대학교
2017,연세대학교,인문사회계열,2287,341,14.91,연세대학교
2017,연세대학교,자연과학계열,816,342,41.91,연세대학교
2017,연세대학교(미래) _분교,공학계열,371,64,17.25,연세대학교(미래) _분교
2017,연세대학교(미래) _분교,예체능계열,44,2,4.55,연세대학교(미래) _분교
2017,연세대학교(미래) _분교,의학계열,107,0,0.0,연세대학교(미래) _분교
2017,연세대학교(미래) _분교,인문사회계열,713,40,5.61,연세대학교(미래) _분교
2017,연세대학교(미래) _분교,자연과학계열,503,96,19.09,연세대학교(미래) _분교
2017,영남대학교,공학계열,1510,79,5.23,영남대학교
2017,영남대학교,예체능계열,460,63,13.7,영남대학교
2017,영남대학교,의학계열,40,0,0.0,영남대학교
2017,영남대학교,인문사회계열,1987,75,3.77,영남대학교
2017,영남대학교,자연과학계열,1051,152,14.46,영남대학교
2017,영남신학대학교,인문사회계열,135,37,27.41,영남신학대학교
2017,영산대학교,공학계열,183,1,0.55,영산대학교
2017,영산대학교,예체능계열,20,0,0.0,영산대학교
2017,영산대학교,인문사회계열,382,5,1.31,영산대학교
2017,영산대학교,자연과학계열,71,0,0.0,영산대학교
2017,영산대학교 _제2캠퍼스,공학계열,52,0,0.0,영산대학교 _제2캠퍼스
2017,영산대학교 _제2캠퍼스,예체능계열,116,5,4.31,영산대학교 _제2캠퍼스
2017,영산대학교 _제2캠퍼스,인문사회계열,360,5,1.39,영산대학교 _제2캠퍼스
2017,영산대학교 _제2캠퍼스,자연과학계열,190,3,1.58,영산대학교 _제2캠퍼스
2017,영산선학대학교,인문사회계열,19,14,73.68,영산선학대학교
2017,예수대학교,인문사회계열,11,0,0.0,예수대학교
2017,예수대학교,자연과학계열,140,0,0.0,예수대학교
2017,예원예술대학교,예체능계열,100,7,7.0,예원예술대학교
2017,예원예술대학교,인문사회계열,13,0,0.0,예원예술대학교
2017,용인대학교,공학계열,182,5,2.75,용인대학교
2017,용인대학교,예체능계열,725,21,2.9,용인대학교
2017,용인대학교,인문사회계열,250,3,1.2,용인대학교
2017,용인대학교,자연과학계열,163,8,4.91,용인대학교
2017,우석대학교,공학계열,419,7,1.67,우석대학교
2017,우석대학교,예체능계열,115,2,1.74,우석대학교
2017,우석대학교,의학계열,92,4,4.35,우석대학교
2017,우석대학교,인문사회계열,801,16,2.0,우석대학교
2017,우석대학교,자연과학계열,255,11,4.31,우석대학교
2017,우송대학교,공학계열,714,6,0.84,우송대학교
2017,우송대학교,예체능계열,136,1,0.74,우송대학교
2017,우송대학교,인문사회계열,1046,15,1.43,우송대학교
2017,우송대학교,자연과학계열,146,3,2.05,우송대학교
2017,울산과학기술원,공학계열,167,101,60.48,울산과학기술원
2017,울산과학기술원,예체능계열,23,11,47.83,울산과학기술원
2017,울산과학기술원,인문사회계열,71,16,22.54,울산과학기술원
2017,울산과학기술원,자연과학계열,248,173,69.76,울산과학기술원
2017,울산대학교,공학계열,1062,50,4.71,울산대학교
2017,울산대학교,예체능계열,275,18,6.55,울산대학교
2017,울산대학교,의학계열,39,0,0.0,울산대학교
2017,울산대학교,인문사회계열,1072,17,1.59,울산대학교
2017,울산대학교,자연과학계열,662,51,7.7,울산대학교
2017,원광대학교,공학계열,766,22,2.87,원광대학교
2017,원광대학교,예체능계열,463,33,7.13,원광대학교
2017,원광대학교,의학계열,249,3,1.2,원광대학교
2017,원광대학교,인문사회계열,1514,43,2.84,원광대학교
2017,원광대학교,자연과학계열,614,55,8.96,원광대학교
2017,위덕대학교,공학계열,231,2,0.87,위덕대학교
2017,위덕대학교,예체능계열,19,0,0.0,위덕대학교
2017,위덕대학교,인문사회계열,296,4,1.35,위덕대학교
2017,위덕대학교,자연과학계열,114,6,5.26,위덕대학교
2017,유원대학교,공학계열,202,0,0.0,유원대학교
2017,유원대학교,예체능계열,124,1,0.81,유원대학교
2017,유원대학교,인문사회계열,294,2,0.68,유원대학교
2017,유원대학교,자연과학계열,111,5,4.5,유원대학교
2017,을지대학교,공학계열,114,0,0.0,을지대학교
2017,을지대학교,의학계열,57,0,0.0,을지대학교
2017,을지대학교,인문사회계열,13,1,7.69,을지대학교
2017,을지대학교,자연과학계열,42,5,11.9,을지대학교
2017,을지대학교 _제2캠퍼스,공학계열,388,6,1.55,을지대학교 _제2캠퍼스
2017,을지대학교 _제2캠퍼스,예체능계열,46,2,4.35,을지대학교 _제2캠퍼스
2017,을지대학교 _제2캠퍼스,인문사회계열,184,2,1.09,을지대학교 _제2캠퍼스
2017,을지대학교 _제2캠퍼스,자연과학계열,486,14,2.88,을지대학교 _제2캠퍼스
2017,이화여자대학교,공학계열,351,67,19.09,이화여자대학교
2017,이화여자대학교,예체능계열,585,110,18.8,이화여자대학교
2017,이화여자대학교,의학계열,33,4,12.12,이화여자대학교
2017,이화여자대학교,인문사회계열,1776,258,14.53,이화여자대학교
2017,이화여자대학교,자연과학계열,759,187,24.64,이화여자대학교
2017,인제대학교,공학계열,596,52,8.72,인제대학교
2017,인제대학교,예체능계열,190,19,10.0,인제대학교
2017,인제대학교,인문사회계열,890,29,3.26,인제대학교
2017,인제대학교,자연과학계열,409,34,8.31,인제대학교
2017,인천가톨릭대학교,인문사회계열,21,17,80.95,인천가톨릭대학교
2017,인천대학교,공학계열,1239,63,5.08,인천대학교
2017,인천대학교,예체능계열,260,9,3.46,인천대학교
2017,인천대학교,인문사회계열,1010,24,2.38,인천대학교
2017,인천대학교,자연과학계열,264,53,20.08,인천대학교
2017,인하대학교,공학계열,1412,176,12.46,인하대학교
2017,인하대학교,예체능계열,108,7,6.48,인하대학교
2017,인하대학교,인문사회계열,1334,41,3.07,인하대학교
2017,인하대학교,자연과학계열,976,166,17.01,인하대학교
2017,장로회신학대학교,예체능계열,59,10,16.95,장로회신학대학교
2017,장로회신학대학교,인문사회계열,101,40,39.6,장로회신학대학교
2017,전남대학교,공학계열,657,45,6.85,전남대학교
2017,전남대학교,예체능계열,226,15,6.64,전남대학교
2017,전남대학교,의학계열,131,11,8.4,전남대학교
2017,전남대학교,인문사회계열,1420,54,3.8,전남대학교
2017,전남대학교,자연과학계열,1248,194,15.54,전남대학교
2017,전남대학교 _제2캠퍼스,공학계열,181,7,3.87,전남대학교 _제2캠퍼스
2017,전남대학교 _제2캠퍼스,의학계열,11,4,36.36,전남대학교 _제2캠퍼스
2017,전남대학교 _제2캠퍼스,인문사회계열,218,7,3.21,전남대학교 _제2캠퍼스
2017,전남대학교 _제2캠퍼스,자연과학계열,235,23,9.79,전남대학교 _제2캠퍼스
2017,전북대학교,공학계열,1358,103,7.58,전북대학교
2017,전북대학교,예체능계열,137,19,13.87,전북대학교
2017,전북대학교,의학계열,48,12,25.0,전북대학교
2017,전북대학교,인문사회계열,1497,47,3.14,전북대학교
2017,전북대학교,자연과학계열,1308,190,14.53,전북대학교
2017,전주교육대학교,공학계열,26,0,0.0,전주교육대학교
2017,전주교육대학교,예체능계열,82,0,0.0,전주교육대학교
2017,전주교육대학교,인문사회계열,150,0,0.0,전주교육대학교
2017,전주교육대학교,자연과학계열,50,0,0.0,전주교육대학교
2017,전주대학교,공학계열,513,4,0.78,전주대학교
2017,전주대학교,예체능계열,282,13,4.61,전주대학교
2017,전주대학교,의학계열,51,1,1.96,전주대학교
2017,전주대학교,인문사회계열,1243,56,4.51,전주대학교
2017,전주대학교,자연과학계열,313,8,2.56,전주대학교
2017,제주대학교,공학계열,478,8,1.67,제주대학교
2017,제주대학교,예체능계열,121,14,11.57,제주대학교
2017,제주대학교,의학계열,64,10,15.62,제주대학교
2017,제주대학교,인문사회계열,1003,13,1.3,제주대학교
2017,제주대학교,자연과학계열,409,26,6.36,제주대학교
2017,조선대학교,공학계열,1394,86,6.17,조선대학교
2017,조선대학교,예체능계열,534,35,6.55,조선대학교
2017,조선대학교,의학계열,7,0,0.0,조선대학교
2017,조선대학교,인문사회계열,1740,52,2.99,조선대학교
2017,조선대학교,자연과학계열,954,98,10.27,조선대학교
2017,중부대학교,공학계열,458,10,2.18,중부대학교
2017,중부대학교,예체능계열,279,3,1.08,중부대학교
2017,중부대학교,인문사회계열,678,10,1.47,중부대학교
2017,중부대학교,자연과학계열,190,8,4.21,중부대학교
2017,중앙대학교,공학계열,1144,107,9.35,중앙대학교
2017,중앙대학교,예체능계열,119,3,2.52,중앙대학교
2017,중앙대학교,의학계열,41,0,0.0,중앙대학교
2017,중앙대학교,인문사회계열,1609,77,4.79,중앙대학교
2017,중앙대학교,자연과학계열,582,108,18.56,중앙대학교
2017,중앙승가대학교,인문사회계열,60,13,21.67,중앙승가대학교
2017,중원대학교,공학계열,128,7,5.47,중원대학교
2017,중원대학교,예체능계열,21,1,4.76,중원대학교
2017,중원대학교,의학계열,11,0,0.0,중원대학교
2017,중원대학교,인문사회계열,203,10,4.93,중원대학교
2017,중원대학교,자연과학계열,79,19,24.05,중원대학교
2017,진주교육대학교,공학계열,27,0,0.0,진주교육대학교
2017,진주교육대학교,예체능계열,93,0,0.0,진주교육대학교
2017,진주교육대학교,인문사회계열,173,0,0.0,진주교육대학교
2017,진주교육대학교,자연과학계열,54,0,0.0,진주교육대학교
2017,차의과학대학교,공학계열,140,10,7.14,차의과학대학교
2017,차의과학대학교,자연과학계열,96,33,34.38,차의과학대학교
2017,청운대학교,공학계열,277,2,0.72,청운대학교
2017,청운대학교,예체능계열,82,2,2.44,청운대학교
2017,청운대학교,인문사회계열,797,10,1.25,청운대학교
2017,청운대학교,자연과학계열,110,3,2.73,청운대학교
2017,청주교육대학교,공학계열,29,0,0.0,청주교육대학교
2017,청주교육대학교,예체능계열,75,0,0.0,청주교육대학교
2017,청주교육대학교,인문사회계열,161,0,0.0,청주교육대학교
2017,청주교육대학교,자연과학계열,53,0,0.0,청주교육대학교
2017,청주대학교,공학계열,653,25,3.83,청주대학교
2017,청주대학교,예체능계열,292,9,3.08,청주대학교
2017,청주대학교,의학계열,33,2,6.06,청주대학교
2017,청주대학교,인문사회계열,1325,22,1.66,청주대학교
2017,청주대학교,자연과학계열,382,38,9.95,청주대학교
2017,총신대학교,예체능계열,84,12,14.29,총신대학교
2017,총신대학교,인문사회계열,273,51,18.68,총신대학교
2017,추계예술대학교,예체능계열,270,23,8.52,추계예술대학교
2017,추계예술대학교,인문사회계열,18,1,5.56,추계예술대학교
2017,춘천교육대학교,공학계열,27,0,0.0,춘천교육대학교
2017,춘천교육대학교,예체능계열,91,0,0.0,춘천교육대학교
2017,춘천교육대학교,인문사회계열,173,0,0.0,춘천교육대학교
2017,춘천교육대학교,자연과학계열,63,0,0.0,춘천교육대학교
2017,충남대학교,공학계열,1318,193,14.64,충남대학교
2017,충남대학교,예체능계열,135,26,19.26,충남대학교
2017,충남대학교,의학계열,57,9,15.79,충남대학교
2017,충남대학교,인문사회계열,1305,41,3.14,충남대학교
2017,충남대학교,자연과학계열,1156,236,20.42,충남대학교
2017,충북대학교,공학계열,1253,131,10.45,충북대학교
2017,충북대학교,예체능계열,112,8,7.14,충북대학교
2017,충북대학교,의학계열,110,17,15.45,충북대학교
2017,충북대학교,인문사회계열,1041,50,4.8,충북대학교
2017,충북대학교,자연과학계열,994,156,15.69,충북대학교
2017,칼빈대학교,예체능계열,16,3,18.75,칼빈대학교
2017,칼빈대학교,인문사회계열,93,18,19.35,칼빈대학교
2017,평택대학교,공학계열,159,3,1.89,평택대학교
2017,평택대학교,예체능계열,164,10,6.1,평택대학교
2017,평택대학교,인문사회계열,672,13,1.93,평택대학교
2017,포항공과대학교,공학계열,149,92,61.74,포항공과대학교
2017,포항공과대학교,자연과학계열,173,118,68.21,포항공과대학교
2017,한국과학기술원,공학계열,427,265,62.06,한국과학기술원
2017,한국과학기술원,인문사회계열,8,2,25.0,한국과학기술원
2017,한국과학기술원,자연과학계열,432,296,68.52,한국과학기술원
2017,한국교원대학교,공학계열,54,2,3.7,한국교원대학교
2017,한국교원대학교,예체능계열,51,0,0.0,한국교원대학교
2017,한국교원대학교,인문사회계열,331,3,0.91,한국교원대학교
2017,한국교원대학교,자연과학계열,128,0,0.0,한국교원대학교
2017,한국기술교육대학교,공학계열,732,41,5.6,한국기술교육대학교
2017,한국기술교육대학교,예체능계열,42,3,7.14,한국기술교육대학교
2017,한국기술교육대학교,자연과학계열,79,20,25.32,한국기술교육대학교
2017,한국성서대학교,공학계열,27,0,0.0,한국성서대학교
2017,한국성서대학교,인문사회계열,159,19,11.95,한국성서대학교
2017,한국성서대학교,자연과학계열,43,0,0.0,한국성서대학교
2017,한국예술종합학교,공학계열,17,0,0.0,한국예술종합학교
2017,한국예술종합학교,예체능계열,417,51,12.23,한국예술종합학교
2017,한국예술종합학교,인문사회계열,26,2,7.69,한국예술종합학교
2017,한국외국어대학교,공학계열,416,23,5.53,한국외국어대학교
2017,한국외국어대학교,인문사회계열,3483,186,5.34,한국외국어대학교
2017,한국외국어대학교,자연과학계열,278,57,20.5,한국외국어대학교
2017,한국체육대학교,예체능계열,523,15,2.87,한국체육대학교
2017,한국체육대학교,인문사회계열,30,0,0.0,한국체육대학교
2017,한국침례신학대학교,예체능계열,45,7,15.56,한국침례신학대학교
2017,한국침례신학대학교,인문사회계열,319,42,13.17,한국침례신학대학교
2017,한국항공대학교,공학계열,717,80,11.16,한국항공대학교
2017,한국항공대학교,인문사회계열,146,4,2.74,한국항공대학교
2017,한국항공대학교,자연과학계열,70,5,7.14,한국항공대학교
2017,한남대학교,공학계열,537,24,4.47,한남대학교
2017,한남대학교,예체능계열,261,16,6.13,한남대학교
2017,한남대학교,인문사회계열,1371,47,3.43,한남대학교
2017,한남대학교,자연과학계열,420,61,14.52,한남대학교
2017,한동대학교,공학계열,292,40,13.7,한동대학교
2017,한동대학교,예체능계열,44,3,6.82,한동대학교
2017,한동대학교,인문사회계열,380,55,14.47,한동대학교
2017,한동대학교,자연과학계열,125,36,28.8,한동대학교
2017,한라대학교,공학계열,394,11,2.79,한라대학교
2017,한라대학교,예체능계열,47,0,0.0,한라대학교
2017,한라대학교,인문사회계열,403,2,0.5,한라대학교
2017,한라대학교,자연과학계열,35,4,11.43,한라대학교
2017,한림대학교,공학계열,244,25,10.25,한림대학교
2017,한림대학교,예체능계열,120,1,0.83,한림대학교
2017,한림대학교,의학계열,68,0,0.0,한림대학교
2017,한림대학교,인문사회계열,1124,42,3.74,한림대학교
2017,한림대학교,자연과학계열,483,87,18.01,한림대학교
2017,한서대학교,공학계열,586,16,2.73,한서대학교
2017,한서대학교,예체능계열,228,4,1.75,한서대학교
2017,한서대학교,인문사회계열,536,14,2.61,한서대학교
2017,한서대학교,자연과학계열,356,11,3.09,한서대학교
2017,한성대학교,공학계열,341,17,4.99,한성대학교
2017,한성대학교,예체능계열,242,14,5.79,한성대학교
2017,한성대학교,인문사회계열,380,3,0.79,한성대학교
2017,한성대학교,자연과학계열,73,1,1.37,한성대학교
2017,한세대학교,공학계열,142,3,2.11,한세대학교
2017,한세대학교,예체능계열,132,8,6.06,한세대학교
2017,한세대학교,인문사회계열,318,22,6.92,한세대학교
2017,한신대학교,공학계열,206,3,1.46,한신대학교
2017,한신대학교,예체능계열,36,1,2.78,한신대학교
2017,한신대학교,인문사회계열,803,51,6.35,한신대학교
2017,한신대학교,자연과학계열,95,5,5.26,한신대학교
2017,한양대학교,공학계열,1228,222,18.08,한양대학교
2017,한양대학교,예체능계열,239,33,13.81,한양대학교
2017,한양대학교,의학계열,55,0,0.0,한양대학교
2017,한양대학교,인문사회계열,1409,121,8.59,한양대학교
2017,한양대학교,자연과학계열,716,160,22.35,한양대학교
2017,한양대학교(ERICA) _분교,공학계열,800,139,17.38,한양대학교(ERICA) _분교
2017,한양대학교(ERICA) _분교,예체능계열,264,13,4.92,한양대학교(ERICA) _분교
2017,한양대학교(ERICA) _분교,인문사회계열,640,16,2.5,한양대학교(ERICA) _분교
2017,한양대학교(ERICA) _분교,자연과학계열,639,95,14.87,한양대학교(ERICA) _분교
2017,한일장신대학교,예체능계열,38,2,5.26,한일장신대학교
2017,한일장신대학교,인문사회계열,159,19,11.95,한일장신대학교
2017,협성대학교,공학계열,86,3,3.49,협성대학교
2017,협성대학교,예체능계열,158,6,3.8,협성대학교
2017,협성대학교,의학계열,58,0,0.0,협성대학교
2017,협성대학교,인문사회계열,642,45,7.01,협성대학교
2017,협성대학교,자연과학계열,34,3,8.82,협성대학교
2017,호남대학교,공학계열,470,12,2.55,호남대학교
2017,호남대학교,예체능계열,196,4,2.04,호남대학교
2017,호남대학교,인문사회계열,697,11,1.58,호남대학교
2017,호남대학교,자연과학계열,192,6,3.12,호남대학교
2017,호남신학대학교,예체능계열,29,2,6.9,호남신학대학교
2017,호남신학대학교,인문사회계열,81,36,44.44,호남신학대학교
2017,호서대학교,공학계열,1234,71,5.75,호서대학교
2017,호서대학교,예체능계열,401,20,4.99,호서대학교
2017,호서대학교,인문사회계열,994,9,0.91,호서대학교
2017,호서대학교,자연과학계열,337,42,12.46,호서대학교
2017,호원대학교,공학계열,355,4,1.13,호원대학교
2017,호원대학교,예체능계열,123,0,0.0,호원대학교
2017,호원대학교,인문사회계열,398,9,2.26,호원대학교
2017,호원대학교,자연과학계열,101,0,0.0,호원대학교
2017,홍익대학교,공학계열,1069,76,7.11,홍익대학교
2017,홍익대학교,예체능계열,422,27,6.4,홍익대학교
2017,홍익대학교,인문사회계열,1068,42,3.93,홍익대학교
2017,홍익대학교,자연과학계열,275,38,13.82,홍익대학교
2017,화성의과학대학교,공학계열,37,0,0.0,화성의과학대학교
2017,화성의과학대학교,예체능계열,18,1,5.56,화성의과학대학교
2017,화성의과학대학교,인문사회계열,104,3,2.88,화성의과학대학교
2017,화성의과학대학교,자연과학계열,13,3,23.08,화성의과학대학교
2018,가천대학교,공학계열,1308,46,3.52,가천대학교
2018,가천대학교,예체능계열,425,31,7.29,가천대학교
2018,가천대학교,의학계열,17,1,5.88,가천대학교
2018,가천대학교,인문사회계열,1498,31,2.07,가천대학교
2018,가천대학교,자연과학계열,827,100,12.09,가천대학교
2018,가톨릭관동대학교,공학계열,440,10,2.27,가톨릭관동대학교
2018,가톨릭관동대학교,예체능계열,180,7,3.89,가톨릭관동대학교
2018,가톨릭관동대학교,의학계열,56,0,0.0,가톨릭관동대학교
2018,가톨릭관동대학교,인문사회계열,1278,13,1.02,가톨릭관동대학교
2018,가톨릭관동대학교,자연과학계열,116,0,0.0,가톨릭관동대학교
2018,가톨릭꽃동네대학교,공학계열,35,0,0.0,가톨릭꽃동네대학교
2018,가톨릭꽃동네대학교,인문사회계열,74,0,0.0,가톨릭꽃동네대학교
2018,가톨릭대학교,공학계열,202,10,4.95,가톨릭대학교
2018,가톨릭대학교,예체능계열,55,1,1.82,가톨릭대학교
2018,가톨릭대학교,인문사회계열,1045,54,5.17,가톨릭대학교
2018,가톨릭대학교,자연과학계열,383,50,13.05,가톨릭대학교
2018,가톨릭대학교 _제2캠퍼스,공학계열,91,0,0.0,가톨릭대학교 _제2캠퍼스
2018,가톨릭대학교 _제2캠퍼스,의학계열,1,0,0.0,가톨릭대학교 _제2캠퍼스
2018,가톨릭대학교 _제3캠퍼스,인문사회계열,55,32,58.18,가톨릭대학교 _제3캠퍼스
2018,감리교신학대학교,인문사회계열,196,102,52.04,감리교신학대학교
2018,강남대학교,공학계열,315,6,1.9,강남대학교
2018,강남대학교,예체능계열,145,2,1.38,강남대학교
2018,강남대학교,인문사회계열,979,14,1.43,강남대학교
2018,강남대학교,자연과학계열,52,0,0.0,강남대학교
2018,강서대학교,예체능계열,31,3,9.68,강서대학교
2018,강서대학교,인문사회계열,218,13,5.96,강서대학교
2018,강원대학교,공학계열,809,72,8.9,강원대학교
2018,강원대학교,예체능계열,149,14,9.4,강원대학교
2018,강원대학교,의학계열,42,7,16.67,강원대학교
2018,강원대학교,인문사회계열,1204,32,2.66,강원대학교
2018,강원대학교,자연과학계열,1182,217,18.36,강원대학교
2018,강원대학교 _제2캠퍼스,공학계열,632,15,2.37,강원대학교 _제2캠퍼스
2018,강원대학교 _제2캠퍼스,예체능계열,112,4,3.57,강원대학교 _제2캠퍼스
2018,강원대학교 _제2캠퍼스,인문사회계열,298,3,1.01,강원대학교 _제2캠퍼스
2018,강원대학교 _제2캠퍼스,자연과학계열,308,19,6.17,강원대학교 _제2캠퍼스
2018,건국대학교,공학계열,1039,98,9.43,건국대학교
2018,건국대학교,예체능계열,249,10,4.02,건국대학교
2018,건국대학교,의학계열,100,20,20.0,건국대학교
2018,건국대학교,인문사회계열,1318,35,2.66,건국대학교
2018,건국대학교,자연과학계열,970,138,14.23,건국대학교
2018,건국대학교(글로컬) _분교,공학계열,443,14,3.16,건국대학교(글로컬) _분교
2018,건국대학교(글로컬) _분교,예체능계열,243,7,2.88,건국대학교(글로컬) _분교
2018,건국대학교(글로컬) _분교,인문사회계열,895,12,1.34,건국대학교(글로컬) _분교
2018,건국대학교(글로컬) _분교,자연과학계열,373,52,13.94,건국대학교(글로컬) _분교
2018,건양대학교,공학계열,184,4,2.17,건양대학교
2018,건양대학교,예체능계열,111,1,0.9,건양대학교
2018,건양대학교,인문사회계열,444,3,0.68,건양대학교
2018,건양대학교,자연과학계열,225,31,13.78,건양대학교
2018,건양대학교 _제2캠퍼스,공학계열,324,6,1.85,건양대학교 _제2캠퍼스
2018,건양대학교 _제2캠퍼스,예체능계열,32,1,3.12,건양대학교 _제2캠퍼스
2018,건양대학교 _제2캠퍼스,의학계열,58,0,0.0,건양대학교 _제2캠퍼스
2018,건양대학교 _제2캠퍼스,인문사회계열,111,3,2.7,건양대학교 _제2캠퍼스
2018,건양대학교 _제2캠퍼스,자연과학계열,247,14,5.67,건양대학교 _제2캠퍼스
2018,경기대학교,공학계열,775,29,3.74,경기대학교
2018,경기대학교,예체능계열,115,3,2.61,경기대학교
2018,경기대학교,인문사회계열,1362,28,2.06,경기대학교
2018,경기대학교,자연과학계열,492,52,10.57,경기대학교
2018,경기대학교 _제2캠퍼스,공학계열,24,0,0.0,경기대학교 _제2캠퍼스
2018,경기대학교 _제2캠퍼스,예체능계열,47,0,0.0,경기대학교 _제2캠퍼스
2018,경기대학교 _제2캠퍼스,인문사회계열,302,6,1.99,경기대학교 _제2캠퍼스
2018,경남과학기술대학교,공학계열,310,13,4.19,경상국립대학교
2018,경남과학기술대학교,예체능계열,20,0,0.0,경상국립대학교
2018,경남과학기술대학교,인문사회계열,122,0,0.0,경상국립대학교
2018,경남과학기술대학교,자연과학계열,203,9,4.43,경상국립대학교
2018,경남대학교,공학계열,783,19,2.43,경남대학교
2018,경남대학교,예체능계열,191,8,4.19,경남대학교
2018,경남대학교,인문사회계열,1556,27,1.74,경남대학교
2018,경남대학교,자연과학계열,365,17,4.66,경남대학교
2018,경동대학교,공학계열,224,0,0.0,경동대학교
2018,경동대학교,예체능계열,77,2,2.6,경동대학교
2018,경동대학교,의학계열,13,0,0.0,경동대학교
2018,경동대학교,인문사회계열,299,0,0.0,경동대학교
2018,경동대학교,자연과학계열,201,0,0.0,경동대학교
2018,경북대학교,공학계열,1930,140,7.25,경북대학교
2018,경북대학교,예체능계열,188,28,14.89,경북대학교
2018,경북대학교,의학계열,64,15,23.44,경북대학교
2018,경북대학교,인문사회계열,1696,72,4.25,경북대학교
2018,경북대학교,자연과학계열,1443,219,15.18,경북대학교
2018,경상국립대학교,공학계열,1146,71,6.2,경상국립대학교
2018,경상국립대학교,예체능계열,80,1,1.25,경상국립대학교
2018,경상국립대학교,의학계열,76,16,21.05,경상국립대학교
2018,경상국립대학교,인문사회계열,1092,22,2.01,경상국립대학교
2018,경상국립대학교,자연과학계열,975,113,11.59,경상국립대학교
2018,경성대학교,공학계열,597,10,1.68,경성대학교
2018,경성대학교,예체능계열,448,16,3.57,경성대학교
2018,경성대학교,의학계열,20,1,5.0,경성대학교
2018,경성대학교,인문사회계열,1447,17,1.17,경성대학교
2018,경성대학교,자연과학계열,480,20,4.17,경성대학교
