기준년도,학교,계열,편제정원,"재학생 충원율(%)
(B/A) × 100",학교_정규화
2011,국립부경대학교,예ㆍ체능계열,480,105.6,국립부경대학교
2011,국립순천대학교,자연과학계열,2194,94.8,국립순천대학교
2011,국립순천대학교,인문ㆍ사회계열,2286,114.3,국립순천대학교
2011,국립순천대학교,공학계열,2038,101.0,국립순천대학교
2011,국립순천대학교,예ㆍ체능계열,791,102.7,국립순천대학교
2011,국립창원대학교,예ㆍ체능계열,590,121.7,국립창원대학교
2011,국립창원대학교,공학계열,2461,116.5,국립창원대학교
2011,국립창원대학교,자연과학계열,1394,86.7,국립창원대학교
2011,국립창원대학교,인문ㆍ사회계열,3126,123.2,국립창원대학교
2011,국립한국교통대학교,인문ㆍ사회계열,1844,102.5,국립한국교통대학교
2011,국립한국교통대학교,예ㆍ체능계열,244,104.5,국립한국교통대학교
2011,국립한국교통대학교,공학계열,5540,103.1,국립한국교통대학교
2011,국립한국교통대학교,자연과학계열,592,105.9,국립한국교통대학교
2011,국립한국해양대학교,공학계열,3417,117.1,국립한국해양대학교
2011,국립한국해양대학교,자연과학계열,793,111.2,국립한국해양대학교
2011,국립한국해양대학교,인문ㆍ사회계열,1280,122.7,국립한국해양대학교
2011,국립한국해양대학교,예ㆍ체능계열,100,101.0,국립한국해양대학교
2011,국민대학교,인문ㆍ사회계열,5612,126.4,국민대학교
2011,국민대학교,자연과학계열,1236,114.9,국민대학교
2011,국민대학교,공학계열,2983,121.7,국민대학교
2011,국민대학교,예ㆍ체능계열,2156,106.8,국민대학교
2011,극동대학교,예ㆍ체능계열,945,87.0,극동대학교
2011,극동대학교,공학계열,435,89.9,극동대학교
2011,극동대학교,자연과학계열,795,98.9,극동대학교
2011,극동대학교,인문ㆍ사회계열,2225,99.3,극동대학교
2011,금강대학교,인문ㆍ사회계열,400,88.0,금강대학교
2011,김천대학교,예ㆍ체능계열,60,85.0,김천대학교
2011,김천대학교,공학계열,80,67.5,김천대학교
2011,김천대학교,자연과학계열,1230,90.2,김천대학교
2011,김천대학교,인문ㆍ사회계열,690,86.7,김천대학교
2011,나사렛대학교,예ㆍ체능계열,359,112.0,나사렛대학교
2011,나사렛대학교,자연과학계열,1365,96.2,나사렛대학교
2011,나사렛대학교,인문ㆍ사회계열,3672,110.6,나사렛대학교
2011,남부대학교,인문ㆍ사회계열,757,94.1,남부대학교
2011,남부대학교,자연과학계열,1620,86.7,남부대학교
2011,남부대학교,공학계열,240,86.7,남부대학교
2011,남부대학교,예ㆍ체능계열,699,76.3,남부대학교
2011,단국대학교,예ㆍ체능계열,1520,105.3,단국대학교
2011,단국대학교,공학계열,2710,119.5,단국대학교
2011,단국대학교,자연과학계열,1080,107.4,단국대학교
2011,단국대학교,인문ㆍ사회계열,4260,125.9,단국대학교
2011,대구가톨릭대학교,예ㆍ체능계열,1529,98.0,대구가톨릭대학교
2011,대구가톨릭대학교,공학계열,1694,109.2,대구가톨릭대학교
2011,대구가톨릭대학교,인문ㆍ사회계열,6250,105.6,대구가톨릭대학교
2011,대구가톨릭대학교,자연과학계열,3127,102.9,대구가톨릭대학교
2011,대구가톨릭대학교,의학계열,160,111.9,대구가톨릭대학교
2011,대구교육대학교,예ㆍ체능계열,380,111.1,대구교육대학교
2011,대구교육대학교,자연과학계열,647,105.3,대구교육대학교
2011,대구교육대학교,인문ㆍ사회계열,932,104.8,대구교육대학교
2011,대구대학교,인문ㆍ사회계열,9090,111.5,대구대학교
2011,대구대학교,자연과학계열,3438,102.1,대구대학교
2011,대구대학교,공학계열,3964,103.6,대구대학교
2011,대구대학교,예ㆍ체능계열,1720,96.4,대구대학교
2011,대구예술대학교,예ㆍ체능계열,1940,67.6,대구예술대학교
2011,대구한의대학교,예ㆍ체능계열,700,85.9,대구한의대학교
2011,대구한의대학교,의학계열,456,99.6,대구한의대학교
2011,대구한의대학교,공학계열,844,85.9,대구한의대학교
2011,대구한의대학교,자연과학계열,2962,97.7,대구한의대학교
2011,대구한의대학교,인문ㆍ사회계열,2070,99.7,대구한의대학교
2011,대신대학교,인문ㆍ사회계열,470,81.5,대신대학교
2011,대신대학교,예ㆍ체능계열,165,67.3,대신대학교
2011,대전가톨릭대학교,인문ㆍ사회계열,160,71.3,대전가톨릭대학교
2011,대전대학교,예ㆍ체능계열,831,83.6,대전대학교
2011,대전대학교,인문ㆍ사회계열,4916,104.0,대전대학교
2011,대전대학교,자연과학계열,1605,108.8,대전대학교
2011,대전대학교,공학계열,2093,87.8,대전대학교
2011,대전대학교,의학계열,304,109.5,대전대학교
2011,대전신학대학교,인문ㆍ사회계열,240,103.3,대전신학대학교
2011,대진대학교,예ㆍ체능계열,1190,92.0,대진대학교
2011,대진대학교,공학계열,2319,94.4,대진대학교
2011,대진대학교,자연과학계열,831,95.4,대진대학교
2011,대진대학교,인문ㆍ사회계열,3460,116.6,대진대학교
2011,덕성여자대학교,인문ㆍ사회계열,2882,123.6,덕성여자대학교
2011,덕성여자대학교,자연과학계열,1220,104.9,덕성여자대학교
2011,덕성여자대학교,공학계열,364,107.1,덕성여자대학교
2011,덕성여자대학교,예ㆍ체능계열,694,111.7,덕성여자대학교
2011,동국대학교,예ㆍ체능계열,940,123.8,동국대학교
2011,동국대학교,공학계열,3077,121.4,동국대학교
2011,동국대학교,자연과학계열,1431,106.6,동국대학교
2011,동국대학교,인문ㆍ사회계열,5412,142.1,동국대학교
2011,동국대학교(WISE) _분교,인문ㆍ사회계열,4206,115.7,동국대학교(WISE) _분교
2011,동국대학교(WISE) _분교,자연과학계열,1567,107.0,동국대학교(WISE) _분교
2011,동국대학교(WISE) _분교,공학계열,1080,85.5,동국대학교(WISE) _분교
2011,동국대학교(WISE) _분교,의학계열,410,113.9,동국대학교(WISE) _분교
2011,동국대학교(WISE) _분교,예ㆍ체능계열,605,91.2,동국대학교(WISE) _분교
2011,동덕여자대학교,예ㆍ체능계열,2560,99.4,동덕여자대학교
2011,동덕여자대학교,인문ㆍ사회계열,2948,123.2,동덕여자대학교
2011,동덕여자대학교,자연과학계열,1280,101.4,동덕여자대학교
2011,동명대학교,인문ㆍ사회계열,3230,99.0,동명대학교
2011,동명대학교,예ㆍ체능계열,1522,88.0,동명대학교
2011,동명대학교,공학계열,4088,96.0,동명대학교
2011,동명대학교,자연과학계열,120,139.2,동명대학교
2011,동서대학교,인문ㆍ사회계열,4920,114.5,동서대학교
2011,동서대학교,자연과학계열,455,93.6,동서대학교
2011,동서대학교,공학계열,3400,90.0,동서대학교
2011,동서대학교,예ㆍ체능계열,1825,99.3,동서대학교
2011,동신대학교,의학계열,160,125.0,동신대학교
2011,동신대학교,예ㆍ체능계열,470,77.7,동신대학교
2011,동신대학교,공학계열,1275,76.3,동신대학교
2011,동신대학교,자연과학계열,2320,106.3,동신대학교
2011,동신대학교,인문ㆍ사회계열,2755,95.3,동신대학교
2011,동아대학교,자연과학계열,2888,100.5,동아대학교
2011,동아대학교,공학계열,5030,112.1,동아대학교
2011,동아대학교,의학계열,121,104.1,동아대학교
2011,동아대학교,예ㆍ체능계열,2304,95.5,동아대학교
2011,동아대학교,인문ㆍ사회계열,8140,122.3,동아대학교
2011,동양대학교,자연과학계열,55,109.1,동양대학교
2011,동양대학교,인문ㆍ사회계열,1997,91.9,동양대학교
2011,동양대학교,공학계열,2110,75.9,동양대학교
2011,동양대학교,예ㆍ체능계열,462,59.5,동양대학교
2011,동의대학교,의학계열,200,94.5,동의대학교
2011,동의대학교,공학계열,5095,99.3,동의대학교
2011,동의대학교,자연과학계열,2335,95.2,동의대학교
2011,동의대학교,인문ㆍ사회계열,6875,116.8,동의대학교
2011,동의대학교,예ㆍ체능계열,1675,87.1,동의대학교
2011,루터대학교,인문ㆍ사회계열,800,72.3,루터대학교
2011,명지대학교,자연과학계열,1044,94.7,명지대학교
2011,명지대학교,공학계열,4380,103.4,명지대학교
2011,명지대학교,예ㆍ체능계열,1560,101.9,명지대학교
2011,명지대학교 _제2캠퍼스,인문ㆍ사회계열,5320,129.6,명지대학교 _제2캠퍼스
2011,목원대학교,인문ㆍ사회계열,4347,101.5,목원대학교
2011,목원대학교,자연과학계열,1009,89.3,목원대학교
2011,목원대학교,공학계열,1587,85.8,목원대학교
2011,목원대학교,예ㆍ체능계열,2725,92.1,목원대학교
2011,목포가톨릭대학교,자연과학계열,370,111.9,목포가톨릭대학교
2011,목포가톨릭대학교,인문ㆍ사회계열,170,84.1,목포가톨릭대학교
2011,배재대학교,예ㆍ체능계열,1099,85.4,배재대학교
2011,배재대학교,자연과학계열,1775,90.3,배재대학교
2011,배재대학교,인문ㆍ사회계열,4888,108.1,배재대학교
2011,배재대학교,공학계열,1598,89.9,배재대학교
2011,백석대학교,인문ㆍ사회계열,8213,104.8,백석대학교
2011,백석대학교,자연과학계열,1870,109.8,백석대학교
2011,백석대학교,예ㆍ체능계열,2637,94.7,백석대학교
2011,부산가톨릭대학교,공학계열,440,76.6,부산가톨릭대학교
2011,부산가톨릭대학교,인문ㆍ사회계열,1240,87.5,부산가톨릭대학교
2011,부산가톨릭대학교,자연과학계열,2200,123.4,부산가톨릭대학교
2011,부산교육대학교,인문ㆍ사회계열,859,106.8,부산교육대학교
2011,부산교육대학교,자연과학계열,650,102.9,부산교육대학교
2011,부산교육대학교,예ㆍ체능계열,390,104.9,부산교육대학교
2011,부산대학교,예ㆍ체능계열,1411,109.1,부산대학교
2011,부산대학교,공학계열,6388,120.1,부산대학교
2011,부산대학교,자연과학계열,4415,106.3,부산대학교
2011,부산대학교,인문ㆍ사회계열,5915,130.1,부산대학교
2011,부산외국어대학교,예ㆍ체능계열,340,78.5,부산외국어대학교
2011,부산외국어대학교,공학계열,480,89.8,부산외국어대학교
2011,부산외국어대학교,자연과학계열,120,70.8,부산외국어대학교
2011,부산외국어대학교,인문ㆍ사회계열,7660,108.9,부산외국어대학교
2011,부산장신대학교,인문ㆍ사회계열,280,97.1,부산장신대학교
2011,삼육대학교,인문ㆍ사회계열,1926,114.8,삼육대학교
2011,삼육대학교,자연과학계열,2009,105.3,삼육대학교
2011,삼육대학교,공학계열,359,80.5,삼육대학교
2011,삼육대학교,예ㆍ체능계열,794,106.5,삼육대학교
2011,상명대학교,인문ㆍ사회계열,2755,122.8,상명대학교
2011,상명대학교,자연과학계열,1555,118.5,상명대학교
2011,상명대학교,공학계열,210,108.1,상명대학교
2011,상명대학교,예ㆍ체능계열,1080,103.2,상명대학교
2011,상지대학교,자연과학계열,1845,96.4,상지대학교
2011,상지대학교,인문ㆍ사회계열,4105,103.8,상지대학교
2011,상지대학교,공학계열,1110,91.3,상지대학교
2011,상지대학교,의학계열,240,102.5,상지대학교
2011,상지대학교,예ㆍ체능계열,964,95.4,상지대학교
2011,서강대학교,인문ㆍ사회계열,4170,134.4,서강대학교
2011,서강대학교,자연과학계열,856,113.6,서강대학교
2011,서강대학교,공학계열,1564,112.0,서강대학교
2011,서경대학교,예ㆍ체능계열,1400,100.8,서경대학교
2011,서경대학교,자연과학계열,320,150.6,서경대학교
2011,서경대학교,인문ㆍ사회계열,2320,119.3,서경대학교
2011,서경대학교,공학계열,1600,99.3,서경대학교
2011,서울교육대학교,자연과학계열,565,106.4,서울교육대학교
2011,서울교육대학교,예ㆍ체능계열,350,104.9,서울교육대학교
2011,서울교육대학교,인문ㆍ사회계열,914,105.4,서울교육대학교
2011,서울기독대학교,예ㆍ체능계열,240,83.3,서울기독대학교
2011,서울기독대학교,인문ㆍ사회계열,440,102.5,서울기독대학교
2011,서울대학교,자연과학계열,3570,119.2,서울대학교
2011,서울대학교,의학계열,496,121.6,서울대학교
2011,서울대학교,예ㆍ체능계열,1140,121.9,서울대학교
2011,서울대학교,인문ㆍ사회계열,4534,147.5,서울대학교
2011,서울대학교,공학계열,3162,116.8,서울대학교
2011,서울시립대학교,예ㆍ체능계열,544,105.7,서울시립대학교
2011,서울시립대학교,공학계열,2640,119.1,서울시립대학교
2011,서울시립대학교,자연과학계열,680,117.2,서울시립대학교
2011,서울시립대학교,인문ㆍ사회계열,3285,127.3,서울시립대학교
2011,서울신학대학교,예ㆍ체능계열,335,111.6,서울신학대학교
2011,서울신학대학교,인문ㆍ사회계열,1825,108.1,서울신학대학교
2011,서울여자대학교,예ㆍ체능계열,800,108.0,서울여자대학교
2011,서울여자대학교,인문ㆍ사회계열,3920,120.7,서울여자대학교
2011,서울여자대학교,자연과학계열,2200,106.9,서울여자대학교
2011,서울장신대학교,인문ㆍ사회계열,348,117.5,서울장신대학교
2011,서울장신대학교,예ㆍ체능계열,140,93.6,서울장신대학교
2011,서울한영대학교,인문ㆍ사회계열,732,88.1,서울한영대학교
2011,서울한영대학교,예ㆍ체능계열,82,78.0,서울한영대학교
2011,서원대학교,인문ㆍ사회계열,3843,97.4,서원대학교
2011,서원대학교,자연과학계열,1300,92.5,서원대학교
2011,서원대학교,예ㆍ체능계열,1050,89.4,서원대학교
2011,서원대학교,공학계열,815,85.8,서원대학교
2011,선문대학교,자연과학계열,1160,90.6,선문대학교
2011,선문대학교,예ㆍ체능계열,655,87.3,선문대학교
2011,선문대학교,인문ㆍ사회계열,4662,112.5,선문대학교
2011,선문대학교,공학계열,2785,93.1,선문대학교
2011,성결대학교,예ㆍ체능계열,720,116.9,성결대학교
2011,성결대학교,공학계열,1240,98.9,성결대학교
2011,성결대학교,인문ㆍ사회계열,3160,109.0,성결대학교
2011,성공회대학교,자연과학계열,160,118.8,성공회대학교
2011,성공회대학교,공학계열,600,89.3,성공회대학교
2011,성공회대학교,인문ㆍ사회계열,1400,117.4,성공회대학교
2011,성균관대학교,인문ㆍ사회계열,6538,156.4,성균관대학교
2011,성균관대학교,자연과학계열,1684,111.7,성균관대학교
2011,성균관대학교,공학계열,4599,131.9,성균관대학교
2011,성균관대학교,의학계열,80,128.8,성균관대학교
2011,성균관대학교,예ㆍ체능계열,1236,115.5,성균관대학교
2011,성신여자대학교,인문ㆍ사회계열,4888,120.5,성신여자대학교
2011,성신여자대학교,예ㆍ체능계열,1917,111.9,성신여자대학교
2011,성신여자대학교,자연과학계열,2071,111.5,성신여자대학교
2011,세명대학교,인문ㆍ사회계열,4160,98.6,세명대학교
2011,세명대학교,자연과학계열,1900,95.9,세명대학교
2011,세명대학교,공학계열,1160,91.3,세명대학교
2011,세명대학교,의학계열,160,118.1,세명대학교
2011,세명대학교,예ㆍ체능계열,1180,84.1,세명대학교
2011,세종대학교,예ㆍ체능계열,1340,116.6,세종대학교
2011,세종대학교,인문ㆍ사회계열,2760,126.9,세종대학교
2011,세종대학교,공학계열,3660,124.0,세종대학교
2011,세종대학교,자연과학계열,1520,93.2,세종대학교
2011,세한대학교,예ㆍ체능계열,1950,75.5,세한대학교
2011,세한대학교,공학계열,290,66.6,세한대학교
2011,세한대학교,자연과학계열,810,95.2,세한대학교
2011,세한대학교,인문ㆍ사회계열,2050,91.4,세한대학교
2011,수원가톨릭대학교,인문ㆍ사회계열,360,45.3,수원가톨릭대학교
2011,수원대학교,인문ㆍ사회계열,2960,118.9,수원대학교
2011,수원대학교,예ㆍ체능계열,2450,98.4,수원대학교
2011,수원대학교,공학계열,3515,109.0,수원대학교
2011,수원대학교,자연과학계열,1555,100.3,수원대학교
2011,숙명여자대학교,예ㆍ체능계열,1520,107.2,숙명여자대학교
2011,숙명여자대학교,인문ㆍ사회계열,5634,125.8,숙명여자대학교
2011,숙명여자대학교,자연과학계열,1958,107.1,숙명여자대학교
2011,순복음총회신학교,인문ㆍ사회계열,400,47.3,순복음총회신학교
2011,순천향대학교,예ㆍ체능계열,1040,93.3,순천향대학교
2011,순천향대학교,의학계열,372,98.4,순천향대학교
2011,순천향대학교,공학계열,2620,101.2,순천향대학교
2011,순천향대학교,자연과학계열,2369,98.7,순천향대학교
2011,순천향대학교,인문ㆍ사회계열,3985,125.0,순천향대학교
2011,숭실대학교,자연과학계열,963,98.2,숭실대학교
2011,숭실대학교,공학계열,4647,124.7,숭실대학교
2011,숭실대학교,예ㆍ체능계열,180,97.2,숭실대학교
2011,숭실대학교,인문ㆍ사회계열,4940,136.3,숭실대학교
2011,신경주대학교,예ㆍ체능계열,535,55.5,신경주대학교
2011,신경주대학교,공학계열,565,52.2,신경주대학교
2011,신경주대학교,자연과학계열,587,79.7,신경주대학교
2011,신경주대학교,인문ㆍ사회계열,3987,78.4,신경주대학교
2011,신라대학교,인문ㆍ사회계열,5232,108.0,신라대학교
2011,신라대학교,자연과학계열,1951,96.4,신라대학교
2011,신라대학교,공학계열,1404,89.8,신라대학교
2011,신라대학교,예ㆍ체능계열,1213,91.3,신라대학교
2011,아신대학교,인문ㆍ사회계열,880,86.3,아신대학교
2011,아주대학교,인문ㆍ사회계열,2721,131.5,아주대학교
2011,아주대학교,자연과학계열,1082,109.5,아주대학교
2011,아주대학교,공학계열,4023,125.8,아주대학교
2011,아주대학교,의학계열,100,126.0,아주대학교
2011,아주대학교,예ㆍ체능계열,39,92.3,아주대학교
2011,안양대학교,예ㆍ체능계열,280,88.2,안양대학교
2011,안양대학교,공학계열,1580,103.3,안양대학교
2011,안양대학교,자연과학계열,360,101.4,안양대학교
2011,안양대학교,인문ㆍ사회계열,2248,109.4,안양대학교
2011,안양대학교 _제2캠퍼스,인문ㆍ사회계열,280,87.5,안양대학교 _제2캠퍼스
2011,안양대학교 _제2캠퍼스,공학계열,280,87.9,안양대학교 _제2캠퍼스
2011,연세대학교,의학계열,425,119.8,연세대학교
2011,연세대학교,자연과학계열,2265,132.1,연세대학교
2011,연세대학교,인문ㆍ사회계열,6641,146.8,연세대학교
2011,연세대학교,예ㆍ체능계열,888,115.4,연세대학교
2011,연세대학교,공학계열,3742,120.5,연세대학교
2011,연세대학교(미래) _분교,의학계열,372,120.2,연세대학교(미래) _분교
2011,연세대학교(미래) _분교,공학계열,932,125.0,연세대학교(미래) _분교
2011,연세대학교(미래) _분교,자연과학계열,2934,111.2,연세대학교(미래) _분교
2011,연세대학교(미래) _분교,인문ㆍ사회계열,2380,129.2,연세대학교(미래) _분교
2011,영남대학교,자연과학계열,3694,104.4,영남대학교
2011,영남대학교,공학계열,5385,128.4,영남대학교
2011,영남대학교,의학계열,190,115.8,영남대학교
2011,영남대학교,예ㆍ체능계열,1967,103.6,영남대학교
2011,영남대학교,인문ㆍ사회계열,8733,122.8,영남대학교
2011,영남신학대학교,인문ㆍ사회계열,560,105.7,영남신학대학교
2011,영산대학교,예ㆍ체능계열,455,75.6,영산대학교
2011,영산대학교,인문ㆍ사회계열,2770,86.8,영산대학교
2011,영산대학교,자연과학계열,235,97.0,영산대학교
2011,영산대학교,공학계열,620,70.0,영산대학교
2011,영산대학교 _제2캠퍼스,공학계열,90,107.8,영산대학교 _제2캠퍼스
2011,영산대학교 _제2캠퍼스,자연과학계열,555,103.6,영산대학교 _제2캠퍼스
2011,영산대학교 _제2캠퍼스,인문ㆍ사회계열,1275,120.4,영산대학교 _제2캠퍼스
2011,영산대학교 _제2캠퍼스,예ㆍ체능계열,800,94.3,영산대학교 _제2캠퍼스
2011,영산선학대학교,인문ㆍ사회계열,200,19.5,영산선학대학교
2011,예수대학교,인문ㆍ사회계열,115,83.5,예수대학교
2011,예수대학교,자연과학계열,445,110.6,예수대학교
2011,예원예술대학교,예ㆍ체능계열,841,112.1,예원예술대학교
2011,예원예술대학교,인문ㆍ사회계열,124,75.8,예원예술대학교
2011,용인대학교,인문ㆍ사회계열,1486,104.4,용인대학교
2011,용인대학교,자연과학계열,1086,105.5,용인대학교
2011,용인대학교,예ㆍ체능계열,3308,106.7,용인대학교
2011,우석대학교,인문ㆍ사회계열,3120,105.0,우석대학교
2011,우석대학교,자연과학계열,2240,98.2,우석대학교
2011,우석대학교,공학계열,975,92.0,우석대학교
2011,우석대학교,의학계열,120,131.7,우석대학교
2011,우석대학교,예ㆍ체능계열,1405,87.7,우석대학교
2011,우송대학교,예ㆍ체능계열,915,106.6,우송대학교
2011,우송대학교,인문ㆍ사회계열,3861,115.3,우송대학교
2011,우송대학교,자연과학계열,1075,92.8,우송대학교
2011,우송대학교,공학계열,2292,84.0,우송대학교
2011,울산과학기술원,인문ㆍ사회계열,450,70.9,울산과학기술원
2011,울산과학기술원,공학계열,1550,90.5,울산과학기술원
2011,울산대학교,공학계열,4190,126.3,울산대학교
2011,울산대학교,인문ㆍ사회계열,4260,114.3,울산대학교
2011,울산대학교,자연과학계열,2020,107.9,울산대학교
2011,울산대학교,예ㆍ체능계열,1370,99.1,울산대학교
2011,울산대학교,의학계열,160,100.6,울산대학교
2011,원광대학교,자연과학계열,3718,99.4,원광대학교
2011,원광대학교,공학계열,2707,94.2,원광대학교
2011,원광대학교,의학계열,1004,107.2,원광대학교
2011,원광대학교,예ㆍ체능계열,2013,89.8,원광대학교
2011,원광대학교,인문ㆍ사회계열,7811,102.1,원광대학교
2011,위덕대학교,예ㆍ체능계열,381,69.6,위덕대학교
2011,위덕대학교,공학계열,1022,75.0,위덕대학교
2011,위덕대학교,자연과학계열,704,80.0,위덕대학교
2011,위덕대학교,인문ㆍ사회계열,1453,92.8,위덕대학교
2011,유원대학교,예ㆍ체능계열,640,62.0,유원대학교
2011,유원대학교,공학계열,1255,55.4,유원대학교
2011,유원대학교,자연과학계열,945,92.7,유원대학교
2011,유원대학교,인문ㆍ사회계열,1480,71.4,유원대학교
2011,을지대학교,의학계열,160,111.3,을지대학교
2011,을지대학교,자연과학계열,508,113.8,을지대학교
2011,을지대학교,인문ㆍ사회계열,120,100.0,을지대학교
2011,을지대학교 _제2캠퍼스,인문ㆍ사회계열,800,113.9,을지대학교 _제2캠퍼스
2011,을지대학교 _제2캠퍼스,자연과학계열,3188,118.6,을지대학교 _제2캠퍼스
2011,이화여자대학교,자연과학계열,2689,113.2,이화여자대학교
2011,이화여자대학교,공학계열,1050,109.3,이화여자대학교
2011,이화여자대학교,예ㆍ체능계열,2553,112.1,이화여자대학교
2011,이화여자대학교,인문ㆍ사회계열,6219,135.1,이화여자대학교
2011,인제대학교,자연과학계열,2521,110.0,인제대학교
2011,인제대학교,공학계열,2016,98.9,인제대학교
2011,인제대학교,예ㆍ체능계열,912,95.5,인제대학교
2011,인제대학교,인문ㆍ사회계열,3637,103.6,인제대학교
2011,인천가톨릭대학교,인문ㆍ사회계열,140,70.7,인천가톨릭대학교
2011,인천대학교,예ㆍ체능계열,744,130.1,인천대학교
2011,인천대학교,공학계열,3500,145.8,인천대학교
2011,인천대학교,자연과학계열,1150,110.3,인천대학교
2011,인천대학교,인문ㆍ사회계열,3326,143.9,인천대학교
2011,인하대학교,예ㆍ체능계열,560,97.1,인하대학교
2011,인하대학교,인문ㆍ사회계열,6280,130.5,인하대학교
2011,인하대학교,자연과학계열,1460,108.8,인하대학교
2011,인하대학교,공학계열,5897,136.8,인하대학교
2011,인하대학교,의학계열,49,136.7,인하대학교
2011,장로회신학대학교,인문ㆍ사회계열,400,120.3,장로회신학대학교
2011,장로회신학대학교,예ㆍ체능계열,201,110.0,장로회신학대학교
2011,전남대학교,인문ㆍ사회계열,4965,134.6,전남대학교
2011,전남대학교,자연과학계열,4747,119.1,전남대학교
2011,전남대학교,공학계열,3331,125.2,전남대학교
2011,전남대학교,의학계열,511,66.5,전남대학교
2011,전남대학교,예ㆍ체능계열,939,106.4,전남대학교
2011,전남대학교 _제2캠퍼스,예ㆍ체능계열,108,92.6,전남대학교 _제2캠퍼스
2011,전남대학교 _제2캠퍼스,공학계열,1317,78.7,전남대학교 _제2캠퍼스
2011,전남대학교 _제2캠퍼스,자연과학계열,1312,107.0,전남대학교 _제2캠퍼스
2011,전남대학교 _제2캠퍼스,인문ㆍ사회계열,953,96.0,전남대학교 _제2캠퍼스
2011,전북대학교,예ㆍ체능계열,764,116.9,전북대학교
2011,전북대학교,의학계열,200,102.5,전북대학교
2011,전북대학교,공학계열,5459,115.6,전북대학교
2011,전북대학교,자연과학계열,4302,102.6,전북대학교
2011,전북대학교,인문ㆍ사회계열,5134,123.3,전북대학교
2011,전주교육대학교,인문ㆍ사회계열,608,108.6,전주교육대학교
2011,전주교육대학교,자연과학계열,479,106.3,전주교육대학교
2011,전주교육대학교,예ㆍ체능계열,360,105.6,전주교육대학교
2011,전주대학교,인문ㆍ사회계열,5750,114.5,전주대학교
2011,전주대학교,자연과학계열,1660,99.5,전주대학교
2011,전주대학교,공학계열,2172,91.3,전주대학교
2011,전주대학교,예ㆍ체능계열,1746,84.3,전주대학교
2011,제주대학교,인문ㆍ사회계열,4075,117.7,제주대학교
2011,제주대학교,예ㆍ체능계열,706,98.9,제주대학교
2011,제주대학교,의학계열,160,114.4,제주대학교
2011,제주대학교,공학계열,1369,99.8,제주대학교
2011,제주대학교,자연과학계열,3045,95.1,제주대학교
2011,조선대학교,인문ㆍ사회계열,8088,110.1,조선대학교
2011,조선대학교,자연과학계열,2770,100.6,조선대학교
2011,조선대학교,의학계열,205,127.8,조선대학교
2011,조선대학교,예ㆍ체능계열,2260,102.5,조선대학교
2011,조선대학교,공학계열,6269,100.3,조선대학교
2011,중부대학교,인문ㆍ사회계열,4040,98.6,중부대학교
2011,중부대학교,자연과학계열,1120,97.1,중부대학교
2011,중부대학교,공학계열,2040,83.6,중부대학교
2011,중부대학교,예ㆍ체능계열,1740,89.3,중부대학교
2011,중앙대학교,인문ㆍ사회계열,5468,133.0,중앙대학교
2011,중앙대학교,예ㆍ체능계열,503,97.6,중앙대학교
2011,중앙대학교,의학계열,215,108.4,중앙대학교
2011,중앙대학교,공학계열,2980,120.8,중앙대학교
2011,중앙대학교,자연과학계열,1614,105.3,중앙대학교
2011,중앙승가대학교,인문ㆍ사회계열,480,56.5,중앙승가대학교
2011,중원대학교,공학계열,658,65.8,중원대학교
2011,중원대학교,자연과학계열,235,66.8,중원대학교
2011,중원대학교,인문ㆍ사회계열,460,69.1,중원대학교
2011,진주교육대학교,인문ㆍ사회계열,710,104.9,진주교육대학교
2011,진주교육대학교,예ㆍ체능계열,421,100.7,진주교육대학교
2011,진주교육대학교,자연과학계열,560,104.6,진주교육대학교
2011,차의과학대학교,자연과학계열,390,115.1,차의과학대학교
2011,차의과학대학교,인문ㆍ사회계열,260,108.5,차의과학대학교
2011,청운대학교,자연과학계열,275,110.2,청운대학교
2011,청운대학교,공학계열,1490,106.4,청운대학교
2011,청운대학교,예ㆍ체능계열,750,77.3,청운대학교
2011,청운대학교,인문ㆍ사회계열,3205,112.6,청운대학교
2011,청주교육대학교,인문ㆍ사회계열,678,108.6,청주교육대학교
2011,청주교육대학교,자연과학계열,480,106.5,청주교육대학교
2011,청주교육대학교,예ㆍ체능계열,334,103.6,청주교육대학교
2011,청주대학교,예ㆍ체능계열,1975,96.5,청주대학교
2011,청주대학교,자연과학계열,1196,95.8,청주대학교
2011,청주대학교,인문ㆍ사회계열,6555,119.4,청주대학교
2011,청주대학교,공학계열,2350,103.4,청주대학교
2011,총신대학교,인문ㆍ사회계열,1160,120.8,총신대학교
2011,총신대학교,예ㆍ체능계열,280,108.9,총신대학교
2011,추계예술대학교,예ㆍ체능계열,900,108.3,추계예술대학교
2011,추계예술대학교,인문ㆍ사회계열,260,111.9,추계예술대학교
2011,춘천교육대학교,인문ㆍ사회계열,1696,103.1,춘천교육대학교
2011,충남대학교,예ㆍ체능계열,971,98.5,충남대학교
2011,충남대학교,의학계열,326,121.2,충남대학교
2011,충남대학교,공학계열,4557,114.4,충남대학교
2011,충남대학교,자연과학계열,4604,107.4,충남대학교
2011,충남대학교,인문ㆍ사회계열,5084,126.0,충남대학교
2011,충북대학교,공학계열,4212,113.7,충북대학교
2011,충북대학교,의학계열,284,93.3,충북대학교
2011,충북대학교,예ㆍ체능계열,421,96.4,충북대학교
2011,충북대학교,자연과학계열,3758,103.2,충북대학교
2011,충북대학교,인문ㆍ사회계열,4021,119.4,충북대학교
