기준연도,학교명,대학자체대계열,재적학생,중도탈락학생,중도탈락비율(%),학교명_정규화
2012.0,가천대학교,공학계열,7758.0,243,3.13,가천대학교
2012.0,가천대학교,예체능계열,2567.0,129,5.03,가천대학교
2012.0,가천대학교,의학계열,121.0,0,0.0,가천대학교
2012.0,가천대학교,인문사회계열,8661.0,237,2.74,가천대학교
2012.0,가천대학교,자연과학계열,3403.0,74,2.17,가천대학교
2012.0,가톨릭관동대학교,공학계열,2467.0,131,5.31,가톨릭관동대학교
2012.0,가톨릭관동대학교,예체능계열,2158.0,123,5.7,가톨릭관동대학교
2012.0,가톨릭관동대학교,의학계열,245.0,0,0.0,가톨릭관동대학교
2012.0,가톨릭관동대학교,인문사회계열,9179.0,443,4.83,가톨릭관동대학교
2012.0,가톨릭관동대학교,자연과학계열,829.0,30,3.62,가톨릭관동대학교
2012.0,가톨릭꽃동네대학교,인문사회계열,457.0,12,2.63,가톨릭꽃동네대학교
2012.0,가톨릭꽃동네대학교,자연과학계열,194.0,0,0.0,가톨릭꽃동네대학교
2012.0,가톨릭대학교,공학계열,2156.0,83,3.85,가톨릭대학교
2012.0,가톨릭대학교,예체능계열,282.0,11,3.9,가톨릭대학교
2012.0,가톨릭대학교,인문사회계열,6078.0,174,2.86,가톨릭대학교
2012.0,가톨릭대학교,자연과학계열,1983.0,76,3.83,가톨릭대학교
2012.0,가톨릭대학교 _제2캠퍼스,의학계열,145.0,2,1.38,가톨릭대학교 _제2캠퍼스
2012.0,가톨릭대학교 _제2캠퍼스,자연과학계열,380.0,7,1.84,가톨릭대학교 _제2캠퍼스
2012.0,가톨릭대학교 _제3캠퍼스,인문사회계열,326.0,9,2.76,가톨릭대학교 _제3캠퍼스
2012.0,감리교신학대학교,인문사회계열,1249.0,35,2.8,감리교신학대학교
2012.0,강남대학교,공학계열,1567.0,82,5.23,강남대학교
2012.0,강남대학교,예체능계열,1019.0,53,5.2,강남대학교
2012.0,강남대학교,인문사회계열,6547.0,285,4.35,강남대학교
2012.0,강서대학교,예체능계열,197.0,28,14.21,강서대학교
2012.0,강서대학교,인문사회계열,1268.0,80,6.31,강서대학교
2012.0,강원대학교,공학계열,5684.0,196,3.45,강원대학교
2012.0,강원대학교,예체능계열,1053.0,48,4.56,강원대학교
2012.0,강원대학교,의학계열,160.0,4,2.5,강원대학교
2012.0,강원대학교,인문사회계열,8025.0,165,2.06,강원대학교
2012.0,강원대학교,자연과학계열,7367.0,212,2.88,강원대학교
2012.0,강원대학교 _제2캠퍼스,공학계열,6101.0,327,5.36,강원대학교 _제2캠퍼스
2012.0,강원대학교 _제2캠퍼스,예체능계열,1116.0,36,3.23,강원대학교 _제2캠퍼스
2012.0,강원대학교 _제2캠퍼스,인문사회계열,1767.0,48,2.72,강원대학교 _제2캠퍼스
2012.0,강원대학교 _제2캠퍼스,자연과학계열,1721.0,37,2.15,강원대학교 _제2캠퍼스
2012.0,건국대학교,공학계열,6781.0,191,2.82,건국대학교
2012.0,건국대학교,예체능계열,2641.0,49,1.86,건국대학교
2012.0,건국대학교,의학계열,374.0,8,2.14,건국대학교
2012.0,건국대학교,인문사회계열,10942.0,170,1.55,건국대학교
2012.0,건국대학교,자연과학계열,3292.0,98,2.98,건국대학교
2012.0,건국대학교(글로컬) _분교,공학계열,2020.0,62,3.07,건국대학교(글로컬) _분교
2012.0,건국대학교(글로컬) _분교,예체능계열,2276.0,83,3.65,건국대학교(글로컬) _분교
2012.0,건국대학교(글로컬) _분교,인문사회계열,5753.0,243,4.22,건국대학교(글로컬) _분교
2012.0,건국대학교(글로컬) _분교,자연과학계열,2154.0,62,2.88,건국대학교(글로컬) _분교
2012.0,건양대학교,공학계열,2738.0,130,4.75,건양대학교
2012.0,건양대학교,예체능계열,387.0,32,8.27,건양대학교
2012.0,건양대학교,인문사회계열,4599.0,229,4.98,건양대학교
2012.0,건양대학교,자연과학계열,752.0,50,6.65,건양대학교
2012.0,건양대학교 _제2캠퍼스,의학계열,244.0,0,0.0,건양대학교 _제2캠퍼스
2012.0,건양대학교 _제2캠퍼스,인문사회계열,299.0,10,3.34,건양대학교 _제2캠퍼스
2012.0,건양대학교 _제2캠퍼스,자연과학계열,1733.0,17,0.98,건양대학교 _제2캠퍼스
2012.0,경기대학교,공학계열,4662.0,149,3.2,경기대학교
2012.0,경기대학교,예체능계열,2105.0,73,3.47,경기대학교
2012.0,경기대학교,인문사회계열,8770.0,240,2.74,경기대학교
2012.0,경기대학교,자연과학계열,1615.0,46,2.85,경기대학교
2012.0,경기대학교 _제2캠퍼스,예체능계열,708.0,29,4.1,경기대학교 _제2캠퍼스
2012.0,경기대학교 _제2캠퍼스,인문사회계열,1635.0,44,2.69,경기대학교 _제2캠퍼스
2012.0,경남과학기술대학교,공학계열,953.0,31,3.25,경상국립대학교
2012.0,경남과학기술대학교,예체능계열,63.0,5,7.94,경상국립대학교
2012.0,경남과학기술대학교,인문사회계열,481.0,8,1.66,경상국립대학교
2012.0,경남과학기술대학교,자연과학계열,578.0,18,3.11,경상국립대학교
2012.0,경남대학교,공학계열,5794.0,480,8.28,경남대학교
2012.0,경남대학교,예체능계열,1496.0,127,8.49,경남대학교
2012.0,경남대학교,인문사회계열,11264.0,742,6.59,경남대학교
2012.0,경남대학교,자연과학계열,1735.0,82,4.73,경남대학교
2012.0,경동대학교,공학계열,773.0,93,12.03,경동대학교
2012.0,경동대학교,예체능계열,152.0,26,17.11,경동대학교
2012.0,경동대학교,인문사회계열,2828.0,325,11.49,경동대학교
2012.0,경동대학교,자연과학계열,1149.0,39,3.39,경동대학교
2012.0,경북대학교,공학계열,8547.0,155,1.81,경북대학교
2012.0,경북대학교,예체능계열,913.0,21,2.3,경북대학교
2012.0,경북대학교,의학계열,272.0,2,0.74,경북대학교
2012.0,경북대학교,인문사회계열,10462.0,169,1.62,경북대학교
2012.0,경북대학교,인문사회계열,209.0,3,1.44,경북대학교
2012.0,경북대학교,자연과학계열,7274.0,190,2.61,경북대학교
2012.0,경상국립대학교,공학계열,7288.0,225,3.09,경상국립대학교
2012.0,경상국립대학교,예체능계열,349.0,7,2.01,경상국립대학교
2012.0,경상국립대학교,의학계열,247.0,1,0.4,경상국립대학교
2012.0,경상국립대학교,인문사회계열,7513.0,162,2.16,경상국립대학교
2012.0,경상국립대학교,자연과학계열,6024.0,167,2.77,경상국립대학교
2012.0,경성대학교,공학계열,4515.0,237,5.25,경성대학교
2012.0,경성대학교,예체능계열,3115.0,206,6.61,경성대학교
2012.0,경성대학교,인문사회계열,10116.0,411,4.06,경성대학교
2012.0,경성대학교,자연과학계열,1887.0,90,4.77,경성대학교
2012.0,경인교육대학교,예체능계열,317.0,2,0.63,경인교육대학교
2012.0,경인교육대학교,인문사회계열,731.0,15,2.05,경인교육대학교
2012.0,경인교육대학교,자연과학계열,443.0,6,1.35,경인교육대학교
2012.0,경일대학교,공학계열,4829.0,365,7.56,경일대학교
2012.0,경일대학교,예체능계열,1226.0,100,8.16,경일대학교
2012.0,경일대학교,인문사회계열,2885.0,204,7.07,경일대학교
2012.0,경일대학교,자연과학계열,206.0,2,0.97,경일대학교
2012.0,경희대학교,공학계열,7869.0,153,1.94,경희대학교
2012.0,경희대학교,예체능계열,4547.0,109,2.4,경희대학교
2012.0,경희대학교,의학계열,491.0,3,0.61,경희대학교
2012.0,경희대학교,인문사회계열,16531.0,265,1.6,경희대학교
2012.0,경희대학교,자연과학계열,5889.0,156,2.65,경희대학교
2012.0,계명대학교,공학계열,5946.0,268,4.51,계명대학교
2012.0,계명대학교,예체능계열,5058.0,191,3.78,계명대학교
2012.0,계명대학교,의학계열,314.0,0,0.0,계명대학교
2012.0,계명대학교,인문사회계열,17119.0,633,3.7,계명대학교
2012.0,계명대학교,자연과학계열,3567.0,104,2.92,계명대학교
2012.0,고려대학교,공학계열,6037.0,131,2.17,고려대학교
2012.0,고려대학교,예체능계열,1247.0,11,0.88,고려대학교
2012.0,고려대학교,의학계열,254.0,2,0.79,고려대학교
2012.0,고려대학교,인문사회계열,13884.0,104,0.75,고려대학교
2012.0,고려대학교,자연과학계열,6412.0,184,2.87,고려대학교
2012.0,고려대학교(세종) _분교,공학계열,2784.0,86,3.09,고려대학교(세종) _분교
2012.0,고려대학교(세종) _분교,예체능계열,858.0,20,2.33,고려대학교(세종) _분교
2012.0,고려대학교(세종) _분교,인문사회계열,5687.0,158,2.78,고려대학교(세종) _분교
2012.0,고려대학교(세종) _분교,자연과학계열,1310.0,39,2.98,고려대학교(세종) _분교
2012.0,고신대학교,공학계열,254.0,25,9.84,고신대학교
2012.0,고신대학교,예체능계열,529.0,68,12.85,고신대학교
2012.0,고신대학교,의학계열,307.0,0,0.0,고신대학교
2012.0,고신대학교,인문사회계열,3035.0,163,5.37,고신대학교
2012.0,고신대학교,자연과학계열,1388.0,84,6.05,고신대학교
2012.0,공주교육대학교,예체능계열,362.0,5,1.38,공주교육대학교
2012.0,공주교육대학교,인문사회계열,920.0,10,1.09,공주교육대학교
2012.0,공주교육대학교,자연과학계열,589.0,0,0.0,공주교육대학교
2012.0,광신대학교,예체능계열,97.0,13,13.4,광신대학교
2012.0,광신대학교,인문사회계열,507.0,49,9.66,광신대학교
2012.0,광운대학교,공학계열,6829.0,201,2.94,광운대학교
2012.0,광운대학교,예체능계열,199.0,3,1.51,광운대학교
2012.0,광운대학교,인문사회계열,5157.0,171,3.32,광운대학교
2012.0,광운대학교,자연과학계열,1044.0,44,4.21,광운대학교
2012.0,광주가톨릭대학교,인문사회계열,134.0,4,2.99,광주가톨릭대학교
2012.0,광주과학기술원,공학계열,34.0,0,0.0,광주과학기술원
2012.0,광주과학기술원,인문사회계열,203.0,5,2.46,광주과학기술원
2012.0,광주과학기술원,자연과학계열,56.0,1,1.79,광주과학기술원
2012.0,광주교육대학교,예체능계열,411.0,9,2.19,광주교육대학교
2012.0,광주교육대학교,인문사회계열,724.0,1,0.14,광주교육대학교
2012.0,광주교육대학교,자연과학계열,553.0,4,0.72,광주교육대학교
2012.0,광주대학교,공학계열,1361.0,117,8.6,광주대학교
2012.0,광주대학교,예체능계열,1288.0,132,10.25,광주대학교
2012.0,광주대학교,인문사회계열,5807.0,464,7.99,광주대학교
2012.0,광주대학교,자연과학계열,722.0,31,4.29,광주대학교
2012.0,광주여자대학교,예체능계열,208.0,24,11.54,광주여자대학교
2012.0,광주여자대학교,인문사회계열,2171.0,104,4.79,광주여자대학교
2012.0,광주여자대학교,자연과학계열,2055.0,79,3.84,광주여자대학교
2012.0,국립강릉원주대학교,공학계열,2005.0,86,4.29,국립강릉원주대학교
2012.0,국립강릉원주대학교,예체능계열,577.0,33,5.72,국립강릉원주대학교
2012.0,국립강릉원주대학교,의학계열,158.0,0,0.0,국립강릉원주대학교
2012.0,국립강릉원주대학교,인문사회계열,3591.0,136,3.79,국립강릉원주대학교
2012.0,국립강릉원주대학교,자연과학계열,2569.0,146,5.68,국립강릉원주대학교
2012.0,국립강릉원주대학교 _제2캠퍼스,공학계열,1816.0,86,4.74,국립강릉원주대학교 _제2캠퍼스
2012.0,국립강릉원주대학교 _제2캠퍼스,예체능계열,421.0,17,4.04,국립강릉원주대학교 _제2캠퍼스
2012.0,국립강릉원주대학교 _제2캠퍼스,인문사회계열,442.0,18,4.07,국립강릉원주대학교 _제2캠퍼스
2012.0,국립강릉원주대학교 _제2캠퍼스,자연과학계열,328.0,2,0.61,국립강릉원주대학교 _제2캠퍼스
2012.0,국립경국대학교,공학계열,3456.0,167,4.83,국립경국대학교
2012.0,국립경국대학교,예체능계열,607.0,36,5.93,국립경국대학교
2012.0,국립경국대학교,인문사회계열,3514.0,112,3.19,국립경국대학교
2012.0,국립경국대학교,자연과학계열,2766.0,122,4.41,국립경국대학교
2012.0,국립공주대학교,공학계열,7159.0,342,4.78,국립공주대학교
2012.0,국립공주대학교,예체능계열,1596.0,53,3.32,국립공주대학교
2012.0,국립공주대학교,인문사회계열,5428.0,106,1.95,국립공주대학교
2012.0,국립공주대학교,자연과학계열,4579.0,139,3.04,국립공주대학교
2012.0,국립군산대학교,공학계열,5397.0,388,7.19,국립군산대학교
2012.0,국립군산대학교,예체능계열,639.0,42,6.57,국립군산대학교
2012.0,국립군산대학교,인문사회계열,3392.0,195,5.75,국립군산대학교
2012.0,국립군산대학교,자연과학계열,2591.0,150,5.79,국립군산대학교
2012.0,국립금오공과대학교,공학계열,8733.0,270,3.09,국립금오공과대학교
2012.0,국립금오공과대학교,인문사회계열,361.0,12,3.32,국립금오공과대학교
2012.0,국립금오공과대학교,자연과학계열,391.0,11,2.81,국립금오공과대학교
2012.0,국립목포대학교,공학계열,3833.0,184,4.8,국립목포대학교
2012.0,국립목포대학교,예체능계열,606.0,31,5.12,국립목포대학교
2012.0,국립목포대학교,인문사회계열,4749.0,141,2.97,국립목포대학교
2012.0,국립목포대학교,자연과학계열,2438.0,114,4.68,국립목포대학교
2012.0,국립목포해양대학교,공학계열,2455.0,103,4.2,국립목포해양대학교
2012.0,국립부경대학교,공학계열,13150.0,378,2.87,국립부경대학교
2012.0,국립부경대학교,예체능계열,697.0,24,3.44,국립부경대학교
2012.0,국립부경대학교,인문사회계열,7632.0,251,3.29,국립부경대학교
2012.0,국립부경대학교,자연과학계열,3605.0,128,3.55,국립부경대학교
2012.0,국립순천대학교,공학계열,3543.0,346,9.77,국립순천대학교
2012.0,국립순천대학교,예체능계열,952.0,52,5.46,국립순천대학교
2012.0,국립순천대학교,인문사회계열,4104.0,216,5.26,국립순천대학교
2012.0,국립순천대학교,자연과학계열,2531.0,161,6.36,국립순천대학교
2012.0,국립창원대학교,공학계열,4941.0,179,3.62,국립창원대학교
2012.0,국립창원대학교,예체능계열,705.0,61,8.65,국립창원대학교
2012.0,국립창원대학교,인문사회계열,5148.0,137,2.66,국립창원대학교
2012.0,국립창원대학교,자연과학계열,1575.0,45,2.86,국립창원대학교
2012.0,국립한국교통대학교,공학계열,4630.0,137,2.96,국립한국교통대학교
2012.0,국립한국교통대학교,예체능계열,329.0,14,4.26,국립한국교통대학교
2012.0,국립한국교통대학교,인문사회계열,1641.0,42,2.56,국립한국교통대학교
2012.0,국립한국교통대학교,자연과학계열,690.0,20,2.9,국립한국교통대학교
2012.0,국립한국해양대학교,공학계열,5776.0,137,2.37,국립한국해양대학교
2012.0,국립한국해양대학교,예체능계열,157.0,12,7.64,국립한국해양대학교
2012.0,국립한국해양대학교,인문사회계열,2605.0,91,3.49,국립한국해양대학교
2012.0,국립한국해양대학교,자연과학계열,569.0,11,1.93,국립한국해양대학교
2012.0,국민대학교,공학계열,5580.0,139,2.49,국민대학교
2012.0,국민대학교,예체능계열,3242.0,100,3.08,국민대학교
2012.0,국민대학교,인문사회계열,10115.0,231,2.28,국민대학교
2012.0,국민대학교,자연과학계열,2039.0,48,2.35,국민대학교
2012.0,극동대학교,공학계열,795.0,31,3.9,극동대학교
2012.0,극동대학교,예체능계열,1309.0,78,5.96,극동대학교
2012.0,극동대학교,인문사회계열,3193.0,133,4.17,극동대학교
2012.0,극동대학교,자연과학계열,1122.0,25,2.23,극동대학교
2012.0,금강대학교,인문사회계열,558.0,29,5.2,금강대학교
2012.0,김천대학교,공학계열,122.0,2,1.64,김천대학교
2012.0,김천대학교,예체능계열,83.0,7,8.43,김천대학교
2012.0,김천대학교,인문사회계열,1187.0,85,7.16,김천대학교
2012.0,김천대학교,자연과학계열,1824.0,60,3.29,김천대학교
2012.0,나사렛대학교,공학계열,291.0,17,5.84,나사렛대학교
2012.0,나사렛대학교,예체능계열,1203.0,55,4.57,나사렛대학교
2012.0,나사렛대학교,인문사회계열,5228.0,281,5.37,나사렛대학교
2012.0,나사렛대학교,자연과학계열,1142.0,30,2.63,나사렛대학교
2012.0,남부대학교,공학계열,404.0,47,11.63,남부대학교
2012.0,남부대학교,예체능계열,674.0,81,12.02,남부대학교
2012.0,남부대학교,인문사회계열,1162.0,126,10.84,남부대학교
2012.0,남부대학교,자연과학계열,1783.0,114,6.39,남부대학교
2012.0,단국대학교,공학계열,4824.0,151,3.13,단국대학교
2012.0,단국대학교,예체능계열,2151.0,72,3.35,단국대학교
2012.0,단국대학교,인문사회계열,8187.0,195,2.38,단국대학교
2012.0,단국대학교,자연과학계열,1694.0,52,3.07,단국대학교
2012.0,대구가톨릭대학교,공학계열,3628.0,189,5.21,대구가톨릭대학교
2012.0,대구가톨릭대학교,예체능계열,2364.0,147,6.22,대구가톨릭대학교
2012.0,대구가톨릭대학교,의학계열,414.0,11,2.66,대구가톨릭대학교
2012.0,대구가톨릭대학교,인문사회계열,8786.0,368,4.19,대구가톨릭대학교
2012.0,대구가톨릭대학교,자연과학계열,3598.0,87,2.42,대구가톨릭대학교
2012.0,대구교육대학교,예체능계열,409.0,5,1.22,대구교육대학교
2012.0,대구교육대학교,인문사회계열,957.0,6,0.63,대구교육대학교
2012.0,대구교육대학교,자연과학계열,649.0,7,1.08,대구교육대학교
2012.0,대구대학교,공학계열,7016.0,410,5.84,대구대학교
2012.0,대구대학교,예체능계열,1931.0,121,6.27,대구대학교
2012.0,대구대학교,의학계열,199.0,23,11.56,대구대학교
2012.0,대구대학교,인문사회계열,13889.0,533,3.84,대구대학교
2012.0,대구대학교,자연과학계열,4746.0,179,3.77,대구대학교
2012.0,대구예술대학교,예체능계열,1573.0,179,11.38,대구예술대학교
2012.0,대구예술대학교,인문사회계열,348.0,23,6.61,대구예술대학교
2012.0,대구한의대학교,공학계열,1214.0,99,8.15,대구한의대학교
2012.0,대구한의대학교,예체능계열,802.0,54,6.73,대구한의대학교
2012.0,대구한의대학교,의학계열,453.0,1,0.22,대구한의대학교
2012.0,대구한의대학교,인문사회계열,3237.0,181,5.59,대구한의대학교
2012.0,대구한의대학교,자연과학계열,3990.0,202,5.06,대구한의대학교
2012.0,대신대학교,예체능계열,161.0,15,9.32,대신대학교
2012.0,대신대학교,인문사회계열,457.0,29,6.35,대신대학교
2012.0,대전가톨릭대학교,인문사회계열,152.0,1,0.66,대전가톨릭대학교
2012.0,대전대학교,공학계열,3388.0,232,6.85,대전대학교
2012.0,대전대학교,예체능계열,1106.0,104,9.4,대전대학교
2012.0,대전대학교,의학계열,341.0,7,2.05,대전대학교
2012.0,대전대학교,인문사회계열,7493.0,411,5.49,대전대학교
2012.0,대전대학교,자연과학계열,2140.0,75,3.5,대전대학교
2012.0,대전신학대학교,인문사회계열,211.0,14,6.64,대전신학대학교
2012.0,대진대학교,공학계열,3518.0,218,6.2,대진대학교
2012.0,대진대학교,예체능계열,1702.0,157,9.22,대진대학교
2012.0,대진대학교,인문사회계열,5084.0,285,5.61,대진대학교
2012.0,대진대학교,자연과학계열,1089.0,59,5.42,대진대학교
2012.0,덕성여자대학교,공학계열,424.0,12,2.83,덕성여자대학교
2012.0,덕성여자대학교,예체능계열,920.0,35,3.8,덕성여자대학교
2012.0,덕성여자대학교,인문사회계열,4474.0,124,2.77,덕성여자대학교
2012.0,덕성여자대학교,자연과학계열,1550.0,57,3.68,덕성여자대학교
2012.0,동국대학교,공학계열,5398.0,139,2.58,동국대학교
2012.0,동국대학교,예체능계열,1431.0,48,3.35,동국대학교
2012.0,동국대학교,인문사회계열,10812.0,243,2.25,동국대학교
2012.0,동국대학교,자연과학계열,2109.0,71,3.37,동국대학교
2012.0,동국대학교(WISE) _분교,공학계열,2017.0,107,5.3,동국대학교(WISE) _분교
2012.0,동국대학교(WISE) _분교,예체능계열,852.0,47,5.52,동국대학교(WISE) _분교
2012.0,동국대학교(WISE) _분교,의학계열,441.0,5,1.13,동국대학교(WISE) _분교
2012.0,동국대학교(WISE) _분교,인문사회계열,7126.0,348,4.88,동국대학교(WISE) _분교
2012.0,동국대학교(WISE) _분교,자연과학계열,1877.0,81,4.32,동국대학교(WISE) _분교
2012.0,동덕여자대학교,공학계열,310.0,8,2.58,동덕여자대학교
2012.0,동덕여자대학교,예체능계열,2655.0,100,3.77,동덕여자대학교
2012.0,동덕여자대학교,인문사회계열,4176.0,117,2.8,동덕여자대학교
2012.0,동덕여자대학교,자연과학계열,935.0,23,2.46,동덕여자대학교
2012.0,동명대학교,공학계열,6894.0,648,9.4,동명대학교
2012.0,동명대학교,예체능계열,785.0,114,14.52,동명대학교
2012.0,동명대학교,인문사회계열,4719.0,421,8.92,동명대학교
2012.0,동명대학교,자연과학계열,868.0,76,8.76,동명대학교
2012.0,동서대학교,공학계열,4381.0,369,8.42,동서대학교
2012.0,동서대학교,예체능계열,2857.0,209,7.32,동서대학교
2012.0,동서대학교,인문사회계열,7576.0,392,5.17,동서대학교
2012.0,동서대학교,자연과학계열,1326.0,62,4.68,동서대학교
2012.0,동신대학교,공학계열,1816.0,107,5.89,동신대학교
2012.0,동신대학교,예체능계열,810.0,46,5.68,동신대학교
2012.0,동신대학교,의학계열,209.0,0,0.0,동신대학교
2012.0,동신대학교,인문사회계열,3763.0,311,8.26,동신대학교
2012.0,동신대학교,자연과학계열,2594.0,113,4.36,동신대학교
2012.0,동아대학교,공학계열,10043.0,299,2.98,동아대학교
2012.0,동아대학교,예체능계열,2958.0,115,3.89,동아대학교
2012.0,동아대학교,의학계열,103.0,1,0.97,동아대학교
2012.0,동아대학교,인문사회계열,12009.0,276,2.3,동아대학교
2012.0,동아대학교,자연과학계열,3290.0,73,2.22,동아대학교
2012.0,동양대학교,공학계열,2849.0,227,7.97,동양대학교
2012.0,동양대학교,예체능계열,660.0,69,10.45,동양대학교
2012.0,동양대학교,인문사회계열,2956.0,180,6.09,동양대학교
2012.0,동양대학교,자연과학계열,126.0,0,0.0,동양대학교
2012.0,동의대학교,공학계열,8781.0,459,5.23,동의대학교
2012.0,동의대학교,예체능계열,1914.0,133,6.95,동의대학교
2012.0,동의대학교,의학계열,192.0,0,0.0,동의대학교
2012.0,동의대학교,인문사회계열,10672.0,436,4.09,동의대학교
2012.0,동의대학교,자연과학계열,2561.0,107,4.18,동의대학교
2012.0,루터대학교,예체능계열,80.0,11,13.75,루터대학교
2012.0,루터대학교,인문사회계열,578.0,64,11.07,루터대학교
2012.0,명지대학교,공학계열,7195.0,266,3.7,명지대학교
2012.0,명지대학교,예체능계열,1958.0,86,4.39,명지대학교
2012.0,명지대학교,인문사회계열,138.0,9,6.52,명지대학교
2012.0,명지대학교,자연과학계열,1584.0,71,4.48,명지대학교
2012.0,명지대학교 _제2캠퍼스,공학계열,419.0,9,2.15,명지대학교 _제2캠퍼스
2012.0,명지대학교 _제2캠퍼스,인문사회계열,10164.0,406,3.99,명지대학교 _제2캠퍼스
2012.0,명지대학교 _제2캠퍼스,자연과학계열,249.0,8,3.21,명지대학교 _제2캠퍼스
2012.0,목원대학교,공학계열,2741.0,188,6.86,목원대학교
2012.0,목원대학교,예체능계열,3084.0,163,5.29,목원대학교
2012.0,목원대학교,인문사회계열,6448.0,421,6.53,목원대학교
2012.0,목원대학교,자연과학계열,1225.0,77,6.29,목원대학교
2012.0,목포가톨릭대학교,인문사회계열,166.0,4,2.41,목포가톨릭대학교
2012.0,목포가톨릭대학교,자연과학계열,437.0,10,2.29,목포가톨릭대학교
2012.0,배재대학교,공학계열,2837.0,250,8.81,배재대학교
2012.0,배재대학교,예체능계열,1236.0,110,8.9,배재대학교
2012.0,배재대학교,인문사회계열,7647.0,537,7.02,배재대학교
2012.0,배재대학교,자연과학계열,1636.0,120,7.33,배재대학교
2012.0,백석대학교,공학계열,2104.0,175,8.32,백석대학교
2012.0,백석대학교,예체능계열,3340.0,167,5.0,백석대학교
2012.0,백석대학교,인문사회계열,12309.0,542,4.4,백석대학교
2012.0,백석대학교,자연과학계열,1036.0,14,1.35,백석대학교
2012.0,부산가톨릭대학교,공학계열,583.0,41,7.03,부산가톨릭대학교
2012.0,부산가톨릭대학교,인문사회계열,1981.0,117,5.91,부산가톨릭대학교
2012.0,부산가톨릭대학교,자연과학계열,2626.0,62,2.36,부산가톨릭대학교
2012.0,부산교육대학교,예체능계열,406.0,3,0.74,부산교육대학교
2012.0,부산교육대학교,인문사회계열,875.0,2,0.23,부산교육대학교
2012.0,부산교육대학교,자연과학계열,619.0,2,0.32,부산교육대학교
2012.0,부산대학교,공학계열,11086.0,288,2.6,부산대학교
2012.0,부산대학교,예체능계열,1929.0,79,4.1,부산대학교
2012.0,부산대학교,인문사회계열,10384.0,185,1.78,부산대학교
2012.0,부산대학교,자연과학계열,6086.0,212,3.48,부산대학교
2012.0,부산외국어대학교,공학계열,970.0,58,5.98,부산외국어대학교
2012.0,부산외국어대학교,예체능계열,475.0,35,7.37,부산외국어대학교
2012.0,부산외국어대학교,인문사회계열,11199.0,476,4.25,부산외국어대학교
2012.0,부산외국어대학교,자연과학계열,156.0,9,5.77,부산외국어대학교
2012.0,부산장신대학교,인문사회계열,349.0,15,4.3,부산장신대학교
2012.0,삼육대학교,공학계열,1047.0,51,4.87,삼육대학교
2012.0,삼육대학교,예체능계열,1144.0,60,5.24,삼육대학교
2012.0,삼육대학교,인문사회계열,2956.0,137,4.63,삼육대학교
2012.0,삼육대학교,자연과학계열,2375.0,85,3.58,삼육대학교
2012.0,상명대학교,공학계열,621.0,18,2.9,상명대학교
2012.0,상명대학교,예체능계열,1364.0,38,2.79,상명대학교
2012.0,상명대학교,인문사회계열,4698.0,89,1.89,상명대학교
2012.0,상명대학교,자연과학계열,2321.0,55,2.37,상명대학교
2012.0,상지대학교,공학계열,1847.0,100,5.41,상지대학교
2012.0,상지대학교,예체능계열,1087.0,56,5.15,상지대학교
2012.0,상지대학교,의학계열,266.0,3,1.13,상지대학교
2012.0,상지대학교,인문사회계열,5371.0,290,5.4,상지대학교
2012.0,상지대학교,자연과학계열,2424.0,131,5.4,상지대학교
2012.0,서강대학교,공학계열,2619.0,51,1.95,서강대학교
2012.0,서강대학교,인문사회계열,8033.0,105,1.31,서강대학교
2012.0,서강대학교,인문사회계열,22.0,0,0.0,서강대학교
2012.0,서강대학교,자연과학계열,1282.0,35,2.73,서강대학교
2012.0,서경대학교,공학계열,2507.0,142,5.66,서경대학교
2012.0,서경대학교,예체능계열,1503.0,85,5.66,서경대학교
2012.0,서경대학교,인문사회계열,4019.0,235,5.85,서경대학교
2012.0,서경대학교,자연과학계열,799.0,31,3.88,서경대학교
2012.0,서울교육대학교,예체능계열,380.0,6,1.58,서울교육대학교
2012.0,서울교육대학교,인문사회계열,927.0,14,1.51,서울교육대학교
2012.0,서울교육대학교,자연과학계열,581.0,5,0.86,서울교육대학교
2012.0,서울기독대학교,예체능계열,117.0,14,11.97,서울기독대학교
2012.0,서울기독대학교,인문사회계열,576.0,32,5.56,서울기독대학교
2012.0,서울대학교,공학계열,5255.0,55,1.05,서울대학교
2012.0,서울대학교,예체능계열,1596.0,14,0.88,서울대학교
2012.0,서울대학교,의학계열,590.0,3,0.51,서울대학교
2012.0,서울대학교,인문사회계열,9114.0,52,0.57,서울대학교
2012.0,서울대학교,자연과학계열,4768.0,81,1.7,서울대학교
2012.0,서울시립대학교,공학계열,4653.0,111,2.39,서울시립대학교
2012.0,서울시립대학교,예체능계열,640.0,13,2.03,서울시립대학교
2012.0,서울시립대학교,인문사회계열,6423.0,134,2.09,서울시립대학교
2012.0,서울시립대학교,자연과학계열,1105.0,30,2.71,서울시립대학교
2012.0,서울신학대학교,예체능계열,452.0,29,6.42,서울신학대학교
2012.0,서울신학대학교,인문사회계열,2073.0,69,3.33,서울신학대학교
2012.0,서울여자대학교,공학계열,596.0,13,2.18,서울여자대학교
2012.0,서울여자대학교,예체능계열,1265.0,40,3.16,서울여자대학교
2012.0,서울여자대학교,인문사회계열,5463.0,157,2.87,서울여자대학교
2012.0,서울여자대학교,자연과학계열,2273.0,73,3.21,서울여자대학교
2012.0,서울장신대학교,예체능계열,156.0,16,10.26,서울장신대학교
