기준연도,학교종류,설립구분,지역,상태,학교,계열,학생정원,학생모집정지인원(B),재학생,Unnamed: 10,Unnamed: 11,재학생충원율,정원내 재학생 충원율(%){D/(A-B)}X100,학교_정규화
2022 상,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,예ㆍ체능계열,1435.0,0.0,1261,1170,91,87.9,81.5,영산대학교 _제2캠퍼스
2022 하,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,인문ㆍ사회계열,1356.0,0.0,1520,1141,379,112.1,84.1,영산대학교 _제2캠퍼스
2022 하,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,자연과학계열,575.0,0.0,648,611,37,112.7,106.3,영산대학교 _제2캠퍼스
2022 하,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,예ㆍ체능계열,1435.0,0.0,1384,1295,89,96.4,90.2,영산대학교 _제2캠퍼스
2022 상,대학교,사립,전남,기존,영산선학대학교,인문ㆍ사회계열,200.0,0.0,31,29,2,15.5,14.5,영산선학대학교
2022 하,대학교,사립,전남,기존,영산선학대학교,인문ㆍ사회계열,200.0,0.0,38,36,2,19.0,18.0,영산선학대학교
2022 상,대학교,사립,전북,기존,예수대학교,인문ㆍ사회계열,42.0,0.0,37,37,0,88.1,88.1,예수대학교
2022 상,대학교,사립,전북,기존,예수대학교,자연과학계열,445.0,0.0,486,436,50,109.2,98.0,예수대학교
2022 하,대학교,사립,전북,기존,예수대학교,인문ㆍ사회계열,42.0,0.0,37,37,0,88.1,88.1,예수대학교
2022 하,대학교,사립,전북,기존,예수대학교,자연과학계열,445.0,0.0,492,441,51,110.6,99.1,예수대학교
2022 상,대학교,사립,전북,기존,예원예술대학교,예ㆍ체능계열,786.0,0.0,922,527,395,117.3,67.0,예원예술대학교
2022 하,대학교,사립,전북,기존,예원예술대학교,예ㆍ체능계열,786.0,0.0,1058,588,470,134.6,74.8,예원예술대학교
2022 상,대학교,사립,경기,기존,용인대학교,인문ㆍ사회계열,1224.0,0.0,1186,1054,132,96.9,86.1,용인대학교
2022 상,대학교,사립,경기,기존,용인대학교,자연과학계열,982.0,0.0,918,842,76,93.5,85.7,용인대학교
2022 상,대학교,사립,경기,기존,용인대학교,예ㆍ체능계열,3124.0,0.0,3080,2853,227,98.6,91.3,용인대학교
2022 하,대학교,사립,경기,기존,용인대학교,인문ㆍ사회계열,1224.0,0.0,1250,1115,135,102.1,91.1,용인대학교
2022 하,대학교,사립,경기,기존,용인대학교,자연과학계열,982.0,0.0,960,879,81,97.8,89.5,용인대학교
2022 하,대학교,사립,경기,기존,용인대학교,예ㆍ체능계열,3124.0,0.0,3234,2982,252,103.5,95.5,용인대학교
2022 상,대학교,사립,전북,기존,우석대학교,인문ㆍ사회계열,2541.0,0.0,2424,1901,523,95.4,74.8,우석대학교
2022 상,대학교,사립,전북,기존,우석대학교,자연과학계열,2128.0,0.0,1987,1721,266,93.4,80.9,우석대학교
2022 상,대학교,사립,전북,기존,우석대학교,공학계열,1306.0,0.0,961,889,72,73.6,68.1,우석대학교
2022 상,대학교,사립,전북,기존,우석대학교,예ㆍ체능계열,965.0,0.0,917,869,48,95.0,90.1,우석대학교
2022 상,대학교,사립,전북,기존,우석대학교,의학계열,120.0,0.0,136,119,17,113.3,99.2,우석대학교
2022 하,대학교,사립,전북,기존,우석대학교,인문ㆍ사회계열,2541.0,0.0,2594,2102,492,102.1,82.7,우석대학교
2022 하,대학교,사립,전북,기존,우석대학교,자연과학계열,2128.0,0.0,2058,1782,276,96.7,83.7,우석대학교
2022 하,대학교,사립,전북,기존,우석대학교,공학계열,1306.0,0.0,1031,954,77,78.9,73.0,우석대학교
2022 하,대학교,사립,전북,기존,우석대학교,예ㆍ체능계열,965.0,0.0,1068,1015,53,110.7,105.2,우석대학교
2022 하,대학교,사립,전북,기존,우석대학교,의학계열,120.0,0.0,142,124,18,118.3,103.3,우석대학교
2022 상,대학교,사립,대전,기존,우송대학교,인문ㆍ사회계열,3399.0,0.0,4012,2829,1183,118.0,83.2,우송대학교
2022 상,대학교,사립,대전,기존,우송대학교,자연과학계열,1510.0,0.0,1530,1421,109,101.3,94.1,우송대학교
2022 상,대학교,사립,대전,기존,우송대학교,공학계열,2357.0,0.0,2109,1821,288,89.5,77.3,우송대학교
2022 상,대학교,사립,대전,기존,우송대학교,예ㆍ체능계열,750.0,0.0,902,675,227,120.3,90.0,우송대학교
2022 하,대학교,사립,대전,기존,우송대학교,인문ㆍ사회계열,3399.0,0.0,4350,3203,1147,128.0,94.2,우송대학교
2022 하,대학교,사립,대전,기존,우송대학교,자연과학계열,1510.0,0.0,1605,1490,115,106.3,98.7,우송대학교
2022 하,대학교,사립,대전,기존,우송대학교,공학계열,2357.0,0.0,2461,2191,270,104.4,93.0,우송대학교
2022 하,대학교,사립,대전,기존,우송대학교,예ㆍ체능계열,750.0,0.0,1001,788,213,133.5,105.1,우송대학교
2022 상,대학교,특별법법인,울산,기존,울산과학기술원,인문ㆍ사회계열,140.0,0.0,117,93,24,83.6,66.4,울산과학기술원
2022 상,대학교,특별법법인,울산,기존,울산과학기술원,자연과학계열,195.0,0.0,175,158,17,89.7,81.0,울산과학기술원
2022 상,대학교,특별법법인,울산,기존,울산과학기술원,공학계열,1185.0,0.0,1308,1112,196,110.4,93.8,울산과학기술원
2022 하,대학교,특별법법인,울산,기존,울산과학기술원,인문ㆍ사회계열,140.0,0.0,142,117,25,101.4,83.6,울산과학기술원
2022 하,대학교,특별법법인,울산,기존,울산과학기술원,자연과학계열,195.0,0.0,192,171,21,98.5,87.7,울산과학기술원
2022 하,대학교,특별법법인,울산,기존,울산과학기술원,공학계열,1185.0,0.0,1420,1221,199,119.8,103.0,울산과학기술원
2022 상,대학교,사립,울산,기존,울산대학교,인문ㆍ사회계열,3618.0,0.0,3469,3041,428,95.9,84.1,울산대학교
2022 상,대학교,사립,울산,기존,울산대학교,자연과학계열,2088.0,0.0,1931,1822,109,92.5,87.3,울산대학교
2022 상,대학교,사립,울산,기존,울산대학교,공학계열,4000.0,0.0,4036,3702,334,100.9,92.6,울산대학교
2022 상,대학교,사립,울산,기존,울산대학교,예ㆍ체능계열,1248.0,0.0,1085,1058,27,86.9,84.8,울산대학교
2022 상,대학교,사립,울산,기존,울산대학교,의학계열,160.0,0.0,156,156,0,97.5,97.5,울산대학교
2022 하,대학교,사립,울산,기존,울산대학교,인문ㆍ사회계열,3618.0,0.0,3770,3277,493,104.2,90.6,울산대학교
2022 하,대학교,사립,울산,기존,울산대학교,자연과학계열,2088.0,0.0,2034,1917,117,97.4,91.8,울산대학교
2022 하,대학교,사립,울산,기존,울산대학교,공학계열,4000.0,0.0,4250,3882,368,106.3,97.1,울산대학교
2022 하,대학교,사립,울산,기존,울산대학교,예ㆍ체능계열,1248.0,0.0,1148,1122,26,92.0,89.9,울산대학교
2022 하,대학교,사립,울산,기존,울산대학교,의학계열,160.0,0.0,159,159,0,99.4,99.4,울산대학교
2022 상,대학교,사립,전북,기존,원광대학교,인문ㆍ사회계열,4177.0,0.0,3787,3565,222,90.7,85.3,원광대학교
2022 상,대학교,사립,전북,기존,원광대학교,자연과학계열,3822.0,0.0,3411,3132,279,89.2,81.9,원광대학교
2022 상,대학교,사립,전북,기존,원광대학교,공학계열,4185.0,0.0,3232,3048,184,77.2,72.8,원광대학교
2022 상,대학교,사립,전북,기존,원광대학교,예ㆍ체능계열,1258.0,0.0,1116,1109,7,88.7,88.2,원광대학교
2022 상,대학교,사립,전북,기존,원광대학교,의학계열,1018.0,0.0,1080,997,83,106.1,97.9,원광대학교
2022 하,대학교,사립,전북,기존,원광대학교,인문ㆍ사회계열,4177.0,0.0,4057,3778,279,97.1,90.4,원광대학교
2022 하,대학교,사립,전북,기존,원광대학교,자연과학계열,3822.0,0.0,3556,3280,276,93.0,85.8,원광대학교
2022 하,대학교,사립,전북,기존,원광대학교,공학계열,4185.0,0.0,3335,3126,209,79.7,74.7,원광대학교
2022 하,대학교,사립,전북,기존,원광대학교,예ㆍ체능계열,1258.0,0.0,1174,1167,7,93.3,92.8,원광대학교
2022 하,대학교,사립,전북,기존,원광대학교,의학계열,1018.0,0.0,1084,1000,84,106.5,98.2,원광대학교
2022 상,대학교,사립,경북,기존,위덕대학교,인문ㆍ사회계열,1423.0,0.0,1141,1081,60,80.2,76.0,위덕대학교
2022 상,대학교,사립,경북,기존,위덕대학교,자연과학계열,979.0,0.0,765,721,44,78.1,73.6,위덕대학교
2022 상,대학교,사립,경북,기존,위덕대학교,공학계열,405.0,0.0,199,190,9,49.1,46.9,위덕대학교
2022 상,대학교,사립,경북,기존,위덕대학교,예ㆍ체능계열,310.0,0.0,212,211,1,68.4,68.1,위덕대학교
2022 하,대학교,사립,경북,기존,위덕대학교,인문ㆍ사회계열,1423.0,0.0,1327,1262,65,93.3,88.7,위덕대학교
2022 하,대학교,사립,경북,기존,위덕대학교,자연과학계열,979.0,0.0,829,785,44,84.7,80.2,위덕대학교
2022 하,대학교,사립,경북,기존,위덕대학교,공학계열,405.0,0.0,226,217,9,55.8,53.6,위덕대학교
2022 하,대학교,사립,경북,기존,위덕대학교,예ㆍ체능계열,310.0,0.0,235,231,4,75.8,74.5,위덕대학교
2022 상,대학교,사립,충북,기존,유원대학교,인문ㆍ사회계열,1420.0,0.0,1261,1162,99,88.8,81.8,유원대학교
2022 상,대학교,사립,충북,기존,유원대학교,자연과학계열,1110.0,0.0,1075,966,109,96.8,87.0,유원대학교
2022 상,대학교,사립,충북,기존,유원대학교,공학계열,750.0,0.0,578,569,9,77.1,75.9,유원대학교
2022 상,대학교,사립,충북,기존,유원대학교,예ㆍ체능계열,315.0,0.0,228,220,8,72.4,69.8,유원대학교
2022 하,대학교,사립,충북,기존,유원대학교,인문ㆍ사회계열,1420.0,0.0,1279,1177,102,90.1,82.9,유원대학교
2022 하,대학교,사립,충북,기존,유원대학교,자연과학계열,1110.0,0.0,1142,1030,112,102.9,92.8,유원대학교
2022 하,대학교,사립,충북,기존,유원대학교,공학계열,750.0,0.0,655,641,14,87.3,85.5,유원대학교
2022 하,대학교,사립,충북,기존,유원대학교,예ㆍ체능계열,315.0,0.0,255,248,7,81.0,78.7,유원대학교
2022 상,대학교,사립,대전,기존,을지대학교,자연과학계열,80.0,0.0,94,75,19,117.5,93.8,을지대학교
2022 상,대학교,사립,대전,기존,을지대학교,의학계열,160.0,0.0,193,164,29,120.6,102.5,을지대학교
2022 하,대학교,사립,대전,기존,을지대학교,자연과학계열,80.0,0.0,90,74,16,112.5,92.5,을지대학교
2022 하,대학교,사립,대전,기존,을지대학교,의학계열,160.0,0.0,191,162,29,119.4,101.3,을지대학교
2022 상,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,인문ㆍ사회계열,552.0,0.0,511,487,24,92.6,88.2,을지대학교 _제2캠퍼스
2022 상,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,자연과학계열,2290.0,0.0,2297,2082,215,100.3,90.9,을지대학교 _제2캠퍼스
2022 상,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,공학계열,380.0,0.0,336,315,21,88.4,82.9,을지대학교 _제2캠퍼스
2022 상,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,예ㆍ체능계열,210.0,0.0,183,176,7,87.1,83.8,을지대학교 _제2캠퍼스
2022 하,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,인문ㆍ사회계열,552.0,0.0,519,494,25,94.0,89.5,을지대학교 _제2캠퍼스
2022 하,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,자연과학계열,2290.0,0.0,2338,2117,221,102.1,92.4,을지대학교 _제2캠퍼스
2022 하,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,공학계열,380.0,0.0,350,326,24,92.1,85.8,을지대학교 _제2캠퍼스
2022 하,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,예ㆍ체능계열,210.0,0.0,179,173,6,85.2,82.4,을지대학교 _제2캠퍼스
2022 상,대학교,사립,서울,기존,이화여자대학교,인문ㆍ사회계열,5091.0,0.0,6289,5141,1148,123.5,101.0,이화여자대학교
2022 상,대학교,사립,서울,기존,이화여자대학교,자연과학계열,3260.0,0.0,2943,2506,437,90.3,76.9,이화여자대학교
2022 상,대학교,사립,서울,기존,이화여자대학교,공학계열,2123.0,0.0,2177,1963,214,102.5,92.5,이화여자대학교
2022 상,대학교,사립,서울,기존,이화여자대학교,예ㆍ체능계열,1969.0,0.0,2315,2095,220,117.6,106.4,이화여자대학교
2022 상,대학교,사립,서울,기존,이화여자대학교,의학계열,304.0,0.0,302,298,4,99.3,98.0,이화여자대학교
2022 하,대학교,사립,서울,기존,이화여자대학교,인문ㆍ사회계열,5091.0,0.0,7001,5763,1238,137.5,113.2,이화여자대학교
2022 하,대학교,사립,서울,기존,이화여자대학교,자연과학계열,3260.0,0.0,3203,2727,476,98.3,83.7,이화여자대학교
2022 하,대학교,사립,서울,기존,이화여자대학교,공학계열,2123.0,0.0,2351,2123,228,110.7,100.0,이화여자대학교
2022 하,대학교,사립,서울,기존,이화여자대학교,예ㆍ체능계열,1969.0,0.0,2425,2173,252,123.2,110.4,이화여자대학교
2022 하,대학교,사립,서울,기존,이화여자대학교,의학계열,304.0,0.0,301,297,4,99.0,97.7,이화여자대학교
2022 상,대학교,사립,경남,기존,인제대학교,인문ㆍ사회계열,2222.0,0.0,1996,1796,200,89.8,80.8,인제대학교
2022 상,대학교,사립,경남,기존,인제대학교,자연과학계열,1913.0,0.0,2225,1846,379,116.3,96.5,인제대학교
2022 상,대학교,사립,경남,기존,인제대학교,공학계열,3749.0,0.0,2689,2526,163,71.7,67.4,인제대학교
2022 상,대학교,사립,경남,기존,인제대학교,예ㆍ체능계열,298.0,0.0,251,235,16,84.2,78.9,인제대학교
2022 상,대학교,사립,경남,기존,인제대학교,의학계열,372.0,0.0,409,374,35,109.9,100.5,인제대학교
2022 하,대학교,사립,경남,기존,인제대학교,인문ㆍ사회계열,2222.0,0.0,2079,1886,193,93.6,84.9,인제대학교
2022 하,대학교,사립,경남,기존,인제대학교,자연과학계열,1913.0,0.0,2293,1917,376,119.9,100.2,인제대학교
2022 하,대학교,사립,경남,기존,인제대학교,공학계열,3749.0,0.0,2803,2631,172,74.8,70.2,인제대학교
2022 하,대학교,사립,경남,기존,인제대학교,예ㆍ체능계열,298.0,0.0,276,260,16,92.6,87.2,인제대학교
2022 하,대학교,사립,경남,기존,인제대학교,의학계열,372.0,0.0,406,370,36,109.1,99.5,인제대학교
2022 상,대학교,사립,인천,기존,인천가톨릭대학교,인문ㆍ사회계열,61.0,0.0,45,45,0,73.8,73.8,인천가톨릭대학교
2022 하,대학교,사립,인천,기존,인천가톨릭대학교,인문ㆍ사회계열,61.0,0.0,55,55,0,90.2,90.2,인천가톨릭대학교
2022 상,대학교,국립대법인,인천,기존,인천대학교,인문ㆍ사회계열,4032.0,0.0,4358,3802,556,108.1,94.3,인천대학교
2022 상,대학교,국립대법인,인천,기존,인천대학교,자연과학계열,1020.0,0.0,1017,956,61,99.7,93.7,인천대학교
2022 상,대학교,국립대법인,인천,기존,인천대학교,공학계열,3988.0,0.0,4231,3866,365,106.1,96.9,인천대학교
2022 상,대학교,국립대법인,인천,기존,인천대학교,예ㆍ체능계열,928.0,0.0,886,858,28,95.5,92.5,인천대학교
2022 하,대학교,국립대법인,인천,기존,인천대학교,인문ㆍ사회계열,4032.0,0.0,4698,4089,609,116.5,101.4,인천대학교
2022 하,대학교,국립대법인,인천,기존,인천대학교,자연과학계열,1020.0,0.0,1128,1058,70,110.6,103.7,인천대학교
2022 하,대학교,국립대법인,인천,기존,인천대학교,공학계열,3988.0,0.0,4523,4113,410,113.4,103.1,인천대학교
2022 하,대학교,국립대법인,인천,기존,인천대학교,예ㆍ체능계열,928.0,0.0,993,963,30,107.0,103.8,인천대학교
2022 상,대학교,사립,인천,기존,인하대학교,인문ㆍ사회계열,5382.0,0.0,6459,4905,1554,120.0,91.1,인하대학교
2022 상,대학교,사립,인천,기존,인하대학교,자연과학계열,1623.0,0.0,1606,1469,137,99.0,90.5,인하대학교
2022 상,대학교,사립,인천,기존,인하대학교,공학계열,6187.0,0.0,7196,5987,1209,116.3,96.8,인하대학교
2022 상,대학교,사립,인천,기존,인하대학교,예ㆍ체능계열,710.0,0.0,674,639,35,94.9,90.0,인하대학교
2022 상,대학교,사립,인천,기존,인하대학교,의학계열,128.0,0.0,207,194,13,161.7,151.6,인하대학교
2022 하,대학교,사립,인천,기존,인하대학교,인문ㆍ사회계열,5382.0,0.0,6989,5371,1618,129.9,99.8,인하대학교
2022 하,대학교,사립,인천,기존,인하대학교,자연과학계열,1623.0,0.0,1677,1531,146,103.3,94.3,인하대학교
2022 하,대학교,사립,인천,기존,인하대학교,공학계열,6187.0,0.0,7607,6418,1189,123.0,103.7,인하대학교
2022 하,대학교,사립,인천,기존,인하대학교,예ㆍ체능계열,710.0,0.0,701,670,31,98.7,94.4,인하대학교
2022 하,대학교,사립,인천,기존,인하대학교,의학계열,128.0,0.0,201,188,13,157.0,146.9,인하대학교
2022 상,대학교,사립,서울,기존,장로회신학대학교,인문ㆍ사회계열,400.0,0.0,402,384,18,100.5,96.0,장로회신학대학교
2022 상,대학교,사립,서울,기존,장로회신학대학교,예ㆍ체능계열,200.0,0.0,179,171,8,89.5,85.5,장로회신학대학교
2022 하,대학교,사립,서울,기존,장로회신학대학교,인문ㆍ사회계열,400.0,0.0,413,393,20,103.3,98.3,장로회신학대학교
2022 하,대학교,사립,서울,기존,장로회신학대학교,예ㆍ체능계열,200.0,0.0,203,194,9,101.5,97.0,장로회신학대학교
2022 상,대학교,국립,광주,기존,전남대학교,인문ㆍ사회계열,4231.0,0.0,4991,4264,727,118.0,100.8,전남대학교
2022 상,대학교,국립,광주,기존,전남대학교,자연과학계열,4526.0,0.0,4819,4389,430,106.5,97.0,전남대학교
2022 상,대학교,국립,광주,기존,전남대학교,공학계열,3364.0,0.0,3465,3230,235,103.0,96.0,전남대학교
2022 상,대학교,국립,광주,기존,전남대학교,예ㆍ체능계열,848.0,0.0,859,833,26,101.3,98.2,전남대학교
2022 상,대학교,국립,광주,기존,전남대학교,의학계열,700.0,0.0,669,652,17,95.6,93.1,전남대학교
2022 하,대학교,국립,광주,기존,전남대학교,인문ㆍ사회계열,4231.0,0.0,5450,4630,820,128.8,109.4,전남대학교
2022 하,대학교,국립,광주,기존,전남대학교,자연과학계열,4526.0,0.0,5105,4645,460,112.8,102.6,전남대학교
2022 하,대학교,국립,광주,기존,전남대학교,공학계열,3364.0,0.0,3897,3636,261,115.8,108.1,전남대학교
2022 하,대학교,국립,광주,기존,전남대학교,예ㆍ체능계열,848.0,0.0,889,864,25,104.8,101.9,전남대학교
2022 하,대학교,국립,광주,기존,전남대학교,의학계열,700.0,0.0,676,659,17,96.6,94.1,전남대학교
2022 상,대학교,국립,전남,기존,전남대학교 _제2캠퍼스,인문ㆍ사회계열,658.0,0.0,485,418,67,73.7,63.5,전남대학교 _제2캠퍼스
2022 상,대학교,국립,전남,기존,전남대학교 _제2캠퍼스,자연과학계열,993.0,0.0,807,700,107,81.3,70.5,전남대학교 _제2캠퍼스
2022 상,대학교,국립,전남,기존,전남대학교 _제2캠퍼스,공학계열,1488.0,0.0,1216,1033,183,81.7,69.4,전남대학교 _제2캠퍼스
2022 하,대학교,국립,전남,기존,전남대학교 _제2캠퍼스,인문ㆍ사회계열,658.0,0.0,535,480,55,81.3,72.9,전남대학교 _제2캠퍼스
2022 하,대학교,국립,전남,기존,전남대학교 _제2캠퍼스,자연과학계열,993.0,0.0,892,782,110,89.8,78.8,전남대학교 _제2캠퍼스
2022 하,대학교,국립,전남,기존,전남대학교 _제2캠퍼스,공학계열,1488.0,0.0,1322,1131,191,88.8,76.0,전남대학교 _제2캠퍼스
2022 상,대학교,국립,전북,기존,전북대학교,인문ㆍ사회계열,4510.0,0.0,5108,4301,807,113.3,95.4,전북대학교
2022 상,대학교,국립,전북,기존,전북대학교,자연과학계열,4756.0,0.0,4907,4355,552,103.2,91.6,전북대학교
2022 상,대학교,국립,전북,기존,전북대학교,공학계열,4953.0,0.0,5182,4728,454,104.6,95.5,전북대학교
2022 상,대학교,국립,전북,기존,전북대학교,예ㆍ체능계열,649.0,0.0,649,616,33,100.0,94.9,전북대학교
2022 상,대학교,국립,전북,기존,전북대학교,의학계열,864.0,0.0,892,840,52,103.2,97.2,전북대학교
2022 하,대학교,국립,전북,기존,전북대학교,인문ㆍ사회계열,4510.0,0.0,5445,4612,833,120.7,102.3,전북대학교
2022 하,대학교,국립,전북,기존,전북대학교,자연과학계열,4756.0,0.0,5093,4525,568,107.1,95.1,전북대학교
2022 하,대학교,국립,전북,기존,전북대학교,공학계열,4953.0,0.0,5431,4973,458,109.7,100.4,전북대학교
2022 하,대학교,국립,전북,기존,전북대학교,예ㆍ체능계열,649.0,0.0,691,658,33,106.5,101.4,전북대학교
2022 하,대학교,국립,전북,기존,전북대학교,의학계열,864.0,0.0,901,848,53,104.3,98.1,전북대학교
2022 상,교육대학,국립,전북,기존,전주교육대학교,인문ㆍ사회계열,1140.0,0.0,443,417,26,38.9,36.6,전주교육대학교
2022 하,교육대학,국립,전북,기존,전주교육대학교,인문ㆍ사회계열,1140.0,0.0,468,441,27,41.1,38.7,전주교육대학교
2022 상,대학교,사립,전북,기존,전주대학교,인문ㆍ사회계열,4423.0,0.0,4726,4038,688,106.9,91.3,전주대학교
2022 상,대학교,사립,전북,기존,전주대학교,자연과학계열,2078.0,0.0,2118,1893,225,101.9,91.1,전주대학교
2022 상,대학교,사립,전북,기존,전주대학교,공학계열,2451.0,0.0,2367,2124,243,96.6,86.7,전주대학교
2022 상,대학교,사립,전북,기존,전주대학교,예ㆍ체능계열,1231.0,0.0,1214,1119,95,98.6,90.9,전주대학교
2022 하,대학교,사립,전북,기존,전주대학교,인문ㆍ사회계열,4423.0,0.0,5138,4363,775,116.2,98.6,전주대학교
2022 하,대학교,사립,전북,기존,전주대학교,자연과학계열,2078.0,0.0,2254,2016,238,108.5,97.0,전주대학교
2022 하,대학교,사립,전북,기존,전주대학교,공학계열,2451.0,0.0,2549,2287,262,104.0,93.3,전주대학교
2022 하,대학교,사립,전북,기존,전주대학교,예ㆍ체능계열,1231.0,0.0,1315,1214,101,106.8,98.6,전주대학교
2022 상,대학교,국립,제주,기존,제주대학교,인문ㆍ사회계열,3589.0,0.0,3923,3429,494,109.3,95.5,제주대학교
2022 상,대학교,국립,제주,기존,제주대학교,자연과학계열,2616.0,0.0,2612,2410,202,99.8,92.1,제주대학교
2022 상,대학교,국립,제주,기존,제주대학교,공학계열,1578.0,0.0,1552,1415,137,98.4,89.7,제주대학교
2022 상,대학교,국립,제주,기존,제주대학교,예ㆍ체능계열,582.0,0.0,553,534,19,95.0,91.8,제주대학교
2022 상,대학교,국립,제주,기존,제주대학교,의학계열,240.0,0.0,243,218,25,101.3,90.8,제주대학교
2022 하,대학교,국립,제주,기존,제주대학교,인문ㆍ사회계열,3589.0,0.0,4161,3619,542,115.9,100.8,제주대학교
2022 하,대학교,국립,제주,기존,제주대학교,자연과학계열,2616.0,0.0,2781,2560,221,106.3,97.9,제주대학교
2022 하,대학교,국립,제주,기존,제주대학교,공학계열,1578.0,0.0,1671,1533,138,105.9,97.1,제주대학교
2022 하,대학교,국립,제주,기존,제주대학교,예ㆍ체능계열,582.0,0.0,579,561,18,99.5,96.4,제주대학교
2022 하,대학교,국립,제주,기존,제주대학교,의학계열,240.0,0.0,243,217,26,101.3,90.4,제주대학교
2022 상,대학교,사립,광주,기존,조선대학교,인문ㆍ사회계열,6473.0,0.0,6038,5456,582,93.3,84.3,조선대학교
2022 상,대학교,사립,광주,기존,조선대학교,자연과학계열,2891.0,0.0,2809,2626,183,97.2,90.8,조선대학교
2022 상,대학교,사립,광주,기존,조선대학교,공학계열,5864.0,0.0,5786,5237,549,98.7,89.3,조선대학교
2022 상,대학교,사립,광주,기존,조선대학교,예ㆍ체능계열,2005.0,0.0,1971,1856,115,98.3,92.6,조선대학교
2022 상,대학교,사립,광주,기존,조선대학교,의학계열,820.0,0.0,771,616,155,94.0,75.1,조선대학교
2022 하,대학교,사립,광주,기존,조선대학교,인문ㆍ사회계열,6473.0,0.0,6525,5893,632,100.8,91.0,조선대학교
2022 하,대학교,사립,광주,기존,조선대학교,자연과학계열,2891.0,0.0,2931,2750,181,101.4,95.1,조선대학교
2022 하,대학교,사립,광주,기존,조선대학교,공학계열,5864.0,0.0,6043,5470,573,103.1,93.3,조선대학교
2022 하,대학교,사립,광주,기존,조선대학교,예ㆍ체능계열,2005.0,0.0,2055,1940,115,102.5,96.8,조선대학교
2022 하,대학교,사립,광주,기존,조선대학교,의학계열,820.0,0.0,787,632,155,96.0,77.1,조선대학교
2022 상,대학교,사립,충남,기존,중부대학교,인문ㆍ사회계열,3472.0,0.0,2915,2525,390,84.0,72.7,중부대학교
2022 상,대학교,사립,충남,기존,중부대학교,자연과학계열,1068.0,0.0,1101,919,182,103.1,86.0,중부대학교
2022 상,대학교,사립,충남,기존,중부대학교,공학계열,1440.0,0.0,1350,1164,186,93.8,80.8,중부대학교
2022 상,대학교,사립,충남,기존,중부대학교,예ㆍ체능계열,1800.0,0.0,1563,1451,112,86.8,80.6,중부대학교
2022 하,대학교,사립,충남,기존,중부대학교,인문ㆍ사회계열,3472.0,0.0,3055,2676,379,88.0,77.1,중부대학교
2022 하,대학교,사립,충남,기존,중부대학교,자연과학계열,1068.0,0.0,1120,934,186,104.9,87.5,중부대학교
2022 하,대학교,사립,충남,기존,중부대학교,공학계열,1440.0,0.0,1403,1223,180,97.4,84.9,중부대학교
2022 하,대학교,사립,충남,기존,중부대학교,예ㆍ체능계열,1800.0,0.0,1684,1571,113,93.6,87.3,중부대학교
2022 상,대학교,사립,서울,기존,중앙대학교,인문ㆍ사회계열,6423.0,0.0,9415,6188,3227,146.6,96.3,중앙대학교
2022 상,대학교,사립,서울,기존,중앙대학교,자연과학계열,2460.0,0.0,2465,2149,316,100.2,87.4,중앙대학교
2022 상,대학교,사립,서울,기존,중앙대학교,공학계열,3577.0,0.0,3964,3423,541,110.8,95.7,중앙대학교
2022 상,대학교,사립,서울,기존,중앙대학교,예ㆍ체능계열,508.0,0.0,504,491,13,99.2,96.7,중앙대학교
2022 상,대학교,사립,서울,기존,중앙대학교,의학계열,344.0,0.0,346,323,23,100.6,93.9,중앙대학교
2022 하,대학교,사립,서울,기존,중앙대학교,인문ㆍ사회계열,6423.0,0.0,10423,6998,3425,162.3,109.0,중앙대학교
2022 하,대학교,사립,서울,기존,중앙대학교,자연과학계열,2460.0,0.0,2579,2250,329,104.8,91.5,중앙대학교
2022 하,대학교,사립,서울,기존,중앙대학교,공학계열,3577.0,0.0,4205,3644,561,117.6,101.9,중앙대학교
2022 하,대학교,사립,서울,기존,중앙대학교,예ㆍ체능계열,508.0,0.0,549,529,20,108.1,104.1,중앙대학교
2022 하,대학교,사립,서울,기존,중앙대학교,의학계열,344.0,0.0,354,330,24,102.9,95.9,중앙대학교
2022 상,대학교,사립,경기,기존,중앙승가대학교,인문ㆍ사회계열,480.0,0.0,96,96,0,20.0,20.0,중앙승가대학교
2022 하,대학교,사립,경기,기존,중앙승가대학교,인문ㆍ사회계열,480.0,0.0,102,102,0,21.3,21.3,중앙승가대학교
2022 상,대학교,사립,충북,기존,중원대학교,인문ㆍ사회계열,731.0,10.0,671,630,41,93.1,87.4,중원대학교
2022 상,대학교,사립,충북,기존,중원대학교,자연과학계열,1238.0,24.0,1161,1062,99,95.6,87.5,중원대학교
2022 상,대학교,사립,충북,기존,중원대학교,공학계열,1145.0,10.0,881,817,64,77.6,72.0,중원대학교
