기준연도,학교종류,설립구분,지역,상태,학교,계열,학생정원,학생모집정지인원(B),재학생,Unnamed: 10,Unnamed: 11,재학생충원율,정원내 재학생 충원율(%){D/(A-B)}X100,학교_정규화
2021 상,대학교,사립,경기,기존,가천대학교,인문ㆍ사회계열,5444.0,0.0,7329,5328,2001,134.6,97.9,가천대학교
2021 상,대학교,사립,경기,기존,가천대학교,자연과학계열,3020.0,0.0,3261,2870,391,108.0,95.0,가천대학교
2021 상,대학교,사립,경기,기존,가천대학교,공학계열,5290.0,0.0,5802,5065,737,109.7,95.7,가천대학교
2021 상,대학교,사립,경기,기존,가천대학교,예ㆍ체능계열,1440.0,0.0,1594,1477,117,110.7,102.6,가천대학교
2021 상,대학교,사립,경기,기존,가천대학교,의학계열,244.0,0.0,260,260,0,106.6,106.6,가천대학교
2021 하,대학교,사립,경기,기존,가천대학교,의학계열,244.0,0.0,261,261,0,107.0,107.0,가천대학교
2021 하,대학교,사립,경기,기존,가천대학교,예ㆍ체능계열,1440.0,0.0,1680,1591,89,116.7,110.5,가천대학교
2021 하,대학교,사립,경기,기존,가천대학교,자연과학계열,3020.0,0.0,3374,2977,397,111.7,98.6,가천대학교
2021 하,대학교,사립,경기,기존,가천대학교,인문ㆍ사회계열,5444.0,0.0,7739,5926,1813,142.2,108.9,가천대학교
2021 하,대학교,사립,경기,기존,가천대학교,공학계열,5290.0,0.0,6254,5496,758,118.2,103.9,가천대학교
2021 상,대학교,사립,강원,기존,가톨릭관동대학교,인문ㆍ사회계열,3884.0,0.0,3222,2947,275,83.0,75.9,가톨릭관동대학교
2021 상,대학교,사립,강원,기존,가톨릭관동대학교,자연과학계열,1328.0,0.0,1204,1058,146,90.7,79.7,가톨릭관동대학교
2021 상,대학교,사립,강원,기존,가톨릭관동대학교,공학계열,1742.0,0.0,1198,1138,60,68.8,65.3,가톨릭관동대학교
2021 상,대학교,사립,강원,기존,가톨릭관동대학교,예ㆍ체능계열,1270.0,0.0,948,931,17,74.6,73.3,가톨릭관동대학교
2021 상,대학교,사립,강원,기존,가톨릭관동대학교,의학계열,196.0,0.0,240,207,33,122.4,105.6,가톨릭관동대학교
2021 하,대학교,사립,강원,기존,가톨릭관동대학교,의학계열,196.0,0.0,241,208,33,123.0,106.1,가톨릭관동대학교
2021 하,대학교,사립,강원,기존,가톨릭관동대학교,공학계열,1742.0,0.0,1317,1254,63,75.6,72.0,가톨릭관동대학교
2021 하,대학교,사립,강원,기존,가톨릭관동대학교,예ㆍ체능계열,1270.0,0.0,1056,1033,23,83.1,81.3,가톨릭관동대학교
2021 하,대학교,사립,강원,기존,가톨릭관동대학교,자연과학계열,1328.0,0.0,1266,1111,155,95.3,83.7,가톨릭관동대학교
2021 하,대학교,사립,강원,기존,가톨릭관동대학교,인문ㆍ사회계열,3884.0,0.0,3578,3266,312,92.1,84.1,가톨릭관동대학교
2021 상,대학교,사립,충북,기존,가톨릭꽃동네대학교,인문ㆍ사회계열,236.0,0.0,208,204,4,88.1,86.4,가톨릭꽃동네대학교
2021 상,대학교,사립,충북,기존,가톨릭꽃동네대학교,자연과학계열,196.0,0.0,205,185,20,104.6,94.4,가톨릭꽃동네대학교
2021 하,대학교,사립,충북,기존,가톨릭꽃동네대학교,자연과학계열,196.0,0.0,216,196,20,110.2,100.0,가톨릭꽃동네대학교
2021 하,대학교,사립,충북,기존,가톨릭꽃동네대학교,인문ㆍ사회계열,236.0,0.0,212,208,4,89.8,88.1,가톨릭꽃동네대학교
2021 상,대학교,사립,경기,기존,가톨릭대학교,인문ㆍ사회계열,3223.0,0.0,3443,2937,506,106.8,91.1,가톨릭대학교
2021 상,대학교,사립,경기,기존,가톨릭대학교,자연과학계열,1343.0,0.0,1304,1149,155,97.1,85.6,가톨릭대학교
2021 상,대학교,사립,경기,기존,가톨릭대학교,공학계열,1342.0,0.0,1312,1164,148,97.8,86.7,가톨릭대학교
2021 상,대학교,사립,경기,기존,가톨릭대학교,예ㆍ체능계열,180.0,0.0,163,162,1,90.6,90.0,가톨릭대학교
2021 하,대학교,사립,경기,기존,가톨릭대학교,인문ㆍ사회계열,3223.0,0.0,3902,3376,526,121.1,104.7,가톨릭대학교
2021 하,대학교,사립,경기,기존,가톨릭대학교,자연과학계열,1343.0,0.0,1445,1274,171,107.6,94.9,가톨릭대학교
2021 하,대학교,사립,경기,기존,가톨릭대학교,예ㆍ체능계열,180.0,0.0,178,177,1,98.9,98.3,가톨릭대학교
2021 하,대학교,사립,경기,기존,가톨릭대학교,공학계열,1342.0,0.0,1452,1295,157,108.2,96.5,가톨릭대학교
2021 상,대학교,사립,서울,기존,가톨릭대학교 _제2캠퍼스,자연과학계열,506.0,0.0,553,518,35,109.3,102.4,가톨릭대학교 _제2캠퍼스
2021 상,대학교,사립,서울,기존,가톨릭대학교 _제2캠퍼스,의학계열,372.0,0.0,359,346,13,96.5,93.0,가톨릭대학교 _제2캠퍼스
2021 하,대학교,사립,서울,기존,가톨릭대학교 _제2캠퍼스,자연과학계열,506.0,0.0,555,520,35,109.7,102.8,가톨릭대학교 _제2캠퍼스
2021 하,대학교,사립,서울,기존,가톨릭대학교 _제2캠퍼스,의학계열,372.0,0.0,366,353,13,98.4,94.9,가톨릭대학교 _제2캠퍼스
2021 상,대학교,사립,서울,기존,가톨릭대학교 _제3캠퍼스,인문ㆍ사회계열,200.0,0.0,222,211,11,111.0,105.5,가톨릭대학교 _제3캠퍼스
2021 하,대학교,사립,서울,기존,가톨릭대학교 _제3캠퍼스,인문ㆍ사회계열,200.0,0.0,224,213,11,112.0,106.5,가톨릭대학교 _제3캠퍼스
2021 상,대학교,사립,서울,기존,감리교신학대학교,인문ㆍ사회계열,800.0,0.0,707,676,31,88.4,84.5,감리교신학대학교
2021 하,대학교,사립,서울,기존,감리교신학대학교,인문ㆍ사회계열,800.0,0.0,740,707,33,92.5,88.4,감리교신학대학교
2021 상,대학교,사립,경기,기존,강남대학교,인문ㆍ사회계열,3914.0,0.0,3939,3591,348,100.6,91.7,강남대학교
2021 상,대학교,사립,경기,기존,강남대학교,공학계열,1446.0,0.0,1386,1285,101,95.9,88.9,강남대학교
2021 상,대학교,사립,경기,기존,강남대학교,예ㆍ체능계열,604.0,0.0,557,533,24,92.2,88.2,강남대학교
2021 하,대학교,사립,경기,기존,강남대학교,인문ㆍ사회계열,3914.0,0.0,4466,4065,401,114.1,103.9,강남대학교
2021 하,대학교,사립,경기,기존,강남대학교,예ㆍ체능계열,604.0,0.0,616,589,27,102.0,97.5,강남대학교
2021 하,대학교,사립,경기,기존,강남대학교,공학계열,1446.0,0.0,1515,1405,110,104.8,97.2,강남대학교
2021 상,대학교,사립,서울,기존,강서대학교,인문ㆍ사회계열,708.0,0.0,1048,648,400,148.0,91.5,강서대학교
2021 상,대학교,사립,서울,기존,강서대학교,자연과학계열,280.0,0.0,288,256,32,102.9,91.4,강서대학교
2021 상,대학교,사립,서울,기존,강서대학교,예ㆍ체능계열,120.0,0.0,100,96,4,83.3,80.0,강서대학교
2021 하,대학교,사립,서울,기존,강서대학교,인문ㆍ사회계열,708.0,0.0,1221,753,468,172.5,106.4,강서대학교
2021 하,대학교,사립,서울,기존,강서대학교,자연과학계열,280.0,0.0,300,267,33,107.1,95.4,강서대학교
2021 하,대학교,사립,서울,기존,강서대학교,예ㆍ체능계열,120.0,0.0,108,104,4,90.0,86.7,강서대학교
2021 상,대학교,국립,강원,기존,강원대학교,인문ㆍ사회계열,4094.0,0.0,4265,3803,462,104.2,92.9,강원대학교
2021 상,대학교,국립,강원,기존,강원대학교,자연과학계열,4692.0,0.0,4677,4373,304,99.7,93.2,강원대학교
2021 상,대학교,국립,강원,기존,강원대학교,공학계열,2608.0,0.0,2693,2453,240,103.3,94.1,강원대학교
2021 상,대학교,국립,강원,기존,강원대학교,예ㆍ체능계열,610.0,0.0,579,559,20,94.9,91.6,강원대학교
2021 상,대학교,국립,강원,기존,강원대학교,의학계열,160.0,0.0,166,161,5,103.8,100.6,강원대학교
2021 하,대학교,국립,강원,기존,강원대학교,인문ㆍ사회계열,4094.0,0.0,4789,4278,511,117.0,104.5,강원대학교
2021 하,대학교,국립,강원,기존,강원대학교,자연과학계열,4692.0,0.0,5053,4730,323,107.7,100.8,강원대학교
2021 하,대학교,국립,강원,기존,강원대학교,예ㆍ체능계열,610.0,0.0,628,604,24,103.0,99.0,강원대학교
2021 하,대학교,국립,강원,기존,강원대학교,공학계열,2608.0,0.0,2971,2712,259,113.9,104.0,강원대학교
2021 하,대학교,국립,강원,기존,강원대학교,의학계열,160.0,0.0,169,164,5,105.6,102.5,강원대학교
2021 상,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,인문ㆍ사회계열,997.0,0.0,812,756,56,81.4,75.8,강원대학교 _제2캠퍼스
2021 상,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,자연과학계열,1410.0,0.0,1245,1158,87,88.3,82.1,강원대학교 _제2캠퍼스
2021 상,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,공학계열,2946.0,0.0,2400,2262,138,81.5,76.8,강원대학교 _제2캠퍼스
2021 상,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,예ㆍ체능계열,763.0,0.0,697,650,47,91.3,85.2,강원대학교 _제2캠퍼스
2021 하,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,예ㆍ체능계열,763.0,0.0,760,710,50,99.6,93.1,강원대학교 _제2캠퍼스
2021 하,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,자연과학계열,1410.0,0.0,1309,1217,92,92.8,86.3,강원대학교 _제2캠퍼스
2021 하,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,인문ㆍ사회계열,997.0,0.0,936,866,70,93.9,86.9,강원대학교 _제2캠퍼스
2021 하,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,공학계열,2946.0,0.0,2682,2530,152,91.0,85.9,강원대학교 _제2캠퍼스
2021 상,대학교,사립,서울,기존,건국대학교,인문ㆍ사회계열,3734.0,0.0,5423,3665,1758,145.2,98.2,건국대학교
2021 상,대학교,사립,서울,기존,건국대학교,자연과학계열,1970.0,0.0,2004,1795,209,101.7,91.1,건국대학교
2021 상,대학교,사립,서울,기존,건국대학교,공학계열,4938.0,0.0,4962,4488,474,100.5,90.9,건국대학교
2021 상,대학교,사립,서울,기존,건국대학교,예ㆍ체능계열,1220.0,0.0,1541,1237,304,126.3,101.4,건국대학교
2021 상,대학교,사립,서울,기존,건국대학교,의학계열,276.0,0.0,315,262,53,114.1,94.9,건국대학교
2021 하,대학교,사립,서울,기존,건국대학교,의학계열,276.0,0.0,315,262,53,114.1,94.9,건국대학교
2021 하,대학교,사립,서울,기존,건국대학교,공학계열,4938.0,0.0,5546,5050,496,112.3,102.3,건국대학교
2021 하,대학교,사립,서울,기존,건국대학교,예ㆍ체능계열,1220.0,0.0,1650,1351,299,135.2,110.7,건국대학교
2021 하,대학교,사립,서울,기존,건국대학교,자연과학계열,1970.0,0.0,2197,1971,226,111.5,100.1,건국대학교
2021 하,대학교,사립,서울,기존,건국대학교,인문ㆍ사회계열,3734.0,0.0,6043,4229,1814,161.8,113.3,건국대학교
2021 상,대학교,사립,충북,기존,건국대학교(글로컬) _분교,인문ㆍ사회계열,2007.0,0.0,2292,1998,294,114.2,99.6,건국대학교(글로컬) _분교
2021 상,대학교,사립,충북,기존,건국대학교(글로컬) _분교,자연과학계열,1665.0,0.0,1553,1418,135,93.3,85.2,건국대학교(글로컬) _분교
2021 상,대학교,사립,충북,기존,건국대학교(글로컬) _분교,공학계열,1059.0,0.0,906,854,52,85.6,80.6,건국대학교(글로컬) _분교
2021 상,대학교,사립,충북,기존,건국대학교(글로컬) _분교,예ㆍ체능계열,1465.0,0.0,1585,1441,144,108.2,98.4,건국대학교(글로컬) _분교
2021 하,대학교,사립,충북,기존,건국대학교(글로컬) _분교,인문ㆍ사회계열,2007.0,0.0,2567,2222,345,127.9,110.7,건국대학교(글로컬) _분교
2021 하,대학교,사립,충북,기존,건국대학교(글로컬) _분교,자연과학계열,1665.0,0.0,1707,1564,143,102.5,93.9,건국대학교(글로컬) _분교
2021 하,대학교,사립,충북,기존,건국대학교(글로컬) _분교,공학계열,1059.0,0.0,992,931,61,93.7,87.9,건국대학교(글로컬) _분교
2021 하,대학교,사립,충북,기존,건국대학교(글로컬) _분교,예ㆍ체능계열,1465.0,0.0,1748,1571,177,119.3,107.2,건국대학교(글로컬) _분교
2021 상,대학교,사립,충남,기존,건양대학교,인문ㆍ사회계열,2045.0,0.0,1951,1783,168,95.4,87.2,건양대학교
2021 상,대학교,사립,충남,기존,건양대학교,자연과학계열,475.0,0.0,437,408,29,92.0,85.9,건양대학교
2021 상,대학교,사립,충남,기존,건양대학교,공학계열,760.0,0.0,567,530,37,74.6,69.7,건양대학교
2021 상,대학교,사립,충남,기존,건양대학교,예ㆍ체능계열,130.0,0.0,107,106,1,82.3,81.5,건양대학교
2021 하,대학교,사립,충남,기존,건양대학교,인문ㆍ사회계열,2045.0,0.0,2102,1934,168,102.8,94.6,건양대학교
2021 하,대학교,사립,충남,기존,건양대학교,자연과학계열,475.0,0.0,460,427,33,96.8,89.9,건양대학교
2021 하,대학교,사립,충남,기존,건양대학교,예ㆍ체능계열,130.0,0.0,117,116,1,90.0,89.2,건양대학교
2021 하,대학교,사립,충남,기존,건양대학교,공학계열,760.0,0.0,598,560,38,78.7,73.7,건양대학교
2021 상,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,인문ㆍ사회계열,160.0,0.0,166,158,8,103.8,98.8,건양대학교 _제2캠퍼스
2021 상,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,자연과학계열,1984.0,0.0,2039,1871,168,102.8,94.3,건양대학교 _제2캠퍼스
2021 상,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,공학계열,1050.0,0.0,948,920,28,90.3,87.6,건양대학교 _제2캠퍼스
2021 상,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,의학계열,196.0,0.0,238,197,41,121.4,100.5,건양대학교 _제2캠퍼스
2021 하,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,인문ㆍ사회계열,160.0,0.0,176,169,7,110.0,105.6,건양대학교 _제2캠퍼스
2021 하,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,자연과학계열,1984.0,0.0,2076,1910,166,104.6,96.3,건양대학교 _제2캠퍼스
2021 하,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,공학계열,1050.0,0.0,988,962,26,94.1,91.6,건양대학교 _제2캠퍼스
2021 하,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,의학계열,196.0,0.0,237,196,41,120.9,100.0,건양대학교 _제2캠퍼스
2021 상,대학교,사립,경기,기존,경기대학교,인문ㆍ사회계열,5129.0,0.0,5740,4833,907,111.9,94.2,경기대학교
2021 상,대학교,사립,경기,기존,경기대학교,자연과학계열,1161.0,0.0,1087,992,95,93.6,85.4,경기대학교
2021 상,대학교,사립,경기,기존,경기대학교,공학계열,2698.0,0.0,2774,2426,348,102.8,89.9,경기대학교
2021 상,대학교,사립,경기,기존,경기대학교,예ㆍ체능계열,1457.0,0.0,1350,1302,48,92.7,89.4,경기대학교
2021 하,대학교,사립,경기,기존,경기대학교,공학계열,2698.0,0.0,3049,2665,384,113.0,98.8,경기대학교
2021 하,대학교,사립,경기,기존,경기대학교,자연과학계열,1161.0,0.0,1161,1064,97,100.0,91.6,경기대학교
2021 하,대학교,사립,경기,기존,경기대학교,예ㆍ체능계열,1457.0,0.0,1448,1404,44,99.4,96.4,경기대학교
2021 하,대학교,사립,경기,기존,경기대학교,인문ㆍ사회계열,5129.0,0.0,6288,5333,955,122.6,104.0,경기대학교
2021 상,대학교,사립,서울,기존,경기대학교 _제2캠퍼스,인문ㆍ사회계열,901.0,0.0,1606,878,728,178.2,97.4,경기대학교 _제2캠퍼스
2021 상,대학교,사립,서울,기존,경기대학교 _제2캠퍼스,예ㆍ체능계열,411.0,0.0,430,392,38,104.6,95.4,경기대학교 _제2캠퍼스
2021 하,대학교,사립,서울,기존,경기대학교 _제2캠퍼스,예ㆍ체능계열,411.0,0.0,449,414,35,109.2,100.7,경기대학교 _제2캠퍼스
2021 하,대학교,사립,서울,기존,경기대학교 _제2캠퍼스,인문ㆍ사회계열,901.0,0.0,1638,948,690,181.8,105.2,경기대학교 _제2캠퍼스
2021 상,대학교,국립,경남,폐교,경남과학기술대학교,인문ㆍ사회계열,1288.0,0.0,1116,1072,44,86.6,83.2,경상국립대학교
2021 상,대학교,국립,경남,폐교,경남과학기술대학교,자연과학계열,1299.0,0.0,1206,1145,61,92.8,88.1,경상국립대학교
2021 상,대학교,국립,경남,폐교,경남과학기술대학교,공학계열,1991.0,0.0,1806,1718,88,90.7,86.3,경상국립대학교
2021 상,대학교,국립,경남,폐교,경남과학기술대학교,예ㆍ체능계열,158.0,0.0,142,142,0,89.9,89.9,경상국립대학교
2021 하,대학교,국립,경남,폐교,경남과학기술대학교,공학계열,1991.0,0.0,2018,1918,100,101.4,96.3,경상국립대학교
2021 하,대학교,국립,경남,폐교,경남과학기술대학교,인문ㆍ사회계열,1288.0,0.0,1261,1209,52,97.9,93.9,경상국립대학교
2021 하,대학교,국립,경남,폐교,경남과학기술대학교,자연과학계열,1299.0,0.0,1318,1249,69,101.5,96.2,경상국립대학교
2021 하,대학교,국립,경남,폐교,경남과학기술대학교,예ㆍ체능계열,158.0,0.0,155,155,0,98.1,98.1,경상국립대학교
2021 상,대학교,사립,경남,기존,경남대학교,인문ㆍ사회계열,5175.0,0.0,4592,4196,396,88.7,81.1,경남대학교
2021 상,대학교,사립,경남,기존,경남대학교,자연과학계열,1970.0,0.0,1709,1570,139,86.8,79.7,경남대학교
2021 상,대학교,사립,경남,기존,경남대학교,공학계열,3426.0,0.0,2832,2639,193,82.7,77.0,경남대학교
2021 상,대학교,사립,경남,기존,경남대학교,예ㆍ체능계열,820.0,0.0,806,746,60,98.3,91.0,경남대학교
2021 하,대학교,사립,경남,기존,경남대학교,인문ㆍ사회계열,5175.0,0.0,5029,4608,421,97.2,89.0,경남대학교
2021 하,대학교,사립,경남,기존,경남대학교,자연과학계열,1970.0,0.0,1781,1637,144,90.4,83.1,경남대학교
2021 하,대학교,사립,경남,기존,경남대학교,예ㆍ체능계열,820.0,0.0,865,811,54,105.5,98.9,경남대학교
2021 하,대학교,사립,경남,기존,경남대학교,공학계열,3426.0,0.0,3117,2907,210,91.0,84.9,경남대학교
2021 상,대학교,사립,강원,기존,경동대학교,인문ㆍ사회계열,392.0,0.0,615,205,410,156.9,52.3,경동대학교
2021 상,대학교,사립,강원,기존,경동대학교,자연과학계열,80.0,0.0,66,47,19,82.5,58.8,경동대학교
2021 하,대학교,사립,강원,기존,경동대학교,인문ㆍ사회계열,392.0,0.0,643,221,422,164.0,56.4,경동대학교
2021 하,대학교,사립,강원,기존,경동대학교,자연과학계열,80.0,0.0,78,56,22,97.5,70.0,경동대학교
2021 상,대학교,국립,대구,기존,경북대학교,인문ㆍ사회계열,5008.0,0.0,5509,4767,742,110.0,95.2,경북대학교
2021 상,대학교,국립,대구,기존,경북대학교,자연과학계열,5954.0,0.0,5796,5211,585,97.3,87.5,경북대학교
2021 상,대학교,국립,대구,기존,경북대학교,공학계열,6188.0,0.0,6430,5780,650,103.9,93.4,경북대학교
2021 상,대학교,국립,대구,기존,경북대학교,예ㆍ체능계열,1012.0,0.0,1009,973,36,99.7,96.1,경북대학교
2021 상,대학교,국립,대구,기존,경북대학교,의학계열,908.0,0.0,905,878,27,99.7,96.7,경북대학교
2021 하,대학교,국립,대구,기존,경북대학교,예ㆍ체능계열,1012.0,0.0,1068,1032,36,105.5,102.0,경북대학교
2021 하,대학교,국립,대구,기존,경북대학교,공학계열,6188.0,0.0,7087,6379,708,114.5,103.1,경북대학교
2021 하,대학교,국립,대구,기존,경북대학교,의학계열,908.0,0.0,906,880,26,99.8,96.9,경북대학교
2021 하,대학교,국립,대구,기존,경북대학교,인문ㆍ사회계열,5008.0,0.0,6225,5415,810,124.3,108.1,경북대학교
2021 하,대학교,국립,대구,기존,경북대학교,자연과학계열,5954.0,0.0,6270,5659,611,105.3,95.0,경북대학교
2021 상,대학교,국립,경남,기존,경상국립대학교,인문ㆍ사회계열,4191.0,0.0,4282,3803,479,102.2,90.7,경상국립대학교
2021 상,대학교,국립,경남,기존,경상국립대학교,자연과학계열,3606.0,0.0,3572,3281,291,99.1,91.0,경상국립대학교
2021 상,대학교,국립,경남,기존,경상국립대학교,공학계열,4026.0,0.0,3781,3525,256,93.9,87.6,경상국립대학교
2021 상,대학교,국립,경남,기존,경상국립대학교,예ㆍ체능계열,276.0,0.0,274,273,1,99.3,98.9,경상국립대학교
2021 상,대학교,국립,경남,기존,경상국립대학교,의학계열,527.0,0.0,498,461,37,94.5,87.5,경상국립대학교
2021 하,대학교,국립,경남,기존,경상국립대학교,공학계열,4026.0,0.0,4164,3884,280,103.4,96.5,경상국립대학교
2021 하,대학교,국립,경남,기존,경상국립대학교,예ㆍ체능계열,276.0,0.0,289,288,1,104.7,104.3,경상국립대학교
2021 하,대학교,국립,경남,기존,경상국립대학교,자연과학계열,3606.0,0.0,3824,3525,299,106.0,97.8,경상국립대학교
2021 하,대학교,국립,경남,기존,경상국립대학교,인문ㆍ사회계열,4191.0,0.0,4765,4240,525,113.7,101.2,경상국립대학교
2021 하,대학교,국립,경남,기존,경상국립대학교,의학계열,527.0,0.0,507,470,37,96.2,89.2,경상국립대학교
2021 상,대학교,사립,부산,기존,경성대학교,인문ㆍ사회계열,4755.0,0.0,5275,4241,1034,110.9,89.2,경성대학교
2021 상,대학교,사립,부산,기존,경성대학교,자연과학계열,1380.0,0.0,1380,1305,75,100.0,94.6,경성대학교
2021 상,대학교,사립,부산,기존,경성대학교,공학계열,2945.0,0.0,2630,2371,259,89.3,80.5,경성대학교
2021 상,대학교,사립,부산,기존,경성대학교,예ㆍ체능계열,2145.0,0.0,2043,1945,98,95.2,90.7,경성대학교
2021 하,대학교,사립,부산,기존,경성대학교,예ㆍ체능계열,2145.0,0.0,2240,2123,117,104.4,99.0,경성대학교
2021 하,대학교,사립,부산,기존,경성대학교,공학계열,2945.0,0.0,2855,2596,259,96.9,88.1,경성대학교
2021 하,대학교,사립,부산,기존,경성대학교,자연과학계열,1380.0,0.0,1440,1364,76,104.3,98.8,경성대학교
2021 하,대학교,사립,부산,기존,경성대학교,인문ㆍ사회계열,4755.0,0.0,5861,4706,1155,123.3,99.0,경성대학교
2021 상,교육대학,국립,인천,기존,경인교육대학교,인문ㆍ사회계열,2392.0,0.0,627,585,42,26.2,24.5,경인교육대학교
2021 하,교육대학,국립,인천,기존,경인교육대학교,인문ㆍ사회계열,2392.0,0.0,647,603,44,27.0,25.2,경인교육대학교
2021 상,대학교,사립,경북,기존,경일대학교,인문ㆍ사회계열,1169.0,0.0,1348,1143,205,115.3,97.8,경일대학교
2021 상,대학교,사립,경북,기존,경일대학교,자연과학계열,812.0,0.0,858,749,109,105.7,92.2,경일대학교
2021 상,대학교,사립,경북,기존,경일대학교,공학계열,3100.0,0.0,3071,2713,358,99.1,87.5,경일대학교
2021 상,대학교,사립,경북,기존,경일대학교,예ㆍ체능계열,1275.0,0.0,1255,1192,63,98.4,93.5,경일대학교
2021 하,대학교,사립,경북,기존,경일대학교,자연과학계열,812.0,0.0,867,756,111,106.8,93.1,경일대학교
2021 하,대학교,사립,경북,기존,경일대학교,공학계열,3100.0,0.0,3245,2880,365,104.7,92.9,경일대학교
2021 하,대학교,사립,경북,기존,경일대학교,인문ㆍ사회계열,1169.0,0.0,1420,1239,181,121.5,106.0,경일대학교
2021 하,대학교,사립,경북,기존,경일대학교,예ㆍ체능계열,1275.0,0.0,1343,1275,68,105.3,100.0,경일대학교
2021 상,대학교,사립,서울,기존,경희대학교,인문ㆍ사회계열,6904.0,0.0,10629,6438,4191,154.0,93.3,경희대학교
2021 상,대학교,사립,서울,기존,경희대학교,자연과학계열,4160.0,0.0,4256,3726,530,102.3,89.6,경희대학교
2021 상,대학교,사립,서울,기존,경희대학교,공학계열,3999.0,0.0,4043,3611,432,101.1,90.3,경희대학교
2021 상,대학교,사립,서울,기존,경희대학교,예ㆍ체능계열,3428.0,0.0,4077,3316,761,118.9,96.7,경희대학교
2021 상,대학교,사립,서울,기존,경희대학교,의학계열,1192.0,0.0,1180,1161,19,99.0,97.4,경희대학교
2021 하,대학교,사립,서울,기존,경희대학교,의학계열,1192.0,0.0,1183,1163,20,99.2,97.6,경희대학교
2021 하,대학교,사립,서울,기존,경희대학교,인문ㆍ사회계열,6904.0,0.0,11879,7590,4289,172.1,109.9,경희대학교
2021 하,대학교,사립,서울,기존,경희대학교,자연과학계열,4160.0,0.0,4663,4116,547,112.1,98.9,경희대학교
2021 하,대학교,사립,서울,기존,경희대학교,예ㆍ체능계열,3428.0,0.0,4335,3582,753,126.5,104.5,경희대학교
2021 하,대학교,사립,서울,기존,경희대학교,공학계열,3999.0,0.0,4522,4041,481,113.1,101.1,경희대학교
2021 상,대학교,사립,대구,기존,계명대학교,인문ㆍ사회계열,9041.0,0.0,9958,8502,1456,110.1,94.0,계명대학교
2021 상,대학교,사립,대구,기존,계명대학교,자연과학계열,2392.0,0.0,2445,2265,180,102.2,94.7,계명대학교
2021 상,대학교,사립,대구,기존,계명대학교,공학계열,3648.0,0.0,3729,3328,401,102.2,91.2,계명대학교
2021 상,대학교,사립,대구,기존,계명대학교,예ㆍ체능계열,3337.0,0.0,3500,3287,213,104.9,98.5,계명대학교
2021 상,대학교,사립,대구,기존,계명대학교,의학계열,304.0,0.0,292,280,12,96.1,92.1,계명대학교
2021 하,대학교,사립,대구,기존,계명대학교,자연과학계열,2392.0,0.0,2598,2415,183,108.6,101.0,계명대학교
2021 하,대학교,사립,대구,기존,계명대학교,인문ㆍ사회계열,9041.0,0.0,10782,9324,1458,119.3,103.1,계명대학교
2021 하,대학교,사립,대구,기존,계명대학교,예ㆍ체능계열,3337.0,0.0,3663,3429,234,109.8,102.8,계명대학교
2021 하,대학교,사립,대구,기존,계명대학교,공학계열,3648.0,0.0,3966,3550,416,108.7,97.3,계명대학교
2021 하,대학교,사립,대구,기존,계명대학교,의학계열,304.0,0.0,293,281,12,96.4,92.4,계명대학교
2021 상,대학교,사립,서울,기존,고려대학교,인문ㆍ사회계열,7640.0,0.0,9752,7365,2387,127.6,96.4,고려대학교
2021 상,대학교,사립,서울,기존,고려대학교,자연과학계열,3352.0,0.0,3156,2751,405,94.2,82.1,고려대학교
2021 상,대학교,사립,서울,기존,고려대학교,공학계열,3602.0,0.0,4232,3357,875,117.5,93.2,고려대학교
2021 상,대학교,사립,서울,기존,고려대학교,예ㆍ체능계열,520.0,0.0,574,525,49,110.4,101.0,고려대학교
2021 상,대학교,사립,서울,기존,고려대학교,의학계열,424.0,0.0,426,412,14,100.5,97.2,고려대학교
2021 하,대학교,사립,서울,기존,고려대학교,의학계열,424.0,0.0,430,416,14,101.4,98.1,고려대학교
2021 하,대학교,사립,서울,기존,고려대학교,공학계열,3602.0,0.0,4687,3749,938,130.1,104.1,고려대학교
2021 하,대학교,사립,서울,기존,고려대학교,예ㆍ체능계열,520.0,0.0,609,559,50,117.1,107.5,고려대학교
2021 하,대학교,사립,서울,기존,고려대학교,자연과학계열,3352.0,0.0,3601,3167,434,107.4,94.5,고려대학교
2021 하,대학교,사립,서울,기존,고려대학교,인문ㆍ사회계열,7640.0,0.0,10720,8151,2569,140.3,106.7,고려대학교
2021 상,대학교,사립,세종,기존,고려대학교(세종) _분교,인문ㆍ사회계열,2360.0,0.0,2797,2372,425,118.5,100.5,고려대학교(세종) _분교
