기준년도,학교명,최종_계열,졸업자_남,졸업자_여,진학자_남,진학자_여,졸업자_총합,진학자_총합,진학률(%),학교명_정규화
2012,숭실대학교,예체능계열,31,26,2,4,57,6,10.5,숭실대학교
2012,숭실대학교,인문사회계열,586,515,24,16,1101,40,3.6,숭실대학교
2012,숭실대학교,자연과학계열,154,125,26,17,279,43,15.4,숭실대학교
2012,신경주대학교,공학계열,41,2,3,0,43,3,7.0,신경주대학교
2012,신경주대학교,예체능계열,25,15,2,1,40,3,7.5,신경주대학교
2012,신경주대학교,인문사회계열,364,250,7,8,614,15,2.4,신경주대학교
2012,신경주대학교,자연과학계열,30,18,2,0,48,2,4.2,신경주대학교
2012,신라대학교,공학계열,197,66,8,0,263,8,3.0,신라대학교
2012,신라대학교,예체능계열,112,200,5,17,312,22,7.1,신라대학교
2012,신라대학교,인문사회계열,395,767,11,15,1162,26,2.2,신라대학교
2012,신라대학교,자연과학계열,79,216,9,7,295,16,5.4,신라대학교
2012,아신대학교,인문사회계열,83,86,25,19,169,44,26.0,아신대학교
2012,아주대학교,공학계열,874,156,172,19,1030,191,18.5,아주대학교
2012,아주대학교,의학계열,28,18,0,0,46,0,0.0,아주대학교
2012,아주대학교,인문사회계열,450,284,26,22,734,48,6.5,아주대학교
2012,아주대학교,자연과학계열,90,95,31,20,185,51,27.6,아주대학교
2012,안양대학교,공학계열,94,28,9,1,122,10,8.2,안양대학교
2012,안양대학교,예체능계열,23,73,2,5,96,7,7.3,안양대학교
2012,안양대학교,인문사회계열,179,309,16,3,488,19,3.9,안양대학교
2012,안양대학교,자연과학계열,67,108,7,7,175,14,8.0,안양대학교
2012,안양대학교 _제2캠퍼스,공학계열,44,22,0,1,66,1,1.5,안양대학교 _제2캠퍼스
2012,안양대학교 _제2캠퍼스,인문사회계열,19,33,0,1,52,1,1.9,안양대학교 _제2캠퍼스
2012,연세대학교,공학계열,815,133,305,39,948,344,36.3,연세대학교
2012,연세대학교,예체능계열,44,119,2,20,163,22,13.5,연세대학교
2012,연세대학교,의학계열,142,49,1,0,191,1,0.5,연세대학교
2012,연세대학교,인문사회계열,1256,996,134,206,2252,340,15.1,연세대학교
2012,연세대학교,자연과학계열,323,289,119,84,612,203,33.2,연세대학교
2012,연세대학교(미래) _분교,공학계열,192,52,49,8,244,57,23.4,연세대학교(미래) _분교
2012,연세대학교(미래) _분교,예체능계열,18,38,0,5,56,5,8.9,연세대학교(미래) _분교
2012,연세대학교(미래) _분교,의학계열,68,31,0,0,99,0,0.0,연세대학교(미래) _분교
2012,연세대학교(미래) _분교,인문사회계열,340,199,22,23,539,45,8.3,연세대학교(미래) _분교
2012,연세대학교(미래) _분교,자연과학계열,266,312,64,44,578,108,18.7,연세대학교(미래) _분교
2012,영남대학교,공학계열,1077,269,64,20,1346,84,6.2,영남대학교
2012,영남대학교,예체능계열,94,288,17,43,382,60,15.7,영남대학교
2012,영남대학교,의학계열,65,15,1,0,80,1,1.2,영남대학교
2012,영남대학교,인문사회계열,924,1122,41,37,2046,78,3.8,영남대학교
2012,영남대학교,자연과학계열,496,622,72,79,1118,151,13.5,영남대학교
2012,영남신학대학교,인문사회계열,70,69,21,19,139,40,28.8,영남신학대학교
2012,영산대학교,공학계열,10,9,0,1,19,1,5.3,영산대학교
2012,영산대학교,예체능계열,26,8,0,0,34,0,0.0,영산대학교
2012,영산대학교,인문사회계열,57,114,1,5,171,6,3.5,영산대학교
2012,영산대학교,자연과학계열,11,27,0,0,38,0,0.0,영산대학교
2012,영산대학교 _제2캠퍼스,예체능계열,23,54,0,1,77,1,1.3,영산대학교 _제2캠퍼스
2012,영산대학교 _제2캠퍼스,인문사회계열,35,157,0,1,192,1,0.5,영산대학교 _제2캠퍼스
2012,영산대학교 _제2캠퍼스,자연과학계열,29,87,1,6,116,7,6.0,영산대학교 _제2캠퍼스
2012,영산선학대학교,인문사회계열,5,7,4,6,12,10,83.3,영산선학대학교
2012,예수대학교,인문사회계열,4,22,0,1,26,1,3.8,예수대학교
2012,예수대학교,자연과학계열,7,91,0,0,98,0,0.0,예수대학교
2012,예원예술대학교,예체능계열,80,77,5,3,157,8,5.1,예원예술대학교
2012,예원예술대학교,인문사회계열,9,3,0,0,12,0,0.0,예원예술대학교
2012,예원예술대학교,자연과학계열,2,0,0,0,2,0,0.0,예원예술대학교
2012,용인대학교,공학계열,44,62,1,1,106,2,1.9,용인대학교
2012,용인대학교,예체능계열,454,194,16,13,648,29,4.5,용인대학교
2012,용인대학교,인문사회계열,135,127,4,5,262,9,3.4,용인대학교
2012,용인대학교,자연과학계열,100,150,3,10,250,13,5.2,용인대학교
2012,우석대학교,공학계열,137,41,2,1,178,3,1.7,우석대학교
2012,우석대학교,예체능계열,156,89,7,11,245,18,7.3,우석대학교
2012,우석대학교,의학계열,46,14,3,0,60,3,5.0,우석대학교
2012,우석대학교,인문사회계열,356,443,5,10,799,15,1.9,우석대학교
2012,우석대학교,자연과학계열,159,271,8,8,430,16,3.7,우석대학교
2012,울산과학기술원,자연과학계열,1,0,1,0,1,1,100.0,울산과학기술원
2012,울산대학교,공학계열,828,79,71,7,907,78,8.6,울산대학교
2012,울산대학교,예체능계열,105,242,10,25,347,35,10.1,울산대학교
2012,울산대학교,의학계열,35,11,0,0,46,0,0.0,울산대학교
2012,울산대학교,인문사회계열,371,509,4,17,880,21,2.4,울산대학교
2012,울산대학교,자연과학계열,207,347,32,28,554,60,10.8,울산대학교
2012,원광대학교,공학계열,486,38,22,4,524,26,5.0,원광대학교
2012,원광대학교,예체능계열,76,261,11,25,337,36,10.7,원광대학교
2012,원광대학교,의학계열,196,72,1,1,268,2,0.7,원광대학교
2012,원광대학교,인문사회계열,770,859,29,47,1629,76,4.7,원광대학교
2012,원광대학교,자연과학계열,343,329,58,28,672,86,12.8,원광대학교
2012,위덕대학교,공학계열,105,23,13,5,128,18,14.1,위덕대학교
2012,위덕대학교,예체능계열,22,27,0,0,49,0,0.0,위덕대학교
2012,위덕대학교,인문사회계열,74,161,5,7,235,12,5.1,위덕대학교
2012,위덕대학교,자연과학계열,34,59,2,4,93,6,6.5,위덕대학교
2012,유원대학교,공학계열,58,23,0,2,81,2,2.5,유원대학교
2012,유원대학교,예체능계열,63,37,2,0,100,2,2.0,유원대학교
2012,유원대학교,인문사회계열,60,113,1,1,173,2,1.2,유원대학교
2012,유원대학교,자연과학계열,52,108,3,10,160,13,8.1,유원대학교
2012,을지대학교,의학계열,34,21,0,0,55,0,0.0,을지대학교
2012,을지대학교,인문사회계열,16,18,1,0,34,1,2.9,을지대학교
2012,을지대학교,자연과학계열,22,133,4,1,155,5,3.2,을지대학교
2012,을지대학교 _제2캠퍼스,공학계열,16,28,0,0,44,0,0.0,을지대학교 _제2캠퍼스
2012,을지대학교 _제2캠퍼스,예체능계열,16,18,0,1,34,1,2.9,을지대학교 _제2캠퍼스
2012,을지대학교 _제2캠퍼스,인문사회계열,47,104,0,1,151,1,0.7,을지대학교 _제2캠퍼스
2012,을지대학교 _제2캠퍼스,자연과학계열,248,408,13,7,656,20,3.0,을지대학교 _제2캠퍼스
2012,이화여자대학교,공학계열,0,188,0,65,188,65,34.6,이화여자대학교
2012,이화여자대학교,예체능계열,0,521,0,146,521,146,28.0,이화여자대학교
2012,이화여자대학교,의학계열,0,1,0,0,1,0,0.0,이화여자대학교
2012,이화여자대학교,인문사회계열,0,1880,0,316,1880,316,16.8,이화여자대학교
2012,이화여자대학교,자연과학계열,0,695,0,220,695,220,31.7,이화여자대학교
2012,인제대학교,공학계열,348,84,41,13,432,54,12.5,인제대학교
2012,인제대학교,예체능계열,52,123,5,16,175,21,12.0,인제대학교
2012,인제대학교,인문사회계열,322,458,7,19,780,26,3.3,인제대학교
2012,인제대학교,자연과학계열,241,264,33,21,505,54,10.7,인제대학교
2012,인천가톨릭대학교,인문사회계열,21,0,18,0,21,18,85.7,인천가톨릭대학교
2012,인천대학교,공학계열,342,122,40,5,464,45,9.7,인천대학교
2012,인천대학교,예체능계열,37,26,2,4,63,6,9.5,인천대학교
2012,인천대학교,인문사회계열,251,340,11,7,591,18,3.0,인천대학교
2012,인천대학교,자연과학계열,95,103,18,11,198,29,14.6,인천대학교
2012,인하대학교,공학계열,1488,158,212,20,1646,232,14.1,인하대학교
2012,인하대학교,예체능계열,50,79,6,7,129,13,10.1,인하대학교
2012,인하대학교,의학계열,42,12,0,0,54,0,0.0,인하대학교
2012,인하대학교,인문사회계열,784,754,29,26,1538,55,3.6,인하대학교
2012,인하대학교,자연과학계열,316,298,102,55,614,157,25.6,인하대학교
2012,장로회신학대학교,예체능계열,21,48,1,8,69,9,13.0,장로회신학대학교
2012,장로회신학대학교,인문사회계열,71,36,30,18,107,48,44.9,장로회신학대학교
2012,전남대학교,공학계열,569,156,57,12,725,69,9.5,전남대학교
2012,전남대학교,예체능계열,33,191,2,23,224,25,11.2,전남대학교
2012,전남대학교,의학계열,132,41,8,3,173,11,6.4,전남대학교
2012,전남대학교,인문사회계열,692,853,32,47,1545,79,5.1,전남대학교
2012,전남대학교,자연과학계열,566,656,96,87,1222,183,15.0,전남대학교
2012,전남대학교 _제2캠퍼스,공학계열,170,29,7,1,199,8,4.0,전남대학교 _제2캠퍼스
2012,전남대학교 _제2캠퍼스,예체능계열,21,66,0,0,87,0,0.0,전남대학교 _제2캠퍼스
2012,전남대학교 _제2캠퍼스,의학계열,18,54,1,8,72,9,12.5,전남대학교 _제2캠퍼스
2012,전남대학교 _제2캠퍼스,인문사회계열,49,77,1,3,126,4,3.2,전남대학교 _제2캠퍼스
2012,전남대학교 _제2캠퍼스,자연과학계열,137,68,9,5,205,14,6.8,전남대학교 _제2캠퍼스
2012,전북대학교,공학계열,1009,268,133,49,1277,182,14.3,전북대학교
2012,전북대학교,예체능계열,23,88,3,15,111,18,16.2,전북대학교
2012,전북대학교,의학계열,40,9,6,4,49,10,20.4,전북대학교
2012,전북대학교,인문사회계열,661,832,21,38,1493,59,4.0,전북대학교
2012,전북대학교,자연과학계열,434,536,79,78,970,157,16.2,전북대학교
2012,전주교육대학교,공학계열,5,19,0,1,24,1,4.2,전주교육대학교
2012,전주교육대학교,인문사회계열,93,242,8,0,335,8,2.4,전주교육대학교
2012,전주교육대학교,자연과학계열,11,22,0,0,33,0,0.0,전주교육대학교
2012,전주대학교,공학계열,162,61,20,5,223,25,11.2,전주대학교
2012,전주대학교,예체능계열,140,131,5,9,271,14,5.2,전주대학교
2012,전주대학교,인문사회계열,491,588,24,19,1079,43,4.0,전주대학교
2012,전주대학교,자연과학계열,79,120,4,7,199,11,5.5,전주대학교
2012,제주대학교,공학계열,298,51,10,5,349,15,4.3,제주대학교
2012,제주대학교,예체능계열,61,100,3,4,161,7,4.3,제주대학교
2012,제주대학교,의학계열,33,7,3,1,40,4,10.0,제주대학교
2012,제주대학교,인문사회계열,444,542,11,7,986,18,1.8,제주대학교
2012,제주대학교,자연과학계열,222,185,23,13,407,36,8.8,제주대학교
2012,조선대학교,공학계열,1112,250,53,18,1362,71,5.2,조선대학교
2012,조선대학교,예체능계열,170,227,15,23,397,38,9.6,조선대학교
2012,조선대학교,의학계열,165,46,0,0,211,0,0.0,조선대학교
2012,조선대학교,인문사회계열,859,1126,25,50,1985,75,3.8,조선대학교
2012,조선대학교,자연과학계열,378,430,51,43,808,94,11.6,조선대학교
2012,중부대학교,공학계열,126,79,5,0,205,5,2.4,중부대학교
2012,중부대학교,예체능계열,138,171,6,7,309,13,4.2,중부대학교
2012,중부대학교,인문사회계열,274,288,6,5,562,11,2.0,중부대학교
2012,중부대학교,자연과학계열,168,220,10,7,388,17,4.4,중부대학교
2012,중앙대학교,공학계열,600,122,70,15,722,85,11.8,중앙대학교
2012,중앙대학교,예체능계열,4,20,0,0,24,0,0.0,중앙대학교
2012,중앙대학교,의학계열,76,21,0,0,97,0,0.0,중앙대학교
2012,중앙대학교,인문사회계열,734,843,37,58,1577,95,6.0,중앙대학교
2012,중앙대학교,자연과학계열,238,353,56,57,591,113,19.1,중앙대학교
2012,중앙승가대학교,인문사회계열,50,18,11,7,68,18,26.5,중앙승가대학교
2012,진주교육대학교,공학계열,10,29,0,0,39,0,0.0,진주교육대학교
2012,진주교육대학교,인문사회계열,121,269,1,1,390,2,0.5,진주교육대학교
2012,진주교육대학교,자연과학계열,10,31,0,0,41,0,0.0,진주교육대학교
2012,차의과학대학교,공학계열,2,0,0,0,2,0,0.0,차의과학대학교
2012,차의과학대학교,의학계열,1,0,0,0,1,0,0.0,차의과학대학교
2012,차의과학대학교,자연과학계열,33,72,4,2,105,6,5.7,차의과학대학교
2012,청운대학교,공학계열,104,44,3,4,148,7,4.7,청운대학교
2012,청운대학교,예체능계열,104,97,1,2,201,3,1.5,청운대학교
2012,청운대학교,인문사회계열,237,273,5,14,510,19,3.7,청운대학교
2012,청운대학교,자연과학계열,17,35,0,2,52,2,3.8,청운대학교
2012,청주교육대학교,공학계열,11,16,0,0,27,0,0.0,청주교육대학교
2012,청주교육대학교,인문사회계열,96,255,3,2,351,5,1.4,청주교육대학교
2012,청주교육대학교,자연과학계열,12,26,0,0,38,0,0.0,청주교육대학교
2012,청주대학교,공학계열,458,117,31,7,575,38,6.6,청주대학교
2012,청주대학교,예체능계열,96,216,8,8,312,16,5.1,청주대학교
2012,청주대학교,인문사회계열,898,975,17,21,1873,38,2.0,청주대학교
2012,청주대학교,자연과학계열,138,92,15,8,230,23,10.0,청주대학교
2012,총신대학교,예체능계열,17,72,2,6,89,8,9.0,총신대학교
2012,총신대학교,인문사회계열,164,182,55,18,346,73,21.1,총신대학교
2012,추계예술대학교,예체능계열,68,188,9,13,256,22,8.6,추계예술대학교
2012,추계예술대학교,인문사회계열,13,30,1,1,43,2,4.7,추계예술대학교
2012,춘천교육대학교,공학계열,12,37,0,0,49,0,0.0,춘천교육대학교
2012,춘천교육대학교,인문사회계열,95,281,3,4,376,7,1.9,춘천교육대학교
2012,춘천교육대학교,자연과학계열,7,24,0,0,31,0,0.0,춘천교육대학교
2012,충남대학교,공학계열,918,175,153,32,1093,185,16.9,충남대학교
2012,충남대학교,예체능계열,38,122,5,21,160,26,16.2,충남대학교
2012,충남대학교,의학계열,131,49,3,6,180,9,5.0,충남대학교
2012,충남대학교,인문사회계열,728,806,22,35,1534,57,3.7,충남대학교
2012,충남대학교,자연과학계열,552,480,134,100,1032,234,22.7,충남대학교
2012,충북대학교,공학계열,879,236,106,37,1115,143,12.8,충북대학교
2012,충북대학교,예체능계열,66,96,9,7,162,16,9.9,충북대학교
2012,충북대학교,의학계열,61,23,10,7,84,17,20.2,충북대학교
2012,충북대학교,인문사회계열,581,652,21,26,1233,47,3.8,충북대학교
2012,충북대학교,자연과학계열,470,414,113,73,884,186,21.0,충북대학교
2012,칼빈대학교,예체능계열,0,10,0,3,10,3,30.0,칼빈대학교
2012,칼빈대학교,인문사회계열,58,36,11,3,94,14,14.9,칼빈대학교
2012,평택대학교,공학계열,28,8,0,1,36,1,2.8,평택대학교
2012,평택대학교,예체능계열,46,74,1,3,120,4,3.3,평택대학교
2012,평택대학교,인문사회계열,246,326,5,1,572,6,1.0,평택대학교
2012,평택대학교,자연과학계열,52,22,0,1,74,1,1.4,평택대학교
2012,포항공과대학교,공학계열,145,29,91,19,174,110,63.2,포항공과대학교
2012,포항공과대학교,자연과학계열,89,40,59,24,129,83,64.3,포항공과대학교
2012,한국과학기술원,공학계열,357,119,224,71,476,295,62.0,한국과학기술원
2012,한국과학기술원,인문사회계열,25,9,4,1,34,5,14.7,한국과학기술원
2012,한국과학기술원,자연과학계열,218,100,158,62,318,220,69.2,한국과학기술원
2012,한국교원대학교,공학계열,9,9,0,0,18,0,0.0,한국교원대학교
2012,한국교원대학교,인문사회계열,159,332,3,6,491,9,1.8,한국교원대학교
2012,한국교원대학교,자연과학계열,40,36,3,1,76,4,5.3,한국교원대학교
2012,한국기술교육대학교,공학계열,455,154,37,9,609,46,7.6,한국기술교육대학교
2012,한국기술교육대학교,예체능계열,13,22,4,2,35,6,17.1,한국기술교육대학교
2012,한국기술교육대학교,자연과학계열,44,21,12,7,65,19,29.2,한국기술교육대학교
2012,한국성서대학교,인문사회계열,40,86,10,8,126,18,14.3,한국성서대학교
2012,한국성서대학교,자연과학계열,10,5,0,0,15,0,0.0,한국성서대학교
2012,한국예술종합학교,예체능계열,143,298,14,41,441,55,12.5,한국예술종합학교
2012,한국예술종합학교,인문사회계열,7,17,1,3,24,4,16.7,한국예술종합학교
2012,한국외국어대학교,공학계열,59,71,2,6,130,8,6.2,한국외국어대학교
2012,한국외국어대학교,인문사회계열,761,774,38,78,1535,116,7.6,한국외국어대학교
2012,한국체육대학교,예체능계열,202,126,13,8,328,21,6.4,한국체육대학교
2012,한국체육대학교,인문사회계열,100,23,8,1,123,9,7.3,한국체육대학교
2012,한국침례신학대학교,예체능계열,5,46,0,6,51,6,11.8,한국침례신학대학교
2012,한국침례신학대학교,인문사회계열,149,186,36,14,335,50,14.9,한국침례신학대학교
2012,한국항공대학교,공학계열,523,86,80,8,609,88,14.4,한국항공대학교
2012,한국항공대학교,인문사회계열,165,81,9,6,246,15,6.1,한국항공대학교
2012,한국항공대학교,자연과학계열,71,3,0,0,74,0,0.0,한국항공대학교
2012,한남대학교,공학계열,278,78,22,8,356,30,8.4,한남대학교
2012,한남대학교,예체능계열,86,149,6,10,235,16,6.8,한남대학교
2012,한남대학교,인문사회계열,658,846,25,26,1504,51,3.4,한남대학교
2012,한남대학교,자연과학계열,217,207,34,38,424,72,17.0,한남대학교
2012,한동대학교,공학계열,133,68,23,8,201,31,15.4,한동대학교
2012,한동대학교,인문사회계열,238,183,29,18,421,47,11.2,한동대학교
2012,한동대학교,자연과학계열,58,64,23,19,122,42,34.4,한동대학교
2012,한라대학교,공학계열,180,26,6,1,206,7,3.4,한라대학교
2012,한라대학교,예체능계열,27,24,1,1,51,2,3.9,한라대학교
2012,한라대학교,인문사회계열,145,113,2,1,258,3,1.2,한라대학교
2012,한라대학교,자연과학계열,42,29,1,0,71,1,1.4,한라대학교
2012,한림대학교,공학계열,154,26,17,0,180,17,9.4,한림대학교
2012,한림대학교,예체능계열,83,26,3,0,109,3,2.8,한림대학교
2012,한림대학교,의학계열,57,21,0,0,78,0,0.0,한림대학교
2012,한림대학교,인문사회계열,519,560,22,22,1079,44,4.1,한림대학교
2012,한림대학교,자연과학계열,149,277,35,21,426,56,13.1,한림대학교
2012,한서대학교,공학계열,281,93,7,2,374,9,2.4,한서대학교
2012,한서대학교,예체능계열,101,152,0,3,253,3,1.2,한서대학교
2012,한서대학교,인문사회계열,187,344,6,4,531,10,1.9,한서대학교
2012,한서대학교,자연과학계열,254,217,14,9,471,23,4.9,한서대학교
2012,한성대학교,공학계열,183,81,10,2,264,12,4.5,한성대학교
2012,한성대학교,예체능계열,53,173,2,10,226,12,5.3,한성대학교
2012,한성대학교,인문사회계열,183,192,6,2,375,8,2.1,한성대학교
2012,한성대학교,자연과학계열,50,20,1,0,70,1,1.4,한성대학교
2012,한세대학교,공학계열,32,17,0,0,49,0,0.0,한세대학교
2012,한세대학교,예체능계열,29,123,1,11,152,12,7.9,한세대학교
2012,한세대학교,인문사회계열,156,160,5,3,316,8,2.5,한세대학교
2012,한신대학교,공학계열,108,44,5,2,152,7,4.6,한신대학교
2012,한신대학교,예체능계열,36,38,1,1,74,2,2.7,한신대학교
2012,한신대학교,인문사회계열,291,460,28,16,751,44,5.9,한신대학교
2012,한신대학교,자연과학계열,98,85,7,11,183,18,9.8,한신대학교
2012,한양대학교,공학계열,1148,172,264,34,1320,298,22.6,한양대학교
2012,한양대학교,예체능계열,117,181,13,15,298,28,9.4,한양대학교
2012,한양대학교,의학계열,92,17,0,0,109,0,0.0,한양대학교
2012,한양대학교,인문사회계열,970,576,62,41,1546,103,6.7,한양대학교
2012,한양대학교,자연과학계열,288,144,91,26,432,117,27.1,한양대학교
2012,한양대학교(ERICA) _분교,공학계열,654,142,134,14,796,148,18.6,한양대학교(ERICA) _분교
2012,한양대학교(ERICA) _분교,예체능계열,102,185,7,15,287,22,7.7,한양대학교(ERICA) _분교
2012,한양대학교(ERICA) _분교,인문사회계열,379,294,18,11,673,29,4.3,한양대학교(ERICA) _분교
2012,한양대학교(ERICA) _분교,자연과학계열,230,207,53,31,437,84,19.2,한양대학교(ERICA) _분교
2012,한일장신대학교,예체능계열,14,31,5,2,45,7,15.6,한일장신대학교
2012,한일장신대학교,인문사회계열,86,136,15,17,222,32,14.4,한일장신대학교
2012,협성대학교,공학계열,47,27,1,3,74,4,5.4,협성대학교
2012,협성대학교,예체능계열,70,126,5,4,196,9,4.6,협성대학교
2012,협성대학교,인문사회계열,251,231,44,5,482,49,10.2,협성대학교
2012,협성대학교,자연과학계열,14,52,2,6,66,8,12.1,협성대학교
2012,호남대학교,공학계열,225,65,8,5,290,13,4.5,호남대학교
2012,호남대학교,예체능계열,117,87,6,3,204,9,4.4,호남대학교
2012,호남대학교,인문사회계열,412,419,7,5,831,12,1.4,호남대학교
2012,호남대학교,자연과학계열,72,130,3,7,202,10,5.0,호남대학교
2012,호남신학대학교,예체능계열,4,29,2,7,33,9,27.3,호남신학대학교
2012,호남신학대학교,인문사회계열,48,37,27,14,85,41,48.2,호남신학대학교
2012,호서대학교,공학계열,604,157,51,11,761,62,8.1,호서대학교
2012,호서대학교,예체능계열,202,247,14,7,449,21,4.7,호서대학교
2012,호서대학교,인문사회계열,404,485,8,14,889,22,2.5,호서대학교
2012,호서대학교,자연과학계열,252,220,26,12,472,38,8.1,호서대학교
2012,호원대학교,공학계열,153,47,1,0,200,1,0.5,호원대학교
2012,호원대학교,예체능계열,32,54,1,2,86,3,3.5,호원대학교
2012,호원대학교,인문사회계열,207,179,3,2,386,5,1.3,호원대학교
2012,호원대학교,자연과학계열,23,7,0,0,30,0,0.0,호원대학교
2012,홍익대학교,공학계열,743,285,75,18,1028,93,9.0,홍익대학교
2012,홍익대학교,예체능계열,66,309,15,42,375,57,15.2,홍익대학교
2012,홍익대학교,인문사회계열,373,410,6,18,783,24,3.1,홍익대학교
2012,홍익대학교,자연과학계열,84,58,16,9,142,25,17.6,홍익대학교
2012,화성의과학대학교,예체능계열,2,0,0,0,2,0,0.0,화성의과학대학교
2012,화성의과학대학교,인문사회계열,1,6,0,0,7,0,0.0,화성의과학대학교
2012,화성의과학대학교,자연과학계열,6,22,0,0,28,0,0.0,화성의과학대학교
