기준연도,학교명,최종_계열,졸업자_남,졸업자_여,진학자_남,진학자_여,졸업자_총합,진학자_총합,진학률(%),학교명_정규화
2021,가천대학교,공학계열,891,686,56,27,1577,83,5.3,가천대학교
2021,가천대학교,예체능계열,351,376,15,18,727,33,4.5,가천대학교
2021,가천대학교,의학계열,35,30,5,6,65,11,16.9,가천대학교
2021,가천대학교,인문사회계열,541,790,17,9,1331,26,2.0,가천대학교
2021,가천대학교,자연과학계열,266,356,21,20,622,41,6.6,가천대학교
2021,가톨릭관동대학교,공학계열,261,151,7,8,412,15,3.6,가톨릭관동대학교
2021,가톨릭관동대학교,예체능계열,109,46,2,2,155,4,2.6,가톨릭관동대학교
2021,가톨릭관동대학교,인문사회계열,506,334,10,2,840,12,1.4,가톨릭관동대학교
2021,가톨릭관동대학교,자연과학계열,195,119,0,4,314,4,1.3,가톨릭관동대학교
2021,가톨릭꽃동네대학교,인문사회계열,34,35,0,1,69,1,1.4,가톨릭꽃동네대학교
2021,가톨릭꽃동네대학교,자연과학계열,7,29,0,0,36,0,0.0,가톨릭꽃동네대학교
2021,가톨릭대학교,공학계열,138,106,7,5,244,12,4.9,가톨릭대학교
2021,가톨릭대학교,인문사회계열,360,673,22,43,1033,65,6.3,가톨릭대학교
2021,가톨릭대학교,자연과학계열,129,190,27,29,319,56,17.6,가톨릭대학교
2021,가톨릭대학교 _제2캠퍼스,공학계열,12,76,0,1,88,1,1.1,가톨릭대학교 _제2캠퍼스
2021,가톨릭대학교 _제3캠퍼스,인문사회계열,4,6,0,1,10,1,10.0,가톨릭대학교 _제3캠퍼스
2021,감리교신학대학교,인문사회계열,134,77,57,15,211,72,34.1,감리교신학대학교
2021,강남대학교,공학계열,192,86,5,5,278,10,3.6,강남대학교
2021,강남대학교,예체능계열,62,89,0,3,151,3,2.0,강남대학교
2021,강남대학교,인문사회계열,519,772,7,14,1291,21,1.6,강남대학교
2021,강서대학교,예체능계열,8,11,0,0,19,0,0.0,강서대학교
2021,강서대학교,인문사회계열,86,145,1,5,231,6,2.6,강서대학교
2021,강서대학교,자연과학계열,1,27,0,1,28,1,3.6,강서대학교
2021,강원대학교,공학계열,679,324,64,31,1003,95,9.5,강원대학교
2021,강원대학교,예체능계열,32,73,0,2,105,2,1.9,강원대학교
2021,강원대학교,의학계열,29,14,3,4,43,7,16.3,강원대학교
2021,강원대학교,인문사회계열,585,665,15,19,1250,34,2.7,강원대학교
2021,강원대학교,자연과학계열,438,328,70,66,766,136,17.8,강원대학교
2021,강원대학교 _제2캠퍼스,공학계열,447,144,17,8,591,25,4.2,강원대학교 _제2캠퍼스
2021,강원대학교 _제2캠퍼스,예체능계열,62,44,0,5,106,5,4.7,강원대학교 _제2캠퍼스
2021,강원대학교 _제2캠퍼스,인문사회계열,206,210,0,6,416,6,1.4,강원대학교 _제2캠퍼스
2021,강원대학교 _제2캠퍼스,자연과학계열,124,105,3,3,229,6,2.6,강원대학교 _제2캠퍼스
2021,건국대학교,공학계열,746,339,79,55,1085,134,12.4,건국대학교
2021,건국대학교,예체능계열,149,208,10,12,357,22,6.2,건국대학교
2021,건국대학교,의학계열,58,40,10,9,98,19,19.4,건국대학교
2021,건국대학교,인문사회계열,500,640,24,16,1140,40,3.5,건국대학교
2021,건국대학교,자연과학계열,354,413,56,59,767,115,15.0,건국대학교
2021,건국대학교(글로컬) _분교,공학계열,96,124,5,2,220,7,3.2,건국대학교(글로컬) _분교
2021,건국대학교(글로컬) _분교,예체능계열,169,156,7,9,325,16,4.9,건국대학교(글로컬) _분교
2021,건국대학교(글로컬) _분교,인문사회계열,318,413,2,5,731,7,1.0,건국대학교(글로컬) _분교
2021,건국대학교(글로컬) _분교,자연과학계열,162,217,16,29,379,45,11.9,건국대학교(글로컬) _분교
2021,건양대학교,공학계열,35,9,2,0,44,2,4.5,건양대학교
2021,건양대학교,예체능계열,89,14,0,0,103,0,0.0,건양대학교
2021,건양대학교,인문사회계열,259,394,1,4,653,5,0.8,건양대학교
2021,건양대학교,자연과학계열,48,78,1,7,126,8,6.3,건양대학교
2021,건양대학교 _제2캠퍼스,공학계열,91,253,8,10,344,18,5.2,건양대학교 _제2캠퍼스
2021,건양대학교 _제2캠퍼스,예체능계열,2,0,0,0,2,0,0.0,건양대학교 _제2캠퍼스
2021,건양대학교 _제2캠퍼스,인문사회계열,15,84,1,2,99,3,3.0,건양대학교 _제2캠퍼스
2021,건양대학교 _제2캠퍼스,자연과학계열,160,247,7,6,407,13,3.2,건양대학교 _제2캠퍼스
2021,경기대학교,공학계열,648,334,32,28,982,60,6.1,경기대학교
2021,경기대학교,예체능계열,166,205,6,7,371,13,3.5,경기대학교
2021,경기대학교,인문사회계열,451,725,10,13,1176,23,2.0,경기대학교
2021,경기대학교,자연과학계열,80,57,4,3,137,7,5.1,경기대학교
2021,경기대학교 _제2캠퍼스,공학계열,2,1,0,0,3,0,0.0,경기대학교 _제2캠퍼스
2021,경기대학교 _제2캠퍼스,예체능계열,14,41,0,0,55,0,0.0,경기대학교 _제2캠퍼스
2021,경기대학교 _제2캠퍼스,인문사회계열,199,259,0,6,458,6,1.3,경기대학교 _제2캠퍼스
2021,경남과학기술대학교,공학계열,338,104,7,2,442,9,2.0,경상국립대학교
2021,경남과학기술대학교,예체능계열,59,30,0,1,89,1,1.1,경상국립대학교
2021,경남과학기술대학교,인문사회계열,119,170,0,3,289,3,1.0,경상국립대학교
2021,경남과학기술대학교,자연과학계열,162,125,9,6,287,15,5.2,경상국립대학교
2021,경남대학교,공학계열,554,125,19,2,679,21,3.1,경남대학교
2021,경남대학교,예체능계열,98,75,2,2,173,4,2.3,경남대학교
2021,경남대학교,인문사회계열,697,798,15,26,1495,41,2.7,경남대학교
2021,경남대학교,자연과학계열,153,171,3,6,324,9,2.8,경남대학교
2021,경동대학교,공학계열,116,13,0,0,129,0,0.0,경동대학교
2021,경동대학교,예체능계열,55,6,0,0,61,0,0.0,경동대학교
2021,경동대학교,의학계열,11,16,0,0,27,0,0.0,경동대학교
2021,경동대학교,인문사회계열,210,148,2,4,358,6,1.7,경동대학교
2021,경동대학교,자연과학계열,96,18,1,0,114,1,0.9,경동대학교
2021,경북대학교,공학계열,1290,446,145,36,1736,181,10.4,경북대학교
2021,경북대학교,예체능계열,30,103,1,13,133,14,10.5,경북대학교
2021,경북대학교,의학계열,29,23,0,9,52,9,17.3,경북대학교
2021,경북대학교,인문사회계열,823,934,37,55,1757,92,5.2,경북대학교
2021,경북대학교,자연과학계열,658,708,109,114,1366,223,16.3,경북대학교
2021,경상국립대학교,공학계열,920,302,75,24,1222,99,8.1,경상국립대학교
2021,경상국립대학교,예체능계열,19,44,0,1,63,1,1.6,경상국립대학교
2021,경상국립대학교,의학계열,34,21,1,6,55,7,12.7,경상국립대학교
2021,경상국립대학교,인문사회계열,524,721,12,23,1245,35,2.8,경상국립대학교
2021,경상국립대학교,자연과학계열,362,356,54,54,718,108,15.0,경상국립대학교
2021,경성대학교,공학계열,437,269,7,4,706,11,1.6,경성대학교
2021,경성대학교,예체능계열,175,272,8,11,447,19,4.3,경성대학교
2021,경성대학교,인문사회계열,443,870,1,3,1313,4,0.3,경성대학교
2021,경성대학교,자연과학계열,153,200,11,9,353,20,5.7,경성대학교
2021,경일대학교,공학계열,415,131,7,2,546,9,1.6,경일대학교
2021,경일대학교,예체능계열,118,122,3,8,240,11,4.6,경일대학교
2021,경일대학교,인문사회계열,288,135,4,3,423,7,1.7,경일대학교
2021,경일대학교,자연과학계열,53,33,1,2,86,3,3.5,경일대학교
2021,경희대학교,공학계열,855,621,122,44,1476,166,11.2,경희대학교
2021,경희대학교,예체능계열,381,460,40,52,841,92,10.9,경희대학교
2021,경희대학교,의학계열,62,42,1,1,104,2,1.9,경희대학교
2021,경희대학교,인문사회계열,1113,1634,42,60,2747,102,3.7,경희대학교
2021,경희대학교,자연과학계열,433,404,101,66,837,167,20.0,경희대학교
2021,계명대학교,공학계열,616,479,28,19,1095,47,4.3,계명대학교
2021,계명대학교,예체능계열,247,383,6,54,630,60,9.5,계명대학교
2021,계명대학교,인문사회계열,923,1491,36,52,2414,88,3.6,계명대학교
2021,계명대학교,자연과학계열,292,335,20,14,627,34,5.4,계명대학교
2021,고려대학교,공학계열,1037,557,226,78,1594,304,19.1,고려대학교
2021,고려대학교,예체능계열,27,61,0,5,88,5,5.7,고려대학교
2021,고려대학교,인문사회계열,970,1086,138,135,2056,273,13.3,고려대학교
2021,고려대학교,자연과학계열,531,303,134,95,834,229,27.5,고려대학교
2021,고려대학교(세종) _분교,공학계열,242,97,44,28,339,72,21.2,고려대학교(세종) _분교
2021,고려대학교(세종) _분교,예체능계열,63,19,3,2,82,5,6.1,고려대학교(세종) _분교
2021,고려대학교(세종) _분교,인문사회계열,493,383,22,30,876,52,5.9,고려대학교(세종) _분교
2021,고려대학교(세종) _분교,자연과학계열,110,51,24,6,161,30,18.6,고려대학교(세종) _분교
2021,고신대학교,공학계열,22,102,1,0,124,1,0.8,고신대학교
2021,고신대학교,인문사회계열,209,291,29,16,500,45,9.0,고신대학교
2021,고신대학교,자연과학계열,66,56,2,1,122,3,2.5,고신대학교
2021,공주교육대학교,예체능계열,2,24,0,1,26,1,3.8,공주교육대학교
2021,공주교육대학교,인문사회계열,97,208,2,1,305,3,1.0,공주교육대학교
2021,공주교육대학교,자연과학계열,13,19,0,0,32,0,0.0,공주교육대학교
2021,광신대학교,인문사회계열,48,71,13,11,119,24,20.2,광신대학교
2021,광운대학교,공학계열,539,152,68,18,691,86,12.4,광운대학교
2021,광운대학교,예체능계열,181,53,11,1,234,12,5.1,광운대학교
2021,광운대학교,인문사회계열,416,329,19,12,745,31,4.2,광운대학교
2021,광운대학교,자연과학계열,110,38,16,7,148,23,15.5,광운대학교
2021,광주가톨릭대학교,인문사회계열,8,1,7,0,9,7,77.8,광주가톨릭대학교
2021,광주과학기술원,공학계열,61,17,44,13,78,57,73.1,광주과학기술원
2021,광주과학기술원,자연과학계열,42,29,36,21,71,57,80.3,광주과학기술원
2021,광주교육대학교,예체능계열,7,18,0,0,25,0,0.0,광주교육대학교
2021,광주교육대학교,인문사회계열,111,169,0,1,280,1,0.4,광주교육대학교
2021,광주교육대학교,자연과학계열,9,18,0,0,27,0,0.0,광주교육대학교
2021,광주대학교,공학계열,224,129,2,1,353,3,0.8,광주대학교
2021,광주대학교,예체능계열,20,91,0,1,111,1,0.9,광주대학교
2021,광주대학교,인문사회계열,401,622,3,11,1023,14,1.4,광주대학교
2021,광주대학교,자연과학계열,11,51,0,3,62,3,4.8,광주대학교
2021,광주여자대학교,공학계열,0,128,0,1,128,1,0.8,광주여자대학교
2021,광주여자대학교,예체능계열,0,121,0,0,121,0,0.0,광주여자대학교
2021,광주여자대학교,인문사회계열,0,357,0,4,357,4,1.1,광주여자대학교
2021,광주여자대학교,자연과학계열,0,211,0,3,211,3,1.4,광주여자대학교
2021,국립강릉원주대학교,공학계열,235,81,18,3,316,21,6.6,국립강릉원주대학교
2021,국립강릉원주대학교,예체능계열,38,46,2,4,84,6,7.1,국립강릉원주대학교
2021,국립강릉원주대학교,의학계열,33,8,0,0,41,0,0.0,국립강릉원주대학교
2021,국립강릉원주대학교,인문사회계열,234,279,10,4,513,14,2.7,국립강릉원주대학교
2021,국립강릉원주대학교,자연과학계열,173,104,14,5,277,19,6.9,국립강릉원주대학교
2021,국립강릉원주대학교 _제2캠퍼스,공학계열,172,96,2,2,268,4,1.5,국립강릉원주대학교 _제2캠퍼스
2021,국립강릉원주대학교 _제2캠퍼스,예체능계열,29,3,0,0,32,0,0.0,국립강릉원주대학교 _제2캠퍼스
2021,국립강릉원주대학교 _제2캠퍼스,인문사회계열,20,122,0,0,142,0,0.0,국립강릉원주대학교 _제2캠퍼스
2021,국립강릉원주대학교 _제2캠퍼스,자연과학계열,45,7,2,1,52,3,5.8,국립강릉원주대학교 _제2캠퍼스
2021,국립경국대학교,공학계열,315,134,32,3,449,35,7.8,국립경국대학교
2021,국립경국대학교,예체능계열,47,31,3,1,78,4,5.1,국립경국대학교
2021,국립경국대학교,인문사회계열,266,309,11,15,575,26,4.5,국립경국대학교
2021,국립경국대학교,자연과학계열,144,121,14,12,265,26,9.8,국립경국대학교
2021,국립공주대학교,공학계열,958,455,68,27,1413,95,6.7,국립공주대학교
2021,국립공주대학교,예체능계열,42,112,1,4,154,5,3.2,국립공주대학교
2021,국립공주대학교,인문사회계열,344,675,21,16,1019,37,3.6,국립공주대학교
2021,국립공주대학교,자연과학계열,294,280,15,18,574,33,5.7,국립공주대학교
2021,국립군산대학교,공학계열,571,230,26,8,801,34,4.2,국립군산대학교
2021,국립군산대학교,예체능계열,25,29,2,5,54,7,13.0,국립군산대학교
2021,국립군산대학교,인문사회계열,225,259,6,7,484,13,2.7,국립군산대학교
2021,국립군산대학교,자연과학계열,110,99,15,10,209,25,12.0,국립군산대학교
2021,국립금오공과대학교,공학계열,1155,326,54,31,1481,85,5.7,국립금오공과대학교
2021,국립금오공과대학교,예체능계열,115,22,3,2,137,5,3.6,국립금오공과대학교
2021,국립금오공과대학교,자연과학계열,55,15,0,0,70,0,0.0,국립금오공과대학교
2021,국립목포대학교,공학계열,296,164,21,9,460,30,6.5,국립목포대학교
2021,국립목포대학교,예체능계열,71,47,2,2,118,4,3.4,국립목포대학교
2021,국립목포대학교,인문사회계열,265,349,9,11,614,20,3.3,국립목포대학교
2021,국립목포대학교,자연과학계열,138,112,9,1,250,10,4.0,국립목포대학교
2021,국립목포해양대학교,공학계열,520,58,5,0,578,5,0.9,국립목포해양대학교
2021,국립목포해양대학교,자연과학계열,9,11,0,0,20,0,0.0,국립목포해양대학교
2021,국립부경대학교,공학계열,1273,607,85,37,1880,122,6.5,국립부경대학교
2021,국립부경대학교,예체능계열,114,66,3,2,180,5,2.8,국립부경대학교
2021,국립부경대학교,인문사회계열,562,827,18,13,1389,31,2.2,국립부경대학교
2021,국립부경대학교,자연과학계열,232,260,38,37,492,75,15.2,국립부경대학교
2021,국립순천대학교,공학계열,336,281,14,11,617,25,4.1,국립순천대학교
2021,국립순천대학교,예체능계열,63,79,2,2,142,4,2.8,국립순천대학교
2021,국립순천대학교,인문사회계열,266,377,1,6,643,7,1.1,국립순천대학교
2021,국립순천대학교,자연과학계열,119,136,6,4,255,10,3.9,국립순천대학교
2021,국립창원대학교,공학계열,470,160,40,5,630,45,7.1,국립창원대학교
2021,국립창원대학교,예체능계열,67,77,4,8,144,12,8.3,국립창원대학교
2021,국립창원대학교,인문사회계열,333,523,7,18,856,25,2.9,국립창원대학교
2021,국립창원대학교,자연과학계열,109,156,15,12,265,27,10.2,국립창원대학교
2021,국립한국교통대학교,공학계열,973,288,48,18,1261,66,5.2,국립한국교통대학교
2021,국립한국교통대학교,예체능계열,12,19,0,1,31,1,3.2,국립한국교통대학교
2021,국립한국교통대학교,인문사회계열,236,284,2,7,520,9,1.7,국립한국교통대학교
2021,국립한국교통대학교,자연과학계열,70,58,0,2,128,2,1.6,국립한국교통대학교
2021,국립한국해양대학교,공학계열,843,213,49,28,1056,77,7.3,국립한국해양대학교
2021,국립한국해양대학교,예체능계열,21,6,1,0,27,1,3.7,국립한국해양대학교
2021,국립한국해양대학교,인문사회계열,278,129,2,3,407,5,1.2,국립한국해양대학교
2021,국립한국해양대학교,자연과학계열,32,8,4,3,40,7,17.5,국립한국해양대학교
2021,국민대학교,공학계열,701,217,97,25,918,122,13.3,국민대학교
2021,국민대학교,예체능계열,138,279,15,44,417,59,14.1,국민대학교
2021,국민대학교,인문사회계열,877,910,30,31,1787,61,3.4,국민대학교
2021,국민대학교,자연과학계열,215,183,29,23,398,52,13.1,국민대학교
2021,극동대학교,공학계열,76,62,3,1,138,4,2.9,극동대학교
2021,극동대학교,예체능계열,54,59,0,0,113,0,0.0,극동대학교
2021,극동대학교,인문사회계열,184,152,3,2,336,5,1.5,극동대학교
2021,극동대학교,자연과학계열,67,63,2,0,130,2,1.5,극동대학교
2021,금강대학교,인문사회계열,50,63,0,2,113,2,1.8,금강대학교
2021,김천대학교,공학계열,30,90,0,0,120,0,0.0,김천대학교
2021,김천대학교,예체능계열,4,18,1,1,22,2,9.1,김천대학교
2021,김천대학교,인문사회계열,114,164,4,1,278,5,1.8,김천대학교
2021,김천대학교,자연과학계열,180,221,0,4,401,4,1.0,김천대학교
2021,나사렛대학교,공학계열,38,69,0,0,107,0,0.0,나사렛대학교
2021,나사렛대학교,예체능계열,79,67,4,2,146,6,4.1,나사렛대학교
2021,나사렛대학교,인문사회계열,275,549,10,14,824,24,2.9,나사렛대학교
2021,나사렛대학교,자연과학계열,53,83,0,1,136,1,0.7,나사렛대학교
2021,남부대학교,공학계열,111,152,0,0,263,0,0.0,남부대학교
2021,남부대학교,인문사회계열,84,150,2,1,234,3,1.3,남부대학교
2021,남부대학교,자연과학계열,156,134,2,4,290,6,2.1,남부대학교
2021,단국대학교,공학계열,536,281,45,20,817,65,8.0,단국대학교
2021,단국대학교,예체능계열,110,246,8,31,356,39,11.0,단국대학교
2021,단국대학교,인문사회계열,640,751,19,23,1391,42,3.0,단국대학교
2021,단국대학교,자연과학계열,57,33,6,3,90,9,10.0,단국대학교
2021,대구가톨릭대학교,공학계열,424,368,20,16,792,36,4.5,대구가톨릭대학교
2021,대구가톨릭대학교,예체능계열,50,143,2,27,193,29,15.0,대구가톨릭대학교
2021,대구가톨릭대학교,의학계열,12,32,0,0,44,0,0.0,대구가톨릭대학교
2021,대구가톨릭대학교,인문사회계열,409,740,14,28,1149,42,3.7,대구가톨릭대학교
2021,대구가톨릭대학교,자연과학계열,226,276,12,26,502,38,7.6,대구가톨릭대학교
2021,대구교육대학교,인문사회계열,130,246,2,6,376,8,2.1,대구교육대학교
2021,대구교육대학교,자연과학계열,10,16,0,2,26,2,7.7,대구교육대학교
2021,대구대학교,공학계열,728,284,17,6,1012,23,2.3,대구대학교
2021,대구대학교,예체능계열,62,116,5,8,178,13,7.3,대구대학교
2021,대구대학교,인문사회계열,818,1162,18,26,1980,44,2.2,대구대학교
2021,대구대학교,자연과학계열,384,434,18,23,818,41,5.0,대구대학교
2021,대구예술대학교,예체능계열,56,96,1,2,152,3,2.0,대구예술대학교
2021,대구예술대학교,인문사회계열,25,43,1,1,68,2,2.9,대구예술대학교
2021,대구한의대학교,공학계열,35,100,2,4,135,6,4.4,대구한의대학교
2021,대구한의대학교,예체능계열,51,111,0,5,162,5,3.1,대구한의대학교
2021,대구한의대학교,의학계열,78,34,0,0,112,0,0.0,대구한의대학교
2021,대구한의대학교,인문사회계열,133,288,4,14,421,18,4.3,대구한의대학교
2021,대구한의대학교,자연과학계열,337,278,10,8,615,18,2.9,대구한의대학교
2021,대신대학교,예체능계열,16,10,1,1,26,2,7.7,대신대학교
2021,대신대학교,인문사회계열,29,40,5,5,69,10,14.5,대신대학교
2021,대전가톨릭대학교,인문사회계열,14,0,9,0,14,9,64.3,대전가톨릭대학교
2021,대전대학교,공학계열,294,150,12,4,444,16,3.6,대전대학교
2021,대전대학교,예체능계열,175,121,2,8,296,10,3.4,대전대학교
2021,대전대학교,의학계열,58,23,0,0,81,0,0.0,대전대학교
2021,대전대학교,인문사회계열,409,505,5,8,914,13,1.4,대전대학교
2021,대전대학교,자연과학계열,124,107,8,2,231,10,4.3,대전대학교
2021,대전신학대학교,인문사회계열,21,7,6,3,28,9,32.1,대전신학대학교
2021,대진대학교,공학계열,397,189,21,11,586,32,5.5,대진대학교
2021,대진대학교,예체능계열,52,72,5,2,124,7,5.6,대진대학교
2021,대진대학교,인문사회계열,285,468,2,10,753,12,1.6,대진대학교
2021,대진대학교,자연과학계열,72,52,2,6,124,8,6.5,대진대학교
2021,덕성여자대학교,공학계열,0,38,0,0,38,0,0.0,덕성여자대학교
2021,덕성여자대학교,예체능계열,0,102,0,14,102,14,13.7,덕성여자대학교
2021,덕성여자대학교,인문사회계열,0,787,0,37,787,37,4.7,덕성여자대학교
2021,덕성여자대학교,자연과학계열,0,302,0,15,302,15,5.0,덕성여자대학교
2021,동국대학교,공학계열,538,314,62,46,852,108,12.7,동국대학교
2021,동국대학교,예체능계열,70,108,2,9,178,11,6.2,동국대학교
2021,동국대학교,인문사회계열,784,998,43,40,1782,83,4.7,동국대학교
2021,동국대학교,자연과학계열,134,135,24,9,269,33,12.3,동국대학교
2021,동국대학교(WISE) _분교,공학계열,166,133,15,9,299,24,8.0,동국대학교(WISE) _분교
2021,동국대학교(WISE) _분교,예체능계열,138,172,7,14,310,21,6.8,동국대학교(WISE) _분교
2021,동국대학교(WISE) _분교,의학계열,36,33,0,0,69,0,0.0,동국대학교(WISE) _분교
2021,동국대학교(WISE) _분교,인문사회계열,408,448,21,30,856,51,6.0,동국대학교(WISE) _분교
2021,동국대학교(WISE) _분교,자연과학계열,78,54,4,3,132,7,5.3,동국대학교(WISE) _분교
2021,동덕여자대학교,공학계열,0,280,0,11,280,11,3.9,동덕여자대학교
2021,동덕여자대학교,예체능계열,0,384,0,42,384,42,10.9,동덕여자대학교
2021,동덕여자대학교,의학계열,0,39,0,3,39,3,7.7,동덕여자대학교
2021,동덕여자대학교,인문사회계열,0,701,0,36,701,36,5.1,동덕여자대학교
2021,동덕여자대학교,자연과학계열,0,117,0,2,117,2,1.7,동덕여자대학교
2021,동명대학교,공학계열,517,134,6,1,651,7,1.1,동명대학교
2021,동명대학교,예체능계열,120,115,1,1,235,2,0.9,동명대학교
2021,동명대학교,인문사회계열,352,331,3,7,683,10,1.5,동명대학교
2021,동명대학교,자연과학계열,65,55,0,2,120,2,1.7,동명대학교
2021,동서대학교,공학계열,384,373,9,5,757,14,1.8,동서대학교
2021,동서대학교,예체능계열,80,46,2,1,126,3,2.4,동서대학교
2021,동서대학교,인문사회계열,354,713,4,4,1067,8,0.7,동서대학교
2021,동서대학교,자연과학계열,50,108,2,1,158,3,1.9,동서대학교
2021,동신대학교,공학계열,184,170,4,0,354,4,1.1,동신대학교
2021,동신대학교,예체능계열,56,66,1,1,122,2,1.6,동신대학교
2021,동신대학교,의학계열,35,14,1,0,49,1,2.0,동신대학교
2021,동신대학교,인문사회계열,248,359,6,7,607,13,2.1,동신대학교
2021,동신대학교,자연과학계열,210,196,4,1,406,5,1.2,동신대학교
2021,동아대학교,공학계열,1122,580,47,27,1702,74,4.3,동아대학교
2021,동아대학교,예체능계열,212,237,11,19,449,30,6.7,동아대학교
2021,동아대학교,인문사회계열,652,1048,17,51,1700,68,4.0,동아대학교
2021,동아대학교,자연과학계열,217,306,29,32,523,61,11.7,동아대학교
2021,동양대학교,공학계열,372,123,5,3,495,8,1.6,동양대학교
2021,동양대학교,예체능계열,25,57,3,0,82,3,3.7,동양대학교
2021,동양대학교,인문사회계열,120,99,2,1,219,3,1.4,동양대학교
2021,동양대학교,자연과학계열,19,12,0,0,31,0,0.0,동양대학교
2021,동의대학교,공학계열,773,361,20,7,1134,27,2.4,동의대학교
2021,동의대학교,예체능계열,91,58,2,2,149,4,2.7,동의대학교
2021,동의대학교,의학계열,31,12,0,0,43,0,0.0,동의대학교
2021,동의대학교,인문사회계열,701,987,13,15,1688,28,1.7,동의대학교
2021,동의대학교,자연과학계열,170,280,13,7,450,20,4.4,동의대학교
2021,루터대학교,예체능계열,10,26,1,0,36,1,2.8,루터대학교
2021,루터대학교,인문사회계열,24,26,6,3,50,9,18.0,루터대학교
2021,명지대학교,공학계열,534,193,66,15,727,81,11.1,명지대학교
2021,명지대학교,예체능계열,247,249,12,16,496,28,5.6,명지대학교
2021,명지대학교,인문사회계열,10,41,0,6,51,6,11.8,명지대학교
2021,명지대학교,자연과학계열,153,113,18,13,266,31,11.7,명지대학교
