기준연도,학교명,최종_계열,졸업자_남,졸업자_여,진학자_남,진학자_여,졸업자_총합,진학자_총합,진학률(%),학교명_정규화
2023,서울교육대학교,인문사회계열,85,310,2,4,395,6,1.5,서울교육대학교
2023,서울기독대학교,예체능계열,0,28,0,4,28,4,14.3,서울기독대학교
2023,서울기독대학교,인문사회계열,24,27,4,5,51,9,17.6,서울기독대학교
2023,서울대학교,공학계열,720,218,278,54,938,332,35.4,서울대학교
2023,서울대학교,예체능계열,92,203,10,30,295,40,13.6,서울대학교
2023,서울대학교,의학계열,19,38,3,10,57,13,22.8,서울대학교
2023,서울대학교,인문사회계열,609,666,140,164,1275,304,23.8,서울대학교
2023,서울대학교,자연과학계열,459,306,143,92,765,235,30.7,서울대학교
2023,서울시립대학교,공학계열,479,152,77,24,631,101,16.0,서울시립대학교
2023,서울시립대학교,예체능계열,11,29,3,0,40,3,7.5,서울시립대학교
2023,서울시립대학교,인문사회계열,562,481,24,25,1043,49,4.7,서울시립대학교
2023,서울시립대학교,자연과학계열,225,125,38,19,350,57,16.3,서울시립대학교
2023,서울신학대학교,공학계열,6,13,0,0,19,0,0.0,서울신학대학교
2023,서울신학대학교,예체능계열,14,49,2,6,63,8,12.7,서울신학대학교
2023,서울신학대학교,인문사회계열,145,290,39,19,435,58,13.3,서울신학대학교
2023,서울여자대학교,공학계열,0,282,0,37,282,37,13.1,서울여자대학교
2023,서울여자대학교,예체능계열,0,105,0,14,105,14,13.3,서울여자대학교
2023,서울여자대학교,인문사회계열,0,1065,0,65,1065,65,6.1,서울여자대학교
2023,서울여자대학교,자연과학계열,0,233,0,31,233,31,13.3,서울여자대학교
2023,서울장신대학교,예체능계열,3,14,0,1,17,1,5.9,서울장신대학교
2023,서울장신대학교,인문사회계열,56,39,10,3,95,13,13.7,서울장신대학교
2023,서울한영대학교,인문사회계열,51,94,2,2,145,4,2.8,서울한영대학교
2023,서원대학교,공학계열,111,69,2,4,180,6,3.3,서원대학교
2023,서원대학교,예체능계열,71,75,1,2,146,3,2.1,서원대학교
2023,서원대학교,인문사회계열,386,432,1,6,818,7,0.9,서원대학교
2023,서원대학교,자연과학계열,118,137,0,2,255,2,0.8,서원대학교
2023,선문대학교,공학계열,460,230,16,9,690,25,3.6,선문대학교
2023,선문대학교,예체능계열,56,26,1,0,82,1,1.2,선문대학교
2023,선문대학교,인문사회계열,417,444,7,9,861,16,1.9,선문대학교
2023,선문대학교,자연과학계열,75,153,2,9,228,11,4.8,선문대학교
2023,성결대학교,공학계열,139,103,0,2,242,2,0.8,성결대학교
2023,성결대학교,예체능계열,114,67,1,2,181,3,1.7,성결대학교
2023,성결대학교,인문사회계열,292,476,12,7,768,19,2.5,성결대학교
2023,성결대학교,자연과학계열,45,13,1,0,58,1,1.7,성결대학교
2023,성공회대학교,공학계열,41,43,0,1,84,1,1.2,성공회대학교
2023,성공회대학교,예체능계열,33,20,0,0,53,0,0.0,성공회대학교
2023,성공회대학교,인문사회계열,118,188,2,3,306,5,1.6,성공회대학교
2023,성공회대학교,자연과학계열,13,4,0,1,17,1,5.9,성공회대학교
2023,성균관대학교,공학계열,1206,534,215,70,1740,285,16.4,성균관대학교
2023,성균관대학교,예체능계열,106,224,8,14,330,22,6.7,성균관대학교
2023,성균관대학교,인문사회계열,784,1335,76,100,2119,176,8.3,성균관대학교
2023,성균관대학교,자연과학계열,299,176,69,57,475,126,26.5,성균관대학교
2023,성신여자대학교,공학계열,1,619,0,55,620,55,8.9,성신여자대학교
2023,성신여자대학교,예체능계열,0,493,0,54,493,54,11.0,성신여자대학교
2023,성신여자대학교,인문사회계열,0,1042,0,61,1042,61,5.9,성신여자대학교
2023,성신여자대학교,자연과학계열,0,191,0,35,191,35,18.3,성신여자대학교
2023,세명대학교,공학계열,240,132,14,2,372,16,4.3,세명대학교
2023,세명대학교,예체능계열,12,51,1,3,63,4,6.3,세명대학교
2023,세명대학교,의학계열,29,18,0,0,47,0,0.0,세명대학교
2023,세명대학교,인문사회계열,389,396,4,5,785,9,1.1,세명대학교
2023,세명대학교,자연과학계열,177,254,4,5,431,9,2.1,세명대학교
2023,세종대학교,공학계열,633,395,93,73,1028,166,16.1,세종대학교
2023,세종대학교,예체능계열,193,147,9,20,340,29,8.5,세종대학교
2023,세종대학교,인문사회계열,500,680,12,23,1180,35,3.0,세종대학교
2023,세종대학교,자연과학계열,179,126,23,16,305,39,12.8,세종대학교
2023,세한대학교,공학계열,51,88,0,0,139,0,0.0,세한대학교
2023,세한대학교,예체능계열,85,97,1,2,182,3,1.6,세한대학교
2023,세한대학교,인문사회계열,198,187,2,1,385,3,0.8,세한대학교
2023,세한대학교,자연과학계열,85,85,1,0,170,1,0.6,세한대학교
2023,수원가톨릭대학교,인문사회계열,28,1,15,0,29,15,51.7,수원가톨릭대학교
2023,수원대학교,공학계열,453,188,16,6,641,22,3.4,수원대학교
2023,수원대학교,예체능계열,141,259,11,23,400,34,8.5,수원대학교
2023,수원대학교,인문사회계열,293,374,4,6,667,10,1.5,수원대학교
2023,수원대학교,자연과학계열,77,140,10,10,217,20,9.2,수원대학교
2023,숙명여자대학교,공학계열,0,384,0,85,384,85,22.1,숙명여자대학교
2023,숙명여자대학교,예체능계열,0,279,0,37,279,37,13.3,숙명여자대학교
2023,숙명여자대학교,인문사회계열,0,1563,0,118,1563,118,7.5,숙명여자대학교
2023,숙명여자대학교,자연과학계열,0,362,0,53,362,53,14.6,숙명여자대학교
2023,순복음총회신학교,예체능계열,0,6,0,1,6,1,16.7,순복음총회신학교
2023,순복음총회신학교,인문사회계열,9,17,1,3,26,4,15.4,순복음총회신학교
2023,순천향대학교,공학계열,521,362,33,39,883,72,8.2,순천향대학교
2023,순천향대학교,예체능계열,144,95,7,1,239,8,3.3,순천향대학교
2023,순천향대학교,인문사회계열,342,694,15,19,1036,34,3.3,순천향대학교
2023,순천향대학교,자연과학계열,198,197,20,29,395,49,12.4,순천향대학교
2023,숭실대학교,공학계열,778,348,91,40,1126,131,11.6,숭실대학교
2023,숭실대학교,예체능계열,39,26,0,0,65,0,0.0,숭실대학교
2023,숭실대학교,인문사회계열,826,992,17,24,1818,41,2.3,숭실대학교
2023,숭실대학교,자연과학계열,202,135,19,28,337,47,13.9,숭실대학교
2023,신경주대학교,공학계열,24,33,0,0,57,0,0.0,신경주대학교
2023,신경주대학교,예체능계열,10,10,0,1,20,1,5.0,신경주대학교
2023,신경주대학교,인문사회계열,70,36,1,1,106,2,1.9,신경주대학교
2023,신경주대학교,자연과학계열,13,1,0,0,14,0,0.0,신경주대학교
2023,신라대학교,공학계열,278,171,8,4,449,12,2.7,신라대학교
2023,신라대학교,예체능계열,73,109,1,3,182,4,2.2,신라대학교
2023,신라대학교,인문사회계열,498,743,6,16,1241,22,1.8,신라대학교
2023,신라대학교,자연과학계열,103,136,0,0,239,0,0.0,신라대학교
2023,아신대학교,인문사회계열,79,67,11,11,146,22,15.1,아신대학교
2023,아주대학교,공학계열,851,424,95,48,1275,143,11.2,아주대학교
2023,아주대학교,예체능계열,56,38,3,4,94,7,7.4,아주대학교
2023,아주대학교,인문사회계열,286,378,23,27,664,50,7.5,아주대학교
2023,아주대학교,자연과학계열,304,180,48,25,484,73,15.1,아주대학교
2023,안양대학교,공학계열,211,139,8,8,350,16,4.6,안양대학교
2023,안양대학교,예체능계열,53,57,1,6,110,7,6.4,안양대학교
2023,안양대학교,인문사회계열,163,369,11,9,532,20,3.8,안양대학교
2023,안양대학교,자연과학계열,21,1,0,0,22,0,0.0,안양대학교
2023,안양대학교 _제2캠퍼스,공학계열,8,8,1,0,16,1,6.2,안양대학교 _제2캠퍼스
2023,안양대학교 _제2캠퍼스,인문사회계열,14,9,0,0,23,0,0.0,안양대학교 _제2캠퍼스
2023,안양대학교 _제2캠퍼스,자연과학계열,7,0,0,0,7,0,0.0,안양대학교 _제2캠퍼스
2023,연세대학교,공학계열,1014,453,219,78,1467,297,20.2,연세대학교
2023,연세대학교,예체능계열,89,91,4,12,180,16,8.9,연세대학교
2023,연세대학교,의학계열,39,19,0,0,58,0,0.0,연세대학교
2023,연세대학교,인문사회계열,792,1176,117,153,1968,270,13.7,연세대학교
2023,연세대학교,자연과학계열,360,318,98,75,678,173,25.5,연세대학교
2023,연세대학교(미래) _분교,공학계열,199,149,28,17,348,45,12.9,연세대학교(미래) _분교
2023,연세대학교(미래) _분교,인문사회계열,419,396,20,20,815,40,4.9,연세대학교(미래) _분교
2023,연세대학교(미래) _분교,자연과학계열,318,300,28,35,618,63,10.2,연세대학교(미래) _분교
2023,영남대학교,공학계열,1125,614,65,41,1739,106,6.1,영남대학교
2023,영남대학교,예체능계열,243,242,8,22,485,30,6.2,영남대학교
2023,영남대학교,인문사회계열,768,1148,27,46,1916,73,3.8,영남대학교
2023,영남대학교,자연과학계열,328,541,22,28,869,50,5.8,영남대학교
2023,영남신학대학교,인문사회계열,47,61,15,23,108,38,35.2,영남신학대학교
2023,영산대학교,공학계열,161,115,2,0,276,2,0.7,영산대학교
2023,영산대학교,예체능계열,32,3,0,0,35,0,0.0,영산대학교
2023,영산대학교,인문사회계열,46,72,0,1,118,1,0.8,영산대학교
2023,영산대학교,자연과학계열,42,100,1,0,142,1,0.7,영산대학교
2023,영산대학교 _제2캠퍼스,공학계열,26,63,0,2,89,2,2.2,영산대학교 _제2캠퍼스
2023,영산대학교 _제2캠퍼스,예체능계열,72,69,0,1,141,1,0.7,영산대학교 _제2캠퍼스
2023,영산대학교 _제2캠퍼스,인문사회계열,168,236,1,1,404,2,0.5,영산대학교 _제2캠퍼스
2023,영산대학교 _제2캠퍼스,자연과학계열,64,145,1,8,209,9,4.3,영산대학교 _제2캠퍼스
2023,영산선학대학교,인문사회계열,2,4,2,3,6,5,83.3,영산선학대학교
2023,예수대학교,인문사회계열,4,14,0,0,18,0,0.0,예수대학교
2023,예수대학교,자연과학계열,17,97,0,0,114,0,0.0,예수대학교
2023,예원예술대학교,예체능계열,42,71,1,0,113,1,0.9,예원예술대학교
2023,예원예술대학교,인문사회계열,36,13,0,0,49,0,0.0,예원예술대학교
2023,예원예술대학교,자연과학계열,3,12,0,0,15,0,0.0,예원예술대학교
2023,용인대학교,공학계열,71,76,2,4,147,6,4.1,용인대학교
2023,용인대학교,예체능계열,374,208,6,9,582,15,2.6,용인대학교
2023,용인대학교,인문사회계열,163,283,6,5,446,11,2.5,용인대학교
2023,용인대학교,자연과학계열,68,104,1,3,172,4,2.3,용인대학교
2023,우석대학교,공학계열,202,145,3,7,347,10,2.9,우석대학교
2023,우석대학교,예체능계열,192,109,5,1,301,6,2.0,우석대학교
2023,우석대학교,의학계열,19,7,0,0,26,0,0.0,우석대학교
2023,우석대학교,인문사회계열,325,312,6,10,637,16,2.5,우석대학교
2023,우석대학교,자연과학계열,126,51,0,2,177,2,1.1,우석대학교
2023,우송대학교,공학계열,351,153,2,0,504,2,0.4,우송대학교
2023,우송대학교,예체능계열,72,71,0,0,143,0,0.0,우송대학교
2023,우송대학교,인문사회계열,553,706,5,8,1259,13,1.0,우송대학교
2023,우송대학교,자연과학계열,139,189,4,4,328,8,2.4,우송대학교
2023,울산과학기술원,공학계열,334,91,138,40,425,178,41.9,울산과학기술원
2023,울산과학기술원,예체능계열,3,1,1,1,4,2,50.0,울산과학기술원
2023,울산과학기술원,인문사회계열,33,29,3,7,62,10,16.1,울산과학기술원
2023,울산과학기술원,자연과학계열,50,20,30,12,70,42,60.0,울산과학기술원
2023,울산대학교,공학계열,891,213,61,14,1104,75,6.8,울산대학교
2023,울산대학교,예체능계열,72,139,2,19,211,21,10.0,울산대학교
2023,울산대학교,의학계열,36,5,0,0,41,0,0.0,울산대학교
2023,울산대학교,인문사회계열,427,623,9,11,1050,20,1.9,울산대학교
2023,울산대학교,자연과학계열,186,370,22,30,556,52,9.4,울산대학교
2023,원광대학교,공학계열,604,299,22,13,903,35,3.9,원광대학교
2023,원광대학교,예체능계열,210,231,2,3,441,5,1.1,원광대학교
2023,원광대학교,의학계열,131,65,0,1,196,1,0.5,원광대학교
2023,원광대학교,인문사회계열,732,725,21,13,1457,34,2.3,원광대학교
2023,원광대학교,자연과학계열,366,311,19,24,677,43,6.4,원광대학교
2023,위덕대학교,공학계열,84,71,3,0,155,3,1.9,위덕대학교
2023,위덕대학교,예체능계열,31,21,0,0,52,0,0.0,위덕대학교
2023,위덕대학교,의학계열,1,10,0,0,11,0,0.0,위덕대학교
2023,위덕대학교,인문사회계열,100,186,2,0,286,2,0.7,위덕대학교
2023,위덕대학교,자연과학계열,45,49,3,2,94,5,5.3,위덕대학교
2023,유원대학교,공학계열,130,41,1,0,171,1,0.6,유원대학교
2023,유원대학교,예체능계열,84,93,2,0,177,2,1.1,유원대학교
2023,유원대학교,인문사회계열,178,158,1,0,336,1,0.3,유원대학교
2023,유원대학교,자연과학계열,56,64,3,0,120,3,2.5,유원대학교
2023,을지대학교,자연과학계열,36,13,0,0,49,0,0.0,을지대학교
2023,을지대학교 _제2캠퍼스,공학계열,57,171,1,3,228,4,1.8,을지대학교 _제2캠퍼스
2023,을지대학교 _제2캠퍼스,예체능계열,4,0,0,0,4,0,0.0,을지대학교 _제2캠퍼스
2023,을지대학교 _제2캠퍼스,인문사회계열,75,160,3,10,235,13,5.5,을지대학교 _제2캠퍼스
2023,을지대학교 _제2캠퍼스,자연과학계열,166,402,3,14,568,17,3.0,을지대학교 _제2캠퍼스
2023,이화여자대학교,공학계열,0,468,0,141,468,141,30.1,이화여자대학교
2023,이화여자대학교,예체능계열,0,520,0,65,520,65,12.5,이화여자대학교
2023,이화여자대학교,의학계열,0,5,0,0,5,0,0.0,이화여자대학교
2023,이화여자대학교,인문사회계열,0,2278,0,198,2278,198,8.7,이화여자대학교
2023,이화여자대학교,자연과학계열,0,664,0,107,664,107,16.1,이화여자대학교
2023,인제대학교,공학계열,364,336,18,26,700,44,6.3,인제대학교
2023,인제대학교,예체능계열,36,19,0,1,55,1,1.8,인제대학교
2023,인제대학교,인문사회계열,311,474,14,21,785,35,4.5,인제대학교
2023,인제대학교,자연과학계열,272,295,11,13,567,24,4.2,인제대학교
2023,인천가톨릭대학교,인문사회계열,21,1,14,0,22,14,63.6,인천가톨릭대학교
2023,인천대학교,공학계열,804,346,66,33,1150,99,8.6,인천대학교
2023,인천대학교,예체능계열,91,118,5,9,209,14,6.7,인천대학교
2023,인천대학교,인문사회계열,547,766,5,12,1313,17,1.3,인천대학교
2023,인천대학교,자연과학계열,196,171,26,35,367,61,16.6,인천대학교
2023,인하대학교,공학계열,1342,537,165,66,1879,231,12.3,인하대학교
2023,인하대학교,예체능계열,156,106,14,10,262,24,9.2,인하대학교
2023,인하대학교,인문사회계열,648,881,24,37,1529,61,4.0,인하대학교
2023,인하대학교,자연과학계열,333,161,56,30,494,86,17.4,인하대학교
2023,장로회신학대학교,인문사회계열,95,83,34,17,178,51,28.7,장로회신학대학교
2023,전남대학교,공학계열,646,397,64,36,1043,100,9.6,전남대학교
2023,전남대학교,예체능계열,24,118,1,16,142,17,12.0,전남대학교
2023,전남대학교,의학계열,34,18,4,5,52,9,17.3,전남대학교
2023,전남대학교,인문사회계열,625,888,22,35,1513,57,3.8,전남대학교
2023,전남대학교,자연과학계열,494,651,54,86,1145,140,12.2,전남대학교
2023,전남대학교 _제2캠퍼스,공학계열,158,54,4,6,212,10,4.7,전남대학교 _제2캠퍼스
2023,전남대학교 _제2캠퍼스,예체능계열,7,4,0,0,11,0,0.0,전남대학교 _제2캠퍼스
2023,전남대학교 _제2캠퍼스,인문사회계열,60,72,1,1,132,2,1.5,전남대학교 _제2캠퍼스
2023,전남대학교 _제2캠퍼스,자연과학계열,87,57,9,12,144,21,14.6,전남대학교 _제2캠퍼스
2023,전북대학교,공학계열,1093,545,121,49,1638,170,10.4,전북대학교
2023,전북대학교,예체능계열,43,78,3,11,121,14,11.6,전북대학교
2023,전북대학교,의학계열,61,32,5,5,93,10,10.8,전북대학교
2023,전북대학교,인문사회계열,607,836,31,43,1443,74,5.1,전북대학교
2023,전북대학교,자연과학계열,498,438,49,45,936,94,10.0,전북대학교
2023,전주교육대학교,예체능계열,9,18,0,0,27,0,0.0,전주교육대학교
2023,전주교육대학교,인문사회계열,93,161,0,0,254,0,0.0,전주교육대학교
2023,전주교육대학교,자연과학계열,10,17,0,0,27,0,0.0,전주교육대학교
2023,전주대학교,공학계열,352,244,10,4,596,14,2.3,전주대학교
2023,전주대학교,예체능계열,189,96,2,0,285,2,0.7,전주대학교
2023,전주대학교,의학계열,7,33,0,0,40,0,0.0,전주대학교
2023,전주대학교,인문사회계열,495,657,12,31,1152,43,3.7,전주대학교
2023,전주대학교,자연과학계열,158,218,2,4,376,6,1.6,전주대학교
2023,제주대학교,공학계열,288,211,18,8,499,26,5.2,제주대학교
2023,제주대학교,예체능계열,42,84,3,5,126,8,6.3,제주대학교
2023,제주대학교,의학계열,30,16,4,5,46,9,19.6,제주대학교
2023,제주대학교,인문사회계열,401,604,9,11,1005,20,2.0,제주대학교
2023,제주대학교,자연과학계열,174,252,19,25,426,44,10.3,제주대학교
2023,조선대학교,공학계열,1052,515,61,37,1567,98,6.3,조선대학교
2023,조선대학교,예체능계열,284,304,9,19,588,28,4.8,조선대학교
2023,조선대학교,의학계열,49,22,1,0,71,1,1.4,조선대학교
2023,조선대학교,인문사회계열,589,1085,13,39,1674,52,3.1,조선대학교
2023,조선대학교,자연과학계열,285,304,11,6,589,17,2.9,조선대학교
2023,중부대학교,공학계열,203,148,5,0,351,5,1.4,중부대학교
2023,중부대학교,예체능계열,181,158,2,1,339,3,0.9,중부대학교
2023,중부대학교,인문사회계열,316,444,4,4,760,8,1.1,중부대학교
2023,중부대학교,자연과학계열,101,114,2,5,215,7,3.3,중부대학교
2023,중앙대학교,공학계열,951,598,167,67,1549,234,15.1,중앙대학교
2023,중앙대학교,예체능계열,35,80,1,2,115,3,2.6,중앙대학교
2023,중앙대학교,인문사회계열,1229,1639,50,75,2868,125,4.4,중앙대학교
2023,중앙대학교,자연과학계열,204,143,22,17,347,39,11.2,중앙대학교
2023,중앙승가대학교,인문사회계열,22,12,7,6,34,13,38.2,중앙승가대학교
2023,중원대학교,공학계열,181,108,8,3,289,11,3.8,중원대학교
2023,중원대학교,예체능계열,51,45,1,0,96,1,1.0,중원대학교
2023,중원대학교,인문사회계열,160,93,3,0,253,3,1.2,중원대학교
2023,중원대학교,자연과학계열,37,55,0,1,92,1,1.1,중원대학교
2023,진주교육대학교,예체능계열,8,20,0,0,28,0,0.0,진주교육대학교
2023,진주교육대학교,인문사회계열,83,200,0,0,283,0,0.0,진주교육대학교
2023,진주교육대학교,자연과학계열,9,20,0,0,29,0,0.0,진주교육대학교
2023,차의과학대학교,공학계열,45,112,14,15,157,29,18.5,차의과학대학교
2023,차의과학대학교,예체능계열,42,24,3,2,66,5,7.6,차의과학대학교
2023,차의과학대학교,인문사회계열,68,181,4,12,249,16,6.4,차의과학대학교
2023,차의과학대학교,자연과학계열,32,48,8,15,80,23,28.7,차의과학대학교
2023,청운대학교,공학계열,195,136,0,4,331,4,1.2,청운대학교
2023,청운대학교,예체능계열,113,94,1,1,207,2,1.0,청운대학교
2023,청운대학교,인문사회계열,432,440,6,2,872,8,0.9,청운대학교
2023,청주교육대학교,인문사회계열,98,171,1,1,269,2,0.7,청주교육대학교
2023,청주교육대학교,자연과학계열,5,24,0,0,29,0,0.0,청주교육대학교
2023,청주대학교,공학계열,553,235,30,16,788,46,5.8,청주대학교
2023,청주대학교,예체능계열,140,98,2,3,238,5,2.1,청주대학교
2023,청주대학교,인문사회계열,595,600,7,10,1195,17,1.4,청주대학교
2023,청주대학교,자연과학계열,133,143,7,1,276,8,2.9,청주대학교
2023,총신대학교,예체능계열,19,46,3,10,65,13,20.0,총신대학교
2023,총신대학교,인문사회계열,144,243,49,18,387,67,17.3,총신대학교
2023,추계예술대학교,예체능계열,59,154,2,22,213,24,11.3,추계예술대학교
2023,추계예술대학교,인문사회계열,16,69,1,3,85,4,4.7,추계예술대학교
2023,춘천교육대학교,인문사회계열,85,202,0,0,287,0,0.0,춘천교육대학교
2023,춘천교육대학교,자연과학계열,11,18,0,0,29,0,0.0,춘천교육대학교
2023,충남대학교,공학계열,657,359,101,37,1016,138,13.6,충남대학교
2023,충남대학교,예체능계열,113,122,14,17,235,31,13.2,충남대학교
2023,충남대학교,의학계열,37,34,3,8,71,11,15.5,충남대학교
2023,충남대학교,인문사회계열,628,861,20,36,1489,56,3.8,충남대학교
2023,충남대학교,자연과학계열,542,519,84,74,1061,158,14.9,충남대학교
2023,충북대학교,공학계열,651,278,69,19,929,88,9.5,충북대학교
2023,충북대학교,예체능계열,79,65,4,7,144,11,7.6,충북대학교
2023,충북대학교,의학계열,29,25,0,9,54,9,16.7,충북대학교
2023,충북대학교,인문사회계열,494,601,12,25,1095,37,3.4,충북대학교
2023,충북대학교,자연과학계열,478,446,64,64,924,128,13.9,충북대학교
2023,칼빈대학교,인문사회계열,78,68,8,4,146,12,8.2,칼빈대학교
2023,평택대학교,공학계열,34,40,0,0,74,0,0.0,평택대학교
2023,평택대학교,예체능계열,31,52,0,2,83,2,2.4,평택대학교
2023,평택대학교,인문사회계열,264,240,5,4,504,9,1.8,평택대학교
2023,평택대학교,자연과학계열,61,45,0,1,106,1,0.9,평택대학교
2023,포항공과대학교,공학계열,162,67,98,39,229,137,59.8,포항공과대학교
2023,포항공과대학교,예체능계열,22,10,17,7,32,24,75.0,포항공과대학교
2023,포항공과대학교,자연과학계열,40,16,29,12,56,41,73.2,포항공과대학교
2023,한국과학기술원,공학계열,425,131,232,72,556,304,54.7,한국과학기술원
2023,한국과학기술원,자연과학계열,100,32,54,16,132,70,53.0,한국과학기술원
2023,한국교원대학교,공학계열,13,28,0,0,41,0,0.0,한국교원대학교
2023,한국교원대학교,예체능계열,0,16,0,0,16,0,0.0,한국교원대학교
2023,한국교원대학교,인문사회계열,171,285,3,3,456,6,1.3,한국교원대학교
2023,한국교원대학교,자연과학계열,38,58,0,0,96,0,0.0,한국교원대학교
2023,한국기술교육대학교,공학계열,601,170,38,13,771,51,6.6,한국기술교육대학교
2023,한국기술교육대학교,인문사회계열,87,58,2,1,145,3,2.1,한국기술교육대학교
2023,한국성서대학교,공학계열,5,44,0,0,49,0,0.0,한국성서대학교
2023,한국성서대학교,예체능계열,16,5,2,0,21,2,9.5,한국성서대학교
2023,한국성서대학교,인문사회계열,36,106,5,2,142,7,4.9,한국성서대학교
2023,한국성서대학교,자연과학계열,2,0,0,0,2,0,0.0,한국성서대학교
2023,한국예술종합학교,예체능계열,128,251,6,16,379,22,5.8,한국예술종합학교
2023,한국예술종합학교,인문사회계열,27,71,3,9,98,12,12.2,한국예술종합학교
2023,한국외국어대학교,공학계열,186,125,23,20,311,43,13.8,한국외국어대학교
2023,한국외국어대학교,예체능계열,7,1,0,0,8,0,0.0,한국외국어대학교
2023,한국외국어대학교,인문사회계열,1338,2186,55,103,3524,158,4.5,한국외국어대학교
2023,한국외국어대학교,자연과학계열,104,96,24,24,200,48,24.0,한국외국어대학교
2023,한국체육대학교,예체능계열,336,199,11,11,535,22,4.1,한국체육대학교
2023,한국체육대학교,인문사회계열,45,21,0,1,66,1,1.5,한국체육대학교
2023,한국침례신학대학교,예체능계열,5,43,0,3,48,3,6.2,한국침례신학대학교
2023,한국침례신학대학교,인문사회계열,99,149,28,19,248,47,19.0,한국침례신학대학교
2023,한국항공대학교,공학계열,426,89,57,12,515,69,13.4,한국항공대학교
2023,한국항공대학교,인문사회계열,182,110,7,6,292,13,4.5,한국항공대학교
2023,한국항공대학교,자연과학계열,65,30,5,4,95,9,9.5,한국항공대학교
2023,한남대학교,공학계열,428,238,23,9,666,32,4.8,한남대학교
2023,한남대학교,예체능계열,46,101,3,8,147,11,7.5,한남대학교
2023,한남대학교,인문사회계열,510,806,12,15,1316,27,2.1,한남대학교
2023,한남대학교,자연과학계열,81,152,14,16,233,30,12.9,한남대학교
2023,한동대학교,공학계열,216,195,40,16,411,56,13.6,한동대학교
2023,한동대학교,인문사회계열,154,217,20,25,371,45,12.1,한동대학교
2023,한동대학교,자연과학계열,26,30,11,10,56,21,37.5,한동대학교
2023,한라대학교,공학계열,364,45,8,0,409,8,2.0,한라대학교
2023,한라대학교,예체능계열,56,21,1,1,77,2,2.6,한라대학교
2023,한라대학교,인문사회계열,106,133,0,0,239,0,0.0,한라대학교
2023,한라대학교,자연과학계열,41,15,0,0,56,0,0.0,한라대학교
2023,한림대학교,공학계열,282,242,17,16,524,33,6.3,한림대학교
2023,한림대학교,예체능계열,65,16,2,0,81,2,2.5,한림대학교
2023,한림대학교,인문사회계열,377,596,19,35,973,54,5.5,한림대학교
2023,한림대학교,자연과학계열,139,146,13,28,285,41,14.4,한림대학교
2023,한서대학교,공학계열,303,116,21,5,419,26,6.2,한서대학교
2023,한서대학교,예체능계열,86,88,1,2,174,3,1.7,한서대학교
2023,한서대학교,인문사회계열,263,310,1,6,573,7,1.2,한서대학교
2023,한서대학교,자연과학계열,129,155,3,1,284,4,1.4,한서대학교
2023,한성대학교,공학계열,302,168,9,7,470,16,3.4,한성대학교
2023,한성대학교,예체능계열,87,235,2,5,322,7,2.2,한성대학교
2023,한성대학교,인문사회계열,313,326,7,6,639,13,2.0,한성대학교
2023,한성대학교,자연과학계열,12,37,0,3,49,3,6.1,한성대학교
2023,한세대학교,공학계열,57,117,0,1,174,1,0.6,한세대학교
2023,한세대학교,예체능계열,13,6,0,0,19,0,0.0,한세대학교
2023,한세대학교,인문사회계열,93,221,9,11,314,20,6.4,한세대학교
2023,한세대학교,자연과학계열,28,56,0,2,84,2,2.4,한세대학교
2023,한신대학교,공학계열,105,51,0,0,156,0,0.0,한신대학교
2023,한신대학교,예체능계열,29,13,0,0,42,0,0.0,한신대학교
2023,한신대학교,인문사회계열,273,491,21,19,764,40,5.2,한신대학교
2023,한신대학교,자연과학계열,79,39,2,2,118,4,3.4,한신대학교
2023,한양대학교,공학계열,989,398,230,57,1387,287,20.7,한양대학교
2023,한양대학교,예체능계열,90,134,8,19,224,27,12.1,한양대학교
2023,한양대학교,인문사회계열,893,957,53,54,1850,107,5.8,한양대학교
2023,한양대학교,자연과학계열,219,171,38,30,390,68,17.4,한양대학교
2023,한양대학교(ERICA) _분교,공학계열,691,293,123,67,984,190,19.3,한양대학교(ERICA) _분교
2023,한양대학교(ERICA) _분교,예체능계열,88,191,3,12,279,15,5.4,한양대학교(ERICA) _분교
2023,한양대학교(ERICA) _분교,인문사회계열,417,459,19,18,876,37,4.2,한양대학교(ERICA) _분교
2023,한양대학교(ERICA) _분교,자연과학계열,77,78,11,12,155,23,14.8,한양대학교(ERICA) _분교
2023,한일장신대학교,공학계열,13,40,0,0,53,0,0.0,한일장신대학교
2023,한일장신대학교,예체능계열,20,4,1,0,24,1,4.2,한일장신대학교
2023,한일장신대학교,인문사회계열,52,44,4,8,96,12,12.5,한일장신대학교
2023,협성대학교,공학계열,84,74,3,6,158,9,5.7,협성대학교
2023,협성대학교,예체능계열,62,104,0,3,166,3,1.8,협성대학교
2023,협성대학교,의학계열,10,40,0,3,50,3,6.0,협성대학교
2023,협성대학교,인문사회계열,207,365,14,12,572,26,4.5,협성대학교
2023,협성대학교,자연과학계열,9,24,0,0,33,0,0.0,협성대학교
2023,호남대학교,공학계열,157,152,0,2,309,2,0.6,호남대학교
2023,호남대학교,예체능계열,149,110,7,2,259,9,3.5,호남대학교
2023,호남대학교,인문사회계열,373,412,5,7,785,12,1.5,호남대학교
2023,호남대학교,자연과학계열,184,231,3,1,415,4,1.0,호남대학교
2023,호남신학대학교,인문사회계열,42,54,10,5,96,15,15.6,호남신학대학교
