2024년_ [중도탈락 학생 현황 (대학)],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
기준연도,학교종류,설립구분,지역,상태,학교,단과대학,"학과
(전공)",구분,학과특성,학과상태,"재적학생
(A)",사유별 중도탈락 학생,,,,,,,,,"중도탈락학생비율(%)
(B/A) × 100"
,,,,,,,,,,,,계(B),미등록,미복학,자퇴,학사경고,학생활동,유급제적,재학연한초과,기타,
2023,대학교,사립,경북,기존,경일대학교,기업인재대학,스마트푸드테크학과,주간,계약학과,기존,63,4,2,0,2,0,0,0,0,0,6.3
2023,대학교,사립,경북,기존,경일대학교,미래융합대학,ICT경영학부,야간,일반과정,폐과,2,0,0,0,0,0,0,0,0,0,0
2023,대학교,사립,경북,기존,경일대학교,미래융합대학,스마트경영학부,야간,일반과정,기존,171,7,6,0,1,0,0,0,0,0,4.1
2023,대학교,사립,경북,기존,경일대학교,미래융합대학,스마트산업학부,야간,일반과정,기존,217,5,1,4,0,0,0,0,0,0,2.3
2023,대학교,사립,경북,기존,경일대학교,미래융합대학,평생교육학부,야간,일반과정,기존,153,10,4,5,0,0,0,0,0,1,6.5
2023,대학교,사립,경북,기존,경일대학교,아트&휴먼사이언스대학,디자인학부,주간,일반과정,폐과,2,1,0,1,0,0,0,0,0,0,50
2023,대학교,사립,경북,기존,경일대학교,휴먼사이언스대학,복지서비스학부 아동문헌정보전공,주간,일반과정,폐과,15,0,0,0,0,0,0,0,0,0,0
2023,대학교,사립,경북,기존,경일대학교,휴먼사이언스대학,의용공학과,주간,일반과정,폐과,33,4,0,3,1,0,0,0,0,0,12.1
2023,대학교,사립,경북,기존,경일대학교,SMART엔지니어링대학,건축디자인과(5년제),주간,일반과정,변경,231,18,8,2,8,0,0,0,0,0,7.8
2023,대학교,사립,경북,기존,경일대학교,SMART엔지니어링대학,건축토목공학과,주간,일반과정,통합,428,52,7,15,29,1,0,0,0,0,12.1
2023,대학교,사립,경북,기존,경일대학교,SMART엔지니어링대학,소방방재학부,주간,일반과정,기존,771,39,4,13,22,0,0,0,0,0,5.1
2023,대학교,사립,경북,기존,경일대학교,SMART엔지니어링대학,스마트디자인공학부,주간,일반과정,신설,573,75,18,28,29,0,0,0,0,0,13.1
2023,대학교,사립,경북,기존,경일대학교,SMART엔지니어링대학,스마트보안학과,주간,일반과정,변경,279,31,5,9,17,0,0,0,0,0,11.1
2023,대학교,사립,경북,기존,경일대학교,SMART엔지니어링대학,전기전자에너지학부,주간,일반과정,변경,403,38,8,18,11,1,0,0,0,0,9.4
2023,대학교,사립,경북,기존,경일대학교,SMART엔지니어링대학,철도학부,주간,일반과정,기존,333,10,0,2,8,0,0,0,0,0,3
2023,대학교,사립,경북,기존,경일대학교,SMART인프라대학,국토정보학부 공간정보전공,주간,일반과정,폐과,30,3,0,3,0,0,0,0,0,0,10
2023,대학교,사립,경북,기존,경일대학교,SMART인프라대학,화학공학과,주간,일반과정,폐과,147,22,0,7,15,0,0,0,0,0,15
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,K-방송예술학부 방송연예전공,주간,일반과정,분리,10,1,0,0,1,0,0,0,0,0,10
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,K-방송예술학부 실용음악전공,주간,일반과정,분리,12,1,0,0,1,0,0,0,0,0,8.3
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,K-컬쳐엔터테인먼트학부,주간,일반과정,폐과,58,6,0,2,4,0,0,0,0,0,10.3
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,간호학과,주간,일반과정,기존,636,9,0,0,9,0,0,0,0,0,1.4
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,게임엔터테인먼트학과,주간,일반과정,변경,57,2,0,1,1,0,0,0,0,0,3.5
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,경찰학과,주간,일반과정,기존,432,44,8,17,19,0,0,0,0,0,10.2
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,글로벌비즈니스학부,주간,일반과정,변경,326,23,2,8,12,0,0,0,0,1,7.1
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,만화애니메이션학부,주간,일반과정,기존,412,15,1,4,10,0,0,0,0,0,3.6
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,부동산지적학과,주간,일반과정,기존,261,22,0,6,16,0,0,0,0,0,8.4
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,뷰티학과,주간,일반과정,변경,185,16,0,9,7,0,0,0,0,0,8.6
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,사진영상학부,주간,일반과정,폐과,442,18,0,7,10,1,0,0,0,0,4.1
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,사진영상학부 사진영상전공,주간,일반과정,변경,95,5,1,0,4,0,0,0,0,0,5.3
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,사진영상학부 이미지&테크놀로지전공,주간,일반과정,신설,20,1,0,0,1,0,0,0,0,0,5
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,사회복지학과,주간,일반과정,기존,215,18,3,3,11,1,0,0,0,0,8.4
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,상담심리학과,주간,일반과정,기존,159,12,0,5,7,0,0,0,0,0,7.5
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,식품개발학과,주간,일반과정,폐과,36,6,1,2,3,0,0,0,0,0,16.7
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,응급구조학과,주간,일반과정,기존,251,9,0,0,9,0,0,0,0,0,3.6
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,콘텐츠디자인학과,주간,일반과정,변경,143,16,3,4,8,1,0,0,0,0,11.2
2023,대학교,사립,경북,기존,경일대학교,SMART라이프대학,항공서비스학과,주간,일반과정,기존,133,11,0,9,2,0,0,0,0,0,8.3
2023,대학교,사립,경북,기존,경일대학교,SMART스포츠대학,노인체육복지학과,주간,일반과정,기존,242,13,2,5,6,0,0,0,0,0,5.4
2023,대학교,사립,경북,기존,경일대학교,SMART스포츠대학,스포츠융합학부,주간,일반과정,변경,261,28,4,8,16,0,0,0,0,0,10.7
2023,대학교,사립,경북,기존,경일대학교,SMART스포츠대학,스포츠재활의학과,주간,일반과정,기존,162,5,2,0,3,0,0,0,0,0,3.1
2023,대학교,사립,경북,기존,경일대학교,SMART스포츠대학,전문스포츠학부 엘리트육성전공,주간,일반과정,기존,35,4,0,1,3,0,0,0,0,0,11.4
2023,대학교,사립,경북,기존,경일대학교,SMART스포츠대학,전문스포츠학부 축구학과,주간,일반과정,기존,48,5,1,1,3,0,0,0,0,0,10.4
2023,대학교,사립,경북,기존,경일대학교,SMART스포츠대학,전문스포츠학부 태권도학과,주간,일반과정,기존,63,10,5,0,5,0,0,0,0,0,15.9
2023,대학교,사립,경북,기존,경일대학교,SMART스포츠대학,특수군사학과,주간,일반과정,신설,7,1,0,0,1,0,0,0,0,0,14.3
2023,대학교,사립,서울,기존,경희대학교,간호과학대학,간호학과,주간,일반과정,기존,384,9,0,0,9,0,0,0,0,0,2.3
2023,대학교,사립,서울,기존,경희대학교,간호과학대학,간호학과,야간,특별과정,기존,139,3,0,0,3,0,0,0,0,0,2.2
2023,대학교,사립,서울,기존,경희대학교,경영대학,경영학과,주간,일반과정,기존,"2,331",74,9,9,54,2,0,0,0,0,3.2
2023,대학교,사립,서울,기존,경희대학교,경영대학,경영학부,주간,일반과정,폐과,17,1,0,0,0,1,0,0,0,0,5.9
2023,대학교,사립,서울,기존,경희대학교,경영대학,빅데이터응용학과,주간,일반과정,기존,74,4,0,0,4,0,0,0,0,0,5.4
2023,대학교,사립,서울,기존,경희대학교,경영대학,회계・세무학과,주간,일반과정,기존,652,7,0,1,6,0,0,0,0,0,1.1
2023,대학교,사립,서울,기존,경희대학교,공과대학,건축공학과,주간,일반과정,기존,379,17,0,1,16,0,0,0,0,0,4.5
2023,대학교,사립,서울,기존,경희대학교,공과대학,건축학과,주간,일반과정,기존,357,18,1,1,15,1,0,0,0,0,5
2023,대학교,사립,서울,기존,경희대학교,공과대학,기계공학과,주간,일반과정,기존,988,31,1,3,26,1,0,0,0,0,3.1
2023,대학교,사립,서울,기존,경희대학교,공과대학,사회기반시스템공학과,주간,일반과정,기존,357,18,1,1,16,0,0,0,0,0,5
2023,대학교,사립,서울,기존,경희대학교,공과대학,산업경영공학과,주간,일반과정,기존,424,16,1,1,13,1,0,0,0,0,3.8
2023,대학교,사립,서울,기존,경희대학교,공과대학,원자력공학과,주간,일반과정,기존,256,11,0,1,10,0,0,0,0,0,4.3
2023,대학교,사립,서울,기존,경희대학교,공과대학,정보전자신소재공학과,주간,일반과정,기존,388,17,0,0,16,1,0,0,0,0,4.4
2023,대학교,사립,서울,기존,경희대학교,공과대학,화학공학과,주간,일반과정,기존,457,20,1,0,18,1,0,0,0,0,4.4
2023,대학교,사립,서울,기존,경희대학교,공과대학,환경학및환경공학과,주간,일반과정,기존,214,8,1,1,6,0,0,0,0,0,3.7
2023,대학교,사립,서울,기존,경희대학교,국제대학,국제학과,주간,일반과정,기존,808,31,2,0,29,0,0,0,0,0,3.8
2023,대학교,사립,서울,기존,경희대학교,국제대학,글로벌한국학과,주간,일반과정,기존,2,0,0,0,0,0,0,0,0,0,0
2023,대학교,사립,서울,기존,경희대학교,문과대학,국어국문학과,주간,일반과정,기존,462,12,0,5,6,1,0,0,0,0,2.6
2023,대학교,사립,서울,기존,경희대학교,문과대학,사학과,주간,일반과정,기존,253,8,1,2,5,0,0,0,0,0,3.2
2023,대학교,사립,서울,기존,경희대학교,문과대학,영어영문학과,주간,일반과정,기존,298,9,0,1,8,0,0,0,0,0,3
2023,대학교,사립,서울,기존,경희대학교,문과대학,영어학부,주간,일반과정,폐과,35,4,1,2,1,0,0,0,0,0,11.4
2023,대학교,사립,서울,기존,경희대학교,문과대학,응용영어통번역학과,주간,일반과정,기존,246,12,0,0,11,1,0,0,0,0,4.9
2023,대학교,사립,서울,기존,경희대학교,문과대학,철학과,주간,일반과정,기존,251,5,0,1,3,1,0,0,0,0,2
2023,대학교,사립,서울,기존,경희대학교,미술대학,미술학부,주간,일반과정,기존,355,6,2,1,2,1,0,0,0,0,1.7
2023,대학교,사립,서울,기존,경희대학교,생명과학대학,스마트팜과학과,주간,일반과정,기존,129,10,0,0,10,0,0,0,0,0,7.8
2023,대학교,사립,서울,기존,경희대학교,생명과학대학,식물・환경신소재공학과,주간,일반과정,기존,123,3,0,0,3,0,0,0,0,0,2.4
2023,대학교,사립,서울,기존,경희대학교,생명과학대학,식품생명공학과,주간,일반과정,기존,238,5,0,0,5,0,0,0,0,0,2.1
2023,대학교,사립,서울,기존,경희대학교,생명과학대학,원예생명공학과,주간,일반과정,폐과,34,3,0,1,1,1,0,0,0,0,8.8
2023,대학교,사립,서울,기존,경희대학교,생명과학대학,유전생명공학과,주간,일반과정,기존,412,25,1,0,24,0,0,0,0,0,6.1
2023,대학교,사립,서울,기존,경희대학교,생명과학대학,한방생명공학과,주간,일반과정,기존,132,10,0,2,8,0,0,0,0,0,7.6
2023,대학교,사립,서울,기존,경희대학교,생활과학대학,식품영양학과,주간,일반과정,기존,206,12,2,2,6,2,0,0,0,0,5.8
2023,대학교,사립,서울,기존,경희대학교,생활과학대학,아동가족학과,주간,일반과정,기존,223,3,0,1,2,0,0,0,0,0,1.3
2023,대학교,사립,서울,기존,경희대학교,생활과학대학,의상학과,주간,일반과정,기존,315,9,1,1,5,2,0,0,0,0,2.9
2023,대학교,사립,서울,기존,경희대학교,생활과학대학,주거환경학과,주간,일반과정,기존,215,9,1,1,7,0,0,0,0,0,4.2
2023,대학교,사립,서울,기존,경희대학교,약학대학,약과학과,주간,일반과정,기존,191,11,0,1,10,0,0,0,0,0,5.8
2023,대학교,사립,서울,기존,경희대학교,약학대학,약학과(2+4년제),주간,일반과정,기존,173,0,0,0,0,0,0,0,0,0,0
2023,대학교,사립,서울,기존,경희대학교,약학대학,약학과(6년제),주간,일반과정,기존,85,5,0,0,5,0,0,0,0,0,5.9
2023,대학교,사립,서울,기존,경희대학교,약학대학,한약학과,주간,일반과정,기존,205,6,0,0,6,0,0,0,0,0,2.9
2023,대학교,사립,서울,기존,경희대학교,예술ㆍ디자인대학,PostModern음악학과,주간,일반과정,기존,404,14,1,7,5,1,0,0,0,0,3.5
2023,대학교,사립,서울,기존,경희대학교,예술ㆍ디자인대학,도예학과,주간,일반과정,기존,189,3,0,2,1,0,0,0,0,0,1.6
2023,대학교,사립,서울,기존,경희대학교,예술ㆍ디자인대학,디지털콘텐츠학과,주간,일반과정,기존,336,7,1,4,1,1,0,0,0,0,2.1
2023,대학교,사립,서울,기존,경희대학교,예술ㆍ디자인대학,산업디자인학과,주간,일반과정,기존,264,7,0,2,5,0,0,0,0,0,2.7
2023,대학교,사립,서울,기존,경희대학교,예술ㆍ디자인대학,시각디자인학과,주간,일반과정,기존,340,4,0,0,4,0,0,0,0,0,1.2
2023,대학교,사립,서울,기존,경희대학교,예술ㆍ디자인대학,연극영화학과,주간,일반과정,기존,357,12,1,5,5,1,0,0,0,0,3.4
2023,대학교,사립,서울,기존,경희대학교,예술ㆍ디자인대학,의류디자인학과,주간,일반과정,기존,273,10,0,0,6,4,0,0,0,0,3.7
2023,대학교,사립,서울,기존,경희대학교,예술ㆍ디자인대학,환경조경디자인학과,주간,일반과정,기존,239,4,0,1,3,0,0,0,0,0,1.7
2023,대학교,사립,서울,기존,경희대학교,외국어대학,글로벌커뮤니케이션학부,주간,일반과정,기존,365,14,0,3,11,0,0,0,0,0,3.8
2023,대학교,사립,서울,기존,경희대학교,외국어대학,러시아어학과,주간,일반과정,기존,216,14,0,2,10,2,0,0,0,0,6.5
2023,대학교,사립,서울,기존,경희대학교,외국어대학,스페인어학과,주간,일반과정,기존,242,8,0,0,8,0,0,0,0,0,3.3
2023,대학교,사립,서울,기존,경희대학교,외국어대학,영미어학부,주간,일반과정,폐과,2,3,1,1,0,1,0,0,0,0,150
2023,대학교,사립,서울,기존,경희대학교,외국어대학,일본어학과,주간,일반과정,기존,247,7,0,0,6,1,0,0,0,0,2.8
2023,대학교,사립,서울,기존,경희대학교,외국어대학,중국어학과,주간,일반과정,기존,278,7,0,0,7,0,0,0,0,0,2.5
2023,대학교,사립,서울,기존,경희대학교,외국어대학,프랑스어학과,주간,일반과정,기존,228,6,0,1,5,0,0,0,0,0,2.6
2023,대학교,사립,서울,기존,경희대학교,외국어대학,한국어학과,주간,일반과정,기존,181,7,1,0,6,0,0,0,0,0,3.9
2023,대학교,사립,서울,기존,경희대학교,음악대학,기악과,주간,일반과정,기존,348,5,0,1,1,3,0,0,0,0,1.4
2023,대학교,사립,서울,기존,경희대학교,음악대학,성악과,주간,일반과정,기존,157,2,0,1,0,1,0,0,0,0,1.3
2023,대학교,사립,서울,기존,경희대학교,음악대학,작곡과,주간,일반과정,기존,92,2,0,0,1,1,0,0,0,0,2.2
2023,대학교,사립,서울,기존,경희대학교,응용과학대학,우주과학과,주간,일반과정,기존,222,8,0,0,7,1,0,0,0,0,3.6
2023,대학교,사립,서울,기존,경희대학교,응용과학대학,응용물리학과,주간,일반과정,기존,168,8,0,1,7,0,0,0,0,0,4.8
2023,대학교,사립,서울,기존,경희대학교,응용과학대학,응용수학과,주간,일반과정,기존,208,8,0,1,7,0,0,0,0,0,3.8
2023,대학교,사립,서울,기존,경희대학교,응용과학대학,응용화학과,주간,일반과정,기존,282,9,0,2,7,0,0,0,0,0,3.2
2023,대학교,사립,서울,기존,경희대학교,의과대학,의예과(자연계열),주간,일반과정,기존,230,2,0,0,2,0,0,0,0,0,0.9
2023,대학교,사립,서울,기존,경희대학교,의과대학,의학과,주간,일반과정,기존,453,0,0,0,0,0,0,0,0,0,0
2023,대학교,사립,서울,기존,경희대학교,이과대학,물리학과,주간,일반과정,기존,279,15,0,1,11,3,0,0,0,0,5.4
2023,대학교,사립,서울,기존,경희대학교,이과대학,생물학과,주간,일반과정,기존,316,19,1,1,17,0,0,0,0,0,6
2023,대학교,사립,서울,기존,경희대학교,이과대학,수학과,주간,일반과정,기존,295,14,0,1,12,1,0,0,0,0,4.7
2023,대학교,사립,서울,기존,경희대학교,이과대학,정보디스플레이학과,주간,일반과정,기존,382,13,0,0,12,1,0,0,0,0,3.4
2023,대학교,사립,서울,기존,경희대학교,이과대학,지리학과(자연계열),주간,일반과정,기존,313,21,1,1,18,1,0,0,0,0,6.7
2023,대학교,사립,서울,기존,경희대학교,이과대학,화학과,주간,일반과정,기존,281,7,0,0,7,0,0,0,0,0,2.5
2023,대학교,사립,서울,기존,경희대학교,전자정보대학,생체의공학과,주간,일반과정,기존,263,22,2,1,19,0,0,0,0,0,8.4
2023,대학교,사립,서울,기존,경희대학교,전자정보대학,전자공학과,주간,일반과정,기존,"1,122",47,1,7,36,3,0,0,0,0,4.2
2023,대학교,사립,서울,기존,경희대학교,정경대학,경제학과,주간,일반과정,기존,778,30,3,6,19,1,0,0,0,1,3.9
2023,대학교,사립,서울,기존,경희대학교,정경대학,국제통상·금융투자학과,주간,일반과정,폐과,151,1,0,1,0,0,0,0,0,0,0.7
2023,대학교,사립,서울,기존,경희대학교,정경대학,국제통상・금융투자학부,주간,일반과정,기존,341,8,0,0,8,0,0,0,0,0,2.3
2023,대학교,사립,서울,기존,경희대학교,정경대학,무역학과,주간,일반과정,기존,625,13,0,1,8,4,0,0,0,0,2.1
2023,대학교,사립,서울,기존,경희대학교,정경대학,미디어학과,주간,일반과정,기존,811,27,1,6,17,3,0,0,0,0,3.3
2023,대학교,사립,서울,기존,경희대학교,정경대학,사회학과,주간,일반과정,기존,328,5,2,0,3,0,0,0,0,0,1.5
2023,대학교,사립,서울,기존,경희대학교,정경대학,정치외교학과,주간,일반과정,기존,345,15,0,1,13,1,0,0,0,0,4.3
2023,대학교,사립,서울,기존,경희대학교,정경대학,행정학과,주간,일반과정,기존,527,18,1,0,16,0,0,0,0,1,3.4
2023,대학교,사립,서울,기존,경희대학교,체육대학,골프경영학과,주간,일반과정,폐과,1,0,0,0,0,0,0,0,0,0,0
2023,대학교,사립,서울,기존,경희대학교,체육대학,골프산업학과,주간,일반과정,기존,210,13,1,6,3,2,0,0,0,1,6.2
2023,대학교,사립,서울,기존,경희대학교,체육대학,스포츠의학과,주간,일반과정,기존,299,7,0,3,4,0,0,0,0,0,2.3
2023,대학교,사립,서울,기존,경희대학교,체육대학,스포츠지도학과,주간,일반과정,기존,530,13,5,4,4,0,0,0,0,0,2.5
2023,대학교,사립,서울,기존,경희대학교,체육대학,체육학과,주간,일반과정,기존,452,17,1,7,9,0,0,0,0,0,3.8
2023,대학교,사립,서울,기존,경희대학교,체육대학,태권도학과,주간,일반과정,기존,376,14,1,4,9,0,0,0,0,0,3.7
2023,대학교,사립,서울,기존,경희대학교,치과대학,치의예과(자연계열),주간,일반과정,기존,169,12,0,0,12,0,0,0,0,0,7.1
2023,대학교,사립,서울,기존,경희대학교,치과대학,치의학과,주간,일반과정,기존,314,0,0,0,0,0,0,0,0,0,0
2023,대학교,사립,서울,기존,경희대학교,한의과대학,한의예과(자연계열),주간,일반과정,기존,221,8,0,0,8,0,0,0,0,0,3.6
2023,대학교,사립,서울,기존,경희대학교,한의과대학,한의학과,주간,일반과정,기존,463,0,0,0,0,0,0,0,0,0,0
2023,대학교,사립,서울,기존,경희대학교,호텔관광대학,Hospitality경영학과,주간,일반과정,분리,165,20,2,0,18,0,0,0,0,0,12.1
2023,대학교,사립,서울,기존,경희대학교,호텔관광대학,Hospitality경영학부,주간,일반과정,폐과,"1,160",25,4,10,6,5,0,0,0,0,2.2
2023,대학교,사립,서울,기존,경희대학교,호텔관광대학,관광・엔터테인먼트학부,주간,일반과정,변경,103,1,0,0,1,0,0,0,0,0,1
2023,대학교,사립,서울,기존,경희대학교,호텔관광대학,관광학부,주간,일반과정,폐과,517,12,3,4,5,0,0,0,0,0,2.3
2023,대학교,사립,서울,기존,경희대학교,호텔관광대학,문화관광산업학과,주간,일반과정,기존,164,2,0,1,1,0,0,0,0,0,1.2
2023,대학교,사립,서울,기존,경희대학교,호텔관광대학,조리&푸드디자인학과,주간,일반과정,분리,48,1,0,0,1,0,0,0,0,0,2.1
2023,대학교,사립,서울,기존,경희대학교,호텔관광대학,조리산업학과,주간,일반과정,기존,138,1,0,1,0,0,0,0,0,0,0.7
2023,대학교,사립,서울,기존,경희대학교,단과대구분없음,글로벌문화기술융합전공,주간,일반과정,신설,22,0,0,0,0,0,0,0,0,0,0
2023,대학교,사립,서울,기존,경희대학교,단과대구분없음,무용학부(발레),주간,일반과정,기존,54,1,0,0,0,1,0,0,0,0,1.9
2023,대학교,사립,서울,기존,경희대학교,단과대구분없음,무용학부(한국무용),주간,일반과정,기존,105,0,0,0,0,0,0,0,0,0,0
2023,대학교,사립,서울,기존,경희대학교,단과대구분없음,무용학부(현대무용),주간,일반과정,기존,54,0,0,0,0,0,0,0,0,0,0
2023,대학교,사립,서울,기존,경희대학교,단과대구분없음,자율전공학부,주간,일반과정,기존,373,18,0,4,12,2,0,0,0,0,4.8
2023,대학교,사립,서울,기존,경희대학교,소프트웨어융합대학,소프트웨어융합학과,주간,일반과정,기존,420,11,0,2,7,2,0,0,0,0,2.6
2023,대학교,사립,서울,기존,경희대학교,소프트웨어융합대학,인공지능학과,주간,일반과정,기존,82,7,0,0,7,0,0,0,0,0,8.5
2023,대학교,사립,서울,기존,경희대학교,소프트웨어융합대학,컴퓨터공학과,주간,일반과정,기존,705,18,0,4,12,2,0,0,0,0,2.6
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,AI사이버보안전공,원격,일반과정,기존,86,12,11,1,0,0,0,0,0,0,14
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,ICT융합콘텐츠전공,원격,일반과정,기존,125,20,13,4,3,0,0,0,0,0,16
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,IT・디자인융합학부,원격,일반과정,기존,271,76,49,7,19,0,0,0,0,1,28
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,NGO사회혁신학과,원격,일반과정,기존,76,19,17,0,2,0,0,0,0,0,25
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,공공안전관리전공,원격,일반과정,기존,86,13,9,3,1,0,0,0,0,0,15.1
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,관광레저경영전공,원격,일반과정,기존,73,13,8,2,3,0,0,0,0,0,17.8
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,관광레저항공경영학부,원격,일반과정,기존,40,17,13,0,4,0,0,0,0,0,42.5
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,글로벌경영학과,원격,일반과정,기존,475,67,52,5,10,0,0,0,0,0,14.1
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,금융전공,원격,일반과정,기존,123,26,19,2,5,0,0,0,0,0,21.1
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,노인복지전공,원격,일반과정,기존,139,12,10,1,1,0,0,0,0,0,8.6
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,마케팅・리더십경영학부,원격,일반과정,기존,160,53,41,4,8,0,0,0,0,0,33.1
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,마케팅・지속경영리더십전공,원격,일반과정,기존,331,45,33,6,6,0,0,0,0,0,13.6
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,문화예술경영학과,원격,일반과정,기존,334,63,38,9,14,0,0,0,0,2,18.9
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,문화커뮤니케이션학부,원격,일반과정,폐과,0,1,0,1,0,0,0,0,0,0,0
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,미국문화영어학과,원격,일반과정,기존,328,94,62,9,23,0,0,0,0,0,28.7
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,미디어문예창작학과,원격,일반과정,기존,393,102,64,13,25,0,0,0,0,0,26
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,미디어영상홍보학과,원격,일반과정,기존,222,51,32,10,9,0,0,0,0,0,23
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,보건의료관리학과,원격,일반과정,기존,314,45,29,7,9,0,0,0,0,0,14.3
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,부동산전공,원격,일반과정,기존,201,28,18,3,7,0,0,0,0,0,13.9
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,뷰티・패션산업마케팅전공,원격,일반과정,기존,58,9,4,2,3,0,0,0,0,0,15.5
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,사회복지전공,원격,일반과정,기존,848,102,62,12,26,0,0,0,0,2,12
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,사회복지학부,원격,일반과정,기존,417,100,64,14,22,0,0,0,0,0,24
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,산업디자인전공,원격,일반과정,기존,59,9,5,1,3,0,0,0,0,0,15.3
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,상담심리학과,원격,일반과정,기존,"1,028",197,135,18,42,0,0,0,0,2,19.2
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,세무회계학과,원격,일반과정,기존,946,171,115,11,44,0,0,0,0,1,18.1
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,스포츠경영학과,원격,일반과정,변경,624,128,92,20,16,0,0,0,0,0,20.5
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,시각미디어디자인전공,원격,일반과정,기존,206,37,23,6,8,0,0,0,0,0,18
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,실용음악학과,원격,일반과정,기존,459,98,54,14,28,0,0,0,0,2,21.4
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,아동·보육전공,원격,일반과정,기존,175,31,14,7,10,0,0,0,0,0,17.7
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,외식경영전공,원격,일반과정,분리,219,30,16,1,12,0,0,0,0,1,13.7
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,외식조리경영학부,원격,일반과정,분리,209,68,38,13,17,0,0,0,0,0,32.5
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,이민・다문화전공,원격,일반과정,기존,31,6,6,0,0,0,0,0,0,0,19.4
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,일본학과,원격,일반과정,기존,198,47,30,5,11,0,0,0,0,1,23.7
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,자산관리학부,원격,일반과정,기존,189,58,43,6,9,0,0,0,0,0,30.7
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,재난방재과학전공,원격,일반과정,기존,249,35,17,5,12,0,0,0,0,1,14.1
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,조리서비스경영전공,원격,일반과정,분리,212,8,7,0,1,0,0,0,0,0,3.8
2023,사이버대학(대학),사립,서울,기존,경희사이버대학교,단과대구분없음,중국어문화학과,원격,일반과정,변경,208,47,27,10,9,0,0,0,0,1,22.6
