2023년_ [중도탈락 학생 현황 (대학)],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
기준연도,학교종류,설립구분,지역,상태,학교,단과대학,"학과
(전공)",구분,학과특성,학과상태,"재적학생
(A)",사유별 중도탈락 학생,,,,,,,,,"중도탈락학생비율(%)
(B/A) × 100"
2022,대학교,사립,경기,기존,가천대학교,인문대학,유럽어문학과,주간,일반과정,기존,287,11,0,2,9,0,0,0,0,0,3.83
2022,대학교,사립,경기,기존,가천대학교,인문대학,한국어문학과,주간,일반과정,기존,437,23,7,4,10,0,0,0,0,2,5.26
2022,대학교,사립,경기,기존,가천대학교,한의과대학,한의예과,주간,일반과정,기존,62,1,0,0,1,0,0,0,0,0,1.61
2022,대학교,사립,경기,기존,가천대학교,한의과대학,한의학과,주간,일반과정,기존,118,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,경기,기존,가천대학교,IT대학,에너지IT학과,주간,일반과정,폐과,20,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,경기,기존,가천대학교,IT대학,전자공학과,야간,일반과정,폐과,15,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,경기,기존,가천대학교,가천리버럴아츠칼리지,자유전공학부,주간,일반과정,기존,191,17,8,2,7,0,0,0,0,0,8.9
2022,대학교,사립,경기,기존,가천대학교,가천리버럴아츠칼리지,한국학전공,주간,일반과정,기존,57,6,5,0,1,0,0,0,0,0,10.53
2022,대학교,사립,경기,기존,가천대학교,IT융합대학,AI・소프트웨어학부(소프트웨어전공),주간,일반과정,기존,541,14,0,1,13,0,0,0,0,0,2.59
2022,대학교,사립,경기,기존,가천대학교,IT융합대학,AI・소프트웨어학부(인공지능전공),주간,일반과정,기존,346,17,0,0,17,0,0,0,0,0,4.91
2022,대학교,사립,경기,기존,가천대학교,IT융합대학,소프트웨어학과,주간,일반과정,폐과,145,2,1,1,0,0,0,0,0,0,1.38
2022,대학교,사립,경기,기존,가천대학교,IT융합대학,스마트시티융합학과,주간,일반과정,신설,50,3,0,0,3,0,0,0,0,0,6
2022,대학교,사립,경기,기존,가천대학교,IT융합대학,의공학과,주간,일반과정,변경,63,5,0,0,5,0,0,0,0,0,7.94
2022,대학교,사립,경기,기존,가천대학교,IT융합대학,전기공학과,주간,일반과정,기존,594,24,3,4,17,0,0,0,0,0,4.04
2022,대학교,사립,경기,기존,가천대학교,IT융합대학,전자공학과,주간,일반과정,폐과,673,22,1,6,15,0,0,0,0,0,3.27
2022,대학교,사립,경기,기존,가천대학교,IT융합대학,전자공학부(전자공학전공),주간,일반과정,변경,157,15,0,1,14,0,0,0,0,0,9.55
2022,대학교,사립,경기,기존,가천대학교,IT융합대학,전자공학부(차세대반도체전공),주간,일반과정,신설,50,5,0,0,5,0,0,0,0,0,10
2022,대학교,사립,경기,기존,가천대학교,IT융합대학,컴퓨터공학과,주간,일반과정,폐과,"1,030",25,4,11,10,0,0,0,0,0,2.43
2022,대학교,사립,경기,기존,가천대학교,IT융합대학,컴퓨터공학부(스마트보안전공),주간,일반과정,신설,50,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,경기,기존,가천대학교,IT융합대학,컴퓨터공학부(컴퓨터공학전공),주간,일반과정,변경,214,16,1,0,15,0,0,0,0,0,7.48
2022,대학교,사립,경기,기존,가천대학교,미래산업대학,게임・영상학과,주간,계약학과,기존,116,6,0,0,6,0,0,0,0,0,5.17
2022,대학교,사립,경기,기존,가천대학교,미래산업대학,디스플레이학과,주간,계약학과,폐과,29,1,1,0,0,0,0,0,0,0,3.45
2022,대학교,사립,경기,기존,가천대학교,미래산업대학,미래자동차학과,주간,계약학과,기존,78,4,0,0,4,0,0,0,0,0,5.13
2022,대학교,사립,경기,기존,가천대학교,미래산업대학,반도체・디스플레이학과,주간,계약학과,변경,50,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,경기,기존,가천대학교,미래산업대학,첨단의료기기학과,주간,계약학과,기존,78,2,0,1,1,0,0,0,0,0,2.56
2022,대학교,사립,강원,기존,가톨릭관동대학교,경영대학,경영정보학과,주간,일반과정,폐과,7,3,0,3,0,0,0,0,0,0,42.86
2022,대학교,사립,강원,기존,가톨릭관동대학교,경영대학,경영학과,주간,일반과정,폐과,20,4,0,4,0,0,0,0,0,0,20
2022,대학교,사립,강원,기존,가톨릭관동대학교,경영대학,경제금융학과,주간,일반과정,폐과,8,5,0,4,1,0,0,0,0,0,62.5
2022,대학교,사립,강원,기존,가톨릭관동대학교,경영대학,광고홍보학과,주간,일반과정,폐과,10,4,0,3,1,0,0,0,0,0,40
2022,대학교,사립,강원,기존,가톨릭관동대학교,경영대학,무역학과,주간,일반과정,폐과,7,3,0,3,0,0,0,0,0,0,42.86
2022,대학교,사립,강원,기존,가톨릭관동대학교,경찰법정대학,경찰행정학전공,주간,일반과정,폐과,65,12,0,7,5,0,0,0,0,0,18.46
2022,대학교,사립,강원,기존,가톨릭관동대학교,경찰법정대학,범죄수사학전공,주간,일반과정,폐과,15,4,0,3,1,0,0,0,0,0,26.67
2022,대학교,사립,강원,기존,가톨릭관동대학교,경찰법정대학,법학과,주간,일반과정,폐과,18,2,0,2,0,0,0,0,0,0,11.11
2022,대학교,사립,강원,기존,가톨릭관동대학교,경찰법정대학,사회복지학과,주간,일반과정,폐과,1,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,강원,기존,가톨릭관동대학교,경찰법정대학,행정학과,주간,일반과정,폐과,15,1,0,1,0,0,0,0,0,0,6.67
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,건축공학과,주간,일반과정,폐과,2,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,건축공학전공,주간,일반과정,기존,126,10,1,3,6,0,0,0,0,0,7.94
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,건축학과(5년제),주간,일반과정,폐과,3,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,건축학부,주간,일반과정,기존,51,4,1,0,3,0,0,0,0,0,7.84
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,건축학전공,주간,일반과정,기존,300,8,0,0,8,0,0,0,0,0,2.67
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,기술창업학과,주간,일반과정,폐과,10,1,0,0,1,0,0,0,0,0,10
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,바이오융합공학과,주간,일반과정,폐과,9,1,0,1,0,0,0,0,0,0,11.11
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,보건환경학과,주간,일반과정,폐과,7,2,0,2,0,0,0,0,0,0,28.57
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,소프트웨어학과,주간,일반과정,기존,249,19,2,3,14,0,0,0,0,0,7.63
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,에너지플랜트공학과,주간,일반과정,폐과,12,2,0,1,1,0,0,0,0,0,16.67
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,의료공학과,주간,일반과정,폐과,2,1,0,0,1,0,0,0,0,0,50
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,전자공학과,주간,일반과정,기존,228,23,2,6,15,0,0,0,0,0,10.09
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,전자공학전공,주간,일반과정,폐과,5,2,0,2,0,0,0,0,0,0,40
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,정보통신공학과,주간,일반과정,폐과,8,3,0,3,0,0,0,0,0,0,37.5
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,창업지식재산학과,주간,일반과정,폐과,63,5,0,3,2,0,0,0,0,0,7.94
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,컴퓨터공학과,주간,일반과정,폐과,5,1,0,1,0,0,0,0,0,0,20
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,컴퓨터학과,주간,일반과정,폐과,3,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,토목공학과,주간,일반과정,기존,222,19,0,6,13,0,0,0,0,0,8.56
2022,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,플랜트건설공학전공,주간,일반과정,폐과,0,1,0,1,0,0,0,0,0,0,0
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,경기지도학과,주간,일반과정,폐과,5,2,0,2,0,0,0,0,0,0,40
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,경기지도학전공,주간,일반과정,폐과,137,13,0,5,8,0,0,0,0,0,9.49
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,관광경영학과,주간,일반과정,기존,53,8,0,1,7,0,0,0,0,0,15.09
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,관광경영학전공,주간,일반과정,폐과,210,18,1,9,8,0,0,0,0,0,8.57
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,스포츠건강관리학과,주간,일반과정,기존,76,11,0,8,3,0,0,0,0,0,14.47
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,스포츠건강관리학전공,주간,일반과정,폐과,241,21,1,8,12,0,0,0,0,0,8.71
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,스포츠레저학과,주간,일반과정,기존,85,16,0,8,8,0,0,0,0,0,18.82
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,스포츠레저학전공,주간,일반과정,폐과,253,23,1,10,12,0,0,0,0,0,9.09
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,스포츠지도학과,주간,일반과정,변경,40,3,0,0,3,0,0,0,0,0,7.5
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,조리외식경영학과,주간,일반과정,기존,86,11,2,0,9,0,0,0,0,0,12.79
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,조리외식경영학전공,주간,일반과정,폐과,222,22,0,17,5,0,0,0,0,0,9.91
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,조리외식학과,주간,일반과정,폐과,3,2,0,2,0,0,0,0,0,0,66.67
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,중국문화관광학과,주간,일반과정,폐과,6,1,0,1,0,0,0,0,0,0,16.67
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,항공경영학전공,주간,일반과정,폐과,1,1,0,1,0,0,0,0,0,0,100
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,항공운항서비스학전공,주간,일반과정,폐과,1,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,항공운항학전공,주간,일반과정,폐과,4,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,호텔경영학과,주간,일반과정,기존,66,9,0,0,9,0,0,0,0,0,13.64
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,호텔경영학전공,주간,일반과정,폐과,207,15,1,7,7,0,0,0,0,0,7.25
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,호텔조리・외식경영학전공,주간,일반과정,폐과,3,2,0,2,0,0,0,0,0,0,66.67
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광의료복지대학,관광경영학과,주간,일반과정,폐과,1,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광의료복지대학,사회복지학과,주간,일반과정,폐과,2,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광의료복지대학,의료공학과,주간,일반과정,폐과,1,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광의료복지대학,호텔경영학과,주간,일반과정,폐과,1,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,강원,기존,가톨릭관동대학교,관광의료복지대학,호텔조리・외식경영학과,주간,일반과정,폐과,1,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,강원,기존,가톨릭관동대학교,법정대학,경찰행정학과,주간,일반과정,폐과,9,1,0,1,0,0,0,0,0,0,11.11
2022,대학교,사립,강원,기존,가톨릭관동대학교,법정대학,행정학과,주간,일반과정,폐과,2,0,0,0,0,0,0,0,0,0,0
2022,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,가정교육과,주간,일반과정,폐과,18,1,0,1,0,0,0,0,0,0,5.56
2022,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,국어교육과,주간,일반과정,기존,171,15,0,5,10,0,0,0,0,0,8.77
2022,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,수학교육과,주간,일반과정,기존,168,10,0,1,9,0,0,0,0,0,5.95
2022,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,역사교육과,주간,일반과정,기존,161,10,0,5,5,0,0,0,0,0,6.21
2022,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,영어교육과,주간,일반과정,기존,158,9,0,5,4,0,0,0,0,0,5.7
2022,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,지리교육과,주간,일반과정,기존,159,7,1,4,2,0,0,0,0,0,4.4
2022,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,체육교육과,주간,일반과정,기존,235,6,0,3,3,0,0,0,0,0,2.55
2022,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,컴퓨터교육과,주간,일반과정,기존,142,11,0,6,5,0,0,0,0,0,7.75
