기준연도,학교명,중도탈락학생(신입생)비율(%),정원내 신입생 충원율(%),기숙사 수용률,1인당장학금,소규모 강좌 비율,평균 강좌 규모 점수,전임교원 1인당 학생수(정원기준),취업률,진학률,가중 평균 재학생 충원율(%)
2023,가천대학교,7.8,100.0,14.8,3453285.5,0.5,20.2,20.0,69.6,6.4,96.9
2023,가톨릭관동대학교,6.9,60.4,37.5,3753431.8,0.6,18.0,22.6,64.6,4.4,68.8
2023,가톨릭꽃동네대학교,10.9,97.3,42.8,5503651.4,0.6,18.7,25.3,74.4,1.1,89.5
2023,가톨릭대학교,8.7,99.9,21.6,3274481.5,0.5,19.2,29.8,63.3,10.2,92.0
2023,감리교신학대학교,5.8,73.8,25.4,4646639.7,0.7,16.6,67.2,0.0,39.6,75.0
2023,강남대학교,11.3,100.0,14.1,3314061.0,0.7,17.0,29.6,62.2,2.2,95.6
2023,강서대학교,9.1,100.0,12.5,3439049.8,0.4,21.5,25.7,63.7,6.4,93.9
2023,강원대학교,7.6,100.0,27.9,2811111.3,0.4,22.8,20.8,57.6,12.8,98.2
2023,강원대학교 _제2캠퍼스,10.0,99.6,48.0,3509569.2,0.3,24.7,32.6,64.3,3.4,81.8
2023,건국대학교,9.6,98.9,19.1,3440502.1,0.4,22.7,30.5,69.2,11.9,101.0
2023,건국대학교(글로컬) _분교,6.3,99.6,31.7,4010622.8,0.4,22.4,17.2,67.8,6.6,98.4
2023,건양대학교,13.7,94.0,46.9,4133517.2,0.4,22.5,29.0,70.3,3.5,83.8
2023,건양대학교 _제2캠퍼스,9.9,100.0,33.4,3778487.5,0.4,22.6,16.5,80.2,4.0,95.0
2023,경기대학교,8.9,99.6,17.8,3656615.8,0.3,24.0,27.4,62.8,5.4,98.0
2023,경남대학교,7.7,86.0,16.4,3648366.7,0.6,17.8,28.9,61.2,2.9,86.6
2023,경동대학교,1.0,50.0,72.0,6931033.2,0.6,17.5,6.2,85.2,0.0,57.1
2023,경북대학교,9.2,99.9,23.3,2959570.5,0.5,20.6,20.2,60.1,12.1,98.0
2023,경상국립대학교,8.6,99.7,27.4,3017034.6,0.5,19.4,18.8,52.1,11.7,89.5
2023,경성대학교,6.7,99.3,11.9,3460645.6,0.5,20.0,30.9,56.6,2.7,89.6
2023,경인교육대학교,9.3,99.3,40.4,2125163.2,0.2,25.0,43.8,,,45.3
2023,경일대학교,9.1,89.3,22.9,4396911.4,0.4,22.7,25.1,65.0,1.4,92.7
2023,계명대학교,6.2,100.0,13.3,4079931.3,0.4,22.0,26.3,56.3,5.8,95.2
2023,고려대학교,10.3,99.8,12.0,3536752.6,0.4,21.7,20.4,70.4,22.0,99.8
2023,고려대학교(세종) _분교,9.5,100.0,36.3,3647150.8,0.5,20.2,26.5,63.6,12.3,93.4
2023,고신대학교,20.7,83.1,43.1,4084474.0,0.6,18.9,18.6,72.6,8.3,80.7
2023,공주교육대학교,7.2,99.7,47.5,2378688.6,0.1,27.8,26.8,57.9,0.3,88.6
2023,광신대학교,21.3,100.0,24.0,5069668.1,0.7,15.8,27.6,64.3,26.4,86.0
2023,광운대학교,11.0,99.9,12.2,3219691.4,0.4,22.6,28.3,65.3,10.2,94.0
2023,광주교육대학교,7.1,99.4,35.7,3852146.2,0.0,29.2,32.9,60.3,0.3,91.3
2023,광주대학교,15.0,86.2,28.6,4349863.5,0.4,21.0,29.4,64.4,3.5,83.6
2023,광주여자대학교,23.7,96.5,30.4,4587284.3,0.5,20.6,30.8,61.3,1.9,83.7
2023,국립강릉원주대학교,7.9,99.2,43.2,3245373.0,0.4,21.4,22.7,62.0,7.4,85.6
2023,국립강릉원주대학교 _제2캠퍼스,7.5,99.8,29.8,3316419.9,0.2,25.4,24.2,62.6,2.0,96.6
2023,국립경국대학교,8.2,86.6,30.3,3454765.5,0.5,19.0,25.9,56.1,6.8,77.7
2023,국립공주대학교,8.1,99.9,32.7,2737467.6,0.5,20.8,26.6,59.1,8.1,91.1
2023,국립군산대학교,12.2,95.6,23.3,3023240.4,0.5,20.4,25.4,60.2,5.3,80.6
2023,국립금오공과대학교,6.4,99.8,36.3,3021640.8,0.3,23.2,26.6,67.6,11.1,90.8
2023,국립목포대학교,8.8,86.7,26.9,3891813.8,0.5,20.2,27.5,65.8,5.2,82.8
2023,국립목포해양대학교,12.1,96.4,85.2,2423564.8,0.2,25.5,23.6,86.2,1.6,85.5
2023,국립부경대학교,7.7,99.5,25.3,2917076.9,0.3,24.5,27.6,56.6,9.1,98.6
2023,국립순천대학교,8.6,96.8,29.3,2980724.2,0.6,18.5,25.8,59.9,5.5,86.7
2023,국립창원대학교,8.3,98.2,26.9,2971099.3,0.4,21.0,28.5,57.6,7.3,94.3
2023,국립한국교통대학교,7.4,99.8,23.2,2940634.0,0.4,22.8,26.6,65.0,5.4,91.2
2023,국립한국해양대학교,8.0,100.1,44.3,2829182.3,0.5,19.0,23.8,73.4,6.6,98.4
2023,국민대학교,9.4,100.0,11.7,3771774.0,0.4,21.8,24.4,68.0,9.0,98.0
2023,극동대학교,9.6,57.9,38.0,3726336.5,0.6,18.8,29.2,66.3,2.3,67.8
2023,김천대학교,16.7,85.2,54.2,4690746.2,0.5,20.0,27.3,71.5,0.5,73.7
2023,나사렛대학교,10.4,96.6,22.9,4575577.3,0.4,22.8,30.5,63.2,3.1,85.8
2023,남부대학교,19.1,97.6,33.5,3877221.5,0.5,20.6,27.5,71.5,1.0,88.4
2023,단국대학교,9.6,100.0,18.6,3250978.3,0.5,20.2,28.7,62.5,6.9,101.4
2023,대구가톨릭대학교,8.3,97.8,24.2,4418878.5,0.5,19.0,23.9,60.5,6.0,86.9
2023,대구교육대학교,8.0,99.5,28.6,2107906.2,0.1,28.2,33.3,62.8,0.5,92.0
2023,대구대학교,8.9,96.3,26.0,4281456.7,0.4,22.8,33.1,54.0,3.8,83.2
2023,대구한의대학교,14.9,97.3,14.3,4639152.4,0.5,20.0,29.4,65.9,3.0,85.4
2023,대전대학교,8.6,98.3,26.4,3888411.5,0.5,20.6,28.9,64.6,2.4,91.0
2023,대진대학교,12.0,99.9,20.1,4047040.4,0.4,22.5,30.3,67.6,3.0,89.0
2023,덕성여자대학교,15.0,100.0,15.3,2995826.7,0.4,21.5,24.5,60.3,7.0,105.0
2023,동국대학교,8.7,100.0,13.8,3567061.6,0.4,21.2,24.7,67.0,9.7,94.9
2023,동국대학교(WISE) _분교,8.5,99.8,25.9,3982992.9,0.4,21.0,25.0,62.4,5.5,84.4
2023,동덕여자대학교,15.7,99.8,11.7,3422564.5,0.4,22.8,31.1,65.1,5.9,93.5
2023,동명대학교,8.5,87.0,14.0,4501127.1,0.5,19.6,29.2,61.2,1.4,84.2
2023,동서대학교,6.6,90.2,23.1,4188109.8,0.4,22.1,26.8,61.9,1.6,86.8
2023,동신대학교,22.1,91.3,19.9,4506523.4,0.5,20.9,27.8,69.2,2.0,79.9
2023,동아대학교,5.6,99.9,13.0,3596954.8,0.3,23.2,25.8,60.0,5.3,96.6
2023,동양대학교,14.2,100.0,53.8,4085577.7,0.4,21.2,31.2,66.7,0.3,87.2
2023,동의대학교,7.9,98.2,21.5,3823737.5,0.6,18.8,28.4,61.3,3.0,87.6
2023,루터대학교,11.6,100.0,27.0,4573088.4,0.7,15.6,27.3,63.2,14.1,94.4
2023,명지대학교,6.8,99.9,30.7,3576240.4,0.5,20.5,24.8,70.1,8.5,96.5
2023,명지대학교 _제2캠퍼스,8.2,99.8,11.9,3274743.4,0.3,24.1,32.5,65.6,2.6,95.4
2023,목원대학교,8.7,100.0,21.0,4104767.8,0.6,18.3,30.5,60.1,7.4,86.6
2023,목포가톨릭대학교,1.7,95.8,39.9,4979981.9,0.3,23.4,26.7,78.4,0.0,99.0
2023,배재대학교,8.6,98.6,22.2,3706615.0,0.6,19.0,31.6,60.3,3.0,86.6
2023,백석대학교,7.7,100.0,14.7,3711954.5,0.5,20.8,30.8,66.9,2.5,87.0
2023,부산가톨릭대학교,5.7,95.8,13.8,4616896.5,0.6,18.7,27.0,70.9,2.2,90.1
2023,부산교육대학교,8.0,99.2,40.4,2501007.8,0.1,28.2,34.9,56.4,1.6,91.2
2023,부산대학교,7.0,99.8,20.8,2984002.2,0.4,22.4,20.6,59.8,12.6,99.6
2023,부산디지털대학교,11.8,63.8,,,0.3,24.6,,68.6,3.3,72.2
2023,부산외국어대학교,8.0,99.7,23.2,3288076.5,0.5,19.2,31.8,58.8,2.1,83.4
2023,부산장신대학교,21.9,100.0,66.0,5809175.9,0.8,14.5,31.9,57.1,18.0,87.2
2023,삼육대학교,8.1,100.0,22.1,4006695.4,0.5,19.9,24.9,69.1,4.6,100.2
2023,상명대학교,10.4,99.9,8.7,3571975.0,0.6,18.8,25.7,62.7,6.3,91.5
2023,상지대학교,13.5,86.0,27.8,3342063.4,0.6,18.0,35.8,65.2,3.3,66.2
2023,서경대학교,8.9,100.0,11.1,3504882.2,0.5,19.9,22.1,73.4,3.5,95.6
2023,서울교육대학교,15.6,99.4,31.6,1817366.7,0.2,25.2,39.5,64.5,1.1,87.0
2023,서울기독대학교,24.4,86.0,16.4,3474590.3,0.9,12.7,35.4,58.9,12.6,70.0
2023,서울대학교,6.5,100.0,24.5,4021460.2,0.6,18.8,13.3,64.7,31.4,110.2
2023,서울시립대학교,8.7,100.0,11.4,2249961.1,0.5,19.3,24.4,67.2,9.4,109.8
2023,서울신학대학교,10.7,100.0,14.3,5108395.8,0.6,18.2,31.3,64.7,11.1,94.8
2023,서울여자대학교,12.8,100.1,12.2,3613777.6,0.5,20.8,31.5,63.7,9.9,92.1
2023,서울장신대학교,20.0,70.2,62.4,5434408.0,0.8,13.9,27.1,56.5,18.2,58.3
2023,서울한영대학교,19.5,96.2,15.3,4023372.7,0.7,16.6,30.9,56.8,3.5,74.0
2023,서원대학교,7.4,100.0,14.9,4146622.7,0.5,19.2,29.5,60.1,2.5,89.0
2023,선문대학교,12.2,100.3,38.5,4197693.2,0.3,24.2,31.4,70.7,3.7,90.4
2023,성결대학교,8.9,99.9,11.6,3432751.1,0.6,19.0,31.2,66.4,4.6,98.1
2023,성공회대학교,10.4,100.0,21.1,4194398.3,0.3,23.4,33.0,58.5,1.6,90.0
2023,성균관대학교,10.6,99.8,20.5,3377956.3,0.3,24.0,16.7,73.8,13.8,100.6
2023,성신여자대학교,13.4,99.7,10.3,3608600.1,0.6,17.6,31.8,60.9,8.5,92.2
2023,세명대학교,10.9,84.7,49.7,4403948.3,0.6,18.8,29.5,64.8,2.8,79.2
2023,세종대학교,11.6,100.0,11.1,3176294.8,0.6,18.8,23.7,65.3,10.1,99.7
2023,세한대학교,30.6,99.6,33.5,4237912.9,0.4,21.4,28.6,66.4,0.9,82.8
2023,수원대학교,9.9,100.0,12.0,3554422.9,0.6,18.2,31.9,62.9,4.4,89.4
2023,숙명여자대학교,11.5,100.0,11.8,3527845.2,0.6,18.8,30.0,64.6,11.4,97.4
2023,순천향대학교,8.7,100.0,39.0,4028515.5,0.3,23.6,12.1,65.9,7.4,97.2
2023,숭실대학교,8.9,99.4,11.0,3157979.8,0.2,25.5,28.1,70.9,8.5,99.6
2023,신라대학교,9.1,80.1,17.0,4010368.4,0.6,17.2,30.6,59.4,2.2,74.4
2023,아주대학교,7.7,99.9,30.6,3380722.6,0.3,24.0,18.4,70.4,13.1,100.2
2023,안양대학교,10.0,99.9,6.8,3597995.7,0.4,22.4,31.8,65.5,4.0,97.1
2023,안양대학교 _제2캠퍼스,15.3,90.7,80.0,4096302.7,0.8,13.1,21.6,51.0,2.0,49.3
2023,연세대학교,9.8,99.6,35.7,3507493.7,0.5,20.8,17.4,71.6,20.5,104.4
2023,연세대학교(미래) _분교,8.2,100.0,57.8,3580298.6,0.4,21.0,17.5,69.4,10.1,99.6
2023,영남대학교,6.1,99.8,13.8,4098982.0,0.4,22.7,25.4,54.0,6.5,95.6
2023,영남신학대학교,26.3,99.1,70.5,5443191.0,0.8,14.8,34.6,52.2,38.5,66.8
2023,예수대학교,2.5,100.0,16.9,3801300.9,0.8,14.4,25.4,72.9,0.0,94.6
2023,예원예술대학교,11.1,78.2,0.0,3012212.6,0.7,15.6,17.6,62.7,3.6,70.1
2023,용인대학교,6.8,100.0,12.8,3850426.3,0.5,20.0,31.6,69.7,2.6,95.6
2023,우석대학교,10.8,84.5,31.1,3615602.3,0.5,20.2,26.5,69.9,3.7,78.5
2023,우송대학교,4.9,100.0,20.9,4202358.8,0.4,21.8,25.3,68.7,1.4,91.3
2023,울산과학기술원,9.5,100.3,79.1,6608081.2,0.7,16.8,20.0,66.7,40.2,95.0
2023,울산대학교,6.5,99.2,21.3,3281969.7,0.4,22.6,12.8,57.9,5.4,91.0
2023,원광대학교,8.0,95.4,26.8,3810664.3,0.4,22.2,23.4,62.6,4.2,85.6
2023,원광디지털대학교,14.0,79.5,,,0.2,26.6,,70.0,4.9,85.9
2023,위덕대학교,24.7,96.0,25.9,4640023.4,0.5,19.4,31.6,63.3,1.0,75.5
2023,유원대학교,19.9,86.9,34.8,4765610.3,0.5,19.4,30.9,66.0,1.8,84.2
2023,을지대학교 _제2캠퍼스,9.6,100.0,12.9,3372489.8,0.5,19.5,27.9,79.0,2.9,98.6
2023,이화여자대학교,8.2,99.7,21.9,3526987.8,0.5,19.5,23.3,66.0,15.2,100.6
2023,인제대학교,7.9,94.6,28.8,4040947.4,0.5,20.0,10.7,65.7,6.4,83.5
2023,인천대학교,9.6,99.8,25.6,3274522.5,0.4,21.8,24.4,65.0,7.3,100.7
2023,인하대학교,7.7,99.9,12.6,3329905.9,0.3,23.2,21.7,71.5,12.7,98.3
2023,장로회신학대학교,10.5,96.7,33.0,4218743.2,0.6,17.6,37.5,0.0,34.3,97.4
2023,전남대학교,8.3,99.9,21.8,3021843.2,0.5,20.8,19.5,58.3,8.9,101.5
2023,전남대학교 _제2캠퍼스,11.1,98.9,31.9,3288359.9,0.6,17.2,24.5,64.9,7.0,71.7
2023,전주교육대학교,10.4,98.9,40.3,1549710.6,0.2,26.0,33.0,56.6,0.4,89.7
2023,전주대학교,7.6,93.7,17.3,4238613.1,0.5,20.6,32.2,61.3,3.1,88.8
2023,제주대학교,8.6,100.0,20.4,2930530.1,0.5,19.4,17.3,64.5,7.4,95.4
2023,조선대학교,7.1,99.4,12.6,3708913.1,0.4,22.9,27.1,57.8,4.4,90.3
2023,중부대학교,8.2,97.3,22.2,4100309.4,0.5,19.2,30.8,64.6,2.3,81.6
2023,중원대학교,9.6,79.0,98.5,5566502.7,0.6,18.9,26.2,70.5,3.6,82.8
2023,진주교육대학교,7.0,99.3,32.2,2586190.7,0.1,28.0,31.0,58.6,0.3,90.4
2023,차의과학대학교,13.7,100.0,20.1,4294635.8,0.4,21.9,8.0,74.4,12.6,96.0
2023,청운대학교,12.2,96.0,16.8,4954820.6,0.5,19.7,30.4,69.2,2.1,83.9
2023,청주교육대학교,8.4,99.3,40.7,1675946.2,0.3,23.8,31.1,49.4,1.1,91.6
2023,청주대학교,5.9,99.3,21.2,3672364.1,0.3,23.8,31.0,64.5,3.1,91.2
2023,총신대학교,4.8,100.0,51.5,4531430.2,0.5,19.2,33.4,60.7,17.7,96.7
2023,추계예술대학교,14.7,100.0,13.2,3383564.4,0.8,14.4,25.4,62.1,13.0,98.2
2023,춘천교육대학교,7.7,99.7,51.2,2033305.0,0.2,26.2,30.9,62.2,1.2,92.2
2023,충남대학교,8.6,99.8,24.3,2453544.2,0.4,21.3,21.1,64.1,13.6,103.7
2023,충북대학교,8.6,99.7,27.0,2923278.1,0.4,22.9,21.5,59.7,9.7,97.8
2023,칼빈대학교,11.3,100.0,37.6,3773479.3,0.8,14.8,15.6,72.7,15.5,75.8
2023,평택대학교,8.3,100.2,26.9,3650049.3,0.6,18.4,31.8,59.8,1.7,86.0
2023,한국교원대학교,8.3,99.8,64.5,2618218.2,0.5,19.6,35.2,59.3,1.2,95.0
2023,한국기술교육대학교,7.3,100.0,61.4,3627883.7,0.5,19.6,22.0,80.1,6.0,101.5
2023,한국성서대학교,11.6,100.0,15.9,4546256.1,0.3,24.2,27.4,67.4,7.5,98.4
2023,한국외국어대학교,12.1,99.9,18.6,2811181.2,0.1,28.3,29.3,67.1,5.8,97.8
2023,한국체육대학교,1.8,99.8,36.4,2972407.1,0.2,26.8,25.8,78.6,3.7,102.8
2023,한국침례신학대학교,3.1,67.6,43.2,6877449.8,0.7,15.2,52.3,53.9,20.4,66.0
2023,한국항공대학교,10.3,101.8,17.0,3485372.4,0.3,23.1,25.4,66.6,13.3,96.0
2023,한남대학교,7.5,99.9,12.8,3869852.1,0.3,24.2,30.2,64.3,5.3,91.6
2023,한동대학교,3.3,100.0,70.4,4289515.8,0.4,22.4,24.9,67.6,18.9,111.9
2023,한라대학교,14.0,71.6,20.5,3970728.2,0.4,22.2,29.4,64.2,2.5,75.0
2023,한림대학교,6.8,100.0,33.9,3796045.9,0.3,23.5,11.3,64.1,7.2,94.0
2023,한서대학교,13.4,93.4,29.5,3902874.7,0.6,17.6,26.6,69.6,2.8,90.6
2023,한성대학교,10.4,100.0,12.2,3622238.9,0.3,23.2,27.0,66.8,3.6,97.6
2023,한세대학교,11.8,99.8,12.3,4057461.6,0.7,16.8,32.7,73.5,4.9,98.9
2023,한신대학교,9.1,100.0,14.9,3389897.7,0.5,20.9,30.2,59.8,4.3,99.3
2023,한양대학교,11.3,100.0,11.1,3596904.7,0.6,18.3,19.8,71.8,15.8,97.4
2023,한양대학교(ERICA) _분교,7.0,99.8,24.6,4014721.4,0.5,20.9,23.6,67.3,14.4,96.8
2023,한일장신대학교,19.0,95.0,23.9,5649907.1,0.6,17.4,33.1,69.9,7.0,81.8
2023,협성대학교,10.0,98.6,11.8,4061690.5,0.5,20.2,31.9,61.8,4.4,88.6
2023,호남대학교,8.1,85.8,21.4,3773915.2,0.5,19.4,25.4,65.3,1.2,87.8
2023,호남신학대학교,19.2,87.4,43.2,5582848.0,0.9,12.6,33.8,49.2,19.2,80.6
2023,호서대학교,10.2,100.1,23.4,3709872.9,0.4,21.7,29.0,65.7,4.4,94.0
2023,호원대학교,13.2,96.0,38.1,4508111.4,0.7,15.6,29.7,75.0,1.4,77.4
2023,홍익대학교,10.7,99.9,13.0,3946184.8,0.6,18.8,27.9,65.5,6.5,99.6
