기준연도,학교명,중도탈락학생(신입생)비율(%),정원내 신입생 충원율(%),기숙사 수용률,1인당장학금,소규모 강좌 비율,평균 강좌 규모 점수,전임교원 1인당 학생수(정원기준),취업률,진학률,가중 평균 재학생 충원율(%)
2021,상지대학교,8.7,70.2,12.9,3335386.1,0.6,18.0,28.8,65.8,2.2,73.6
2021,서경대학교,7.7,99.8,10.7,3309068.3,0.6,18.0,22.5,71.2,2.5,97.4
2021,서울교육대학교,9.4,99.7,29.4,1697748.2,0.2,26.3,38.8,58.1,2.7,95.1
2021,서울기독대학교,12.8,60.9,16.2,3435834.3,0.7,15.8,35.3,61.3,10.6,77.8
2021,서울대학교,4.3,99.8,25.3,3794645.9,0.6,18.4,13.6,67.2,28.6,106.8
2021,서울시립대학교,9.6,99.8,11.6,1801826.4,0.4,22.2,24.4,69.2,9.3,113.5
2021,서울신학대학교,5.8,100.0,13.6,4763797.6,0.6,17.6,29.6,65.7,8.2,98.4
2021,서울여자대학교,9.1,100.0,12.1,3481106.5,0.4,22.2,32.7,65.4,8.9,95.0
2021,서울장신대학교,1.5,53.1,46.8,4951651.9,0.8,14.0,26.6,54.8,11.3,79.4
2021,서울한영대학교,5.1,89.0,14.5,3855922.6,0.6,17.1,31.7,70.4,3.6,83.4
2021,서원대학교,6.6,94.7,14.2,3775729.5,0.6,18.5,28.0,57.5,2.8,90.4
2021,선문대학교,8.2,99.1,39.4,4063188.7,0.5,20.6,27.3,70.1,2.8,89.4
2021,성결대학교,7.6,99.8,11.0,3324951.4,0.5,19.3,26.9,65.3,3.5,98.2
2021,성공회대학교,7.1,100.0,20.8,4094674.1,0.3,23.2,30.8,58.6,1.4,90.3
2021,성균관대학교,10.3,99.6,21.2,3165933.7,0.5,21.0,16.6,78.5,15.0,97.4
2021,성신여자대학교,10.6,99.9,10.8,3551186.1,0.6,17.2,30.6,61.0,7.4,95.9
2021,세명대학교,6.9,74.2,44.7,3871584.6,0.5,19.4,27.0,64.6,2.0,84.0
2021,세종대학교,13.3,100.0,11.0,3193436.5,0.5,19.2,24.1,67.8,10.4,98.2
2021,세한대학교,13.8,100.0,35.2,3209784.5,0.4,22.5,27.7,63.6,1.4,90.8
2021,수원대학교,8.2,99.8,11.6,3390514.3,0.6,18.9,33.4,63.5,5.2,89.2
2021,숙명여자대학교,8.0,99.3,11.9,3464251.4,0.6,18.5,29.2,66.9,11.0,96.8
2021,순천향대학교,7.1,99.9,40.7,4025525.3,0.4,22.8,12.3,67.7,7.0,93.2
2021,숭실대학교,6.7,99.9,11.6,3078858.3,0.2,25.0,26.4,68.7,6.9,96.8
2021,신라대학교,16.0,79.8,14.4,3656229.9,0.6,18.0,29.2,58.8,2.0,80.8
2021,아주대학교,8.4,99.4,26.3,3149467.5,0.3,23.5,18.6,72.4,12.4,99.4
2021,안양대학교,8.7,97.5,2.7,3413101.9,0.4,22.4,30.4,62.9,3.8,96.7
2021,안양대학교 _제2캠퍼스,2.8,45.9,68.7,2925289.3,0.8,13.6,22.4,54.7,3.6,48.2
2021,연세대학교,6.3,99.7,36.0,3565692.7,0.5,19.8,17.5,71.4,19.6,98.2
2021,연세대학교(미래) _분교,6.2,99.9,57.6,3260915.9,0.4,21.8,17.6,69.4,10.4,96.4
2021,영남대학교,4.8,99.4,15.1,3708260.8,0.4,22.4,25.4,52.1,6.6,95.9
2021,영남신학대학교,22.6,100.0,48.3,4306170.7,0.5,20.2,33.8,57.1,9.5,87.4
2021,예수대학교,5.4,98.4,15.6,3808752.6,0.8,14.6,25.9,79.5,0.0,99.3
2021,예원예술대학교,16.5,84.5,0.0,3271137.0,0.7,16.1,16.6,61.7,5.5,71.0
2021,용인대학교,6.7,99.9,8.4,3438310.2,0.5,20.8,31.8,68.2,1.9,89.6
2021,우석대학교,8.4,84.2,27.8,3318131.5,0.5,20.9,25.1,65.5,2.2,86.1
2021,우송대학교,4.8,99.4,22.3,3851782.9,0.6,18.8,22.8,69.1,0.8,88.8
2021,울산과학기술원,4.0,87.8,47.8,6051373.5,0.6,17.4,15.3,70.6,40.5,105.6
2021,울산대학교,5.5,96.9,20.1,2937520.8,0.4,22.8,12.4,55.6,4.9,93.7
2021,원광대학교,6.2,80.0,23.7,3425453.9,0.4,22.2,22.6,64.7,3.6,89.0
2021,원광디지털대학교,12.3,86.0,,,0.1,27.4,,,,86.8
2021,위덕대학교,16.1,98.3,23.9,4194245.0,0.6,18.4,32.2,67.0,0.9,78.8
2021,유원대학교,5.9,75.8,29.1,4267847.8,0.4,22.0,30.2,67.6,0.6,80.5
2021,을지대학교 _제2캠퍼스,5.3,99.9,13.5,3464279.5,0.5,20.6,26.6,77.6,2.3,97.1
2021,이화여자대학교,6.6,99.8,21.7,3319625.4,0.5,19.6,23.4,64.9,15.5,101.0
2021,인제대학교,6.5,79.9,24.9,3508535.8,0.6,18.9,11.1,66.1,5.7,84.4
2021,인천대학교,7.1,99.8,25.6,3175316.0,0.4,22.4,24.4,67.0,6.5,98.7
2021,인하대학교,8.3,99.9,12.7,3122474.3,0.3,23.8,23.0,69.8,9.6,98.9
2021,장로회신학대학교,7.9,100.0,32.1,4295243.8,0.6,17.4,37.4,0.0,33.5,95.7
2021,전남대학교,6.4,99.9,21.9,2693220.0,0.5,20.7,19.5,59.5,7.0,103.4
2021,전남대학교 _제2캠퍼스,8.0,83.7,38.5,3477801.2,0.6,17.9,22.5,69.5,6.0,73.2
2021,전주교육대학교,5.3,100.0,41.3,1398181.4,0.1,28.0,31.8,56.8,0.0,96.9
2021,전주대학교,4.8,92.6,16.7,3636818.9,0.5,20.3,27.4,58.0,3.5,93.2
2021,제주대학교,6.4,100.0,26.3,2608821.6,0.5,19.7,17.5,56.6,4.7,97.4
2021,조선대학교,5.9,97.1,12.3,3377054.8,0.4,22.5,26.1,56.8,4.2,91.2
2021,중부대학교,6.2,89.3,23.3,3791976.3,0.5,20.2,27.0,67.8,1.3,84.1
2021,중원대학교,12.6,98.3,77.8,4299912.5,0.5,20.0,26.8,69.3,3.8,90.2
2021,진주교육대학교,3.6,100.0,9.8,2263989.1,0.1,28.4,31.4,66.9,0.0,97.1
2021,차의과학대학교,7.6,100.0,24.4,3792292.1,0.4,22.3,8.3,69.9,12.0,98.8
2021,청운대학교,8.8,77.7,19.0,4731534.4,0.5,20.8,27.6,72.7,1.0,84.2
2021,청주교육대학교,3.8,99.7,38.2,1656902.0,0.2,25.6,29.3,65.0,0.3,95.8
2021,청주대학교,4.4,98.7,21.0,3400210.2,0.3,23.9,28.4,66.0,2.9,91.2
2021,총신대학교,6.2,99.7,52.1,4548991.6,0.5,20.2,38.5,63.8,18.0,100.0
2021,추계예술대학교,8.7,99.6,14.4,2958144.1,0.8,14.4,26.6,53.2,9.2,97.0
2021,춘천교육대학교,5.0,100.0,58.2,1984043.4,0.1,27.6,31.7,61.3,0.3,95.0
2021,충남대학교,9.7,99.5,23.5,2316098.7,0.4,21.2,21.0,62.1,11.3,104.3
2021,충북대학교,7.3,99.9,26.8,2848088.9,0.4,23.0,21.7,57.8,8.5,96.8
2021,칼빈대학교,12.8,93.4,38.4,3971596.7,0.7,15.4,27.2,75.0,20.6,77.8
2021,평택대학교,5.6,98.2,29.2,3343543.9,0.6,18.5,30.3,62.4,1.8,88.8
2021,한국교원대학교,6.5,99.8,58.4,2288062.5,0.5,20.1,35.0,55.3,1.4,100.0
2021,한국기술교육대학교,6.9,100.0,80.7,3467809.0,0.4,21.5,21.2,77.3,7.2,99.4
2021,한국성서대학교,6.3,100.0,15.2,4278437.4,0.7,16.5,26.6,78.2,6.3,101.8
2021,한국외국어대학교,8.3,99.6,18.1,2640784.6,0.2,26.5,28.0,63.9,5.6,100.0
2021,한국체육대학교,1.2,99.8,35.7,2965338.7,0.1,27.5,26.7,72.4,3.6,104.0
2021,한국침례신학대학교,3.6,53.6,25.6,6297859.4,0.8,14.8,52.3,60.9,11.6,69.8
2021,한국항공대학교,6.2,104.4,18.1,3397894.5,0.4,22.4,24.6,70.6,10.4,96.0
2021,한남대학교,5.5,98.6,13.3,3617860.4,0.3,23.8,27.7,63.7,5.1,89.2
2021,한동대학교,2.6,100.0,66.8,3932495.4,0.3,23.8,24.6,63.0,15.6,114.0
2021,한라대학교,5.7,69.1,18.6,3669982.3,0.5,20.0,27.4,64.0,1.0,83.4
2021,한림대학교,6.4,99.9,33.2,3565083.5,0.3,24.6,11.2,62.5,7.7,96.8
2021,한서대학교,10.3,96.6,28.4,3658221.3,0.5,19.5,25.4,67.6,2.3,92.6
2021,한성대학교,6.1,99.9,12.6,3430007.4,0.3,23.6,27.3,68.0,3.3,95.2
2021,한세대학교,9.2,99.1,14.1,4066370.3,0.7,16.6,29.5,71.4,5.0,98.2
2021,한신대학교,6.2,99.3,16.8,3234183.0,0.4,22.7,28.8,60.9,4.6,98.1
2021,한양대학교,9.8,99.6,11.1,3414158.3,0.6,18.2,21.4,71.4,14.0,96.0
2021,한양대학교(ERICA) _분교,5.4,99.8,27.1,3805650.1,0.5,20.4,25.0,69.5,13.8,96.9
2021,한일장신대학교,9.1,90.0,22.0,4856990.9,0.6,17.9,31.8,71.7,4.5,82.4
2021,협성대학교,7.9,97.0,11.2,3825092.1,0.4,21.4,29.7,64.7,5.8,92.0
2021,호남대학교,6.0,90.5,19.5,3509054.0,0.5,20.0,24.6,68.3,1.1,92.4
2021,호남신학대학교,19.8,95.6,36.1,4385336.4,0.8,13.4,35.7,58.7,34.1,83.8
2021,호서대학교,6.9,96.8,25.4,3516573.2,0.5,19.0,25.3,65.7,3.7,92.0
2021,호원대학교,11.8,84.9,38.8,4410117.8,0.6,17.2,28.2,72.6,0.9,81.5
2021,홍익대학교,12.2,100.0,13.8,3812880.3,0.5,19.2,26.0,67.7,5.4,98.8
2022,가천대학교,7.06,100.0,14.9,3565844.8,0.5,20.2,19.6,69.7,4.7,96.9
2022,가톨릭관동대학교,10.04,79.8,42.5,3715715.0,0.6,17.8,22.3,64.3,3.6,74.8
2022,가톨릭꽃동네대학교,6.48,95.4,45.4,5680676.4,0.6,18.5,25.3,79.8,0.8,86.4
2022,가톨릭대학교,7.23,99.8,16.7,3425471.1,0.5,19.2,29.8,66.0,7.2,92.2
2022,감리교신학대학교,7.45,44.2,26.0,4677795.4,0.5,19.4,69.0,0.0,18.7,73.9
2022,강남대학교,8.94,99.9,14.5,3638262.2,0.6,17.0,28.9,63.8,1.2,94.7
2022,강서대학교,17.75,100.0,7.8,3511847.4,0.4,21.4,25.8,70.0,4.1,93.2
2022,강원대학교,6.74,99.9,29.0,2838582.8,0.4,23.0,21.2,62.0,7.6,96.0
2022,강원대학교 _제2캠퍼스,10.87,99.4,47.1,3529316.7,0.3,24.4,32.1,68.3,3.1,81.5
2022,건국대학교,9.12,99.4,19.3,3450271.2,0.4,22.6,30.6,70.5,9.3,99.4
2022,건국대학교(글로컬) _분교,6.71,99.9,33.2,4162872.7,0.4,22.8,16.2,66.6,5.0,96.0
2022,건양대학교,8.37,95.4,46.3,4117104.7,0.4,21.4,29.6,70.0,3.1,80.9
2022,건양대학교 _제2캠퍼스,8.24,99.5,34.9,3736244.3,0.3,23.6,16.1,85.6,4.5,94.4
2022,경기대학교,6.79,99.9,18.8,3871556.9,0.3,23.2,27.8,66.2,4.9,92.4
2022,경남대학교,5.94,82.9,15.5,3555427.6,0.6,18.0,30.2,65.6,3.2,85.0
2022,경동대학교,11.54,100.0,63.6,5562812.8,0.6,17.7,10.8,75.3,0.4,47.6
2022,경북대학교,9.21,99.6,24.0,2960376.9,0.5,20.2,20.3,60.8,10.7,95.8
2022,경상국립대학교,6.78,99.6,28.8,2911049.1,0.5,19.2,17.3,53.7,9.8,92.3
2022,경성대학교,5.91,99.7,11.8,3552840.1,0.5,20.2,29.1,57.0,2.4,89.6
2022,경인교육대학교,7.98,99.0,36.0,2532793.8,0.2,25.2,43.1,,,47.4
2022,경일대학교,12.04,94.3,23.0,4392618.4,0.4,22.5,26.8,66.0,2.1,92.8
2022,계명대학교,5.8,99.8,13.3,4068575.6,0.4,22.4,25.0,59.7,4.4,95.6
2022,고려대학교,9.1,99.8,11.9,3519182.9,0.4,21.8,20.6,70.9,18.0,97.4
2022,고려대학교(세종) _분교,10.0,99.9,36.9,3643707.1,0.4,21.2,26.7,67.4,9.6,94.3
2022,고신대학교,15.55,90.4,39.5,4161363.5,0.5,19.8,18.1,70.9,6.8,86.8
2022,공주교육대학교,5.26,100.0,47.1,2325901.4,0.1,27.2,26.8,61.6,0.5,89.4
2022,광신대학교,21.31,100.0,23.8,4924412.2,0.8,14.8,27.7,58.5,14.8,87.4
2022,광운대학교,8.48,99.9,12.2,3202615.4,0.4,22.4,27.7,68.2,9.0,95.8
2022,광주교육대학교,8.65,100.0,37.9,4206809.4,0.1,28.4,31.6,63.0,0.0,92.6
2022,광주대학교,24.74,99.7,29.9,4233582.9,0.4,22.1,29.0,64.4,1.9,89.1
2022,광주여자대학교,15.97,94.7,28.7,4716962.3,0.4,21.7,28.9,66.7,2.2,88.8
2022,국립강릉원주대학교,7.29,98.0,39.4,3154086.3,0.4,21.6,22.8,57.4,7.5,85.2
2022,국립강릉원주대학교 _제2캠퍼스,4.77,99.8,30.0,3269623.3,0.2,26.5,24.5,65.1,1.2,95.4
2022,국립경국대학교,7.41,79.8,32.0,3431488.7,0.5,19.8,26.2,58.2,6.7,78.2
2022,국립공주대학교,6.8,99.9,32.3,2793430.0,0.5,20.8,26.3,62.1,7.5,92.6
2022,국립군산대학교,8.08,83.3,22.6,2919776.4,0.4,21.2,25.2,61.6,5.6,81.2
2022,국립금오공과대학교,5.64,99.7,47.7,2995739.0,0.3,23.2,26.5,66.2,8.9,94.2
2022,국립목포대학교,8.8,85.9,25.1,3628123.2,0.5,20.5,27.5,63.8,4.3,85.8
2022,국립목포해양대학교,8.98,99.1,92.0,2515252.9,0.3,25.0,24.1,81.6,1.5,86.0
2022,국립부경대학교,8.54,99.8,24.4,2915728.8,0.3,24.4,28.0,57.5,7.5,97.6
2022,국립순천대학교,6.8,91.4,28.4,2958582.1,0.6,18.6,25.2,59.0,4.7,86.6
2022,국립창원대학교,6.75,98.7,27.2,2934687.2,0.4,21.5,28.6,60.1,6.0,94.0
2022,국립한국교통대학교,8.97,99.7,26.7,2963403.2,0.4,22.5,25.8,66.8,5.2,91.4
2022,국립한국해양대학교,6.69,100.0,46.0,2777533.3,0.3,24.6,24.2,75.8,5.7,97.0
2022,국민대학교,7.62,100.0,11.9,3807968.8,0.4,22.0,24.2,70.5,7.1,97.4
2022,극동대학교,8.08,61.0,15.8,4130164.9,0.5,20.4,28.6,70.9,1.2,73.2
2022,김천대학교,27.6,92.6,44.4,4538808.1,0.5,20.6,25.2,73.1,0.4,75.3
2022,나사렛대학교,6.66,98.3,19.3,4536246.0,0.4,22.1,30.0,68.3,1.8,86.8
2022,남부대학교,12.42,92.1,31.5,3842702.1,0.4,22.8,27.5,74.0,0.6,88.8
2022,단국대학교,7.03,99.8,19.4,3384183.2,0.5,19.8,29.2,65.3,5.6,101.4
2022,대구가톨릭대학교,6.81,91.1,23.6,4168100.5,0.5,19.4,23.6,62.7,5.3,87.0
2022,대구교육대학교,6.19,99.7,28.6,2135893.3,0.1,28.2,24.3,67.8,0.0,92.3
2022,대구대학교,6.21,91.6,25.2,4303730.3,0.4,22.3,31.6,59.3,3.5,84.5
2022,대구한의대학교,14.14,97.6,18.8,4357706.8,0.5,19.2,27.7,66.4,3.2,85.7
2022,대전대학교,7.74,98.9,25.6,3872948.8,0.5,20.8,28.9,67.1,2.3,92.0
2022,대진대학교,8.84,100.0,21.1,4133487.3,0.4,23.0,30.4,67.9,2.2,90.2
2022,덕성여자대학교,11.57,99.9,15.8,3142558.1,0.4,21.4,24.6,61.6,5.9,101.2
2022,동국대학교,8.99,99.9,14.0,3556377.6,0.5,20.4,24.2,69.7,8.9,94.5
2022,동국대학교(WISE) _분교,9.31,99.8,24.9,3970731.1,0.4,21.4,24.3,64.4,4.3,86.8
2022,동덕여자대학교,11.51,99.9,10.9,3487172.1,0.3,23.1,29.9,68.0,5.7,94.0
2022,동명대학교,12.85,85.7,14.2,4385063.8,0.5,20.0,27.0,65.4,1.4,83.3
2022,동서대학교,6.36,91.2,22.4,4055175.0,0.4,22.2,27.2,66.5,0.9,87.6
2022,동신대학교,23.28,92.8,22.0,4432337.7,0.4,22.4,28.0,68.8,1.8,83.4
2022,동아대학교,4.69,99.9,13.0,3815686.5,0.3,23.6,25.7,59.1,5.0,96.4
2022,동양대학교,11.97,95.3,54.2,3915980.3,0.4,22.8,29.8,64.1,1.8,85.8
2022,동의대학교,6.77,96.9,21.0,3862842.7,0.6,18.4,27.9,62.1,2.5,89.2
2022,루터대학교,15.91,100.0,27.5,4267816.8,0.7,16.2,25.7,74.6,12.5,89.2
2022,명지대학교,7.69,99.9,30.4,3574478.6,0.5,20.8,26.7,72.2,6.6,94.4
2022,명지대학교 _제2캠퍼스,9.26,99.8,11.9,3421279.3,0.3,23.6,30.2,67.2,2.1,93.2
2022,목원대학교,8.22,98.1,20.8,4212403.5,0.4,21.3,29.3,62.2,6.4,86.0
2022,목포가톨릭대학교,4.76,100.0,41.3,4946391.4,0.3,24.6,25.3,81.0,0.0,97.1
2022,배재대학교,9.3,93.1,21.1,3716750.6,0.6,18.5,31.2,63.4,2.9,85.8
2022,백석대학교,6.65,99.9,14.5,3700678.3,0.5,20.4,30.1,67.6,0.8,88.6
2022,부산가톨릭대학교,4.19,93.7,13.2,4697372.4,0.6,19.0,26.7,74.1,2.6,91.6
2022,부산교육대학교,7.59,99.2,47.2,2321064.2,0.1,28.6,35.4,58.9,0.8,93.5
2022,부산대학교,7.41,99.7,21.1,2959075.4,0.4,22.6,20.7,61.1,11.5,97.5
2022,부산디지털대학교,15.54,68.5,,,0.3,24.9,,,,75.9
2022,부산외국어대학교,7.42,82.3,23.0,3266689.9,0.6,18.1,31.9,60.1,1.2,82.4
2022,부산장신대학교,9.38,100.0,65.8,5902532.8,0.9,11.6,30.0,75.0,14.1,75.2
2022,삼육대학교,6.45,100.1,23.3,4161127.2,0.5,20.0,25.0,69.0,4.9,99.2
2022,상명대학교,9.06,100.0,8.7,3598741.8,0.6,18.3,25.7,64.5,5.8,90.4
2022,상지대학교,12.27,69.3,13.6,3307329.7,0.6,17.8,31.1,69.9,3.1,66.4
2022,서경대학교,8.28,100.0,10.9,3561324.3,0.6,18.3,22.7,72.6,2.3,96.6
2022,서울교육대학교,13.23,99.4,30.5,1865352.3,0.2,25.7,39.5,59.6,1.5,91.2
2022,서울기독대학교,16.18,46.8,18.4,3539729.4,0.8,13.2,33.0,55.6,16.5,68.8
2022,서울대학교,5.57,99.8,25.1,4095772.1,0.6,18.6,13.5,67.9,27.7,106.5
2022,서울시립대학교,8.06,99.9,11.4,2137176.7,0.4,22.0,24.0,70.4,10.2,108.4
2022,서울신학대학교,8.77,100.0,14.6,5349776.2,0.6,17.6,30.3,65.3,12.8,95.4
2022,서울여자대학교,11.48,100.2,12.3,3721606.3,0.4,21.5,31.5,67.2,8.7,93.2
2022,서울장신대학교,7.35,64.4,54.5,6070921.0,0.9,12.8,27.2,73.1,12.5,68.4
2022,서울한영대학교,16.29,90.6,14.6,4287963.5,0.6,17.2,32.7,66.9,2.8,78.9
2022,서원대학교,7.62,99.9,14.5,4094440.4,0.6,18.8,29.2,60.3,1.3,89.7
2022,선문대학교,10.96,99.8,39.4,4394585.5,0.3,24.6,29.3,74.3,2.8,91.2
2022,성결대학교,8.4,100.0,11.3,3506122.9,0.5,19.0,29.2,66.6,2.0,97.4
2022,성공회대학교,7.37,99.8,22.1,4299305.1,0.3,23.7,30.8,60.3,1.5,86.2
2022,성균관대학교,9.74,99.9,21.5,3287133.6,0.4,22.2,16.7,76.5,13.1,96.6
2022,성신여자대학교,10.22,99.8,11.1,3739463.2,0.6,17.1,30.4,62.0,8.7,90.6
2022,세명대학교,11.17,80.2,47.3,4311378.0,0.5,19.5,27.9,68.7,2.2,80.6
2022,세종대학교,11.77,99.7,11.6,3289039.6,0.5,19.1,23.8,67.9,9.4,97.0
2022,세한대학교,9.45,99.4,34.7,3490978.3,0.4,21.6,29.0,68.5,0.8,90.0
2022,수원대학교,9.6,100.0,11.9,3703523.1,0.6,18.8,33.4,67.4,4.5,88.7
2022,숙명여자대학교,8.65,100.0,12.3,3560185.2,0.5,19.0,29.7,66.1,11.3,94.8
2022,순천향대학교,8.53,99.9,41.2,4155414.8,0.3,23.6,12.3,70.5,6.4,93.4
2022,숭실대학교,8.2,99.8,11.5,3223748.0,0.3,24.9,27.9,71.0,6.5,96.8
2022,신라대학교,6.68,72.6,15.8,4016784.3,0.6,17.6,30.0,60.3,1.8,76.9
2022,아주대학교,7.86,99.9,31.8,3364888.1,0.3,23.8,18.4,75.4,10.8,100.5
2022,안양대학교,6.83,99.6,1.9,3750558.0,0.4,22.4,31.1,66.0,4.2,96.3
2022,안양대학교 _제2캠퍼스,13.87,96.5,78.2,3802697.8,0.7,15.0,19.3,75.0,2.2,51.4
2022,연세대학교,9.6,99.7,35.7,3647194.7,0.5,19.8,17.5,70.9,17.4,100.2
2022,연세대학교(미래) _분교,7.05,99.8,59.1,3576679.4,0.4,21.6,17.7,71.7,8.3,96.5
2022,영남대학교,5.8,99.9,14.0,4081332.2,0.4,22.6,24.8,55.9,5.2,94.8
2022,영남신학대학교,12.0,87.0,53.7,5208379.7,0.7,16.8,36.4,57.1,35.2,74.9
2022,예수대학교,1.65,100.0,15.7,3766452.7,0.8,14.4,25.4,75.2,0.0,97.6
2022,예원예술대학교,11.39,98.9,0.0,3463650.3,0.6,17.0,16.8,56.0,0.6,71.4
2022,용인대학교,7.24,99.8,11.5,3769732.7,0.5,20.6,32.2,67.5,2.7,91.2
2022,우석대학교,11.39,78.8,27.7,3635390.6,0.5,20.5,26.3,66.2,2.3,81.3
2022,우송대학교,4.6,99.8,20.4,4238610.3,0.5,20.7,27.4,70.2,1.0,90.0
2022,울산과학기술원,10.96,102.0,78.9,6481034.1,0.6,17.2,17.7,71.2,41.4,94.5
2022,울산대학교,5.39,98.8,20.9,3338537.3,0.4,22.8,12.5,60.8,5.7,90.6
2022,원광대학교,6.76,88.0,26.6,3886683.7,0.4,22.7,23.3,63.0,3.2,83.7
2022,원광디지털대학교,13.98,86.1,,,0.2,25.7,,,,87.8
2022,위덕대학교,19.19,91.4,23.7,4836477.6,0.6,18.2,32.2,67.4,1.7,75.4
2022,유원대학교,15.03,99.8,37.2,4722966.8,0.5,20.0,29.0,71.9,0.9,83.6
2022,을지대학교 _제2캠퍼스,5.84,100.0,14.8,3913143.9,0.5,19.6,27.2,77.2,3.3,89.9
2022,이화여자대학교,6.31,99.6,22.4,3493079.5,0.5,19.4,23.2,67.9,13.0,98.4
2022,인제대학교,7.01,75.1,25.8,3869825.3,0.6,18.3,11.0,66.7,4.9,80.9
2022,인천대학교,7.57,100.0,25.9,3363645.6,0.4,22.0,24.6,70.6,6.3,98.8
2022,인하대학교,6.83,99.9,13.1,3413152.7,0.3,23.4,22.3,72.2,9.7,97.6
2022,장로회신학대학교,5.16,100.0,32.6,4332965.1,0.6,17.4,37.5,0.0,28.7,95.2
2022,전남대학교,8.13,99.9,22.5,2861508.0,0.5,20.0,19.5,59.5,8.3,101.7
2022,전남대학교 _제2캠퍼스,10.47,95.8,34.9,3617158.3,0.6,17.5,23.4,67.1,6.6,72.4
2022,전주교육대학교,10.23,99.0,41.8,1579492.5,0.1,27.0,31.8,53.4,0.0,92.0
2022,전주대학교,7.21,97.7,17.0,4041381.1,0.5,20.7,31.2,60.0,2.7,93.6
2022,제주대학교,6.57,99.7,20.7,2761034.8,0.5,19.8,17.5,59.8,5.1,95.8
2022,조선대학교,5.63,99.6,12.7,3730096.9,0.4,22.5,27.2,59.8,4.4,90.0
2022,중부대학교,8.65,87.8,22.7,4075018.6,0.5,19.0,28.9,70.9,1.4,80.1
2022,중원대학교,17.53,84.0,82.0,4888545.9,0.5,19.6,26.6,72.7,2.2,86.1
2022,진주교육대학교,5.62,100.0,10.0,2696264.7,0.1,27.6,31.4,56.6,0.0,94.6
2022,차의과학대학교,12.62,100.0,23.3,4172066.2,0.4,22.4,8.1,74.9,13.2,97.3
2022,청운대학교,11.02,90.0,18.9,4876725.6,0.5,20.8,30.3,70.5,1.0,83.6
2022,청주교육대학교,9.71,100.0,40.0,1732081.0,0.3,24.7,29.7,56.2,0.7,94.3
2022,청주대학교,6.39,99.6,21.3,3715534.3,0.3,24.2,31.2,66.5,3.0,91.0
2022,총신대학교,4.8,100.0,55.4,4549034.5,0.5,20.6,33.4,64.4,17.7,97.4
2022,추계예술대학교,9.93,100.0,13.4,3452451.6,0.8,13.9,24.5,58.1,9.4,96.2
2022,춘천교육대학교,9.79,99.7,59.3,2191348.9,0.2,26.6,31.3,63.5,0.0,93.8
2022,충남대학교,9.15,99.8,24.2,2467470.7,0.4,21.2,21.1,65.2,10.2,101.9
2022,충북대학교,7.47,99.9,27.1,3017474.3,0.3,23.2,21.6,60.9,8.7,97.2
2022,칼빈대학교,7.14,100.0,52.2,4381170.2,0.7,15.6,21.6,77.8,8.2,83.0
2022,평택대학교,11.56,99.5,33.4,3801739.4,0.6,18.2,31.7,65.1,1.6,83.2
2022,한국교원대학교,6.27,100.0,60.8,2579391.6,0.5,19.7,35.2,52.1,1.0,95.8
2022,한국기술교육대학교,8.95,100.0,80.4,3422440.0,0.4,22.2,21.6,80.3,5.9,102.2
2022,한국성서대학교,8.33,100.0,15.7,4400902.8,0.6,17.8,27.2,72.2,4.2,98.8
2022,한국외국어대학교,10.81,99.4,18.8,2818067.1,0.1,27.8,28.8,65.3,6.2,95.6
2022,한국체육대학교,2.8,99.8,37.0,3085239.5,0.2,26.9,25.3,77.2,3.8,101.9
2022,한국침례신학대학교,3.76,68.7,37.8,6773814.4,0.7,15.6,50.7,55.2,16.9,67.3
2022,한국항공대학교,7.85,99.8,17.1,3573456.8,0.4,22.9,24.7,73.6,10.1,99.6
2022,한남대학교,7.1,100.0,12.9,3788001.2,0.3,23.8,29.5,66.8,4.2,92.2
2022,한동대학교,1.72,100.0,80.1,4342907.7,0.3,23.1,24.3,67.1,14.6,113.4
2022,한라대학교,10.23,56.5,20.2,3926121.4,0.6,17.8,28.2,65.3,1.3,76.9
2022,한림대학교,5.93,100.0,34.1,3824310.8,0.3,24.4,11.2,64.7,7.0,94.2
2022,한서대학교,9.69,94.7,30.3,3924210.4,0.6,18.4,26.3,70.4,2.8,91.2
2022,한성대학교,8.81,100.0,12.4,3680354.9,0.3,23.2,27.1,69.0,2.6,97.3
2022,한세대학교,8.67,100.0,14.4,4268950.6,0.6,17.0,30.5,74.7,3.9,97.6
2022,한신대학교,6.77,99.9,15.1,3493781.3,0.4,22.4,30.1,64.7,4.1,96.9
2022,한양대학교,10.33,99.9,11.4,3609041.4,0.6,18.4,20.0,72.5,12.7,94.6
2022,한양대학교(ERICA) _분교,5.42,99.9,26.4,4162183.5,0.5,20.7,24.3,71.3,11.6,96.6
2022,한일장신대학교,12.16,99.5,21.5,5404734.1,0.6,18.8,31.6,62.9,7.5,83.5
2022,협성대학교,8.79,99.7,11.7,4158034.0,0.4,21.0,30.9,62.2,4.2,89.9
2022,호남대학교,8.59,95.4,21.8,3987267.6,0.5,19.8,25.0,67.5,1.5,93.3
2022,호남신학대학교,10.08,100.0,35.9,5121352.1,0.8,13.0,33.6,46.4,15.6,87.9
2022,호서대학교,9.85,99.8,27.4,3808922.8,0.5,20.8,27.0,68.0,2.8,91.4
2022,호원대학교,15.33,93.7,37.7,4693788.1,0.7,16.5,29.9,75.6,0.4,79.2
2022,홍익대학교,9.77,99.9,13.2,3922393.0,0.5,19.2,26.9,68.5,4.5,99.2
