기준연도,학교명,계열,학생정원,재학생,전임교원,전임교원1인당학생정원,전임교원1인당재학생
2015,광운대학교,자연과학계열,704,808,41,17.17,19.71
2015,광운대학교,인문ㆍ사회계열,3962,4530,136,29.13,33.31
2015,광운대학교,공학계열,4443,5153,145,30.64,35.54
2015,광운대학교,예ㆍ체능계열,206,193,9,22.89,21.44
2015,광주가톨릭대학교,인문ㆍ사회계열,220,131,16,13.75,8.19
2015,광주과학기술원,공학계열,1455,1323,90,16.17,14.7
2015,광주과학기술원,자연과학계열,553,959,63,8.78,15.22
2015,광주교육대학교,자연과학계열,712,753,20,35.6,37.65
2015,광주교육대학교,예ㆍ체능계열,417,427,21,19.86,20.33
2015,광주교육대학교,인문ㆍ사회계열,1391,1420,38,36.61,37.37
2015,광주대학교,예ㆍ체능계열,1357,1283,39,34.79,32.9
2015,광주대학교,인문ㆍ사회계열,4276,4817,149,28.7,32.33
2015,광주대학교,자연과학계열,1056,993,28,37.71,35.46
2015,광주대학교,공학계열,1206,1091,46,26.22,23.72
2015,광주여자대학교,예ㆍ체능계열,257,234,7,36.71,33.43
2015,광주여자대학교,인문ㆍ사회계열,1800,1917,69,26.09,27.78
2015,광주여자대학교,자연과학계열,2128,2199,64,33.25,34.36
2015,국립강릉원주대학교,인문ㆍ사회계열,2718,2733,98,27.73,27.89
2015,국립강릉원주대학교,예ㆍ체능계열,726,631,28,25.93,22.54
2015,국립강릉원주대학교,의학계열,238,242,42,5.67,5.76
2015,국립강릉원주대학교,공학계열,1055,1062,37,28.51,28.7
2015,국립강릉원주대학교,자연과학계열,2358,2201,85,27.74,25.89
2015,국립강릉원주대학교 _제2캠퍼스,자연과학계열,325,327,10,32.5,32.7
2015,국립강릉원주대학교 _제2캠퍼스,공학계열,1280,1250,59,21.69,21.19
2015,국립강릉원주대학교 _제2캠퍼스,인문ㆍ사회계열,564,468,20,28.2,23.4
2015,국립경국대학교,공학계열,2055,2219,83,24.76,26.73
2015,국립경국대학교,인문ㆍ사회계열,2950,2688,86,34.3,31.26
2015,국립경국대학교,예ㆍ체능계열,503,496,18,27.94,27.56
2015,국립경국대학교,자연과학계열,2141,2118,86,24.9,24.63
2015,국립공주대학교,예ㆍ체능계열,1253,1495,49,25.57,30.51
2015,국립공주대학교,자연과학계열,4884,5084,171,28.56,29.73
2015,국립공주대학교,인문ㆍ사회계열,5190,5784,152,34.14,38.05
2015,국립공주대학교,공학계열,4738,5210,183,25.89,28.47
2015,국립군산대학교,인문ㆍ사회계열,2927,2806,88,33.26,31.89
2015,국립군산대학교,자연과학계열,2103,2157,95,22.14,22.71
2015,국립군산대학교,공학계열,3521,3684,138,25.51,26.7
2015,국립군산대학교,예ㆍ체능계열,673,655,22,30.59,29.77
2015,국립금오공과대학교,인문ㆍ사회계열,448,429,22,20.36,19.5
2015,국립금오공과대학교,자연과학계열,408,325,7,58.29,46.43
2015,국립금오공과대학교,공학계열,5674,6807,188,30.18,36.21
2015,국립목포대학교,예ㆍ체능계열,484,500,20,24.2,25.0
2015,국립목포대학교,공학계열,2564,2770,97,26.43,28.56
2015,국립목포대학교,인문ㆍ사회계열,4082,4205,116,35.19,36.25
2015,국립목포대학교,자연과학계열,1831,1885,78,23.47,24.17
2015,국립목포해양대학교,공학계열,2752,2782,108,25.48,25.76
2015,국립부경대학교,예ㆍ체능계열,707,746,16,44.19,46.63
2015,국립부경대학교,인문ㆍ사회계열,5658,6823,151,37.47,45.19
2015,국립부경대학교,자연과학계열,3215,3354,133,24.17,25.22
2015,국립부경대학교,공학계열,8607,10362,292,29.48,35.49
2015,국립순천대학교,자연과학계열,2898,2588,118,24.56,21.93
2015,국립순천대학교,인문ㆍ사회계열,2985,3248,93,32.1,34.92
2015,국립순천대학교,공학계열,2216,2261,80,27.7,28.26
2015,국립순천대학교,예ㆍ체능계열,928,880,31,29.94,28.39
2015,국립창원대학교,인문ㆍ사회계열,4554,4862,125,36.43,38.9
2015,국립창원대학교,자연과학계열,1584,1445,61,25.97,23.69
2015,국립창원대학교,공학계열,3378,3661,118,28.63,31.03
2015,국립창원대학교,예ㆍ체능계열,852,808,28,30.43,28.86
2015,국립한국교통대학교,예ㆍ체능계열,325,365,14,23.21,26.07
2015,국립한국교통대학교,공학계열,6074,5971,191,31.8,31.26
2015,국립한국교통대학교,자연과학계열,697,699,21,33.19,33.29
2015,국립한국교통대학교,인문ㆍ사회계열,2356,2401,88,26.77,27.28
2015,국립한국해양대학교,자연과학계열,860,965,31,27.74,31.13
2015,국립한국해양대학교,인문ㆍ사회계열,1574,1955,61,25.8,32.05
2015,국립한국해양대학교,공학계열,4241,4809,170,24.95,28.29
2015,국립한국해양대학교,예ㆍ체능계열,119,117,4,29.75,29.25
2015,국립한밭대학교,예ㆍ체능계열,473,380,15,31.53,25.33
2015,국립한밭대학교,인문ㆍ사회계열,2022,1754,55,36.76,31.89
2015,국립한밭대학교,공학계열,6047,4653,186,32.51,25.02
2015,국민대학교,예ㆍ체능계열,3922,3772,115,34.1,32.8
2015,국민대학교,공학계열,3781,4496,143,26.44,31.44
2015,국민대학교,자연과학계열,1500,1767,65,23.08,27.18
2015,국민대학교,인문ㆍ사회계열,7673,9798,310,24.75,31.61
2015,극동대학교,공학계열,757,666,25,30.28,26.64
2015,극동대학교,인문ㆍ사회계열,2009,1875,77,26.09,24.35
2015,극동대학교,자연과학계열,980,1029,27,36.3,38.11
2015,극동대학교,예ㆍ체능계열,950,803,23,41.3,34.91
2015,금강대학교,인문ㆍ사회계열,715,537,28,25.54,19.18
2015,김천대학교,예ㆍ체능계열,105,76,3,35.0,25.33
2015,김천대학교,공학계열,160,139,7,22.86,19.86
2015,김천대학교,자연과학계열,2634,2601,79,33.34,32.92
2015,김천대학교,인문ㆍ사회계열,1092,1004,61,17.9,16.46
2015,나사렛대학교,예ㆍ체능계열,509,697,21,24.24,33.19
2015,나사렛대학교,자연과학계열,1383,1208,36,38.42,33.56
2015,나사렛대학교,인문ㆍ사회계열,3889,4234,116,33.53,36.5
2015,남부대학교,인문ㆍ사회계열,842,890,33,25.52,26.97
2015,남부대학교,공학계열,274,257,17,16.12,15.12
2015,남부대학교,예ㆍ체능계열,627,509,13,48.23,39.15
2015,남부대학교,자연과학계열,1893,2006,60,31.55,33.43
2015,남서울대학교,예ㆍ체능계열,1712,1210,55,31.13,22.0
2015,남서울대학교,공학계열,2588,1615,82,31.56,19.7
2015,남서울대학교,자연과학계열,771,742,25,30.84,29.68
2015,남서울대학교,인문ㆍ사회계열,5206,4346,186,27.99,23.37
2015,단국대학교,예ㆍ체능계열,2184,2133,70,31.2,30.47
2015,단국대학교,인문ㆍ사회계열,7987,9023,257,31.08,35.11
2015,단국대학교,자연과학계열,774,870,42,18.43,20.71
2015,단국대학교,공학계열,3677,4139,135,27.24,30.66
2015,단국대학교,의학계열,6,6,7,0.86,0.86
2015,단국대학교 _제2캠퍼스,공학계열,1458,2103,55,26.51,38.24
2015,단국대학교 _제2캠퍼스,인문ㆍ사회계열,3961,5006,153,25.89,32.72
2015,단국대학교 _제2캠퍼스,의학계열,654,681,206,3.17,3.31
2015,단국대학교 _제2캠퍼스,예ㆍ체능계열,1891,2023,68,27.81,29.75
2015,단국대학교 _제2캠퍼스,자연과학계열,4037,3878,191,21.14,20.3
2015,대구가톨릭대학교,예ㆍ체능계열,1859,1848,55,33.8,33.6
2015,대구가톨릭대학교,의학계열,257,238,139,1.85,1.71
2015,대구가톨릭대학교,자연과학계열,3852,4298,141,27.32,30.48
2015,대구가톨릭대학교,인문ㆍ사회계열,6923,7283,247,28.03,29.49
2015,대구가톨릭대학교,공학계열,2122,2440,69,30.75,35.36
2015,대구경북과학기술원,공학계열,360,274,24,15.0,11.42
2015,대구경북과학기술원,자연과학계열,715,554,39,18.33,14.21
2015,대구교육대학교,인문ㆍ사회계열,1789,1706,46,38.89,37.09
2015,대구교육대학교,예ㆍ체능계열,484,501,20,24.2,25.05
2015,대구교육대학교,자연과학계열,804,816,26,30.92,31.38
2015,대구대학교,인문ㆍ사회계열,10805,11576,359,30.1,32.25
2015,대구대학교,예ㆍ체능계열,1774,1826,50,35.48,36.52
2015,대구대학교,자연과학계열,4640,4713,121,38.35,38.95
2015,대구대학교,공학계열,3727,4163,115,32.41,36.2
2015,대구예술대학교,예ㆍ체능계열,1874,1476,49,38.24,30.12
2015,대구외국어대학교,인문ㆍ사회계열,520,345,16,32.5,21.56
2015,대구한의대학교,의학계열,546,536,14,39.0,38.29
2015,대구한의대학교,인문ㆍ사회계열,2161,2215,67,32.25,33.06
2015,대구한의대학교,공학계열,747,737,12,62.25,61.42
2015,대구한의대학교,예ㆍ체능계열,710,708,22,32.27,32.18
2015,대구한의대학교,자연과학계열,3128,3180,135,23.17,23.56
2015,대신대학교,예ㆍ체능계열,163,93,9,18.11,10.33
2015,대신대학교,인문ㆍ사회계열,674,511,21,32.1,24.33
2015,대전가톨릭대학교,인문ㆍ사회계열,295,149,11,26.82,13.55
2015,대전대학교,예ㆍ체능계열,879,732,20,43.95,36.6
2015,대전대학교,자연과학계열,2027,2111,65,31.18,32.48
2015,대전대학교,인문ㆍ사회계열,5631,5783,163,34.55,35.48
2015,대전대학교,의학계열,454,470,28,16.21,16.79
2015,대전대학교,공학계열,2266,2174,76,29.82,28.61
2015,대전신학대학교,인문ㆍ사회계열,414,335,10,41.4,33.5
2015,대진대학교,예ㆍ체능계열,1187,1099,34,34.91,32.32
2015,대진대학교,공학계열,2405,2353,68,35.37,34.6
2015,대진대학교,인문ㆍ사회계열,3992,4303,147,27.16,29.27
2015,대진대학교,자연과학계열,939,879,32,29.34,27.47
2015,덕성여자대학교,공학계열,360,399,10,36.0,39.9
2015,덕성여자대학교,예ㆍ체능계열,702,775,23,30.52,33.7
2015,덕성여자대학교,자연과학계열,1370,1428,42,32.62,34.0
2015,덕성여자대학교,인문ㆍ사회계열,3374,4072,124,27.21,32.84
2015,동국대학교,인문ㆍ사회계열,9555,11338,301,31.74,37.67
2015,동국대학교,의학계열,166,156,102,1.63,1.53
2015,동국대학교,예ㆍ체능계열,1502,1731,35,42.91,49.46
2015,동국대학교,공학계열,3831,4290,141,27.17,30.43
2015,동국대학교,자연과학계열,1673,1860,104,16.09,17.88
2015,동국대학교(WISE) _분교,의학계열,623,656,107,5.82,6.13
2015,동국대학교(WISE) _분교,예ㆍ체능계열,654,665,15,43.6,44.33
2015,동국대학교(WISE) _분교,자연과학계열,1631,1661,83,19.65,20.01
2015,동국대학교(WISE) _분교,인문ㆍ사회계열,4787,5231,161,29.73,32.49
2015,동국대학교(WISE) _분교,공학계열,1117,1114,27,41.37,41.26
2015,동덕여자대학교,자연과학계열,1434,1632,39,36.77,41.85
2015,동덕여자대학교,인문ㆍ사회계열,3017,3875,122,24.73,31.76
2015,동덕여자대학교,예ㆍ체능계열,3120,2990,80,39.0,37.38
2015,동명대학교,공학계열,3124,3932,141,22.16,27.89
2015,동명대학교,자연과학계열,814,692,19,42.84,36.42
2015,동명대학교,인문ㆍ사회계열,3442,3722,107,32.17,34.79
2015,동명대학교,예ㆍ체능계열,951,1024,29,32.79,35.31
2015,동서대학교,인문ㆍ사회계열,4977,5579,142,35.05,39.29
2015,동서대학교,예ㆍ체능계열,1796,2033,71,25.3,28.63
2015,동서대학교,자연과학계열,930,955,34,27.35,28.09
2015,동서대학교,공학계열,3227,3245,115,28.06,28.22
2015,동신대학교,의학계열,226,294,23,9.83,12.78
2015,동신대학교,공학계열,1454,1387,56,25.96,24.77
2015,동신대학교,인문ㆍ사회계열,2792,2999,101,27.64,29.69
2015,동신대학교,자연과학계열,2528,2778,81,31.21,34.3
2015,동신대학교,예ㆍ체능계열,609,584,19,32.05,30.74
2015,동아대학교,예ㆍ체능계열,2483,2293,70,35.47,32.76
2015,동아대학교,의학계열,415,409,147,2.82,2.78
2015,동아대학교,공학계열,5542,6480,173,32.03,37.46
2015,동아대학교,자연과학계열,3152,3139,133,23.7,23.6
2015,동아대학교,인문ㆍ사회계열,10340,11422,336,30.77,33.99
2015,동양대학교,인문ㆍ사회계열,2158,2232,74,29.16,30.16
2015,동양대학교,예ㆍ체능계열,413,376,17,24.29,22.12
2015,동양대학교,공학계열,2074,1893,62,33.45,30.53
2015,동양대학교,자연과학계열,273,290,8,34.13,36.25
2015,동의대학교,의학계열,278,288,34,8.18,8.47
2015,동의대학교,인문ㆍ사회계열,7104,7521,249,28.53,30.2
2015,동의대학교,공학계열,5047,5056,175,28.84,28.89
2015,동의대학교,예ㆍ체능계열,1782,1562,60,29.7,26.03
2015,동의대학교,자연과학계열,2785,2738,98,28.42,27.94
2015,루터대학교,인문ㆍ사회계열,519,487,17,30.53,28.65
2015,명지대학교,자연과학계열,1039,1059,54,19.24,19.61
2015,명지대학교,예ㆍ체능계열,1697,1692,56,30.3,30.21
2015,명지대학교,공학계열,4663,5159,180,25.91,28.66
2015,명지대학교,인문ㆍ사회계열,707,685,42,16.83,16.31
2015,명지대학교 _제2캠퍼스,인문ㆍ사회계열,6134,8131,233,26.33,34.9
2015,명지대학교 _제2캠퍼스,예ㆍ체능계열,1107,874,15,73.8,58.27
2015,명지대학교 _제2캠퍼스,자연과학계열,87,56,1,87.0,56.0
2015,목원대학교,공학계열,1486,1446,52,28.58,27.81
2015,목원대학교,자연과학계열,1116,1102,33,33.82,33.39
2015,목원대학교,인문ㆍ사회계열,4394,4816,147,29.89,32.76
2015,목원대학교,예ㆍ체능계열,2470,2515,82,30.12,30.67
2015,목포가톨릭대학교,자연과학계열,360,400,12,30.0,33.33
2015,목포가톨릭대학교,인문ㆍ사회계열,160,147,6,26.67,24.5
2015,배재대학교,예ㆍ체능계열,1071,998,23,46.57,43.39
2015,배재대학교,자연과학계열,1849,1948,59,31.34,33.02
2015,배재대학교,인문ㆍ사회계열,5299,5748,191,27.74,30.09
2015,배재대학교,공학계열,1810,1855,54,33.52,34.35
2015,백석대학교,인문ㆍ사회계열,10500,11022,312,33.65,35.33
2015,백석대학교,예ㆍ체능계열,2870,2839,107,26.82,26.53
2015,백석대학교,자연과학계열,2346,2526,82,28.61,30.8
2015,부산가톨릭대학교,공학계열,400,395,17,23.53,23.24
2015,부산가톨릭대학교,자연과학계열,2483,2830,78,31.83,36.28
2015,부산가톨릭대학교,인문ㆍ사회계열,1138,1076,46,24.74,23.39
2015,부산교육대학교,인문ㆍ사회계열,1537,1527,41,37.49,37.24
2015,부산교육대학교,자연과학계열,840,843,23,36.52,36.65
2015,부산교육대학교,예ㆍ체능계열,549,579,18,30.5,32.17
2015,부산대학교,인문ㆍ사회계열,10860,12372,360,30.17,34.37
2015,부산대학교,자연과학계열,5775,6145,227,25.44,27.07
2015,부산대학교,공학계열,9678,10795,315,30.72,34.27
2015,부산대학교,의학계열,2930,2785,363,8.07,7.67
2015,부산대학교,예ㆍ체능계열,1895,2113,61,31.07,34.64
2015,부산외국어대학교,예ㆍ체능계열,347,295,3,115.67,98.33
2015,부산외국어대학교,인문ㆍ사회계열,8038,8917,273,29.44,32.66
2015,부산외국어대학교,공학계열,641,549,17,37.71,32.29
2015,부산장신대학교,인문ㆍ사회계열,698,622,24,29.08,25.92
2015,삼육대학교,공학계열,676,717,20,33.8,35.85
2015,삼육대학교,인문ㆍ사회계열,2072,2368,93,22.28,25.46
2015,삼육대학교,예ㆍ체능계열,787,861,22,35.77,39.14
2015,삼육대학교,자연과학계열,2299,2308,56,41.05,41.21
2015,상명대학교,인문ㆍ사회계열,3505,4509,138,25.4,32.67
2015,상명대학교,자연과학계열,1742,2044,68,25.62,30.06
2015,상명대학교,공학계열,322,363,13,24.77,27.92
2015,상명대학교,예ㆍ체능계열,1619,1587,42,38.55,37.79
2015,상명대학교(천안) _분교,예ㆍ체능계열,2673,2984,88,30.38,33.91
2015,상명대학교(천안) _분교,공학계열,1212,1230,43,28.19,28.6
2015,상명대학교(천안) _분교,자연과학계열,602,616,23,26.17,26.78
2015,상명대학교(천안) _분교,인문ㆍ사회계열,1479,1608,66,22.41,24.36
2015,상지대학교,인문ㆍ사회계열,4384,4149,118,37.15,35.16
2015,상지대학교,예ㆍ체능계열,919,862,26,35.35,33.15
2015,상지대학교,자연과학계열,2067,2007,75,27.56,26.76
2015,상지대학교,의학계열,274,267,8,34.25,33.38
2015,상지대학교,공학계열,1176,1017,35,33.6,29.06
2015,서강대학교,공학계열,2963,2860,97,30.55,29.48
2015,서강대학교,인문ㆍ사회계열,8975,9118,276,32.52,33.04
2015,서강대학교,자연과학계열,1241,1197,66,18.8,18.14
2015,서경대학교,공학계열,1661,1854,44,37.75,42.14
2015,서경대학교,인문ㆍ사회계열,2339,2824,118,19.82,23.93
2015,서경대학교,예ㆍ체능계열,1962,1877,37,53.03,50.73
2015,서경대학교,자연과학계열,320,358,12,26.67,29.83
2015,서남대학교,예ㆍ체능계열,583,120,4,145.75,30.0
2015,서남대학교,인문ㆍ사회계열,1084,115,16,67.75,7.19
2015,서남대학교,자연과학계열,1572,630,28,56.14,22.5
2015,서남대학교,의학계열,244,198,103,2.37,1.92
2015,서남대학교 _제2캠퍼스,인문ㆍ사회계열,2187,278,43,50.86,6.47
2015,서남대학교 _제2캠퍼스,자연과학계열,715,247,26,27.5,9.5
2015,서남대학교 _제2캠퍼스,예ㆍ체능계열,230,88,5,46.0,17.6
2015,서남대학교 _제2캠퍼스,공학계열,510,119,27,18.89,4.41
2015,서울과학기술대학교,공학계열,7791,5659,236,33.01,23.98
2015,서울과학기술대학교,자연과학계열,738,624,24,30.75,26.0
2015,서울과학기술대학교,인문ㆍ사회계열,1590,1203,58,27.41,20.74
2015,서울과학기술대학교,예ㆍ체능계열,1367,1151,41,33.34,28.07
2015,서울교육대학교,인문ㆍ사회계열,2829,2885,95,29.78,30.37
2015,서울기독대학교,예ㆍ체능계열,213,192,9,23.67,21.33
2015,서울기독대학교,인문ㆍ사회계열,881,776,24,36.71,32.33
2015,서울대학교,예ㆍ체능계열,1554,1959,91,17.08,21.53
2015,서울대학교,의학계열,3334,3541,665,5.01,5.32
2015,서울대학교,자연과학계열,8312,8504,519,16.02,16.39
2015,서울대학교,인문ㆍ사회계열,10308,13054,617,16.71,21.16
2015,서울대학교,공학계열,7425,8026,339,21.9,23.68
2015,서울시립대학교,공학계열,4129,4700,147,28.09,31.97
2015,서울시립대학교,자연과학계열,1048,1177,46,22.78,25.59
2015,서울시립대학교,인문ㆍ사회계열,5130,6446,181,28.34,35.61
2015,서울시립대학교,예ㆍ체능계열,709,731,29,24.45,25.21
2015,서울신학대학교,예ㆍ체능계열,399,422,14,28.5,30.14
2015,서울신학대학교,인문ㆍ사회계열,3158,3265,84,37.6,38.87
2015,서울여자대학교,인문ㆍ사회계열,4580,5122,153,29.93,33.48
2015,서울여자대학교,예ㆍ체능계열,818,834,22,37.18,37.91
2015,서울여자대학교,자연과학계열,2395,2520,71,33.73,35.49
2015,서울장신대학교,인문ㆍ사회계열,850,878,29,29.31,30.28
2015,서울장신대학교,예ㆍ체능계열,145,143,8,18.13,17.88
2015,서울한영대학교,인문ㆍ사회계열,1055,1115,40,26.38,27.88
2015,서울한영대학교,예ㆍ체능계열,69,62,3,23.0,20.67
2015,서원대학교,예ㆍ체능계열,934,988,36,25.94,27.44
2015,서원대학교,공학계열,1291,1206,33,39.12,36.55
2015,서원대학교,자연과학계열,1183,1158,32,36.97,36.19
2015,서원대학교,인문ㆍ사회계열,3887,4175,147,26.44,28.4
2015,선문대학교,자연과학계열,1416,1476,31,45.68,47.61
2015,선문대학교,공학계열,2983,3066,128,23.3,23.95
2015,선문대학교,예ㆍ체능계열,664,613,14,47.43,43.79
2015,선문대학교,인문ㆍ사회계열,5061,5623,178,28.43,31.59
2015,성결대학교,예ㆍ체능계열,774,852,20,38.7,42.6
2015,성결대학교,공학계열,1240,1236,33,37.58,37.45
2015,성결대학교,인문ㆍ사회계열,4039,4443,148,27.29,30.02
2015,성공회대학교,공학계열,592,586,15,39.47,39.07
2015,성공회대학교,인문ㆍ사회계열,2284,2239,68,33.59,32.93
2015,성균관대학교,예ㆍ체능계열,1814,2022,40,45.35,50.55
2015,성균관대학교,인문ㆍ사회계열,13022,15989,419,31.08,38.16
2015,성균관대학교,자연과학계열,2885,2878,190,15.18,15.15
2015,성균관대학교,공학계열,6992,8723,296,23.62,29.47
2015,성균관대학교,의학계열,742,672,478,1.55,1.41
2015,성신여자대학교,자연과학계열,2109,2309,66,31.95,34.98
2015,성신여자대학교,인문ㆍ사회계열,5773,6207,192,30.07,32.33
2015,성신여자대학교,예ㆍ체능계열,2761,2673,87,31.74,30.72
2015,세명대학교,의학계열,188,207,17,11.06,12.18
2015,세명대학교,자연과학계열,2200,2228,64,34.38,34.81
2015,세명대학교,공학계열,1212,1177,34,35.65,34.62
2015,세명대학교,예ㆍ체능계열,979,972,27,36.26,36.0
2015,세명대학교,인문ㆍ사회계열,4092,4271,144,28.42,29.66
2015,세종대학교,인문ㆍ사회계열,4735,5284,159,29.78,33.23
2015,세종대학교,공학계열,5181,5975,203,25.52,29.43
2015,세종대학교,자연과학계열,891,820,43,20.72,19.07
2015,세종대학교,예ㆍ체능계열,2218,2167,37,59.95,58.57
2015,세한대학교,인문ㆍ사회계열,1285,1376,33,38.94,41.7
2015,세한대학교,공학계열,200,162,6,33.33,27.0
2015,세한대학교,자연과학계열,882,873,28,31.5,31.18
2015,세한대학교,예ㆍ체능계열,1473,1202,23,64.04,52.26
2015,세한대학교 _제2캠퍼스,인문ㆍ사회계열,310,320,27,11.48,11.85
2015,세한대학교 _제2캠퍼스,공학계열,30,29,3,10.0,9.67
2015,세한대학교 _제2캠퍼스,예ㆍ체능계열,360,461,26,13.85,17.73
2015,송원대학교,인문ㆍ사회계열,1250,960,43,29.07,22.33
2015,송원대학교,자연과학계열,790,709,28,28.21,25.32
2015,송원대학교,공학계열,710,381,31,22.9,12.29
2015,송원대학교,예ㆍ체능계열,450,315,15,30.0,21.0
2015,수원가톨릭대학교,인문ㆍ사회계열,472,234,12,39.33,19.5
2015,수원대학교,자연과학계열,1658,1629,44,37.68,37.02
2015,수원대학교,인문ㆍ사회계열,4474,4229,196,22.83,21.58
2015,수원대학교,예ㆍ체능계열,2811,2502,55,51.11,45.49
2015,수원대학교,공학계열,3450,3493,85,40.59,41.09
2015,숙명여자대학교,인문ㆍ사회계열,8184,8638,291,28.12,29.68
2015,숙명여자대학교,자연과학계열,2646,2599,98,27.0,26.52
2015,숙명여자대학교,예ㆍ체능계열,2474,2275,60,41.23,37.92
2015,순복음총회신학교,인문ㆍ사회계열,358,278,14,25.57,19.86
2015,순복음총회신학교,예ㆍ체능계열,37,22,2,18.5,11.0
2015,순천향대학교,인문ㆍ사회계열,4885,5308,156,31.31,34.03
2015,순천향대학교,예ㆍ체능계열,1023,970,24,42.63,40.42
2015,순천향대학교,의학계열,643,620,464,1.39,1.34
2015,순천향대학교,공학계열,2833,2903,88,32.19,32.99
2015,순천향대학교,자연과학계열,2669,2592,110,24.26,23.56
2015,숭실대학교,자연과학계열,1048,1063,47,22.3,22.62
2015,숭실대학교,인문ㆍ사회계열,6977,8524,255,27.36,33.43
2015,숭실대학교,예ㆍ체능계열,227,236,7,32.43,33.71
2015,숭실대학교,공학계열,5992,6667,179,33.47,37.25
2015,신경주대학교,자연과학계열,894,475,21,42.57,22.62
2015,신경주대학교,인문ㆍ사회계열,3343,1955,108,30.95,18.1
2015,신경주대학교,공학계열,84,70,7,12.0,10.0
2015,신경주대학교,예ㆍ체능계열,580,235,17,34.12,13.82
2015,신라대학교,공학계열,1549,1490,49,31.61,30.41
2015,신라대학교,인문ㆍ사회계열,5655,6220,202,28.0,30.79
2015,신라대학교,예ㆍ체능계열,1140,1124,32,35.63,35.13
2015,신라대학교,자연과학계열,2007,2194,70,28.67,31.34
2015,신한대학교,인문ㆍ사회계열,224,246,7,32.0,35.14
2015,신한대학교,공학계열,346,407,26,13.31,15.65
2015,신한대학교,자연과학계열,231,250,13,17.77,19.23
2015,신한대학교 _제2캠퍼스,인문ㆍ사회계열,970,1195,78,12.44,15.32
2015,신한대학교 _제2캠퍼스,예ㆍ체능계열,350,393,21,16.67,18.71
2015,신한대학교 _제2캠퍼스,공학계열,140,148,8,17.5,18.5
2015,신한대학교 _제2캠퍼스,자연과학계열,780,1007,59,13.22,17.07
2015,아신대학교,인문ㆍ사회계열,2039,1753,63,32.37,27.83
2015,아주대학교,자연과학계열,1810,1859,130,13.92,14.3
2015,아주대학교,의학계열,442,475,181,2.44,2.62
2015,아주대학교,공학계열,6750,7686,190,35.53,40.45
2015,아주대학교,인문ㆍ사회계열,5289,6504,171,30.93,38.04
2015,안양대학교,자연과학계열,380,381,8,47.5,47.63
2015,안양대학교,공학계열,1436,1562,51,28.16,30.63
2015,안양대학교,인문ㆍ사회계열,3296,3122,109,30.24,28.64
2015,안양대학교,예ㆍ체능계열,553,561,19,29.11,29.53
2015,안양대학교 _제2캠퍼스,공학계열,280,239,10,28.0,23.9
2015,안양대학교 _제2캠퍼스,인문ㆍ사회계열,280,270,8,35.0,33.75
2015,연세대학교,예ㆍ체능계열,1051,1391,42,25.02,33.12
2015,연세대학교,의학계열,1991,2393,507,3.93,4.72
2015,연세대학교,공학계열,6915,8161,256,27.01,31.88
2015,연세대학교,자연과학계열,5334,6048,323,16.51,18.72
2015,연세대학교,인문ㆍ사회계열,15247,18678,509,29.95,36.7
2015,연세대학교(미래) _분교,의학계열,372,444,119,3.13,3.73
2015,연세대학교(미래) _분교,인문ㆍ사회계열,2761,3365,97,28.46,34.69
2015,연세대학교(미래) _분교,자연과학계열,2666,3228,111,24.02,29.08
2015,연세대학교(미래) _분교,공학계열,948,1137,42,22.57,27.07
2015,영남대학교,의학계열,611,586,131,4.66,4.47
2015,영남대학교,예ㆍ체능계열,2495,2363,55,45.36,42.96
2015,영남대학교,공학계열,6238,7526,213,29.29,35.33
2015,영남대학교,자연과학계열,4690,4437,216,21.71,20.54
2015,영남대학교,인문ㆍ사회계열,10853,12539,349,31.1,35.93
2015,영남신학대학교,인문ㆍ사회계열,1037,880,28,37.04,31.43
2015,영산대학교,공학계열,926,839,25,37.04,33.56
2015,영산대학교,자연과학계열,627,727,16,39.19,45.44
2015,영산대학교,예ㆍ체능계열,360,203,4,90.0,50.75
2015,영산대학교,인문ㆍ사회계열,1485,1568,76,19.54,20.63
2015,영산대학교 _제2캠퍼스,예ㆍ체능계열,957,1335,40,23.93,33.38
2015,영산대학교 _제2캠퍼스,인문ㆍ사회계열,1919,2378,63,30.46,37.75
2015,영산대학교 _제2캠퍼스,자연과학계열,567,681,15,37.8,45.4
2015,영산선학대학교,인문ㆍ사회계열,200,42,14,14.29,3.0
2015,예수대학교,자연과학계열,472,516,20,23.6,25.8
2015,예수대학교,인문ㆍ사회계열,76,71,4,19.0,17.75
2015,예원예술대학교,예ㆍ체능계열,613,510,39,15.72,13.08
2015,예원예술대학교,인문ㆍ사회계열,257,166,15,17.13,11.07
2015,예원예술대학교 _제2캠퍼스,예ㆍ체능계열,456,522,18,25.33,29.0
2015,용인대학교,인문ㆍ사회계열,2280,2322,102,22.35,22.76
2015,용인대학교,예ㆍ체능계열,3659,3789,95,38.52,39.88
2015,용인대학교,자연과학계열,1206,1226,33,36.55,37.15
2015,우석대학교,인문ㆍ사회계열,3386,3630,113,29.96,32.12
2015,우석대학교,예ㆍ체능계열,1528,1340,38,40.21,35.26
2015,우석대학교,자연과학계열,2412,2484,80,30.15,31.05
2015,우석대학교,공학계열,1194,1231,38,31.42,32.39
2015,우석대학교,의학계열,147,179,13,11.31,13.77
2015,우송대학교,인문ㆍ사회계열,4052,4994,193,20.99,25.88
2015,우송대학교,예ㆍ체능계열,988,1079,16,61.75,67.44
2015,우송대학교,공학계열,2233,2305,45,49.62,51.22
