기준연도,학교명,계열,학생정원,재학생,전임교원,전임교원1인당학생정원,전임교원1인당재학생
2024,송원대학교,예ㆍ체능계열,439,405,13,33.77,31.15
2024,수원가톨릭대학교,인문ㆍ사회계열,472,177,8,52.44,22.13
2024,수원대학교,인문ㆍ사회계열,3221,2726,149,21.62,18.3
2024,수원대학교,자연과학계열,1155,1111,31,37.26,35.84
2024,수원대학교,공학계열,3435,3255,94,36.54,34.63
2024,수원대학교,예ㆍ체능계열,2614,2111,40,65.35,52.78
2024,숙명여자대학교,인문ㆍ사회계열,6578,7041,233,28.23,30.22
2024,숙명여자대학교,자연과학계열,1880,1941,75,25.07,25.88
2024,숙명여자대학교,공학계열,1914,1992,63,30.38,31.62
2024,숙명여자대학교,예ㆍ체능계열,2192,2142,43,50.98,49.81
2024,순복음총회신학교,인문ㆍ사회계열,219,102,8,27.38,12.75
2024,순복음총회신학교,예ㆍ체능계열,30,17,1,30.0,17.0
2024,순천향대학교,인문ㆍ사회계열,4182,4795,133,31.44,36.05
2024,순천향대학교,자연과학계열,2185,2320,113,19.34,20.53
2024,순천향대학교,공학계열,3834,4014,139,27.58,28.88
2024,순천향대학교,예ㆍ체능계열,646,703,18,35.89,39.06
2024,순천향대학교,의학계열,550,540,555,0.99,0.97
2024,숭실대학교,인문ㆍ사회계열,6767,9863,247,27.4,39.93
2024,숭실대학교,자연과학계열,975,1045,47,20.74,22.23
2024,숭실대학교,공학계열,6138,7066,190,32.31,37.19
2024,숭실대학교,예ㆍ체능계열,348,396,8,43.5,49.5
2024,신경주대학교,인문ㆍ사회계열,1225,318,19,64.47,16.74
2024,신경주대학교,자연과학계열,800,272,18,44.44,15.11
2024,신경주대학교,공학계열,435,90,4,108.75,22.5
2024,신경주대학교,예ㆍ체능계열,1003,264,12,83.58,22.0
2024,신라대학교,인문ㆍ사회계열,4078,4167,145,28.12,28.74
2024,신라대학교,자연과학계열,1765,1642,48,36.77,34.21
2024,신라대학교,공학계열,1857,1363,55,33.76,24.78
2024,신라대학교,예ㆍ체능계열,618,700,26,23.77,26.92
2024,신한대학교,인문ㆍ사회계열,285,728,35,8.14,20.8
2024,신한대학교,자연과학계열,475,654,14,33.93,46.71
2024,신한대학교,공학계열,505,501,25,20.2,20.04
2024,신한대학교 _제2캠퍼스,인문ㆍ사회계열,1755,2066,51,34.41,40.51
2024,신한대학교 _제2캠퍼스,자연과학계열,1371,1542,38,36.08,40.58
2024,신한대학교 _제2캠퍼스,공학계열,530,581,21,25.24,27.67
2024,신한대학교 _제2캠퍼스,예ㆍ체능계열,1118,1058,44,25.41,24.05
2024,아신대학교,인문ㆍ사회계열,1661,1026,41,40.51,25.02
2024,아주대학교,인문ㆍ사회계열,5198,5973,165,31.5,36.2
2024,아주대학교,자연과학계열,1840,1909,169,10.89,11.3
2024,아주대학교,공학계열,6350,7580,195,32.56,38.87
2024,아주대학교,의학계열,389,170,213,1.83,0.8
2024,안양대학교,인문ㆍ사회계열,2573,2466,87,29.57,28.34
2024,안양대학교,자연과학계열,527,368,7,75.29,52.57
2024,안양대학교,공학계열,1670,1863,43,38.84,43.33
2024,안양대학교,예ㆍ체능계열,371,310,13,28.54,23.85
2024,안양대학교 _제2캠퍼스,인문ㆍ사회계열,89,37,7,12.71,5.29
2024,안양대학교 _제2캠퍼스,공학계열,256,156,10,25.6,15.6
2024,안양대학교 _제2캠퍼스,예ㆍ체능계열,264,138,8,33.0,17.25
2024,연세대학교,인문ㆍ사회계열,14110,18920,534,26.42,35.43
2024,연세대학교,자연과학계열,4435,5193,332,13.36,15.64
2024,연세대학교,공학계열,7788,9567,284,27.42,33.69
2024,연세대학교,예ㆍ체능계열,1125,1348,41,27.44,32.88
2024,연세대학교,의학계열,1962,1673,595,3.3,2.81
2024,연세대학교(미래) _분교,인문ㆍ사회계열,3240,3778,89,36.4,42.45
2024,연세대학교(미래) _분교,자연과학계열,2160,2871,127,17.01,22.61
2024,연세대학교(미래) _분교,공학계열,985,1269,53,18.58,23.94
2024,연세대학교(미래) _분교,의학계열,469,183,133,3.53,1.38
2024,영남대학교,인문ㆍ사회계열,9270,9842,242,38.31,40.67
2024,영남대학교,자연과학계열,3792,3636,176,21.55,20.66
2024,영남대학교,공학계열,7396,7644,281,26.32,27.2
2024,영남대학교,예ㆍ체능계열,2335,2261,51,45.78,44.33
2024,영남대학교,의학계열,557,84,159,3.5,0.53
2024,영남신학대학교,인문ㆍ사회계열,928,763,27,34.37,28.26
2024,영산대학교(양산) _제2캠퍼스,인문ㆍ사회계열,896,1024,45,19.91,22.76
2024,영산대학교(양산) _제2캠퍼스,자연과학계열,712,778,21,33.9,37.05
2024,영산대학교(양산) _제2캠퍼스,공학계열,499,396,20,24.95,19.8
2024,영산대학교(양산) _제2캠퍼스,예ㆍ체능계열,290,255,4,72.5,63.75
2024,영산대학교(해운대),인문ㆍ사회계열,1265,1542,50,25.3,30.84
2024,영산대학교(해운대),자연과학계열,658,667,14,47.0,47.64
2024,영산대학교(해운대),예ㆍ체능계열,1593,1409,48,33.19,29.35
2024,영산선학대학교,인문ㆍ사회계열,200,18,10,20.0,1.8
2024,예수대학교,인문ㆍ사회계열,14,14,3,4.67,4.67
2024,예수대학교,자연과학계열,485,465,17,28.53,27.35
2024,예원예술대학교,인문ㆍ사회계열,45,38,13,3.46,2.92
2024,예원예술대학교,예ㆍ체능계열,716,924,30,23.87,30.8
2024,예원예술대학교 _제2캠퍼스,인문ㆍ사회계열,52,385,1,52.0,385.0
2024,예원예술대학교 _제2캠퍼스,예ㆍ체능계열,453,422,15,30.2,28.13
2024,용인대학교,인문ㆍ사회계열,1672,1515,85,19.67,17.82
2024,용인대학교,자연과학계열,1097,1030,25,43.88,41.2
2024,용인대학교,예ㆍ체능계열,3481,3522,85,40.95,41.44
2024,우석대학교,인문ㆍ사회계열,2982,3136,104,28.67,30.15
2024,우석대학교,자연과학계열,2197,2299,85,25.85,27.05
2024,우석대학교,공학계열,1011,908,39,25.92,23.28
2024,우석대학교,예ㆍ체능계열,1091,1117,21,51.95,53.19
2024,우석대학교,의학계열,145,162,15,9.67,10.8
2024,우송대학교,인문ㆍ사회계열,3437,5296,191,17.99,27.73
2024,우송대학교,자연과학계열,1532,1615,30,51.07,53.83
2024,우송대학교,공학계열,2565,2837,68,37.72,41.72
2024,우송대학교,예ㆍ체능계열,814,1104,11,74.0,100.36
2024,울산과학기술원,인문ㆍ사회계열,180,201,28,6.43,7.18
2024,울산과학기술원,자연과학계열,1069,797,75,14.25,10.63
2024,울산과학기술원,공학계열,5237,4297,217,24.13,19.8
2024,울산대학교,인문ㆍ사회계열,4456,3917,100,44.56,39.17
2024,울산대학교,자연과학계열,2667,2481,177,15.07,14.02
2024,울산대학교,공학계열,4619,4924,137,33.72,35.94
2024,울산대학교,예ㆍ체능계열,1312,1129,33,39.76,34.21
2024,울산대학교,의학계열,727,479,649,1.12,0.74
2024,원광대학교,인문ㆍ사회계열,5147,4676,177,29.08,26.42
2024,원광대학교,자연과학계열,4151,3787,181,22.93,20.92
2024,원광대학교,공학계열,3639,3150,93,39.13,33.87
2024,원광대학교,예ㆍ체능계열,1297,1201,31,41.84,38.74
2024,원광대학교,의학계열,1400,1297,179,7.82,7.25
2024,위덕대학교,인문ㆍ사회계열,1582,1332,42,37.67,31.71
2024,위덕대학교,자연과학계열,951,830,29,32.79,28.62
2024,위덕대학교,공학계열,223,135,14,15.93,9.64
2024,위덕대학교,예ㆍ체능계열,319,261,8,39.88,32.63
2024,유원대학교,인문ㆍ사회계열,1556,1708,57,27.3,29.96
2024,유원대학교,자연과학계열,1179,1176,35,33.69,33.6
2024,유원대학교,공학계열,550,419,17,32.35,24.65
2024,유원대학교,예ㆍ체능계열,305,284,7,43.57,40.57
2024,을지대학교,자연과학계열,80,99,22,3.64,4.5
2024,을지대학교,의학계열,160,204,279,0.57,0.73
2024,을지대학교 _제2캠퍼스,인문ㆍ사회계열,503,529,31,16.23,17.06
2024,을지대학교 _제2캠퍼스,자연과학계열,2430,2653,64,37.97,41.45
2024,을지대학교 _제2캠퍼스,공학계열,240,292,12,20.0,24.33
2024,을지대학교 _제2캠퍼스,예ㆍ체능계열,100,149,7,14.29,21.29
2024,을지대학교 _제3캠퍼스,자연과학계열,791,872,18,43.94,48.44
2024,이화여자대학교,인문ㆍ사회계열,10843,12551,405,26.77,30.99
2024,이화여자대학교,자연과학계열,4859,4607,211,23.03,21.83
2024,이화여자대학교,공학계열,2551,3287,101,25.26,32.54
2024,이화여자대학교,예ㆍ체능계열,3477,3844,76,45.75,50.58
2024,이화여자대학교,의학계열,532,367,176,3.02,2.09
2024,인제대학교,인문ㆍ사회계열,2560,2416,89,28.76,27.15
2024,인제대학교,자연과학계열,2583,2608,102,25.32,25.57
2024,인제대학교,공학계열,3313,2710,96,34.51,28.23
2024,인제대학교,예ㆍ체능계열,452,399,14,32.29,28.5
2024,인제대학교,의학계열,576,130,583,0.99,0.22
2024,인천가톨릭대학교,인문ㆍ사회계열,113,63,19,5.95,3.32
2024,인천가톨릭대학교 _제2캠퍼스,자연과학계열,236,203,7,33.71,29.0
2024,인천가톨릭대학교 _제2캠퍼스,예ㆍ체능계열,613,505,21,29.19,24.05
2024,인천대학교,인문ㆍ사회계열,5119,5695,214,23.92,26.61
2024,인천대학교,자연과학계열,1252,1313,62,20.19,21.18
2024,인천대학교,공학계열,4679,5225,178,26.29,29.35
2024,인천대학교,예ㆍ체능계열,1040,1090,38,27.37,28.68
2024,인하대학교,인문ㆍ사회계열,7554,9045,275,27.47,32.89
2024,인하대학교,자연과학계열,2050,2157,151,13.58,14.28
2024,인하대학교,공학계열,8398,10243,279,30.1,36.71
2024,인하대학교,예ㆍ체능계열,801,838,24,33.38,34.92
2024,인하대학교,의학계열,225,249,159,1.42,1.57
2024,장로회신학대학교,인문ㆍ사회계열,2581,2548,70,36.87,36.4
2024,장로회신학대학교,예ㆍ체능계열,294,243,9,32.67,27.0
2024,전남대학교,인문ㆍ사회계열,7456,7678,296,25.19,25.94
2024,전남대학교,자연과학계열,6267,6563,269,23.3,24.4
2024,전남대학교,공학계열,5442,5698,192,28.34,29.68
2024,전남대학교,예ㆍ체능계열,1165,1267,43,27.09,29.47
2024,전남대학교,의학계열,1825,1371,347,5.26,3.95
2024,전남대학교 _제2캠퍼스,인문ㆍ사회계열,841,868,28,30.04,31.0
2024,전남대학교 _제2캠퍼스,자연과학계열,1067,828,43,24.81,19.26
2024,전남대학교 _제2캠퍼스,공학계열,1615,1211,65,24.85,18.63
2024,전북대학교,인문ㆍ사회계열,6631,7460,285,23.27,26.18
2024,전북대학교,자연과학계열,5979,6147,260,23.0,23.64
2024,전북대학교,공학계열,6529,7108,238,27.43,29.87
2024,전북대학교,예ㆍ체능계열,977,1111,27,36.19,41.15
2024,전북대학교,의학계열,1350,819,251,5.38,3.26
2024,전주교육대학교,인문ㆍ사회계열,1542,530,26,59.31,20.38
2024,전주교육대학교,자연과학계열,130,388,18,7.22,21.56
2024,전주교육대학교,예ㆍ체능계열,172,302,12,14.33,25.17
2024,전주대학교,인문ㆍ사회계열,5229,5153,161,32.48,32.01
2024,전주대학교,자연과학계열,2298,2361,68,33.79,34.72
2024,전주대학교,공학계열,2401,2295,65,36.94,35.31
2024,전주대학교,예ㆍ체능계열,1467,1351,40,36.68,33.78
2024,제주국제대학교,인문ㆍ사회계열,981,418,25,39.24,16.72
2024,제주국제대학교,공학계열,527,77,16,32.94,4.81
2024,제주국제대학교,예ㆍ체능계열,455,115,5,91.0,23.0
2024,제주대학교,인문ㆍ사회계열,4848,5269,217,22.34,24.28
2024,제주대학교,자연과학계열,3344,3444,149,22.44,23.11
2024,제주대학교,공학계열,1860,2003,81,22.96,24.73
2024,제주대학교,예ㆍ체능계열,732,723,26,28.15,27.81
2024,제주대학교,의학계열,407,421,174,2.34,2.42
2024,조선대학교,인문ㆍ사회계열,7700,7079,255,30.2,27.76
2024,조선대학교,자연과학계열,3285,3249,149,22.05,21.81
2024,조선대학교,공학계열,6176,6333,151,40.9,41.94
2024,조선대학교,예ㆍ체능계열,2331,2300,54,43.17,42.59
2024,조선대학교,의학계열,1019,940,154,6.62,6.1
2024,중부대학교,인문ㆍ사회계열,3815,4643,144,26.49,32.24
2024,중부대학교,자연과학계열,1001,1100,23,43.52,47.83
2024,중부대학교,공학계열,1299,1374,43,30.21,31.95
2024,중부대학교,예ㆍ체능계열,1957,1819,43,45.51,42.3
2024,중앙대학교,인문ㆍ사회계열,10480,14830,381,27.51,38.92
2024,중앙대학교,자연과학계열,3261,3363,190,17.16,17.7
2024,중앙대학교,공학계열,5059,5922,193,26.21,30.68
2024,중앙대학교,예ㆍ체능계열,1348,1622,32,42.13,50.69
2024,중앙대학교,의학계열,501,166,220,2.28,0.75
2024,중앙대학교 _제2캠퍼스,인문ㆍ사회계열,345,114,16,21.56,7.13
2024,중앙대학교 _제2캠퍼스,자연과학계열,1772,1610,46,38.52,35.0
2024,중앙대학교 _제2캠퍼스,공학계열,582,573,9,64.67,63.67
2024,중앙대학교 _제2캠퍼스,예ㆍ체능계열,2916,3436,77,37.87,44.62
2024,중앙승가대학교,인문ㆍ사회계열,615,161,16,38.44,10.06
2024,중원대학교,인문ㆍ사회계열,908,908,49,18.53,18.53
2024,중원대학교,자연과학계열,1082,1158,39,27.74,29.69
2024,중원대학교,공학계열,861,826,23,37.43,35.91
2024,중원대학교,예ㆍ체능계열,688,668,18,38.22,37.11
2024,진주교육대학교,인문ㆍ사회계열,1691,649,35,48.31,18.54
2024,진주교육대학교,자연과학계열,285,504,21,13.57,24.0
2024,진주교육대학교,예ㆍ체능계열,161,350,13,12.38,26.92
2024,차의과학대학교,인문ㆍ사회계열,1362,1085,42,32.43,25.83
2024,차의과학대학교,자연과학계열,1875,2116,94,19.95,22.51
2024,차의과학대학교,의학계열,551,367,359,1.53,1.02
2024,창신대학교,인문ㆍ사회계열,737,768,30,24.57,25.6
2024,창신대학교,자연과학계열,598,709,27,22.15,26.26
2024,창신대학교,공학계열,249,244,10,24.9,24.4
2024,창신대학교,예ㆍ체능계열,295,326,7,42.14,46.57
2024,청운대학교,인문ㆍ사회계열,2206,3152,76,29.03,41.47
2024,청운대학교,자연과학계열,447,426,13,34.38,32.77
2024,청운대학교,공학계열,1090,1751,43,25.35,40.72
2024,청운대학교,예ㆍ체능계열,1012,889,27,37.48,32.93
2024,청주교육대학교,인문ㆍ사회계열,1704,694,36,47.33,19.28
2024,청주교육대학교,자연과학계열,38,405,21,1.81,19.29
2024,청주교육대학교,예ㆍ체능계열,99,322,14,7.07,23.0
2024,청주대학교,인문ㆍ사회계열,4398,4825,167,26.34,28.89
2024,청주대학교,자연과학계열,1838,1693,54,34.04,31.35
2024,청주대학교,공학계열,3377,3604,87,38.82,41.43
2024,청주대학교,예ㆍ체능계열,1757,2326,52,33.79,44.73
2024,초당대학교,인문ㆍ사회계열,999,1095,32,31.22,34.22
2024,초당대학교,자연과학계열,1213,1079,44,27.57,24.52
2024,초당대학교,공학계열,756,561,21,36.0,26.71
2024,초당대학교,예ㆍ체능계열,120,130,3,40.0,43.33
2024,총신대학교,인문ㆍ사회계열,3681,3650,101,36.45,36.14
2024,총신대학교,예ㆍ체능계열,269,263,11,24.45,23.91
2024,추계예술대학교,인문ㆍ사회계열,319,367,15,21.27,24.47
2024,추계예술대학교,예ㆍ체능계열,1014,997,34,29.82,29.32
2024,춘천교육대학교,인문ㆍ사회계열,1959,792,34,57.62,23.29
2024,춘천교육대학교,자연과학계열,252,437,23,10.96,19.0
2024,춘천교육대학교,예ㆍ체능계열,132,335,19,6.95,17.63
2024,충남대학교,인문ㆍ사회계열,7467,8647,252,29.63,34.31
2024,충남대학교,자연과학계열,5863,6775,254,23.08,26.67
2024,충남대학교,공학계열,6460,6952,224,28.84,31.04
2024,충남대학교,예ㆍ체능계열,919,1053,35,26.26,30.09
2024,충남대학교,의학계열,1135,1082,285,3.98,3.8
2024,충북대학교,인문ㆍ사회계열,5458,5712,229,23.83,24.94
2024,충북대학교,자연과학계열,5105,5264,212,24.08,24.83
2024,충북대학교,공학계열,5002,5674,160,31.26,35.46
2024,충북대학교,예ㆍ체능계열,385,342,16,24.06,21.38
2024,충북대학교,의학계열,765,781,159,4.81,4.91
2024,칼빈대학교,인문ㆍ사회계열,577,2359,69,8.36,34.19
2024,칼빈대학교,자연과학계열,95,150,2,47.5,75.0
2024,칼빈대학교,공학계열,30,9,1,30.0,9.0
2024,칼빈대학교,예ㆍ체능계열,33,31,2,16.5,15.5
2024,평택대학교,인문ㆍ사회계열,2308,1935,74,31.19,26.15
2024,평택대학교,자연과학계열,984,975,22,44.73,44.32
2024,평택대학교,공학계열,109,147,2,54.5,73.5
2024,평택대학교,예ㆍ체능계열,610,556,20,30.5,27.8
2024,포항공과대학교,인문ㆍ사회계열,0,0,14,0.0,0.0
2024,포항공과대학교,자연과학계열,889,886,96,9.26,9.23
2024,포항공과대학교,공학계열,3989,3625,172,23.19,21.08
2024,한경국립대학교,인문ㆍ사회계열,960,1108,74,12.97,14.97
2024,한경국립대학교,자연과학계열,1470,1614,56,26.25,28.82
2024,한경국립대학교,공학계열,2514,2702,118,21.31,22.9
2024,한경국립대학교,예ㆍ체능계열,349,443,9,38.78,49.22
2024,한국공학대학교,인문ㆍ사회계열,589,715,24,24.54,29.79
2024,한국공학대학교,공학계열,5494,6143,233,23.58,26.36
2024,한국과학기술원,인문ㆍ사회계열,1216,1294,46,26.43,28.13
2024,한국과학기술원,자연과학계열,3661,2657,166,22.05,16.01
2024,한국과학기술원,공학계열,8342,11940,486,17.16,24.57
2024,한국교원대학교,인문ㆍ사회계열,4557,4069,129,35.33,31.54
2024,한국교원대학교,자연과학계열,1536,1377,49,31.35,28.1
2024,한국교원대학교,공학계열,483,448,12,40.25,37.33
2024,한국교원대학교,예ㆍ체능계열,742,667,21,35.33,31.76
2024,한국기술교육대학교,인문ㆍ사회계열,759,812,55,13.8,14.76
2024,한국기술교육대학교,공학계열,3316,3640,128,25.91,28.44
2024,한국방송통신대학교,인문ㆍ사회계열,163150,58786,112,1456.7,524.88
2024,한국방송통신대학교,자연과학계열,44630,28810,47,949.57,612.98
2024,한국방송통신대학교,공학계열,4800,0,3,1600.0,0.0
2024,한국방송통신대학교,예ㆍ체능계열,6000,2350,2,3000.0,1175.0
2024,한국성서대학교,인문ㆍ사회계열,871,825,28,31.11,29.46
2024,한국성서대학교,자연과학계열,190,235,9,21.11,26.11
2024,한국성서대학교,공학계열,140,167,7,20.0,23.86
2024,한국에너지공과대학교,공학계열,1330,438,46,28.91,9.52
2024,한국예술종합학교,예ㆍ체능계열,2252,2749,130,17.32,21.15
2024,한국외국어대학교,인문ㆍ사회계열,15575,17745,530,29.39,33.48
2024,한국외국어대학교,자연과학계열,1301,1329,45,28.91,29.53
2024,한국외국어대학교,공학계열,1369,1383,45,30.42,30.73
2024,한국전통문화대학교,인문ㆍ사회계열,368,357,10,36.8,35.7
2024,한국전통문화대학교,자연과학계열,80,84,3,26.67,28.0
2024,한국전통문화대학교,공학계열,407,352,15,27.13,23.47
2024,한국전통문화대학교,예ㆍ체능계열,212,211,8,26.5,26.38
2024,한국체육대학교,예ㆍ체능계열,3040,3175,101,30.1,31.44
2024,한국침례신학대학교,인문ㆍ사회계열,2000,1654,48,41.67,34.46
2024,한국침례신학대학교,예ㆍ체능계열,185,74,4,46.25,18.5
2024,한국항공대학교,인문ㆍ사회계열,744,712,49,15.18,14.53
2024,한국항공대학교,자연과학계열,915,1274,23,39.78,55.39
2024,한국항공대학교,공학계열,2546,2940,95,26.8,30.95
2024,한남대학교,인문ㆍ사회계열,6719,7384,216,31.11,34.19
2024,한남대학교,자연과학계열,1470,1303,46,31.96,28.33
2024,한남대학교,공학계열,2757,2812,79,34.9,35.59
2024,한남대학교,예ㆍ체능계열,1276,1413,47,27.15,30.06
2024,한동대학교,인문ㆍ사회계열,2221,2637,83,26.76,31.77
2024,한동대학교,자연과학계열,189,242,7,27.0,34.57
2024,한동대학교,공학계열,1225,1638,59,20.76,27.76
2024,한라대학교,인문ㆍ사회계열,1114,1256,37,30.11,33.95
2024,한라대학교,공학계열,1653,1584,59,28.02,26.85
2024,한라대학교,예ㆍ체능계열,666,433,17,39.18,25.47
2024,한림대학교,인문ㆍ사회계열,4101,4195,174,23.57,24.11
2024,한림대학교,자연과학계열,2432,2228,63,38.6,35.37
2024,한림대학교,공학계열,1206,1339,57,21.16,23.49
2024,한림대학교,예ㆍ체능계열,204,223,4,51.0,55.75
2024,한림대학교,의학계열,578,209,435,1.33,0.48
2024,한서대학교,인문ㆍ사회계열,1678,1753,50,33.56,35.06
2024,한서대학교,자연과학계열,1936,1897,77,25.14,24.64
2024,한서대학교,공학계열,1890,1856,77,24.55,24.1
2024,한서대학교,예ㆍ체능계열,1335,1316,43,31.05,30.6
2024,한성대학교,인문ㆍ사회계열,3748,3920,141,26.58,27.8
2024,한성대학교,공학계열,2054,2465,79,26.0,31.2
2024,한성대학교,예ㆍ체능계열,1358,1895,50,27.16,37.9
2024,한세대학교,인문ㆍ사회계열,2117,1821,69,30.68,26.39
2024,한세대학교,자연과학계열,205,217,6,34.17,36.17
2024,한세대학교,공학계열,246,214,6,41.0,35.67
2024,한세대학교,예ㆍ체능계열,978,1092,27,36.22,40.44
2024,한신대학교,인문ㆍ사회계열,4105,4339,141,29.11,30.77
2024,한신대학교,자연과학계열,328,312,7,46.86,44.57
2024,한신대학교,공학계열,897,1047,25,35.88,41.88
2024,한신대학교,예ㆍ체능계열,138,139,3,46.0,46.33
2024,한양대학교,인문ㆍ사회계열,7856,11187,345,22.77,32.43
2024,한양대학교,자연과학계열,2564,2540,151,16.98,16.82
2024,한양대학교,공학계열,9113,10443,299,30.48,34.93
2024,한양대학교,예ㆍ체능계열,2130,2925,65,32.77,45.0
2024,한양대학교,의학계열,567,151,282,2.01,0.54
2024,한양대학교(ERICA) _분교,인문ㆍ사회계열,2686,4250,118,22.76,36.02
2024,한양대학교(ERICA) _분교,자연과학계열,866,924,44,19.68,21.0
2024,한양대학교(ERICA) _분교,공학계열,4834,5627,214,22.59,26.29
2024,한양대학교(ERICA) _분교,예ㆍ체능계열,1291,2085,38,33.97,54.87
2024,한일장신대학교,인문ㆍ사회계열,796,512,22,36.18,23.27
2024,한일장신대학교,자연과학계열,228,236,8,28.5,29.5
2024,한일장신대학교,예ㆍ체능계열,323,250,9,35.89,27.78
2024,협성대학교,인문ㆍ사회계열,2815,2308,82,34.33,28.15
2024,협성대학교,자연과학계열,312,289,8,39.0,36.13
2024,협성대학교,공학계열,605,630,16,37.81,39.38
2024,협성대학교,예ㆍ체능계열,851,776,31,27.45,25.03
2024,호남대학교,인문ㆍ사회계열,2184,3085,99,22.06,31.16
2024,호남대학교,자연과학계열,2166,2080,67,32.33,31.04
2024,호남대학교,공학계열,1368,1285,53,25.81,24.25
2024,호남대학교,예ㆍ체능계열,1319,1748,46,28.67,38.0
2024,호남신학대학교,인문ㆍ사회계열,936,611,24,39.0,25.46
2024,호남신학대학교,예ㆍ체능계열,246,210,9,27.33,23.33
2024,호서대학교,인문ㆍ사회계열,4587,5071,212,21.64,23.92
2024,호서대학교,자연과학계열,1712,1919,50,34.24,38.38
2024,호서대학교,공학계열,5493,5296,153,35.9,34.61
2024,호서대학교,예ㆍ체능계열,1726,2056,42,41.1,48.95
2024,호원대학교,인문ㆍ사회계열,937,1352,39,24.03,34.67
2024,호원대학교,자연과학계열,825,833,22,37.5,37.86
2024,호원대학교,공학계열,566,654,23,24.61,28.43
2024,호원대학교,예ㆍ체능계열,2070,2261,59,35.08,38.32
2024,홍익대학교,인문ㆍ사회계열,3493,4591,174,20.07,26.39
2024,홍익대학교,자연과학계열,112,122,5,22.4,24.4
2024,홍익대학교,공학계열,6377,6459,175,36.44,36.91
2024,홍익대학교,예ㆍ체능계열,4787,6479,155,30.88,41.8
2024,홍익대학교 _제2캠퍼스,인문ㆍ사회계열,1129,1142,51,22.14,22.39
2024,홍익대학교 _제2캠퍼스,공학계열,3171,2571,76,41.72,33.83
2024,홍익대학교 _제2캠퍼스,예ㆍ체능계열,1226,1990,57,21.51,34.91
2024,화성의과학대학교,인문ㆍ사회계열,381,134,10,38.1,13.4
2024,화성의과학대학교,자연과학계열,365,253,15,24.33,16.87
2024,화성의과학대학교,예ㆍ체능계열,238,63,6,39.67,10.5
2023,가야대학교(김해),인문ㆍ사회계열,775,466,31,25.0,15.03
2023,가야대학교(김해),자연과학계열,1517,1347,45,33.71,29.93
2023,가천대학교,인문ㆍ사회계열,6908,10631,202,34.2,52.63
2023,가천대학교,자연과학계열,3394,3761,203,16.72,18.53
2023,가천대학교,공학계열,6473,7507,277,23.37,27.1
2023,가천대학교,예ㆍ체능계열,1523,1819,34,44.79,53.5
2023,가천대학교,의학계열,448,441,222,2.02,1.99
2023,가톨릭관동대학교,인문ㆍ사회계열,4656,3225,146,31.89,22.09
2023,가톨릭관동대학교,자연과학계열,1419,1387,62,22.89,22.37
2023,가톨릭관동대학교,공학계열,1387,951,34,40.79,27.97
2023,가톨릭관동대학교,예ㆍ체능계열,1067,759,33,32.33,23.0
2023,가톨릭관동대학교,의학계열,242,263,114,2.12,2.31
2023,가톨릭꽃동네대학교,인문ㆍ사회계열,310,229,14,22.14,16.36
2023,가톨릭꽃동네대학교,자연과학계열,272,266,9,30.22,29.56
2023,가톨릭대학교,인문ㆍ사회계열,4786,5250,155,30.88,33.87
2023,가톨릭대학교,자연과학계열,1497,1646,57,26.26,28.88
2023,가톨릭대학교,공학계열,1509,1780,51,29.59,34.9
2023,가톨릭대학교,예ㆍ체능계열,199,534,5,39.8,106.8
2023,가톨릭대학교 _제2캠퍼스,인문ㆍ사회계열,219,168,5,43.8,33.6
2023,가톨릭대학교 _제2캠퍼스,자연과학계열,1550,1396,104,14.9,13.42
2023,가톨릭대학교 _제2캠퍼스,의학계열,964,883,872,1.11,1.01
2023,가톨릭대학교 _제3캠퍼스,인문ㆍ사회계열,372,326,17,21.88,19.18
2023,감리교신학대학교,인문ㆍ사회계열,1747,1501,26,67.19,57.73
2023,강남대학교,인문ㆍ사회계열,4640,4692,177,26.21,26.51
2023,강남대학교,공학계열,1598,1760,41,38.98,42.93
2023,강남대학교,예ㆍ체능계열,631,623,14,45.07,44.5
2023,강서대학교,인문ㆍ사회계열,952,1343,36,26.44,37.31
2023,강서대학교,자연과학계열,288,305,12,24.0,25.42
2023,강서대학교,예ㆍ체능계열,120,122,5,24.0,24.4
2023,강원대학교,인문ㆍ사회계열,5787,6046,220,26.3,27.48
2023,강원대학교,자연과학계열,6097,6235,257,23.72,24.26
2023,강원대학교,공학계열,3338,3606,136,24.54,26.51
2023,강원대학교,예ㆍ체능계열,867,885,28,30.96,31.61
2023,강원대학교,의학계열,699,693,167,4.19,4.15
2023,강원대학교 _제2캠퍼스,인문ㆍ사회계열,1075,888,36,29.86,24.67
2023,강원대학교 _제2캠퍼스,자연과학계열,1591,1390,46,34.59,30.22
2023,강원대학교 _제2캠퍼스,공학계열,3066,2730,95,32.27,28.74
2023,강원대학교 _제2캠퍼스,예ㆍ체능계열,691,702,20,34.55,35.1
2023,건국대학교,인문ㆍ사회계열,7534,8789,257,29.32,34.2
2023,건국대학교,자연과학계열,2888,2950,99,29.17,29.8
2023,건국대학교,공학계열,6070,7034,187,32.46,37.61
2023,건국대학교,예ㆍ체능계열,1821,2190,46,39.59,47.61
2023,건국대학교,의학계열,670,728,34,19.71,21.41
2023,건국대학교(글로컬) _분교,인문ㆍ사회계열,2234,2386,107,20.88,22.3
2023,건국대학교(글로컬) _분교,자연과학계열,1969,1967,60,32.82,32.78
2023,건국대학교(글로컬) _분교,공학계열,1043,1092,25,41.72,43.68
