기준연도,학교명,대계열,재학생,실모집인원,재학생충원율
2015,가톨릭관동대학교,인문사회계열,5572,5499,101.3
2015,가톨릭관동대학교,예체능계열,1002,1163,86.2
2015,가톨릭꽃동네대학교,인문사회계열,328,320,102.5
2015,가톨릭꽃동네대학교,자연과학계열,174,160,108.8
2015,가톨릭대학교,예체능계열,218,207,105.3
2015,가톨릭대학교,공학계열,1465,1231,119
2015,가톨릭대학교,자연과학계열,1456,1361,107
2015,가톨릭대학교,인문사회계열,4241,3540,119.8
2015,가톨릭대학교 _제2캠퍼스,의학계열,6,0,0
2015,가톨릭대학교 _제2캠퍼스,자연과학계열,448,385,116.4
2015,가톨릭대학교 _제3캠퍼스,인문사회계열,182,280,65
2015,감리교신학대학교,인문사회계열,858,800,107.3
2015,강남대학교,인문사회계열,5562,4855,114.6
2015,강남대학교,공학계열,1032,1014,101.8
2015,강남대학교,예체능계열,685,676,101.3
2015,강서대학교,인문사회계열,1317,1180,111.6
2015,강서대학교,예체능계열,138,140,98.6
2015,강원대학교,예체능계열,792,765,103.5
2015,강원대학교,자연과학계열,5535,5175,107
2015,강원대학교,의학계열,173,160,108.1
2015,강원대학교,공학계열,3419,2805,121.9
2015,강원대학교,인문사회계열,5390,4482,120.3
2015,강원대학교 _제2캠퍼스,자연과학계열,1549,1540,100.6
2015,강원대학교 _제2캠퍼스,예체능계열,879,936,93.9
2015,강원대학교 _제2캠퍼스,인문사회계열,1141,1108,103
2015,강원대학교 _제2캠퍼스,공학계열,3112,3311,94
2015,건국대학교,인문사회계열,6457,4332,149.1
2015,건국대학교,예체능계열,1748,1456,120.1
2015,건국대학교,의학계열,361,276,130.8
2015,건국대학교,공학계열,4395,3442,127.7
2015,건국대학교,자연과학계열,2737,2632,104
2015,건국대학교(글로컬) _분교,인문사회계열,3920,3115,125.8
2015,건국대학교(글로컬) _분교,예체능계열,1803,1640,109.9
2015,건국대학교(글로컬) _분교,자연과학계열,1599,1361,117.5
2015,건국대학교(글로컬) _분교,공학계열,1059,924,114.6
2015,건양대학교,공학계열,903,880,102.6
2015,건양대학교,인문사회계열,3310,2988,110.8
2015,건양대학교,자연과학계열,483,465,103.9
2015,건양대학교,예체능계열,167,160,104.4
2015,건양대학교 _제2캠퍼스,자연과학계열,2021,1836,110.1
2015,건양대학교 _제2캠퍼스,공학계열,847,770,110
2015,건양대학교 _제2캠퍼스,의학계열,235,196,119.9
2015,건양대학교 _제2캠퍼스,인문사회계열,244,220,110.9
2015,경기대학교,인문사회계열,6472,5182,124.9
2015,경기대학교,공학계열,2997,2591,115.7
2015,경기대학교,자연과학계열,1319,1196,110.3
2015,경기대학교,예체능계열,1566,1557,100.6
2015,경기대학교 _제2캠퍼스,예체능계열,459,433,106
2015,경기대학교 _제2캠퍼스,인문사회계열,1683,1531,109.9
2015,경남과학기술대학교,공학계열,1849,2282,81
2015,경남과학기술대학교,예체능계열,101,120,84.2
2015,경남과학기술대학교,자연과학계열,1190,1404,84.8
2015,경남과학기술대학교,인문사회계열,1444,1570,92
2015,경남대학교,자연과학계열,1804,1790,100.8
2015,경남대학교,공학계열,3206,3497,91.7
2015,경남대학교,인문사회계열,6878,6537,105.2
2015,경남대학교,예체능계열,920,865,106.4
2015,경동대학교,자연과학계열,1313,1405,93.5
2015,경동대학교,예체능계열,101,143,70.6
2015,경동대학교,인문사회계열,1574,1709,92.1
2015,경동대학교,공학계열,483,497,97.2
2015,경동대학교 _제2캠퍼스,인문사회계열,157,266,59
2015,경동대학교 _제2캠퍼스,공학계열,35,38,92.1
2015,경동대학교 _제2캠퍼스,자연과학계열,76,185,41.1
2015,경동대학교 _제2캠퍼스,예체능계열,20,40,50
2015,경동대학교 _제3캠퍼스,자연과학계열,1496,1425,105
2015,경동대학교 _제4캠퍼스,인문사회계열,420,402,104.5
2015,경동대학교 _제4캠퍼스,공학계열,134,132,101.5
2015,경동대학교 _제4캠퍼스,예체능계열,66,66,100
2015,경북대학교,인문사회계열,7430,5681,130.8
2015,경북대학교,자연과학계열,7076,6561,107.8
2015,경북대학교,공학계열,8208,6422,127.8
2015,경북대학교,의학계열,250,228,109.6
2015,경북대학교,예체능계열,1141,951,120
2015,경상국립대학교,자연과학계열,4164,3753,111
2015,경상국립대학교,예체능계열,274,280,97.9
2015,경상국립대학교,의학계열,241,200,120.5
2015,경상국립대학교,인문사회계열,5485,4592,119.4
2015,경상국립대학교,공학계열,5108,4315,118.4
2015,경성대학교,자연과학계열,1706,1690,100.9
2015,경성대학교,예체능계열,2446,2340,104.5
2015,경성대학교,인문사회계열,6283,5630,111.6
2015,경성대학교,공학계열,2767,2594,106.7
2015,경운대학교,예체능계열,548,984,55.7
2015,경운대학교,공학계열,553,1000,55.3
2015,경운대학교,자연과학계열,1616,1898,85.1
2015,경운대학교,인문사회계열,995,1321,75.3
2015,경운대학교(산업대),예체능계열,319,0,0
2015,경운대학교(산업대),인문사회계열,404,0,0
2015,경운대학교(산업대),자연과학계열,274,0,0
2015,경운대학교(산업대),공학계열,362,0,0
2015,경인교육대학교,인문사회계열,609,2392,25.5
2015,경인교육대학교,자연과학계열,385,0,0
2015,경인교육대학교,예체능계열,288,0,0
2015,경인교육대학교 _제2캠퍼스,예체능계열,235,0,0
2015,경인교육대학교 _제2캠퍼스,자연과학계열,378,0,0
2015,경인교육대학교 _제2캠퍼스,인문사회계열,690,0,0
2015,경일대학교,인문사회계열,2271,2120,107.1
2015,경일대학교,공학계열,3223,3160,102
2015,경일대학교,예체능계열,1105,1020,108.3
2015,경일대학교,자연과학계열,709,720,98.5
2015,경희대학교,공학계열,4885,4010,121.8
2015,경희대학교,자연과학계열,4688,4129,113.5
2015,경희대학교,예체능계열,4192,3680,113.9
2015,경희대학교,의학계열,433,432,100.2
2015,경희대학교,인문사회계열,11061,7550,146.5
2015,계명대학교,자연과학계열,2889,2552,113.2
2015,계명대학교,공학계열,3919,3533,110.9
2015,계명대학교,의학계열,304,304,100
2015,계명대학교,인문사회계열,12233,10113,121
2015,계명대학교,예체능계열,3821,3530,108.2
2015,고려대학교,인문사회계열,10769,7532,143
2015,고려대학교,자연과학계열,3808,3687,103.3
2015,고려대학교,공학계열,4786,3299,145.1
2015,고려대학교,의학계열,278,265,104.9
2015,고려대학교,예체능계열,613,520,117.9
2015,고려대학교(세종) _분교,예체능계열,482,420,114.8
2015,고려대학교(세종) _분교,자연과학계열,1076,934,115.2
2015,고려대학교(세종) _분교,공학계열,1753,1486,118
2015,고려대학교(세종) _분교,인문사회계열,3720,3140,118.5
2015,고신대학교,인문사회계열,2328,2070,112.5
2015,고신대학교,의학계열,314,304,103.3
2015,고신대학교,예체능계열,391,392,99.7
2015,고신대학교,자연과학계열,1207,1142,105.7
2015,공주교육대학교,인문사회계열,714,674,105.9
2015,공주교육대학교,예체능계열,343,311,110.3
2015,공주교육대학교,자연과학계열,467,431,108.4
2015,광신대학교,예체능계열,101,126,80.2
2015,광신대학교,인문사회계열,384,388,99
2015,광운대학교,공학계열,4427,3657,121.1
2015,광운대학교,인문사회계열,3438,2637,130.4
2015,광운대학교,예체능계열,168,160,105
2015,광운대학교,자연과학계열,718,601,119.5
2015,광주가톨릭대학교,인문사회계열,91,160,56.9
2015,광주과학기술원,인문사회계열,0,370,0
2015,광주과학기술원,공학계열,44,52,84.6
2015,광주과학기술원,자연과학계열,523,158,331
2015,광주교육대학교,예체능계열,336,314,107
2015,광주교육대학교,자연과학계열,459,421,109
2015,광주교육대학교,인문사회계열,624,569,109.7
2015,광주대학교,공학계열,1058,1175,90
2015,광주대학교,자연과학계열,941,990,95.1
2015,광주대학교,예체능계열,1162,1258,92.4
2015,광주대학교,인문사회계열,4252,3773,112.7
2015,광주여자대학교,자연과학계열,2124,2050,103.6
2015,광주여자대학교,공학계열,28,50,56
2015,광주여자대학교,인문사회계열,1686,1605,105
2015,광주여자대학교,예체능계열,173,205,84.4
2015,국립강릉원주대학교,예체능계열,554,608,91.1
2015,국립강릉원주대학교,공학계열,1004,971,103.4
2015,국립강릉원주대학교,자연과학계열,1973,2046,96.4
2015,국립강릉원주대학교,인문사회계열,2446,2280,107.3
2015,국립강릉원주대학교,의학계열,166,160,103.8
2015,국립강릉원주대학교 _제2캠퍼스,인문사회계열,408,454,89.9
2015,국립강릉원주대학교 _제2캠퍼스,공학계열,1203,1180,101.9
2015,국립강릉원주대학교 _제2캠퍼스,자연과학계열,314,300,104.7
2015,국립강릉원주대학교 _제2캠퍼스,예체능계열,176,164,107.3
2015,국립경국대학교,자연과학계열,1935,1954,99
2015,국립경국대학교,공학계열,2042,1866,109.4
2015,국립경국대학교,예체능계열,430,437,98.4
2015,국립경국대학교,인문사회계열,2186,2075,105.3
2015,국립공주대학교,예체능계열,1128,949,118.9
2015,국립공주대학교,인문사회계열,4062,3356,121
2015,국립공주대학교,자연과학계열,4166,3788,110
2015,국립공주대학교,공학계열,5239,4079,128.4
2015,국립군산대학교,자연과학계열,1988,1876,106
2015,국립군산대학교,공학계열,3401,3125,108.8
2015,국립군산대학교,인문사회계열,2382,2065,115.4
2015,국립군산대학교,예체능계열,579,588,98.5
2015,국립금오공과대학교,자연과학계열,290,279,103.9
2015,국립금오공과대학교,인문사회계열,382,197,193.9
2015,국립금오공과대학교,공학계열,6274,4868,128.9
2015,국립목포대학교,자연과학계열,1694,1644,103
2015,국립목포대학교,공학계열,2604,2286,113.9
2015,국립목포대학교,예체능계열,440,432,101.9
2015,국립목포대학교,인문사회계열,3195,2788,114.6
2015,국립목포해양대학교,공학계열,2567,2554,100.5
2015,국립부경대학교,공학계열,9041,7175,126
2015,국립부경대학교,예체능계열,548,504,108.7
2015,국립부경대학교,자연과학계열,2661,2434,109.3
2015,국립부경대학교,인문사회계열,5417,3964,136.7
2015,국립순천대학교,자연과학계열,2291,2351,97.4
2015,국립순천대학교,인문사회계열,2600,2184,119
2015,국립순천대학교,공학계열,2075,1940,107
2015,국립순천대학교,예체능계열,832,788,105.6
2015,국립창원대학교,공학계열,3039,2456,123.7
2015,국립창원대학교,예체능계열,712,728,97.8
2015,국립창원대학교,인문사회계열,3897,3213,121.3
2015,국립창원대학교,자연과학계열,1229,1175,104.6
2015,국립한국교통대학교,예체능계열,344,300,114.7
2015,국립한국교통대학교,공학계열,5429,5468,99.3
2015,국립한국교통대학교,자연과학계열,654,652,100.3
2015,국립한국교통대학교,인문사회계열,2151,2151,100
2015,국립한국해양대학교,자연과학계열,1031,799,129
2015,국립한국해양대학교,예체능계열,113,100,113
2015,국립한국해양대학교,인문사회계열,1764,1250,141.1
2015,국립한국해양대학교,공학계열,4047,3490,116
2015,국립한밭대학교,공학계열,4100,5405,75.9
2015,국립한밭대학교,예체능계열,362,460,78.7
2015,국립한밭대학교,인문사회계열,1616,1827,88.5
2015,국민대학교,공학계열,3820,3071,124.4
2015,국민대학교,예체능계열,2377,2224,106.9
2015,국민대학교,자연과학계열,1550,1303,119
2015,국민대학교,인문사회계열,7870,5389,146
2015,극동대학교,공학계열,645,708,91.1
2015,극동대학교,인문사회계열,1756,1683,104.3
2015,극동대학교,예체능계열,797,928,85.9
2015,극동대학교,자연과학계열,1011,950,106.4
2015,금강대학교,인문사회계열,501,640,78.3
2015,김천대학교,예체능계열,76,105,72.4
2015,김천대학교,공학계열,139,160,86.9
2015,김천대학교,자연과학계열,2601,2632,98.8
2015,김천대학교,인문사회계열,944,1052,89.7
2015,나사렛대학교,자연과학계열,1208,1383,87.3
2015,나사렛대학교,인문사회계열,3790,3447,110
2015,나사렛대학교,예체능계열,697,509,136.9
2015,남부대학교,예체능계열,422,515,81.9
2015,남부대학교,인문사회계열,654,632,103.5
2015,남부대학교,공학계열,284,250,113.6
2015,남부대학교,자연과학계열,1814,1715,105.8
2015,남서울대학교,인문사회계열,3977,4830,82.3
2015,남서울대학교,공학계열,1548,2525,61.3
2015,남서울대학교,자연과학계열,633,665,95.2
2015,남서울대학교,예체능계열,1189,1674,71
2015,남서울대학교(산업대),자연과학계열,69,0,0
2015,남서울대학교(산업대),공학계열,872,40,2180
2015,남서울대학교(산업대),인문사회계열,1366,0,0
2015,남서울대학교(산업대),예체능계열,486,0,0
2015,단국대학교,공학계열,3687,3137,117.5
2015,단국대학교,인문사회계열,6095,4449,137
2015,단국대학교,예체능계열,1608,1534,104.8
2015,단국대학교,자연과학계열,585,450,130
2015,단국대학교 _제2캠퍼스,예체능계열,1834,1643,111.6
2015,단국대학교 _제2캠퍼스,자연과학계열,3461,3462,100
2015,단국대학교 _제2캠퍼스,공학계열,2051,1391,147.4
2015,단국대학교 _제2캠퍼스,의학계열,462,440,105
2015,단국대학교 _제2캠퍼스,인문사회계열,4585,3505,130.8
2015,대구가톨릭대학교,예체능계열,1463,1569,93.2
2015,대구가톨릭대학교,인문사회계열,6217,5498,113.1
2015,대구가톨릭대학교,의학계열,175,160,109.4
2015,대구가톨릭대학교,공학계열,2383,2055,116
2015,대구가톨릭대학교,자연과학계열,3748,3285,114.1
2015,대구경북과학기술원,자연과학계열,358,400,89.5
2015,대구교육대학교,예체능계열,367,333,110.2
2015,대구교육대학교,자연과학계열,487,434,112.2
2015,대구교육대학교,인문사회계열,814,765,106.4
2015,대구대학교,자연과학계열,3900,3821,102.1
2015,대구대학교,인문사회계열,10056,8876,113.3
2015,대구대학교,공학계열,4083,3636,112.3
2015,대구대학교,예체능계열,1700,1627,104.5
2015,대구예술대학교,예체능계열,1476,1872,78.8
2015,대구외국어대학교,인문사회계열,345,500,69
2015,대구한의대학교,자연과학계열,3012,2936,102.6
2015,대구한의대학교,예체능계열,708,710,99.7
2015,대구한의대학교,의학계열,422,432,97.7
2015,대구한의대학교,인문사회계열,2155,2002,107.6
2015,대구한의대학교,공학계열,763,744,102.6
2015,대신대학교,예체능계열,92,158,58.2
2015,대신대학교,인문사회계열,211,336,62.8
2015,대전가톨릭대학교,인문사회계열,67,160,41.9
2015,대전대학교,공학계열,2100,2148,97.8
2015,대전대학교,자연과학계열,1787,1677,106.6
2015,대전대학교,인문사회계열,4960,4763,104.1
2015,대전대학교,의학계열,305,288,105.9
2015,대전대학교,예체능계열,614,725,84.7
2015,대전신학교,인문사회계열,10,0,0
2015,대전신학대학교,인문사회계열,187,240,77.9
2015,대진대학교,인문사회계열,3864,3463,111.6
2015,대진대학교,공학계열,2292,2294,99.9
2015,대진대학교,자연과학계열,863,912,94.6
2015,대진대학교,예체능계열,1001,1071,93.5
2015,덕성여자대학교,공학계열,399,360,110.8
2015,덕성여자대학교,인문사회계열,3598,2840,126.7
2015,덕성여자대학교,예체능계열,753,680,110.7
2015,덕성여자대학교,자연과학계열,1344,1280,105
2015,동국대학교,자연과학계열,1568,1384,113.3
2015,동국대학교,예체능계열,1077,880,122.4
2015,동국대학교,인문사회계열,7377,5312,138.9
2015,동국대학교,공학계열,3737,3284,113.8
2015,동국대학교(WISE) _분교,자연과학계열,1505,1475,102
2015,동국대학교(WISE) _분교,공학계열,1084,1090,99.4
2015,동국대학교(WISE) _분교,의학계열,380,345,110.1
2015,동국대학교(WISE) _분교,인문사회계열,4683,4197,111.6
2015,동국대학교(WISE) _분교,예체능계열,601,590,101.9
2015,동덕여자대학교,예체능계열,2607,2535,102.8
2015,동덕여자대학교,자연과학계열,1527,1263,120.9
2015,동덕여자대학교,인문사회계열,3784,2907,130.2
2015,동명대학교,자연과학계열,692,810,85.4
2015,동명대학교,공학계열,3831,3020,126.9
2015,동명대학교,인문사회계열,3597,3290,109.3
2015,동명대학교,예체능계열,974,930,104.7
2015,동서대학교,공학계열,3101,3080,100.7
2015,동서대학교,예체능계열,1866,1680,111.1
2015,동서대학교,자연과학계열,955,930,102.7
2015,동서대학교,인문사회계열,5432,4808,113
2015,동신대학교,자연과학계열,2549,2285,111.6
2015,동신대학교,예체능계열,553,570,97
2015,동신대학교,인문사회계열,2576,2440,105.6
2015,동신대학교,의학계열,228,160,142.5
2015,동신대학교,공학계열,1327,1405,94.4
2015,동아대학교,예체능계열,2140,2260,94.7
2015,동아대학교,의학계열,120,121,99.2
2015,동아대학교,공학계열,6087,4980,122.2
2015,동아대학교,자연과학계열,2851,2813,101.4
2015,동아대학교,인문사회계열,9338,7705,121.2
2015,동양대학교,공학계열,1857,1985,93.6
2015,동양대학교,자연과학계열,256,230,111.3
2015,동양대학교,인문사회계열,2096,1861,112.6
2015,동양대학교,예체능계열,376,412,91.3
2015,동의대학교,자연과학계열,2579,2615,98.6
2015,동의대학교,공학계열,4898,4885,100.3
2015,동의대학교,의학계열,203,200,101.5
2015,동의대학교,인문사회계열,6807,6365,106.9
2015,동의대학교,예체능계열,1361,1515,89.8
2015,루터대학교,인문사회계열,423,400,105.8
2015,명지대학교,공학계열,4588,4143,110.7
2015,명지대학교,예체능계열,1569,1569,100
2015,명지대학교,자연과학계열,932,921,101.2
2015,명지대학교 _제2캠퍼스,인문사회계열,7326,5119,143.1
2015,목원대학교,자연과학계열,1066,1076,99.1
2015,목원대학교,예체능계열,2367,2277,104
2015,목원대학교,인문사회계열,4144,3656,113.3
2015,목원대학교,공학계열,1389,1405,98.9
2015,목포가톨릭대학교,자연과학계열,400,360,111.1
2015,목포가톨릭대학교,인문사회계열,147,160,91.9
2015,배재대학교,인문사회계열,5118,4633,110.5
2015,배재대학교,예체능계열,956,1022,93.5
2015,배재대학교,자연과학계열,1888,1783,105.9
2015,배재대학교,공학계열,1719,1688,101.8
2015,백석대학교,자연과학계열,2499,2314,108
2015,백석대학교,예체능계열,2634,2645,99.6
2015,백석대학교,인문사회계열,7856,7235,108.6
2015,부산가톨릭대학교,공학계열,395,400,98.8
2015,부산가톨릭대학교,인문사회계열,1039,1096,94.8
2015,부산가톨릭대학교,자연과학계열,2659,2315,114.9
2015,부산교육대학교,예체능계열,372,322,115.5
2015,부산교육대학교,자연과학계열,474,438,108.2
2015,부산교육대학교,인문사회계열,727,664,109.5
2015,부산대학교,인문사회계열,7566,5759,131.4
2015,부산대학교,자연과학계열,4873,4467,109.1
2015,부산대학교,공학계열,8099,6355,127.4
2015,부산대학교,의학계열,3,0,0
2015,부산대학교,예체능계열,1627,1429,113.9
2015,부산외국어대학교,공학계열,547,635,86.1
2015,부산외국어대학교,예체능계열,268,320,83.8
2015,부산외국어대학교,자연과학계열,31,30,103.3
2015,부산외국어대학교,인문사회계열,8425,7265,116
2015,부산장신대학교,인문사회계열,273,280,97.5
2015,삼육대학교,자연과학계열,1971,1860,106
2015,삼육대학교,인문사회계열,2217,1767,125.5
2015,삼육대학교,공학계열,717,676,106.1
2015,삼육대학교,예체능계열,846,780,108.5
2015,상명대학교,예체능계열,1050,1022,102.7
2015,상명대학교,인문사회계열,3875,2654,146
2015,상명대학교,공학계열,361,280,128.9
2015,상명대학교,자연과학계열,1989,1588,125.3
2015,상명대학교(천안) _분교,예체능계열,2848,2534,112.4
2015,상명대학교(천안) _분교,공학계열,1206,1175,102.6
2015,상명대학교(천안) _분교,자연과학계열,603,560,107.7
2015,상명대학교(천안) _분교,인문사회계열,1601,1473,108.7
2015,상지대학교,인문사회계열,3844,3750,102.5
2015,상지대학교,의학계열,236,240,98.3
2015,상지대학교,예체능계열,855,910,94
2015,상지대학교,자연과학계열,1964,2015,97.5
2015,상지대학교,공학계열,953,1085,87.8
2015,서강대학교,자연과학계열,884,856,103.3
2015,서강대학교,공학계열,1848,1684,109.7
2015,서강대학교,인문사회계열,5269,4020,131.1
2015,서경대학교,자연과학계열,358,320,111.9
2015,서경대학교,예체능계열,1784,1560,114.4
2015,서경대학교,인문사회계열,2792,2160,129.3
2015,서경대학교,공학계열,1811,1600,113.2
2015,서남대학교,공학계열,4,111,3.6
2015,서남대학교,의학계열,198,196,101
2015,서남대학교,인문사회계열,33,590,5.6
2015,서남대학교,예체능계열,98,510,19.2
2015,서남대학교,자연과학계열,614,1518,40.4
2015,서남대학교 _제2캠퍼스,공학계열,119,510,23.3
2015,서남대학교 _제2캠퍼스,자연과학계열,247,715,34.5
2015,서남대학교 _제2캠퍼스,예체능계열,88,230,38.3
2015,서남대학교 _제2캠퍼스,인문사회계열,278,2187,12.7
2015,서울과학기술대학교,공학계열,4250,5943,71.5
2015,서울과학기술대학교,인문사회계열,886,1200,73.8
2015,서울과학기술대학교,예체능계열,1010,1112,90.8
2015,서울과학기술대학교,자연과학계열,566,669,84.6
2015,서울과학기술대학교(산업대),예체능계열,446,0,0
2015,서울과학기술대학교(산업대),인문사회계열,429,0,0
2015,서울과학기술대학교(산업대),공학계열,3036,42,7228.6
2015,서울과학기술대학교(산업대),자연과학계열,244,0,0
2015,서울교육대학교,인문사회계열,1532,1421,107.8
2015,서울기독대학교,예체능계열,192,213,90.1
2015,서울기독대학교,인문사회계열,481,440,109.3
2015,서울대학교,자연과학계열,4017,3662,109.7
2015,서울대학교,예체능계열,1470,1140,128.9
2015,서울대학교,의학계열,622,496,125.4
2015,서울대학교,공학계열,3844,3146,122.2
2015,서울대학교,인문사회계열,6558,4522,145
2015,서울시립대학교,자연과학계열,822,680,120.9
2015,서울시립대학교,예체능계열,587,544,107.9
2015,서울시립대학교,인문사회계열,4657,3248,143.4
2015,서울시립대학교,공학계열,3450,2640,130.7
2015,서울신학대학교,예체능계열,376,350,107.4
2015,서울신학대학교,인문사회계열,2013,1810,111.2
2015,서울여자대학교,자연과학계열,2387,2175,109.7
2015,서울여자대학교,예체능계열,810,790,102.5
2015,서울여자대학교,인문사회계열,4573,3868,118.2
2015,서울장신대학교,예체능계열,131,130,100.8
2015,서울장신대학교,인문사회계열,391,358,109.2
2015,서울한영대학교,인문사회계열,729,731,99.7
2015,서울한영대학교,예체능계열,62,69,89.9
2015,서원대학교,예체능계열,985,925,106.5
2015,서원대학교,자연과학계열,1142,1155,98.9
2015,서원대학교,공학계열,1188,1260,94.3
2015,서원대학교,인문사회계열,3997,3623,110.3
2015,선문대학교,공학계열,2967,2871,103.3
2015,선문대학교,자연과학계열,1311,1174,111.7
2015,선문대학교,예체능계열,589,640,92
2015,선문대학교,인문사회계열,5191,4376,118.6
2015,성결대학교,공학계열,1246,1240,100.5
2015,성결대학교,인문사회계열,3647,3160,115.4
2015,성결대학교,예체능계열,827,720,114.9
2015,성공회대학교,인문사회계열,1749,1541,113.5
2015,성공회대학교,공학계열,586,592,99
2015,성균관대학교,인문사회계열,9924,6448,153.9
2015,성균관대학교,자연과학계열,1657,1730,95.8
2015,성균관대학교,공학계열,6173,4599,134.2
2015,성균관대학교,의학계열,108,100,108
2015,성균관대학교,예체능계열,1495,1236,121
2015,성신여자대학교,자연과학계열,2159,1937,111.5
2015,성신여자대학교,예체능계열,2314,2253,102.7
2015,성신여자대학교,인문사회계열,5489,4674,117.4
2015,세명대학교,공학계열,1087,1120,97.1
2015,세명대학교,의학계열,183,160,114.4
2015,세명대학교,인문사회계열,4046,3840,105.4
2015,세명대학교,예체능계열,956,960,99.6
2015,세명대학교,자연과학계열,2192,2160,101.5
2015,세종대학교,자연과학계열,724,786,92.1
2015,세종대학교,예체능계열,1525,1332,114.5
2015,세종대학교,인문사회계열,3595,2656,135.4
2015,세종대학교,공학계열,5449,4529,120.3
2015,세한대학교,자연과학계열,849,840,101.1
2015,세한대학교,예체능계열,1148,1410,81.4
2015,세한대학교,인문사회계열,1316,1225,107.4
2015,세한대학교,공학계열,162,200,81
2015,세한대학교 _제2캠퍼스,공학계열,29,30,96.7
2015,세한대학교 _제2캠퍼스,예체능계열,461,360,128.1
2015,세한대학교 _제2캠퍼스,인문사회계열,320,310,103.2
2015,송원대학교,인문사회계열,960,1250,76.8
2015,송원대학교,자연과학계열,709,790,89.7
2015,송원대학교,공학계열,381,710,53.7
2015,송원대학교,예체능계열,315,450,70
2015,수원가톨릭대학교,인문사회계열,143,360,39.7
2015,수원대학교,공학계열,3297,3110,106
2015,수원대학교,자연과학계열,1572,1553,101.2
2015,수원대학교,예체능계열,2296,2480,92.6
2015,수원대학교,인문사회계열,3540,3100,114.2
2015,숙명여자대학교,인문사회계열,6807,5524,123.2
2015,숙명여자대학교,예체능계열,1642,1520,108
2015,숙명여자대학교,자연과학계열,2225,2068,107.6
2015,순복음총회신학교,예체능계열,22,37,59.5
2015,순복음총회신학교,인문사회계열,278,353,78.8
2015,순천향대학교,예체능계열,962,1014,94.9
2015,순천향대학교,공학계열,2798,2626,106.5
2015,순천향대학교,자연과학계열,2307,2354,98
2015,순천향대학교,인문사회계열,4567,3918,116.6
2015,순천향대학교,의학계열,383,372,103
2015,숭실대학교,자연과학계열,928,940,98.7
2015,숭실대학교,예체능계열,236,227,104
2015,숭실대학교,인문사회계열,6363,4883,130.3
2015,숭실대학교,공학계열,5408,4680,115.6
2015,신경주대학교,공학계열,70,60,116.7
2015,신경주대학교,자연과학계열,475,846,56.1
2015,신경주대학교,예체능계열,225,565,39.8
2015,신경주대학교,인문사회계열,1840,2833,64.9
2015,신라대학교,자연과학계열,2110,1962,107.5
2015,신라대학교,예체능계열,989,1005,98.4
2015,신라대학교,인문사회계열,5678,4916,115.5
2015,신라대학교,공학계열,1500,1492,100.5
2015,신한대학교,인문사회계열,131,140,93.6
2015,신한대학교,공학계열,407,346,117.6
2015,신한대학교,자연과학계열,201,180,111.7
2015,신한대학교 _제2캠퍼스,예체능계열,393,350,112.3
2015,신한대학교 _제2캠퍼스,자연과학계열,1027,780,131.7
2015,신한대학교 _제2캠퍼스,공학계열,168,140,120
2015,신한대학교 _제2캠퍼스,인문사회계열,1348,970,139
2015,아신대학교,인문사회계열,807,790,102.2
2015,아주대학교,자연과학계열,1346,1120,120.2
2015,아주대학교,공학계열,5251,4182,125.6
2015,아주대학교,인문사회계열,3242,2530,128.1
2015,아주대학교,의학계열,115,100,115
2015,안양대학교,공학계열,1475,1330,110.9
2015,안양대학교,자연과학계열,381,380,100.3
2015,안양대학교,예체능계열,522,504,103.6
2015,안양대학교,인문사회계열,2480,2254,110
2015,안양대학교 _제2캠퍼스,인문사회계열,270,280,96.4
2015,안양대학교 _제2캠퍼스,공학계열,239,280,85.4
2015,연세대학교,자연과학계열,3429,2431,141.1
2015,연세대학교,공학계열,4482,3632,123.4
2015,연세대학교,의학계열,539,425,126.8
2015,연세대학교,예체능계열,1037,846,122.6
2015,연세대학교,인문사회계열,10059,6603,152.3
2015,연세대학교(미래) _분교,자연과학계열,3187,2614,121.9
2015,연세대학교(미래) _분교,공학계열,1210,932,129.8
2015,연세대학교(미래) _분교,의학계열,444,372,119.4
2015,연세대학교(미래) _분교,인문사회계열,3057,2380,128.4
2015,영남대학교,인문사회계열,9828,8224,119.5
2015,영남대학교,의학계열,196,190,103.2
2015,영남대학교,공학계열,6660,5311,125.4
2015,영남대학교,자연과학계열,3897,4037,96.5
2015,영남대학교,예체능계열,2061,2057,100.2
2015,영남신학대학교,인문사회계열,433,530,81.7
2015,영산대학교,자연과학계열,721,620,116.3
2015,영산대학교,예체능계열,203,360,56.4
2015,영산대학교,공학계열,824,910,90.5
2015,영산대학교,인문사회계열,1571,1484,105.9
2015,영산대학교 _제2캠퍼스,예체능계열,1217,870,139.9
2015,영산대학교 _제2캠퍼스,인문사회계열,2087,1714,121.8
2015,영산대학교 _제2캠퍼스,공학계열,0,90,0
2015,영산대학교 _제2캠퍼스,자연과학계열,656,540,121.5
2015,영산대학교(산업대),공학계열,2,0,0
2015,영산대학교(산업대),인문사회계열,16,0,0
2015,영산대학교(산업대),예체능계열,1,0,0
2015,영산대학교(산업대) _제2캠퍼스,인문사회계열,13,0,0
2015,영산대학교(산업대) _제2캠퍼스,예체능계열,1,0,0
2015,영산선학대학교,인문사회계열,42,200,21
2015,예수대학교,자연과학계열,504,460,109.6
2015,예수대학교,인문사회계열,71,76,93.4
2015,예원예술대학교,예체능계열,467,507,92.1
2015,예원예술대학교,인문사회계열,66,137,48.2
