기준연도,학교명,대계열,재학생,실모집인원,재학생충원율
2021,경기대학교,인문사회계열,6288,5129,122.6
2021,경기대학교 _제2캠퍼스,예체능계열,449,411,109.2
2021,경기대학교 _제2캠퍼스,인문사회계열,1638,901,181.8
2021,경남과학기술대학교,공학계열,2018,1991,101.4
2021,경남과학기술대학교,인문사회계열,1261,1288,97.9
2021,경남과학기술대학교,자연과학계열,1318,1299,101.5
2021,경남과학기술대학교,예체능계열,155,158,98.1
2021,경남대학교,인문사회계열,5029,5175,97.2
2021,경남대학교,자연과학계열,1781,1970,90.4
2021,경남대학교,예체능계열,865,820,105.5
2021,경남대학교,공학계열,3117,3426,91
2021,경동대학교,인문사회계열,643,392,164
2021,경동대학교,자연과학계열,78,80,97.5
2021,경동대학교,공학계열,30,0,0
2021,경동대학교 _제3캠퍼스,인문사회계열,361,391,92.3
2021,경동대학교 _제3캠퍼스,자연과학계열,3629,3352,108.3
2021,경동대학교 _제4캠퍼스,인문사회계열,1326,1246,106.4
2021,경동대학교 _제4캠퍼스,자연과학계열,191,220,86.8
2021,경동대학교 _제4캠퍼스,예체능계열,352,389,90.5
2021,경동대학교 _제4캠퍼스,공학계열,939,929,101.1
2021,경북대학교,예체능계열,1068,1012,105.5
2021,경북대학교,공학계열,7087,6188,114.5
2021,경북대학교,의학계열,906,908,99.8
2021,경북대학교,인문사회계열,6225,5008,124.3
2021,경북대학교,자연과학계열,6270,5954,105.3
2021,경상국립대학교,공학계열,4164,4026,103.4
2021,경상국립대학교,예체능계열,289,276,104.7
2021,경상국립대학교,자연과학계열,3824,3606,106
2021,경상국립대학교,인문사회계열,4765,4191,113.7
2021,경상국립대학교,의학계열,507,527,96.2
2021,경성대학교,예체능계열,2240,2145,104.4
2021,경성대학교,공학계열,2855,2945,96.9
2021,경성대학교,자연과학계열,1440,1380,104.3
2021,경성대학교,인문사회계열,5861,4755,123.3
2021,경운대학교,인문사회계열,717,746,96.1
2021,경운대학교,자연과학계열,1727,1657,104.2
2021,경운대학교,공학계열,1506,1878,80.2
2021,경운대학교,예체능계열,447,455,98.2
2021,경인교육대학교,인문사회계열,647,2392,27
2021,경인교육대학교,자연과학계열,356,0,0
2021,경인교육대학교,예체능계열,297,0,0
2021,경인교육대학교 _제2캠퍼스,자연과학계열,379,0,0
2021,경인교육대학교 _제2캠퍼스,예체능계열,312,0,0
2021,경인교육대학교 _제2캠퍼스,인문사회계열,639,0,0
2021,경일대학교,자연과학계열,867,812,106.8
2021,경일대학교,공학계열,3245,3100,104.7
2021,경일대학교,인문사회계열,1420,1169,121.5
2021,경일대학교,예체능계열,1343,1275,105.3
2021,경희대학교,의학계열,1183,1192,99.2
2021,경희대학교,인문사회계열,11879,6904,172.1
2021,경희대학교,자연과학계열,4663,4160,112.1
2021,경희대학교,예체능계열,4335,3428,126.5
2021,경희대학교,공학계열,4522,3999,113.1
2021,계명대학교,자연과학계열,2598,2392,108.6
2021,계명대학교,인문사회계열,10782,9041,119.3
2021,계명대학교,예체능계열,3663,3337,109.8
2021,계명대학교,공학계열,3966,3648,108.7
2021,계명대학교,의학계열,293,304,96.4
2021,고려대학교,의학계열,430,424,101.4
2021,고려대학교,공학계열,4687,3602,130.1
2021,고려대학교,예체능계열,609,520,117.1
2021,고려대학교,자연과학계열,3601,3352,107.4
2021,고려대학교,인문사회계열,10720,7640,140.3
2021,고려대학교(세종) _분교,인문사회계열,3136,2360,132.9
2021,고려대학교(세종) _분교,자연과학계열,939,866,108.4
2021,고려대학교(세종) _분교,예체능계열,447,372,120.2
2021,고려대학교(세종) _분교,공학계열,2077,1910,108.7
2021,고신대학교,의학계열,303,304,99.7
2021,고신대학교,예체능계열,234,260,90
2021,고신대학교,인문사회계열,1909,1765,108.2
2021,고신대학교,자연과학계열,1335,1367,97.7
2021,공주교육대학교,인문사회계열,625,1416,44.1
2021,공주교육대학교,자연과학계열,469,0,0
2021,공주교육대학교,예체능계열,362,0,0
2021,광신대학교,인문사회계열,364,368,98.9
2021,광신대학교,예체능계열,118,120,98.3
2021,광운대학교,예체능계열,152,148,102.7
2021,광운대학교,자연과학계열,737,560,131.6
2021,광운대학교,인문사회계열,3510,2357,148.9
2021,광운대학교,공학계열,4128,3702,111.5
2021,광주가톨릭대학교,인문사회계열,79,160,49.4
2021,광주과학기술원,공학계열,310,0,0
2021,광주과학기술원,자연과학계열,414,798,51.9
2021,광주교육대학교,예체능계열,320,0,0
2021,광주교육대학교,자연과학계열,430,0,0
2021,광주교육대학교,인문사회계열,580,1304,44.5
2021,광주대학교,인문사회계열,3059,3173,96.4
2021,광주대학교,자연과학계열,1354,1125,120.4
2021,광주대학교,예체능계열,925,715,129.4
2021,광주대학교,공학계열,1357,1587,85.5
2021,광주여자대학교,예체능계열,130,120,108.3
2021,광주여자대학교,인문사회계열,1585,1460,108.6
2021,광주여자대학교,자연과학계열,2064,2025,101.9
2021,국립강릉원주대학교,인문사회계열,2123,1938,109.5
2021,국립강릉원주대학교,의학계열,156,160,97.5
2021,국립강릉원주대학교,자연과학계열,1799,1926,93.4
2021,국립강릉원주대학교,예체능계열,563,587,95.9
2021,국립강릉원주대학교,공학계열,837,842,99.4
2021,국립강릉원주대학교 _제2캠퍼스,공학계열,1206,1178,102.4
2021,국립강릉원주대학교 _제2캠퍼스,인문사회계열,514,481,106.9
2021,국립강릉원주대학교 _제2캠퍼스,자연과학계열,338,300,112.7
2021,국립경국대학교,인문사회계열,1650,1856,88.9
2021,국립경국대학교,자연과학계열,1688,1761,95.9
2021,국립경국대학교,공학계열,1729,1871,92.4
2021,국립경국대학교,예체능계열,290,336,86.3
2021,국립공주대학교,예체능계열,1048,996,105.2
2021,국립공주대학교,공학계열,4416,3541,124.7
2021,국립공주대학교,인문사회계열,3295,3024,109
2021,국립공주대학교,자연과학계열,3632,3416,106.3
2021,국립군산대학교,공학계열,3230,3360,96.1
2021,국립군산대학교,인문사회계열,1904,1716,111
2021,국립군산대학교,자연과학계열,1406,1440,97.6
2021,국립군산대학교,예체능계열,459,424,108.3
2021,국립금오공과대학교,자연과학계열,238,196,121.4
2021,국립금오공과대학교,인문사회계열,171,160,106.9
2021,국립금오공과대학교,공학계열,4906,4493,109.2
2021,국립목포대학교,공학계열,2303,2099,109.7
2021,국립목포대학교,예체능계열,374,380,98.4
2021,국립목포대학교,자연과학계열,1371,1482,92.5
2021,국립목포대학교,인문사회계열,2535,2491,101.8
2021,국립목포해양대학교,공학계열,2565,2764,92.8
2021,국립부경대학교,인문사회계열,5080,3796,133.8
2021,국립부경대학교,자연과학계열,2393,2292,104.4
2021,국립부경대학교,예체능계열,531,484,109.7
2021,국립부경대학교,공학계열,7643,6549,116.7
2021,국립순천대학교,예체능계열,621,629,98.7
2021,국립순천대학교,인문사회계열,2139,1904,112.3
2021,국립순천대학교,자연과학계열,2161,2303,93.8
2021,국립순천대학교,공학계열,1765,1703,103.6
2021,국립창원대학교,공학계열,2553,2245,113.7
2021,국립창원대학교,예체능계열,626,640,97.8
2021,국립창원대학교,자연과학계열,1134,1116,101.6
2021,국립창원대학교,인문사회계열,3488,3036,114.9
2021,국립한국교통대학교,공학계열,4945,4586,107.8
2021,국립한국교통대학교,예체능계열,407,396,102.8
2021,국립한국교통대학교,자연과학계열,775,734,105.6
2021,국립한국교통대학교,인문사회계열,2014,1955,103
2021,국립한국해양대학교,인문사회계열,1480,1126,131.4
2021,국립한국해양대학교,자연과학계열,476,361,131.9
2021,국립한국해양대학교,예체능계열,107,98,109.2
2021,국립한국해양대학교,공학계열,4305,4107,104.8
2021,국립한밭대학교,인문사회계열,2049,1686,121.5
2021,국립한밭대학교,예체능계열,588,499,117.8
2021,국립한밭대학교,공학계열,5889,5223,112.8
2021,국민대학교,예체능계열,2533,2163,117.1
2021,국민대학교,공학계열,4234,3621,116.9
2021,국민대학교,인문사회계열,7133,4534,157.3
2021,국민대학교,자연과학계열,1364,1192,114.4
2021,극동대학교,자연과학계열,952,950,100.2
2021,극동대학교,인문사회계열,898,1039,86.4
2021,극동대학교,공학계열,704,923,76.3
2021,극동대학교,예체능계열,655,734,89.2
2021,금강대학교,인문사회계열,266,475,56
2021,김천대학교,예체능계열,54,75,72
2021,김천대학교,인문사회계열,607,657,92.4
2021,김천대학교,자연과학계열,1967,2104,93.5
2021,김천대학교,공학계열,175,248,70.6
2021,나사렛대학교,예체능계열,849,865,98.2
2021,나사렛대학교,자연과학계열,949,1023,92.8
2021,나사렛대학교,인문사회계열,3023,2896,104.4
2021,남부대학교,인문사회계열,716,524,136.6
2021,남부대학교,자연과학계열,1853,1736,106.7
2021,남부대학교,예체능계열,255,240,106.3
2021,남부대학교,공학계열,323,271,119.2
2021,남서울대학교,자연과학계열,1187,949,125.1
2021,남서울대학교,공학계열,2404,2554,94.1
2021,남서울대학교,인문사회계열,4184,3738,111.9
2021,남서울대학교,예체능계열,1557,1557,100
2021,단국대학교,인문사회계열,5633,4092,137.7
2021,단국대학교,자연과학계열,248,240,103.3
2021,단국대학교,예체능계열,1751,1480,118.3
2021,단국대학교,공학계열,3838,3338,115
2021,단국대학교 _제2캠퍼스,자연과학계열,3846,3690,104.2
2021,단국대학교 _제2캠퍼스,예체능계열,1713,1532,111.8
2021,단국대학교 _제2캠퍼스,공학계열,1370,1224,111.9
2021,단국대학교 _제2캠퍼스,의학계열,407,440,92.5
2021,단국대학교 _제2캠퍼스,인문사회계열,3451,2814,122.6
2021,대구가톨릭대학교,자연과학계열,2855,2804,101.8
2021,대구가톨릭대학교,인문사회계열,4735,4535,104.4
2021,대구가톨릭대학교,의학계열,163,160,101.9
2021,대구가톨릭대학교,공학계열,2517,2772,90.8
2021,대구가톨릭대학교,예체능계열,1467,1487,98.7
2021,대구경북과학기술원,자연과학계열,700,880,79.5
2021,대구교육대학교,인문사회계열,668,1532,43.6
2021,대구교육대학교,자연과학계열,553,0,0
2021,대구교육대학교,예체능계열,351,0,0
2021,대구대학교,인문사회계열,8214,7845,104.7
2021,대구대학교,자연과학계열,3269,3407,95.9
2021,대구대학교,예체능계열,1480,1468,100.8
2021,대구대학교,공학계열,3307,3516,94.1
2021,대구예술대학교,예체능계열,782,1677,46.6
2021,대구한의대학교,의학계열,458,432,106
2021,대구한의대학교,공학계열,1036,1160,89.3
2021,대구한의대학교,예체능계열,531,455,116.7
2021,대구한의대학교,자연과학계열,2878,2821,102
2021,대구한의대학교,인문사회계열,1639,1420,115.4
2021,대신대학교,예체능계열,133,160,83.1
2021,대신대학교,인문사회계열,298,304,98
2021,대전가톨릭대학교,인문사회계열,33,160,20.6
2021,대전대학교,인문사회계열,3964,3792,104.5
2021,대전대학교,자연과학계열,1662,1539,108
2021,대전대학교,공학계열,2060,2188,94.1
2021,대전대학교,예체능계열,615,640,96.1
2021,대전대학교,의학계열,318,288,110.4
2021,대전신학대학교,인문사회계열,75,184,40.8
2021,대진대학교,공학계열,2098,2217,94.6
2021,대진대학교,예체능계열,859,818,105
2021,대진대학교,자연과학계열,933,963,96.9
2021,대진대학교,인문사회계열,3434,3174,108.2
2021,덕성여자대학교,공학계열,836,906,92.3
2021,덕성여자대학교,예체능계열,702,523,134.2
2021,덕성여자대학교,자연과학계열,939,708,132.6
2021,덕성여자대학교,인문사회계열,3131,2634,118.9
2021,동국대학교,예체능계열,1062,840,126.4
2021,동국대학교,자연과학계열,1578,1474,107.1
2021,동국대학교,공학계열,3695,3214,115
2021,동국대학교,인문사회계열,7533,5332,141.3
2021,동국대학교(WISE) _분교,인문사회계열,3912,3669,106.6
2021,동국대학교(WISE) _분교,자연과학계열,1600,1544,103.6
2021,동국대학교(WISE) _분교,예체능계열,505,488,103.5
2021,동국대학교(WISE) _분교,의학계열,397,386,102.8
2021,동국대학교(WISE) _분교,공학계열,1020,1073,95.1
2021,동덕여자대학교,인문사회계열,3155,2645,119.3
2021,동덕여자대학교,자연과학계열,1451,1212,119.7
2021,동덕여자대학교,예체능계열,2524,2331,108.3
2021,동명대학교,공학계열,3308,3485,94.9
2021,동명대학교,예체능계열,688,628,109.6
2021,동명대학교,자연과학계열,672,577,116.5
2021,동명대학교,인문사회계열,2969,2582,115
2021,동서대학교,인문사회계열,3927,3810,103.1
2021,동서대학교,자연과학계열,1222,1040,117.5
2021,동서대학교,예체능계열,1954,1880,103.9
2021,동서대학교,공학계열,2624,2866,91.6
2021,동신대학교,공학계열,1500,1760,85.2
2021,동신대학교,자연과학계열,2057,2070,99.4
2021,동신대학교,인문사회계열,1933,1850,104.5
2021,동신대학교,예체능계열,464,432,107.4
2021,동신대학교,의학계열,184,160,115
2021,동아대학교,인문사회계열,8020,6635,120.9
2021,동아대학교,의학계열,185,196,94.4
2021,동아대학교,공학계열,5374,4865,110.5
2021,동아대학교,예체능계열,1826,1761,103.7
2021,동아대학교,자연과학계열,2876,2923,98.4
2021,동양대학교,예체능계열,775,793,97.7
2021,동양대학교,공학계열,1494,1688,88.5
2021,동양대학교,자연과학계열,288,240,120
2021,동양대학교,인문사회계열,1220,1323,92.2
2021,동의대학교,인문사회계열,5807,4925,117.9
2021,동의대학교,자연과학계열,1892,1790,105.7
2021,동의대학교,예체능계열,1233,1255,98.2
2021,동의대학교,공학계열,5800,6350,91.3
2021,동의대학교,의학계열,181,200,90.5
2021,루터대학교,인문사회계열,351,340,103.2
2021,명지대학교,공학계열,3921,3669,106.9
2021,명지대학교,예체능계열,1378,1293,106.6
2021,명지대학교,자연과학계열,727,720,101
2021,명지대학교 _제2캠퍼스,인문사회계열,7387,4652,158.8
2021,명지대학교 _제2캠퍼스,예체능계열,91,0,0
2021,명지대학교 _제2캠퍼스,공학계열,434,400,108.5
2021,목원대학교,자연과학계열,873,928,94.1
2021,목원대학교,예체능계열,2176,2125,102.4
2021,목원대학교,인문사회계열,3097,3179,97.4
2021,목원대학교,공학계열,1121,1221,91.8
2021,목포가톨릭대학교,인문사회계열,120,126,95.2
2021,목포가톨릭대학교,자연과학계열,379,354,107.1
2021,배재대학교,공학계열,2069,2183,94.8
2021,배재대학교,인문사회계열,3702,3663,101.1
2021,배재대학교,자연과학계열,1507,1565,96.3
2021,배재대학교,예체능계열,808,809,99.9
2021,백석대학교,자연과학계열,3357,3275,102.5
2021,백석대학교,예체능계열,2568,2700,95.1
2021,백석대학교,인문사회계열,5957,5485,108.6
2021,부산가톨릭대학교,인문사회계열,870,841,103.4
2021,부산가톨릭대학교,자연과학계열,2667,2427,109.9
2021,부산가톨릭대학교,공학계열,309,396,78
2021,부산교육대학교,인문사회계열,683,1424,48
2021,부산교육대학교,자연과학계열,460,0,0
2021,부산교육대학교,예체능계열,355,0,0
2021,부산대학교,의학계열,493,500,98.6
2021,부산대학교,인문사회계열,6505,5328,122.1
2021,부산대학교,공학계열,6916,5984,115.6
2021,부산대학교,예체능계열,1504,1260,119.4
2021,부산대학교,자연과학계열,4462,4218,105.8
2021,부산외국어대학교,예체능계열,269,250,107.6
2021,부산외국어대학교,인문사회계열,6509,6179,105.3
2021,부산외국어대학교,공학계열,689,860,80.1
2021,부산장신대학교,인문사회계열,193,215,89.8
2021,삼육대학교,공학계열,805,706,114
2021,삼육대학교,예체능계열,728,659,110.5
2021,삼육대학교,자연과학계열,1856,1656,112.1
2021,삼육대학교,인문사회계열,2075,1623,127.8
2021,상명대학교,공학계열,1024,1085,94.4
2021,상명대학교,예체능계열,839,768,109.2
2021,상명대학교,자연과학계열,1064,878,121.2
2021,상명대학교,인문사회계열,3609,2554,141.3
2021,상명대학교 _제2캠퍼스,인문사회계열,1084,992,109.3
2021,상명대학교 _제2캠퍼스,예체능계열,2380,1966,121.1
2021,상명대학교 _제2캠퍼스,자연과학계열,601,568,105.8
2021,상명대학교 _제2캠퍼스,공학계열,1511,1756,86
2021,상지대학교,인문사회계열,2728,3387,80.5
2021,상지대학교,의학계열,212,240,88.3
2021,상지대학교,공학계열,841,1177,71.5
2021,상지대학교,예체능계열,978,1084,90.2
2021,상지대학교,자연과학계열,1862,2156,86.4
2021,서강대학교,공학계열,1815,1578,115
2021,서강대학교,자연과학계열,889,840,105.8
2021,서강대학교,인문사회계열,5468,3878,141
2021,서경대학교,인문사회계열,2030,1450,140
2021,서경대학교,자연과학계열,359,320,112.2
2021,서경대학교,예체능계열,2436,1746,139.5
2021,서경대학교,공학계열,1675,1560,107.4
2021,서울과학기술대학교,공학계열,6804,5825,116.8
2021,서울과학기술대학교,예체능계열,1256,1012,124.1
2021,서울과학기술대학교,자연과학계열,633,584,108.4
2021,서울과학기술대학교,인문사회계열,1513,960,157.6
2021,서울교육대학교,인문사회계열,1556,1420,109.6
2021,서울기독대학교,예체능계열,172,216,79.6
2021,서울기독대학교,인문사회계열,289,328,88.1
2021,서울대학교,인문사회계열,6259,4612,135.7
2021,서울대학교,공학계열,3660,3140,116.6
2021,서울대학교,의학계열,789,700,112.7
2021,서울대학교,예체능계열,1427,1140,125.2
2021,서울대학교,자연과학계열,3910,3550,110.1
2021,서울시립대학교,예체능계열,640,528,121.2
2021,서울시립대학교,인문사회계열,4325,3092,139.9
2021,서울시립대학교,자연과학계열,829,676,122.6
2021,서울시립대학교,공학계열,3229,2570,125.6
2021,서울신학대학교,공학계열,39,35,111.4
2021,서울신학대학교,예체능계열,390,365,106.8
2021,서울신학대학교,인문사회계열,1784,1563,114.1
2021,서울여자대학교,인문사회계열,3952,3528,112
2021,서울여자대학교,자연과학계열,2386,2160,110.5
2021,서울여자대학교,예체능계열,792,720,110
2021,서울장신대학교,예체능계열,67,108,62
2021,서울장신대학교,인문사회계열,322,344,93.6
2021,서울한영대학교,인문사회계열,639,640,99.8
2021,서울한영대학교,예체능계열,46,80,57.5
2021,서원대학교,공학계열,1607,1630,98.6
2021,서원대학교,예체능계열,799,794,100.6
2021,서원대학교,자연과학계열,1146,1120,102.3
2021,서원대학교,인문사회계열,3219,2944,109.3
2021,선문대학교,자연과학계열,1169,1017,114.9
2021,선문대학교,예체능계열,519,460,112.8
2021,선문대학교,공학계열,3272,3549,92.2
2021,선문대학교,인문사회계열,4297,3216,133.6
2021,성결대학교,공학계열,1270,1220,104.1
2021,성결대학교,예체능계열,921,772,119.3
2021,성결대학교,인문사회계열,3227,2920,110.5
2021,성공회대학교,공학계열,578,556,104
2021,성공회대학교,인문사회계열,1478,1452,101.8
2021,성균관대학교,인문사회계열,9739,6126,159
2021,성균관대학교,자연과학계열,1695,1644,103.1
2021,성균관대학교,예체능계열,1579,1152,137.1
2021,성균관대학교,공학계열,5709,4511,126.6
2021,성균관대학교,의학계열,160,148,108.1
2021,성신여자대학교,공학계열,1557,1391,111.9
2021,성신여자대학교,예체능계열,2243,2144,104.6
2021,성신여자대학교,자연과학계열,1474,1313,112.3
2021,성신여자대학교,인문사회계열,3987,3604,110.6
2021,세명대학교,인문사회계열,2808,2972,94.5
2021,세명대학교,자연과학계열,2518,2610,96.5
2021,세명대학교,예체능계열,826,805,102.6
2021,세명대학교,공학계열,945,1093,86.5
2021,세명대학교,의학계열,176,160,110
2021,세종대학교,자연과학계열,671,612,109.6
2021,세종대학교,예체능계열,1251,916,136.6
2021,세종대학교,공학계열,6250,5559,112.4
2021,세종대학교,인문사회계열,3682,2332,157.9
2021,세한대학교,공학계열,433,466,92.9
2021,세한대학교,인문사회계열,1326,1225,108.2
2021,세한대학교,자연과학계열,690,633,109
2021,세한대학교,예체능계열,1152,1286,89.6
2021,송원대학교,인문사회계열,1142,1025,111.4
2021,송원대학교,자연과학계열,789,805,98
2021,송원대학교,예체능계열,413,430,96
2021,송원대학교,공학계열,686,770,89.1
2021,수원가톨릭대학교,인문사회계열,128,360,35.6
2021,수원대학교,공학계열,3047,3092,98.5
2021,수원대학교,예체능계열,2011,2225,90.4
2021,수원대학교,인문사회계열,2597,2241,115.9
2021,수원대학교,자연과학계열,1140,1160,98.3
2021,숙명여자대학교,인문사회계열,5714,4508,126.8
2021,숙명여자대학교,자연과학계열,1365,1256,108.7
2021,숙명여자대학교,예체능계열,1398,1304,107.2
2021,숙명여자대학교,공학계열,1695,1692,100.2
2021,순복음총회신학교,인문사회계열,142,266,53.4
2021,순복음총회신학교,예체능계열,29,42,69
2021,순천향대학교,의학계열,390,372,104.8
2021,순천향대학교,공학계열,3763,3488,107.9
2021,순천향대학교,예체능계열,621,584,106.3
2021,순천향대학교,자연과학계열,2016,1894,106.4
2021,순천향대학교,인문사회계열,3820,3296,115.9
2021,숭실대학교,인문사회계열,7054,4620,152.7
2021,숭실대학교,자연과학계열,901,884,101.9
2021,숭실대학교,예체능계열,373,348,107.2
2021,숭실대학교,공학계열,5464,4903,111.4
2021,신경주대학교,공학계열,11,123,8.9
2021,신경주대학교,예체능계열,197,851,23.1
2021,신경주대학교,자연과학계열,220,619,35.5
2021,신경주대학교,인문사회계열,322,1299,24.8
2021,신라대학교,공학계열,1720,2379,72.3
2021,신라대학교,예체능계열,731,729,100.3
2021,신라대학교,자연과학계열,1690,1640,103
2021,신라대학교,인문사회계열,4200,3883,108.2
2021,신한대학교,공학계열,636,702,90.6
2021,신한대학교,자연과학계열,477,360,132.5
2021,신한대학교,인문사회계열,244,259,94.2
2021,신한대학교 _제2캠퍼스,인문사회계열,2200,1815,121.2
2021,신한대학교 _제2캠퍼스,자연과학계열,1760,1587,110.9
2021,신한대학교 _제2캠퍼스,예체능계열,740,789,93.8
2021,신한대학교 _제2캠퍼스,공학계열,320,300,106.7
2021,아신대학교,인문사회계열,549,718,76.5
2021,아주대학교,의학계열,173,160,108.1
2021,아주대학교,공학계열,5136,4106,125.1
2021,아주대학교,예체능계열,37,48,77.1
2021,아주대학교,자연과학계열,1290,1112,116
2021,아주대학교,인문사회계열,3056,2256,135.5
2021,안양대학교,인문사회계열,2073,1860,111.5
2021,안양대학교,자연과학계열,205,160,128.1
2021,안양대학교,예체능계열,263,260,101.2
2021,안양대학교,공학계열,1785,1756,101.7
2021,안양대학교 _제2캠퍼스,인문사회계열,101,208,48.6
2021,안양대학교 _제2캠퍼스,공학계열,153,315,48.6
2021,연세대학교,공학계열,4451,3779,117.8
2021,연세대학교,인문사회계열,9832,6464,152.1
2021,연세대학교,자연과학계열,3044,2374,128.2
2021,연세대학교,예체능계열,945,831,113.7
2021,연세대학교,의학계열,744,680,109.4
2021,연세대학교(미래) _분교,인문사회계열,2780,2219,125.3
2021,연세대학교(미래) _분교,자연과학계열,2726,2354,115.8
2021,연세대학교(미래) _분교,공학계열,1153,958,120.4
2021,연세대학교(미래) _분교,의학계열,437,372,117.5
2021,영남대학교,인문사회계열,8129,6897,117.9
2021,영남대학교,자연과학계열,3240,3235,100.2
2021,영남대학교,예체능계열,1971,1960,100.6
2021,영남대학교,공학계열,6903,6280,109.9
2021,영남대학교,의학계열,307,304,101
2021,영남신학대학교,인문사회계열,457,460,99.3
2021,영산대학교,인문사회계열,720,835,86.2
2021,영산대학교,자연과학계열,771,640,120.5
2021,영산대학교,예체능계열,270,260,103.8
2021,영산대학교,공학계열,704,920,76.5
2021,영산대학교 _제2캠퍼스,공학계열,20,0,0
2021,영산대학교 _제2캠퍼스,예체능계열,1364,1375,99.2
2021,영산대학교 _제2캠퍼스,자연과학계열,563,550,102.4
2021,영산대학교 _제2캠퍼스,인문사회계열,1656,1420,116.6
2021,영산선학대학교,인문사회계열,34,200,17
2021,예수대학교,인문사회계열,62,61,101.6
2021,예수대학교,자연과학계열,482,445,108.3
2021,예원예술대학교,인문사회계열,8,0,0
2021,예원예술대학교,예체능계열,1059,807,131.2
2021,예원예술대학교 _제2캠퍼스,예체능계열,404,386,104.7
2021,용인대학교,인문사회계열,1376,1316,104.6
2021,용인대학교,자연과학계열,922,983,93.8
2021,용인대학교,예체능계열,3323,3172,104.8
2021,우석대학교,인문사회계열,2987,2471,120.9
2021,우석대학교,예체능계열,978,930,105.2
2021,우석대학교,공학계열,1194,1431,83.4
2021,우석대학교,의학계열,134,120,111.7
2021,우석대학교,자연과학계열,1983,2128,93.2
2021,우송대학교,인문사회계열,4337,3388,128
2021,우송대학교,예체능계열,980,750,130.7
2021,우송대학교,공학계열,2385,2268,105.2
2021,우송대학교,자연과학계열,1706,1610,106
2021,울산과학기술원,인문사회계열,180,145,124.1
2021,울산과학기술원,자연과학계열,202,178,113.5
2021,울산과학기술원,공학계열,1551,1157,134.1
2021,울산대학교,공학계열,4428,3954,112
2021,울산대학교,예체능계열,1190,1260,94.4
2021,울산대학교,자연과학계열,2096,2100,99.8
2021,울산대학교,인문사회계열,4015,3624,110.8
2021,울산대학교,의학계열,159,160,99.4
2021,원광대학교,인문사회계열,4840,4264,113.5
2021,원광대학교,자연과학계열,3759,3843,97.8
2021,원광대학교,예체능계열,1282,1297,98.8
2021,원광대학교,공학계열,3862,4391,88
2021,원광대학교,의학계열,1146,1001,114.5
2021,위덕대학교,공학계열,313,455,68.8
2021,위덕대학교,예체능계열,278,315,88.3
2021,위덕대학교,자연과학계열,848,984,86.2
2021,위덕대학교,인문사회계열,1322,1432,92.3
2021,유원대학교,인문사회계열,1274,1380,92.3
2021,유원대학교,자연과학계열,1141,1160,98.4
2021,유원대학교,예체능계열,274,370,74.1
2021,유원대학교,공학계열,607,780,77.8
2021,을지대학교,자연과학계열,95,80,118.8
2021,을지대학교,의학계열,196,160,122.5
2021,을지대학교 _제2캠퍼스,공학계열,327,350,93.4
2021,을지대학교 _제2캠퍼스,인문사회계열,629,588,107
2021,을지대학교 _제2캠퍼스,자연과학계열,2558,2300,111.2
2021,을지대학교 _제2캠퍼스,예체능계열,205,249,82.3
2021,을지대학교 _제3캠퍼스,자연과학계열,452,428,105.6
2021,을지대학교 _제3캠퍼스,인문사회계열,38,36,105.6
2021,을지대학교 _제3캠퍼스,예체능계열,34,35,97.1
2021,이화여자대학교,자연과학계열,3225,3292,98
2021,이화여자대학교,인문사회계열,7443,5112,145.6
2021,이화여자대학교,의학계열,299,304,98.4
2021,이화여자대학교,공학계열,2339,2071,112.9
2021,이화여자대학교,예체능계열,2622,1976,132.7
2021,인제대학교,의학계열,406,372,109.1
2021,인제대학교,공학계열,3049,3808,80.1
2021,인제대학교,예체능계열,320,300,106.7
2021,인제대학교,인문사회계열,2294,2347,97.7
2021,인제대학교,자연과학계열,2408,2042,117.9
2021,인천가톨릭대학교,인문사회계열,66,71,93
2021,인천가톨릭대학교 _제2캠퍼스,예체능계열,473,433,109.2
2021,인천가톨릭대학교 _제2캠퍼스,자연과학계열,189,160,118.1
2021,인천대학교,공학계열,4587,3988,115
2021,인천대학교,자연과학계열,1149,1058,108.6
2021,인천대학교,예체능계열,949,928,102.3
2021,인천대학교,인문사회계열,4805,3994,120.3
2021,인하대학교,공학계열,7696,6064,126.9
2021,인하대학교,인문사회계열,7320,5404,135.5
2021,인하대학교,자연과학계열,1690,1630,103.7
2021,인하대학교,예체능계열,678,672,100.9
2021,인하대학교,의학계열,198,128,154.7
2021,장로회신학대학교,인문사회계열,424,400,106
2021,장로회신학대학교,예체능계열,208,200,104
2021,전남대학교,인문사회계열,5714,4186,136.5
2021,전남대학교,자연과학계열,5126,4502,113.9
2021,전남대학교,예체능계열,931,848,109.8
2021,전남대학교,공학계열,3810,3220,118.3
2021,전남대학교,의학계열,704,737,95.5
2021,전남대학교 _제2캠퍼스,인문사회계열,544,679,80.1
2021,전남대학교 _제2캠퍼스,자연과학계열,888,1006,88.3
2021,전남대학교 _제2캠퍼스,공학계열,1242,1369,90.7
2021,전북대학교,인문사회계열,5781,4520,127.9
2021,전북대학교,자연과학계열,5144,4706,109.3
2021,전북대학교,공학계열,5575,4962,112.4
2021,전북대학교,의학계열,917,832,110.2
2021,전북대학교,예체능계열,736,650,113.2
2021,전주교육대학교,인문사회계열,484,1140,42.5
2021,전주교육대학교,자연과학계열,388,0,0
2021,전주교육대학교,예체능계열,302,0,0
