기준년도,학교종류,설립구분,상태,지역,학교,대계열,입학정원(A),정원내 모집인원(B),정원내 지원자(C),정원내 입학자(D),충원율(%),경쟁률,충원율_평균,충원율_편차,충원율_표준편차,충원안정성비율
2016,대학교,사립,기존,충남,중부대학교,자연과학계열,308,309,1791,297,96.12,5.8,94.7654,1.3546,16.2742,0.1717
2016,산업대학,사립,기존,충남,청운대학교,공학계열,245,246,2528,245,99.59,10.28,94.2879,5.3021,18.2818,0.1939
2016,산업대학,사립,기존,충남,청운대학교,예체능계열,400,404,3032,378,93.56,7.5,97.0577,-3.4977,8.4253,0.0868
2016,산업대학,사립,기존,충남,청운대학교,인문사회계열,660,655,4884,649,99.08,7.46,93.7027,5.3773,21.465,0.2291
2016,산업대학,사립,기존,충남,청운대학교,자연과학계열,115,116,1325,116,100,11.42,94.7654,5.2346,16.2742,0.1717
2016,대학교,사립,기존,충남,한국기술교육대학교,공학계열,720,720,4288,720,100,5.96,94.2879,5.7121,18.2818,0.1939
2016,대학교,사립,기존,충남,한국기술교육대학교,인문사회계열,126,126,601,126,100,4.77,93.7027,6.2973,21.465,0.2291
2016,대학교,국립,기존,충남,한국전통문화대학교(일반),공학계열,40,40,191,40,100,4.78,99.89,0.11,0.1556,0.0016
2016,대학교,국립,기존,충남,한국전통문화대학교(일반),예체능계열,40,40,122,40,100,3.05,100,0,0,0
2016,대학교,국립,기존,충남,한국전통문화대학교(일반),인문사회계열,40,40,403,32,80,10.07,93.1567,-13.1567,11.394,0.1223
2016,대학교,국립,기존,충남,한국전통문화대학교(일반),자연과학계열,20,20,95,20,100,4.75,99.825,0.175,0.2475,0.0025
2016,대학교,사립,기존,충남,한서대학교,공학계열,403,403,2945,398,98.76,7.31,94.2879,4.4721,18.2818,0.1939
2016,대학교,사립,기존,충남,한서대학교,예체능계열,390,391,3053,389,99.49,7.81,97.0577,2.4323,8.4253,0.0868
2016,대학교,사립,기존,충남,한서대학교,인문사회계열,390,390,6450,383,98.21,16.54,93.7027,4.5073,21.465,0.2291
2016,대학교,사립,기존,충남,한서대학교,자연과학계열,445,445,3699,440,98.88,8.31,94.7654,4.1146,16.2742,0.1717
2016,대학교,사립,기존,충남,호서대학교,공학계열,1103,1107,8304,1106,99.91,7.5,94.2879,5.6221,18.2818,0.1939
2016,대학교,사립,기존,충남,호서대학교,예체능계열,383,383,5019,382,99.74,13.1,97.0577,2.6823,8.4253,0.0868
2016,대학교,사립,기존,충남,호서대학교,인문사회계열,1057,1065,8759,1058,99.34,8.22,93.7027,5.6373,21.465,0.2291
2016,대학교,사립,기존,충남,호서대학교,자연과학계열,383,384,3959,382,99.48,10.31,94.7654,4.7146,16.2742,0.1717
2016,대학교,사립,기존,충북,가톨릭꽃동네대학교,인문사회계열,68,70,122,70,100,1.74,97.5267,2.4733,2.8926,0.0297
2016,대학교,사립,기존,충북,가톨릭꽃동네대학교,자연과학계열,40,40,140,40,100,3.5,98.76,1.24,1.2885,0.013
2016,대학교,사립,기존,충북,건국대학교(글로컬),공학계열,220,221,1362,219,99.1,6.16,98.5386,0.5614,1.4198,0.0144
2016,대학교,사립,기존,충북,건국대학교(글로컬),예체능계열,430,430,5946,430,100,13.83,98.5188,1.4812,2.2836,0.0232
2016,대학교,사립,기존,충북,건국대학교(글로컬),인문사회계열,775,778,4241,763,98.07,5.45,97.5267,0.5433,2.8926,0.0297
2016,대학교,사립,기존,충북,건국대학교(글로컬),자연과학계열,335,335,2225,328,97.91,6.64,98.76,-0.85,1.2885,0.013
2016,대학교,사립,기존,충북,극동대학교,공학계열,178,179,1116,176,98.32,6.23,98.5386,-0.2186,1.4198,0.0144
2016,대학교,사립,기존,충북,극동대학교,예체능계열,213,214,2130,210,98.13,9.95,98.5188,-0.3888,2.2836,0.0232
2016,대학교,사립,기존,충북,극동대학교,인문사회계열,398,400,3100,368,92,7.75,97.5267,-5.5267,2.8926,0.0297
2016,대학교,사립,기존,충북,극동대학교,자연과학계열,235,235,1256,230,97.87,5.34,98.76,-0.89,1.2885,0.013
2016,대학교,사립,기존,충북,서원대학교,공학계열,360,361,2195,361,100,6.08,98.5386,1.4614,1.4198,0.0144
2016,대학교,사립,기존,충북,서원대학교,예체능계열,220,220,2151,220,100,9.78,98.5188,1.4812,2.2836,0.0232
2016,대학교,사립,기존,충북,서원대학교,인문사회계열,797,798,6883,796,99.75,8.63,97.5267,2.2233,2.8926,0.0297
2016,대학교,사립,기존,충북,서원대학교,자연과학계열,270,270,2016,269,99.63,7.47,98.76,0.87,1.2885,0.013
2016,대학교,사립,기존,충북,세명대학교,공학계열,270,273,1424,272,99.63,5.22,98.5386,1.0914,1.4198,0.0144
2016,대학교,사립,기존,충북,세명대학교,예체능계열,200,202,1284,202,100,6.36,98.5188,1.4812,2.2836,0.0232
2016,대학교,사립,기존,충북,세명대학교,인문사회계열,850,856,4073,852,99.53,4.76,97.5267,2.0033,2.8926,0.0297
2016,대학교,사립,기존,충북,세명대학교,자연과학계열,560,562,3658,560,99.64,6.51,98.76,0.88,1.2885,0.013
2016,각종학교(대학),사립,기존,충북,순복음총회신학교,예체능계열,15,15,14,14,93.33,0.93,98.5188,-5.1888,2.2836,0.0232
2016,각종학교(대학),사립,기존,충북,순복음총회신학교,인문사회계열,76,76,71,71,93.42,0.93,97.5267,-4.1067,2.8926,0.0297
2016,대학교,사립,기존,충북,유원대학교,공학계열,210,213,980,204,95.77,4.6,98.5386,-2.7686,1.4198,0.0144
2016,대학교,사립,기존,충북,유원대학교,예체능계열,90,90,302,89,98.89,3.36,98.5188,0.3712,2.2836,0.0232
2016,대학교,사립,기존,충북,유원대학교,인문사회계열,410,415,1757,403,97.11,4.23,97.5267,-0.4167,2.8926,0.0297
2016,대학교,사립,기존,충북,유원대학교,자연과학계열,370,374,2025,360,96.26,5.41,98.76,-2.5,1.2885,0.013
2016,대학교,사립,기존,충북,중원대학교,공학계열,280,282,1461,276,97.87,5.18,98.5386,-0.6686,1.4198,0.0144
2016,대학교,사립,기존,충북,중원대학교,예체능계열,145,147,495,147,100,3.37,98.5188,1.4812,2.2836,0.0232
2016,대학교,사립,기존,충북,중원대학교,인문사회계열,324,329,2038,325,98.78,6.19,97.5267,1.2533,2.8926,0.0297
2016,대학교,사립,기존,충북,중원대학교,자연과학계열,295,297,1556,295,99.33,5.24,98.76,0.57,1.2885,0.013
2016,교육대학,국립,기존,충북,청주교육대학교,인문사회계열,286,286,1956,0,0,6.84,74.835,-74.835,49.8902,0.6667
2016,대학교,사립,기존,충북,청주대학교,공학계열,649,654,3545,648,99.08,5.42,98.5386,0.5414,1.4198,0.0144
2016,대학교,사립,기존,충북,청주대학교,예체능계열,408,409,5160,400,97.8,12.62,98.5188,-0.7188,2.2836,0.0232
2016,대학교,사립,기존,충북,청주대학교,인문사회계열,1183,1194,5461,1183,99.08,4.57,97.5267,1.5533,2.8926,0.0297
2016,대학교,사립,기존,충북,청주대학교,자연과학계열,532,533,3369,530,99.44,6.32,98.76,0.68,1.2885,0.013
2016,대학교,국립,기존,충북,충북대학교,공학계열,901,902,7810,901,99.89,8.66,99.8233,0.0667,0.2178,0.0022
2016,대학교,국립,기존,충북,충북대학교,예체능계열,66,66,414,66,100,6.27,100,0,0,0
2016,대학교,국립,기존,충북,충북대학교,인문사회계열,917,920,8397,917,99.67,9.13,74.835,24.835,49.8902,0.6667
2016,대학교,국립,기존,충북,충북대학교,자연과학계열,901,901,7506,900,99.89,8.33,99.5967,0.2933,0.6058,0.0061
2016,대학교,국립,기존,충북,한국교원대학교,공학계열,20,20,289,20,100,14.45,99.8233,0.1767,0.2178,0.0022
2016,대학교,국립,기존,충북,한국교원대학교,예체능계열,59,59,501,59,100,8.49,100,0,0,0
2016,대학교,국립,기존,충북,한국교원대학교,인문사회계열,305,305,3480,304,99.67,11.41,74.835,24.835,49.8902,0.6667
2016,대학교,국립,기존,충북,한국교원대학교,자연과학계열,162,162,1105,162,100,6.82,99.5967,0.4033,0.6058,0.0061
2016,대학교,국립,기존,충북,한국교통대학교,공학계열,1199,1203,6989,1198,99.58,5.81,99.8233,-0.2433,0.2178,0.0022
2016,대학교,국립,기존,충북,한국교통대학교,예체능계열,99,101,683,101,100,6.76,100,0,0,0
2016,대학교,국립,기존,충북,한국교통대학교,인문사회계열,475,479,3770,479,100,7.87,74.835,25.165,49.8902,0.6667
2016,대학교,국립,기존,충북,한국교통대학교,자연과학계열,180,182,1638,180,98.9,9,99.5967,-0.6967,0.6058,0.0061
2017,대학교,사립,기존,강원,가톨릭관동대학교,공학계열,415,419,1742,417,99.52,4.16,85.6029,13.9171,36.098,0.4217
2017,대학교,사립,기존,강원,가톨릭관동대학교,예체능계열,420,420,1888,401,95.48,4.5,89.2486,6.2314,21.1455,0.2369
2017,대학교,사립,기존,강원,가톨릭관동대학교,인문사회계열,988,1002,4150,996,99.4,4.14,85.4586,13.9414,32.9662,0.3858
2017,대학교,사립,기존,강원,가톨릭관동대학교,자연과학계열,282,285,2494,284,99.65,8.75,93.92,5.73,14.2367,0.1516
2017,대학교,국립,기존,강원,강릉원주대학교,공학계열,242,243,1222,242,99.59,5.03,99.6,-0.01,0.3751,0.0038
2017,대학교,국립,기존,강원,강릉원주대학교,예체능계열,122,122,467,122,100,3.83,100,0,0,0
2017,대학교,국립,기존,강원,강릉원주대학교,인문사회계열,483,485,2250,484,99.79,4.64,79.67,20.12,44.5381,0.559
2017,대학교,국립,기존,강원,강릉원주대학교,자연과학계열,497,503,2776,501,99.6,5.52,98.95,0.65,1.1026,0.0111
2017,대학교,국립,기존,강원,강릉원주대학교 _제2캠퍼스,공학계열,294,297,1844,297,100,6.21,99.6,0.4,0.3751,0.0038
2017,대학교,국립,기존,강원,강릉원주대학교 _제2캠퍼스,인문사회계열,120,120,746,120,100,6.22,79.67,20.33,44.5381,0.559
2017,대학교,국립,기존,강원,강릉원주대학교 _제2캠퍼스,자연과학계열,75,75,599,73,97.33,7.99,98.95,-1.62,1.1026,0.0111
2017,대학교,국립,기존,강원,강원대학교,공학계열,687,694,6161,692,99.71,8.88,99.6,0.11,0.3751,0.0038
2017,대학교,국립,기존,강원,강원대학교,예체능계열,159,160,609,160,100,3.81,100,0,0,0
2017,대학교,국립,기존,강원,강원대학교,인문사회계열,1019,1023,7750,1017,99.41,7.58,79.67,19.74,44.5381,0.559
2017,대학교,국립,기존,강원,강원대학교,자연과학계열,1093,1097,8874,1088,99.18,8.09,98.95,0.23,1.1026,0.0111
2017,대학교,국립,기존,강원,강원대학교 _제2캠퍼스,공학계열,773,779,3499,772,99.1,4.49,99.6,-0.5,0.3751,0.0038
2017,대학교,국립,기존,강원,강원대학교 _제2캠퍼스,예체능계열,205,205,910,205,100,4.44,100,0,0,0
2017,대학교,국립,기존,강원,강원대학교 _제2캠퍼스,인문사회계열,233,234,1097,232,99.15,4.69,79.67,19.48,44.5381,0.559
2017,대학교,국립,기존,강원,강원대학교 _제2캠퍼스,자연과학계열,318,320,2143,319,99.69,6.7,98.95,0.74,1.1026,0.0111
2017,대학교,사립,기존,강원,경동대학교,공학계열,113,116,682,115,99.14,5.88,85.6029,13.5371,36.098,0.4217
2017,대학교,사립,기존,강원,경동대학교,예체능계열,40,36,241,36,100,6.69,89.2486,10.7514,21.1455,0.2369
2017,대학교,사립,기존,강원,경동대학교,인문사회계열,467,468,2352,462,98.72,5.03,85.4586,13.2614,32.9662,0.3858
2017,대학교,사립,기존,강원,경동대학교,자연과학계열,865,835,5296,833,99.76,6.34,93.92,5.84,14.2367,0.1516
2017,대학교,사립,기존,강원,상지대학교,공학계열,223,225,775,221,98.22,3.44,85.6029,12.6171,36.098,0.4217
2017,대학교,사립,기존,강원,상지대학교,예체능계열,219,219,1180,213,97.26,5.39,89.2486,8.0114,21.1455,0.2369
2017,대학교,사립,기존,강원,상지대학교,인문사회계열,765,773,2206,697,90.17,2.85,85.4586,4.7114,32.9662,0.3858
2017,대학교,사립,기존,강원,상지대학교,자연과학계열,500,503,3223,501,99.6,6.41,93.92,5.68,14.2367,0.1516
2017,대학교,사립,기존,강원,연세대학교(미래),공학계열,220,222,1501,221,99.55,6.76,85.6029,13.9471,36.098,0.4217
2017,대학교,사립,기존,강원,연세대학교(미래),예체능계열,76,76,477,76,100,6.28,89.2486,10.7514,21.1455,0.2369
2017,대학교,사립,기존,강원,연세대학교(미래),인문사회계열,580,581,3437,578,99.48,5.92,85.4586,14.0214,32.9662,0.3858
2017,대학교,사립,기존,강원,연세대학교(미래),자연과학계열,590,592,8247,591,99.83,13.93,93.92,5.91,14.2367,0.1516
2017,교육대학,국립,기존,강원,춘천교육대학교,인문사회계열,321,321,2767,0,0,8.62,79.67,-79.67,44.5381,0.559
2017,대학교,사립,기존,강원,한라대학교,공학계열,490,491,2441,491,100,4.97,85.6029,14.3971,36.098,0.4217
2017,대학교,사립,기존,강원,한라대학교,예체능계열,40,40,149,36,90,3.72,89.2486,0.7514,21.1455,0.2369
2017,대학교,사립,기존,강원,한라대학교,인문사회계열,365,366,2028,366,100,5.54,85.4586,14.5414,32.9662,0.3858
2017,대학교,사립,기존,강원,한림대학교,공학계열,207,208,932,206,99.04,4.48,85.6029,13.4371,36.098,0.4217
2017,대학교,사립,기존,강원,한림대학교,예체능계열,53,53,240,53,100,4.53,89.2486,10.7514,21.1455,0.2369
2017,대학교,사립,기존,강원,한림대학교,인문사회계열,890,895,3885,889,99.33,4.34,85.4586,13.8714,32.9662,0.3858
2017,대학교,사립,기존,강원,한림대학교,자연과학계열,561,561,3231,560,99.82,5.76,93.92,5.9,14.2367,0.1516
2017,대학교,사립,기존,강원,한중대학교,공학계열,105,80,27,3,3.75,0.34,85.6029,-81.8529,36.098,0.4217
2017,대학교,사립,기존,강원,한중대학교,예체능계열,135,100,137,42,42,1.37,89.2486,-47.2486,21.1455,0.2369
2017,대학교,사립,기존,강원,한중대학교,인문사회계열,212,189,93,21,11.11,0.49,85.4586,-74.3486,32.9662,0.3858
2017,대학교,사립,기존,강원,한중대학교,자연과학계열,120,111,210,72,64.86,1.89,93.92,-29.06,14.2367,0.1516
2017,대학교,사립,기존,경기,가천대학교,공학계열,1160,1163,20589,1161,99.83,17.7,97.9032,1.9268,8.3342,0.0851
2017,대학교,사립,기존,경기,가천대학교,예체능계열,400,399,8901,398,99.75,22.31,97.4308,2.3192,9.0321,0.0927
2017,대학교,사립,기존,경기,가천대학교,인문사회계열,1456,1460,20504,1460,100,14.04,93.174,6.826,17.3476,0.1862
2017,대학교,사립,기존,경기,가천대학교,자연과학계열,738,741,14646,739,99.73,19.77,99.5645,0.1655,0.7288,0.0073
2017,대학교,사립,기존,경기,가톨릭대학교,공학계열,313,314,2801,314,100,8.92,97.9032,2.0968,8.3342,0.0851
2017,대학교,사립,기존,경기,가톨릭대학교,예체능계열,50,50,323,50,100,6.46,97.4308,2.5692,9.0321,0.0927
2017,대학교,사립,기존,경기,가톨릭대학교,인문사회계열,833,836,8214,827,98.92,9.83,93.174,5.746,17.3476,0.1862
2017,대학교,사립,기존,경기,가톨릭대학교,자연과학계열,266,269,1939,267,99.26,7.21,99.5645,-0.3045,0.7288,0.0073
2017,대학교,사립,기존,경기,강남대학교,공학계열,358,361,1854,354,98.06,5.14,97.9032,0.1568,8.3342,0.0851
2017,대학교,사립,기존,경기,강남대학교,예체능계열,152,152,1695,150,98.68,11.15,97.4308,1.2492,9.0321,0.0927
2017,대학교,사립,기존,경기,강남대학교,인문사회계열,1003,1012,6817,1006,99.41,6.74,93.174,6.236,17.3476,0.1862
2017,대학교,사립,기존,경기,경기대학교,공학계열,720,721,8378,721,100,11.62,97.9032,2.0968,8.3342,0.0851
2017,대학교,사립,기존,경기,경기대학교,예체능계열,364,365,2829,365,100,7.75,97.4308,2.5692,9.0321,0.0927
2017,대학교,사립,기존,경기,경기대학교,인문사회계열,1300,1304,14607,1302,99.85,11.2,93.174,6.676,17.3476,0.1862
2017,대학교,사립,기존,경기,경기대학교,자연과학계열,214,216,2283,216,100,10.57,99.5645,0.4355,0.7288,0.0073
2017,대학교,사립,기존,경기,경동대학교,공학계열,66,66,379,66,100,5.74,97.9032,2.0968,8.3342,0.0851
2017,대학교,사립,기존,경기,경동대학교,예체능계열,33,33,159,33,100,4.82,97.4308,2.5692,9.0321,0.0927
2017,대학교,사립,기존,경기,경동대학교,인문사회계열,201,197,923,197,100,4.69,93.174,6.826,17.3476,0.1862
2017,대학교,사립,기존,경기,단국대학교,공학계열,812,815,12117,813,99.75,14.87,97.9032,1.8468,8.3342,0.0851
2017,대학교,사립,기존,경기,단국대학교,예체능계열,370,371,11102,368,99.19,29.92,97.4308,1.7592,9.0321,0.0927
2017,대학교,사립,기존,경기,단국대학교,인문사회계열,1033,1035,12244,1034,99.9,11.83,93.174,6.726,17.3476,0.1862
2017,대학교,사립,기존,경기,단국대학교,자연과학계열,60,61,874,60,98.36,14.33,99.5645,-1.2045,0.7288,0.0073
2017,대학교,사립,기존,경기,대진대학교,공학계열,628,632,3550,631,99.84,5.62,97.9032,1.9368,8.3342,0.0851
2017,대학교,사립,기존,경기,대진대학교,예체능계열,243,244,2710,243,99.59,11.11,97.4308,2.1592,9.0321,0.0927
2017,대학교,사립,기존,경기,대진대학교,인문사회계열,821,827,4494,822,99.4,5.43,93.174,6.226,17.3476,0.1862
2017,대학교,사립,기존,경기,대진대학교,자연과학계열,181,185,1269,183,98.92,6.86,99.5645,-0.6445,0.7288,0.0073
2017,대학교,사립,기존,경기,루터대학교,인문사회계열,70,70,194,70,100,2.77,93.174,6.826,17.3476,0.1862
2017,대학교,사립,기존,경기,루터대학교,자연과학계열,30,30,56,30,100,1.87,99.5645,0.4355,0.7288,0.0073
2017,대학교,사립,기존,경기,명지대학교,공학계열,898,900,7733,900,100,8.59,97.9032,2.0968,8.3342,0.0851
2017,대학교,사립,기존,경기,명지대학교,예체능계열,319,320,5364,319,99.69,16.76,97.4308,2.2592,9.0321,0.0927
2017,대학교,사립,기존,경기,명지대학교,자연과학계열,180,180,1781,180,100,9.89,99.5645,0.4355,0.7288,0.0073
2017,대학교,사립,기존,경기,서울신학대학교,예체능계열,100,100,1275,100,100,12.75,97.4308,2.5692,9.0321,0.0927
2017,대학교,사립,기존,경기,서울신학대학교,인문사회계열,440,440,1827,437,99.32,4.15,93.174,6.146,17.3476,0.1862
2017,대학교,사립,기존,경기,서울장신대학교,예체능계열,30,30,70,30,100,2.33,97.4308,2.5692,9.0321,0.0927
2017,대학교,사립,기존,경기,서울장신대학교,인문사회계열,92,92,315,92,100,3.42,93.174,6.826,17.3476,0.1862
2017,대학교,사립,기존,경기,성결대학교,공학계열,305,306,4322,306,100,14.12,97.9032,2.0968,8.3342,0.0851
2017,대학교,사립,기존,경기,성결대학교,예체능계열,193,193,3911,193,100,20.26,97.4308,2.5692,9.0321,0.0927
2017,대학교,사립,기존,경기,성결대학교,인문사회계열,730,727,7390,727,100,10.17,93.174,6.826,17.3476,0.1862
2017,대학교,사립,기존,경기,수원가톨릭대학교,인문사회계열,90,90,54,31,34.44,0.6,93.174,-58.734,17.3476,0.1862
2017,대학교,사립,기존,경기,수원대학교,공학계열,740,739,6676,738,99.86,9.03,97.9032,1.9568,8.3342,0.0851
2017,대학교,사립,기존,경기,수원대학교,예체능계열,555,552,6738,549,99.46,12.21,97.4308,2.0292,9.0321,0.0927
2017,대학교,사립,기존,경기,수원대학교,인문사회계열,620,624,5516,621,99.52,8.84,93.174,6.346,17.3476,0.1862
2017,대학교,사립,기존,경기,수원대학교,자연과학계열,281,281,2641,280,99.64,9.4,99.5645,0.0755,0.7288,0.0073
2017,대학교,사립,기존,경기,신한대학교,공학계열,243,250,1958,246,98.4,7.83,97.9032,0.4968,8.3342,0.0851
2017,대학교,사립,기존,경기,신한대학교,예체능계열,175,176,2476,175,99.43,14.07,97.4308,1.9992,9.0321,0.0927
2017,대학교,사립,기존,경기,신한대학교,인문사회계열,555,561,3978,556,99.11,7.09,93.174,5.936,17.3476,0.1862
2017,대학교,사립,기존,경기,신한대학교,자연과학계열,480,485,5308,484,99.79,10.94,99.5645,0.2255,0.7288,0.0073
2017,대학교,사립,기존,경기,아신대학교,인문사회계열,186,186,333,178,95.7,1.79,93.174,2.526,17.3476,0.1862
2017,대학교,사립,기존,경기,아주대학교,공학계열,1017,1026,12413,1024,99.81,12.1,97.9032,1.9068,8.3342,0.0851
2017,대학교,사립,기존,경기,아주대학교,인문사회계열,576,578,7399,578,100,12.8,93.174,6.826,17.3476,0.1862
2017,대학교,사립,기존,경기,아주대학교,자연과학계열,268,269,4448,269,100,16.54,99.5645,0.4355,0.7288,0.0073
2017,대학교,사립,기존,경기,안양대학교,공학계열,439,441,4540,440,99.77,10.29,97.9032,1.8668,8.3342,0.0851
2017,대학교,사립,기존,경기,안양대학교,예체능계열,65,66,1851,66,100,28.05,97.4308,2.5692,9.0321,0.0927
2017,대학교,사립,기존,경기,안양대학교,인문사회계열,465,469,4897,463,98.72,10.44,93.174,5.546,17.3476,0.1862
2017,대학교,사립,기존,경기,안양대학교,자연과학계열,40,40,773,40,100,19.32,99.5645,0.4355,0.7288,0.0073
2017,대학교,사립,기존,경기,예원예술대학교,예체능계열,99,100,999,100,100,9.99,97.4308,2.5692,9.0321,0.0927
2017,대학교,사립,기존,경기,용인대학교,예체능계열,807,809,6746,809,100,8.34,97.4308,2.5692,9.0321,0.0927
2017,대학교,사립,기존,경기,용인대학교,인문사회계열,420,423,3064,415,98.11,7.24,93.174,4.936,17.3476,0.1862
2017,대학교,사립,기존,경기,용인대학교,자연과학계열,220,223,1905,219,98.21,8.54,99.5645,-1.3545,0.7288,0.0073
2017,대학교,사립,기존,경기,을지대학교 _제2캠퍼스,공학계열,100,101,1232,101,100,12.2,97.9032,2.0968,8.3342,0.0851
2017,대학교,사립,기존,경기,을지대학교 _제2캠퍼스,예체능계열,71,72,587,72,100,8.15,97.4308,2.5692,9.0321,0.0927
2017,대학교,사립,기존,경기,을지대학교 _제2캠퍼스,인문사회계열,156,156,1768,156,100,11.33,93.174,6.826,17.3476,0.1862
2017,대학교,사립,기존,경기,을지대학교 _제2캠퍼스,자연과학계열,645,651,10847,649,99.69,16.66,99.5645,0.1255,0.7288,0.0073
2017,대학교,사립,기존,경기,중앙대학교,예체능계열,120,743,8467,741,99.73,11.4,97.4308,2.2992,9.0321,0.0927
2017,대학교,사립,기존,경기,중앙대학교,자연과학계열,0,320,2737,318,99.38,8.55,99.5645,-0.1845,0.7288,0.0073
2017,대학교,사립,기존,경기,중앙승가대학교,인문사회계열,120,122,57,47,38.52,0.47,93.174,-54.654,17.3476,0.1862
2017,대학교,사립,기존,경기,차의과학대학교,인문사회계열,246,246,1216,245,99.59,4.94,93.174,6.416,17.3476,0.1862
2017,대학교,사립,기존,경기,차의과학대학교,자연과학계열,264,264,1576,264,100,5.97,99.5645,0.4355,0.7288,0.0073
2017,대학교,사립,기존,경기,칼빈대학교,예체능계열,17,18,49,14,77.78,2.72,97.4308,-19.6508,9.0321,0.0927
2017,대학교,사립,기존,경기,칼빈대학교,인문사회계열,81,83,162,63,75.9,1.95,93.174,-17.274,17.3476,0.1862
2017,대학교,사립,기존,경기,평택대학교,공학계열,210,210,1840,210,100,8.76,97.9032,2.0968,8.3342,0.0851
2017,대학교,사립,기존,경기,평택대학교,예체능계열,155,156,3200,158,101.28,20.51,97.4308,3.8492,9.0321,0.0927
2017,대학교,사립,기존,경기,평택대학교,인문사회계열,370,368,4366,369,100.27,11.86,93.174,7.096,17.3476,0.1862
2017,대학교,사립,기존,경기,평택대학교,자연과학계열,120,119,1188,118,99.16,9.98,99.5645,-0.4045,0.7288,0.0073
2017,대학교,국립,기존,경기,한경국립대학교,공학계열,629,634,3980,630,99.37,6.28,99.37,0,0,0
2017,대학교,국립,기존,경기,한경국립대학교,예체능계열,77,77,439,76,98.7,5.7,98.7,0,0,0
2017,대학교,국립,기존,경기,한경국립대학교,인문사회계열,199,202,1246,201,99.5,6.17,99.5,0,0,0
2017,대학교,국립,기존,경기,한경국립대학교,자연과학계열,297,300,1782,297,99,5.94,99,0,0,0
2017,대학교,사립,기존,경기,한국공학대학교,공학계열,1132,1137,12895,1132,99.56,11.34,97.9032,1.6568,8.3342,0.0851
2017,대학교,사립,기존,경기,한국공학대학교,예체능계열,105,105,976,105,100,9.3,97.4308,2.5692,9.0321,0.0927
2017,대학교,사립,기존,경기,한국공학대학교,인문사회계열,143,145,1335,145,100,9.21,93.174,6.826,17.3476,0.1862
2017,대학교,사립,기존,경기,한국항공대학교,공학계열,590,598,6122,594,99.33,10.24,97.9032,1.4268,8.3342,0.0851
2017,대학교,사립,기존,경기,한국항공대학교,인문사회계열,120,122,879,121,99.18,7.2,93.174,6.006,17.3476,0.1862
2017,대학교,사립,기존,경기,한국항공대학교,자연과학계열,144,144,2075,145,100.69,14.41,99.5645,1.1255,0.7288,0.0073
2017,대학교,사립,기존,경기,한세대학교,공학계열,52,52,556,52,100,10.69,97.9032,2.0968,8.3342,0.0851
2017,대학교,사립,기존,경기,한세대학교,예체능계열,187,188,2853,188,100,15.18,97.4308,2.5692,9.0321,0.0927
2017,대학교,사립,기존,경기,한세대학교,인문사회계열,326,328,2255,326,99.39,6.88,93.174,6.216,17.3476,0.1862
2017,대학교,사립,기존,경기,한세대학교,자연과학계열,25,26,213,26,100,8.19,99.5645,0.4355,0.7288,0.0073
2017,대학교,사립,기존,경기,한신대학교,공학계열,227,227,2670,227,100,11.76,97.9032,2.0968,8.3342,0.0851
2017,대학교,사립,기존,경기,한신대학교,예체능계열,35,35,318,35,100,9.09,97.4308,2.5692,9.0321,0.0927
2017,대학교,사립,기존,경기,한신대학교,인문사회계열,806,809,6555,805,99.51,8.1,93.174,6.336,17.3476,0.1862
2017,대학교,사립,기존,경기,한신대학교,자연과학계열,122,123,1251,123,100,10.17,99.5645,0.4355,0.7288,0.0073
2017,대학교,사립,기존,경기,한양대학교(ERICA),공학계열,885,889,12262,886,99.66,13.79,97.9032,1.7568,8.3342,0.0851
2017,대학교,사립,기존,경기,한양대학교(ERICA),예체능계열,274,274,7172,274,100,26.18,97.4308,2.5692,9.0321,0.0927
2017,대학교,사립,기존,경기,한양대학교(ERICA),인문사회계열,568,575,8421,571,99.3,14.65,93.174,6.126,17.3476,0.1862
2017,대학교,사립,기존,경기,한양대학교(ERICA),자연과학계열,95,97,1394,97,100,14.37,99.5645,0.4355,0.7288,0.0073
2017,대학교,사립,기존,경기,협성대학교,공학계열,151,152,1109,151,99.34,7.3,97.9032,1.4368,8.3342,0.0851
2017,대학교,사립,기존,경기,협성대학교,예체능계열,177,172,2400,172,100,13.95,97.4308,2.5692,9.0321,0.0927
2017,대학교,사립,기존,경기,협성대학교,인문사회계열,629,635,3365,629,99.06,5.3,93.174,5.886,17.3476,0.1862
2017,대학교,사립,기존,경기,협성대학교,자연과학계열,83,83,376,81,97.59,4.53,99.5645,-1.9745,0.7288,0.0073
2017,대학교,사립,기존,경기,화성의과학대학교,공학계열,60,61,231,37,60.66,3.79,97.9032,-37.2432,8.3342,0.0851
2017,대학교,사립,기존,경기,화성의과학대학교,예체능계열,58,58,231,34,58.62,3.98,97.4308,-38.8108,9.0321,0.0927
2017,대학교,사립,기존,경기,화성의과학대학교,인문사회계열,120,124,519,77,62.1,4.19,93.174,-31.074,17.3476,0.1862
2017,대학교,사립,기존,경기,화성의과학대학교,자연과학계열,40,40,427,40,100,10.68,99.5645,0.4355,0.7288,0.0073
2017,대학교,사립,기존,경남,가야대학교(김해),예체능계열,25,26,124,26,100,4.77,99.665,0.335,0.5416,0.0054
2017,대학교,사립,기존,경남,가야대학교(김해),인문사회계열,231,232,1184,213,91.81,5.1,95.51,-3.7,5.4298,0.0569
