기준년도,학교,전임교원수,1인당 학생수(정원기준),1인당 학생수(재학생기준)
2012,을지대학교 ,272.0,4.2,4.2
2012,을지대학교 _제2캠퍼스,134.0,29.8,32.8
2012,이화여자대학교 ,962.0,24.0,26.2
2012,인제대학교 ,329.0,33.9,34.9
2012,인천가톨릭대학교 ,21.0,12.1,9.2
2012,인천가톨릭대학교 _제2캠퍼스,19.0,44.5,36.2
2012,인천대학교 ,390.0,30.7,40.4
2012,인하대학교 ,849.0,23.2,28.0
2012,장로회신학대학교 ,78.0,39.4,40.2
2012,전남대학교 ,1079.0,21.4,24.0
2012,전남대학교 _제2캠퍼스,169.0,22.6,19.7
2012,전북대학교 ,1024.0,22.9,24.8
2012,전주교육대학교 ,55.0,38.5,33.5
2012,전주대학교 ,367.0,34.4,35.0
2012,제주국제대학교 ,73.0,23.0,13.4
2012,제주대학교 ,606.0,20.4,20.8
2012,조선대학교 ,800.0,30.6,31.4
2012,중부대학교 ,295.0,33.0,32.8
2012,중앙대학교 ,798.0,24.5,27.5
2012,중앙대학교 _제2캠퍼스,214.0,35.1,40.7
2012,중앙승가대학교 ,16.0,38.4,22.3
2012,중원대학교 ,87.0,28.8,18.2
2012,진주교육대학교 ,75.0,31.6,27.2
2012,차의과학대학교 ,355.0,5.0,4.7
2012,청운대학교 ,141.0,41.6,43.9
2012,청주교육대학교 ,68.0,35.4,28.5
2012,청주대학교 ,415.0,31.5,33.4
2012,초당대학교 ,118.0,38.4,36.7
2012,총신대학교 ,92.0,46.2,47.9
2012,추계예술대학교 ,52.0,33.1,28.8
2012,춘천교육대학교 ,76.0,35.5,30.0
2012,충남대학교 ,924.0,25.4,28.3
2012,충북대학교 ,743.0,24.2,26.2
2012,칼빈대학교 ,17.0,77.1,59.8
2012,평택대학교 ,138.0,34.9,35.3
2012,포항공과대학교 ,265.0,14.8,16.2
2012,한경국립대학교 ,171.0,35.8,39.2
2012,한국공학대학교 ,194.0,31.3,34.8
2012,한국과학기술원 ,588.0,17.7,19.5
2012,한국교원대학교 ,195.0,38.5,38.4
2012,한국기술교육대학교 ,164.0,26.8,30.2
2012,한국방송통신대학교 ,148.0,1641.8,1085.1
2012,한국성서대학교 ,39.0,32.6,36.6
2012,한국예술종합학교 ,130.0,17.2,17.8
2012,한국외국어대학교 ,381.0,30.1,34.3
2012,한국체육대학교 ,109.0,29.7,29.8
2012,한국침례신학대학교 ,53.0,55.9,52.5
2012,한국항공대학교 ,146.0,30.4,35.1
2012,한남대학교 ,393.0,36.1,36.5
2012,한동대학교 ,121.0,31.5,37.0
2012,한라대학교 ,115.0,35.1,32.9
2012,한림대학교 ,803.0,11.1,12.3
2012,한북대학교 ,56.0,32.8,25.5
2012,한서대학교 ,250.0,32.0,34.1
2012,한성대학교 ,262.0,29.9,33.1
2012,한세대학교 ,112.0,33.4,36.8
2012,한신대학교 ,162.0,36.1,38.0
2012,한양대학교 ,987.0,24.9,27.5
2012,한양대학교(ERICA) _분교,374.0,22.6,26.6
2012,한일장신대학교 ,46.0,39.2,33.9
2012,협성대학교 ,159.0,34.1,33.3
2012,호남대학교 ,239.0,35.8,35.9
2012,호남신학대학교 ,32.0,46.0,41.9
2012,호서대학교 ,422.0,35.1,34.5
2012,호원대학교 ,143.0,40.7,32.8
2012,홍익대학교 ,511.0,30.2,33.6
2012,화성의과학대학교 ,49.0,24.3,16.4
2013,가천대학교 ,812.0,23.6,26.4
2013,가톨릭관동대학교 ,432.0,24.9,23.4
2013,가톨릭꽃동네대학교 ,23.0,27.4,26.8
2013,가톨릭대학교 ,238.0,35.7,38.6
2013,가톨릭대학교 _제2캠퍼스,900.0,3.2,3.1
2013,가톨릭대학교 _제3캠퍼스,26.0,19.9,15.0
2013,감리교신학대학교 ,33.0,54.5,58.7
2013,강남대학교 ,218.0,34.5,37.1
2013,강서대학교 ,49.0,32.7,33.9
2013,강원대학교 ,748.0,24.6,25.5
2013,강원대학교 _제2캠퍼스,199.0,36.1,34.2
2013,건국대학교 ,636.0,29.8,35.8
2013,건국대학교(글로컬) _분교,488.0,16.5,19.1
2013,건양대학교 ,182.0,31.6,32.8
2013,건양대학교 _제2캠퍼스,175.0,16.2,17.7
2013,경기대학교 ,455.0,31.4,34.6
2013,경기대학교 _제2캠퍼스,52.0,41.8,51.8
2013,경남대학교 ,450.0,34.2,33.9
2013,경동대학교 _제3캠퍼스,15.0,31.7,33.5
2013,경북대학교 ,1231.0,24.6,27.3
2013,경상국립대학교 ,808.0,21.7,23.3
2013,경성대학교 ,440.0,31.8,32.7
2013,경인교육대학교 ,130.0,47.1,33.4
2013,경일대학교 ,253.0,29.8,29.7
2013,경희대학교 ,1481.0,20.5,24.2
2013,계명대학교 ,834.0,28.6,31.9
2013,고려대학교 ,1440.0,20.7,23.7
2013,고려대학교(세종) _분교,247.0,30.3,33.9
2013,고신대학교 ,304.0,18.1,18.6
2013,공주교육대학교 ,86.0,28.0,26.9
2013,광신대학교 ,47.0,28.6,24.4
2013,광운대학교 ,326.0,28.6,33.4
2013,광주가톨릭대학교 ,18.0,12.2,6.6
2013,광주과학기술원 ,139.0,15.9,13.5
2013,광주교육대학교 ,75.0,35.0,34.5
2013,광주대학교 ,250.0,32.5,31.5
2013,광주여자대학교 ,136.0,32.1,32.7
2013,국립강릉원주대학교 ,289.0,24.9,24.6
2013,국립강릉원주대학교 _제2캠퍼스,94.0,25.5,24.2
2013,국립경국대학교 ,272.0,28.3,27.6
2013,국립공주대학교 ,547.0,29.8,31.9
2013,국립군산대학교 ,337.0,27.5,26.1
2013,국립금오공과대학교 ,207.0,31.8,37.2
2013,국립목포대학교 ,310.0,29.7,31.5
2013,국립목포해양대학교 ,100.0,26.6,26.1
2013,국립부경대학교 ,586.0,31.1,35.8
2013,국립순천대학교 ,320.0,28.3,27.8
2013,국립창원대학교 ,328.0,31.7,33.2
2013,국립한국해양대학교 ,255.0,26.3,30.6
2013,국민대학교 ,603.0,28.0,32.1
2013,극동대학교 ,147.0,32.9,30.7
2013,금강대학교 ,30.0,20.2,14.6
2013,나사렛대학교 ,177.0,33.0,34.9
2013,남부대학교 ,120.0,31.7,30.5
2013,단국대학교 ,456.0,32.1,35.9
2013,대구가톨릭대학교 ,586.0,25.9,27.3
2013,대구경북과학기술원 ,34.0,13.7,8.4
2013,대구교육대학교 ,93.0,34.4,33.0
2013,대구대학교 ,582.0,36.4,38.6
2013,대구예술대학교 ,53.0,36.2,26.1
2013,대구한의대학교 ,227.0,32.9,32.1
2013,대신대학교 ,27.0,33.0,25.6
2013,대전가톨릭대학교 ,12.0,24.6,13.8
2013,대전대학교 ,351.0,32.4,32.6
2013,대진대학교 ,257.0,33.4,33.9
2013,덕성여자대학교 ,187.0,31.1,37.2
2013,동국대학교 ,667.0,25.1,28.5
2013,동국대학교(WISE) _분교,382.0,23.1,24.9
2013,동덕여자대학교 ,241.0,32.0,35.6
2013,동명대학교 ,264.0,33.3,34.0
2013,동서대학교 ,335.0,32.9,35.3
2013,동신대학교 ,241.0,32.1,31.9
2013,동아대학교 ,823.0,27.2,29.8
2013,동양대학교 ,145.0,34.7,31.7
2013,동의대학교 ,547.0,32.0,34.0
2013,루터대학교 ,21.0,35.5,24.5
2013,명지대학교 ,276.0,30.2,31.7
2013,명지대학교 _제2캠퍼스,218.0,35.1,42.1
2013,목원대학교 ,303.0,33.6,35.2
2013,목포가톨릭대학교 ,18.0,28.9,31.1
2013,배재대학교 ,306.0,33.5,35.9
2013,백석대학교 ,452.0,35.6,37.1
2013,부산가톨릭대학교 ,129.0,31.6,33.5
2013,부산교육대학교 ,76.0,40.7,40.6
2013,부산대학교 ,1264.0,24.5,26.5
2013,부산외국어대학교 ,256.0,36.7,37.4
2013,부산장신대학교 ,22.0,30.4,28.7
2013,삼육대학교 ,184.0,31.5,33.9
2013,상명대학교 ,224.0,33.4,36.3
2013,상지대학교 ,252.0,35.8,33.9
2013,서강대학교 ,444.0,29.7,30.5
2013,서경대학교 ,199.0,31.6,34.3
2013,서울교육대학교 ,95.0,39.3,39.7
2013,서울기독대학교 ,32.0,34.8,31.2
2013,서울대학교 ,2178.0,14.0,15.6
2013,서울시립대학교 ,388.0,28.5,33.0
2013,서울신학대학교 ,96.0,36.9,38.0
2013,서울여자대학교 ,244.0,32.3,35.9
2013,서울장신대학교 ,36.0,27.8,28.6
2013,서울한영대학교 ,41.0,27.2,25.6
2013,서원대학교 ,210.0,35.1,32.8
2013,선문대학교 ,300.0,34.3,36.1
2013,성결대학교 ,196.0,30.8,32.0
2013,성공회대학교 ,82.0,35.9,35.7
2013,성균관대학교 ,1388.0,18.4,21.3
2013,성신여자대학교 ,334.0,31.9,35.2
2013,세명대학교 ,294.0,30.4,30.0
2013,세종대학교 ,418.0,31.1,33.9
2013,세한대학교 ,157.0,30.6,29.8
2013,수원가톨릭대학교 ,14.0,33.7,17.3
2013,수원대학교 ,371.0,34.3,33.7
2013,숙명여자대학교 ,462.0,28.9,30.1
2013,순복음총회신학교 ,13.0,30.8,21.2
2013,순천향대학교 ,801.0,15.2,16.0
2013,숭실대학교 ,515.0,27.8,34.7
2013,신경주대학교 ,162.0,36.9,20.3
2013,신라대학교 ,300.0,35.8,36.1
2013,아신대학교 ,38.0,54.1,41.8
2013,아주대학교 ,644.0,21.7,25.7
2013,안양대학교 ,177.0,32.0,31.1
2013,안양대학교 _제2캠퍼스,20.0,28.0,25.0
2013,연세대학교 ,1600.0,19.0,22.9
2013,연세대학교(미래) _분교,371.0,18.2,22.4
2013,영남대학교 ,872.0,28.8,32.4
2013,영남신학대학교 ,28.0,37.0,37.4
2013,영산대학교 ,122.0,30.5,27.0
2013,영산대학교 _제2캠퍼스,116.0,29.0,35.5
2013,영산선학대학교 ,15.0,13.3,2.7
2013,예수대학교 ,24.0,23.3,25.0
2013,예원예술대학교 ,52.0,24.1,22.0
2013,용인대학교 ,218.0,32.9,34.2
2013,우석대학교 ,280.0,31.6,31.3
2013,울산과학기술원 ,180.0,25.7,18.1
2013,울산대학교 ,1079.0,13.8,15.8
2013,원광대학교 ,781.0,25.0,24.9
2013,위덕대학교 ,126.0,32.0,28.7
2013,유원대학교 ,132.0,33.4,29.8
2013,을지대학교 ,266.0,4.1,4.4
2013,을지대학교 _제2캠퍼스,133.0,30.0,31.7
2013,이화여자대학교 ,997.0,23.1,25.5
2013,인제대학교 ,322.0,34.7,35.2
2013,인천가톨릭대학교 ,22.0,11.4,7.7
2013,인천가톨릭대학교 _제2캠퍼스,18.0,47.2,41.7
2013,인천대학교 ,393.0,33.0,41.9
2013,인하대학교 ,858.0,22.9,27.4
2013,장로회신학대학교 ,75.0,40.9,42.0
2013,전남대학교 ,1087.0,21.2,23.4
2013,전남대학교 _제2캠퍼스,166.0,22.8,20.2
2013,전북대학교 ,1018.0,23.1,24.9
2013,전주교육대학교 ,57.0,36.0,32.3
2013,전주대학교 ,367.0,34.3,34.9
2013,제주대학교 ,607.0,20.4,21.5
2013,조선대학교 ,805.0,30.4,31.8
2013,중부대학교 ,301.0,32.3,32.3
2013,중앙대학교 _제2캠퍼스,211.0,36.6,43.0
2013,중앙승가대학교 ,17.0,36.2,20.3
2013,중원대학교 ,126.0,26.4,17.9
2013,진주교육대학교 ,73.0,31.0,27.8
2013,차의과학대학교 ,360.0,6.2,5.8
2013,청운대학교 ,157.0,37.3,43.6
2013,청주교육대학교 ,66.0,34.9,30.5
2013,청주대학교 ,415.0,31.3,33.1
2013,총신대학교 ,122.0,34.8,35.5
2013,추계예술대학교 ,48.0,33.4,31.2
2013,춘천교육대학교 ,75.0,35.0,32.5
2013,충남대학교 ,923.0,25.4,28.8
2013,충북대학교 ,746.0,24.1,26.4
2013,칼빈대학교 ,18.0,60.1,46.8
2013,평택대학교 ,139.0,34.6,35.0
2013,포항공과대학교 ,267.0,14.9,16.0
2013,한국과학기술원 ,604.0,19.1,20.3
2013,한국교원대학교 ,201.0,37.2,36.4
2013,한국기술교육대학교 ,169.0,26.0,29.4
2013,한국방송통신대학교 ,146.0,1786.3,1065.9
2013,한국성서대학교 ,45.0,28.2,32.3
2013,한국예술종합학교 ,127.0,17.6,19.6
2013,한국외국어대학교 ,382.0,30.1,34.1
2013,한국체육대학교 ,110.0,29.7,30.4
2013,한국침례신학대학교 ,52.0,57.0,54.8
2013,한국항공대학교 ,156.0,28.4,32.4
2013,한남대학교 ,398.0,35.1,36.4
2013,한동대학교 ,126.0,30.2,36.6
2013,한라대학교 ,116.0,34.8,35.0
2013,한림대학교 ,805.0,11.1,12.3
2013,한북대학교 ,21.0,100.7,78.9
2013,한서대학교 ,252.0,31.7,33.7
2013,한성대학교 ,262.0,29.9,32.6
2013,한세대학교 ,114.0,32.7,36.2
2013,한신대학교 ,176.0,33.2,34.3
2013,한양대학교 ,1033.0,23.4,25.1
2013,한양대학교(ERICA) _분교,366.0,24.6,30.1
2013,한일장신대학교 ,47.0,36.3,29.5
2013,협성대학교 ,171.0,31.4,31.0
2013,호남대학교 ,239.0,35.6,36.6
2013,호남신학대학교 ,29.0,50.8,44.7
2013,호서대학교 ,445.0,33.2,33.7
2013,호원대학교 ,157.0,36.6,32.1
2013,홍익대학교 ,513.0,30.1,33.4
2013,화성의과학대학교 ,49.0,25.5,18.1
2014,가야대학교(김해) ,95.0,27.87,28.52
2014,가천대학교 ,845.0,22.69,25.74
2014,가톨릭관동대학교 ,524.0,20.44,19.44
2014,가톨릭꽃동네대학교 ,24.0,26.25,24.83
2014,가톨릭대학교 ,245.0,34.79,37.17
2014,가톨릭대학교 _제2캠퍼스,883.0,3.26,3.22
2014,가톨릭대학교 _제3캠퍼스,26.0,19.15,14.54
2014,감리교신학대학교 ,29.0,56.93,65.83
2014,강남대학교 ,218.0,34.53,37.31
2014,강서대학교 ,49.0,32.71,32.98
2014,강원대학교 ,782.0,23.46,24.6
2014,강원대학교 _제2캠퍼스,197.0,36.42,35.54
2014,건국대학교 ,676.0,28.05,32.59
2014,건국대학교(글로컬) _분교,489.0,16.43,19.49
2014,건양대학교 ,187.0,29.41,31.45
2014,건양대학교 _제2캠퍼스,194.0,15.45,16.82
2014,경기대학교 ,465.0,30.59,33.86
2014,경기대학교 _제2캠퍼스,52.0,41.85,51.33
2014,경남과학기술대학교 ,175.0,33.87,25.83
2014,경남대학교 ,453.0,33.54,33.1
2014,경동대학교 ,112.0,32.8,30.11
2014,경동대학교 _제3캠퍼스,30.0,31.67,32.77
2014,경동대학교 _제4캠퍼스,14.0,21.43,22.86
2014,경북대학교 ,1239.0,24.4,27.59
2014,경상국립대학교 ,811.0,21.63,23.69
2014,경성대학교 ,452.0,30.55,32.73
2014,경운대학교 ,221.0,19.15,13.96
2014,경인교육대학교 ,130.0,47.38,30.48
2014,경일대학교 ,242.0,30.82,31.13
2014,경희대학교 ,1449.0,20.99,24.65
2014,계명대학교 ,845.0,28.19,31.68
2014,고려대학교 ,1431.0,20.96,23.71
2014,고려대학교(세종) _분교,241.0,31.02,34.62
2014,고신대학교 ,298.0,18.93,18.8
2014,공주교육대학교 ,82.0,28.33,27.48
2014,광신대학교 ,49.0,28.41,24.88
2014,광운대학교 ,324.0,28.75,34.46
2014,광주가톨릭대학교 ,16.0,13.75,7.75
2014,광주과학기술원 ,142.0,16.06,14.61
2014,광주교육대학교 ,77.0,33.38,34.74
2014,광주대학교 ,260.0,31.15,32.04
2014,광주여자대학교 ,137.0,31.75,32.8
2014,국립강릉원주대학교 ,293.0,24.35,23.74
2014,국립강릉원주대학교 _제2캠퍼스,88.0,27.05,25.07
2014,국립경국대학교 ,274.0,28.0,28.09
2014,국립공주대학교 ,555.0,28.94,31.67
2014,국립군산대학교 ,341.0,27.15,26.77
2014,국립금오공과대학교 ,211.0,31.19,35.34
2014,국립목포대학교 ,314.0,28.61,31.13
2014,국립목포해양대학교 ,102.0,26.25,26.48
2014,국립부경대학교 ,600.0,30.37,34.94
2014,국립순천대학교 ,318.0,28.45,28.51
2014,국립창원대학교 ,330.0,31.52,32.96
2014,국립한국교통대학교 ,316.0,29.78,27.39
2014,국립한국해양대학교 ,258.0,26.08,30.68
2014,국립한밭대학교 ,252.0,26.26,20.63
2014,국민대학교 ,623.0,26.96,31.08
2014,극동대학교 ,148.0,32.26,29.85
2014,금강대학교 ,28.0,23.93,17.21
2014,김천대학교 ,156.0,25.94,22.22
2014,나사렛대학교 ,178.0,32.77,35.92
2014,남부대학교 ,124.0,30.33,29.7
2014,남서울대학교 ,333.0,23.81,19.14
2014,단국대학교 ,521.0,28.08,31.49
2014,단국대학교 _제2캠퍼스,607.0,20.07,22.99
2014,대구가톨릭대학교 ,634.0,23.8,25.56
2014,대구경북과학기술원 ,60.0,13.58,9.0
2014,대구교육대학교 ,92.0,33.97,32.92
2014,대구대학교 ,565.0,37.44,39.9
2014,대구예술대학교 ,51.0,37.18,29.55
2014,대구한의대학교 ,247.0,30.23,30.42
2014,대신대학교 ,28.0,30.43,23.32
2014,대전가톨릭대학교 ,12.0,24.58,12.17
2014,대전대학교 ,345.0,32.93,32.97
2014,대전신학대학교 ,11.0,36.0,33.36
2014,대진대학교 ,264.0,32.44,33.7
2014,덕성여자대학교 ,191.0,30.41,35.83
2014,동국대학교 ,676.0,24.68,27.99
2014,동국대학교(WISE) _분교,377.0,23.43,25.15
2014,동덕여자대학교 ,245.0,31.22,35.36
2014,동명대학교 ,277.0,30.97,34.05
2014,동서대학교 ,354.0,31.05,33.79
2014,동신대학교 ,271.0,28.52,29.01
2014,동아대학교 ,851.0,26.31,29.14
2014,동양대학교 ,168.0,29.85,29.51
2014,동의대학교 ,582.0,29.92,32.44
2014,루터대학교 ,20.0,31.75,25.45
2014,명지대학교 ,289.0,28.67,30.48
2014,명지대학교 _제2캠퍼스,216.0,34.8,43.26
2014,목원대학교 ,333.0,29.65,30.86
2014,목포가톨릭대학교 ,18.0,28.89,29.94
2014,배재대학교 ,319.0,31.94,34.0
2014,백석대학교 ,475.0,33.75,35.32
2014,부산가톨릭대학교 ,134.0,30.41,32.43
2014,부산교육대학교 ,78.0,38.62,38.36
2014,부산대학교 ,1295.0,23.94,26.39
2014,부산외국어대학교 ,265.0,35.09,37.48
2014,부산장신대학교 ,24.0,29.38,26.46
2014,삼육대학교 ,190.0,30.74,33.8
2014,상명대학교 ,250.0,29.11,33.52
2014,상지대학교 ,273.0,32.84,32.68
2014,서강대학교 ,441.0,29.91,30.37
2014,서경대학교 ,202.0,31.1,34.24
2014,서울과학기술대학교 ,362.0,25.68,19.47
2014,서울교육대학교 ,95.0,41.02,40.53
2014,서울기독대학교 ,32.0,34.47,30.5
2014,서울대학교 ,2209.0,13.9,15.58
2014,서울시립대학교 ,406.0,27.34,32.13
2014,서울신학대학교 ,98.0,36.31,37.83
2014,서울여자대학교 ,245.0,32.14,35.69
2014,서울장신대학교 ,37.0,26.73,27.3
2014,서울한영대학교 ,41.0,27.39,25.93
2014,서원대학교 ,226.0,32.5,33.27
2014,선문대학교 ,354.0,28.96,31.43
2014,성결대학교 ,211.0,28.73,30.11
2014,성공회대학교 ,84.0,35.01,32.8
2014,성균관대학교 ,1396.0,18.26,21.57
2014,성신여자대학교 ,300.0,35.49,38.57
2014,세명대학교 ,290.0,30.74,30.96
2014,세종대학교 ,431.0,30.24,32.78
2014,세한대학교 ,134.0,33.01,31.37
2014,송원대학교 ,81.0,29.63,22.99
2014,수원가톨릭대학교 ,13.0,36.31,16.31
2014,수원대학교 ,361.0,35.23,34.12
2014,숙명여자대학교 ,451.0,29.57,30.31
2014,순복음총회신학교 ,13.0,30.77,19.69
2014,순천향대학교 ,815.0,14.91,15.55
2014,숭실대학교 ,494.0,28.85,33.96
2014,신경주대학교 ,173.0,32.11,15.87
2014,신라대학교 ,329.0,32.19,32.95
2014,신한대학교 ,40.0,9.95,19.0
2014,신한대학교 _제2캠퍼스,156.0,7.18,11.56
2014,아신대학교 ,58.0,35.55,29.02
2014,아주대학교 ,658.0,21.31,25.03
2014,안양대학교 ,174.0,32.56,32.35
2014,안양대학교 _제2캠퍼스,18.0,31.11,28.72
2014,연세대학교 ,1635.0,18.71,22.65
2014,연세대학교(미래) _분교,372.0,18.14,22.52
2014,영남대학교 ,937.0,26.87,30.11
2014,영남신학대학교 ,28.0,37.04,34.68
2014,영산대학교 ,121.0,29.49,27.98
2014,영산대학교 _제2캠퍼스,112.0,31.13,37.72
2014,영산선학대학교 ,15.0,13.33,2.87
2014,예수대학교 ,24.0,23.08,25.54
2014,예원예술대학교 ,34.0,23.97,20.74
2014,예원예술대학교 _제2캠퍼스,22.0,19.82,22.0
2014,용인대학교 ,225.0,31.9,33.64
2014,우석대학교 ,289.0,30.62,32.69
2014,우송대학교 ,283.0,31.99,34.0
2014,울산과학기술원 ,208.0,24.88,18.96
2014,울산대학교 ,1096.0,13.4,15.5
2014,원광대학교 ,743.0,25.53,26.22
2014,위덕대학교 ,127.0,31.61,29.04
2014,유원대학교 ,132.0,33.4,29.12
2014,을지대학교 ,265.0,4.07,4.25
2014,을지대학교 _제2캠퍼스,135.0,29.54,31.04
2014,이화여자대학교 ,997.0,23.07,25.47
2014,인제대학교 ,316.0,35.32,36.16
2014,인천가톨릭대학교 ,19.0,12.89,9.32
2014,인천가톨릭대학교 _제2캠퍼스,19.0,43.95,39.53
2014,인천대학교 ,411.0,31.57,37.18
2014,인하대학교 ,841.0,23.4,27.89
2014,장로회신학대학교 ,80.0,38.39,38.85
2014,전남대학교 ,1094.0,21.15,23.46
2014,전남대학교 _제2캠퍼스,168.0,22.44,20.11
2014,전북대학교 ,1032.0,22.71,24.83
2014,전주교육대학교 ,57.0,34.12,29.7
2014,전주대학교 ,372.0,33.84,35.97
2014,제주국제대학교 ,87.0,29.95,10.26
2014,제주대학교 ,619.0,20.05,21.52
2014,조선대학교 ,870.0,27.99,29.51
2014,중부대학교 ,304.0,31.74,32.16
2014,중앙대학교 ,818.0,24.56,29.03
2014,중앙대학교 _제2캠퍼스,176.0,41.44,44.66
2014,중앙승가대학교 ,16.0,38.44,20.75
2014,중원대학교 ,148.0,26.08,19.84
2014,진주교육대학교 ,72.0,30.29,26.81
2014,차의과학대학교 ,371.0,7.61,6.55
2014,창신대학교 ,52.0,20.38,16.73
2014,청운대학교 ,168.0,34.82,40.35
2014,청주교육대학교 ,68.0,32.88,28.5
2014,청주대학교 ,401.0,32.21,33.66
2014,초당대학교 ,113.0,24.19,20.14
2014,총신대학교 ,126.0,33.7,35.06
2014,추계예술대학교 ,49.0,32.71,29.41
2014,춘천교육대학교 ,73.0,35.25,30.79
2014,충남대학교 ,923.0,25.39,29.06
2014,충북대학교 ,755.0,23.55,26.33
2014,칼빈대학교 ,12.0,77.67,60.5
2014,평택대학교 ,139.0,34.6,35.22
2014,포항공과대학교 ,269.0,18.19,15.1
2014,한경국립대학교 ,175.0,24.67,20.07
2014,한국공학대학교 ,219.0,21.28,14.89
2014,한국과학기술원 ,615.0,20.29,22.17
2014,한국교원대학교 ,199.0,37.48,37.09
2014,한국기술교육대학교 ,174.0,25.3,30.2
2014,한국방송통신대학교 ,151.0,1581.46,942.6
2014,한국성서대학교 ,46.0,27.61,31.91
2014,한국예술종합학교 ,126.0,17.71,22.41
2014,한국외국어대학교 ,649.0,28.59,32.05
2014,한국체육대학교 ,112.0,29.35,29.58
2014,한국침례신학대학교 ,51.0,58.14,57.31
2014,한국항공대학교 ,153.0,28.97,33.84
2014,한남대학교 ,415.0,33.56,35.44
2014,한동대학교 ,130.0,29.28,35.26
2014,한라대학교 ,129.0,31.29,32.36
2014,한림대학교 ,803.0,11.12,12.49
2014,한서대학교 ,303.0,26.42,29.5
2014,한성대학교 ,264.0,29.63,31.85
2014,한세대학교 ,123.0,30.52,33.08
2014,한신대학교 ,178.0,32.84,35.43
2014,한양대학교 ,1005.0,23.66,25.61
2014,한양대학교(ERICA) _분교,388.0,24.51,28.89
2014,한일장신대학교 ,45.0,35.84,29.87
2014,협성대학교 ,169.0,31.62,30.77
2014,호남대학교 ,273.0,30.95,31.0
2014,호남신학대학교 ,37.0,39.62,35.51
2014,호서대학교 ,445.0,33.14,33.93
2014,호원대학교 ,165.0,34.64,32.73
2014,홍익대학교 ,523.0,29.47,32.68
2014,화성의과학대학교 ,51.0,24.43,17.02
2015,가야대학교(김해) ,98.0,30.79,29.1
2015,가천대학교 ,845.0,22.63,25.83
2015,가톨릭관동대학교 ,451.0,23.24,21.84
2015,가톨릭꽃동네대학교 ,22.0,28.64,27.68
2015,가톨릭대학교 ,249.0,34.1,35.7
2015,가톨릭대학교 _제2캠퍼스,872.0,3.36,3.4
2015,가톨릭대학교 _제3캠퍼스,25.0,19.12,13.68
2015,감리교신학대학교 ,29.0,61.17,65.38
2015,강남대학교 ,233.0,31.99,34.11
2015,강서대학교 ,51.0,31.43,31.29
2015,강원대학교 ,801.0,22.93,24.0
2015,강원대학교 _제2캠퍼스,197.0,36.3,34.62
2015,건국대학교 ,706.0,26.88,30.72
2015,건국대학교(글로컬) _분교,492.0,16.3,18.88
2015,건양대학교 ,167.0,26.9,28.84
2015,건양대학교 _제2캠퍼스,237.0,16.44,17.8
2015,경기대학교 ,464.0,30.78,33.7
2015,경기대학교 _제2캠퍼스,50.0,39.28,42.84
2015,경남과학기술대학교 ,174.0,34.12,29.04
2015,경남대학교 ,461.0,32.26,31.31
2015,경동대학교 ,128.0,29.33,26.2
2015,경동대학교 _제3캠퍼스,40.0,35.63,35.23
2015,경동대학교 _제4캠퍼스,32.0,18.75,18.88
2015,경북대학교 ,1239.0,24.45,27.54
2015,경상국립대학교 ,802.0,21.85,23.88
2015,경성대학교 ,434.0,31.32,32.93
2015,경운대학교 ,219.0,24.85,17.76
2015,경인교육대학교 ,131.0,43.78,31.59
2015,경일대학교 ,250.0,29.15,29.94
2015,경희대학교 ,1421.0,21.47,25.42
2015,계명대학교 ,896.0,26.44,29.33
2015,고려대학교 ,1439.0,20.77,23.57
2015,고려대학교(세종) _분교,241.0,31.03,34.59
2015,고신대학교 ,302.0,18.43,18.93
2015,공주교육대학교 ,85.0,26.79,25.35
2015,광신대학교 ,45.0,31.96,25.4
2015,광운대학교 ,331.0,28.14,32.28
2015,광주가톨릭대학교 ,16.0,13.75,8.19
2015,광주과학기술원 ,153.0,15.54,14.92
2015,광주교육대학교 ,79.0,31.9,32.91
2015,광주대학교 ,262.0,30.13,31.24
2015,광주여자대학교 ,140.0,30.25,31.27
2015,국립강릉원주대학교 ,290.0,24.47,23.69
2015,국립강릉원주대학교 _제2캠퍼스,89.0,26.46,25.06
2015,국립경국대학교 ,273.0,28.02,27.55
2015,국립공주대학교 ,555.0,28.95,31.66
2015,국립군산대학교 ,343.0,26.89,27.12
2015,국립금오공과대학교 ,217.0,30.09,34.84
2015,국립목포대학교 ,311.0,28.81,30.1
2015,국립목포해양대학교 ,108.0,25.48,25.76
2015,국립부경대학교 ,592.0,30.72,35.95
2015,국립순천대학교 ,322.0,28.03,27.88
2015,국립창원대학교 ,332.0,31.23,32.46
2015,국립한국교통대학교 ,314.0,30.1,30.05
2015,국립한국해양대학교 ,266.0,25.54,29.5
2015,국립한밭대학교 ,256.0,33.37,26.51
2015,국민대학교 ,633.0,26.66,31.33
2015,극동대학교 ,152.0,30.89,28.77
2015,금강대학교 ,28.0,25.54,19.18
2015,김천대학교 ,150.0,26.61,25.47
2015,나사렛대학교 ,173.0,33.42,35.49
2015,남부대학교 ,123.0,29.56,29.77
2015,남서울대학교 ,348.0,29.53,22.74
2015,단국대학교 ,511.0,28.63,31.65
2015,단국대학교 _제2캠퍼스,673.0,17.83,20.34
2015,대구가톨릭대학교 ,651.0,23.06,24.74
2015,대구경북과학기술원 ,63.0,17.06,13.14
2015,대구교육대학교 ,92.0,33.45,32.86
2015,대구대학교 ,645.0,32.47,34.54
