기준년도,학교,총 편제 정원,가중 평균 재학생 충원율(%)
2023,서강대학교 ,12648.0,96.14999999999999
2023,서경대학교 ,10232.0,95.6
2023,서울과학기술대학교 ,17104.0,97.9
2023,서울교육대학교 ,2840.0,87.0
2023,서울기독대학교 ,1088.0,70.05000000000001
2023,서울대학교 ,26444.0,110.19999999999999
2023,서울디지털대학교 ,20500.0,71.9
2023,서울시립대학교 ,13872.0,109.75
2023,서울신학대학교 ,3746.0,94.80000000000001
2023,서울여자대학교 ,13078.0,92.10000000000001
2023,서울장신대학교 ,868.0,58.300000000000004
2023,서울한영대학교 ,1440.0,74.0
2023,서원대학교 ,12976.0,89.05
2023,선문대학교 ,16484.0,90.45
2023,성결대학교 ,9824.0,98.10000000000001
2023,성공회대학교 ,4016.0,89.94999999999999
2023,성균관대학교 ,27054.0,100.6
2023,성신여자대학교 ,17518.0,92.25
2023,세명대학교 ,14606.0,79.2
2023,세종대학교 ,19074.0,99.69999999999999
2023,세한대학교 ,6730.0,82.85
2023,송원대학교 ,5630.0,82.95
2023,수원가톨릭대학교 ,720.0,31.25
2023,수원대학교 ,17172.0,89.35
2023,숙명여자대학교 ,17420.0,97.4
2023,순복음총회신학교 ,536.0,41.25
2023,순천향대학교 ,19268.0,97.25
2023,숭실대학교 ,21610.0,99.55
2023,신경주대학교 ,6178.0,19.25
2023,신라대학교 ,15820.0,74.35
2023,신한대학교 ,2220.0,85.8
2023,신한대학교 _제2캠퍼스,9212.0,92.5
2023,아신대학교 ,1272.0,50.15
2023,아주대학교 ,15430.0,100.25
2023,안양대학교 ,8018.0,97.1
2023,안양대학교 _제2캠퍼스,1140.0,49.3
2023,연세대학교 ,28400.0,104.4
2023,연세대학교(미래) _분교,11218.0,99.59999999999998
2023,영남대학교 ,37212.0,95.65
2023,영남신학대학교 ,920.0,66.75
2023,영산대학교 ,2375.0,80.9
2023,영산대학교 _제2캠퍼스,3362.0,90.0
2023,예수대학교 ,956.0,94.54999999999998
2023,예원예술대학교 ,1442.0,70.1
2023,예원예술대학교 _제2캠퍼스,732.0,76.9
2023,용인대학교 ,10378.0,95.55
2023,우석대학교 ,13624.0,78.5
2023,우송대학교 ,16032.0,91.3
2023,울산과학기술원 ,3120.0,95.0
2023,울산대학교 ,22218.0,91.0
2023,원광대학교 ,27910.0,85.55
2023,원광디지털대학교 ,9500.0,85.9
2023,위덕대학교 ,5784.0,75.5
2023,유원대학교 ,7000.0,84.25
2023,을지대학교 ,480.0,103.55
2023,을지대학교 _제2캠퍼스,6754.0,98.64999999999999
2023,을지대학교 _제3캠퍼스,1338.0,91.35
2023,이화여자대학교 ,25534.0,100.65
2023,인제대학교 ,15968.0,83.5
2023,인천가톨릭대학교 ,114.0,79.80000000000001
2023,인천가톨릭대학교 _제2캠퍼스,1212.0,91.05000000000001
2023,인천대학교 ,19936.0,100.7
2023,인하대학교 ,28454.0,98.30000000000001
2023,장로회신학대학교 ,1200.0,97.35
2023,전남대학교 ,27726.0,101.5
2023,전남대학교 _제2캠퍼스,6388.0,71.7
2023,전북대학교 ,31588.0,97.35
2023,전주교육대학교 ,2280.0,89.7
2023,전주대학교 ,20386.0,88.8
2023,정석대학 ,400.0,12.75
2023,제주국제대학교 ,2960.0,22.05
2023,제주대학교 ,17420.0,95.4
2023,조선대학교 ,35968.0,90.3
2023,중부대학교 ,15190.0,81.65
2023,중앙대학교 ,26572.0,99.7
2023,중앙대학교 _제2캠퍼스,9584.0,92.05
2023,중앙승가대학교 ,960.0,14.9
2023,중원대학교 ,7036.0,82.75
2023,진주교육대학교 ,2552.0,90.45
2023,차의과학대학교 ,4032.0,96.05
2023,창신대학교 ,3250.0,92.8
2023,청운대학교 ,9560.0,83.9
2023,청주교육대학교 ,2288.0,91.65
2023,청주대학교 ,21204.0,91.2
2023,초당대학교 ,5946.0,82.95
2023,총신대학교 ,2510.0,96.7
2023,추계예술대학교 ,2038.0,98.19999999999999
2023,춘천교육대학교 ,2568.0,92.25
2023,충남대학교 ,29296.0,103.69300245767339
2023,충북대학교 ,22852.0,97.75
2023,칼빈대학교 ,720.0,75.8
2023,평택대학교 ,6540.0,86.0
2023,포항공과대학교 ,2600.0,98.08769230769231
2023,한경국립대학교 ,9186.0,97.95
2023,한국공학대학교 ,11040.0,100.05
2023,한국과학기술원 ,7760.0,86.15
2023,한국교원대학교 ,4368.0,95.05000000000001
2023,한국기술교육대학교 ,6688.0,101.5
2023,한국방송통신대학교 ,440400.0,35.6
2023,한국성서대학교 ,1784.0,98.35
2023,한국에너지공과대학교 ,400.0,87.5
2023,한국예술종합학교 ,3925.0,129.012025477707
2023,한국외국어대학교 ,27016.0,97.8
2023,한국전통문화대학교 ,1120.0,93.2
2023,한국체육대학교 ,4300.0,102.8
2023,한국침례신학대학교 ,2304.0,66.0
2023,한국항공대학교 ,6952.0,96.0
2023,한남대학교 ,21786.0,91.55
2023,한동대학교 ,5832.0,111.9
2023,한라대학교 ,7122.0,75.05000000000001
2023,한림대학교 ,14352.0,94.05000000000001
2023,한서대학교 ,12572.0,90.54999999999998
2023,한성대학교 ,11664.0,97.6
2023,한세대학교 ,4528.0,98.89999999999999
2023,한신대학교 ,9348.0,99.29999999999998
2023,한양대학교 ,23538.0,97.4
2023,한양대학교(ERICA) _분교,15220.0,96.75
2023,한일장신대학교 ,1752.0,81.79999999999998
2023,협성대학교 ,8032.0,88.65
2023,호남대학교 ,12376.0,87.75
2023,호남신학대학교 ,1028.0,80.64999999999999
2023,호서대학교 ,23124.0,94.0
2023,호원대학교 ,8912.0,77.35
2023,홍익대학교 ,19264.0,99.55
2023,홍익대학교 _제2캠퍼스,10448.0,95.55
2023,화성의과학대학교 ,1968.0,36.3
