기준년도,학교명,졸업자 수,진학률
2020,상명대학교 _제2캠퍼스,1388,2.8
2020,상지대학교,1429,2.7
2020,서강대학교,1567,16.5
2020,서경대학교,1461,3.1
2020,서울과학기술대학교,2278,7.4
2020,서울교육대학교,379,2.4
2020,서울기독대학교,102,9.8
2020,서울대학교,3204,29.5
2020,서울시립대학교,1937,7.6
2020,서울신학대학교,529,10.6
2020,서울여자대학교,1384,8.7
2020,서울장신대학교,125,14.4
2020,서울한영대학교,141,5.0
2020,서원대학교,1460,2.9
2020,선문대학교,1987,2.5
2020,성결대학교,1132,3.0
2020,성공회대학교,452,1.8
2020,성균관대학교,4047,14.9
2020,성신여자대학교,1982,7.2
2020,세명대학교,1680,2.0
2020,세종대학교,2614,9.6
2020,세한대학교,727,1.0
2020,송원대학교,579,1.4
2020,수원가톨릭대학교,37,67.6
2020,수원대학교,2124,4.0
2020,숙명여자대학교,2371,10.7
2020,순복음총회신학교,39,12.8
2020,순천향대학교,2371,5.0
2020,숭실대학교,2999,6.7
2020,신경주대학교,270,1.1
2020,신라대학교,2033,2.1
2020,신한대학교,314,2.9
2020,신한대학교 _제2캠퍼스,1324,0.9
2020,아신대학교,183,10.4
2020,아주대학교,2212,12.0
2020,안양대학교,1017,3.6
2020,안양대학교 _제2캠퍼스,70,8.6
2020,연세대학교,3939,18.0
2020,연세대학교(미래) _분교,1601,10.4
2020,영남대학교,5114,5.1
2020,영남신학대학교,71,46.5
2020,영산선학대학교,13,92.3
2020,예수대학교,158,0.0
2020,예원예술대학교,116,2.6
2020,예원예술대학교 _제2캠퍼스,102,0.0
2020,용인대학교,1437,1.9
2020,우석대학교,1410,1.4
2020,우송대학교,2168,1.5
2020,울산과학기술원,606,37.6
2020,울산대학교,2792,4.2
2020,원광대학교,3190,3.2
2020,위덕대학교,630,1.3
2020,유원대학교,790,1.8
2020,을지대학교,167,0.6
2020,을지대학교 _제2캠퍼스,995,2.8
2020,이화여자대학교,3384,15.9
2020,인제대학교,2167,4.2
2020,인천가톨릭대학교,11,72.7
2020,인천가톨릭대학교 _제2캠퍼스,172,8.7
2020,인천대학교,2845,6.4
2020,인하대학교,3941,10.0
2020,장로회신학대학교,141,25.5
2020,전남대학교,3843,7.1
2020,전남대학교 _제2캠퍼스,562,5.9
2020,전북대학교,4030,9.2
2020,전주교육대학교,278,0.0
2020,전주대학교,2458,1.7
2020,제주국제대학교,296,1.4
2020,제주대학교,2143,5.1
2020,조선대학교,4356,5.1
2020,중부대학교,1593,1.6
2020,중앙대학교,3807,9.7
2020,중앙대학교 _제2캠퍼스,1263,13.1
2020,중앙승가대학교,39,41.0
2020,중원대학교,770,2.7
2020,진주교육대학교,334,0.0
2020,차의과학대학교,522,12.1
2020,창신대학교,445,2.9
2020,청운대학교,1548,1.4
2020,청주교육대학교,298,0.7
2020,청주대학교,2382,2.9
2020,초당대학교,731,2.1
2020,총신대학교,410,14.6
2020,추계예술대학교,305,10.2
2020,춘천교육대학교,344,0.3
2020,충남대학교,3936,9.5
2020,충북대학교,3288,9.1
2020,칼빈대학교,92,18.5
2020,평택대학교,882,1.9
2020,포항공과대학교,307,68.7
2020,한경국립대학교,1204,4.9
2020,한국공학대학교,1711,4.3
2020,한국과학기술원,723,56.4
2020,한국교원대학교,601,0.3
2020,한국기술교육대학교,922,7.8
2020,한국성서대학교,230,5.7
2020,한국예술종합학교,511,10.6
2020,한국외국어대학교,3605,6.2
2020,한국전통문화대학교,118,19.5
2020,한국체육대학교,591,2.9
2020,한국침례신학대학교,353,14.7
2020,한국항공대학교,946,8.8
2020,한남대학교,2428,4.3
2020,한동대학교,844,16.2
2020,한라대학교,737,2.4
2020,한림대학교,1899,6.5
2020,한서대학교,1454,2.7
2020,한성대학교,1443,3.2
2020,한세대학교,562,7.1
2020,한신대학교,1002,5.6
2020,한양대학교,3637,14.3
2020,한양대학교(ERICA) _분교,2140,11.8
2020,한일장신대학교,208,9.1
2020,협성대학교,977,2.3
2020,호남대학교,1799,0.9
2020,호남신학대학교,113,33.6
2020,호서대학교,2576,3.5
2020,호원대학교,1208,0.5
2020,홍익대학교,2689,5.5
2020,홍익대학교 _제2캠퍼스,1351,3.3
2020,화성의과학대학교,137,2.9
2019,가야대학교(김해),610,0.2
2019,가천대학교,3863,5.4
2019,가톨릭관동대학교,1863,1.9
2019,가톨릭꽃동네대학교,112,0.9
2019,가톨릭대학교,1616,7.5
2019,가톨릭대학교 _제2캠퍼스,88,0.0
2019,가톨릭대학교 _제3캠퍼스,41,58.5
2019,감리교신학대학교,187,41.2
2019,강남대학교,1574,1.3
2019,강서대학교,288,3.5
2019,강원대학교,3044,10.0
2019,강원대학교 _제2캠퍼스,1344,2.8
2019,건국대학교,3274,9.0
2019,건국대학교(글로컬) _분교,1755,4.7
2019,건양대학교,906,2.5
2019,건양대학교 _제2캠퍼스,898,4.0
2019,경기대학교,2693,4.5
2019,경기대학교 _제2캠퍼스,497,1.8
2019,경남과학기술대학교,1085,3.7
2019,경남대학교,2963,2.3
2019,경동대학교,759,0.9
2019,경동대학교 _제3캠퍼스,564,0.2
2019,경동대학교 _제4캠퍼스,267,1.9
2019,경북대학교,5198,9.6
2019,경상국립대학교,3197,7.1
2019,경성대학교,2834,2.1
2019,경운대학교,1027,0.7
2019,경인교육대학교 _제2캠퍼스,649,0.3
2019,경일대학교,1255,2.5
2019,경희대학교,5812,8.6
2019,계명대학교,4859,5.1
2019,고려대학교,4345,19.1
2019,고려대학교(세종) _분교,1479,9.1
2019,고신대학교,806,8.6
2019,공주교육대학교,375,0.3
2019,광신대학교,125,16.0
2019,광운대학교,1905,9.2
2019,광주가톨릭대학교,20,70.0
2019,광주과학기술원,134,79.9
2019,광주교육대학교,346,0.6
2019,광주대학교,1573,1.5
2019,광주여자대학교,892,2.4
2019,국립강릉원주대학교,1339,6.3
2019,국립강릉원주대학교 _제2캠퍼스,429,2.1
2019,국립경국대학교,1433,5.5
2019,국립공주대학교,3093,5.5
2019,국립군산대학교,1620,4.9
2019,국립금오공과대학교,1490,6.8
2019,국립목포대학교,1423,3.9
2019,국립목포해양대학교,552,0.9
2019,국립부경대학교,3805,6.0
2019,국립순천대학교,1611,4.3
2019,국립창원대학교,1791,5.4
2019,국립한국교통대학교,2048,4.2
2019,국립한국해양대학교,1543,5.2
2019,국립한밭대학교,1942,4.4
2019,국민대학교,3108,8.7
2019,극동대학교,845,1.3
2019,금강대학교,102,2.9
2019,김천대학교,873,1.3
2019,나사렛대학교,1231,2.3
2019,남부대학교,776,1.0
2019,남서울대학교,2251,1.1
2019,단국대학교,2707,6.7
2019,단국대학교 _제2캠퍼스,2813,7.1
2019,대구가톨릭대학교,2905,6.1
2019,대구경북과학기술원,131,86.3
2019,대구교육대학교,411,1.9
2019,대구대학교,4116,3.5
2019,대구예술대학교,268,2.6
2019,대구한의대학교,1710,3.7
2019,대신대학교,100,12.0
2019,대전가톨릭대학교,12,58.3
2019,대전대학교,1902,2.8
2019,대전신학대학교,37,40.5
2019,대진대학교,1644,3.6
2019,덕성여자대학교,1218,4.9
2019,동국대학교,3027,7.5
2019,동국대학교(WISE) _분교,1681,5.5
2019,동덕여자대학교,1621,5.7
2019,동명대학교,1716,1.1
2019,동서대학교,2234,1.4
2019,동신대학교,1527,2.2
2019,동아대학교,4351,4.9
2019,동양대학교,780,1.2
2019,동의대학교,3493,3.0
2019,루터대학교,78,6.4
2019,명지대학교,1615,9.5
2019,명지대학교 _제2캠퍼스,1566,3.6
2019,목원대학교,1782,4.8
2019,목포가톨릭대학교,143,0.0
2019,배재대학교,1798,4.7
2019,백석대학교,2900,2.0
2019,부산가톨릭대학교,1013,1.4
2019,부산교육대학교,395,0.3
2019,부산대학교,4569,9.7
2019,부산외국어대학교,1958,1.6
2019,부산장신대학교,68,23.5
2019,삼육대학교,1324,4.7
2019,상명대학교,1589,5.5
2019,상명대학교 _제2캠퍼스,1380,2.9
2019,상지대학교,1429,1.9
2019,서강대학교,1502,20.1
2019,서경대학교,1337,4.4
2019,서울과학기술대학교,2039,7.3
2019,서울교육대학교,370,4.6
2019,서울기독대학교,87,9.2
2019,서울대학교,3313,28.7
2019,서울시립대학교,1951,8.6
2019,서울신학대학교,460,10.0
2019,서울여자대학교,1645,6.6
2019,서울장신대학교,105,17.1
2019,서울한영대학교,163,1.8
2019,서원대학교,1472,2.6
2019,선문대학교,2113,3.0
2019,성결대학교,1004,3.3
2019,성공회대학교,450,1.3
2019,성균관대학교,3925,13.7
2019,성신여자대학교,2050,5.6
2019,세명대학교,1724,1.5
2019,세종대학교,2584,9.1
2019,세한대학교,745,0.1
2019,송원대학교,587,1.4
2019,수원가톨릭대학교,21,90.5
2019,수원대학교,2168,4.4
2019,숙명여자대학교,2376,8.9
2019,순복음총회신학교,56,10.7
2019,순천향대학교,2425,5.5
2019,숭실대학교,2838,7.1
2019,신경주대학교,355,2.3
2019,신라대학교,2061,3.0
2019,신한대학교,321,0.9
2019,신한대학교 _제2캠퍼스,1315,1.2
2019,아신대학교,146,21.9
2019,아주대학교,2184,13.0
2019,안양대학교,970,3.3
2019,안양대학교 _제2캠퍼스,94,6.4
2019,연세대학교,3921,20.0
2019,연세대학교(미래) _분교,1607,10.7
2019,영남대학교,5075,5.4
2019,영남신학대학교,94,38.3
2019,영산선학대학교,15,66.7
2019,예수대학교,144,1.4
2019,예원예술대학교,100,3.0
2019,예원예술대학교 _제2캠퍼스,103,2.9
2019,용인대학교,1375,1.7
2019,우석대학교,1424,2.9
2019,우송대학교,2034,1.6
2019,울산과학기술원,729,39.9
2019,울산대학교,2794,4.9
2019,원광대학교,3279,3.9
2019,위덕대학교,561,1.2
2019,유원대학교,830,1.0
2019,을지대학교,179,0.6
2019,을지대학교 _제2캠퍼스,1086,3.2
2019,이화여자대학교,3086,16.5
2019,인제대학교,1970,6.4
2019,인천가톨릭대학교,22,77.3
2019,인천가톨릭대학교 _제2캠퍼스,159,8.8
2019,인천대학교,2814,5.9
2019,인하대학교,3703,8.6
2019,장로회신학대학교,163,35.6
2019,전남대학교,3886,6.8
2019,전남대학교 _제2캠퍼스,634,4.9
2019,전북대학교,3890,8.2
2019,전주교육대학교,292,0.0
2019,전주대학교,2458,3.5
2019,제주국제대학교,242,0.8
2019,제주대학교,2080,4.1
2019,조선대학교,4392,4.3
2019,중부대학교,1709,1.9
2019,중앙대학교,3574,9.0
2019,중앙대학교 _제2캠퍼스,1554,10.4
2019,중앙승가대학교,44,52.3
2019,중원대학교,745,4.2
2019,진주교육대학교,336,0.0
2019,차의과학대학교,471,16.6
2019,창신대학교,342,3.5
2019,청운대학교,1487,1.8
2019,청주교육대학교,304,0.3
2019,청주대학교,2655,2.6
2019,초당대학교,722,0.8
2019,총신대학교,450,12.2
2019,추계예술대학교,258,12.0
2019,춘천교육대학교,346,0.3
2019,충남대학교,3922,10.5
2019,충북대학교,3231,9.3
2019,칼빈대학교,95,20.0
2019,평택대학교,957,2.1
2019,포항공과대학교,318,62.6
2019,한경국립대학교,1282,4.4
2019,한국공학대학교,1736,5.2
2019,한국과학기술원,796,61.4
2019,한국교원대학교,579,0.3
2019,한국기술교육대학교,901,5.7
2019,한국성서대학교,246,7.7
2019,한국예술종합학교,469,9.8
2019,한국외국어대학교,3569,6.0
2019,한국전통문화대학교,130,23.1
2019,한국체육대학교,573,3.8
2019,한국침례신학대학교,363,13.5
2019,한국항공대학교,919,9.0
2019,한남대학교,2305,6.6
2019,한동대학교,826,16.8
2019,한라대학교,823,2.3
2019,한림대학교,1647,7.5
2019,한서대학교,1658,2.1
2019,한성대학교,1287,3.2
2019,한세대학교,594,1.0
2019,한신대학교,1059,4.2
2019,한양대학교,3574,12.9
2019,한양대학교(ERICA) _분교,2054,12.3
2019,한일장신대학교,215,12.1
2019,협성대학교,880,6.7
2019,호남대학교,1810,1.6
2019,호남신학대학교,116,21.6
2019,호서대학교,2713,3.8
2019,호원대학교,1340,0.5
2019,홍익대학교,2702,5.2
2019,홍익대학교 _제2캠퍼스,1405,2.8
2019,화성의과학대학교,166,2.4
2018,가야대학교(김해),555,0.0
2018,가천대학교,3877,5.0
2018,가톨릭관동대학교,1734,2.1
2018,가톨릭꽃동네대학교,115,0.9
2018,가톨릭대학교,1591,6.6
2018,가톨릭대학교 _제2캠퍼스,76,0.0
2018,가톨릭대학교 _제3캠퍼스,43,69.8
2018,감리교신학대학교,178,44.4
2018,강남대학교,1597,2.3
2018,강서대학교,265,6.0
2018,강원대학교,3168,9.4
2018,강원대학교 _제2캠퍼스,1352,2.8
2018,건국대학교,3399,8.7
2018,건국대학교(글로컬) _분교,1905,4.8
2018,건양대학교,931,5.5
2018,건양대학교 _제2캠퍼스,850,3.6
2018,경기대학교,2754,3.8
2018,경기대학교 _제2캠퍼스,487,1.0
2018,경남과학기술대학교,1146,2.6
2018,경남대학교,2714,2.5
2018,경동대학교,868,0.7
2018,경동대학교 _제3캠퍼스,483,0.4
2018,경동대학교 _제4캠퍼스,203,1.0
2018,경북대학교,5182,9.3
2018,경상국립대학교,3273,8.0
2018,경성대학교,2854,1.8
2018,경운대학교,951,0.9
2018,경인교육대학교 _제2캠퍼스,622,0.0
2018,경일대학교,1461,2.1
2018,경희대학교,5462,10.2
2018,계명대학교,5010,4.9
2018,고려대학교,4427,16.8
2018,고려대학교(세종) _분교,1624,10.9
2018,고신대학교,831,7.1
2018,공주교육대학교,381,0.5
2018,광신대학교,109,23.9
2018,광운대학교,1822,6.8
2018,광주가톨릭대학교,21,42.9
2018,광주과학기술원,110,69.1
2018,광주교육대학교,348,1.1
2018,광주대학교,1678,1.2
2018,광주여자대학교,984,1.1
2018,국립강릉원주대학교,1299,6.0
2018,국립강릉원주대학교 _제2캠퍼스,433,3.7
2018,국립경국대학교,1320,6.1
2018,국립공주대학교,3295,5.6
2018,국립군산대학교,1687,4.1
2018,국립금오공과대학교,1481,6.8
2018,국립목포대학교,1501,4.1
2018,국립목포해양대학교,565,0.9
2018,국립부경대학교,3694,6.3
2018,국립순천대학교,1546,3.9
2018,국립창원대학교,2080,4.4
2018,국립한국교통대학교,1958,4.5
2018,국립한국해양대학교,1505,5.4
2018,국립한밭대학교,1365,7.4
2018,국민대학교,3132,6.9
2018,극동대학교,841,0.2
2018,금강대학교,102,2.9
2018,김천대학교,879,1.6
2018,나사렛대학교,1252,1.8
2018,남부대학교,764,2.5
2018,남서울대학교,1850,1.0
2018,단국대학교,2388,7.1
2018,단국대학교 _제2캠퍼스,2804,7.1
2018,대구가톨릭대학교,2861,5.6
2018,대구경북과학기술원,96,92.7
2018,대구교육대학교,407,1.0
2018,대구대학교,4278,3.9
2018,대구예술대학교,283,4.2
2018,대구한의대학교,1372,3.7
2018,대신대학교,74,14.9
2018,대전가톨릭대학교,25,80.0
2018,대전대학교,1842,3.7
2018,대전신학대학교,52,32.7
2018,대진대학교,1694,3.8
2018,덕성여자대학교,1145,5.0
2018,동국대학교,2993,7.7
2018,동국대학교(WISE) _분교,1668,4.3
2018,동덕여자대학교,1610,5.5
2018,동명대학교,1697,1.5
2018,동서대학교,2279,1.0
2018,동신대학교,1554,1.7
2018,동아대학교,4415,3.9
2018,동양대학교,886,1.1
2018,동의대학교,3509,2.2
2018,루터대학교,94,13.8
2018,명지대학교,1514,8.7
2018,명지대학교 _제2캠퍼스,1617,3.5
2018,목원대학교,1847,6.8
2018,목포가톨릭대학교,165,0.0
2018,배재대학교,1900,4.4
2018,백석대학교,2898,2.7
2018,부산가톨릭대학교,904,1.8
2018,부산교육대학교,380,0.0
2018,부산대학교,4379,10.7
2018,부산외국어대학교,1899,1.6
2018,부산장신대학교,59,5.1
2018,삼육대학교,1202,3.7
2018,상명대학교,1742,4.6
2018,상명대학교 _제2캠퍼스,1449,3.0
2018,상지대학교,1595,2.1
2018,서강대학교,1642,17.1
2018,서경대학교,1405,3.7
2018,서울과학기술대학교,1339,9.6
2018,서울교육대학교,365,4.7
2018,서울기독대학교,114,5.3
2018,서울대학교,3166,31.3
2018,서울시립대학교,1920,7.7
2018,서울신학대학교,490,9.4
2018,서울여자대학교,1576,8.1
2018,서울장신대학교,113,13.3
2018,서울한영대학교,173,8.1
2018,서원대학교,1682,2.6
2018,선문대학교,1977,2.9
2018,성결대학교,1095,3.2
2018,성공회대학교,478,2.3
2018,성균관대학교,4114,12.4
2018,성신여자대학교,2286,6.9
2018,세명대학교,1794,2.0
2018,세종대학교,2588,7.9
2018,세한대학교,659,0.2
2018,송원대학교,504,1.2
2018,수원가톨릭대학교,39,76.9
2018,수원대학교,2463,4.5
2018,숙명여자대학교,2353,10.0
2018,순복음총회신학교,51,17.6
2018,순천향대학교,2493,5.2
2018,숭실대학교,2707,7.5
2018,신경주대학교,381,0.5
2018,신라대학교,2017,2.7
2018,신한대학교,273,1.8
2018,신한대학교 _제2캠퍼스,1173,0.9
2018,아신대학교,167,13.8
2018,아주대학교,2189,12.1
2018,안양대학교,1045,3.2
2018,안양대학교 _제2캠퍼스,98,5.1
2018,연세대학교,4156,19.3
2018,연세대학교(미래) _분교,1736,10.4
2018,영남대학교,5008,5.5
2018,영남신학대학교,91,28.6
2018,영산선학대학교,11,72.7
2018,예수대학교,144,0.0
2018,예원예술대학교,80,5.0
2018,예원예술대학교 _제2캠퍼스,106,1.9
2018,용인대학교,1446,1.4
2018,우석대학교,1589,2.4
2018,우송대학교,2101,1.2
2018,울산과학기술원,704,40.8
2018,울산대학교,2966,4.4
2018,원광대학교,3268,4.0
2018,위덕대학교,681,1.3
2018,유원대학교,824,2.1
2018,을지대학교,190,3.2
2018,을지대학교 _제2캠퍼스,1028,2.8
2018,이화여자대학교,3293,16.6
2018,인제대학교,2011,5.4
2018,인천가톨릭대학교,14,71.4
2018,인천가톨릭대학교 _제2캠퍼스,183,8.7
2018,인천대학교,2855,5.8
2018,인하대학교,3657,9.4
2018,장로회신학대학교,177,26.6
2018,전남대학교,3767,6.7
2018,전남대학교 _제2캠퍼스,591,5.4
2018,전북대학교,4121,9.2
2018,전주교육대학교,296,0.0
2018,전주대학교,2437,2.7
2018,제주국제대학교,253,0.8
2018,제주대학교,1970,4.4
2018,조선대학교,4401,5.2
2018,중부대학교,1627,2.2
2018,중앙대학교,3574,9.0
2018,중앙대학교 _제2캠퍼스,1648,9.5
2018,중앙승가대학교,55,23.6
2018,중원대학교,568,6.0
2018,진주교육대학교,344,0.0
2018,차의과학대학교,392,12.0
2018,창신대학교,315,0.6
2018,청운대학교,1575,1.3
2018,청주교육대학교,300,1.7
2018,청주대학교,2846,2.6
2018,초당대학교,649,0.5
2018,총신대학교,521,11.9
2018,추계예술대학교,350,4.0
2018,춘천교육대학교,349,0.3
2018,충남대학교,3976,10.1
2018,충북대학교,3310,9.3
2018,칼빈대학교,108,16.7
2018,평택대학교,872,1.1
2018,포항공과대학교,325,68.0
2018,한경국립대학교,740,4.9
2018,한국공학대학교,1106,6.5
2018,한국과학기술원,740,55.7
2018,한국교원대학교,573,0.9
2018,한국기술교육대학교,931,6.0
2018,한국성서대학교,242,7.9
2018,한국예술종합학교,474,8.6
2018,한국외국어대학교,3516,6.5
2018,한국전통문화대학교,122,21.3
2018,한국체육대학교,497,3.6
2018,한국침례신학대학교,385,16.9
2018,한국항공대학교,977,10.3
2018,한남대학교,2496,7.1
2018,한동대학교,877,16.9
2018,한라대학교,820,1.2
2018,한림대학교,1907,5.9
2018,한서대학교,1638,2.0
2018,한성대학교,1452,2.0
2018,한세대학교,582,6.2
2018,한신대학교,1051,4.1
2018,한양대학교,3511,14.7
2018,한양대학교(ERICA) _분교,2075,10.2
2018,한일장신대학교,195,15.9
2018,협성대학교,965,5.2
2018,호남대학교,1782,1.8
2018,호남신학대학교,112,9.8
2018,호서대학교,2825,4.4
2018,호원대학교,1324,1.1
2018,홍익대학교,2573,5.6
2018,홍익대학교 _제2캠퍼스,1367,2.4
2018,화성의과학대학교,163,5.5
2017,가야대학교(김해),603,1.2
2017,가천대학교,4269,5.0
2017,가톨릭관동대학교,2080,1.4
2017,가톨릭꽃동네대학교,109,0.0
2017,가톨릭대학교,1685,6.8
2017,가톨릭대학교 _제2캠퍼스,92,0.0
2017,가톨릭대학교 _제3캠퍼스,55,58.2
2017,감리교신학대학교,196,52.0
2017,강남대학교,1633,1.5
2017,강서대학교,308,6.5
2017,강원대학교,3386,10.1
2017,강원대학교 _제2캠퍼스,1351,3.0
2017,건국대학교,3676,8.2
2017,건국대학교(글로컬) _분교,1954,4.4
2017,건양대학교,972,4.0
2017,건양대학교 _제2캠퍼스,800,3.1
2017,경기대학교,2772,4.0
2017,경기대학교 _제2캠퍼스,440,1.4
2017,경남과학기술대학교,892,2.9
2017,경남대학교,2895,2.5
2017,경동대학교,814,0.2
2017,경동대학교 _제3캠퍼스,427,0.0
2017,경동대학교 _제4캠퍼스,10,0.0
2017,경북대학교,5321,8.9
2017,경상국립대학교,3407,6.5
2017,경성대학교,2992,2.1
2017,경운대학교,662,1.4
2017,경인교육대학교 _제2캠퍼스,646,0.0
2017,경일대학교,1442,2.5
2017,경희대학교,5693,9.1
2017,계명대학교,5397,4.3
2017,고려대학교,4483,17.7
2017,고려대학교(세종) _분교,1840,9.8
2017,고신대학교,808,6.4
2017,공주교육대학교,380,0.3
2017,광신대학교,102,17.6
2017,광운대학교,2020,6.4
2017,광주가톨릭대학교,17,58.8
2017,광주과학기술원,73,82.2
2017,광주교육대학교,353,1.1
2017,광주대학교,1682,2.2
2017,광주여자대학교,941,2.2
2017,국립강릉원주대학교,1290,6.5
2017,국립강릉원주대학교 _제2캠퍼스,474,2.3
2017,국립경국대학교,1545,5.4
2017,국립공주대학교,3316,5.5
2017,국립군산대학교,1763,5.2
2017,국립금오공과대학교,1526,7.3
2017,국립목포대학교,1537,4.2
2017,국립목포해양대학교,578,1.6
2017,국립부경대학교,3823,6.0
2017,국립순천대학교,1714,4.0
2017,국립창원대학교,2452,5.1
2017,국립한국교통대학교,1998,4.1
2017,국립한국해양대학교,1660,5.5
2017,국립한밭대학교,969,5.3
2017,국민대학교,3405,7.9
2017,극동대학교,901,0.6
2017,금강대학교,85,4.7
2017,김천대학교,891,2.1
2017,나사렛대학교,1247,2.6
2017,남부대학교,691,3.0
2017,남서울대학교,1294,1.7
2017,단국대학교,2773,7.0
2017,단국대학교 _제2캠퍼스,3084,6.7
2017,대구가톨릭대학교,3277,5.6
2017,대구교육대학교,433,2.1
2017,대구대학교,4612,4.2
2017,대구예술대학교,282,5.7
2017,대구한의대학교,1697,3.3
2017,대신대학교,83,19.3
2017,대전가톨릭대학교,14,78.6
2017,대전대학교,2070,2.8
2017,대전신학대학교,56,33.9
2017,대진대학교,1669,3.3
2017,덕성여자대학교,1306,6.0
2017,동국대학교,3114,7.3
2017,동국대학교(WISE) _분교,1768,4.9
2017,동덕여자대학교,1814,6.9
2017,동명대학교,1893,2.0
2017,동서대학교,2364,1.8
2017,동신대학교,1579,1.9
2017,동아대학교,4645,4.4
2017,동양대학교,842,2.0
2017,동의대학교,3505,2.9
2017,루터대학교,106,6.6
2017,명지대학교,1576,6.8
2017,명지대학교 _제2캠퍼스,1744,3.2
2017,목원대학교,1880,6.2
2017,목포가톨릭대학교,148,0.0
2017,배재대학교,2002,2.9
2017,백석대학교,3013,2.3
2017,부산가톨릭대학교,1017,1.7
2017,부산교육대학교,390,0.0
2017,부산대학교,4525,12.1
2017,부산외국어대학교,2036,1.8
2017,부산장신대학교,66,6.1
2017,삼육대학교,1396,4.4
2017,상명대학교,1609,6.2
2017,상명대학교 _제2캠퍼스,1477,3.0
2017,상지대학교,1739,1.7
2017,서강대학교,1799,16.8
2017,서경대학교,1469,4.2
2017,전남대학교 _제2캠퍼스,188,0.0
2017,서울과학기술대학교,889,7.3
2017,서울교육대학교,388,7.2
2017,서울기독대학교,126,2.4
2017,서울대학교,3273,32.0
2017,서울시립대학교,1991,8.9
2017,서울신학대학교,488,13.3
2017,서울여자대학교,1824,8.1
2017,서울장신대학교,127,15.0
2017,서울한영대학교,175,9.7
2017,서원대학교,1491,1.7
2017,선문대학교,2061,2.6
2017,성결대학교,1214,4.1
2017,성공회대학교,513,1.6
2017,성균관대학교,4227,15.0
2017,성신여자대학교,2432,6.9
2017,세명대학교,1897,2.2
2017,세종대학교,2596,8.2
2017,세한대학교,702,1.1
2017,송원대학교,429,1.6
2017,수원가톨릭대학교,43,74.4
2017,수원대학교,2280,3.9
2017,숙명여자대학교,2635,9.2
2017,순복음총회신학교,51,21.6
2017,순천향대학교,2476,5.8
2017,숭실대학교,3034,7.2
2017,신경주대학교,588,0.3
2017,신라대학교,2168,2.7
2017,신한대학교 _제2캠퍼스,108,0.9
2017,아신대학교,181,19.9
2017,아주대학교,2441,12.0
2017,안양대학교,983,3.6
2017,안양대학교 _제2캠퍼스,97,6.2
2017,연세대학교,4229,20.5
2017,연세대학교(미래) _분교,1807,9.9
2017,영남대학교,5350,5.5
2017,영남신학대학교,98,32.7
2017,영산선학대학교,8,75.0
2017,예수대학교,153,0.0
2017,예원예술대학교,90,5.6
2017,예원예술대학교 _제2캠퍼스,109,0.0
2017,용인대학교,1394,1.9
2017,우석대학교,1632,2.5
2017,우송대학교,2157,1.3
2017,울산과학기술원,636,52.2
2017,울산대학교,3221,4.1
2017,원광대학교,3562,2.9
2017,위덕대학교,620,1.8
2017,유원대학교,787,1.9
2017,을지대학교,198,3.0
2017,을지대학교 _제2캠퍼스,1044,2.0
2017,이화여자대학교,3429,17.7
2017,인제대학교,2204,6.3
2017,인천가톨릭대학교,16,68.8
2017,인천가톨릭대학교 _제2캠퍼스,204,3.9
2017,인천대학교,2999,6.2
2017,인하대학교,3981,9.0
2017,장로회신학대학교,134,36.6
2017,전남대학교,3840,8.3
2017,전남대학교 _제2캠퍼스,625,5.3
2017,전북대학교,4227,8.6
2017,전주교육대학교,294,0.0
2017,전주대학교,2510,2.9
2017,제주국제대학교,304,1.6
2017,제주대학교,2018,4.2
2017,조선대학교,4470,6.2
2017,중부대학교,1608,2.1
2017,중앙대학교,3577,9.1
2017,중앙대학교 _제2캠퍼스,1786,9.8
2017,중앙승가대학교,56,25.0
2017,중원대학교,478,7.1
2017,진주교육대학교,325,0.0
2017,차의과학대학교,291,16.2
2017,창신대학교,280,1.4
2017,청운대학교,1511,1.1
2017,청주교육대학교,313,0.3
2017,청주대학교,3021,2.7
2017,초당대학교,590,0.8
2017,총신대학교,493,16.2
2017,추계예술대학교,255,6.3
2017,춘천교육대학교,335,0.0
2017,충남대학교,4158,11.1
2017,충북대학교,3397,8.8
2017,칼빈대학교,97,13.4
2017,평택대학교,886,1.1
2017,포항공과대학교,297,59.6
2017,한경국립대학교,536,3.4
2017,한국공학대학교,664,4.1
2017,한국과학기술원,793,55.7
2017,한국교원대학교,560,1.3
2017,한국기술교육대학교,912,8.0
2017,한국성서대학교,217,6.0
2017,한국예술종합학교,526,9.5
2017,한국외국어대학교,3844,6.8
2017,한국전통문화대학교,145,15.9
2017,한국체육대학교,539,3.2
2017,한국침례신학대학교,353,16.1
2017,한국항공대학교,1010,8.7
2017,한남대학교,2719,5.4
2017,한동대학교,842,16.3
2017,한라대학교,830,1.3
2017,한림대학교,1856,5.7
2017,한서대학교,1723,1.0
2017,한성대학교,1490,1.5
2017,한세대학교,587,3.4
2017,한신대학교,1139,4.7
2017,한양대학교,3673,14.5
2017,한양대학교(ERICA) _분교,2463,10.6
2017,한일장신대학교,193,14.0
2017,협성대학교,1016,5.8
2017,호남대학교,1799,2.2
2017,호남신학대학교,122,23.0
2017,호서대학교,2966,4.4
2017,호원대학교,1263,0.8
2017,홍익대학교,2737,6.8
2017,홍익대학교 _제2캠퍼스,1507,3.5
2017,화성의과학대학교,182,5.5
2016,가야대학교(김해),596,0.8
2016,가천대학교,4330,4.8
