기준연도,학교종류,설립구분,지역,상태,학교명,단과대학,학과(전공),구분,학과특성,졸업자(A),취업자(B),진학자(C),입대자(D),취업불가능자(E),외국인유학생(F),제외인정자(G),기타,미상,취업률(%)[B/{A-(C+D+E+F+G)x100,입학 당시 기취업자,교내취업자
2023.0,대학교,사립,경남,기존,가야대학교(김해),단과대구분없음,간호학과,주간,일반과정,177.0,152.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,85.9,23.0,2.0
2023.0,대학교,사립,경남,기존,가야대학교(김해),단과대구분없음,경영물류학과,주간,일반과정,30.0,19.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,70.4,0.0,0.0
2023.0,대학교,사립,경남,기존,가야대학교(김해),단과대구분없음,경찰소방학과,주간,일반과정,17.0,5.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,31.3,0.0,2.0
2023.0,대학교,사립,경남,기존,가야대학교(김해),단과대구분없음,귀금속주얼리학과,주간,일반과정,21.0,11.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,57.9,0.0,1.0
2023.0,대학교,사립,경남,기존,가야대학교(김해),단과대구분없음,물리치료학과,주간,일반과정,53.0,47.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,88.7,4.0,0.0
2023.0,대학교,사립,경남,기존,가야대학교(김해),단과대구분없음,방사선학과,주간,일반과정,44.0,35.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,81.4,1.0,0.0
2023.0,대학교,사립,경남,기존,가야대학교(김해),단과대구분없음,사회복지학과,주간,일반과정,69.0,49.0,1.0,1.0,0.0,0.0,2.0,16.0,0.0,75.4,8.0,3.0
2023.0,대학교,사립,경남,기존,가야대학교(김해),단과대구분없음,스포츠재활복지학부,주간,일반과정,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0
2023.0,대학교,사립,경남,기존,가야대학교(김해),단과대구분없음,안경광학과,주간,일반과정,25.0,20.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,83.3,0.0,0.0
2023.0,대학교,사립,경남,기존,가야대학교(김해),단과대구분없음,외식조리영양학부,주간,일반과정,13.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,50.0,0.0,0.0
2023.0,대학교,사립,경남,기존,가야대학교(김해),단과대구분없음,유아교육과,주간,일반과정,20.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,55.0,2.0,0.0
2023.0,대학교,사립,경남,기존,가야대학교(김해),단과대구분없음,작업치료학과,주간,일반과정,18.0,13.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,81.3,0.0,0.0
2023.0,대학교,사립,경남,기존,가야대학교(김해),단과대구분없음,특수교육과,주간,일반과정,33.0,16.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,48.5,2.0,2.0
2023.0,대학교,사립,경기,기존,가천대학교,간호대학,간호학과,주간,일반과정,279.0,216.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,77.4,15.0,3.0
2023.0,대학교,사립,경기,기존,가천대학교,경영대학,경영학과(경영학트랙),주간,일반과정,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,87.5,0.0,1.0
2023.0,대학교,사립,경기,기존,가천대학교,경영대학,경영학과(경영학트랙),야간,일반과정,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,경영대학,경영학과(글로벌경영학트랙),주간,일반과정,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0
2023.0,대학교,사립,경기,기존,가천대학교,경영대학,경영학부(경영학),주간,일반과정,289.0,118.0,2.0,0.0,0.0,82.0,3.0,84.0,0.0,58.4,5.0,6.0
2023.0,대학교,사립,경기,기존,가천대학교,경영대학,경영학부(글로벌경영학),주간,일반과정,129.0,75.0,1.0,0.0,0.0,22.0,0.0,31.0,0.0,70.8,3.0,3.0
2023.0,대학교,사립,경기,기존,가천대학교,경영대학,금융수학과,주간,일반과정,38.0,24.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,66.7,0.0,1.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,건축공학과,주간,일반과정,18.0,15.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,2.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,건축공학전공,주간,일반과정,30.0,22.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,81.5,1.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,건축학과,주간,일반과정,41.0,31.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,79.5,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,기계공학과,주간,일반과정,83.0,44.0,16.0,0.0,0.0,3.0,0.0,20.0,0.0,68.8,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,도시계획학과,주간,일반과정,11.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,80.0,1.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,도시계획학전공,주간,일반과정,29.0,17.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,63.0,2.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,산업경영공학과,주간,일반과정,64.0,47.0,1.0,0.0,1.0,0.0,0.0,15.0,0.0,75.8,1.0,2.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,설비·소방공학과,주간,일반과정,97.0,67.0,7.0,0.0,0.0,0.0,0.0,23.0,0.0,74.4,4.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,신소재공학과,주간,일반과정,12.0,1.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,33.3,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,실내건축학과,주간,일반과정,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,실내건축학전공,주간,일반과정,32.0,22.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,73.3,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,조경학과,주간,일반과정,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,50.0,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,조경학전공,주간,일반과정,29.0,15.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,55.6,0.0,1.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,토목환경공학과,주간,일반과정,44.0,20.0,7.0,0.0,0.0,0.0,0.0,17.0,0.0,54.1,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,토목환경공학과,야간,일반과정,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,공과대학,화공생명공학과,주간,일반과정,113.0,58.0,21.0,0.0,0.0,0.0,0.0,34.0,0.0,63.0,0.0,2.0
2023.0,대학교,사립,경기,기존,가천대학교,바이오나노대학,나노물리학과,주간,일반과정,27.0,17.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,81.0,0.0,4.0
2023.0,대학교,사립,경기,기존,가천대학교,바이오나노대학,나노화학과,주간,일반과정,42.0,17.0,14.0,0.0,0.0,1.0,0.0,10.0,0.0,63.0,0.0,3.0
2023.0,대학교,사립,경기,기존,가천대학교,바이오나노대학,바이오나노학과,주간,일반과정,41.0,21.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,77.8,3.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,바이오나노대학,생명과학과,주간,일반과정,53.0,19.0,19.0,0.0,0.0,0.0,0.0,15.0,0.0,55.9,1.0,2.0
2023.0,대학교,사립,경기,기존,가천대학교,바이오나노대학,식품생물공학과,주간,일반과정,50.0,30.0,11.0,0.0,0.0,0.0,0.0,9.0,0.0,76.9,1.0,2.0
2023.0,대학교,사립,경기,기존,가천대학교,바이오나노대학,식품영양학과,주간,일반과정,49.0,28.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,66.7,1.0,3.0
2023.0,대학교,사립,경기,기존,가천대학교,법과대학,경찰・안보학과,주간,일반과정,39.0,25.0,1.0,1.0,0.0,1.0,0.0,11.0,0.0,69.4,0.0,2.0
2023.0,대학교,사립,경기,기존,가천대학교,법과대학,법학과,주간,일반과정,74.0,45.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,61.6,3.0,2.0
2023.0,대학교,사립,경기,기존,가천대학교,법과대학,행정학과,주간,일반과정,59.0,36.0,1.0,0.0,0.0,5.0,0.0,17.0,0.0,67.9,2.0,3.0
2023.0,대학교,사립,경기,기존,가천대학교,보건과학대학,물리치료학과,주간,일반과정,49.0,43.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,93.5,4.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,보건과학대학,방사선학과,주간,일반과정,49.0,37.0,2.0,0.0,0.0,3.0,0.0,7.0,0.0,84.1,4.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,보건과학대학,운동재활복지학과,주간,일반과정,30.0,27.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,93.1,1.0,3.0
2023.0,대학교,사립,경기,기존,가천대학교,보건과학대학,응급구조학과,주간,일반과정,33.0,19.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,61.3,1.0,1.0
2023.0,대학교,사립,경기,기존,가천대학교,보건과학대학,의용생체공학과,주간,일반과정,37.0,18.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,60.0,0.0,1.0
2023.0,대학교,사립,경기,기존,가천대학교,보건과학대학,치위생학과,주간,일반과정,48.0,39.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,81.3,3.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,사회과학대학,관광경영학과,주간,일반과정,99.0,63.0,2.0,0.0,0.0,16.0,0.0,18.0,0.0,77.8,2.0,2.0
2023.0,대학교,사립,경기,기존,가천대학교,사회과학대학,글로벌경제학과,주간,일반과정,142.0,72.0,4.0,0.0,0.0,22.0,0.0,44.0,0.0,62.1,7.0,2.0
2023.0,대학교,사립,경기,기존,가천대학교,사회과학대학,글로벌경제학과,야간,일반과정,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0
2023.0,대학교,사립,경기,기존,가천대학교,사회과학대학,미디어커뮤니케이션학과,주간,일반과정,80.0,49.0,1.0,0.0,0.0,11.0,0.0,19.0,0.0,72.1,0.0,1.0
2023.0,대학교,사립,경기,기존,가천대학교,사회과학대학,사회복지학과,주간,일반과정,71.0,43.0,1.0,0.0,0.0,0.0,0.0,27.0,0.0,61.4,1.0,6.0
2023.0,대학교,사립,경기,기존,가천대학교,사회과학대학,유아교육학과,주간,일반과정,60.0,37.0,2.0,0.0,0.0,1.0,0.0,20.0,0.0,64.9,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,사회과학대학,응용통계학과,주간,일반과정,61.0,35.0,7.0,1.0,0.0,0.0,0.0,18.0,0.0,66.0,1.0,2.0
2023.0,대학교,사립,경기,기존,가천대학교,사회과학대학,의료경영학과,주간,일반과정,40.0,19.0,1.0,0.0,0.0,5.0,0.0,15.0,0.0,55.9,0.0,1.0
2023.0,대학교,사립,경기,기존,가천대학교,사회과학대학,헬스케어경영학과,주간,일반과정,13.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,61.5,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,약학대학,약학과(2+4학제),주간,일반과정,30.0,19.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,86.4,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,예술ㆍ체육대학,미술·디자인학부(디자인),주간,일반과정,85.0,56.0,1.0,0.0,0.0,6.0,0.0,22.0,0.0,71.8,2.0,1.0
2023.0,대학교,사립,경기,기존,가천대학교,예술ㆍ체육대학,미술·디자인학부(패션디자인),주간,일반과정,40.0,24.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,63.2,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,예술ㆍ체육대학,미술·디자인학부(회화·조소),주간,일반과정,57.0,36.0,2.0,2.0,0.0,0.0,0.0,17.0,0.0,67.9,2.0,1.0
2023.0,대학교,사립,경기,기존,가천대학교,예술ㆍ체육대학,연기예술학과,주간,일반과정,33.0,25.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,78.1,1.0,1.0
2023.0,대학교,사립,경기,기존,가천대학교,예술ㆍ체육대학,음악학부(기악),주간,일반과정,47.0,34.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,75.6,0.0,4.0
2023.0,대학교,사립,경기,기존,가천대학교,예술ㆍ체육대학,음악학부(성악),주간,일반과정,20.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.0
2023.0,대학교,사립,경기,기존,가천대학교,예술ㆍ체육대학,음악학부(작곡),주간,일반과정,12.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,90.9,0.0,1.0
2023.0,대학교,사립,경기,기존,가천대학교,예술ㆍ체육대학,체육학부(체육),주간,일반과정,27.0,20.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,83.3,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,예술ㆍ체육대학,체육학부(태권도),주간,일반과정,35.0,28.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,87.5,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,의과대학,의학과,주간,일반과정,34.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,인문대학,동양어문학과,주간,일반과정,92.0,49.0,2.0,1.0,0.0,1.0,0.0,39.0,0.0,55.7,5.0,2.0
2023.0,대학교,사립,경기,기존,가천대학교,인문대학,영미어문학과,주간,일반과정,79.0,50.0,2.0,1.0,0.0,2.0,0.0,24.0,0.0,67.6,2.0,3.0
2023.0,대학교,사립,경기,기존,가천대학교,인문대학,영미어문학과,야간,일반과정,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,인문대학,유럽어문학과,주간,일반과정,50.0,27.0,3.0,0.0,0.0,1.0,0.0,19.0,0.0,58.7,2.0,3.0
2023.0,대학교,사립,경기,기존,가천대학교,인문대학,한국어문학과,주간,일반과정,63.0,26.0,1.0,0.0,0.0,15.0,0.0,21.0,0.0,55.3,2.0,3.0
2023.0,대학교,사립,경기,기존,가천대학교,한의과대학,한의학과,주간,일반과정,31.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,93.5,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,IT대학,에너지IT학과,주간,일반과정,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,33.3,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,IT대학,전자공학과,야간,일반과정,8.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,62.5,0.0,0.0
2023.0,대학교,사립,경기,기존,가천대학교,IT융합대학,소프트웨어학과,주간,일반과정,93.0,56.0,13.0,1.0,0.0,0.0,0.0,23.0,0.0,70.9,0.0,1.0
2023.0,대학교,사립,경기,기존,가천대학교,IT융합대학,전기공학과,주간,일반과정,91.0,55.0,13.0,0.0,0.0,0.0,0.0,23.0,0.0,70.5,3.0,1.0
2023.0,대학교,사립,경기,기존,가천대학교,IT융합대학,전자공학과,주간,일반과정,125.0,72.0,10.0,0.0,0.0,0.0,0.0,43.0,0.0,62.6,6.0,3.0
2023.0,대학교,사립,경기,기존,가천대학교,IT융합대학,컴퓨터공학과,주간,일반과정,181.0,95.0,9.0,0.0,0.0,16.0,1.0,60.0,0.0,61.3,5.0,1.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,경영대학,경제금융학과,주간,일반과정,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,1.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,경영대학,무역학과,주간,일반과정,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,건축공학전공,주간,일반과정,25.0,13.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,56.5,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,건축학전공,주간,일반과정,48.0,36.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,78.3,1.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,소프트웨어학과,주간,일반과정,51.0,22.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,43.1,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,에너지플랜트공학과,주간,일반과정,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,전자공학과,주간,일반과정,49.0,28.0,1.0,1.0,0.0,0.0,0.0,19.0,0.0,59.6,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,정보통신공학과,주간,일반과정,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,창업지식재산학과,주간,일반과정,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,60.0,1.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,컴퓨터공학과,주간,일반과정,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,공과대학,토목공학과,주간,일반과정,33.0,22.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,78.6,2.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,경기지도학전공,주간,일반과정,12.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,80.0,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,관광경영학전공,주간,일반과정,56.0,36.0,0.0,1.0,0.0,4.0,0.0,15.0,0.0,70.6,2.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,스포츠건강관리학전공,주간,일반과정,38.0,25.0,3.0,1.0,0.0,0.0,0.0,9.0,0.0,73.5,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,스포츠레저학전공,주간,일반과정,46.0,32.0,1.0,2.0,0.0,0.0,0.0,11.0,0.0,74.4,0.0,1.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,조리외식경영학전공,주간,일반과정,50.0,33.0,0.0,2.0,0.0,1.0,0.0,14.0,0.0,70.2,0.0,1.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,중국문화관광학과,주간,일반과정,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,33.3,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,관광스포츠대학,호텔경영학전공,주간,일반과정,51.0,43.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,86.0,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,가정교육과,주간,일반과정,8.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,85.7,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,국어교육과,주간,일반과정,24.0,7.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,35.0,0.0,2.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,수학교육과,주간,일반과정,38.0,17.0,9.0,1.0,0.0,0.0,1.0,10.0,0.0,63.0,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,역사교육과,주간,일반과정,19.0,10.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,62.5,0.0,1.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,영어교육과,주간,일반과정,33.0,14.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,43.8,1.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,지리교육과,주간,일반과정,25.0,10.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,47.6,0.0,1.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,체육교육과,주간,일반과정,34.0,22.0,5.0,1.0,0.0,0.0,1.0,5.0,0.0,81.5,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,사범대학,컴퓨터교육과,주간,일반과정,23.0,7.0,1.0,1.0,0.0,0.0,0.0,14.0,0.0,33.3,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,사회과학대학,경영학과,주간,일반과정,50.0,28.0,0.0,1.0,0.0,1.0,0.0,20.0,0.0,58.3,2.0,1.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,사회과학대학,경찰행정학전공,주간,일반과정,152.0,52.0,1.0,0.0,0.0,0.0,3.0,96.0,0.0,35.1,0.0,1.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,사회과학대학,공공행정학전공,주간,일반과정,31.0,16.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,53.3,1.0,1.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,사회과학대학,사회복지학과,주간,일반과정,77.0,42.0,5.0,1.0,0.0,0.0,2.0,27.0,0.0,60.9,1.0,1.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,사회과학대학,치매전문재활전공,주간,일반과정,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,의과대학,간호학과,주간,일반과정,100.0,82.0,1.0,0.0,0.0,0.0,1.0,16.0,0.0,83.7,5.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,의과대학,의학과,주간,일반과정,61.0,58.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,96.7,4.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,인문대학,사학과,주간,일반과정,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.7,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,인문대학,영어영문학과,주간,일반과정,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,휴먼서비스대학,산림치유학과,주간,일반과정,17.0,13.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,86.7,7.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,휴먼서비스대학,언어재활상담학과,주간,일반과정,22.0,14.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,70.0,9.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,휴먼서비스대학,중독재활학과,주간,일반과정,9.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,87.5,6.0,1.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,휴먼서비스대학,치매전문재활학과,주간,일반과정,22.0,16.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,88.9,11.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,항공대학,무인항공학과,주간,일반과정,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,항공대학,항공경영학과,주간,일반과정,20.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,80.0,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,항공대학,항공교통물류학과,주간,일반과정,31.0,24.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,82.8,0.0,1.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,항공대학,항공운항서비스학과,주간,일반과정,43.0,26.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,63.4,0.0,1.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,항공대학,항공운항학과,주간,일반과정,28.0,14.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,53.8,1.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,항공대학,항공정비학과,주간,일반과정,27.0,17.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,73.9,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,인문경영대학,경영정보학과,주간,일반과정,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,의료융합대학,안경광학과,주간,일반과정,12.0,7.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,77.8,1.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,의료융합대학,의료IT학과,주간,일반과정,17.0,8.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,72.7,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,의료융합대학,의료경영학과,주간,일반과정,61.0,32.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,53.3,1.0,2.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,의료융합대학,의료공학과,주간,일반과정,38.0,19.0,3.0,2.0,0.0,0.0,0.0,14.0,0.0,57.6,2.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,의료융합대학,의생명과학과,주간,일반과정,27.0,10.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,62.5,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,의료융합대학,임상병리학과,주간,일반과정,38.0,34.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,91.9,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,의료융합대학,치위생학과,주간,일반과정,33.0,25.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,80.6,1.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,미디어예술대학,CG디자인전공,주간,일반과정,32.0,13.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,40.6,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,미디어예술대학,광고홍보전공,주간,일반과정,26.0,16.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,72.7,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,미디어예술대학,방송연예전공,주간,일반과정,14.0,6.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,46.2,0.0,0.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,미디어예술대학,뷰티디자인전공,주간,일반과정,18.0,12.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,70.6,0.0,1.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,미디어예술대학,실용음악전공,주간,일반과정,25.0,10.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,43.5,0.0,1.0
2023.0,대학교,사립,강원,기존,가톨릭관동대학교,미디어예술대학,콘텐츠제작전공,주간,일반과정,47.0,28.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,60.9,1.0,2.0
2023.0,대학교,사립,충북,기존,가톨릭꽃동네대학교,단과대구분없음,간호학과,주간,일반과정,44.0,36.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,81.8,3.0,0.0
