기준연도,학교명,학과명,등록금,대계열
2014,가야대학교(김해),간호학과,7836000,자연과학계열
2014,가야대학교(김해),경찰행정학과,6096000,인문사회계열
2014,가야대학교(김해),귀금속주얼리학과,7612000,예체능계열
2014,가야대학교(김해),물리치료학과,7836000,자연과학계열
2014,가야대학교(김해),방사선학과,7836000,자연과학계열
2014,가야대학교(김해),사회복지학과,6096000,인문사회계열
2014,가야대학교(김해),안경광학과,7836000,자연과학계열
2014,가야대학교(김해),언어치료청각학과,7474000,자연과학계열
2014,가야대학교(김해),유아교육학과,6694000,인문사회계열
2014,가야대학교(김해),작업치료학과,7836000,자연과학계열
2014,가야대학교(김해),초등특수교육과,6694000,인문사회계열
2014,가야대학교(김해),호텔조리영양학과,7612000,자연과학계열
2014,가천대학교,간호학과,8955000,자연과학계열
2014,가천대학교,건축공학과,9968000,공학계열
2014,가천대학교,건축설비공학과,9084000,공학계열
2014,가천대학교,건축학과,9968000,공학계열
2014,가천대학교,건축학전공,9084000,공학계열
2014,가천대학교,경상학부,6880000,인문사회계열
2014,가천대학교,경영학과,6880000,인문사회계열
2014,가천대학교,경영학과,7764000,인문사회계열
2014,가천대학교,경영학과,7764000,인문사회계열
2014,가천대학교,경제학과,6880000,인문사회계열
2014,가천대학교,경찰안보학과,7764000,인문사회계열
2014,가천대학교,관광경영학과,7764000,인문사회계열
2014,가천대학교,관현악과,9446000,예체능계열
2014,가천대학교,국어국문학과,6880000,인문사회계열
2014,가천대학교,국제통상학과,6880000,인문사회계열
2014,가천대학교,글로벌경영학과,6880000,인문사회계열
2014,가천대학교,글로벌경제학과,7764000,인문사회계열
2014,가천대학교,글로벌헬스케어경영학과,8114000,인문사회계열
2014,가천대학교,기계자동차공학과,9084000,공학계열
2014,가천대학교,기계공학과,9968000,공학계열
2014,가천대학교,나노물리학과,8998000,자연과학계열
2014,가천대학교,나노시스템전공,9084000,자연과학계열
2014,가천대학교,나노화학과,8998000,자연과학계열
2014,가천대학교,독어독문학과,6880000,인문사회계열
2014,가천대학교,독일어문학과,6880000,인문사회계열
2014,가천대학교,동양어문학과,7764000,인문사회계열
2014,가천대학교,무역학과,6880000,인문사회계열
2014,가천대학교,물리치료학과,8955000,자연과학계열
2014,가천대학교,물리학과,8114000,자연과학계열
2014,가천대학교,바이오나노학과,9968000,공학계열
2014,가천대학교,바이오메디컬전공,9084000,공학계열
2014,가천대학교,방사선학과,8955000,자연과학계열
2014,가천대학교,법학과,7764000,인문사회계열
2014,가천대학교,보건환경시스템학과,9084000,자연과학계열
2014,가천대학교,불어불문학과,6880000,인문사회계열
2014,가천대학교,사회복지학과,8998000,인문사회계열
2014,가천대학교,사회체육학과,8114000,예체능계열
2014,가천대학교,산업경영공학과,9968000,공학계열
2014,가천대학교,산업정보시스템공학과,9084000,공학계열
2014,가천대학교,생명과학과,8998000,자연과학계열
2014,가천대학교,설비플랜트소방방재공학과,9968000,공학계열
2014,가천대학교,섬유미술과,9446000,예체능계열
2014,가천대학교,성악과,9446000,예체능계열
2014,가천대학교,소방방재공학과,9084000,공학계열
2014,가천대학교,소프트웨어설계경영학과,9968000,공학계열
2014,가천대학교,수리과학과,8114000,자연과학계열
2014,가천대학교,수학금융정보학과,8998000,자연과학계열
2014,가천대학교,수학정보학과,8114000,자연과학계열
2014,가천대학교,시각디자인과,9446000,예체능계열
2014,가천대학교,식품영양학과,8114000,자연과학계열
2014,가천대학교,신문방송학과,6880000,인문사회계열
2014,가천대학교,약과학과,8114000,자연과학계열
2014,가천대학교,약학과,11573000,자연과학계열
2014,가천대학교,언론영상광고학과,7764000,인문사회계열
2014,가천대학교,에너지IT학과,9968000,공학계열
2014,가천대학교,연기예술과,9446000,예체능계열
2014,가천대학교,연기예술학과,10330000,예체능계열
2014,가천대학교,영미어문학과,7764000,인문사회계열
2014,가천대학교,영양학과,8998000,자연과학계열
2014,가천대학교,영어영문학과,6880000,인문사회계열
2014,가천대학교,운동재활복지학과,8955000,자연과학계열
2014,가천대학교,유럽어문학과,7764000,인문사회계열
2014,가천대학교,유아교육학과,8998000,인문사회계열
2014,가천대학교,음악학부,10330000,예체능계열
2014,가천대학교,음악학부,10330000,예체능계열
2014,가천대학교,음악학부,10330000,예체능계열
2014,가천대학교,응급구조학과,8955000,자연과학계열
2014,가천대학교,의공학과,8365500,공학계열
2014,가천대학교,의공학과,9925000,공학계열
2014,가천대학교,의상학과,8114000,자연과학계열
2014,가천대학교,인터랙티브미디어학과,9084000,공학계열
2014,가천대학교,일본어문학과,6880000,인문사회계열
2014,가천대학교,일어일문학과,6880000,인문사회계열
2014,가천대학교,작곡과,9446000,예체능계열
2014,가천대학교,전기공학과,9968000,공학계열
2014,가천대학교,전자공학과,9968000,공학계열
2014,가천대학교,정보공학부,9084000,공학계열
2014,가천대학교,조소과,9446000,예체능계열
2014,가천대학교,중국어문학과,6880000,인문사회계열
2014,가천대학교,중어중문학과,6880000,인문사회계열
2014,가천대학교,체육과학부,8114000,예체능계열
2014,가천대학교,체육학과,8114000,예체능계열
2014,가천대학교,체육학부,8998000,예체능계열
2014,가천대학교,체육학부,8998000,예체능계열
2014,가천대학교,치위생학과,8955000,자연과학계열
2014,가천대학교,컴퓨터공학과,9968000,공학계열
2014,가천대학교,컴퓨터미디어융합학과,9084000,공학계열
2014,가천대학교,컴퓨터정보공학과,9084000,공학계열
2014,가천대학교,태권도경호학과,8114000,예체능계열
2014,가천대학교,태권도학과,8114000,예체능계열
2014,가천대학교,토목환경공학과,9968000,공학계열
2014,가천대학교,프랑스어문학과,6880000,인문사회계열
2014,가천대학교,피아노과,9446000,예체능계열
2014,가천대학교,한국어문학과,7764000,인문사회계열
2014,가천대학교,한의예과,9806000,자연과학계열
2014,가천대학교,한의학과,8922000,의학계열
2014,가천대학교,행정학과,7764000,인문사회계열
2014,가천대학교,행정학전공,6880000,인문사회계열
2014,가천대학교,헬스케어경영학과,8998000,인문사회계열
2014,가천대학교,화공생명공학과,9968000,공학계열
2014,가천대학교,화공생명공학전공,9084000,공학계열
2014,가천대학교,화학과,8114000,자연과학계열
2014,가천대학교,환경에너지공학과,9084000,공학계열
2014,가천대학교,환경에너지공학전공,9084000,공학계열
2014,가천대학교,회계세무학과,6880000,인문사회계열
2014,가천대학교,회화과,9446000,예체능계열
2014,가톨릭관동대학교,가정교육과,7981000,자연과학계열
2014,가톨릭관동대학교,간호학과,8165500,자연과학계열
2014,가톨릭관동대학교,건축공학전공,8126000,공학계열
2014,가톨릭관동대학교,건축학부,8936000,공학계열
2014,가톨릭관동대학교,건축학전공,8126000,공학계열
2014,가톨릭관동대학교,경영정보학과,6927500,인문사회계열
2014,가톨릭관동대학교,경영학과,6927300,인문사회계열
2014,가톨릭관동대학교,경제금융학과,6927500,인문사회계열
2014,가톨릭관동대학교,경찰행정학부,6950000,인문사회계열
2014,가톨릭관동대학교,경찰행정학전공,6150000,인문사회계열
2014,가톨릭관동대학교,관광경영학과,6934300,인문사회계열
2014,가톨릭관동대학교,관광경영학전공,6150000,인문사회계열
2014,가톨릭관동대학교,광고홍보학과,6927500,인문사회계열
2014,가톨릭관동대학교,국어교육과,6927500,인문사회계열
2014,가톨릭관동대학교,기독교학과,6927500,인문사회계열
2014,가톨릭관동대학교,무역학과,6927500,인문사회계열
2014,가톨릭관동대학교,미디어문학과,6927800,인문사회계열
2014,가톨릭관동대학교,범죄수사학전공,6150000,인문사회계열
2014,가톨릭관동대학교,법학과,6927500,인문사회계열
2014,가톨릭관동대학교,사학과,6927500,인문사회계열
2014,가톨릭관동대학교,사회복지학과,6927500,인문사회계열
2014,가톨릭관동대학교,사회체육학전공,8208000,예체능계열
2014,가톨릭관동대학교,스포츠건강관리학전공,8208000,예체능계열
2014,가톨릭관동대학교,에너지자원플랜트공학과,8126000,공학계열
2014,가톨릭관동대학교,에너지자원플랜트공학부,8936000,공학계열
2014,가톨릭관동대학교,영어교육과,6927500,인문사회계열
2014,가톨릭관동대학교,영어영문학과,6927300,인문사회계열
2014,가톨릭관동대학교,음악전공,8208000,예체능계열
2014,가톨릭관동대학교,음악학과,8208000,예체능계열
2014,가톨릭관동대학교,음악학부,9020000,예체능계열
2014,가톨릭관동대학교,의예과,10645000,자연과학계열
2014,가톨릭관동대학교,인테리어디자인학과,8208000,예체능계열
2014,가톨릭관동대학교,일어일문학과,6926800,인문사회계열
2014,가톨릭관동대학교,전자공학전공,8126000,공학계열
2014,가톨릭관동대학교,전자정보통신공학부,8936000,공학계열
2014,가톨릭관동대학교,정보통신공학전공,8126000,공학계열
2014,가톨릭관동대학교,중국학과,6927500,인문사회계열
2014,가톨릭관동대학교,지리교육과,6927500,인문사회계열
2014,가톨릭관동대학교,컴퓨터학과,8906000,공학계열
2014,가톨릭관동대학교,토목공학과,8906000,공학계열
2014,가톨릭관동대학교,행정학과,6926900,인문사회계열
2014,가톨릭관동대학교,호텔경영학과,6934300,인문사회계열
2014,가톨릭관동대학교,호텔경영학전공,6150000,인문사회계열
2014,가톨릭관동대학교,호텔조리외식경영학과,6935000,인문사회계열
2014,가톨릭관동대학교,호텔조리외식경영학전공,6150000,인문사회계열
2014,가톨릭꽃동네대학교,간호학과,8546000,자연과학계열
2014,가톨릭꽃동네대학교,사회복지학부,7368000,인문사회계열
2014,가톨릭대학교,경영학부,7002000,인문사회계열
2014,가톨릭대학교,경영학전공,6122000,인문사회계열
2014,가톨릭대학교,경제학전공,6122000,인문사회계열
2014,가톨릭대학교,국사학전공,6122000,인문사회계열
2014,가톨릭대학교,국어국문학전공,6122000,인문사회계열
2014,가톨릭대학교,국제학부,7002000,인문사회계열
2014,가톨릭대학교,동아시아언어문화학부,7002000,인문사회계열
2014,가톨릭대학교,문화콘텐츠전공,8284000,인문사회계열
2014,가톨릭대학교,물리학전공,7338000,자연과학계열
2014,가톨릭대학교,미디어공학전공,8284000,공학계열
2014,가톨릭대학교,미디어기술콘텐츠학과,9164000,공학계열
2014,가톨릭대학교,법정경학부,7002000,인문사회계열
2014,가톨릭대학교,법학전공,6122000,인문사회계열
2014,가톨릭대학교,사회과학부,7002000,인문사회계열
2014,가톨릭대학교,사회복지학전공,6122000,인문사회계열
2014,가톨릭대학교,사회학전공,6122000,인문사회계열
2014,가톨릭대학교,생명과학전공,7338000,자연과학계열
2014,가톨릭대학교,소비자주거학전공,7338000,자연과학계열
2014,가톨릭대학교,수학전공,7338000,자연과학계열
2014,가톨릭대학교,식품영양학전공,7338000,자연과학계열
2014,가톨릭대학교,심리학전공,6122000,인문사회계열
2014,가톨릭대학교,아동학전공,7338000,인문사회계열
2014,가톨릭대학교,약학과,8640000,자연과학계열
2014,가톨릭대학교,영미언어문화학부,7002000,인문사회계열
2014,가톨릭대학교,영어영문학전공,6122000,인문사회계열
2014,가톨릭대학교,영어영미문화전공,6122000,인문사회계열
2014,가톨릭대학교,음악과,9442000,예체능계열
2014,가톨릭대학교,인문학부,7002000,인문사회계열
2014,가톨릭대학교,일어일본문화전공,6122000,인문사회계열
2014,가톨릭대학교,자연과학부,8218000,자연과학계열
2014,가톨릭대학교,정보통신전자공학부,9164000,공학계열
2014,가톨릭대학교,종교학과,7002000,인문사회계열
2014,가톨릭대학교,중국언어문화전공,6122000,인문사회계열
2014,가톨릭대학교,철학전공,6122000,인문사회계열
2014,가톨릭대학교,컴퓨터정보공학부,9164000,공학계열
2014,가톨릭대학교,특수교육과,7002000,인문사회계열
2014,가톨릭대학교,프랑스어문화학과,7002000,인문사회계열
2014,가톨릭대학교,행정학전공,6122000,인문사회계열
2014,가톨릭대학교,화학전공,7338000,자연과학계열
2014,가톨릭대학교,환경공학전공,8284000,공학계열
2014,가톨릭대학교,회계학전공,6122000,인문사회계열
2014,가톨릭대학교 _제2캠퍼스,간호학과,8666000,자연과학계열
2014,가톨릭대학교 _제3캠퍼스,신학과,7002000,인문사회계열
2014,감리교신학대학교,기독교교육학전공,5994000,인문사회계열
2014,감리교신학대학교,신학부,6823000,인문사회계열
2014,감리교신학대학교,신학전공,5994000,인문사회계열
2014,감리교신학대학교,종교철학전공,5994000,인문사회계열
2014,강남대학교,건축공학과,10015000,공학계열
2014,강남대학교,경영학부,7699000,인문사회계열
2014,강남대학교,경제학과,7699000,인문사회계열
2014,강남대학교,공과대학자율전공학부,10015000,공학계열
2014,강남대학교,교육학과,7699000,인문사회계열
2014,강남대학교,국어국문학과,7699000,인문사회계열
2014,강남대학교,국제지역학부,7699000,인문사회계열
2014,강남대학교,국제통상학과,7699000,인문사회계열
2014,강남대학교,금융정보학과,7699000,인문사회계열
2014,강남대학교,도시공학과,10015000,공학계열
2014,강남대학교,독일바이마르음악학부,13818000,예체능계열
2014,강남대학교,문헌정보학과,7699000,인문사회계열
2014,강남대학교,법학과,7699000,인문사회계열
2014,강남대학교,부동산학과,7699000,인문사회계열
2014,강남대학교,사회복지학부,7699000,인문사회계열
2014,강남대학교,사회체육학과,8887000,예체능계열
2014,강남대학교,산업시스템공학과,10015000,공학계열
2014,강남대학교,세무학과,7699000,인문사회계열
2014,강남대학교,신학과,7699000,인문사회계열
2014,강남대학교,실버산업학부,7699000,인문사회계열
2014,강남대학교,영문학과,7699000,인문사회계열
2014,강남대학교,유아교육과,7699000,인문사회계열
2014,강남대학교,음악학과,10019000,예체능계열
2014,강남대학교,응용수학과,10015000,자연과학계열
2014,강남대학교,전자공학과,10015000,공학계열
2014,강남대학교,중국실용지역학과,7699000,인문사회계열
2014,강남대학교,중국어문화학과,7699000,인문사회계열
2014,강남대학교,중등특수교육과,7699000,인문사회계열
2014,강남대학교,철학과,7699000,인문사회계열
2014,강남대학교,초등특수교육과,7699000,인문사회계열
2014,강남대학교,컴퓨터미디어정보공학부,10015000,공학계열
2014,강남대학교,행정학과,7699000,인문사회계열
2014,강남대학교,회화디자인학부,10019000,예체능계열
2014,강서대학교,경영학부,7351600,인문사회계열
2014,강서대학교,경영학부,7259500,인문사회계열
2014,강서대학교,경영학부,7440300,인문사회계열
2014,강서대학교,사회복지학부,6801600,인문사회계열
2014,강서대학교,신학부,6837900,인문사회계열
2014,강서대학교,아동복지상담심리학부,6982700,인문사회계열
2014,강서대학교,아동복지상담심리학부,6834600,인문사회계열
2014,강서대학교,외국어학부,6870900,인문사회계열
2014,강서대학교,외국어학부,6871400,인문사회계열
2014,강서대학교,음악학부,8701600,예체능계열
2014,강서대학교,음악학부,8783300,예체능계열
2014,강서대학교,음악학부,8764000,예체능계열
2014,강원대학교,가정교육과,4366000,자연과학계열
2014,강원대학교,간호학과,4366000,자연과학계열
2014,강원대학교,건축공학과,4602000,공학계열
2014,강원대학교,건축학과,4602000,공학계열
2014,강원대학교,건축학부,4438000,공학계열
2014,강원대학교,경영학과,3590000,인문사회계열
2014,강원대학교,경제학과,3590000,인문사회계열
2014,강원대학교,과학교육학부,4366000,자연과학계열
2014,강원대학교,관광경영학과,3590000,인문사회계열
2014,강원대학교,교육학과,3590000,인문사회계열
2014,강원대학교,국어교육과,3590000,인문사회계열
2014,강원대학교,국어국문학과,3590000,인문사회계열
2014,강원대학교,국제무역학과,3590000,인문사회계열
2014,강원대학교,기계메카트로닉스공학과,4602000,공학계열
2014,강원대학교,기계의용공학과,4602000,공학계열
2014,강원대학교,나노응용공학과,4602000,공학계열
2014,강원대학교,농업생명과학대학식품생명공학전공,4202000,자연과학계열
2014,강원대학교,농업자원경제학과,3590000,인문사회계열
2014,강원대학교,독어독문학과,3590000,인문사회계열
2014,강원대학교,동물생명공학과,4202000,자연과학계열
2014,강원대학교,동물생명시스템학과,4202000,자연과학계열
2014,강원대학교,동물식품응용과학과,4202000,자연과학계열
2014,강원대학교,동물응용과학부,4366000,자연과학계열
2014,강원대학교,동물응용과학부,4366000,자연과학계열
2014,강원대학교,동물자원과학과,4202000,자연과학계열
2014,강원대학교,동물자원과학부,4366000,자연과학계열
2014,강원대학교,동물자원과학부,4366000,자연과학계열
2014,강원대학교,디자인학과,4784000,예체능계열
2014,강원대학교,무용학과,4784000,예체능계열
2014,강원대학교,문화인류학과,3590000,인문사회계열
2014,강원대학교,물리학과,4366000,자연과학계열
2014,강원대학교,바이오시스템공학과,4366000,자연과학계열
2014,강원대학교,바이오자원환경학과,4366000,자연과학계열
2014,강원대학교,부동산학과,3590000,인문사회계열
2014,강원대학교,분자생명과학과,4366000,자연과학계열
2014,강원대학교,불어불문학과,3590000,인문사회계열
2014,강원대학교,사학과,3590000,인문사회계열
2014,강원대학교,사회학과,3590000,인문사회계열
2014,강원대학교,산림경영학과,4366000,자연과학계열
2014,강원대학교,산림바이오소재공학과,4366000,자연과학계열
2014,강원대학교,산림자원학과,4366000,자연과학계열
2014,강원대학교,산림환경보호학과,4366000,자연과학계열
2014,강원대학교,산업공학과,4602000,공학계열
2014,강원대학교,생명건강공학과,4366000,자연과학계열
2014,강원대학교,생명과학과,4366000,자연과학계열
2014,강원대학교,생물소재공학전공,4202000,공학계열
2014,강원대학교,생물의소재공학과,4366000,자연과학계열
2014,강원대학교,생물자원과학부,4366000,자연과학계열
2014,강원대학교,생물자원과학부,4366000,자연과학계열
2014,강원대학교,생화학과,4366000,자연과학계열
2014,강원대학교,수의예과,4578000,자연과학계열
2014,강원대학교,수의학과,5758000,의학계열
2014,강원대학교,수학과,3996000,자연과학계열
2014,강원대학교,스토리텔링학과,3590000,인문사회계열
2014,강원대학교,스포츠과학부,4602000,예체능계열
2014,강원대학교,시스템면역과학과,4366000,자연과학계열
2014,강원대학교,식물자원응용공학과,4202000,자연과학계열
2014,강원대학교,신문방송학과,3590000,인문사회계열
2014,강원대학교,신소재공학과,4438000,공학계열
2014,강원대학교,심리학과,3590000,인문사회계열
2014,강원대학교,약학과,6190500,자연과학계열
2014,강원대학교,에너지자원공학과,4602000,공학계열
2014,강원대학교,역사교육과,3590000,인문사회계열
2014,강원대학교,영상문화학과,3590000,인문사회계열
2014,강원대학교,영어교육과,3590000,인문사회계열
2014,강원대학교,영어영문학과,3590000,인문사회계열
2014,강원대학교,원예학과,4366000,자연과학계열
2014,강원대학교,윤리교육과,3590000,인문사회계열
2014,강원대학교,음악학과,4784000,예체능계열
2014,강원대학교,응용생물학과,4202000,자연과학계열
2014,강원대학교,의생명소재공학과,4202000,자연과학계열
2014,강원대학교,일반사회교육과,3590000,인문사회계열
2014,강원대학교,일본학과,3590000,인문사회계열
2014,강원대학교,전기전자공학전공,4602000,공학계열
2014,강원대학교,전자공학전공,4602000,공학계열
2014,강원대학교,전자통신공학전공,4602000,공학계열
2014,강원대학교,정보통계학과,3996000,자연과학계열
2014,강원대학교,정치외교학과,3590000,인문사회계열
2014,강원대학교,제지공학과,4366000,자연과학계열
2014,강원대학교,중어중문학과,3590000,인문사회계열
2014,강원대학교,지구물리학과,4202000,자연과학계열
2014,강원대학교,지리교육과,3590000,인문사회계열
2014,강원대학교,지질지구물리학부,4366000,자연과학계열
2014,강원대학교,지질지구물리학부,4366000,자연과학계열
2014,강원대학교,지질학과,4202000,자연과학계열
2014,강원대학교,철학과,3590000,인문사회계열
2014,강원대학교,컴퓨터정보통신공학전공,4602000,공학계열
2014,강원대학교,토목공학과,4602000,공학계열
2014,강원대학교,한문교육과,3590000,인문사회계열
2014,강원대학교,행정학과,3590000,인문사회계열
2014,강원대학교,화학공학과,4602000,공학계열
2014,강원대학교,화학과,4366000,자연과학계열
2014,강원대학교,환경공학과,4602000,공학계열
2014,강원대학교,환경학과,4366000,자연과학계열
2014,강원대학교,회계학과,3590000,인문사회계열
2014,강원대학교 _제2캠퍼스,간호학과,4366000,자연과학계열
2014,강원대학교 _제2캠퍼스,건설방재공학과,4438000,공학계열
2014,강원대학교 _제2캠퍼스,건축공학과,4602000,공학계열
2014,강원대학교 _제2캠퍼스,건축학과,4602000,공학계열
2014,강원대학교 _제2캠퍼스,공공행정학과,3590000,인문사회계열
2014,강원대학교 _제2캠퍼스,관광학과,3590000,인문사회계열
2014,강원대학교 _제2캠퍼스,기계공학과,4602000,공학계열
2014,강원대학교 _제2캠퍼스,레저스포츠학과,4602000,예체능계열
2014,강원대학교 _제2캠퍼스,멀티디자인학과,4784000,예체능계열
2014,강원대학교 _제2캠퍼스,메카트로닉스공학과,4602000,공학계열
2014,강원대학교 _제2캠퍼스,문화상품디자인학과,4620000,예체능계열
2014,강원대학교 _제2캠퍼스,물리치료학과,4366000,자연과학계열
2014,강원대학교 _제2캠퍼스,방사선학과,4366000,자연과학계열
2014,강원대학교 _제2캠퍼스,방송미디어과학과,4366000,공학계열
2014,강원대학교 _제2캠퍼스,방송연예학과,4620000,예체능계열
2014,강원대학교 _제2캠퍼스,방재안전공학전공,4602000,공학계열
2014,강원대학교 _제2캠퍼스,사회복지학과,3590000,인문사회계열
2014,강원대학교 _제2캠퍼스,산업경영공학과,4602000,공학계열
2014,강원대학교 _제2캠퍼스,생약자원개발학과,4366000,자연과학계열
2014,강원대학교 _제2캠퍼스,생활조형디자인학과,4784000,예체능계열
2014,강원대학교 _제2캠퍼스,소방방재공학전공,4602000,공학계열
2014,강원대학교 _제2캠퍼스,시각멀티미디어디자인학과,4620000,예체능계열
2014,강원대학교 _제2캠퍼스,식품영양학과,4366000,자연과학계열
2014,강원대학교 _제2캠퍼스,신소재공학과,4602000,공학계열
2014,강원대학교 _제2캠퍼스,실내가구디자인학과,4620000,예체능계열
2014,강원대학교 _제2캠퍼스,안경광학과,4366000,자연과학계열
2014,강원대학교 _제2캠퍼스,에너지자원공학과,4602000,공학계열
2014,강원대학교 _제2캠퍼스,연극영화학과,4784000,예체능계열
2014,강원대학교 _제2캠퍼스,영미언어문화학과,3426000,인문사회계열
2014,강원대학교 _제2캠퍼스,영어과,3590000,인문사회계열
2014,강원대학교 _제2캠퍼스,유아교육과,3590000,인문사회계열
2014,강원대학교 _제2캠퍼스,응급구조학과,4366000,자연과학계열
2014,강원대학교 _제2캠퍼스,일본어학과,3590000,인문사회계열
2014,강원대학교 _제2캠퍼스,자동차공학과,4602000,공학계열
2014,강원대학교 _제2캠퍼스,작업치료학과,4366000,자연과학계열
2014,강원대학교 _제2캠퍼스,재난관리공학전공,4602000,공학계열
2014,강원대학교 _제2캠퍼스,재료금속공학과,4602000,공학계열
2014,강원대학교 _제2캠퍼스,전기공학과,4602000,공학계열
2014,강원대학교 _제2캠퍼스,전자공학전공,4602000,공학계열
2014,강원대학교 _제2캠퍼스,정보통신공학전공,4602000,공학계열
2014,강원대학교 _제2캠퍼스,제어계측공학과,4602000,공학계열
2014,강원대학교 _제2캠퍼스,지역경제학과,3590000,인문사회계열
2014,강원대학교 _제2캠퍼스,치위생학과,4366000,자연과학계열
2014,강원대학교 _제2캠퍼스,컴퓨터공학과,4602000,공학계열
2014,강원대학교 _제2캠퍼스,토목공학과,4602000,공학계열
2014,강원대학교 _제2캠퍼스,해양건설시스템공학과,4602000,공학계열
2014,강원대학교 _제2캠퍼스,행정학과,3426000,인문사회계열
2014,강원대학교 _제2캠퍼스,화학공학과,4602000,공학계열
2014,강원대학교 _제2캠퍼스,환경공학과,4602000,공학계열
2014,건국대학교,건축공학전공,9288000,공학계열
2014,건국대학교,건축설계전공,9288000,공학계열
2014,건국대학교,건축학부,10226000,공학계열
2014,건국대학교,경영경영정보학부,7572000,인문사회계열
2014,건국대학교,경영정보학전공,6634000,인문사회계열
2014,건국대학교,경영학전공,6634000,인문사회계열
2014,건국대학교,경제학전공,6634000,인문사회계열
2014,건국대학교,공예전공,10226000,예체능계열
2014,건국대학교,교육공학과,9470000,인문사회계열
2014,건국대학교,국어국문학과,7572000,인문사회계열
2014,건국대학교,국제무역학전공,6634000,인문사회계열
2014,건국대학교,국제학부,7572000,인문사회계열
2014,건국대학교,기계공학부,10226000,공학계열
2014,건국대학교,기계공학전공,9288000,공학계열
2014,건국대학교,기계설계학전공,9288000,공학계열
2014,건국대학교,녹지환경계획학과,8900000,자연과학계열
2014,건국대학교,동물생명공학과,8900000,자연과학계열
2014,건국대학교,동물자원과학과,8900000,자연과학계열
2014,건국대학교,멀티미디어전공,9288000,공학계열
2014,건국대학교,물리학부,8900000,자연과학계열
2014,건국대학교,물리학전공,7962000,자연과학계열
2014,건국대학교,미디어커뮤니케이션학과,7572000,인문사회계열
2014,건국대학교,바이오산업공학과,8900000,자연과학계열
2014,건국대학교,보건환경과학과,8900000,자연과학계열
2014,건국대학교,부동산학과,6634000,인문사회계열
2014,건국대학교,분자생명공학전공,7962000,자연과학계열
2014,건국대학교,사학과,7572000,인문사회계열
2014,건국대학교,사회환경시스템공학과,10226000,공학계열
2014,건국대학교,산업공학과,10226000,공학계열
2014,건국대학교,상경대학,7572000,인문사회계열
2014,건국대학교,생명과학전공,7962000,자연과학계열
2014,건국대학교,생명과학특성학부,8900000,자연과학계열
2014,건국대학교,생명자원식품공학과,8900000,자연과학계열
2014,건국대학교,섬유공학과,9288000,공학계열
2014,건국대학교,소비자정보학전공,6634000,인문사회계열
2014,건국대학교,소프트웨어전공,9288000,공학계열
2014,건국대학교,수의예과,11122000,자연과학계열
2014,건국대학교,수의학과,10184000,의학계열
2014,건국대학교,수학과,8900000,자연과학계열
2014,건국대학교,신산업융합학과,8238000,인문사회계열
2014,건국대학교,양자상및소자전공,7962000,자연과학계열
2014,건국대학교,영상전공,10226000,예체능계열
2014,건국대학교,영어교육과,8048000,인문사회계열
2014,건국대학교,영어영문학과,7572000,인문사회계열
2014,건국대학교,유기나노시스템공학과,10226000,공학계열
2014,건국대학교,융합신소재공학과,10226000,공학계열
2014,건국대학교,응용생물과학과,8900000,자연과학계열
2014,건국대학교,의상디자인전공,8900000,예체능계열
2014,건국대학교,인터넷미디어공학부,10226000,공학계열
2014,건국대학교,인터넷전공,9288000,공학계열
2014,건국대학교,일어교육과,8048000,인문사회계열
2014,건국대학교,전기공학과,10226000,공학계열
2014,건국대학교,전자공학부,10226000,공학계열
2014,건국대학교,전자공학전공,9288000,공학계열
2014,건국대학교,정보통신공학전공,9288000,공학계열
2014,건국대학교,정치대학,7572000,인문사회계열
2014,건국대학교,정치외교학전공,6634000,인문사회계열
2014,건국대학교,주거환경전공,9288000,자연과학계열
2014,건국대학교,중어중문학과,7572000,인문사회계열
2014,건국대학교,지리학과,8900000,인문사회계열
2014,건국대학교,철학과,7572000,인문사회계열
2014,건국대학교,축산경영유통경제학전공,6634000,인문사회계열
2014,건국대학교,축산식품공학과,8900000,자연과학계열
2014,건국대학교,컴퓨터공학부,10226000,공학계열
2014,건국대학교,컴퓨터시스템전공,9288000,공학계열
2014,건국대학교,텍스타일디자인전공,10226000,예체능계열
2014,건국대학교,토목공학과,10226000,공학계열
2014,건국대학교,특성화학부,8900000,자연과학계열
2014,건국대학교,항공우주정보시스템공학과,10226000,공학계열
2014,건국대학교,행정학전공,6634000,인문사회계열
2014,건국대학교,현대미술전공,10226000,예체능계열
2014,건국대학교,화학공학과,10226000,공학계열
2014,건국대학교,화학과,8900000,자연과학계열
2014,건국대학교,환경공학과,10226000,공학계열
2014,건국대학교,환경과학전공,7962000,자연과학계열
2014,건국대학교(글로컬) _분교,간호학과,8900000,자연과학계열
2014,건국대학교(글로컬) _분교,경영경제학부,7572000,인문사회계열
2014,건국대학교(글로컬) _분교,경영학과,6634000,인문사회계열
2014,건국대학교(글로컬) _분교,경찰학과,7572000,인문사회계열
2014,건국대학교(글로컬) _분교,공예학과,9288000,예체능계열
2014,건국대학교(글로컬) _분교,공예학과,9288000,예체능계열
2014,건국대학교(글로컬) _분교,국제통상문화학부,7572000,인문사회계열
2014,건국대학교(글로컬) _분교,국제학부,6634000,인문사회계열
2014,건국대학교(글로컬) _분교,금속디자인전공,10226000,예체능계열
2014,건국대학교(글로컬) _분교,나노전자기계공학과,8900000,공학계열
2014,건국대학교(글로컬) _분교,녹색기술융합학과,8900000,자연과학계열
