기준년도,학교,학과,등록금
,수원가톨릭대학교,신학과,"5,667,000"
,수원대학교,간호학과,"8,207,000"
,,건축공학과,"8,947,000"
,,경영학과,"7,085,000"
,,경영학부,0
,,경제금융학과,"7,085,000"
,,관현악과,"9,519,000"
,,국악과,"9,519,000"
,,국어국문학과,"7,085,000"
,,국제개발협력학과,"7,085,000"
,,글로벌비즈니스학과,"7,085,000"
,,기계공학과,"8,947,000"
,,도시부동산개발학과,"8,947,000"
,,동양어문학부,0
,,디자인학부,"9,519,000"
,,러시아어문학과,"7,085,000"
,,무도체육학과,"7,352,000"
,,무용학과,"8,947,000"
,,물리학과,"8,207,000"
,,법학과,"7,085,000"
,,사학과,"7,085,000"
,,산업공학과,"8,947,000"
,,산업정보공학과,"8,092,000"
,,생명공학과,"8,207,000"
,,생명과학과,"8,207,000"
,,성악과,"9,519,000"
,,수학과,"8,207,000"
,,스포츠건강관리학과,"8,207,000"
,,식품영양학과,"8,207,000"
,,신소재공학과,"8,947,000"
,,아동가족복지학과,"8,207,000"
,,언론정보학과,"7,085,000"
,,연극영화학부,"8,947,000"
,,영어영문학과,"7,085,000"
,,유럽학부,0
,,의류학과,"8,207,000"
,,인터넷정보공학과,"8,092,000"
,,일어일문학과,"7,085,000"
,,작곡과,"9,519,000"
,,전기공학과,"8,947,000"
,,전자공학과,"8,947,000"
,,전자재료공학과,"8,947,000"
,,정보미디어학과,"8,947,000"
,,정보보호학과,"8,947,000"
,,정보통신공학과,"8,947,000"
,,조형예술학부,"9,519,000"
,,중어중문학과,"7,085,000"
,,체육학부,"8,207,000"
,,컴퓨터학과,"8,947,000"
,,토목공학과,"8,947,000"
,,통계정보학과,"8,207,000"
,,프랑스어문학과,"7,085,000"
,,피아노과,"9,519,000"
,,행정학과,"7,085,000"
,,호텔관광경영학과,0
,,호텔관광학부,"7,085,000"
,,화공생명공학과,0
,,화학공학과,"8,947,000"
,,화학과,"8,207,000"
,,환경공학과,0
,,환경에너지공학과,"8,947,000"
,,회계학과,"7,085,000"
,숙명여자대학교,가정・아동복지학부,"7,112,000"
,,가족자원경영학과,"8,025,000"
,,경영학부,"7,827,000"
,,경제학부,"7,827,000"
,,공예과,"10,705,000"
,,관현악과,"10,705,000"
,,교육학부,"7,827,000"
,,글로벌서비스학부,"8,555,000"
,,기악학부,"9,792,000"
,,나노물리학과,"9,287,000"
,,독일언어・문화학과,"7,827,000"
,,디자인학부,"9,792,000"
,,멀티미디어과학과,"9,287,000"
,,무용과,"10,705,000"
,,문헌정보학과,"7,827,000"
,,문화관광학부,"8,557,000"
,,미디어학부,"8,555,000"
,,법학부,"7,827,000"
,,사회심리학과,"7,827,000"
,,산업디자인과,"10,705,000"
,,생명과학과,"9,287,000"
,,생명과학부,"8,374,000"
,,생활과학부,"8,374,000"
,,성악과,"10,705,000"
,,소비자경제학과,"7,827,000"
,,수학・통계학부,"8,374,000"
,,수학과,"9,287,000"
,,시각・영상디자인과,"10,705,000"
,,식품영양학과,"9,287,000"
,,아동복지학부,"8,025,000"
,,약학부,"11,415,000"
,,언론정보학부,"7,642,000"
,,역사문화학과,"7,827,000"
,,영어영문학부,"7,827,000"
,,의류학과,"9,287,000"
,,의약과학과,"9,287,000"
,,인문학부,"6,914,000"
,,일본학과,"7,827,000"
,,자연과학부,"8,374,000"
,,작곡과,"10,705,000"
,,정보과학부,"8,374,000"
,,정치외교학과,"7,827,000"
,,정치행정학부,"6,914,000"
,,중어중문학부,"7,827,000"
,,체육교육과,"9,287,000"
,,컴퓨터과학부,"9,287,000"
,,통계학과,"9,287,000"
,,프랑스언어・문화학과,"7,827,000"
,,피아노과,"10,705,000"
,,한국어문학부,"7,827,000"
,,행정학과,"7,827,000"
,,홍보광고학과,"8,555,000"
,,화학과,"9,287,000"
,,환경디자인과,"10,705,000"
,,회화과,"10,705,000"
,순복음총회신학교,사회복지학과,"5,500,000"
,,스포츠복지학과,"6,700,000"
,,신학과,"5,500,000"
,,음악과,"7,700,000"
,,청소년스포츠상담복지학과,"6,700,000"
,순천향대학교,간호학과,"9,016,000"
,,건축학과,"9,142,000"
,,경영학과,"7,996,000"
,,경제금융학과,"7,996,000"
,,경찰행정학과,"7,556,000"
,,공연영상미디어학부,0
,,관광경영학과,"7,996,000"
,,국어국문학과,"7,556,000"
,,국제문화학과,"7,556,000"
,,국제어문학부,"6,732,000"
,,국제통상학과,"7,996,000"
,,금융경영학과,"7,172,000"
,,금융보험학과,"7,996,000"
,,기계공학과,"9,142,000"
,,나노화학공학과,"9,142,000"
,,디스플레이신소재공학과,"9,142,000"
,,미디어콘텐츠전공,"7,820,000"
,,미디어콘텐츠학과,"8,644,000"
,,법학과,"7,556,000"
,,보건행정경영학과,"8,434,000"
,,사회복지학과,"7,842,000"
,,사회체육학과,"8,434,000"
,,생명공학과,"7,610,000"
,,생명과학과,"7,610,000"
,,생명시스템학과,"8,434,000"
,,수학과,"7,842,000"
,,스포츠과학과,"8,434,000"
,,스포츠의학과,"8,434,000"
,,식품영양학과,"8,434,000"
,,신문방송학과,"8,434,000"
,,에너지환경공학과,"9,142,000"
,,연극무용전공,"8,318,000"
,,연극무용학과,"9,142,000"
,,영어영문학과,"7,556,000"
,,영화애니메이션전공,"8,318,000"
,,영화애니메이션학과,"9,142,000"
,,유아교육과,"7,842,000"
,,의료IT공학과,"9,142,000"
,,의료생명공학과,"8,644,000"
,,의약공학과,"8,434,000"
,,의예과,"10,894,000"
,,의학과,"10,070,000"
,,임상병리학과,"8,644,000"
,,작업치료학과,"8,644,000"
,,전기공학과,"9,142,000"
,,전기전자공학과,"8,318,000"
,,전기통신공학과,"8,318,000"
,,전자공학과,"9,142,000"
,,전자물리학과,"8,434,000"
,,전자정보공학과,"9,142,000"
,,정보보호학과,"9,142,000"
,,정보통신공학과,"9,142,000"
,,중어중문학과,"7,556,000"
,,청소년교육 ・ 상담학과,"7,842,000"
,,체육학부,"7,610,000"
,,컴퓨터공학과,"9,142,000"
,,컴퓨터소프트웨어공학과,"9,142,000"
,,컴퓨터학부,"8,318,000"
,,특수교육과,"7,842,000"
,,해양생명공학과,"7,610,000"
,,행정학과,"7,556,000"
,,화학과,"8,434,000"
,,환경보건학과,"8,434,000"
,숭실대학교,건축학부,"9,722,000"
,,건축학부 건축공학전공,"8,822,000"
,,건축학부 건축학전공,"8,822,000"
,,건축학부 실내건축전공,"8,822,000"
,,경영학부,"7,592,000"
,,경제학과,"7,592,000"
,,국어국문학과,"7,592,000"
,,국제법무학과,"10,482,000"
,,국제상거래학과,"8,100,000"
,,글로벌미디어학부,"9,722,000"
,,글로벌통상학과,"7,592,000"
,,금융경제학과,"8,100,000"
,,금융학부,"10,482,000"
,,기계공학과,"9,722,000"
,,기독교학과,"7,592,000"
,,독어독문학과,"7,592,000"
,,문예창작학과,"8,454,000"
,,물리학과,"8,992,000"
,,법학과,"7,592,000"
,,벤처중소기업학과,"7,592,000"
,,불어불문학과,"7,592,000"
,,사학과,"7,592,000"
,,사회복지학부,"7,592,000"
,,산업정보시스템공학과,"9,722,000"
,,생활체육학과,"8,992,000"
,,수학과,"8,454,000"
,,언론홍보학과,"8,454,000"
,,영어영문학과,"7,592,000"
,,유기신소재파이버공학과,"9,722,000"
,,의생명시스템학부,"8,992,000"
,,일어일본학과,"7,592,000"
,,전기공학부,"9,722,000"
,,정보사회학과,"8,454,000"
,,정보통계・보험수리학과,"8,454,000"
,,정보통신전자공학부,"9,722,000"
,,정치외교학과,"7,592,000"
,,중어중문학과,"7,592,000"
,,철학과,"7,592,000"
,,컴퓨터학부,"9,722,000"
,,평생교육학과,"7,592,000"
,,행정학부,"7,592,000"
,,화학공학과,"9,722,000"
,,화학과,"8,992,000"
,,회계학과,"8,454,000"
,신경주대학교,GUInternationalSchool,"6,182,000"
,,간호학과,"8,512,000"
,,건축・토목학과,"8,154,000"
,,건축학과,"8,154,000"
,,건축학부,"8,154,000"
,,경영학과,"6,182,000"
,,경영학부,0
,,경찰법학과,"6,182,000"
,,경찰법학부,0
,,공연뮤지컬학과,"9,570,000"
,,공연영상학과,"8,830,000"
,,관광・레저개발학과,0
,,관광・외식조리학부,"6,182,000"
,,관광경영학과,"6,922,000"
,,관광도시계획학과,"8,154,000"
,,관광레저학과,"6,922,000"
,,관광외국어학부,"6,182,000"
,,관광일어과,"6,182,000"
,,관광일어학과,"6,922,000"
,,관광정보학과,"6,182,000"
,,관광중국어학과,"6,182,000"
,,관광통상중국어학과,"6,182,000"
,,관광학부,"6,182,000"
,,관광홍보학과,"6,182,000"
,,광고홍보미디어학과,0
,,광고홍보이벤트학과,"6,182,000"
,,국제관광영어과,"6,182,000"
,,국제관광학과,"6,922,000"
,,국제무역학과,"6,182,000"
,,국제한국어교원학과,"6,182,000"
,,국토・도시계획학과,0
,,군정보사관학과,"8,286,000"
,,글로벌경영학과,"6,182,000"
,,노인복지학과,0
,,무대공연예술학과,"8,830,000"
,,무역학과,"6,182,000"
,,문화재보존학과,"6,182,000"
,,문화재학과,"6,922,000"
,,문화재학부,0
,,방송연예학과,"9,570,000"
,,뷰티・패션디자인학과,"9,570,000"
,,사이버수사경찰학과,"6,922,000"
,,사진영상디자인학과,0
,,사진영상미디어학과,"8,830,000"
,,사진영화학과,"8,830,000"
,,사회복지행정학과,"6,922,000"
,,생활체육학과,"7,546,000"
,,스포츠어드벤처・태권도학과,"8,286,000"
,,시각디자인학과,"8,830,000"
,,실용음악학과,"9,570,000"
,,애완동식물보호학과,"8,286,000"
,,언어청각치료학과,"8,512,000"
,,에너지플랜트학과,"8,286,000"
,,외식・조리학과,"6,182,000"
,,외식・조리학부,"6,922,000"
,,의료과학과,"8,512,000"
,,전기에너지전자공학과,"8,154,000"
,,전기에너지컴퓨터공학과,"8,154,000"
,,조경도시개발학과,"7,546,000"
,,조경학과,"7,546,000"
,,철도건설환경공학과,"8,154,000"
,,컨벤션・이벤트학과,0
,,컴퓨터멀티미디어공학부,0
,,컴퓨터정보공학과,"8,154,000"
,,태권도・생활체육학과,"7,546,000"
,,태권도학과,"7,546,000"
,,특수체육교육학과,"8,286,000"
,,한국어문학과,0
,,한약자원학과,"7,546,000"
,,한약재개발학과,0
,,항공서비스학과,"6,922,000"
,,호텔・조리학과,0
,,호텔경영학과,"6,922,000"
,,호흡기치료학과,"8,512,000"
,,환경에너지학과,"8,286,000"
,신라대학교,IT학과,"7,924,500"
,,가족・노인복지학과,"6,335,100"
,,간호학과,"8,411,500"
,,건축학부,"8,411,600"
,,경영정보학과,"5,723,000"
,,경영학과,"5,723,000"
,,경영학부,"6,347,000"
,,경제학과,"6,335,100"
,,공예학과,"7,795,000"
,,광고홍보학과,"6,335,000"
,,교육학과,"6,335,000"
,,국어교육과,"6,335,000"
,,국어국문학과,"6,335,000"
,,국제관계학과,"5,731,000"
,,국제관광경영학과,0
,,국제관광학과,"6,335,000"
,,국제학부,"6,347,000"
,,귀금속ㆍ보석디자인학과,"8,411,500"
,,무역학과,"6,335,100"
,,무용학과,"8,411,500"
,,문헌정보학과,"6,335,000"
,,물리치료학과,"8,414,600"
,,미술학과,"8,411,500"
,,바이오식품소재학과,"7,435,000"
,,법경찰학부,"6,335,100"
,,보건행정학부,"6,335,000"
,,사학과,"6,335,000"
,,사회복지학과,"6,335,000"
,,산업디자인학과,"7,435,000"
,,생물과학과,"7,435,000"
,,세무회계학과,"5,723,000"
,,수학교육과,"7,435,000"
,,시각디자인학과,"8,428,000"
,,식품영양학과,"7,435,000"
,,신소재공학과,"8,428,000"
,,실내디자인학과,"7,435,000"
,,에너지응용화학과,"8,411,500"
,,역사교육과,"6,335,000"
,,영어교육과,"6,335,000"
,,영어영문학과,"6,335,000"
,,유아교육과,"6,335,000"
,,음악학과,"8,411,500"
,,일어교육과,"6,335,000"
,,일어일문학과,"6,335,000"
,,자동차기계공학과,"8,411,500"
,,전자공학과,"8,411,500"
,,전자재료공학과,"7,795,000"
,,제약공학과,"7,435,100"
,,중국어중국학과,"6,339,000"
,,중국학과,"5,723,000"
,,지리학과,"6,335,000"
,,철학과,"5,723,000"
,,체육학부,"7,435,000"
,,치위생학과,"8,414,300"
,,커뮤니케이션디자인학부,"7,795,000"
,,컴퓨터공학과,"8,417,000"
,,컴퓨터교육과,"7,435,000"
,,컴퓨터정보공학부,"7,795,000"
,,패션산업학부,"7,435,000"
,,호텔・관광이벤트경영학과,0
,,호텔・관광이벤트학과,"6,335,000"
,,환경공학과,"8,411,500"
,아신대학교,기독교교육학과,"6,861,000"
,,선교영어학과,"6,855,700"
,,선교중국어학과,"6,940,000"
,,선교학과,"6,855,700"
,,신학과,"6,849,700"
,아주대학교,e-비즈니스학과,"8,686,000"
,,e-비즈니스학부,"7,786,000"
,,간호학과,"8,764,000"
,,간호학부,"7,864,000"
,,건설시스템공학과,"9,788,000"
,,건축학과,"9,788,000"
,,건축학부,"8,888,000"
,,경영학과,"7,808,000"
,,경영학부,"6,908,000"
,,경제학과,"7,676,000"
,,교통시스템공학과,"9,788,000"
,,국어국문학과,"7,676,000"
,,금융공학과,"9,150,000"
,,금융공학부,"8,250,000"
,,기계공학과,"9,788,000"
,,기계공학부,"8,888,000"
,,문화콘텐츠학과,"7,676,000"
,,물리학과,"8,764,000"
,,미디어학과,"9,788,000"
,,미디어학부,"8,888,000"
,,불어불문학과,"7,676,000"
,,사학과,"7,676,000"
,,사회과학부,"6,776,000"
,,사회학과,"7,676,000"
,,산업공학과,"9,788,000"
,,산업정보시스템공학부,"8,888,000"
,,생명과학과,"8,764,000"
,,소프트웨어융합학과,"9,788,000"
,,수학과,"8,764,000"
,,스포츠레저학과,"7,676,000"
,,스포츠레저학부,"6,776,000"
,,신소재공학과,"9,788,000"
,,심리학과,"7,676,000"
,,약학과,"11,286,000"
,,약학부,"11,286,000"
,,영어영문학과,"7,676,000"
,,응용화학생명공학과,"9,788,000"
,,응용화학생명공학부,"8,888,000"
,,의학과(예과),"11,162,000"
,,의학부(본과),"11,286,000"
,,의학부(예과),"10,262,000"
,,인문학부,"6,776,000"
,,자연과학부,"7,864,000"
,,자유전공(인문사회계열),"6,776,000"
,,자유전공(자연과학계열),"7,864,000"
,,전자공학과,"9,788,000"
,,전자공학부,"8,888,000"
,,정보컴퓨터공학과,"9,788,000"
,,정보컴퓨터공학부,"8,888,000"
,,정치외교학과,"7,676,000"
,,행정학과,"7,676,000"
,,화공・신소재공학부,"8,888,000"
,,화학공학과,"9,788,000"
,,화학과,"8,764,000"
,,환경건설교통공학부,"8,888,000"
,,환경공학과,"9,788,000"
,안양대학교,경영학과,"7,635,000"
,,공연예술학과,"8,113,500"
,,관광학부,"7,635,000"
,,국어국문학과,"7,635,000"
,,국제관계학과,"7,635,000"
,,기독교교육과,"7,693,000"
,,기독교문화학과,"7,635,000"
,,도시정보공학과,"9,435,000"
,,디지털미디어디자인학과,"9,435,000"
,,디지털미디어학과,"9,435,000"
,,러시아어과,"7,635,000"
,,무역유통학과,"7,635,000"
,,식품영양학과,"9,041,000"
,,신학과,"7,635,000"
,,영어영문학과,"7,635,000"
,,유아교육과,"7,693,000"
,,음악학부,"9,435,000"
,,전기전자공학과,"9,435,000"
,,정보통계학과,"8,309,000"
,,정보통신공학과,"9,435,000"
,,중국어과,"7,635,000"
,,천연향장학과,0
,,컴퓨터공학과,"9,435,000"
,,행정학과,"7,635,000"
,,화장품발명디자인학과,"9,435,000"
,,환경공학과,0
,,환경에너지공학과,"9,435,000"
,안양대학교 _제2캠퍼스,공공행정학과,"7,635,000"
,,관광경영학과,"7,635,000"
,,도시행정학과,0
,,컴퓨터학과,"9,435,000"
,,해양바이오시스템공학과,"9,435,000"
,,해양생명공학과,0
,연세대학교,간호학과,"9,260,000"
,,건축공학전공,"10,329,000"
,,건축학부(건축학(5년제)),"10,329,000"
,,경영대학 경영학과,"8,129,000"
,,경제학부,"8,129,000"
,,관현악과,"11,453,000"
,,교육학과,"8,075,000"
,,교회음악과,"11,453,000"
,,국어국문학과,"8,075,000"
,,기계공학전공,"10,329,000"
,,노어노문학과,"8,075,000"
,,대기과학전공,"9,227,000"
,,도시공학과,"10,329,000"
,,독어독문학과,"8,075,000"
,,문헌정보학과,"8,288,700"
,,문화인류학과,"8,075,000"
,,물리학과,"9,227,000"
,,불어불문학과,"8,075,000"
,,사학과,"8,075,000"
,,사회복지학과,"8,075,000"
,,사회학과,"8,075,000"
,,생명시스템대학 생명공학,"9,781,000"
,,생명시스템대학 생화학,"9,781,000"
,,생활디자인전공,"9,227,000"
,,성악과,"11,453,000"
,,수학과,"9,227,000"
,,스포츠레저학과,"9,227,000"
,,시스템생물학과,"9,781,000"
,,식품영양학과,"9,227,000"
,,신소재공학전공,"10,329,000"
,,신학과,"8,075,000"
,,실내건축학전공,"9,227,000"
,,심리학과,"8,288,300"
,,아동가족전공,"9,227,000"
,,아시아학부,0
,,아시아학전공,"14,753,000"
,,약학과(2+4학제),"11,827,000"
,,언더우드 경제학전공,"14,753,000"
,,언더우드 국제학전공,"14,753,000"
,,언더우드 문학과문화전공,"14,753,000"
,,언더우드 생명과학전공,"14,753,000"
,,언더우드 정치외교학전공,"14,753,000"
,,언론홍보영상학부,"8,075,000"
,,영어영문학과,"8,075,000"
,,융합정보공학,0
,,응용통계학과,"8,129,000"
,,의류환경학과,"9,227,000"
,,의예과,"13,115,000"
,,의학과,"12,128,000"
,,자유전공,"8,075,000"
,,작곡과,"11,453,000"
,,전기전자공학전공,"10,329,000"
,,정보산업공학전공,"10,329,000"
,,정치외교학과,"8,075,000"
,,주거환경학과,0
,,중어중문학과,"8,075,000"
,,지구시스템과학과,"9,227,000"
,,천문우주학전공,"9,227,000"
,,철학과,"8,075,000"
,,체육교육과,"9,227,000"
,,치의예과,"13,115,000"
,,치의학과,"12,128,000"
,,컴퓨터과학학과,"10,329,000"
,,테크노아트학부,"14,753,000"
,,토목환경공학전공,"10,329,000"
,,피아노과,"11,453,000"
,,행정학과,"8,075,000"
,,화공생명공학전공,"10,329,000"
,,화학과,"9,227,000"
,연세대학교(미래) _분교,간호학과,"9,260,000"
,,경영학부,"8,075,000"
,,경영학전공,"7,088,000"
,,경제학전공,"7,088,000"
,,국어국문학전공,"7,088,000"
,,국제관계학전공,"7,088,000"
,,글로벌행정학전공,"7,088,000"
,,동아시아국제학부,"11,621,000"
,,디자인예술학부,"9,227,000"
,,물리치료학과,"9,227,000"
,,물리학전공,"8,240,000"
,,방사선학과,"9,227,000"
,,보건행정학과,"9,227,000"
,,사회과학부,"8,075,000"
