기준년도,학교,계열,재적학생수,중도탈락학생수,중도탈락비율_재계산
2011,유원대학교,예체능계열,950,122,12.84
2011,유원대학교,의학계열,140,2,1.43
2011,유원대학교,인문사회계열,1708,118,6.91
2011,유원대학교,자연과학계열,1457,75,5.15
2011,을지대학교,의학계열,841,16,1.9
2011,을지대학교,인문사회계열,162,2,1.23
2011,을지대학교 _제2캠퍼스,공학계열,821,31,3.78
2011,을지대학교 _제2캠퍼스,예체능계열,375,14,3.73
2011,을지대학교 _제2캠퍼스,의학계열,1215,29,2.39
2011,을지대학교 _제2캠퍼스,인문사회계열,1151,49,4.26
2011,을지대학교 _제2캠퍼스,자연과학계열,1529,40,2.62
2011,이화여자대학교,공학계열,1404,27,1.92
2011,이화여자대학교,기타,45,4,8.89
2011,이화여자대학교,예체능계열,2309,24,1.04
2011,이화여자대학교,의학계열,829,8,0.97
2011,이화여자대학교,인문사회계열,10471,149,1.42
2011,이화여자대학교,자연과학계열,2781,118,4.24
2011,인제대학교,공학계열,4475,215,4.8
2011,인제대학교,예체능계열,894,42,4.7
2011,인제대학교,의학계열,463,7,1.51
2011,인제대학교,인문사회계열,5615,246,4.38
2011,인제대학교,자연과학계열,1672,47,2.81
2011,인제대학교 _제2캠퍼스,의학계열,778,2,0.26
2011,인천가톨릭대학교,기타,138,9,6.52
2011,인천가톨릭대학교 _제2캠퍼스,예체능계열,356,17,4.78
2011,인천가톨릭대학교 _제2캠퍼스,인문사회계열,19,3,15.79
2011,인천가톨릭대학교 _제2캠퍼스,자연과학계열,291,21,7.22
2011,인천대학교,공학계열,5095,191,3.75
2011,인천대학교,예체능계열,1004,37,3.69
2011,인천대학교,의학계열,26,0,0
2011,인천대학교,인문사회계열,6466,187,2.89
2011,인천대학교,자연과학계열,1796,70,3.9
2011,인하대학교,공학계열,10778,176,1.63
2011,인하대학교,예체능계열,617,20,3.24
2011,인하대학교,의학계열,419,4,0.95
2011,인하대학교,인문사회계열,12073,198,1.64
2011,인하대학교,자연과학계열,4069,89,2.19
2011,장로회신학대학교,기타,337,6,1.78
2011,장로회신학대학교,예체능계열,293,10,3.41
2011,장로회신학대학교,인문사회계열,333,9,2.7
2011,전남대학교,공학계열,4434,124,2.8
2011,전남대학교,예체능계열,999,19,1.9
2011,전남대학교,의학계열,1328,11,0.83
2011,전남대학교,인문사회계열,10576,253,2.39
2011,전남대학교,자연과학계열,7901,277,3.51
2011,전남대학교 _제2캠퍼스,공학계열,2424,188,7.76
2011,전남대학교 _제2캠퍼스,인문사회계열,2050,82,4
2011,전남대학교 _제2캠퍼스,자연과학계열,1127,91,8.07
2011,전북대학교,공학계열,9361,262,2.8
2011,전북대학교,예체능계열,753,42,5.58
2011,전북대학교,의학계열,727,6,0.83
2011,전북대학교,인문사회계열,9674,179,1.85
2011,전북대학교,자연과학계열,5696,86,1.51
2011,전북대학교 _제2캠퍼스,인문사회계열,121,0,0
2011,전북대학교 _제2캠퍼스,자연과학계열,734,21,2.86
2011,전주교육대학교,인문사회계열,1585,10,0.63
2011,전주대학교,공학계열,2999,196,6.54
2011,전주대학교,예체능계열,2127,136,6.39
2011,전주대학교,의학계열,603,16,2.65
2011,전주대학교,인문사회계열,9408,432,4.59
2011,전주대학교,자연과학계열,1398,81,5.79
2011,제주교육대학교,인문사회계열,158,0,0
2011,제주대학교,공학계열,2729,99,3.63
2011,제주대학교,예체능계열,739,48,6.5
2011,제주대학교,의학계열,520,4,0.77
2011,제주대학교,인문사회계열,7806,177,2.27
2011,제주대학교,자연과학계열,3343,135,4.04
2011,조선대학교,공학계열,10091,232,2.3
2011,조선대학교,예체능계열,2217,198,8.93
2011,조선대학교,의학계열,771,52,6.74
2011,조선대학교,인문사회계열,14071,368,2.62
2011,조선대학교,자연과학계열,3218,75,2.33
2011,중부대학교,공학계열,2346,110,4.69
2011,중부대학교,예체능계열,2457,138,5.62
2011,중부대학교,의학계열,179,2,1.12
2011,중부대학교,인문사회계열,5300,293,5.53
2011,중부대학교,자연과학계열,1476,91,6.17
2011,중앙대학교,공학계열,4439,118,2.66
2011,중앙대학교,예체능계열,474,11,2.32
2011,중앙대학교,의학계열,925,17,1.84
2011,중앙대학교,인문사회계열,12137,212,1.75
2011,중앙대학교,자연과학계열,1999,73,3.65
2011,중앙대학교 _제2캠퍼스,공학계열,1150,33,2.87
2011,중앙대학교 _제2캠퍼스,예체능계열,3818,93,2.44
2011,중앙대학교 _제2캠퍼스,인문사회계열,6455,166,2.57
2011,중앙대학교 _제2캠퍼스,자연과학계열,1776,47,2.65
2011,중앙승가대학교,인문사회계열,279,17,6.09
2011,중원대학교,공학계열,612,22,3.59
2011,중원대학교,예체능계열,121,6,4.96
2011,중원대학교,의학계열,60,1,1.67
2011,중원대학교,인문사회계열,412,18,4.37
2011,중원대학교,자연과학계열,23,3,13.04
2011,진주교육대학교,인문사회계열,1802,15,0.83
2011,진주산업대학교(산업대),공학계열,2538,170,6.7
2011,진주산업대학교(산업대),예체능계열,118,11,9.32
2011,진주산업대학교(산업대),인문사회계열,786,36,4.58
2011,진주산업대학교(산업대),자연과학계열,1042,58,5.57
2011,차의과학대학교,공학계열,83,6,7.23
2011,차의과학대학교,의학계열,219,2,0.91
2011,차의과학대학교,인문사회계열,260,2,0.77
2011,차의과학대학교,자연과학계열,190,5,2.63
2011,청운대학교,공학계열,1645,129,7.84
2011,청운대학교,예체능계열,1146,88,7.68
2011,청운대학교,의학계열,80,1,1.25
2011,청운대학교,인문사회계열,4678,332,7.1
2011,청운대학교,자연과학계열,668,41,6.14
2011,청주교육대학교,인문사회계열,1644,12,0.73
2011,청주대학교,공학계열,3467,185,5.34
2011,청주대학교,예체능계열,2035,93,4.57
2011,청주대학교,의학계열,259,0,0
2011,청주대학교,인문사회계열,12065,470,3.9
2011,청주대학교,자연과학계열,1855,89,4.8
2011,초당대학교(산업대),공학계열,685,26,3.8
2011,초당대학교(산업대),예체능계열,506,29,5.73
2011,초당대학교(산업대),의학계열,844,8,0.95
2011,초당대학교(산업대),인문사회계열,1659,73,4.4
2011,초당대학교(산업대),자연과학계열,883,19,2.15
2011,총신대학교,기타,623,22,3.53
2011,총신대학교,예체능계열,370,23,6.22
2011,총신대학교,인문사회계열,1176,36,3.06
2011,추계예술대학교,예체능계열,1305,46,3.52
2011,추계예술대학교,인문사회계열,311,11,3.54
2011,춘천교육대학교,인문사회계열,3582,21,0.59
2011,충남대학교,공학계열,6800,197,2.9
2011,충남대학교,예체능계열,953,40,4.2
2011,충남대학교,의학계열,1018,18,1.77
2011,충남대학교,인문사회계열,10079,181,1.8
2011,충남대학교,자연과학계열,6599,195,2.95
2011,충북대학교,공학계열,6717,176,2.62
2011,충북대학교,예체능계열,600,26,4.33
2011,충북대학교,의학계열,770,21,2.73
2011,충북대학교,인문사회계열,7137,148,2.07
2011,충북대학교,자연과학계열,5315,157,2.95
2011,칼빈대학교,예체능계열,84,6,7.14
2011,칼빈대학교,인문사회계열,541,21,3.88
2011,탐라대학교,공학계열,106,7,6.6
2011,탐라대학교,예체능계열,159,49,30.82
2011,탐라대학교,인문사회계열,613,161,26.26
2011,탐라대학교,자연과학계열,14,2,14.29
2011,평택대학교,공학계열,747,54,7.23
2011,평택대학교,기타,42,1,2.38
2011,평택대학교,예체능계열,831,63,7.58
2011,평택대학교,의학계열,25,1,4
2011,평택대학교,인문사회계열,3583,211,5.89
2011,평택대학교,자연과학계열,10,0,0
2011,포항공과대학교,공학계열,713,3,0.42
2011,포항공과대학교,기타,71,1,1.41
2011,포항공과대학교,인문사회계열,165,0,0
2011,포항공과대학교,자연과학계열,653,7,1.07
2011,한경대학교(산업대),공학계열,2712,170,6.27
2011,한경대학교(산업대),기타,22,0,0
2011,한경대학교(산업대),예체능계열,483,56,11.59
2011,한경대학교(산업대),인문사회계열,1543,77,4.99
2011,한경대학교(산업대),자연과학계열,2370,138,5.82
2011,한국과학기술원,공학계열,1557,11,0.71
2011,한국과학기술원,예체능계열,1838,39,2.12
2011,한국과학기술원,인문사회계열,122,1,0.82
2011,한국과학기술원,자연과학계열,1305,15,1.15
2011,한국교원대학교,인문사회계열,2800,49,1.75
2011,한국교통대학교(산업대),공학계열,3487,166,4.76
2011,한국교통대학교(산업대),예체능계열,197,13,6.6
2011,한국교통대학교(산업대),의학계열,272,3,1.1
2011,한국교통대학교(산업대),인문사회계열,1341,70,5.22
2011,한국교통대학교(산업대),자연과학계열,758,33,4.35
2011,한국국제대학교,공학계열,1146,91,7.94
2011,한국국제대학교,예체능계열,182,15,8.24
2011,한국국제대학교,의학계열,397,14,3.53
2011,한국국제대학교,인문사회계열,2186,166,7.59
2011,한국국제대학교,자연과학계열,679,43,6.33
2011,한국기술교육대학교,공학계열,4462,126,2.82
2011,한국기술교육대학교,인문사회계열,1035,36,3.48
2011,한국기술교육대학교,자연과학계열,560,22,3.93
2011,한국방송통신대학교,공학계열,13458,3445,25.6
2011,한국방송통신대학교,예체능계열,6445,1502,23.3
2011,한국방송통신대학교,의학계열,8620,888,10.3
2011,한국방송통신대학교,인문사회계열,205104,42098,20.53
2011,한국방송통신대학교,자연과학계열,34934,6751,19.33
2011,한국산업기술대학교(산업대),공학계열,5303,437,8.24
2011,한국산업기술대학교(산업대),인문사회계열,585,56,9.57
2011,한국산업기술대학교(산업대),자연과학계열,292,33,11.3
2011,한국성서대학교,공학계열,190,22,11.58
2011,한국성서대학교,의학계열,72,0,0
2011,한국성서대학교,인문사회계열,737,38,5.16
2011,한국예술종합학교,공학계열,118,2,1.69
2011,한국예술종합학교,예체능계열,2712,63,2.32
2011,한국예술종합학교,인문사회계열,106,3,2.83
2011,한국외국어대학교,공학계열,79,4,5.06
2011,한국외국어대학교,예체능계열,92,2,2.17
2011,한국외국어대학교,인문사회계열,12220,268,2.19
2011,한국외국어대학교(용인) _분교,공학계열,1553,76,4.89
2011,한국외국어대학교(용인) _분교,인문사회계열,8253,283,3.43
2011,한국외국어대학교(용인) _분교,자연과학계열,1908,71,3.72
2011,한국전통문화대학교(각종),공학계열,106,2,1.89
2011,한국전통문화대학교(각종),예체능계열,181,4,2.21
2011,한국전통문화대학교(각종),인문사회계열,405,6,1.48
2011,한국체육대학교,예체능계열,1971,49,2.49
2011,한국체육대학교,인문사회계열,941,25,2.66
2011,한국침례신학대학교,기타,626,22,3.51
2011,한국침례신학대학교,예체능계열,250,22,8.8
2011,한국침례신학대학교,인문사회계열,1125,49,4.36
2011,한국항공대학교,공학계열,4974,115,2.31
2011,한국항공대학교,인문사회계열,1494,46,3.08
2011,한남대학교,공학계열,3216,147,4.57
2011,한남대학교,예체능계열,1402,63,4.49
2011,한남대학교,의학계열,65,0,0
2011,한남대학교,인문사회계열,10910,365,3.35
2011,한남대학교,자연과학계열,2353,100,4.25
2011,한동대학교,공학계열,1011,10,0.99
2011,한동대학교,인문사회계열,3597,35,0.97
2011,한동대학교,자연과학계열,670,14,2.09
2011,한라대학교,공학계열,2789,227,8.14
2011,한라대학교,예체능계열,128,7,5.47
2011,한라대학교,인문사회계열,2814,188,6.68
2011,한라대학교,자연과학계열,161,11,6.83
2011,한려대학교,의학계열,137,8,5.84
2011,한려대학교,인문사회계열,48,23,47.92
2011,한려대학교,자연과학계열,82,4,4.88
2011,한려대학교(산업대),공학계열,23,16,69.57
2011,한려대학교(산업대),예체능계열,23,7,30.43
2011,한려대학교(산업대),의학계열,309,16,5.18
2011,한려대학교(산업대),인문사회계열,144,47,32.64
2011,한려대학교(산업대),자연과학계열,303,15,4.95
2011,한림대학교,공학계열,1787,77,4.31
2011,한림대학교,예체능계열,411,32,7.79
2011,한림대학교,의학계열,1210,17,1.4
2011,한림대학교,인문사회계열,6723,248,3.69
2011,한림대학교,자연과학계열,2189,105,4.8
2011,한민학교,예체능계열,135,13,9.63
2011,한민학교,인문사회계열,536,101,18.84
2011,한민학교,자연과학계열,10,1,10
2011,한밭대학교(산업대),공학계열,4927,200,4.06
2011,한밭대학교(산업대),예체능계열,281,10,3.56
2011,한밭대학교(산업대),인문사회계열,1960,53,2.7
2011,한밭대학교(산업대),자연과학계열,912,32,3.51
2011,한북대학교,공학계열,221,21,9.5
2011,한북대학교,예체능계열,84,7,8.33
2011,한북대학교,의학계열,65,3,4.62
2011,한북대학교,인문사회계열,927,59,6.36
2011,한북대학교,자연과학계열,323,23,7.12
2011,한서대학교,공학계열,3282,169,5.15
2011,한서대학교,예체능계열,1367,119,8.71
2011,한서대학교,의학계열,736,20,2.72
2011,한서대학교,인문사회계열,2986,164,5.49
2011,한서대학교,자연과학계열,2134,134,6.28
2011,한성대학교,공학계열,1809,75,4.15
2011,한성대학교,예체능계열,1396,77,5.52
2011,한성대학교,의학계열,94,2,2.13
2011,한성대학교,인문사회계열,3318,142,4.28
2011,한성대학교,자연과학계열,198,6,3.03
2011,한세대학교,공학계열,642,56,8.72
2011,한세대학교,예체능계열,606,45,7.43
2011,한세대학교,의학계열,25,0,0
2011,한세대학교,인문사회계열,2288,114,4.98
2011,한세대학교,자연과학계열,217,17,7.83
2011,한신대학교,공학계열,1328,89,6.7
2011,한신대학교,기타,285,13,4.56
2011,한신대학교,의학계열,233,7,3
2011,한신대학교,인문사회계열,5610,334,5.95
2011,한신대학교,자연과학계열,493,52,10.55
2011,한양대학교,공학계열,7732,171,2.21
2011,한양대학교,예체능계열,1175,30,2.55
2011,한양대학교,의학계열,597,8,1.34
2011,한양대학교,인문사회계열,9402,163,1.73
2011,한양대학교,자연과학계열,3529,108,3.06
2011,한양대학교(ERICA) _분교,공학계열,4361,80,1.83
2011,한양대학교(ERICA) _분교,예체능계열,1564,28,1.79
2011,한양대학교(ERICA) _분교,의학계열,22,0,0
2011,한양대학교(ERICA) _분교,인문사회계열,5605,94,1.68
2011,한양대학교(ERICA) _분교,자연과학계열,2077,58,2.79
2011,한일장신대학교,예체능계열,204,21,10.29
2011,한일장신대학교,인문사회계열,1048,78,7.44
2011,한중대학교,공학계열,308,31,10.06
2011,한중대학교,예체능계열,429,55,12.82
2011,한중대학교,의학계열,439,11,2.51
2011,한중대학교,인문사회계열,962,86,8.94
2011,한중대학교,자연과학계열,215,18,8.37
2011,협성대학교,공학계열,622,66,10.61
2011,협성대학교,기타,437,17,3.89
2011,협성대학교,예체능계열,1074,79,7.36
2011,협성대학교,의학계열,226,9,3.98
2011,협성대학교,인문사회계열,3310,256,7.73
2011,협성대학교,자연과학계열,191,11,5.76
2011,호남대학교,공학계열,2459,220,8.95
2011,호남대학교,예체능계열,1184,148,12.5
2011,호남대학교,의학계열,299,2,0.67
2011,호남대학교,인문사회계열,4656,331,7.11
2011,호남대학교,자연과학계열,1277,60,4.7
2011,호남신학대학교,기타,346,22,6.36
2011,호남신학대학교,예체능계열,231,15,6.49
2011,호남신학대학교,인문사회계열,162,9,5.56
2011,호서대학교,공학계열,7028,393,5.59
2011,호서대학교,예체능계열,2133,161,7.55
2011,호서대학교,의학계열,493,18,3.65
2011,호서대학교,인문사회계열,6631,368,5.55
2011,호서대학교,자연과학계열,2032,107,5.27
2011,호원대학교,공학계열,1294,118,9.12
2011,호원대학교,예체능계열,1147,110,9.59
2011,호원대학교,의학계열,91,0,0
2011,호원대학교,인문사회계열,2963,235,7.93
2011,호원대학교,자연과학계열,715,30,4.2
2011,홍익대학교,공학계열,7413,193,2.6
2011,홍익대학교,기타,114,13,11.4
2011,홍익대학교,예체능계열,2877,30,1.04
2011,홍익대학교,인문사회계열,6252,141,2.26
2011,홍익대학교,자연과학계열,349,11,3.15
2011,홍익대학교(세종) _분교,공학계열,3915,212,5.42
2011,홍익대학교(세종) _분교,기타,81,5,6.17
2011,홍익대학교(세종) _분교,예체능계열,2476,50,2.02
2011,홍익대학교(세종) _분교,인문사회계열,2889,99,3.43
2011,홍익대학교(세종) _분교,자연과학계열,293,7,2.39
2011,화성의과학대학교,공학계열,69,4,5.8
2011,화성의과학대학교,예체능계열,77,1,1.3
2011,화성의과학대학교,의학계열,70,1,1.43
2011,화성의과학대학교,인문사회계열,730,66,9.04
2011,화성의과학대학교,자연과학계열,123,15,12.2
