기준연도,학교명,계열,재적학생수,중도탈락자수,중도탈락률(%)
2014,한국교통대학교(산업대),인문사회,40.0,5.0,12.5
2014,한국교통대학교(산업대),자연과학,12.0,1.0,8.333333333333332
2014,한국국제대학교,공학,1141.0,138.0,12.094653812445223
2014,한국국제대학교,예체능,252.0,41.0,16.26984126984127
2014,한국국제대학교,인문사회,1331.0,120.0,9.015777610818933
2014,한국국제대학교,자연과학,444.0,32.0,7.207207207207207
2014,한국기술교육대학교,공학,5027.0,117.0,2.327431867913268
2014,한국기술교육대학교,예체능,294.0,16.0,5.442176870748299
2014,한국기술교육대학교,인문사회,994.0,25.0,2.5150905432595576
2014,한국방송통신대학교,공학,16704.0,4544.0,27.203065134099617
2014,한국방송통신대학교,예체능,5628.0,1586.0,28.18052594171997
2014,한국방송통신대학교,인문사회,188561.0,47045.0,24.94948584277767
2014,한국방송통신대학교,자연과학,9676.0,1629.0,16.83546920214965
2014,한국산업기술대학교(산업대),공학,1514.0,68.0,4.491413474240423
2014,한국산업기술대학교(산업대),예체능,681.0,46.0,6.7547723935389135
2014,한국산업기술대학교(산업대),인문사회,48.0,1.0,2.083333333333333
2014,한국성서대학교,공학,201.0,14.0,6.965174129353234
2014,한국성서대학교,자연과학,208.0,6.0,2.8846153846153846
2014,한국예술종합학교,공학,137.0,5.0,3.64963503649635
2014,한국예술종합학교,예체능,2072.0,43.0,2.0752895752895753
2014,한국예술종합학교,인문사회,141.0,4.0,2.8368794326241136
2014,한국외국어대학교,공학,2328.0,99.0,4.252577319587629
2014,한국외국어대학교,인문사회,15206.0,361.0,2.3740628699197686
2014,한국외국어대학교,자연과학,698.0,29.0,4.154727793696275
2014,한국전통문화대학교(일반),공학,229.0,2.0,0.8733624454148471
2014,한국전통문화대학교(일반),예체능,203.0,4.0,1.9704433497536946
2014,한국전통문화대학교(일반),인문사회,216.0,2.0,0.9259259259259258
2014,한국체육대학교,예체능,1980.0,44.0,2.2222222222222223
2014,한국체육대학교,인문사회,185.0,3.0,1.6216216216216217
2014,한국침례신학대학교,예체능,213.0,16.0,7.511737089201878
2014,한국침례신학대학교,인문사회,1747.0,108.0,6.18202633085289
2014,한국항공대학교,공학,4698.0,96.0,2.0434227330779056
2014,한국항공대학교,인문사회,1800.0,39.0,2.166666666666667
2014,한남대학교,공학,4235.0,249.0,5.879574970484061
2014,한남대학교,예체능,1176.0,75.0,6.377551020408164
2014,한남대학교,인문사회,10168.0,530.0,5.212431156569631
2014,한남대학교,자연과학,1281.0,60.0,4.683840749414521
2014,한동대학교,공학,1895.0,36.0,1.8997361477572559
2014,한동대학교,인문사회,2781.0,54.0,1.9417475728155338
2014,한라대학교,공학,2791.0,147.0,5.266929415979935
2014,한라대학교,예체능,317.0,18.0,5.678233438485805
2014,한라대학교,인문사회,2713.0,191.0,7.040176925912274
2014,한려대학교,인문사회,140.0,32.0,22.857142857142858
2014,한려대학교,자연과학,551.0,39.0,7.078039927404718
2014,한림대학교,공학,1970.0,88.0,4.467005076142132
2014,한림대학교,예체능,361.0,20.0,5.540166204986149
2014,한림대학교,의학,299.0,1.0,0.33444816053511706
2014,한림대학교,인문사회,6751.0,231.0,3.4217153014368242
2014,한림대학교,자연과학,1782.0,61.0,3.423120089786756
2014,한밭대학교(산업대),공학,2715.0,118.0,4.346224677716391
2014,한밭대학교(산업대),예체능,170.0,2.0,1.1764705882352942
2014,한밭대학교(산업대),인문사회,1097.0,32.0,2.917046490428441
2014,한북대학교,인문사회,240.0,4.0,1.6666666666666667
2014,한서대학교,공학,4100.0,258.0,6.2926829268292686
2014,한서대학교,예체능,1020.0,73.0,7.156862745098039
2014,한서대학교,인문사회,2403.0,125.0,5.201831044527673
2014,한서대학교,자연과학,1257.0,56.0,4.455051710421639
2014,한성대학교,공학,1466.0,81.0,5.525238744884038
2014,한성대학교,예체능,1094.0,32.0,2.9250457038391224
2014,한성대학교,인문사회,3051.0,123.0,4.031465093411996
2014,한성대학교,자연과학,178.0,6.0,3.3707865168539324
2014,한세대학교,공학,1053.0,60.0,5.698005698005698
2014,한세대학교,예체능,443.0,22.0,4.966139954853273
2014,한세대학교,인문사회,1789.0,94.0,5.254332029066518
2014,한세대학교,자연과학,105.0,0.0,0.0
2014,한신대학교,공학,1274.0,56.0,4.395604395604396
2014,한신대학교,인문사회,5153.0,234.0,4.541044052008539
2014,한신대학교,자연과학,725.0,45.0,6.206896551724138
2014,한양대학교,공학,9094.0,216.0,2.3751924345722455
2014,한양대학교,예체능,806.0,14.0,1.7369727047146404
2014,한양대학교,의학,225.0,1.0,0.4444444444444444
2014,한양대학교,인문사회,7526.0,122.0,1.6210470369386127
2014,한양대학교,자연과학,1544.0,41.0,2.655440414507772
2014,한양대학교(ERICA) _분교,공학,5589.0,94.0,1.6818751118268027
2014,한양대학교(ERICA) _분교,예체능,1229.0,17.0,1.3832384052074858
2014,한양대학교(ERICA) _분교,인문사회,5321.0,96.0,1.8041721480924637
2014,한양대학교(ERICA) _분교,자연과학,542.0,8.0,1.4760147601476015
2014,한일장신대학교,예체능,171.0,20.0,11.695906432748536
2014,한일장신대학교,인문사회,137.0,13.0,9.48905109489051
2014,한일장신대학교,자연과학,41.0,1.0,2.4390243902439024
2014,한중대학교,공학,181.0,35.0,19.337016574585636
2014,한중대학교,예체능,180.0,44.0,24.444444444444443
2014,한중대학교,인문사회,617.0,100.0,16.207455429497568
2014,한중대학교,자연과학,506.0,14.0,2.766798418972332
2014,협성대학교,공학,750.0,47.0,6.266666666666667
2014,협성대학교,예체능,854.0,59.0,6.908665105386416
2014,협성대학교,인문사회,3241.0,192.0,5.924097500771367
2014,협성대학교,자연과학,233.0,7.0,3.004291845493562
2014,호남대학교,공학,2215.0,167.0,7.539503386004514
2014,호남대학교,예체능,60.0,4.0,6.666666666666667
2014,호남대학교,인문사회,3771.0,225.0,5.966587112171838
2014,호남대학교,자연과학,1473.0,53.0,3.5980991174473864
2014,호남신학대학교,예체능,265.0,21.0,7.9245283018867925
2014,호남신학대학교,인문사회,480.0,24.0,5.0
2014,호서대학교,공학,4598.0,199.0,4.327968682035667
2014,호서대학교,예체능,2297.0,113.0,4.919460165433174
2014,호서대학교,인문사회,5591.0,287.0,5.13324986585584
2014,호서대학교,자연과학,1366.0,38.0,2.781844802342606
2014,호원대학교,공학,871.0,82.0,9.414466130884042
2014,호원대학교,예체능,1094.0,56.0,5.118829981718465
2014,호원대학교,인문사회,2605.0,204.0,7.8310940499040305
2014,호원대학교,자연과학,273.0,3.0,1.098901098901099
2014,홍익대학교,공학,7840.0,194.0,2.4744897959183674
2014,홍익대학교,예체능,1000.0,10.0,1.0
2014,홍익대학교,인문사회,6309.0,132.0,2.0922491678554445
2014,홍익대학교(세종) _분교,공학,3750.0,163.0,4.346666666666667
2014,홍익대학교(세종) _분교,예체능,2428.0,58.0,2.3887973640856672
2014,홍익대학교(세종) _분교,인문사회,1833.0,31.0,1.691216584833606
2014,화성의과학대학교,공학,242.0,27.0,11.15702479338843
2014,화성의과학대학교,예체능,213.0,27.0,12.676056338028168
2014,화성의과학대학교,인문사회,714.0,79.0,11.064425770308123
2014,화성의과학대학교,자연과학,171.0,0.0,0.0
2015,가야대학교(김해),공학,326.0,26.0,7.975460122699387
2015,가야대학교(김해),인문사회,1211.0,99.0,8.175061932287365
2015,가야대학교(김해),자연과학,824.0,12.0,1.4563106796116505
2015,가천대학교,공학,8077.0,285.0,3.528537823449301
2015,가천대학교,예체능,2152.0,108.0,5.018587360594796
2015,가천대학교,의학,118.0,0.0,0.0
2015,가천대학교,인문사회,10650.0,343.0,3.220657276995305
2015,가천대학교,자연과학,3268.0,80.0,2.4479804161566707
2015,가톨릭관동대학교,공학,1997.0,249.0,12.468703054581873
2015,가톨릭관동대학교,예체능,977.0,121.0,12.384851586489253
2015,가톨릭관동대학교,의학,227.0,0.0,0.0
2015,가톨릭관동대학교,인문사회,8671.0,1023.0,11.797947180256026
2015,가톨릭관동대학교,자연과학,339.0,6.0,1.7699115044247788
2015,가톨릭꽃동네대학교,인문사회,433.0,27.0,6.235565819861432
2015,가톨릭꽃동네대학교,자연과학,200.0,3.0,1.5
2015,가톨릭대학교,공학,2074.0,85.0,4.098360655737705
2015,가톨릭대학교,예체능,276.0,21.0,7.608695652173914
2015,가톨릭대학교,인문사회,6301.0,175.0,2.7773369306459292
2015,가톨릭대학교,자연과학,984.0,38.0,3.861788617886179
2015,가톨릭대학교 _제2캠퍼스,의학,6.0,0.0,0.0
2015,가톨릭대학교 _제2캠퍼스,자연과학,467.0,10.0,2.141327623126338
2015,가톨릭대학교 _제3캠퍼스,인문사회,281.0,8.0,2.8469750889679712
2015,감리교신학대학교,인문사회,377.0,39.0,10.344827586206897
2015,강남대학교,공학,1667.0,79.0,4.739052189562088
2015,강남대학교,예체능,855.0,51.0,5.964912280701754
2015,강남대학교,인문사회,7305.0,380.0,5.201916495550993
2015,강남대학교,자연과학,133.0,7.0,5.263157894736842
2015,강서대학교,예체능,174.0,13.0,7.471264367816093
2015,강서대학교,인문사회,1537.0,122.0,7.937540663630449
2015,강원대학교,공학,7700.0,288.0,3.74025974025974
2015,강원대학교,예체능,1059.0,50.0,4.721435316336167
2015,강원대학교,의학,185.0,1.0,0.5405405405405406
2015,강원대학교,인문사회,8769.0,267.0,3.0448169688676017
2015,강원대학교,자연과학,2957.0,90.0,3.043625295908015
2015,강원대학교 _제2캠퍼스,공학,5223.0,294.0,5.6289488799540495
2015,강원대학교 _제2캠퍼스,예체능,912.0,32.0,3.508771929824561
2015,강원대학교 _제2캠퍼스,인문사회,2432.0,115.0,4.728618421052631
2015,강원대학교 _제2캠퍼스,자연과학,740.0,19.0,2.5675675675675675
2015,건국대학교,공학,8179.0,247.0,3.019929086685414
2015,건국대학교,예체능,1167.0,16.0,1.371036846615253
2015,건국대학교,의학,370.0,1.0,0.2702702702702703
2015,건국대학교,인문사회,8717.0,161.0,1.8469656992084433
2015,건국대학교,자연과학,1902.0,50.0,2.6288117770767614
2015,건국대학교(글로컬) _분교,공학,3207.0,119.0,3.7106329903336457
2015,건국대학교(글로컬) _분교,예체능,1151.0,36.0,3.127715030408341
2015,건국대학교(글로컬) _분교,의학,614.0,28.0,4.5602605863192185
2015,건국대학교(글로컬) _분교,인문사회,5253.0,163.0,3.1029887683228634
2015,건국대학교(글로컬) _분교,자연과학,493.0,11.0,2.231237322515213
2015,건양대학교,공학,1455.0,87.0,5.979381443298969
2015,건양대학교,예체능,323.0,15.0,4.643962848297214
2015,건양대학교,인문사회,3657.0,167.0,4.566584632212196
2015,건양대학교,자연과학,263.0,15.0,5.7034220532319395
2015,건양대학교 _제2캠퍼스,공학,920.0,54.0,5.869565217391305
2015,건양대학교 _제2캠퍼스,예체능,194.0,7.0,3.608247422680412
2015,건양대학교 _제2캠퍼스,의학,239.0,4.0,1.6736401673640167
2015,건양대학교 _제2캠퍼스,인문사회,57.0,2.0,3.508771929824561
2015,건양대학교 _제2캠퍼스,자연과학,1269.0,18.0,1.4184397163120568
2015,경기대학교,공학,6126.0,220.0,3.591250408096637
2015,경기대학교,예체능,655.0,32.0,4.885496183206107
2015,경기대학교,인문사회,7830.0,260.0,3.3205619412515963
2015,경기대학교,자연과학,945.0,29.0,3.068783068783069
2015,경기대학교 _제2캠퍼스,공학,124.0,5.0,4.032258064516129
2015,경기대학교 _제2캠퍼스,예체능,258.0,10.0,3.875968992248062
2015,경기대학교 _제2캠퍼스,인문사회,2563.0,104.0,4.057744830277019
2015,경남과학기술대학교,공학,2851.0,160.0,5.612065941774816
2015,경남과학기술대학교,예체능,396.0,21.0,5.303030303030303
2015,경남과학기술대학교,인문사회,1466.0,96.0,6.548431105047749
2015,경남과학기술대학교,자연과학,999.0,38.0,3.8038038038038042
2015,경남대학교,공학,6147.0,275.0,4.473727021311209
2015,경남대학교,인문사회,10581.0,524.0,4.952272942065967
2015,경남대학교,자연과학,1122.0,31.0,2.7629233511586455
2015,경동대학교,공학,962.0,98.0,10.187110187110187
2015,경동대학교,예체능,140.0,9.0,6.428571428571428
2015,경동대학교,인문사회,1722.0,211.0,12.253193960511034
2015,경동대학교,자연과학,1147.0,41.0,3.5745422842197034
2015,경동대학교 _제2캠퍼스,공학,64.0,1.0,1.5625
2015,경동대학교 _제2캠퍼스,예체능,27.0,0.0,0.0
2015,경동대학교 _제2캠퍼스,인문사회,195.0,0.0,0.0
2015,경동대학교 _제3캠퍼스,자연과학,1146.0,13.0,1.1343804537521813
2015,경동대학교 _제4캠퍼스,공학,214.0,11.0,5.14018691588785
2015,경동대학교 _제4캠퍼스,예체능,119.0,25.0,21.008403361344538
2015,경동대학교 _제4캠퍼스,인문사회,323.0,19.0,5.88235294117647
2015,경북대학교,공학,15490.0,422.0,2.724338282763073
2015,경북대학교,예체능,667.0,11.0,1.6491754122938531
2015,경북대학교,의학,261.0,3.0,1.1494252873563218
2015,경북대학교,인문사회,10781.0,210.0,1.947871254985623
2015,경북대학교,자연과학,3252.0,67.0,2.060270602706027
2015,경상국립대학교,공학,9311.0,262.0,2.813876060573515
2015,경상국립대학교,의학,433.0,13.0,3.0023094688221708
2015,경상국립대학교,인문사회,8578.0,272.0,3.170902308230357
2015,경상국립대학교,자연과학,2040.0,40.0,1.9607843137254901
2015,경성대학교,공학,4071.0,209.0,5.133873741095553
2015,경성대학교,예체능,2923.0,139.0,4.755388299692098
2015,경성대학교,의학,149.0,6.0,4.026845637583892
2015,경성대학교,인문사회,8820.0,367.0,4.160997732426304
2015,경성대학교,자연과학,1631.0,57.0,3.494788473329246
2015,경운대학교,공학,1399.0,85.0,6.075768406004289
2015,경운대학교,예체능,617.0,78.0,12.641815235008103
2015,경운대학교,인문사회,1208.0,84.0,6.95364238410596
2015,경운대학교,자연과학,1111.0,30.0,2.7002700270027002
2015,경운대학교(산업대),공학,481.0,59.0,12.266112266112266
2015,경운대학교(산업대),예체능,97.0,17.0,17.525773195876287
2015,경운대학교(산업대),인문사회,564.0,116.0,20.56737588652482
2015,경운대학교(산업대),자연과학,129.0,8.0,6.2015503875969
2015,경인교육대학교,인문사회,1300.0,13.0,1.0
2015,경인교육대학교 _제2캠퍼스,인문사회,1362.0,1.0,0.07342143906020558
2015,경일대학교,공학,3655.0,232.0,6.3474692202462375
2015,경일대학교,예체능,1202.0,54.0,4.492512479201332
2015,경일대학교,인문사회,2667.0,240.0,8.998875140607424
2015,경일대학교,자연과학,425.0,3.0,0.7058823529411765
2015,경희대학교,공학,9276.0,249.0,2.684346701164295
2015,경희대학교,예체능,2067.0,46.0,2.2254475084663765
2015,경희대학교,의학,767.0,9.0,1.1734028683181226
2015,경희대학교,인문사회,14809.0,325.0,2.1946113849686
2015,경희대학교,자연과학,3262.0,90.0,2.7590435315757205
2015,계명대학교,공학,6348.0,264.0,4.158790170132325
2015,계명대학교,예체능,3568.0,170.0,4.76457399103139
2015,계명대학교,의학,306.0,1.0,0.32679738562091504
2015,계명대학교,인문사회,17229.0,711.0,4.126763015845377
2015,계명대학교,자연과학,2604.0,57.0,2.1889400921658986
2015,고려대학교,공학,7788.0,193.0,2.478171545968156
2015,고려대학교,예체능,272.0,5.0,1.8382352941176472
2015,고려대학교,의학,288.0,0.0,0.0
2015,고려대학교,인문사회,13445.0,133.0,0.9892153216809222
2015,고려대학교,자연과학,3161.0,74.0,2.341031319202784
2015,고려대학교(세종) _분교,공학,2941.0,89.0,3.026181570894254
2015,고려대학교(세종) _분교,예체능,547.0,12.0,2.1937842778793417
2015,고려대학교(세종) _분교,인문사회,5547.0,171.0,3.0827474310438077
2015,고려대학교(세종) _분교,자연과학,1126.0,27.0,2.3978685612788633
2015,고신대학교,공학,615.0,42.0,6.829268292682928
2015,고신대학교,예체능,516.0,53.0,10.271317829457365
2015,고신대학교,의학,321.0,1.0,0.3115264797507788
2015,고신대학교,인문사회,2695.0,153.0,5.6771799628942485
2015,고신대학교,자연과학,1056.0,31.0,2.9356060606060606
2015,공주교육대학교,인문사회,1570.0,7.0,0.445859872611465
2015,광신대학교,예체능,129.0,12.0,9.30232558139535
2015,광신대학교,인문사회,469.0,33.0,7.036247334754798
2015,광운대학교,공학,6488.0,183.0,2.8205918618988903
2015,광운대학교,예체능,734.0,20.0,2.7247956403269753
2015,광운대학교,인문사회,3865.0,152.0,3.9327296248382924
2015,광운대학교,자연과학,645.0,24.0,3.7209302325581395
2015,광주가톨릭대학교,인문사회,138.0,8.0,5.797101449275362
2015,광주과학기술원,공학,137.0,2.0,1.4598540145985401
2015,광주과학기술원,인문사회,388.0,9.0,2.3195876288659796
2015,광주과학기술원,자연과학,53.0,0.0,0.0
2015,광주교육대학교,인문사회,1446.0,10.0,0.6915629322268326
2015,광주대학교,공학,1641.0,147.0,8.957952468007313
2015,광주대학교,예체능,1038.0,95.0,9.152215799614643
2015,광주대학교,의학,98.0,7.0,7.142857142857142
2015,광주대학교,인문사회,5120.0,406.0,7.9296875
2015,광주대학교,자연과학,1000.0,65.0,6.5
2015,광주여자대학교,공학,493.0,18.0,3.6511156186612577
2015,광주여자대학교,예체능,930.0,54.0,5.806451612903226
2015,광주여자대학교,의학,113.0,10.0,8.849557522123893
2015,광주여자대학교,인문사회,1516.0,56.0,3.6939313984168867
2015,광주여자대학교,자연과학,705.0,23.0,3.2624113475177303
2015,국립강릉원주대학교,공학,3306.0,153.0,4.627949183303085
2015,국립강릉원주대학교,예체능,716.0,51.0,7.12290502793296
2015,국립강릉원주대학교,의학,168.0,1.0,0.5952380952380952
2015,국립강릉원주대학교,인문사회,3484.0,182.0,5.223880597014925
2015,국립강릉원주대학교,자연과학,748.0,46.0,6.149732620320856
2015,국립강릉원주대학교 _제2캠퍼스,공학,1822.0,95.0,5.214050493962678
2015,국립강릉원주대학교 _제2캠퍼스,예체능,239.0,25.0,10.460251046025103
2015,국립강릉원주대학교 _제2캠퍼스,인문사회,364.0,15.0,4.1208791208791204
2015,국립강릉원주대학교 _제2캠퍼스,자연과학,347.0,1.0,0.2881844380403458
2015,국립경국대학교,공학,3828.0,167.0,4.3625914315569485
2015,국립경국대학교,예체능,598.0,23.0,3.8461538461538463
2015,국립경국대학교,의학,199.0,8.0,4.0201005025125625
2015,국립경국대학교,인문사회,3864.0,170.0,4.399585921325052
2015,국립경국대학교,자연과학,1425.0,81.0,5.684210526315789
2015,국립공주대학교,공학,7483.0,386.0,5.158358946946412
2015,국립공주대학교,예체능,1072.0,52.0,4.850746268656716
2015,국립공주대학교,인문사회,7149.0,163.0,2.2800391663169677
2015,국립공주대학교,자연과학,1514.0,44.0,2.906208718626156
2015,국립군산대학교,공학,6144.0,407.0,6.624348958333333
2015,국립군산대학교,예체능,509.0,40.0,7.858546168958743
2015,국립군산대학교,인문사회,3054.0,183.0,5.992141453831041
2015,국립군산대학교,자연과학,1044.0,47.0,4.501915708812261
2015,국립금오공과대학교,공학,8321.0,305.0,3.665424828746545
2015,국립금오공과대학교,예체능,265.0,5.0,1.8867924528301887
2015,국립금오공과대학교,인문사회,739.0,39.0,5.2774018944519625
2015,국립금오공과대학교,자연과학,252.0,18.0,7.142857142857142
2015,국립목포대학교,공학,4504.0,274.0,6.08348134991119
2015,국립목포대학교,예체능,572.0,42.0,7.3426573426573425
2015,국립목포대학교,인문사회,4106.0,219.0,5.333658061373599
2015,국립목포대학교,자연과학,1114.0,50.0,4.488330341113106
2015,국립목포해양대학교,공학,1430.0,99.0,6.923076923076923
2015,국립목포해양대학교,인문사회,448.0,7.0,1.5625
2015,국립부경대학교,공학,12141.0,371.0,3.0557614694012027
2015,국립부경대학교,예체능,452.0,20.0,4.424778761061947
2015,국립부경대학교,인문사회,7502.0,207.0,2.759264196214343
2015,국립부경대학교,자연과학,1366.0,43.0,3.1478770131771596
2015,국립순천대학교,공학,3637.0,256.0,7.0387682155622775
2015,국립순천대학교,예체능,791.0,37.0,4.677623261694058
2015,국립순천대학교,의학,125.0,5.0,4.0
2015,국립순천대학교,인문사회,4180.0,195.0,4.6650717703349285
2015,국립순천대학교,자연과학,916.0,25.0,2.7292576419213974
2015,국립창원대학교,공학,4844.0,151.0,3.1172584640792733
2015,국립창원대학교,예체능,688.0,37.0,5.377906976744186
2015,국립창원대학교,인문사회,4392.0,171.0,3.8934426229508197
2015,국립창원대학교,자연과학,1052.0,34.0,3.2319391634980987
2015,국립한국교통대학교,공학,7135.0,305.0,4.274702172389628
2015,국립한국교통대학교,예체능,232.0,13.0,5.603448275862069
2015,국립한국교통대학교,인문사회,2992.0,112.0,3.7433155080213902
2015,국립한국교통대학교,자연과학,596.0,10.0,1.6778523489932886
2015,국립한국해양대학교,공학,3657.0,91.0,2.488378452283292
2015,국립한국해양대학교,인문사회,2653.0,91.0,3.430079155672823
2015,국립한밭대학교,공학,5282.0,192.0,3.63498674744415
2015,국립한밭대학교,예체능,511.0,24.0,4.6966731898238745
2015,국립한밭대학교,인문사회,2463.0,99.0,4.019488428745433
2015,국민대학교,공학,6435.0,142.0,2.2066822066822067
2015,국민대학교,예체능,2098.0,30.0,1.4299332697807436
2015,국민대학교,인문사회,10153.0,235.0,2.3145868216290753
2015,국민대학교,자연과학,1435.0,36.0,2.508710801393728
2015,극동대학교,공학,1305.0,60.0,4.597701149425287
2015,극동대학교,예체능,730.0,87.0,11.917808219178081
2015,극동대학교,인문사회,2328.0,150.0,6.443298969072164
2015,극동대학교,자연과학,489.0,15.0,3.067484662576687
2015,금강대학교,인문사회,628.0,24.0,3.821656050955414
2015,김천대학교,공학,289.0,18.0,6.228373702422145
2015,김천대학교,예체능,113.0,14.0,12.389380530973451
2015,김천대학교,인문사회,1527.0,75.0,4.911591355599214
2015,김천대학교,자연과학,1577.0,71.0,4.502219403931516
2015,나사렛대학교,공학,441.0,24.0,5.442176870748299
2015,나사렛대학교,예체능,402.0,21.0,5.223880597014925
2015,나사렛대학교,인문사회,4434.0,206.0,4.645917907081642
2015,나사렛대학교,자연과학,1033.0,40.0,3.8722168441432716
2015,남부대학교,공학,293.0,30.0,10.238907849829351
2015,남부대학교,예체능,478.0,53.0,11.08786610878661
2015,남부대학교,의학,100.0,7.0,7.000000000000001
2015,남부대학교,인문사회,979.0,58.0,5.9244126659857
2015,남부대학교,자연과학,1023.0,40.0,3.9100684261974585
2015,남서울대학교,공학,1882.0,76.0,4.038257173219979
2015,남서울대학교,예체능,667.0,17.0,2.548725637181409
2015,남서울대학교,인문사회,5343.0,169.0,3.1630170316301705
2015,남서울대학교,자연과학,473.0,8.0,1.6913319238900635
2015,남서울대학교(산업대),공학,1081.0,42.0,3.885291396854764
2015,남서울대학교(산업대),예체능,190.0,9.0,4.736842105263158
2015,남서울대학교(산업대),인문사회,2694.0,88.0,3.2665181885671863
2015,남서울대학교(산업대),자연과학,62.0,1.0,1.6129032258064515
2015,단국대학교,공학,6362.0,189.0,2.9707639107198993
2015,단국대학교,예체능,959.0,29.0,3.023983315954119
2015,단국대학교,인문사회,7253.0,168.0,2.316282917413484
2015,단국대학교,자연과학,454.0,14.0,3.0837004405286343
2015,단국대학교 _제2캠퍼스,공학,3987.0,149.0,3.7371457236017056
2015,단국대학교 _제2캠퍼스,예체능,949.0,35.0,3.68809272918862
2015,단국대학교 _제2캠퍼스,의학,470.0,0.0,0.0
2015,단국대학교 _제2캠퍼스,인문사회,6440.0,174.0,2.701863354037267
2015,단국대학교 _제2캠퍼스,자연과학,2215.0,63.0,2.8442437923250563
2015,대구가톨릭대학교,공학,5943.0,303.0,5.098435133770822
2015,대구가톨릭대학교,예체능,1020.0,54.0,5.294117647058823
2015,대구가톨릭대학교,의학,181.0,0.0,0.0
2015,대구가톨릭대학교,인문사회,8638.0,398.0,4.6075480435285945
2015,대구가톨릭대학교,자연과학,1872.0,47.0,2.5106837606837606
2015,대구경북과학기술원,자연과학,367.0,6.0,1.6348773841961852
2015,대구교육대학교,인문사회,1716.0,12.0,0.6993006993006993
2015,대구대학교,공학,8367.0,453.0,5.414126927214055
2015,대구대학교,예체능,1183.0,44.0,3.7193575655114115
2015,대구대학교,인문사회,14951.0,688.0,4.601698883017858
2015,대구대학교,자연과학,2478.0,117.0,4.721549636803874
2015,대구예술대학교,공학,199.0,21.0,10.552763819095476
2015,대구예술대학교,예체능,1567.0,233.0,14.86917677089981
2015,대구예술대학교,인문사회,31.0,16.0,51.61290322580645
2015,대구예술대학교,자연과학,99.0,7.0,7.07070707070707
2015,대구외국어대학교,인문사회,492.0,77.0,15.650406504065039
2015,대구한의대학교,공학,1373.0,95.0,6.919155134741442
2015,대구한의대학교,예체능,573.0,49.0,8.55148342059337
2015,대구한의대학교,의학,705.0,23.0,3.2624113475177303
2015,대구한의대학교,인문사회,2758.0,172.0,6.236403190717912
2015,대구한의대학교,자연과학,2299.0,87.0,3.784254023488473
2015,대신대학교,예체능,174.0,45.0,25.862068965517242
2015,대신대학교,인문사회,402.0,66.0,16.417910447761194
2015,대전가톨릭대학교,인문사회,105.0,5.0,4.761904761904762
2015,대전대학교,공학,3516.0,199.0,5.6598407281001135
2015,대전대학교,예체능,1265.0,72.0,5.691699604743083
2015,대전대학교,의학,431.0,11.0,2.5522041763341066
2015,대전대학교,인문사회,6455.0,349.0,5.406661502711076
2015,대전대학교,자연과학,1325.0,30.0,2.2641509433962264
2015,대전신학교,인문사회,11.0,0.0,0.0
2015,대전신학대학교,인문사회,242.0,24.0,9.917355371900827
2015,대진대학교,공학,3821.0,245.0,6.411934048678357
2015,대진대학교,예체능,553.0,42.0,7.59493670886076
2015,대진대학교,인문사회,5415.0,299.0,5.521698984302863
2015,대진대학교,자연과학,581.0,22.0,3.7865748709122204
2015,덕성여자대학교,공학,482.0,27.0,5.601659751037345
2015,덕성여자대학교,예체능,445.0,19.0,4.269662921348314
2015,덕성여자대학교,인문사회,4152.0,138.0,3.3236994219653178
2015,덕성여자대학교,자연과학,1330.0,31.0,2.330827067669173
2015,동국대학교,공학,5711.0,200.0,3.502013657853266
2015,동국대학교,예체능,798.0,34.0,4.260651629072681
2015,동국대학교,인문사회,10119.0,300.0,2.964719833975689
2015,동국대학교,자연과학,1114.0,30.0,2.6929982046678633
2015,동국대학교(WISE) _분교,공학,2169.0,131.0,6.039649608114338
2015,동국대학교(WISE) _분교,예체능,820.0,33.0,4.024390243902439
2015,동국대학교(WISE) _분교,의학,385.0,0.0,0.0
2015,동국대학교(WISE) _분교,인문사회,6486.0,345.0,5.319148936170213
2015,동국대학교(WISE) _분교,자연과학,772.0,25.0,3.2383419689119166
2015,동덕여자대학교,공학,791.0,43.0,5.436156763590392
2015,동덕여자대학교,예체능,1839.0,64.0,3.4801522566612286
2015,동덕여자대학교,인문사회,4704.0,192.0,4.081632653061225
2015,동덕여자대학교,자연과학,970.0,20.0,2.0618556701030926
2015,동명대학교,공학,3998.0,275.0,6.878439219609805
2015,동명대학교,예체능,2148.0,191.0,8.891992551210429
2015,동명대학교,인문사회,5863.0,332.0,5.662630052873956
2015,동명대학교,자연과학,616.0,22.0,3.571428571428571
2015,동서대학교,공학,3615.0,181.0,5.006915629322268
2015,동서대학교,예체능,2252.0,139.0,6.172291296625223
2015,동서대학교,인문사회,7161.0,297.0,4.147465437788019
2015,동서대학교,자연과학,645.0,20.0,3.10077519379845
2015,동신대학교,공학,2457.0,167.0,6.796906796906797
2015,동신대학교,예체능,595.0,58.0,9.747899159663866
2015,동신대학교,의학,229.0,0.0,0.0
2015,동신대학교,인문사회,3601.0,261.0,7.247986670369341
2015,동신대학교,자연과학,1316.0,38.0,2.8875379939209727
2015,동아대학교,공학,10623.0,286.0,2.6922714863974395
2015,동아대학교,예체능,1638.0,73.0,4.456654456654457
2015,동아대학교,의학,127.0,1.0,0.7874015748031495
2015,동아대학교,인문사회,13443.0,459.0,3.4144164249051547
2015,동아대학교,자연과학,1379.0,39.0,2.8281363306744014
